year,region_type,region_year_spec,region_id,region_level,detection_sequencing_count
146,2020,NUTS,2016,RO321,3,1
147,2020,NUTS,2016,SE,0,3
148,2020,NUTS,2016,SE1,1,2
149,2020,NUTS,2016,SE11,2,2
150,2020,NUTS,2016,SE110,3,2
151,2020,NUTS,2016,SE2,1,1
152,2020,NUTS,2016,SE22,2,1
153,2020,NUTS,2016,SE224,3,1
154,2020,NUTS,2016,SI,0,1
155,2020,NUTS,2016,SI0,1,1
156,2020,NUTS,2016,SI04,2,1
157,2020,NUTS,2016,SI041,3,1
158,2020,NUTS,2016,TR,0,5
159,2020,NUTS,2016,TR1,1,3
160,2020,NUTS,2016,TR10,2,3
161,2020,NUTS,2016,TR100,3,3
162,2020,NUTS,2016,TR7,1,1
163,2020,NUTS,2016,TR72,2,1
164,2020,NUTS,2016,TR721,3,1
165,2020,NUTS,2016,TRA,1,1
166,2020,NUTS,2016,TRA2,2,1
167,2020,NUTS,2016,TRA22,3,1
168,2020,NUTS,2016,UK,0,39
169,2020,NUTS,2016,UKD,1,5
170,2020,NUTS,2016,UKD3,2,2
171,2020,NUTS,2016,UKD33,3,2
172,2020,NUTS,2016,UKD4,2,1
173,2020,NUTS,2016,UKD44,3,1
174,2020,NUTS,2016,UKD6,2,1
175,2020,NUTS,2016,UKD61,3,1
176,2020,NUTS,2016,UKD7,2,1
177,2020,NUTS,2016,UKD72,3,1
178,2020,NUTS,2016,UKE,1,1
179,2020,NUTS,2016,UKE3,2,1
180,2020,NUTS,2016,UKE32,3,1
181,2020,NUTS,2016,UKG,1,5
182,2020,NUTS,2016,UKG1,2,1
183,2020,NUTS,2016,UKG13,3,1
184,2020,NUTS,2016,UKG3,2,4
185,2020,NUTS,2016,UKG31,3,4
186,2020,NUTS,2016,UKH,1,4
187,2020,NUTS,2016,UKH2,2,4
188,2020,NUTS,2016,UKH23,3,4
189,2020,NUTS,2016,UKI,1,12
190,2020,NUTS,2016,UKI3,2,11
191,2020,NUTS,2016,UKI31,3,2
192,2020,NUTS,2016,UKI32,3,4
193,2020,NUTS,2016,UKI33,3,5
194,2020,NUTS,2016,UKI4,2,1
195,2020,NUTS,2016,UKI42,3,1
196,2020,NUTS,2016,UKJ,1,4
197,2020,NUTS,2016,UKJ1,2,2
198,2020,NUTS,2016,UKJ14,3,2
199,2020,NUTS,2016,UKJ2,2,2
200,2020,NUTS,2016,UKJ25,3,2
201,2020,NUTS,2016,UKK,1,3
202,2020,NUTS,2016,UKK1,2,2
203,2020,NUTS,2016,UKK11,3,2
204,2020,NUTS,2016,UKK4,2,1
205,2020,NUTS,2016,UKK43,3,1
206,2020,NUTS,2016,UKL,1,1
207,2020,NUTS,2016,UKL2,2,1
208,2020,NUTS,2016,UKL22,3,1
209,2020,NUTS,2016,UKM,1,4
210,2020,NUTS,2016,UKM7,2,3
211,2020,NUTS,2016,UKM75,3,3
212,2020,NUTS,2016,UKM8,2,1
213,2020,NUTS,2016,UKM82,3,1
214,2021,NUTS,2021,AT,0,1
215,2021,NUTS,2021,AT3,1,1
216,2021,NUTS,2021,AT33,2,1
217,2021,NUTS,2021,AT332,3,1
218,2021,NUTS,2021,CH,0,4
219,2021,NUTS,2021,CH0,1,4
220,2021,NUTS,2021,CH01,2,2
221,2021,NUTS,2021,CH013,3,2
222,2021,NUTS,2021,CH02,2,1
223,2021,NUTS,2021,CH021,3,1
224,2021,NUTS,2021,CH03,2,1
225,2021,NUTS,2021,CH031,3,1
226,2021,NUTS,2021,DE,0,3
227,2021,NUTS,2021,DE2,1,1
228,2021,NUTS,2021,DE21,2,1
229,2021,NUTS,2021,DE212,3,1
230,2021,NUTS,2021,DE3,1,2
231,2021,NUTS,2021,DE30,2,2
232,2021,NUTS,2021,DE300,3,2
233,2021,NUTS,2021,ES,0,5
234,2021,NUTS,2021,ES2,1,2
235,2021,NUTS,2021,ES22,2,2
236,2021,NUTS,2021,ES220,3,2
237,2021,NUTS,2021,ES3,1,2
238,2021,NUTS,2021,ES30,2,2
239,2021,NUTS,2021,ES300,3,2
240,2021,NUTS,2021,ES5,1,1
241,2021,NUTS,2021,ES52,2,1
242,2021,NUTS,2021,ES523,3,1
243,2021,NUTS,2021,FR,0,2
244,2021,NUTS,2021,FR1,1,1
245,2021,NUTS,2021,FR10,2,1
246,2021,NUTS,2021,FR101,3,1
247,2021,NUTS,2021,FRL,1,1
248,2021,NUTS,2021,FRL0,2,1
249,2021,NUTS,2021,FRL04,3,1
250,2021,NUTS,2021,NL,0,5
251,2021,NUTS,2021,NL2,1,1
252,2021,NUTS,2021,NL22,2,1
253,2021,NUTS,2021,NL221,3,1
254,2021,NUTS,2021,NL3,1,4
255,2021,NUTS,2021,NL31,2,2
256,2021,NUTS,2021,NL310,3,2
257,2021,NUTS,2021,NL32,2,1
258,2021,NUTS,2021,NL329,3,1
259,2021,NUTS,2021,NL33,2,1
260,2021,NUTS,2021,NL33C,3,1
261,2021,NUTS,2021,SK,0,2
262,2021,NUTS,2021,SK0,1,2
263,2021,NUTS,2021,SK01,2,2
264,2021,NUTS,2021,SK010,3,2
265,2021,NUTS,2021,TR,0,9
266,2021,NUTS,2021,TR1,1,1
267,2021,NUTS,2021,TR10,2,1
268,2021,NUTS,2021,TR100,3,1
269,2021,NUTS,2021,TR2,1,1
270,2021,NUTS,2021,TR21,2,1
271,2021,NUTS,2021,TR211,3,1
272,2021,NUTS,2021,TR3,1,1
273,2021,NUTS,2021,TR31,2,1
274,2021,NUTS,2021,TR310,3,1
275,2021,NUTS,2021,TR4,1,2
276,2021,NUTS,2021,TR41,2,1
277,2021,NUTS,2021,TR411,3,1
278,2021,NUTS,2021,TR42,2,1
279,2021,NUTS,2021,TR424,3,1
280,2021,NUTS,2021,TR5,1,2
281,2021,NUTS,2021,TR51,2,2
282,2021,NUTS,2021,TR510,3,2
283,2021,NUTS,2021,TR6,1,1
284,2021,NUTS,2021,TR61,2,1
285,2021,NUTS,2021,TR611,3,1
286,2021,NUTS,2021,TR8,1,1
287,2021,NUTS,2021,TR81,2,1
288,2021,NUTS,2021,TR811,3,1
289,2021,NUTS,2021,UK,0,9
290,2021,NUTS,2021,UKD,1,1
291,2021,NUTS,2021,UKD3,2,1
292,2021,NUTS,2021,UKD33,3,1
293,2021,NUTS,2021,UKH,1,1
294,2021,NUTS,2021,UKH2,2,1
295,2021,NUTS,2021,UKH23,3,1
296,2021,NUTS,2021,UKI,1,4
297,2021,NUTS,2021,UKI3,2,2
298,2021,NUTS,2021,UKI31,3,1
299,2021,NUTS,2021,UKI33,3,1
300,2021,NUTS,2021,UKI4,2,2
301,2021,NUTS,2021,UKI42,3,2
302,2021,NUTS,2021,UKM,1,3
303,2021,NUTS,2021,UKM7,2,2
304,2021,NUTS,2021,UKM75,3,1
305,2021,NUTS,2021,UKM77,3,1
306,2021,NUTS,2021,UKM8,2,1
307,2021,NUTS,2021,UKM82,3,1
