year,region_type,region_year_spec,region_id,region_level,population_impact_count
102,2020,NUTS,2016,ES300,3,7
103,2020,NUTS,2016,ES4,1,1
104,2020,NUTS,2016,ES43,2,1
105,2020,NUTS,2016,ES432,3,1
106,2020,NUTS,2016,ES5,1,11
107,2020,NUTS,2016,ES51,2,8
108,2020,NUTS,2016,ES511,3,7
109,2020,NUTS,2016,ES512,3,1
110,2020,NUTS,2016,ES52,2,3
111,2020,NUTS,2016,ES523,3,3
112,2020,NUTS,2016,ES6,1,4
113,2020,NUTS,2016,ES61,2,3
114,2020,NUTS,2016,ES614,3,1
115,2020,NUTS,2016,ES618,3,2
116,2020,NUTS,2016,ES62,2,1
117,2020,NUTS,2016,ES620,3,1
118,2020,NUTS,2016,FI,0,4
119,2020,NUTS,2016,FI1,1,4
120,2020,NUTS,2016,FI1B,2,4
121,2020,NUTS,2016,FI1B1,3,4
122,2020,NUTS,2016,FR,0,17
123,2020,NUTS,2016,FR1,1,12
124,2020,NUTS,2016,FR10,2,12
125,2020,NUTS,2016,FR101,3,2
126,2020,NUTS,2016,FR103,3,1
127,2020,NUTS,2016,FR104,3,9
128,2020,NUTS,2016,FRC,1,1
129,2020,NUTS,2016,FRC1,2,1
130,2020,NUTS,2016,FRC11,3,1
131,2020,NUTS,2016,FRF,1,1
132,2020,NUTS,2016,FRF3,2,1
133,2020,NUTS,2016,FRF31,3,1
134,2020,NUTS,2016,FRG,1,1
135,2020,NUTS,2016,FRG0,2,1
136,2020,NUTS,2016,FRG04,3,1
137,2020,NUTS,2016,FRJ,1,1
138,2020,NUTS,2016,FRJ1,2,1
139,2020,NUTS,2016,FRJ13,3,1
140,2020,NUTS,2016,FRK,1,1
141,2020,NUTS,2016,FRK2,2,1
142,2020,NUTS,2016,FRK26,3,1
143,2020,NUTS,2016,IE,0,3
144,2020,NUTS,2016,IE0,1,3
145,2020,NUTS,2016,IE05,2,1
146,2020,NUTS,2016,IE051,3,1
147,2020,NUTS,2016,IE06,2,2
148,2020,NUTS,2016,IE061,3,2
149,2020,NUTS,2016,IT,0,29
150,2020,NUTS,2016,ITC,1,10
151,2020,NUTS,2016,ITC1,2,1
152,2020,NUTS,2016,ITC11,3,1
153,2020,NUTS,2016,ITC4,2,9
154,2020,NUTS,2016,ITC41,3,1
155,2020,NUTS,2016,ITC46,3,1
156,2020,NUTS,2016,ITC47,3,1
157,2020,NUTS,2016,ITC48,3,1
158,2020,NUTS,2016,ITC4C,3,5
159,2020,NUTS,2016,ITF,1,4
160,2020,NUTS,2016,ITF1,2,1
161,2020,NUTS,2016,ITF14,3,1
162,2020,NUTS,2016,ITF3,2,1
163,2020,NUTS,2016,ITF33,3,1
164,2020,NUTS,2016,ITF4,2,1
165,2020,NUTS,2016,ITF47,3,1
166,2020,NUTS,2016,ITF6,2,1
167,2020,NUTS,2016,ITF61,3,1
168,2020,NUTS,2016,ITG,1,1
169,2020,NUTS,2016,ITG1,2,1
170,2020,NUTS,2016,ITG13,3,1
171,2020,NUTS,2016,ITH,1,11
172,2020,NUTS,2016,ITH3,2,5
173,2020,NUTS,2016,ITH31,3,2
174,2020,NUTS,2016,ITH36,3,3
175,2020,NUTS,2016,ITH4,2,2
176,2020,NUTS,2016,ITH44,3,2
177,2020,NUTS,2016,ITH5,2,4
178,2020,NUTS,2016,ITH54,3,1
179,2020,NUTS,2016,ITH55,3,2
180,2020,NUTS,2016,ITH56,3,1
181,2020,NUTS,2016,ITI,1,3
182,2020,NUTS,2016,ITI1,2,1
183,2020,NUTS,2016,ITI14,3,1
184,2020,NUTS,2016,ITI3,2,1
185,2020,NUTS,2016,ITI32,3,1
186,2020,NUTS,2016,ITI4,2,1
187,2020,NUTS,2016,ITI43,3,1
188,2020,NUTS,2016,MT,0,3
189,2020,NUTS,2016,MT0,1,3
190,2020,NUTS,2016,MT00,2,3
191,2020,NUTS,2016,MT001,3,3
192,2020,NUTS,2016,NL,0,15
193,2020,NUTS,2016,NL1,1,2
194,2020,NUTS,2016,NL11,2,2
195,2020,NUTS,2016,NL113,3,2
196,2020,NUTS,2016,NL2,1,3
197,2020,NUTS,2016,NL22,2,3
198,2020,NUTS,2016,NL221,3,2
199,2020,NUTS,2016,NL226,3,1
200,2020,NUTS,2016,NL3,1,10
201,2020,NUTS,2016,NL31,2,1
202,2020,NUTS,2016,NL310,3,1
203,2020,NUTS,2016,NL32,2,5
204,2020,NUTS,2016,NL329,3,5
205,2020,NUTS,2016,NL33,2,4
206,2020,NUTS,2016,NL33C,3,4
207,2020,NUTS,2016,NO,0,6
208,2020,NUTS,2016,NO0,1,6
209,2020,NUTS,2016,NO01,2,4
210,2020,NUTS,2016,NO011,3,3
211,2020,NUTS,2016,NO012,3,1
212,2020,NUTS,2016,NO04,2,1
213,2020,NUTS,2016,NO042,3,1
214,2020,NUTS,2016,NO05,2,1
215,2020,NUTS,2016,NO051,3,1
216,2020,NUTS,2016,PL,0,4
217,2020,NUTS,2016,PL5,1,2
218,2020,NUTS,2016,PL51,2,2
219,2020,NUTS,2016,PL514,3,2
220,2020,NUTS,2016,PL6,1,1
221,2020,NUTS,2016,PL61,2,1
222,2020,NUTS,2016,PL613,3,1
223,2020,NUTS,2016,PL9,1,1
224,2020,NUTS,2016,PL91,2,1
225,2020,NUTS,2016,PL911,3,1
226,2020,NUTS,2016,PT,0,7
227,2020,NUTS,2016,PT1,1,7
228,2020,NUTS,2016,PT11,2,4
229,2020,NUTS,2016,PT11A,3,3
230,2020,NUTS,2016,PT11D,3,1
231,2020,NUTS,2016,PT16,2,1
232,2020,NUTS,2016,PT16E,3,1
233,2020,NUTS,2016,PT17,2,2
234,2020,NUTS,2016,PT170,3,2
235,2020,NUTS,2016,RS,0,2
236,2020,NUTS,2016,RS1,1,2
237,2020,NUTS,2016,RS11,2,2
238,2020,NUTS,2016,RS110,3,2
239,2020,NUTS,2016,SE,0,24
240,2020,NUTS,2016,SE1,1,18
241,2020,NUTS,2016,SE11,2,16
242,2020,NUTS,2016,SE110,3,16
243,2020,NUTS,2016,SE12,2,2
244,2020,NUTS,2016,SE121,3,1
245,2020,NUTS,2016,SE124,3,1
246,2020,NUTS,2016,SE2,1,4
247,2020,NUTS,2016,SE22,2,2
248,2020,NUTS,2016,SE224,3,2
249,2020,NUTS,2016,SE23,2,2
250,2020,NUTS,2016,SE232,3,2
251,2020,NUTS,2016,SE3,1,2
252,2020,NUTS,2016,SE33,2,2
253,2020,NUTS,2016,SE331,3,2
254,2020,NUTS,2016,TR,0,1
255,2020,NUTS,2016,TR1,1,1
256,2020,NUTS,2016,TR10,2,1
257,2020,NUTS,2016,TR100,3,1
258,2020,NUTS,2016,UK,0,175
259,2020,NUTS,2016,UKD,1,9
260,2020,NUTS,2016,UKD3,2,5
261,2020,NUTS,2016,UKD33,3,4
262,2020,NUTS,2016,UKD34,3,1
263,2020,NUTS,2016,UKD4,2,1
264,2020,NUTS,2016,UKD44,3,1
265,2020,NUTS,2016,UKD7,2,3
266,2020,NUTS,2016,UKD72,3,3
267,2020,NUTS,2016,UKE,1,5
268,2020,NUTS,2016,UKE2,2,1
269,2020,NUTS,2016,UKE21,3,1
270,2020,NUTS,2016,UKE3,2,2
271,2020,NUTS,2016,UKE31,3,1
272,2020,NUTS,2016,UKE32,3,1
273,2020,NUTS,2016,UKE4,2,2
274,2020,NUTS,2016,UKE42,3,2
275,2020,NUTS,2016,UKF,1,5
276,2020,NUTS,2016,UKF2,2,5
277,2020,NUTS,2016,UKF21,3,4
278,2020,NUTS,2016,UKF22,3,1
279,2020,NUTS,2016,UKG,1,3
280,2020,NUTS,2016,UKG1,2,1
281,2020,NUTS,2016,UKG13,3,1
282,2020,NUTS,2016,UKG3,2,2
283,2020,NUTS,2016,UKG31,3,1
284,2020,NUTS,2016,UKG39,3,1
285,2020,NUTS,2016,UKH,1,17
286,2020,NUTS,2016,UKH1,2,15
287,2020,NUTS,2016,UKH12,3,12
288,2020,NUTS,2016,UKH15,3,1
289,2020,NUTS,2016,UKH17,3,2
290,2020,NUTS,2016,UKH2,2,2
291,2020,NUTS,2016,UKH23,3,1
292,2020,NUTS,2016,UKH25,3,1
293,2020,NUTS,2016,UKI,1,67
294,2020,NUTS,2016,UKI3,2,57
295,2020,NUTS,2016,UKI31,3,30
296,2020,NUTS,2016,UKI32,3,13
297,2020,NUTS,2016,UKI33,3,14
298,2020,NUTS,2016,UKI4,2,8
299,2020,NUTS,2016,UKI42,3,7
300,2020,NUTS,2016,UKI44,3,1
301,2020,NUTS,2016,UKI5,2,1
302,2020,NUTS,2016,UKI51,3,1
303,2020,NUTS,2016,UKI7,2,1
304,2020,NUTS,2016,UKI75,3,1
305,2020,NUTS,2016,UKJ,1,30
306,2020,NUTS,2016,UKJ1,2,21
307,2020,NUTS,2016,UKJ11,3,1
308,2020,NUTS,2016,UKJ14,3,20
309,2020,NUTS,2016,UKJ2,2,3
310,2020,NUTS,2016,UKJ22,3,2
311,2020,NUTS,2016,UKJ25,3,1
312,2020,NUTS,2016,UKJ3,2,6
313,2020,NUTS,2016,UKJ32,3,6
314,2020,NUTS,2016,UKK,1,16
315,2020,NUTS,2016,UKK1,2,9
316,2020,NUTS,2016,UKK11,3,8
317,2020,NUTS,2016,UKK12,3,1
318,2020,NUTS,2016,UKK4,2,7
319,2020,NUTS,2016,UKK43,3,7
320,2020,NUTS,2016,UKL,1,7
321,2020,NUTS,2016,UKL1,2,2
322,2020,NUTS,2016,UKL18,3,2
323,2020,NUTS,2016,UKL2,2,5
324,2020,NUTS,2016,UKL21,3,3
325,2020,NUTS,2016,UKL22,3,2
326,2020,NUTS,2016,UKM,1,15
327,2020,NUTS,2016,UKM5,2,1
328,2020,NUTS,2016,UKM50,3,1
329,2020,NUTS,2016,UKM7,2,7
330,2020,NUTS,2016,UKM72,3,2
331,2020,NUTS,2016,UKM75,3,5
332,2020,NUTS,2016,UKM8,2,7
333,2020,NUTS,2016,UKM82,3,7
334,2020,NUTS,2016,UKN,1,1
335,2020,NUTS,2016,UKN0,2,1
336,2020,NUTS,2016,UKN06,3,1
337,2021,NUTS,2021,CH,0,2
338,2021,NUTS,2021,CH0,1,2
339,2021,NUTS,2021,CH04,2,2
340,2021,NUTS,2021,CH040,3,2
341,2021,NUTS,2021,CY,0,1
342,2021,NUTS,2021,CY0,1,1
343,2021,NUTS,2021,CY00,2,1
344,2021,NUTS,2021,CY000,3,1
345,2021,NUTS,2021,DE,0,7
346,2021,NUTS,2021,DE1,1,3
347,2021,NUTS,2021,DE14,2,3
348,2021,NUTS,2021,DE142,3,3
349,2021,NUTS,2021,DE3,1,2
350,2021,NUTS,2021,DE30,2,2
351,2021,NUTS,2021,DE300,3,2
352,2021,NUTS,2021,DED,1,2
353,2021,NUTS,2021,DED5,2,2
354,2021,NUTS,2021,DED51,3,2
355,2021,NUTS,2021,FR,0,2
356,2021,NUTS,2021,FRF,1,1
357,2021,NUTS,2021,FRF1,2,1
358,2021,NUTS,2021,FRF11,3,1
359,2021,NUTS,2021,FRL,1,1
360,2021,NUTS,2021,FRL0,2,1
361,2021,NUTS,2021,FRL04,3,1
362,2021,NUTS,2021,IT,0,1
363,2021,NUTS,2021,ITH,1,1
364,2021,NUTS,2021,ITH3,2,1
365,2021,NUTS,2021,ITH36,3,1
366,2021,NUTS,2021,MT,0,1
367,2021,NUTS,2021,MT0,1,1
368,2021,NUTS,2021,MT00,2,1
369,2021,NUTS,2021,MT001,3,1
370,2021,NUTS,2021,NL,0,1
371,2021,NUTS,2021,NL4,1,1
372,2021,NUTS,2021,NL42,2,1
373,2021,NUTS,2021,NL423,3,1
374,2021,NUTS,2021,NO,0,1
375,2021,NUTS,2021,NO0,1,1
376,2021,NUTS,2021,NO08,2,1
377,2021,NUTS,2021,NO081,3,1
378,2021,NUTS,2021,PL,0,3
379,2021,NUTS,2021,PL6,1,1
380,2021,NUTS,2021,PL61,2,1
381,2021,NUTS,2021,PL613,3,1
382,2021,NUTS,2021,PL8,1,2
383,2021,NUTS,2021,PL84,2,2
384,2021,NUTS,2021,PL841,3,2
385,2021,NUTS,2021,UK,0,34
386,2021,NUTS,2021,UKD,1,2
387,2021,NUTS,2021,UKD3,2,1
388,2021,NUTS,2021,UKD33,3,1
389,2021,NUTS,2021,UKD7,2,1
390,2021,NUTS,2021,UKD72,3,1
391,2021,NUTS,2021,UKE,1,1
392,2021,NUTS,2021,UKE4,2,1
393,2021,NUTS,2021,UKE42,3,1
394,2021,NUTS,2021,UKF,1,1
395,2021,NUTS,2021,UKF2,2,1
396,2021,NUTS,2021,UKF21,3,1
397,2021,NUTS,2021,UKG,1,1
398,2021,NUTS,2021,UKG1,2,1
399,2021,NUTS,2021,UKG13,3,1
400,2021,NUTS,2021,UKH,1,1
401,2021,NUTS,2021,UKH1,2,1
402,2021,NUTS,2021,UKH12,3,1
403,2021,NUTS,2021,UKI,1,12
404,2021,NUTS,2021,UKI3,2,12
405,2021,NUTS,2021,UKI31,3,9
406,2021,NUTS,2021,UKI33,3,3
407,2021,NUTS,2021,UKJ,1,6
408,2021,NUTS,2021,UKJ1,2,5
409,2021,NUTS,2021,UKJ14,3,5
410,2021,NUTS,2021,UKJ3,2,1
411,2021,NUTS,2021,UKJ32,3,1
412,2021,NUTS,2021,UKK,1,2
413,2021,NUTS,2021,UKK1,2,1
414,2021,NUTS,2021,UKK11,3,1
415,2021,NUTS,2021,UKK4,2,1
416,2021,NUTS,2021,UKK43,3,1
417,2021,NUTS,2021,UKL,1,1
418,2021,NUTS,2021,UKL2,2,1
419,2021,NUTS,2021,UKL21,3,1
420,2021,NUTS,2021,UKM,1,7
421,2021,NUTS,2021,UKM7,2,3
422,2021,NUTS,2021,UKM75,3,3
423,2021,NUTS,2021,UKM8,2,4
424,2021,NUTS,2021,UKM82,3,4
