year,region_type,region_year_spec,region_id,region_level,antibodies_count
85,2020,NUTS,2016,ES300,3,9
86,2020,NUTS,2016,ES5,1,6
87,2020,NUTS,2016,ES51,2,4
88,2020,NUTS,2016,ES511,3,4
89,2020,NUTS,2016,ES52,2,2
90,2020,NUTS,2016,ES523,3,2
91,2020,NUTS,2016,FI,0,2
92,2020,NUTS,2016,FI1,1,2
93,2020,NUTS,2016,FI1B,2,2
94,2020,NUTS,2016,FI1B1,3,2
95,2020,NUTS,2016,FR,0,12
96,2020,NUTS,2016,FR1,1,7
97,2020,NUTS,2016,FR10,2,7
98,2020,NUTS,2016,FR101,3,3
99,2020,NUTS,2016,FR104,3,4
100,2020,NUTS,2016,FRB,1,1
101,2020,NUTS,2016,FRB0,2,1
102,2020,NUTS,2016,FRB04,3,1
103,2020,NUTS,2016,FRE,1,1
104,2020,NUTS,2016,FRE2,2,1
105,2020,NUTS,2016,FRE23,3,1
106,2020,NUTS,2016,FRF,1,1
107,2020,NUTS,2016,FRF1,2,1
108,2020,NUTS,2016,FRF11,3,1
109,2020,NUTS,2016,FRL,1,1
110,2020,NUTS,2016,FRL0,2,1
111,2020,NUTS,2016,FRL04,3,1
112,2020,NUTS,2016,FRY,1,1
113,2020,NUTS,2016,FRY4,2,1
114,2020,NUTS,2016,FRY40,3,1
115,2020,NUTS,2016,IS,0,3
116,2020,NUTS,2016,IS0,1,3
117,2020,NUTS,2016,IS00,2,3
118,2020,NUTS,2016,IS001,3,3
119,2020,NUTS,2016,IT,0,18
120,2020,NUTS,2016,ITC,1,10
121,2020,NUTS,2016,ITC4,2,10
122,2020,NUTS,2016,ITC47,3,1
123,2020,NUTS,2016,ITC48,3,1
124,2020,NUTS,2016,ITC4C,3,8
125,2020,NUTS,2016,ITH,1,3
126,2020,NUTS,2016,ITH3,2,2
127,2020,NUTS,2016,ITH35,3,1
128,2020,NUTS,2016,ITH36,3,1
129,2020,NUTS,2016,ITH5,2,1
130,2020,NUTS,2016,ITH55,3,1
131,2020,NUTS,2016,ITI,1,5
132,2020,NUTS,2016,ITI1,2,2
133,2020,NUTS,2016,ITI19,3,2
134,2020,NUTS,2016,ITI4,2,3
135,2020,NUTS,2016,ITI43,3,3
136,2020,NUTS,2016,NL,0,13
137,2020,NUTS,2016,NL2,1,1
138,2020,NUTS,2016,NL22,2,1
139,2020,NUTS,2016,NL226,3,1
140,2020,NUTS,2016,NL3,1,10
141,2020,NUTS,2016,NL31,2,4
142,2020,NUTS,2016,NL310,3,4
143,2020,NUTS,2016,NL32,2,1
144,2020,NUTS,2016,NL329,3,1
145,2020,NUTS,2016,NL33,2,5
146,2020,NUTS,2016,NL33C,3,5
147,2020,NUTS,2016,NL4,1,2
148,2020,NUTS,2016,NL41,2,2
149,2020,NUTS,2016,NL414,3,2
150,2020,NUTS,2016,SE,0,18
151,2020,NUTS,2016,SE1,1,13
152,2020,NUTS,2016,SE11,2,13
153,2020,NUTS,2016,SE110,3,13
154,2020,NUTS,2016,SE2,1,3
155,2020,NUTS,2016,SE22,2,1
156,2020,NUTS,2016,SE224,3,1
157,2020,NUTS,2016,SE23,2,2
158,2020,NUTS,2016,SE232,3,2
159,2020,NUTS,2016,SE3,1,2
160,2020,NUTS,2016,SE33,2,2
161,2020,NUTS,2016,SE331,3,2
162,2020,NUTS,2016,UK,0,85
163,2020,NUTS,2016,UKD,1,10
164,2020,NUTS,2016,UKD3,2,4
165,2020,NUTS,2016,UKD33,3,4
166,2020,NUTS,2016,UKD7,2,6
167,2020,NUTS,2016,UKD72,3,6
168,2020,NUTS,2016,UKE,1,4
169,2020,NUTS,2016,UKE2,2,1
170,2020,NUTS,2016,UKE21,3,1
171,2020,NUTS,2016,UKE3,2,3
172,2020,NUTS,2016,UKE32,3,3
173,2020,NUTS,2016,UKF,1,3
174,2020,NUTS,2016,UKF1,2,3
175,2020,NUTS,2016,UKF14,3,2
176,2020,NUTS,2016,UKF16,3,1
177,2020,NUTS,2016,UKG,1,5
178,2020,NUTS,2016,UKG1,2,1
179,2020,NUTS,2016,UKG13,3,1
180,2020,NUTS,2016,UKG3,2,4
181,2020,NUTS,2016,UKG31,3,4
182,2020,NUTS,2016,UKH,1,11
183,2020,NUTS,2016,UKH1,2,3
184,2020,NUTS,2016,UKH12,3,3
185,2020,NUTS,2016,UKH2,2,8
186,2020,NUTS,2016,UKH23,3,8
187,2020,NUTS,2016,UKI,1,24
188,2020,NUTS,2016,UKI3,2,22
189,2020,NUTS,2016,UKI31,3,11
190,2020,NUTS,2016,UKI32,3,2
191,2020,NUTS,2016,UKI33,3,7
192,2020,NUTS,2016,UKI34,3,2
193,2020,NUTS,2016,UKI4,2,2
194,2020,NUTS,2016,UKI42,3,2
195,2020,NUTS,2016,UKJ,1,18
196,2020,NUTS,2016,UKJ1,2,12
197,2020,NUTS,2016,UKJ11,3,1
198,2020,NUTS,2016,UKJ14,3,11
199,2020,NUTS,2016,UKJ2,2,1
200,2020,NUTS,2016,UKJ27,3,1
201,2020,NUTS,2016,UKJ3,2,1
202,2020,NUTS,2016,UKJ32,3,1
203,2020,NUTS,2016,UKJ4,2,4
204,2020,NUTS,2016,UKJ41,3,2
205,2020,NUTS,2016,UKJ44,3,2
206,2020,NUTS,2016,UKL,1,2
207,2020,NUTS,2016,UKL2,2,2
208,2020,NUTS,2016,UKL22,3,2
209,2020,NUTS,2016,UKM,1,8
210,2020,NUTS,2016,UKM7,2,7
211,2020,NUTS,2016,UKM71,3,1
212,2020,NUTS,2016,UKM75,3,6
213,2020,NUTS,2016,UKM8,2,1
214,2020,NUTS,2016,UKM84,3,1
215,2021,NUTS,2021,AT,0,6
216,2021,NUTS,2021,AT1,1,4
217,2021,NUTS,2021,AT12,2,1
218,2021,NUTS,2021,AT127,3,1
219,2021,NUTS,2021,AT13,2,3
220,2021,NUTS,2021,AT130,3,3
221,2021,NUTS,2021,AT3,1,2
222,2021,NUTS,2021,AT33,2,2
223,2021,NUTS,2021,AT332,3,2
224,2021,NUTS,2021,CH,0,1
225,2021,NUTS,2021,CH0,1,1
226,2021,NUTS,2021,CH04,2,1
227,2021,NUTS,2021,CH040,3,1
228,2021,NUTS,2021,CY,0,1
229,2021,NUTS,2021,CY0,1,1
230,2021,NUTS,2021,CY00,2,1
231,2021,NUTS,2021,CY000,3,1
232,2021,NUTS,2021,DE,0,5
233,2021,NUTS,2021,DE1,1,2
234,2021,NUTS,2021,DE14,2,2
235,2021,NUTS,2021,DE142,3,2
236,2021,NUTS,2021,DE6,1,1
237,2021,NUTS,2021,DE60,2,1
238,2021,NUTS,2021,DE600,3,1
239,2021,NUTS,2021,DEA,1,2
240,2021,NUTS,2021,DEA2,2,2
241,2021,NUTS,2021,DEA23,3,2
242,2021,NUTS,2021,DK,0,1
243,2021,NUTS,2021,DK0,1,1
244,2021,NUTS,2021,DK01,2,1
245,2021,NUTS,2021,DK011,3,1
246,2021,NUTS,2021,ES,0,2
247,2021,NUTS,2021,ES5,1,2
248,2021,NUTS,2021,ES51,2,1
249,2021,NUTS,2021,ES511,3,1
250,2021,NUTS,2021,ES52,2,1
251,2021,NUTS,2021,ES523,3,1
252,2021,NUTS,2021,FI,0,1
253,2021,NUTS,2021,FI1,1,1
254,2021,NUTS,2021,FI1B,2,1
255,2021,NUTS,2021,FI1B1,3,1
256,2021,NUTS,2021,IE,0,1
257,2021,NUTS,2021,IE0,1,1
258,2021,NUTS,2021,IE06,2,1
259,2021,NUTS,2021,IE061,3,1
260,2021,NUTS,2021,NL,0,4
261,2021,NUTS,2021,NL2,1,1
262,2021,NUTS,2021,NL22,2,1
263,2021,NUTS,2021,NL226,3,1
264,2021,NUTS,2021,NL3,1,3
265,2021,NUTS,2021,NL31,2,2
266,2021,NUTS,2021,NL310,3,2
267,2021,NUTS,2021,NL32,2,1
268,2021,NUTS,2021,NL329,3,1
269,2021,NUTS,2021,SE,0,5
270,2021,NUTS,2021,SE1,1,5
271,2021,NUTS,2021,SE11,2,4
272,2021,NUTS,2021,SE110,3,4
273,2021,NUTS,2021,SE12,2,1
274,2021,NUTS,2021,SE121,3,1
275,2021,NUTS,2021,UK,0,4
276,2021,NUTS,2021,UKG,1,1
277,2021,NUTS,2021,UKG3,2,1
278,2021,NUTS,2021,UKG31,3,1
279,2021,NUTS,2021,UKH,1,1
280,2021,NUTS,2021,UKH1,2,1
281,2021,NUTS,2021,UKH12,3,1
282,2021,NUTS,2021,UKI,1,1
283,2021,NUTS,2021,UKI3,2,1
284,2021,NUTS,2021,UKI33,3,1
285,2021,NUTS,2021,UKJ,1,1
286,2021,NUTS,2021,UKJ1,2,1
287,2021,NUTS,2021,UKJ14,3,1
