year,region_type,region_year_spec,region_id,region_level,social_media_count
48,2020,NUTS,2016,DE30,2,8
49,2020,NUTS,2016,DE300,3,8
50,2020,NUTS,2016,DE5,1,3
51,2020,NUTS,2016,DE50,2,3
52,2020,NUTS,2016,DE501,3,3
53,2020,NUTS,2016,DE6,1,1
54,2020,NUTS,2016,DE60,2,1
55,2020,NUTS,2016,DE600,3,1
56,2020,NUTS,2016,DE7,1,1
57,2020,NUTS,2016,DE72,2,1
58,2020,NUTS,2016,DE721,3,1
59,2020,NUTS,2016,DE8,1,1
60,2020,NUTS,2016,DE80,2,1
61,2020,NUTS,2016,DE803,3,1
62,2020,NUTS,2016,DE9,1,2
63,2020,NUTS,2016,DE91,2,2
64,2020,NUTS,2016,DE911,3,1
65,2020,NUTS,2016,DE91C,3,1
66,2020,NUTS,2016,DEA,1,18
67,2020,NUTS,2016,DEA1,2,4
68,2020,NUTS,2016,DEA13,3,4
69,2020,NUTS,2016,DEA2,2,9
70,2020,NUTS,2016,DEA22,3,4
71,2020,NUTS,2016,DEA2C,3,4
72,2020,NUTS,2016,DEA2D,3,1
73,2020,NUTS,2016,DEA3,2,2
74,2020,NUTS,2016,DEA33,3,2
75,2020,NUTS,2016,DEA4,2,2
76,2020,NUTS,2016,DEA41,3,1
77,2020,NUTS,2016,DEA47,3,1
78,2020,NUTS,2016,DEA5,2,1
79,2020,NUTS,2016,DEA51,3,1
80,2020,NUTS,2016,DEB,1,2
81,2020,NUTS,2016,DEB3,2,2
82,2020,NUTS,2016,DEB32,3,2
83,2020,NUTS,2016,DED,1,7
84,2020,NUTS,2016,DED4,2,7
85,2020,NUTS,2016,DED41,3,7
86,2020,NUTS,2016,DK,0,5
87,2020,NUTS,2016,DK0,1,5
88,2020,NUTS,2016,DK01,2,4
89,2020,NUTS,2016,DK011,3,1
90,2020,NUTS,2016,DK012,3,3
91,2020,NUTS,2016,DK03,2,1
92,2020,NUTS,2016,DK031,3,1
93,2020,NUTS,2016,EE,0,2
94,2020,NUTS,2016,EE0,1,2
95,2020,NUTS,2016,EE00,2,2
96,2020,NUTS,2016,EE008,3,2
97,2020,NUTS,2016,EL,0,3
98,2020,NUTS,2016,EL3,1,2
99,2020,NUTS,2016,EL30,2,2
100,2020,NUTS,2016,EL303,3,2
101,2020,NUTS,2016,EL5,1,1
102,2020,NUTS,2016,EL52,2,1
103,2020,NUTS,2016,EL522,3,1
104,2020,NUTS,2016,ES,0,7
105,2020,NUTS,2016,ES1,1,1
106,2020,NUTS,2016,ES12,2,1
107,2020,NUTS,2016,ES120,3,1
108,2020,NUTS,2016,ES2,1,1
109,2020,NUTS,2016,ES22,2,1
110,2020,NUTS,2016,ES220,3,1
111,2020,NUTS,2016,ES4,1,1
112,2020,NUTS,2016,ES41,2,1
113,2020,NUTS,2016,ES412,3,1
114,2020,NUTS,2016,ES5,1,3
115,2020,NUTS,2016,ES51,2,3
116,2020,NUTS,2016,ES511,3,3
117,2020,NUTS,2016,ES6,1,1
118,2020,NUTS,2016,ES61,2,1
119,2020,NUTS,2016,ES618,3,1
120,2020,NUTS,2016,FI,0,2
121,2020,NUTS,2016,FI1,1,2
122,2020,NUTS,2016,FI1B,2,1
123,2020,NUTS,2016,FI1B1,3,1
124,2020,NUTS,2016,FI1C,2,1
125,2020,NUTS,2016,FI1C1,3,1
126,2020,NUTS,2016,FR,0,15
127,2020,NUTS,2016,FR1,1,8
128,2020,NUTS,2016,FR10,2,8
129,2020,NUTS,2016,FR101,3,2
130,2020,NUTS,2016,FR103,3,4
131,2020,NUTS,2016,FR104,3,2
132,2020,NUTS,2016,FRF,1,1
133,2020,NUTS,2016,FRF3,2,1
134,2020,NUTS,2016,FRF31,3,1
135,2020,NUTS,2016,FRG,1,1
136,2020,NUTS,2016,FRG0,2,1
137,2020,NUTS,2016,FRG04,3,1
138,2020,NUTS,2016,FRH,1,1
139,2020,NUTS,2016,FRH0,2,1
140,2020,NUTS,2016,FRH03,3,1
141,2020,NUTS,2016,FRK,1,1
142,2020,NUTS,2016,FRK2,2,1
143,2020,NUTS,2016,FRK24,3,1
144,2020,NUTS,2016,FRL,1,3
145,2020,NUTS,2016,FRL0,2,3
146,2020,NUTS,2016,FRL04,3,3
147,2020,NUTS,2016,HU,0,5
148,2020,NUTS,2016,HU1,1,3
149,2020,NUTS,2016,HU11,2,3
150,2020,NUTS,2016,HU110,3,3
151,2020,NUTS,2016,HU2,1,2
152,2020,NUTS,2016,HU21,2,1
153,2020,NUTS,2016,HU213,3,1
154,2020,NUTS,2016,HU23,2,1
155,2020,NUTS,2016,HU231,3,1
156,2020,NUTS,2016,IE,0,2
157,2020,NUTS,2016,IE0,1,2
158,2020,NUTS,2016,IE05,2,2
159,2020,NUTS,2016,IE053,3,2
160,2020,NUTS,2016,IT,0,27
161,2020,NUTS,2016,ITC,1,9
162,2020,NUTS,2016,ITC1,2,3
163,2020,NUTS,2016,ITC11,3,3
164,2020,NUTS,2016,ITC4,2,6
165,2020,NUTS,2016,ITC4C,3,6
166,2020,NUTS,2016,ITF,1,4
167,2020,NUTS,2016,ITF3,2,2
168,2020,NUTS,2016,ITF33,3,2
169,2020,NUTS,2016,ITF4,2,1
170,2020,NUTS,2016,ITF47,3,1
171,2020,NUTS,2016,ITF6,2,1
172,2020,NUTS,2016,ITF65,3,1
173,2020,NUTS,2016,ITH,1,8
174,2020,NUTS,2016,ITH2,2,4
175,2020,NUTS,2016,ITH20,3,4
176,2020,NUTS,2016,ITH3,2,2
177,2020,NUTS,2016,ITH35,3,1
178,2020,NUTS,2016,ITH36,3,1
179,2020,NUTS,2016,ITH5,2,2
180,2020,NUTS,2016,ITH55,3,2
181,2020,NUTS,2016,ITI,1,6
182,2020,NUTS,2016,ITI1,2,4
183,2020,NUTS,2016,ITI14,3,2
184,2020,NUTS,2016,ITI17,3,2
185,2020,NUTS,2016,ITI4,2,2
186,2020,NUTS,2016,ITI43,3,2
187,2020,NUTS,2016,LU,0,5
188,2020,NUTS,2016,LU0,1,5
189,2020,NUTS,2016,LU00,2,5
190,2020,NUTS,2016,LU000,3,5
191,2020,NUTS,2016,LV,0,1
192,2020,NUTS,2016,LV0,1,1
193,2020,NUTS,2016,LV00,2,1
194,2020,NUTS,2016,LV006,3,1
195,2020,NUTS,2016,NL,0,11
196,2020,NUTS,2016,NL2,1,5
197,2020,NUTS,2016,NL21,2,1
198,2020,NUTS,2016,NL213,3,1
199,2020,NUTS,2016,NL22,2,4
200,2020,NUTS,2016,NL221,3,1
201,2020,NUTS,2016,NL226,3,3
202,2020,NUTS,2016,NL3,1,3
203,2020,NUTS,2016,NL32,2,1
204,2020,NUTS,2016,NL329,3,1
205,2020,NUTS,2016,NL33,2,2
206,2020,NUTS,2016,NL333,3,1
207,2020,NUTS,2016,NL337,3,1
208,2020,NUTS,2016,NL4,1,3
209,2020,NUTS,2016,NL42,2,3
210,2020,NUTS,2016,NL423,3,3
211,2020,NUTS,2016,NO,0,1
212,2020,NUTS,2016,NO0,1,1
213,2020,NUTS,2016,NO06,2,1
214,2020,NUTS,2016,NO060,3,1
215,2020,NUTS,2016,PL,0,7
216,2020,NUTS,2016,PL4,1,1
217,2020,NUTS,2016,PL41,2,1
218,2020,NUTS,2016,PL415,3,1
219,2020,NUTS,2016,PL5,1,4
220,2020,NUTS,2016,PL51,2,4
221,2020,NUTS,2016,PL514,3,4
222,2020,NUTS,2016,PL7,1,1
223,2020,NUTS,2016,PL71,2,1
224,2020,NUTS,2016,PL711,3,1
225,2020,NUTS,2016,PL9,1,1
226,2020,NUTS,2016,PL91,2,1
227,2020,NUTS,2016,PL911,3,1
228,2020,NUTS,2016,PT,0,1
229,2020,NUTS,2016,PT1,1,1
230,2020,NUTS,2016,PT16,2,1
231,2020,NUTS,2016,PT16E,3,1
232,2020,NUTS,2016,RO,0,1
233,2020,NUTS,2016,RO1,1,1
234,2020,NUTS,2016,RO11,2,1
235,2020,NUTS,2016,RO113,3,1
236,2020,NUTS,2016,SE,0,5
237,2020,NUTS,2016,SE1,1,2
238,2020,NUTS,2016,SE11,2,1
239,2020,NUTS,2016,SE110,3,1
240,2020,NUTS,2016,SE12,2,1
241,2020,NUTS,2016,SE121,3,1
242,2020,NUTS,2016,SE2,1,3
243,2020,NUTS,2016,SE21,2,1
244,2020,NUTS,2016,SE213,3,1
245,2020,NUTS,2016,SE22,2,2
246,2020,NUTS,2016,SE224,3,2
247,2020,NUTS,2016,TR,0,5
248,2020,NUTS,2016,TR1,1,2
249,2020,NUTS,2016,TR10,2,2
250,2020,NUTS,2016,TR100,3,2
251,2020,NUTS,2016,TR5,1,3
252,2020,NUTS,2016,TR51,2,3
253,2020,NUTS,2016,TR510,3,3
254,2020,NUTS,2016,UK,0,80
255,2020,NUTS,2016,UKD,1,5
256,2020,NUTS,2016,UKD3,2,3
257,2020,NUTS,2016,UKD33,3,3
258,2020,NUTS,2016,UKD4,2,1
259,2020,NUTS,2016,UKD47,3,1
260,2020,NUTS,2016,UKD7,2,1
261,2020,NUTS,2016,UKD72,3,1
262,2020,NUTS,2016,UKE,1,9
263,2020,NUTS,2016,UKE1,2,1
264,2020,NUTS,2016,UKE11,3,1
265,2020,NUTS,2016,UKE2,2,1
266,2020,NUTS,2016,UKE21,3,1
267,2020,NUTS,2016,UKE3,2,2
268,2020,NUTS,2016,UKE32,3,2
269,2020,NUTS,2016,UKE4,2,5
270,2020,NUTS,2016,UKE42,3,5
271,2020,NUTS,2016,UKF,1,2
272,2020,NUTS,2016,UKF1,2,2
273,2020,NUTS,2016,UKF14,3,2
274,2020,NUTS,2016,UKG,1,3
275,2020,NUTS,2016,UKG1,2,1
276,2020,NUTS,2016,UKG13,3,1
277,2020,NUTS,2016,UKG3,2,2
278,2020,NUTS,2016,UKG31,3,1
279,2020,NUTS,2016,UKG39,3,1
280,2020,NUTS,2016,UKH,1,13
281,2020,NUTS,2016,UKH1,2,9
282,2020,NUTS,2016,UKH12,3,8
283,2020,NUTS,2016,UKH17,3,1
284,2020,NUTS,2016,UKH2,2,2
285,2020,NUTS,2016,UKH21,3,1
286,2020,NUTS,2016,UKH23,3,1
287,2020,NUTS,2016,UKH3,2,2
288,2020,NUTS,2016,UKH34,3,2
289,2020,NUTS,2016,UKI,1,19
290,2020,NUTS,2016,UKI3,2,14
291,2020,NUTS,2016,UKI31,3,6
292,2020,NUTS,2016,UKI32,3,4
293,2020,NUTS,2016,UKI33,3,4
294,2020,NUTS,2016,UKI4,2,4
295,2020,NUTS,2016,UKI42,3,3
296,2020,NUTS,2016,UKI44,3,1
297,2020,NUTS,2016,UKI5,2,1
298,2020,NUTS,2016,UKI51,3,1
299,2020,NUTS,2016,UKJ,1,11
300,2020,NUTS,2016,UKJ1,2,8
301,2020,NUTS,2016,UKJ14,3,8
302,2020,NUTS,2016,UKJ2,2,2
303,2020,NUTS,2016,UKJ22,3,1
304,2020,NUTS,2016,UKJ25,3,1
305,2020,NUTS,2016,UKJ3,2,1
306,2020,NUTS,2016,UKJ34,3,1
307,2020,NUTS,2016,UKK,1,3
308,2020,NUTS,2016,UKK1,2,3
309,2020,NUTS,2016,UKK11,3,2
310,2020,NUTS,2016,UKK12,3,1
311,2020,NUTS,2016,UKL,1,2
312,2020,NUTS,2016,UKL1,2,2
313,2020,NUTS,2016,UKL18,3,2
314,2020,NUTS,2016,UKM,1,11
315,2020,NUTS,2016,UKM5,2,1
316,2020,NUTS,2016,UKM50,3,1
317,2020,NUTS,2016,UKM7,2,8
318,2020,NUTS,2016,UKM75,3,8
319,2020,NUTS,2016,UKM8,2,2
320,2020,NUTS,2016,UKM82,3,2
321,2020,NUTS,2016,UKN,1,2
322,2020,NUTS,2016,UKN0,2,2
323,2020,NUTS,2016,UKN06,3,2
324,2021,NUTS,2021,AT,0,4
325,2021,NUTS,2021,AT1,1,1
326,2021,NUTS,2021,AT13,2,1
327,2021,NUTS,2021,AT130,3,1
328,2021,NUTS,2021,AT2,1,2
329,2021,NUTS,2021,AT22,2,2
330,2021,NUTS,2021,AT221,3,2
331,2021,NUTS,2021,AT3,1,1
332,2021,NUTS,2021,AT31,2,1
333,2021,NUTS,2021,AT312,3,1
334,2021,NUTS,2021,CH,0,7
335,2021,NUTS,2021,CH0,1,7
336,2021,NUTS,2021,CH01,2,2
337,2021,NUTS,2021,CH013,3,2
338,2021,NUTS,2021,CH02,2,2
339,2021,NUTS,2021,CH021,3,2
340,2021,NUTS,2021,CH04,2,3
341,2021,NUTS,2021,CH040,3,3
342,2021,NUTS,2021,DE,0,8
343,2021,NUTS,2021,DE2,1,3
344,2021,NUTS,2021,DE21,2,3
345,2021,NUTS,2021,DE212,3,2
346,2021,NUTS,2021,DE21H,3,1
347,2021,NUTS,2021,DE3,1,3
348,2021,NUTS,2021,DE30,2,3
349,2021,NUTS,2021,DE300,3,3
350,2021,NUTS,2021,DE7,1,2
351,2021,NUTS,2021,DE71,2,2
352,2021,NUTS,2021,DE711,3,2
353,2021,NUTS,2021,DK,0,3
354,2021,NUTS,2021,DK0,1,3
355,2021,NUTS,2021,DK02,2,1
356,2021,NUTS,2021,DK021,3,1
357,2021,NUTS,2021,DK04,2,1
358,2021,NUTS,2021,DK042,3,1
359,2021,NUTS,2021,DK05,2,1
360,2021,NUTS,2021,DK050,3,1
361,2021,NUTS,2021,EE,0,1
362,2021,NUTS,2021,EE0,1,1
363,2021,NUTS,2021,EE00,2,1
364,2021,NUTS,2021,EE008,3,1
365,2021,NUTS,2021,ES,0,1
366,2021,NUTS,2021,ES6,1,1
367,2021,NUTS,2021,ES61,2,1
368,2021,NUTS,2021,ES614,3,1
369,2021,NUTS,2021,FR,0,1
370,2021,NUTS,2021,FRF,1,1
371,2021,NUTS,2021,FRF1,2,1
372,2021,NUTS,2021,FRF11,3,1
373,2021,NUTS,2021,IT,0,4
374,2021,NUTS,2021,ITH,1,2
375,2021,NUTS,2021,ITH5,2,2
376,2021,NUTS,2021,ITH55,3,2
377,2021,NUTS,2021,ITI,1,2
378,2021,NUTS,2021,ITI1,2,1
379,2021,NUTS,2021,ITI17,3,1
380,2021,NUTS,2021,ITI4,2,1
381,2021,NUTS,2021,ITI43,3,1
382,2021,NUTS,2021,NL,0,3
383,2021,NUTS,2021,NL2,1,1
384,2021,NUTS,2021,NL22,2,1
385,2021,NUTS,2021,NL226,3,1
386,2021,NUTS,2021,NL3,1,1
387,2021,NUTS,2021,NL33,2,1
388,2021,NUTS,2021,NL333,3,1
389,2021,NUTS,2021,NL4,1,1
390,2021,NUTS,2021,NL42,2,1
391,2021,NUTS,2021,NL423,3,1
392,2021,NUTS,2021,PL,0,1
393,2021,NUTS,2021,PL7,1,1
394,2021,NUTS,2021,PL71,2,1
395,2021,NUTS,2021,PL711,3,1
396,2021,NUTS,2021,PT,0,2
397,2021,NUTS,2021,PT1,1,2
398,2021,NUTS,2021,PT17,2,2
399,2021,NUTS,2021,PT170,3,2
400,2021,NUTS,2021,SE,0,2
401,2021,NUTS,2021,SE1,1,2
402,2021,NUTS,2021,SE11,2,1
403,2021,NUTS,2021,SE110,3,1
404,2021,NUTS,2021,SE12,2,1
405,2021,NUTS,2021,SE124,3,1
406,2021,NUTS,2021,TR,0,1
407,2021,NUTS,2021,TR1,1,1
408,2021,NUTS,2021,TR10,2,1
409,2021,NUTS,2021,TR100,3,1
410,2021,NUTS,2021,UK,0,12
411,2021,NUTS,2021,UKD,1,2
412,2021,NUTS,2021,UKD3,2,2
413,2021,NUTS,2021,UKD33,3,2
414,2021,NUTS,2021,UKE,1,2
415,2021,NUTS,2021,UKE3,2,2
416,2021,NUTS,2021,UKE32,3,2
417,2021,NUTS,2021,UKG,1,3
418,2021,NUTS,2021,UKG1,2,2
419,2021,NUTS,2021,UKG13,3,2
420,2021,NUTS,2021,UKG3,2,1
421,2021,NUTS,2021,UKG31,3,1
422,2021,NUTS,2021,UKH,1,1
423,2021,NUTS,2021,UKH1,2,1
424,2021,NUTS,2021,UKH12,3,1
425,2021,NUTS,2021,UKI,1,2
426,2021,NUTS,2021,UKI3,2,2
427,2021,NUTS,2021,UKI31,3,1
428,2021,NUTS,2021,UKI32,3,1
429,2021,NUTS,2021,UKJ,1,2
430,2021,NUTS,2021,UKJ1,2,2
431,2021,NUTS,2021,UKJ14,3,2
