year,region_type,region_year_spec,region_id,region_level,impact_studies_3_count
108,2020,NUTS,2016,ES418,3,1
109,2020,NUTS,2016,ES5,1,8
110,2020,NUTS,2016,ES51,2,6
111,2020,NUTS,2016,ES511,3,5
112,2020,NUTS,2016,ES513,3,1
113,2020,NUTS,2016,ES52,2,2
114,2020,NUTS,2016,ES523,3,2
115,2020,NUTS,2016,ES6,1,4
116,2020,NUTS,2016,ES61,2,4
117,2020,NUTS,2016,ES614,3,1
118,2020,NUTS,2016,ES618,3,3
119,2020,NUTS,2016,FI,0,4
120,2020,NUTS,2016,FI1,1,4
121,2020,NUTS,2016,FI1B,2,3
122,2020,NUTS,2016,FI1B1,3,3
123,2020,NUTS,2016,FI1D,2,1
124,2020,NUTS,2016,FI1D9,3,1
125,2020,NUTS,2016,FR,0,19
126,2020,NUTS,2016,FR1,1,12
127,2020,NUTS,2016,FR10,2,12
128,2020,NUTS,2016,FR101,3,2
129,2020,NUTS,2016,FR104,3,9
130,2020,NUTS,2016,FR107,3,1
131,2020,NUTS,2016,FRF,1,2
132,2020,NUTS,2016,FRF3,2,2
133,2020,NUTS,2016,FRF31,3,2
134,2020,NUTS,2016,FRL,1,5
135,2020,NUTS,2016,FRL0,2,5
136,2020,NUTS,2016,FRL04,3,5
137,2020,NUTS,2016,IS,0,2
138,2020,NUTS,2016,IS0,1,2
139,2020,NUTS,2016,IS00,2,2
140,2020,NUTS,2016,IS001,3,2
141,2020,NUTS,2016,IT,0,66
142,2020,NUTS,2016,ITC,1,35
143,2020,NUTS,2016,ITC1,2,1
144,2020,NUTS,2016,ITC11,3,1
145,2020,NUTS,2016,ITC3,2,2
146,2020,NUTS,2016,ITC33,3,2
147,2020,NUTS,2016,ITC4,2,32
148,2020,NUTS,2016,ITC47,3,1
149,2020,NUTS,2016,ITC48,3,7
150,2020,NUTS,2016,ITC4C,3,24
151,2020,NUTS,2016,ITF,1,3
152,2020,NUTS,2016,ITF3,2,2
153,2020,NUTS,2016,ITF33,3,1
154,2020,NUTS,2016,ITF35,3,1
155,2020,NUTS,2016,ITF4,2,1
156,2020,NUTS,2016,ITF46,3,1
157,2020,NUTS,2016,ITH,1,13
158,2020,NUTS,2016,ITH2,2,3
159,2020,NUTS,2016,ITH20,3,3
160,2020,NUTS,2016,ITH3,2,3
161,2020,NUTS,2016,ITH31,3,2
162,2020,NUTS,2016,ITH36,3,1
163,2020,NUTS,2016,ITH4,2,1
164,2020,NUTS,2016,ITH44,3,1
165,2020,NUTS,2016,ITH5,2,6
166,2020,NUTS,2016,ITH55,3,5
167,2020,NUTS,2016,ITH56,3,1
168,2020,NUTS,2016,ITI,1,15
169,2020,NUTS,2016,ITI1,2,9
170,2020,NUTS,2016,ITI14,3,3
171,2020,NUTS,2016,ITI19,3,6
172,2020,NUTS,2016,ITI3,2,1
173,2020,NUTS,2016,ITI32,3,1
174,2020,NUTS,2016,ITI4,2,5
175,2020,NUTS,2016,ITI43,3,5
176,2020,NUTS,2016,LU,0,1
177,2020,NUTS,2016,LU0,1,1
178,2020,NUTS,2016,LU00,2,1
179,2020,NUTS,2016,LU000,3,1
180,2020,NUTS,2016,NL,0,40
181,2020,NUTS,2016,NL1,1,11
182,2020,NUTS,2016,NL11,2,11
183,2020,NUTS,2016,NL113,3,11
184,2020,NUTS,2016,NL2,1,12
185,2020,NUTS,2016,NL22,2,12
186,2020,NUTS,2016,NL226,3,12
187,2020,NUTS,2016,NL3,1,14
188,2020,NUTS,2016,NL31,2,5
189,2020,NUTS,2016,NL310,3,5
190,2020,NUTS,2016,NL32,2,5
191,2020,NUTS,2016,NL329,3,5
192,2020,NUTS,2016,NL33,2,4
193,2020,NUTS,2016,NL337,3,1
194,2020,NUTS,2016,NL33C,3,3
195,2020,NUTS,2016,NL4,1,3
196,2020,NUTS,2016,NL42,2,3
197,2020,NUTS,2016,NL423,3,3
198,2020,NUTS,2016,NO,0,4
199,2020,NUTS,2016,NO0,1,4
200,2020,NUTS,2016,NO01,2,3
201,2020,NUTS,2016,NO011,3,3
202,2020,NUTS,2016,NO04,2,1
203,2020,NUTS,2016,NO043,3,1
204,2020,NUTS,2016,PL,0,1
205,2020,NUTS,2016,PL9,1,1
206,2020,NUTS,2016,PL91,2,1
207,2020,NUTS,2016,PL911,3,1
208,2020,NUTS,2016,RS,0,2
209,2020,NUTS,2016,RS1,1,1
210,2020,NUTS,2016,RS11,2,1
211,2020,NUTS,2016,RS110,3,1
212,2020,NUTS,2016,RS2,1,1
213,2020,NUTS,2016,RS21,2,1
214,2020,NUTS,2016,RS214,3,1
215,2020,NUTS,2016,SE,0,39
216,2020,NUTS,2016,SE1,1,31
217,2020,NUTS,2016,SE11,2,26
218,2020,NUTS,2016,SE110,3,26
219,2020,NUTS,2016,SE12,2,5
220,2020,NUTS,2016,SE121,3,5
221,2020,NUTS,2016,SE2,1,8
222,2020,NUTS,2016,SE22,2,2
223,2020,NUTS,2016,SE224,3,2
224,2020,NUTS,2016,SE23,2,6
225,2020,NUTS,2016,SE232,3,6
226,2020,NUTS,2016,TR,0,4
227,2020,NUTS,2016,TR1,1,2
228,2020,NUTS,2016,TR10,2,2
229,2020,NUTS,2016,TR100,3,2
230,2020,NUTS,2016,TR4,1,1
231,2020,NUTS,2016,TR42,2,1
232,2020,NUTS,2016,TR421,3,1
233,2020,NUTS,2016,TR5,1,1
234,2020,NUTS,2016,TR51,2,1
235,2020,NUTS,2016,TR510,3,1
236,2020,NUTS,2016,UK,0,138
237,2020,NUTS,2016,UKC,1,3
238,2020,NUTS,2016,UKC1,2,3
239,2020,NUTS,2016,UKC14,3,3
240,2020,NUTS,2016,UKD,1,18
241,2020,NUTS,2016,UKD3,2,11
242,2020,NUTS,2016,UKD33,3,9
243,2020,NUTS,2016,UKD34,3,2
244,2020,NUTS,2016,UKD6,2,1
245,2020,NUTS,2016,UKD61,3,1
246,2020,NUTS,2016,UKD7,2,6
247,2020,NUTS,2016,UKD72,3,6
248,2020,NUTS,2016,UKE,1,1
249,2020,NUTS,2016,UKE4,2,1
250,2020,NUTS,2016,UKE42,3,1
251,2020,NUTS,2016,UKF,1,4
252,2020,NUTS,2016,UKF1,2,3
253,2020,NUTS,2016,UKF14,3,3
254,2020,NUTS,2016,UKF2,2,1
255,2020,NUTS,2016,UKF21,3,1
256,2020,NUTS,2016,UKG,1,3
257,2020,NUTS,2016,UKG3,2,3
258,2020,NUTS,2016,UKG31,3,3
259,2020,NUTS,2016,UKH,1,22
260,2020,NUTS,2016,UKH1,2,21
261,2020,NUTS,2016,UKH12,3,21
262,2020,NUTS,2016,UKH2,2,1
263,2020,NUTS,2016,UKH23,3,1
264,2020,NUTS,2016,UKI,1,39
265,2020,NUTS,2016,UKI3,2,36
266,2020,NUTS,2016,UKI31,3,14
267,2020,NUTS,2016,UKI32,3,5
268,2020,NUTS,2016,UKI33,3,17
269,2020,NUTS,2016,UKI4,2,3
270,2020,NUTS,2016,UKI42,3,3
271,2020,NUTS,2016,UKJ,1,17
272,2020,NUTS,2016,UKJ1,2,10
273,2020,NUTS,2016,UKJ14,3,10
274,2020,NUTS,2016,UKJ3,2,7
275,2020,NUTS,2016,UKJ32,3,5
276,2020,NUTS,2016,UKJ36,3,2
277,2020,NUTS,2016,UKK,1,2
278,2020,NUTS,2016,UKK1,2,2
279,2020,NUTS,2016,UKK11,3,2
280,2020,NUTS,2016,UKL,1,1
281,2020,NUTS,2016,UKL2,2,1
282,2020,NUTS,2016,UKL22,3,1
283,2020,NUTS,2016,UKM,1,25
284,2020,NUTS,2016,UKM7,2,20
285,2020,NUTS,2016,UKM72,3,1
286,2020,NUTS,2016,UKM73,3,2
287,2020,NUTS,2016,UKM75,3,17
288,2020,NUTS,2016,UKM8,2,5
289,2020,NUTS,2016,UKM82,3,5
290,2020,NUTS,2016,UKN,1,3
291,2020,NUTS,2016,UKN0,2,3
292,2020,NUTS,2016,UKN06,3,3
293,2021,NUTS,2021,CH,0,3
294,2021,NUTS,2021,CH0,1,3
295,2021,NUTS,2021,CH03,2,1
296,2021,NUTS,2021,CH031,3,1
297,2021,NUTS,2021,CH04,2,1
298,2021,NUTS,2021,CH040,3,1
299,2021,NUTS,2021,CH05,2,1
300,2021,NUTS,2021,CH055,3,1
301,2021,NUTS,2021,DE,0,8
302,2021,NUTS,2021,DE1,1,1
303,2021,NUTS,2021,DE14,2,1
304,2021,NUTS,2021,DE142,3,1
305,2021,NUTS,2021,DE2,1,2
306,2021,NUTS,2021,DE21,2,2
307,2021,NUTS,2021,DE212,3,2
308,2021,NUTS,2021,DE3,1,1
309,2021,NUTS,2021,DE30,2,1
310,2021,NUTS,2021,DE300,3,1
311,2021,NUTS,2021,DE7,1,1
312,2021,NUTS,2021,DE72,2,1
313,2021,NUTS,2021,DE724,3,1
314,2021,NUTS,2021,DEA,1,3
315,2021,NUTS,2021,DEA2,2,3
316,2021,NUTS,2021,DEA23,3,1
317,2021,NUTS,2021,DEA2D,3,2
318,2021,NUTS,2021,DK,0,1
319,2021,NUTS,2021,DK0,1,1
320,2021,NUTS,2021,DK01,2,1
321,2021,NUTS,2021,DK011,3,1
322,2021,NUTS,2021,ES,0,1
323,2021,NUTS,2021,ES3,1,1
324,2021,NUTS,2021,ES30,2,1
325,2021,NUTS,2021,ES300,3,1
326,2021,NUTS,2021,FR,0,2
327,2021,NUTS,2021,FR1,1,1
328,2021,NUTS,2021,FR10,2,1
329,2021,NUTS,2021,FR104,3,1
330,2021,NUTS,2021,FRL,1,1
331,2021,NUTS,2021,FRL0,2,1
332,2021,NUTS,2021,FRL04,3,1
333,2021,NUTS,2021,IE,0,1
334,2021,NUTS,2021,IE0,1,1
335,2021,NUTS,2021,IE05,2,1
336,2021,NUTS,2021,IE052,3,1
337,2021,NUTS,2021,IT,0,6
338,2021,NUTS,2021,ITC,1,2
339,2021,NUTS,2021,ITC4,2,2
340,2021,NUTS,2021,ITC48,3,1
341,2021,NUTS,2021,ITC4C,3,1
342,2021,NUTS,2021,ITF,1,1
343,2021,NUTS,2021,ITF3,2,1
344,2021,NUTS,2021,ITF35,3,1
345,2021,NUTS,2021,ITH,1,1
346,2021,NUTS,2021,ITH4,2,1
347,2021,NUTS,2021,ITH44,3,1
348,2021,NUTS,2021,ITI,1,2
349,2021,NUTS,2021,ITI1,2,1
350,2021,NUTS,2021,ITI19,3,1
351,2021,NUTS,2021,ITI2,2,1
352,2021,NUTS,2021,ITI21,3,1
353,2021,NUTS,2021,NL,0,3
354,2021,NUTS,2021,NL2,1,2
355,2021,NUTS,2021,NL22,2,2
356,2021,NUTS,2021,NL226,3,2
357,2021,NUTS,2021,NL3,1,1
358,2021,NUTS,2021,NL33,2,1
359,2021,NUTS,2021,NL33C,3,1
360,2021,NUTS,2021,SE,0,5
361,2021,NUTS,2021,SE1,1,4
362,2021,NUTS,2021,SE11,2,3
363,2021,NUTS,2021,SE110,3,3
364,2021,NUTS,2021,SE12,2,1
365,2021,NUTS,2021,SE121,3,1
366,2021,NUTS,2021,SE2,1,1
367,2021,NUTS,2021,SE23,2,1
368,2021,NUTS,2021,SE232,3,1
369,2021,NUTS,2021,SK,0,1
370,2021,NUTS,2021,SK0,1,1
371,2021,NUTS,2021,SK01,2,1
372,2021,NUTS,2021,SK010,3,1
373,2021,NUTS,2021,TR,0,1
374,2021,NUTS,2021,TRB,1,1
375,2021,NUTS,2021,TRB1,2,1
376,2021,NUTS,2021,TRB12,3,1
377,2021,NUTS,2021,UK,0,13
378,2021,NUTS,2021,UKE,1,3
379,2021,NUTS,2021,UKE4,2,3
380,2021,NUTS,2021,UKE42,3,3
381,2021,NUTS,2021,UKH,1,7
382,2021,NUTS,2021,UKH1,2,6
383,2021,NUTS,2021,UKH12,3,6
384,2021,NUTS,2021,UKH3,2,1
385,2021,NUTS,2021,UKH34,3,1
386,2021,NUTS,2021,UKI,1,2
387,2021,NUTS,2021,UKI3,2,2
388,2021,NUTS,2021,UKI31,3,2
389,2021,NUTS,2021,UKJ,1,1
390,2021,NUTS,2021,UKJ1,2,1
391,2021,NUTS,2021,UKJ14,3,1
