year,region_type,region_year_spec,region_id,region_level,hospitalisation_count
219,2020,NUTS,2016,SE123,3,2
220,2020,NUTS,2016,SE124,3,1
221,2020,NUTS,2016,SE2,1,6
222,2020,NUTS,2016,SE22,2,2
223,2020,NUTS,2016,SE224,3,2
224,2020,NUTS,2016,SE23,2,4
225,2020,NUTS,2016,SE232,3,4
226,2020,NUTS,2016,SE3,1,2
227,2020,NUTS,2016,SE33,2,2
228,2020,NUTS,2016,SE331,3,2
229,2020,NUTS,2016,SI,0,1
230,2020,NUTS,2016,SI0,1,1
231,2020,NUTS,2016,SI04,2,1
232,2020,NUTS,2016,SI041,3,1
233,2020,NUTS,2016,TR,0,2
234,2020,NUTS,2016,TR1,1,1
235,2020,NUTS,2016,TR10,2,1
236,2020,NUTS,2016,TR100,3,1
237,2020,NUTS,2016,TR5,1,1
238,2020,NUTS,2016,TR51,2,1
239,2020,NUTS,2016,TR510,3,1
240,2020,NUTS,2016,UK,0,256
241,2020,NUTS,2016,UKC,1,2
242,2020,NUTS,2016,UKC2,2,2
243,2020,NUTS,2016,UKC22,3,2
244,2020,NUTS,2016,UKD,1,35
245,2020,NUTS,2016,UKD3,2,13
246,2020,NUTS,2016,UKD33,3,12
247,2020,NUTS,2016,UKD37,3,1
248,2020,NUTS,2016,UKD4,2,6
249,2020,NUTS,2016,UKD44,3,2
250,2020,NUTS,2016,UKD45,3,4
251,2020,NUTS,2016,UKD7,2,16
252,2020,NUTS,2016,UKD72,3,15
253,2020,NUTS,2016,UKD74,3,1
254,2020,NUTS,2016,UKE,1,13
255,2020,NUTS,2016,UKE1,2,1
256,2020,NUTS,2016,UKE11,3,1
257,2020,NUTS,2016,UKE3,2,5
258,2020,NUTS,2016,UKE32,3,5
259,2020,NUTS,2016,UKE4,2,7
260,2020,NUTS,2016,UKE41,3,4
261,2020,NUTS,2016,UKE42,3,3
262,2020,NUTS,2016,UKF,1,18
263,2020,NUTS,2016,UKF1,2,10
264,2020,NUTS,2016,UKF14,3,8
265,2020,NUTS,2016,UKF16,3,2
266,2020,NUTS,2016,UKF2,2,8
267,2020,NUTS,2016,UKF21,3,8
268,2020,NUTS,2016,UKG,1,12
269,2020,NUTS,2016,UKG1,2,4
270,2020,NUTS,2016,UKG13,3,4
271,2020,NUTS,2016,UKG3,2,8
272,2020,NUTS,2016,UKG31,3,8
273,2020,NUTS,2016,UKH,1,16
274,2020,NUTS,2016,UKH1,2,9
275,2020,NUTS,2016,UKH12,3,9
276,2020,NUTS,2016,UKH2,2,7
277,2020,NUTS,2016,UKH23,3,7
278,2020,NUTS,2016,UKI,1,83
279,2020,NUTS,2016,UKI3,2,73
280,2020,NUTS,2016,UKI31,3,22
281,2020,NUTS,2016,UKI32,3,32
282,2020,NUTS,2016,UKI33,3,17
283,2020,NUTS,2016,UKI34,3,2
284,2020,NUTS,2016,UKI4,2,8
285,2020,NUTS,2016,UKI42,3,7
286,2020,NUTS,2016,UKI44,3,1
287,2020,NUTS,2016,UKI6,2,2
288,2020,NUTS,2016,UKI62,3,1
289,2020,NUTS,2016,UKI63,3,1
290,2020,NUTS,2016,UKJ,1,42
291,2020,NUTS,2016,UKJ1,2,31
292,2020,NUTS,2016,UKJ14,3,31
293,2020,NUTS,2016,UKJ2,2,3
294,2020,NUTS,2016,UKJ22,3,2
295,2020,NUTS,2016,UKJ25,3,1
296,2020,NUTS,2016,UKJ3,2,8
297,2020,NUTS,2016,UKJ32,3,4
298,2020,NUTS,2016,UKJ36,3,3
299,2020,NUTS,2016,UKJ37,3,1
300,2020,NUTS,2016,UKK,1,8
301,2020,NUTS,2016,UKK1,2,1
302,2020,NUTS,2016,UKK12,3,1
303,2020,NUTS,2016,UKK3,2,1
304,2020,NUTS,2016,UKK30,3,1
305,2020,NUTS,2016,UKK4,2,6
306,2020,NUTS,2016,UKK41,3,1
307,2020,NUTS,2016,UKK43,3,5
308,2020,NUTS,2016,UKL,1,3
309,2020,NUTS,2016,UKL2,2,3
310,2020,NUTS,2016,UKL22,3,3
311,2020,NUTS,2016,UKM,1,21
312,2020,NUTS,2016,UKM7,2,15
313,2020,NUTS,2016,UKM71,3,1
314,2020,NUTS,2016,UKM72,3,2
315,2020,NUTS,2016,UKM75,3,12
316,2020,NUTS,2016,UKM8,2,6
317,2020,NUTS,2016,UKM82,3,6
318,2020,NUTS,2016,UKN,1,3
319,2020,NUTS,2016,UKN0,2,3
320,2020,NUTS,2016,UKN06,3,2
321,2020,NUTS,2016,UKN14,3,1
322,2021,NUTS,2021,BE,0,1
323,2021,NUTS,2021,BE2,1,1
324,2021,NUTS,2021,BE22,2,1
325,2021,NUTS,2021,BE224,3,1
326,2021,NUTS,2021,CH,0,5
327,2021,NUTS,2021,CH0,1,5
328,2021,NUTS,2021,CH01,2,4
329,2021,NUTS,2021,CH011,3,3
330,2021,NUTS,2021,CH013,3,1
331,2021,NUTS,2021,CH02,2,1
332,2021,NUTS,2021,CH022,3,1
333,2021,NUTS,2021,DE,0,7
334,2021,NUTS,2021,DE1,1,1
335,2021,NUTS,2021,DE13,2,1
336,2021,NUTS,2021,DE131,3,1
337,2021,NUTS,2021,DE3,1,1
338,2021,NUTS,2021,DE30,2,1
339,2021,NUTS,2021,DE300,3,1
340,2021,NUTS,2021,DE7,1,1
341,2021,NUTS,2021,DE71,2,1
342,2021,NUTS,2021,DE712,3,1
343,2021,NUTS,2021,DEA,1,2
344,2021,NUTS,2021,DEA2,2,1
345,2021,NUTS,2021,DEA23,3,1
346,2021,NUTS,2021,DEA5,2,1
347,2021,NUTS,2021,DEA51,3,1
348,2021,NUTS,2021,DED,1,2
349,2021,NUTS,2021,DED4,2,1
350,2021,NUTS,2021,DED41,3,1
351,2021,NUTS,2021,DED5,2,1
352,2021,NUTS,2021,DED51,3,1
353,2021,NUTS,2021,DK,0,3
354,2021,NUTS,2021,DK0,1,3
355,2021,NUTS,2021,DK01,2,3
356,2021,NUTS,2021,DK011,3,3
357,2021,NUTS,2021,EL,0,1
358,2021,NUTS,2021,EL3,1,1
359,2021,NUTS,2021,EL30,2,1
360,2021,NUTS,2021,EL303,3,1
361,2021,NUTS,2021,ES,0,3
362,2021,NUTS,2021,ES2,1,2
363,2021,NUTS,2021,ES24,2,2
364,2021,NUTS,2021,ES243,3,2
365,2021,NUTS,2021,ES5,1,1
366,2021,NUTS,2021,ES51,2,1
367,2021,NUTS,2021,ES511,3,1
368,2021,NUTS,2021,IT,0,2
369,2021,NUTS,2021,ITC,1,1
370,2021,NUTS,2021,ITC4,2,1
371,2021,NUTS,2021,ITC4C,3,1
372,2021,NUTS,2021,ITF,1,1
373,2021,NUTS,2021,ITF2,2,1
374,2021,NUTS,2021,ITF21,3,1
375,2021,NUTS,2021,NL,0,5
376,2021,NUTS,2021,NL1,1,1
377,2021,NUTS,2021,NL11,2,1
378,2021,NUTS,2021,NL113,3,1
379,2021,NUTS,2021,NL2,1,1
380,2021,NUTS,2021,NL22,2,1
381,2021,NUTS,2021,NL226,3,1
382,2021,NUTS,2021,NL3,1,2
383,2021,NUTS,2021,NL33,2,2
384,2021,NUTS,2021,NL33C,3,2
385,2021,NUTS,2021,NL4,1,1
386,2021,NUTS,2021,NL42,2,1
387,2021,NUTS,2021,NL423,3,1
388,2021,NUTS,2021,PT,0,1
389,2021,NUTS,2021,PT1,1,1
390,2021,NUTS,2021,PT11,2,1
391,2021,NUTS,2021,PT11A,3,1
392,2021,NUTS,2021,SE,0,2
393,2021,NUTS,2021,SE1,1,1
394,2021,NUTS,2021,SE11,2,1
395,2021,NUTS,2021,SE110,3,1
396,2021,NUTS,2021,SE3,1,1
397,2021,NUTS,2021,SE33,2,1
398,2021,NUTS,2021,SE331,3,1
399,2021,NUTS,2021,TR,0,1
400,2021,NUTS,2021,TR3,1,1
401,2021,NUTS,2021,TR31,2,1
402,2021,NUTS,2021,TR310,3,1
403,2021,NUTS,2021,UK,0,27
404,2021,NUTS,2021,UKD,1,1
405,2021,NUTS,2021,UKD7,2,1
406,2021,NUTS,2021,UKD72,3,1
407,2021,NUTS,2021,UKF,1,1
408,2021,NUTS,2021,UKF2,2,1
409,2021,NUTS,2021,UKF21,3,1
410,2021,NUTS,2021,UKG,1,4
411,2021,NUTS,2021,UKG3,2,4
412,2021,NUTS,2021,UKG31,3,4
413,2021,NUTS,2021,UKH,1,3
414,2021,NUTS,2021,UKH1,2,3
415,2021,NUTS,2021,UKH12,3,3
416,2021,NUTS,2021,UKI,1,4
417,2021,NUTS,2021,UKI3,2,3
418,2021,NUTS,2021,UKI31,3,3
419,2021,NUTS,2021,UKI4,2,1
420,2021,NUTS,2021,UKI44,3,1
421,2021,NUTS,2021,UKJ,1,4
422,2021,NUTS,2021,UKJ1,2,1
423,2021,NUTS,2021,UKJ14,3,1
424,2021,NUTS,2021,UKJ3,2,3
425,2021,NUTS,2021,UKJ32,3,3
426,2021,NUTS,2021,UKL,1,8
427,2021,NUTS,2021,UKL1,2,3
428,2021,NUTS,2021,UKL12,3,1
429,2021,NUTS,2021,UKL15,3,1
430,2021,NUTS,2021,UKL18,3,1
431,2021,NUTS,2021,UKL2,2,5
432,2021,NUTS,2021,UKL21,3,2
433,2021,NUTS,2021,UKL22,3,3
434,2021,NUTS,2021,UKM,1,2
435,2021,NUTS,2021,UKM7,2,1
436,2021,NUTS,2021,UKM75,3,1
437,2021,NUTS,2021,UKM8,2,1
438,2021,NUTS,2021,UKM82,3,1
