year,region_type,region_year_spec,region_id,region_level,ai_covid_count
217,2021,NUTS,2021,CH0,1,1
218,2021,NUTS,2021,CH04,2,1
219,2021,NUTS,2021,CH040,3,1
220,2021,NUTS,2021,CY,0,1
221,2021,NUTS,2021,CY0,1,1
222,2021,NUTS,2021,CY00,2,1
223,2021,NUTS,2021,CY000,3,1
224,2021,NUTS,2021,DE,0,1
225,2021,NUTS,2021,DE3,1,1
226,2021,NUTS,2021,DE30,2,1
227,2021,NUTS,2021,DE300,3,1
228,2021,NUTS,2021,ES,0,1
229,2021,NUTS,2021,ES6,1,1
230,2021,NUTS,2021,ES61,2,1
231,2021,NUTS,2021,ES614,3,1
232,2021,NUTS,2021,IT,0,3
233,2021,NUTS,2021,ITC,1,2
234,2021,NUTS,2021,ITC1,2,1
235,2021,NUTS,2021,ITC11,3,1
236,2021,NUTS,2021,ITC4,2,1
237,2021,NUTS,2021,ITC4C,3,1
238,2021,NUTS,2021,ITH,1,1
239,2021,NUTS,2021,ITH5,2,1
240,2021,NUTS,2021,ITH55,3,1
241,2021,NUTS,2021,PT,0,1
242,2021,NUTS,2021,PT1,1,1
243,2021,NUTS,2021,PT17,2,1
244,2021,NUTS,2021,PT170,3,1
245,2021,NUTS,2021,SK,0,2
246,2021,NUTS,2021,SK0,1,2
247,2021,NUTS,2021,SK04,2,2
248,2021,NUTS,2021,SK042,3,2
249,2021,NUTS,2021,UK,0,8
250,2021,NUTS,2021,UKD,1,1
251,2021,NUTS,2021,UKD3,2,1
252,2021,NUTS,2021,UKD33,3,1
253,2021,NUTS,2021,UKE,1,1
254,2021,NUTS,2021,UKE3,2,1
255,2021,NUTS,2021,UKE32,3,1
256,2021,NUTS,2021,UKG,1,2
257,2021,NUTS,2021,UKG1,2,2
258,2021,NUTS,2021,UKG13,3,2
259,2021,NUTS,2021,UKI,1,4
260,2021,NUTS,2021,UKI3,2,4
261,2021,NUTS,2021,UKI31,3,2
262,2021,NUTS,2021,UKI32,3,1
263,2021,NUTS,2021,UKI33,3,1
