year,region_type,region_year_spec,region_id,region_level,biotech_proj_count
2015,NUTS,2013,DE501,3,2
2015,NUTS,2013,DE7,1,4
2015,NUTS,2013,DE71,2,4
2015,NUTS,2013,DE712,3,3
2015,NUTS,2013,DE71C,3,1
2015,NUTS,2013,DE8,1,2
2015,NUTS,2013,DE80,2,2
2015,NUTS,2013,DE80N,3,2
2015,NUTS,2013,DE9,1,11
2015,NUTS,2013,DE91,2,6
2015,NUTS,2013,DE911,3,5
2015,NUTS,2013,DE915,3,1
2015,NUTS,2013,DE92,2,3
2015,NUTS,2013,DE929,3,3
2015,NUTS,2013,DE94,2,2
2015,NUTS,2013,DE944,3,1
2015,NUTS,2013,DE948,3,1
2015,NUTS,2013,DEA,1,21
2015,NUTS,2013,DEA1,2,3
2015,NUTS,2013,DEA13,3,2
2015,NUTS,2013,DEA1A,3,1
2015,NUTS,2013,DEA2,2,14
2015,NUTS,2013,DEA22,3,7
2015,NUTS,2013,DEA23,3,3
2015,NUTS,2013,DEA24,3,1
2015,NUTS,2013,DEA26,3,3
2015,NUTS,2013,DEA5,2,4
2015,NUTS,2013,DEA52,3,4
2015,NUTS,2013,DEB,1,3
2015,NUTS,2013,DEB3,2,3
2015,NUTS,2013,DEB35,3,2
2015,NUTS,2013,DEB3J,3,1
2015,NUTS,2013,DEC,1,1
2015,NUTS,2013,DEC0,2,1
2015,NUTS,2013,DEC05,3,1
2015,NUTS,2013,DED,1,2
2015,NUTS,2013,DED2,2,1
2015,NUTS,2013,DED21,3,1
2015,NUTS,2013,DED5,2,1
2015,NUTS,2013,DED51,3,1
2015,NUTS,2013,DEF,1,2
2015,NUTS,2013,DEF0,2,2
2015,NUTS,2013,DEF03,3,2
2015,NUTS,2013,DEG,1,2
2015,NUTS,2013,DEG0,2,2
2015,NUTS,2013,DEG03,3,2
2015,NUTS,2013,DK,0,16
2015,NUTS,2013,DK0,1,16
2015,NUTS,2013,DK01,2,12
2015,NUTS,2013,DK011,3,9
2015,NUTS,2013,DK012,3,1
2015,NUTS,2013,DK013,3,2
2015,NUTS,2013,DK03,2,1
2015,NUTS,2013,DK032,3,1
2015,NUTS,2013,DK04,2,2
2015,NUTS,2013,DK042,3,2
2015,NUTS,2013,DK05,2,1
2015,NUTS,2013,DK050,3,1
2015,NUTS,2013,EE,0,6
2015,NUTS,2013,EE0,1,6
2015,NUTS,2013,EE00,2,6
2015,NUTS,2013,EE001,3,2
2015,NUTS,2013,EE008,3,4
2015,NUTS,2013,ES,0,58
2015,NUTS,2013,ES1,1,2
2015,NUTS,2013,ES11,2,1
2015,NUTS,2013,ES114,3,1
2015,NUTS,2013,ES13,2,1
2015,NUTS,2013,ES130,3,1
2015,NUTS,2013,ES2,1,3
2015,NUTS,2013,ES22,2,1
2015,NUTS,2013,ES220,3,1
2015,NUTS,2013,ES23,2,1
2015,NUTS,2013,ES230,3,1
2015,NUTS,2013,ES24,2,1
2015,NUTS,2013,ES243,3,1
2015,NUTS,2013,ES3,1,27
2015,NUTS,2013,ES30,2,27
2015,NUTS,2013,ES300,3,27
2015,NUTS,2013,ES4,1,1
2015,NUTS,2013,ES41,2,1
2015,NUTS,2013,ES418,3,1
2015,NUTS,2013,ES5,1,24
2015,NUTS,2013,ES51,2,20
2015,NUTS,2013,ES511,3,20
2015,NUTS,2013,ES52,2,4
2015,NUTS,2013,ES521,3,2
2015,NUTS,2013,ES523,3,2
2015,NUTS,2013,ES7,1,1
2015,NUTS,2013,ES70,2,1
2015,NUTS,2013,ES705,3,1
2015,NUTS,2013,FI,0,9
2015,NUTS,2013,FI1,1,9
2015,NUTS,2013,FI19,2,1
2015,NUTS,2013,FI197,3,1
2015,NUTS,2013,FI1B,2,4
2015,NUTS,2013,FI1B1,3,4
2015,NUTS,2013,FI1D,2,4
2015,NUTS,2013,FI1D2,3,2
2015,NUTS,2013,FI1D6,3,2
2015,NUTS,2013,FR,0,66
2015,NUTS,2013,FR1,1,52
2015,NUTS,2013,FR10,2,52
2015,NUTS,2013,FR101,3,47
2015,NUTS,2013,FR103,3,1
2015,NUTS,2013,FR104,3,1
2015,NUTS,2013,FR106,3,1
2015,NUTS,2013,FR107,3,2
2015,NUTS,2013,FR3,1,1
2015,NUTS,2013,FR30,2,1
2015,NUTS,2013,FR301,3,1
2015,NUTS,2013,FR4,1,1
2015,NUTS,2013,FR42,2,1
2015,NUTS,2013,FR421,3,1
2015,NUTS,2013,FR7,1,4
2015,NUTS,2013,FR71,2,4
2015,NUTS,2013,FR714,3,2
2015,NUTS,2013,FR716,3,2
2015,NUTS,2013,FR8,1,8
2015,NUTS,2013,FR81,2,3
2015,NUTS,2013,FR812,3,1
2015,NUTS,2013,FR813,3,2
2015,NUTS,2013,FR82,2,4
2015,NUTS,2013,FR823,3,1
2015,NUTS,2013,FR824,3,3
2015,NUTS,2013,FR83,2,1
2015,NUTS,2013,FR832,3,1
2015,NUTS,2013,HR,0,3
2015,NUTS,2013,HR0,1,3
2015,NUTS,2013,HR03,2,1
2015,NUTS,2013,HR031,3,1
2015,NUTS,2013,HR04,2,2
2015,NUTS,2013,HR041,3,2
2015,NUTS,2013,HU,0,16
2015,NUTS,2013,HU1,1,9
2015,NUTS,2013,HU10,2,9
2015,NUTS,2013,HU101,3,8
2015,NUTS,2013,HU102,3,1
2015,NUTS,2013,HU2,1,1
2015,NUTS,2013,HU23,2,1
2015,NUTS,2013,HU231,3,1
2015,NUTS,2013,HU3,1,6
2015,NUTS,2013,HU32,2,3
2015,NUTS,2013,HU321,3,3
2015,NUTS,2013,HU33,2,3
2015,NUTS,2013,HU333,3,3
2015,NUTS,2013,IE,0,9
2015,NUTS,2013,IE0,1,9
2015,NUTS,2013,IE01,2,2
2015,NUTS,2013,IE013,3,2
2015,NUTS,2013,IE02,2,7
2015,NUTS,2013,IE021,3,6
2015,NUTS,2013,IE025,3,1
2015,NUTS,2013,IT,0,65
2015,NUTS,2013,ITC,1,22
2015,NUTS,2013,ITC1,2,1
2015,NUTS,2013,ITC11,3,1
2015,NUTS,2013,ITC4,2,21
2015,NUTS,2013,ITC41,3,1
2015,NUTS,2013,ITC4C,3,20
2015,NUTS,2013,ITF,1,3
2015,NUTS,2013,ITF1,2,1
2015,NUTS,2013,ITF14,3,1
2015,NUTS,2013,ITF3,2,2
2015,NUTS,2013,ITF33,3,2
2015,NUTS,2013,ITG,1,2
2015,NUTS,2013,ITG1,2,2
2015,NUTS,2013,ITG12,3,2
2015,NUTS,2013,ITH,1,6
2015,NUTS,2013,ITH3,2,2
2015,NUTS,2013,ITH31,3,1
2015,NUTS,2013,ITH36,3,1
2015,NUTS,2013,ITH5,2,4
2015,NUTS,2013,ITH54,3,1
2015,NUTS,2013,ITH55,3,3
2015,NUTS,2013,ITI,1,32
2015,NUTS,2013,ITI1,2,10
2015,NUTS,2013,ITI14,3,2
2015,NUTS,2013,ITI17,3,1
2015,NUTS,2013,ITI19,3,7
2015,NUTS,2013,ITI2,2,1
2015,NUTS,2013,ITI21,3,1
2015,NUTS,2013,ITI4,2,21
2015,NUTS,2013,ITI43,3,21
2015,NUTS,2013,LT,0,1
2015,NUTS,2013,LT0,1,1
2015,NUTS,2013,LT00,2,1
2015,NUTS,2013,LT002,3,1
2015,NUTS,2013,LU,0,5
2015,NUTS,2013,LU0,1,5
2015,NUTS,2013,LU00,2,5
2015,NUTS,2013,LU000,3,5
2015,NUTS,2013,LV,0,2
2015,NUTS,2013,LV0,1,2
2015,NUTS,2013,LV00,2,2
2015,NUTS,2013,LV006,3,2
2015,NUTS,2013,NL,0,75
2015,NUTS,2013,NL1,1,6
2015,NUTS,2013,NL11,2,6
2015,NUTS,2013,NL113,3,6
2015,NUTS,2013,NL2,1,11
2015,NUTS,2013,NL21,2,1
2015,NUTS,2013,NL213,3,1
2015,NUTS,2013,NL22,2,9
2015,NUTS,2013,NL221,3,2
2015,NUTS,2013,NL225,3,1
2015,NUTS,2013,NL226,3,6
2015,NUTS,2013,NL23,2,1
2015,NUTS,2013,NL230,3,1
2015,NUTS,2013,NL3,1,53
2015,NUTS,2013,NL31,2,14
2015,NUTS,2013,NL310,3,14
2015,NUTS,2013,NL32,2,14
2015,NUTS,2013,NL326,3,13
2015,NUTS,2013,NL327,3,1
2015,NUTS,2013,NL33,2,25
2015,NUTS,2013,NL332,3,6
2015,NUTS,2013,NL333,3,1
2015,NUTS,2013,NL337,3,13
2015,NUTS,2013,NL339,3,5
2015,NUTS,2013,NL4,1,5
2015,NUTS,2013,NL41,2,3
2015,NUTS,2013,NL413,3,1
2015,NUTS,2013,NL414,3,2
2015,NUTS,2013,NL42,2,2
2015,NUTS,2013,NL423,3,2
2015,NUTS,2013,PL,0,2
2015,NUTS,2013,PL1,1,2
2015,NUTS,2013,PL12,2,2
2015,NUTS,2013,PL127,3,2
2015,NUTS,2013,PT,0,19
2015,NUTS,2013,PT1,1,19
2015,NUTS,2013,PT15,2,1
2015,NUTS,2013,PT150,3,1
2015,NUTS,2013,PT17,2,18
2015,NUTS,2013,PT170,3,18
2015,NUTS,2013,SE,0,33
2015,NUTS,2013,SE1,1,26
2015,NUTS,2013,SE11,2,20
2015,NUTS,2013,SE110,3,20
2015,NUTS,2013,SE12,2,6
2015,NUTS,2013,SE121,3,5
2015,NUTS,2013,SE123,3,1
2015,NUTS,2013,SE2,1,7
2015,NUTS,2013,SE22,2,7
2015,NUTS,2013,SE224,3,7
2015,NUTS,2013,SI,0,7
2015,NUTS,2013,SI0,1,7
2015,NUTS,2013,SI04,2,7
2015,NUTS,2013,SI041,3,7
2015,NUTS,2013,SK,0,4
2015,NUTS,2013,SK0,1,4
2015,NUTS,2013,SK01,2,4
2015,NUTS,2013,SK010,3,4
2015,NUTS,2013,UK,0,70
2015,NUTS,2013,UKD,1,8
2015,NUTS,2013,UKD1,2,1
2015,NUTS,2013,UKD11,3,1
2015,NUTS,2013,UKD3,2,7
2015,NUTS,2013,UKD33,3,7
2015,NUTS,2013,UKE,1,1
2015,NUTS,2013,UKE4,2,1
2015,NUTS,2013,UKE42,3,1
2015,NUTS,2013,UKF,1,6
2015,NUTS,2013,UKF1,2,6
2015,NUTS,2013,UKF13,3,1
2015,NUTS,2013,UKF14,3,5
2015,NUTS,2013,UKG,1,3
2015,NUTS,2013,UKG3,2,3
2015,NUTS,2013,UKG31,3,3
2015,NUTS,2013,UKH,1,3
2015,NUTS,2013,UKH2,2,2
2015,NUTS,2013,UKH23,3,2
2015,NUTS,2013,UKH3,2,1
2015,NUTS,2013,UKH35,3,1
2015,NUTS,2013,UKI,1,30
2015,NUTS,2013,UKI3,2,27
2015,NUTS,2013,UKI31,3,8
2015,NUTS,2013,UKI32,3,18
2015,NUTS,2013,UKI34,3,1
2015,NUTS,2013,UKI4,2,1
2015,NUTS,2013,UKI42,3,1
2015,NUTS,2013,UKI7,2,2
2015,NUTS,2013,UKI75,3,2
2015,NUTS,2013,UKJ,1,5
2015,NUTS,2013,UKJ2,2,2
2015,NUTS,2013,UKJ22,3,1
2015,NUTS,2013,UKJ25,3,1
2015,NUTS,2013,UKJ3,2,3
2015,NUTS,2013,UKJ32,3,2
2015,NUTS,2013,UKJ36,3,1
2015,NUTS,2013,UKL,1,5
2015,NUTS,2013,UKL2,2,5
2015,NUTS,2013,UKL22,3,5
2015,NUTS,2013,UKM,1,9
2015,NUTS,2013,UKM2,2,2
2015,NUTS,2013,UKM25,3,2
2015,NUTS,2013,UKM3,2,7
2015,NUTS,2013,UKM34,3,6
2015,NUTS,2013,UKM36,3,1
2016,NUTS,2016,AT,0,18
2016,NUTS,2016,AT1,1,11
2016,NUTS,2016,AT12,2,2
2016,NUTS,2016,AT126,3,2
2016,NUTS,2016,AT13,2,9
2016,NUTS,2016,AT130,3,9
2016,NUTS,2016,AT2,1,2
2016,NUTS,2016,AT22,2,2
2016,NUTS,2016,AT221,3,2
2016,NUTS,2016,AT3,1,5
2016,NUTS,2016,AT32,2,1
2016,NUTS,2016,AT323,3,1
2016,NUTS,2016,AT33,2,4
2016,NUTS,2016,AT332,3,4
2016,NUTS,2016,BE,0,45
2016,NUTS,2016,BE1,1,11
2016,NUTS,2016,BE10,2,11
2016,NUTS,2016,BE100,3,11
2016,NUTS,2016,BE2,1,27
2016,NUTS,2016,BE21,2,11
2016,NUTS,2016,BE211,3,5
2016,NUTS,2016,BE212,3,1
2016,NUTS,2016,BE213,3,5
2016,NUTS,2016,BE23,2,8
2016,NUTS,2016,BE232,3,1
2016,NUTS,2016,BE234,3,7
2016,NUTS,2016,BE24,2,8
2016,NUTS,2016,BE242,3,8
2016,NUTS,2016,BE3,1,7
2016,NUTS,2016,BE31,2,4
2016,NUTS,2016,BE310,3,4
2016,NUTS,2016,BE32,2,1
2016,NUTS,2016,BE322,3,1
2016,NUTS,2016,BE33,2,2
2016,NUTS,2016,BE332,3,2
2016,NUTS,2016,CZ,0,4
2016,NUTS,2016,CZ0,1,4
2016,NUTS,2016,CZ01,2,3
2016,NUTS,2016,CZ010,3,3
2016,NUTS,2016,CZ03,2,1
2016,NUTS,2016,CZ031,3,1
2016,NUTS,2016,DE,0,105
2016,NUTS,2016,DE1,1,26
2016,NUTS,2016,DE11,2,2
2016,NUTS,2016,DE111,3,1
2016,NUTS,2016,DE11A,3,1
2016,NUTS,2016,DE12,2,15
2016,NUTS,2016,DE122,3,2
2016,NUTS,2016,DE125,3,13
2016,NUTS,2016,DE13,2,8
2016,NUTS,2016,DE131,3,4
2016,NUTS,2016,DE134,3,1
2016,NUTS,2016,DE136,3,1
2016,NUTS,2016,DE138,3,2
2016,NUTS,2016,DE14,2,1
2016,NUTS,2016,DE144,3,1
2016,NUTS,2016,DE2,1,15
2016,NUTS,2016,DE21,2,13
2016,NUTS,2016,DE212,3,11
2016,NUTS,2016,DE21H,3,2
2016,NUTS,2016,DE23,2,1
2016,NUTS,2016,DE232,3,1
2016,NUTS,2016,DE25,2,1
2016,NUTS,2016,DE252,3,1
2016,NUTS,2016,DE3,1,9
2016,NUTS,2016,DE30,2,9
2016,NUTS,2016,DE300,3,9
2016,NUTS,2016,DE6,1,10
2016,NUTS,2016,DE60,2,10
2016,NUTS,2016,DE600,3,10
2016,NUTS,2016,DE7,1,12
2016,NUTS,2016,DE71,2,8
2016,NUTS,2016,DE711,3,3
2016,NUTS,2016,DE712,3,3
2016,NUTS,2016,DE714,3,1
2016,NUTS,2016,DE71C,3,1
2016,NUTS,2016,DE72,2,4
2016,NUTS,2016,DE721,3,1
2016,NUTS,2016,DE724,3,3
2016,NUTS,2016,DE9,1,2
2016,NUTS,2016,DE92,2,2
2016,NUTS,2016,DE929,3,2
2016,NUTS,2016,DEA,1,19
2016,NUTS,2016,DEA1,2,3
2016,NUTS,2016,DEA13,3,1
2016,NUTS,2016,DEA1A,3,1
2016,NUTS,2016,DEA1C,3,1
2016,NUTS,2016,DEA2,2,14
2016,NUTS,2016,DEA22,3,9
2016,NUTS,2016,DEA23,3,1
2016,NUTS,2016,DEA26,3,1
2016,NUTS,2016,DEA2C,3,1
2016,NUTS,2016,DEA2D,3,2
2016,NUTS,2016,DEA5,2,2
2016,NUTS,2016,DEA52,3,2
2016,NUTS,2016,DEB,1,5
2016,NUTS,2016,DEB1,2,2
2016,NUTS,2016,DEB15,3,1
2016,NUTS,2016,DEB18,3,1
2016,NUTS,2016,DEB3,2,3
2016,NUTS,2016,DEB34,3,1
2016,NUTS,2016,DEB35,3,1
2016,NUTS,2016,DEB3J,3,1
2016,NUTS,2016,DEC,1,1
2016,NUTS,2016,DEC0,2,1
2016,NUTS,2016,DEC05,3,1
2016,NUTS,2016,DED,1,3
2016,NUTS,2016,DED2,2,2
2016,NUTS,2016,DED21,3,2
2016,NUTS,2016,DED5,2,1
2016,NUTS,2016,DED51,3,1
2016,NUTS,2016,DEG,1,3
2016,NUTS,2016,DEG0,2,3
2016,NUTS,2016,DEG03,3,1
2016,NUTS,2016,DEG05,3,1
2016,NUTS,2016,DEG0J,3,1
2016,NUTS,2016,DK,0,18
2016,NUTS,2016,DK0,1,18
2016,NUTS,2016,DK01,2,18
2016,NUTS,2016,DK011,3,14
2016,NUTS,2016,DK012,3,2
2016,NUTS,2016,DK013,3,2
2016,NUTS,2016,EE,0,3
2016,NUTS,2016,EE0,1,3
2016,NUTS,2016,EE00,2,3
2016,NUTS,2016,EE008,3,3
2016,NUTS,2016,ES,0,32
2016,NUTS,2016,ES2,1,2
2016,NUTS,2016,ES21,2,1
2016,NUTS,2016,ES212,3,1
2016,NUTS,2016,ES23,2,1
2016,NUTS,2016,ES230,3,1
2016,NUTS,2016,ES3,1,18
2016,NUTS,2016,ES30,2,18
2016,NUTS,2016,ES300,3,18
2016,NUTS,2016,ES4,1,1
2016,NUTS,2016,ES42,2,1
2016,NUTS,2016,ES422,3,1
2016,NUTS,2016,ES5,1,11
2016,NUTS,2016,ES51,2,8
2016,NUTS,2016,ES511,3,8
2016,NUTS,2016,ES52,2,3
2016,NUTS,2016,ES523,3,3
2016,NUTS,2016,FI,0,6
2016,NUTS,2016,FI1,1,6
2016,NUTS,2016,FI19,2,2
2016,NUTS,2016,FI197,3,2
2016,NUTS,2016,FI1B,2,3
2016,NUTS,2016,FI1B1,3,3
2016,NUTS,2016,FI1C,2,1
2016,NUTS,2016,FI1C1,3,1
2016,NUTS,2016,FR,0,67
2016,NUTS,2016,FR1,1,45
2016,NUTS,2016,FR10,2,45
2016,NUTS,2016,FR101,3,33
2016,NUTS,2016,FR104,3,3
2016,NUTS,2016,FR105,3,8
2016,NUTS,2016,FR107,3,1
2016,NUTS,2016,FRE,1,3
2016,NUTS,2016,FRE1,2,3
2016,NUTS,2016,FRE11,3,3
2016,NUTS,2016,FRF,1,3
2016,NUTS,2016,FRF1,2,3
2016,NUTS,2016,FRF11,3,3
2016,NUTS,2016,FRI,1,2
2016,NUTS,2016,FRI1,2,2
2016,NUTS,2016,FRI12,3,2
2016,NUTS,2016,FRK,1,10
2016,NUTS,2016,FRK2,2,10
2016,NUTS,2016,FRK24,3,1
2016,NUTS,2016,FRK26,3,9
2016,NUTS,2016,FRL,1,4
2016,NUTS,2016,FRL0,2,4
2016,NUTS,2016,FRL03,3,1
2016,NUTS,2016,FRL04,3,3
2016,NUTS,2016,HU,0,5
2016,NUTS,2016,HU1,1,3
2016,NUTS,2016,HU11,2,3
2016,NUTS,2016,HU110,3,3
2016,NUTS,2016,HU3,1,2
2016,NUTS,2016,HU32,2,1
2016,NUTS,2016,HU321,3,1
2016,NUTS,2016,HU33,2,1
2016,NUTS,2016,HU333,3,1
2016,NUTS,2016,IE,0,9
2016,NUTS,2016,IE0,1,9
2016,NUTS,2016,IE04,2,1
2016,NUTS,2016,IE042,3,1
2016,NUTS,2016,IE05,2,1
2016,NUTS,2016,IE053,3,1
2016,NUTS,2016,IE06,2,7
2016,NUTS,2016,IE061,3,7
2016,NUTS,2016,IT,0,74
2016,NUTS,2016,ITC,1,24
2016,NUTS,2016,ITC1,2,3
2016,NUTS,2016,ITC11,3,3
2016,NUTS,2016,ITC3,2,1
2016,NUTS,2016,ITC33,3,1
2016,NUTS,2016,ITC4,2,20
2016,NUTS,2016,ITC47,3,1
2016,NUTS,2016,ITC48,3,2
2016,NUTS,2016,ITC4C,3,17
2016,NUTS,2016,ITF,1,2
2016,NUTS,2016,ITF2,2,1
2016,NUTS,2016,ITF21,3,1
2016,NUTS,2016,ITF3,2,1
2016,NUTS,2016,ITF31,3,1
2016,NUTS,2016,ITG,1,2
2016,NUTS,2016,ITG1,2,2
2016,NUTS,2016,ITG12,3,1
2016,NUTS,2016,ITG17,3,1
2016,NUTS,2016,ITH,1,10
2016,NUTS,2016,ITH3,2,6
2016,NUTS,2016,ITH31,3,2
2016,NUTS,2016,ITH36,3,4
2016,NUTS,2016,ITH4,2,2
2016,NUTS,2016,ITH44,3,2
2016,NUTS,2016,ITH5,2,2
2016,NUTS,2016,ITH55,3,2
2016,NUTS,2016,ITI,1,36
2016,NUTS,2016,ITI1,2,14
2016,NUTS,2016,ITI14,3,4
2016,NUTS,2016,ITI17,3,2
2016,NUTS,2016,ITI19,3,8
2016,NUTS,2016,ITI2,2,1
2016,NUTS,2016,ITI21,3,1
2016,NUTS,2016,ITI4,2,21
2016,NUTS,2016,ITI43,3,21
2016,NUTS,2016,LT,0,2
2016,NUTS,2016,LT0,1,2
2016,NUTS,2016,LT01,2,2
2016,NUTS,2016,LT011,3,2
2016,NUTS,2016,LU,0,1
2016,NUTS,2016,LU0,1,1
2016,NUTS,2016,LU00,2,1
2016,NUTS,2016,LU000,3,1
2016,NUTS,2016,LV,0,3
2016,NUTS,2016,LV0,1,3
2016,NUTS,2016,LV00,2,3
2016,NUTS,2016,LV006,3,3
2016,NUTS,2016,NL,0,85
2016,NUTS,2016,NL1,1,9
2016,NUTS,2016,NL11,2,9
2016,NUTS,2016,NL113,3,9
2016,NUTS,2016,NL2,1,11
2016,NUTS,2016,NL22,2,10
2016,NUTS,2016,NL221,3,2
