year,region_type,region_year_spec,region_id,region_level,diagnosis_proj_spec
2015,NUTS,2013,FI1,1,1.12
2015,NUTS,2013,FR1,1,0.94
2015,NUTS,2013,FR7,1,2.09
2015,NUTS,2013,FR8,1,1.11
2015,NUTS,2013,HR0,1,0.43
2015,NUTS,2013,HU1,1,0.79
2015,NUTS,2013,IE0,1,1.13
2015,NUTS,2013,ITC,1,0.63
2015,NUTS,2013,ITF,1,0.81
2015,NUTS,2013,ITH,1,1.35
2015,NUTS,2013,ITI,1,1.12
2015,NUTS,2013,LU0,1,0.56
2015,NUTS,2013,LV0,1,0.77
2015,NUTS,2013,NL1,1,2.22
2015,NUTS,2013,NL2,1,1.65
2015,NUTS,2013,NL3,1,1.07
2015,NUTS,2013,NL4,1,0.87
2015,NUTS,2013,PT1,1,0.85
2015,NUTS,2013,RO2,1,2.96
2015,NUTS,2013,RO3,1,1.19
2015,NUTS,2013,SE1,1,2.06
2015,NUTS,2013,SI0,1,1.03
2015,NUTS,2013,SK0,1,0.99
2015,NUTS,2013,UKD,1,1.23
2015,NUTS,2013,UKE,1,0.85
2015,NUTS,2013,UKF,1,0.77
2015,NUTS,2013,UKG,1,1.48
2015,NUTS,2013,UKH,1,1.11
2015,NUTS,2013,UKI,1,0.99
2015,NUTS,2013,UKJ,1,4.1
2015,NUTS,2013,UKK,1,2.22
2015,NUTS,2013,UKM,1,0.66
2015,NUTS,2013,AT13,2,1.09
2015,NUTS,2013,AT22,2,0.99
2015,NUTS,2013,BE10,2,0.72
2015,NUTS,2013,BE21,2,4.18
2015,NUTS,2013,BE24,2,0.99
2015,NUTS,2013,BE31,2,2.96
2015,NUTS,2013,DE12,2,0.27
2015,NUTS,2013,DE13,2,1.55
2015,NUTS,2013,DE14,2,2.96
2015,NUTS,2013,DE21,2,0.38
2015,NUTS,2013,DE30,2,1.23
2015,NUTS,2013,DE50,2,1.98
2015,NUTS,2013,DE60,2,3.14
2015,NUTS,2013,DE71,2,1.98
2015,NUTS,2013,DEA1,2,1.48
2015,NUTS,2013,DEA2,2,1.33
2015,NUTS,2013,DEA3,2,1.78
2015,NUTS,2013,DEB3,2,1.48
2015,NUTS,2013,DEG0,2,2.73
2015,NUTS,2013,DK01,2,3.62
2015,NUTS,2013,DK03,2,5.93
2015,NUTS,2013,DK04,2,2.22
2015,NUTS,2013,DK05,2,4.44
2015,NUTS,2013,EE00,2,0.43
2015,NUTS,2013,ES30,2,0.34
2015,NUTS,2013,ES51,2,0.89
2015,NUTS,2013,ES52,2,2.73
2015,NUTS,2013,FI19,2,2.37
2015,NUTS,2013,FI1B,2,0.31
2015,NUTS,2013,FI1C,2,2.96
2015,NUTS,2013,FI1D,2,2.22
2015,NUTS,2013,FR10,2,0.94
2015,NUTS,2013,FR71,2,1.15
2015,NUTS,2013,FR72,2,11.85
2015,NUTS,2013,FR82,2,1.78
2015,NUTS,2013,HR04,2,0.46
2015,NUTS,2013,HU10,2,0.79
2015,NUTS,2013,IE01,2,3.23
2015,NUTS,2013,IE02,2,0.68
2015,NUTS,2013,ITC1,2,0.85
2015,NUTS,2013,ITC4,2,0.64
2015,NUTS,2013,ITF1,2,3.56
2015,NUTS,2013,ITH3,2,3.81
2015,NUTS,2013,ITH4,2,8.89
2015,NUTS,2013,ITI1,2,0.81
2015,NUTS,2013,ITI3,2,11.85
2015,NUTS,2013,ITI4,2,1.0
2015,NUTS,2013,LU00,2,0.56
2015,NUTS,2013,LV00,2,0.77
2015,NUTS,2013,NL11,2,3.14
2015,NUTS,2013,NL21,2,1.98
2015,NUTS,2013,NL22,2,1.52
2015,NUTS,2013,NL31,2,1.29
2015,NUTS,2013,NL32,2,0.96
2015,NUTS,2013,NL33,2,1.04
2015,NUTS,2013,NL41,2,0.71
2015,NUTS,2013,NL42,2,1.11
2015,NUTS,2013,PT11,2,1.37
2015,NUTS,2013,PT16,2,1.48
2015,NUTS,2013,PT17,2,0.56
2015,NUTS,2013,RO21,2,5.93
2015,NUTS,2013,RO32,2,1.19
2015,NUTS,2013,SE11,2,1.57
2015,NUTS,2013,SE12,2,3.29
2015,NUTS,2013,SI04,2,1.21
2015,NUTS,2013,SK01,2,1.05
2015,NUTS,2013,UKD3,2,0.74
2015,NUTS,2013,UKD4,2,8.89
2015,NUTS,2013,UKE3,2,5.93
2015,NUTS,2013,UKF1,2,1.37
2015,NUTS,2013,UKG3,2,1.62
2015,NUTS,2013,UKH1,2,1.62
2015,NUTS,2013,UKI3,2,0.53
2015,NUTS,2013,UKI4,2,1.62
2015,NUTS,2013,UKI5,2,4.44
2015,NUTS,2013,UKI7,2,3.23
2015,NUTS,2013,UKJ1,2,4.44
2015,NUTS,2013,UKJ2,2,5.33
2015,NUTS,2013,UKJ4,2,17.78
2015,NUTS,2013,UKK1,2,1.37
2015,NUTS,2013,UKK4,2,5.93
2015,NUTS,2013,UKM3,2,0.94
2015,NUTS,2013,AT130,3,1.09
2015,NUTS,2013,AT221,3,1.15
2015,NUTS,2013,BE100,3,0.72
2015,NUTS,2013,BE211,3,5.93
2015,NUTS,2013,BE213,3,3.95
2015,NUTS,2013,BE241,3,2.96
2015,NUTS,2013,BE242,3,0.59
2015,NUTS,2013,BE310,3,2.96
2015,NUTS,2013,DE125,3,0.42
2015,NUTS,2013,DE131,3,1.37
2015,NUTS,2013,DE132,3,17.78
2015,NUTS,2013,DE141,3,4.44
2015,NUTS,2013,DE144,3,2.96
2015,NUTS,2013,DE212,3,0.22
2015,NUTS,2013,DE21H,3,2.54
2015,NUTS,2013,DE300,3,1.23
2015,NUTS,2013,DE501,3,2.22
2015,NUTS,2013,DE600,3,3.14
2015,NUTS,2013,DE711,3,4.1
2015,NUTS,2013,DE715,3,17.78
2015,NUTS,2013,DEA12,3,5.93
2015,NUTS,2013,DEA22,3,2.96
2015,NUTS,2013,DEA23,3,1.55
2015,NUTS,2013,DEA33,3,2.96
2015,NUTS,2013,DEB3J,3,5.93
2015,NUTS,2013,DEG03,3,3.56
2015,NUTS,2013,DK011,3,2.77
2015,NUTS,2013,DK012,3,7.9
2015,NUTS,2013,DK013,3,3.56
2015,NUTS,2013,DK031,3,8.89
2015,NUTS,2013,DK042,3,2.37
2015,NUTS,2013,DK050,3,4.44
2015,NUTS,2013,EE008,3,0.71
2015,NUTS,2013,ES300,3,0.34
2015,NUTS,2013,ES511,3,0.68
2015,NUTS,2013,ES514,3,8.89
2015,NUTS,2013,ES523,3,4.44
2015,NUTS,2013,FI195,3,17.78
2015,NUTS,2013,FI197,3,1.48
2015,NUTS,2013,FI1B1,3,0.31
2015,NUTS,2013,FI1C1,3,4.44
2015,NUTS,2013,FI1D2,3,7.11
2015,NUTS,2013,FR101,3,0.57
2015,NUTS,2013,FR104,3,2.96
2015,NUTS,2013,FR105,3,4.44
2015,NUTS,2013,FR107,3,4.44
2015,NUTS,2013,FR716,3,2.73
2015,NUTS,2013,FR724,3,11.85
2015,NUTS,2013,FR824,3,2.54
2015,NUTS,2013,HR041,3,0.61
2015,NUTS,2013,HU101,3,0.89
2015,NUTS,2013,IE013,3,3.23
2015,NUTS,2013,IE025,3,2.96
2015,NUTS,2013,ITC11,3,1.02
2015,NUTS,2013,ITC4C,3,0.82
2015,NUTS,2013,ITF14,3,5.93
2015,NUTS,2013,ITH36,3,7.62
2015,NUTS,2013,ITH41,3,17.78
2015,NUTS,2013,ITH42,3,17.78
2015,NUTS,2013,ITI19,3,3.95
2015,NUTS,2013,ITI32,3,11.85
2015,NUTS,2013,ITI43,3,1.02
2015,NUTS,2013,LU000,3,0.56
2015,NUTS,2013,LV006,3,0.85
2015,NUTS,2013,NL113,3,3.14
2015,NUTS,2013,NL213,3,2.37
2015,NUTS,2013,NL221,3,3.14
2015,NUTS,2013,NL310,3,1.29
2015,NUTS,2013,NL326,3,1.03
2015,NUTS,2013,NL332,3,0.31
2015,NUTS,2013,NL333,3,0.71
2015,NUTS,2013,NL337,3,1.37
2015,NUTS,2013,NL339,3,2.05
2015,NUTS,2013,NL33A,3,5.93
2015,NUTS,2013,NL413,3,5.93
2015,NUTS,2013,NL423,3,1.11
2015,NUTS,2013,PT112,3,3.56
2015,NUTS,2013,PT119,3,17.78
2015,NUTS,2013,PT16E,3,17.78
2015,NUTS,2013,PT170,3,0.56
2015,NUTS,2013,RO213,3,17.78
2015,NUTS,2013,RO322,3,5.93
2015,NUTS,2013,SE110,3,1.57
2015,NUTS,2013,SE121,3,4.94
2015,NUTS,2013,SI041,3,1.3
2015,NUTS,2013,SK010,3,1.05
2015,NUTS,2013,UKD33,3,0.89
2015,NUTS,2013,UKD44,3,8.89
2015,NUTS,2013,UKE32,3,17.78
2015,NUTS,2013,UKF14,3,1.62
2015,NUTS,2013,UKG31,3,1.98
2015,NUTS,2013,UKH15,3,3.56
2015,NUTS,2013,UKI32,3,0.48
2015,NUTS,2013,UKI34,3,8.89
2015,NUTS,2013,UKI44,3,17.78
2015,NUTS,2013,UKI52,3,8.89
2015,NUTS,2013,UKI71,3,17.78
2015,NUTS,2013,UKI75,3,4.44
2015,NUTS,2013,UKJ11,3,5.93
2015,NUTS,2013,UKJ13,3,8.89
2015,NUTS,2013,UKJ14,3,17.78
2015,NUTS,2013,UKJ25,3,8.89
2015,NUTS,2013,UKJ44,3,17.78
2015,NUTS,2013,UKJ45,3,17.78
2015,NUTS,2013,UKK12,3,4.44
2015,NUTS,2013,UKK41,3,17.78
2015,NUTS,2013,UKM34,3,0.99
2016,NUTS,2016,AT,0,1.3
2016,NUTS,2016,BE,0,1.32
2016,NUTS,2016,DE,0,1.19
2016,NUTS,2016,DK,0,2.4
2016,NUTS,2016,ES,0,0.97
2016,NUTS,2016,FI,0,0.37
2016,NUTS,2016,FR,0,0.96
2016,NUTS,2016,HU,0,0.78
2016,NUTS,2016,IT,0,0.86
2016,NUTS,2016,NL,0,1.06
2016,NUTS,2016,PL,0,0.94
2016,NUTS,2016,SE,0,2.0
2016,NUTS,2016,SI,0,1.04
2016,NUTS,2016,SK,0,1.28
2016,NUTS,2016,UK,0,0.68
2016,NUTS,2016,AT1,1,1.37
2016,NUTS,2016,AT3,1,2.95
2016,NUTS,2016,BE1,1,1.18
2016,NUTS,2016,BE2,1,1.76
2016,NUTS,2016,DE2,1,0.88
2016,NUTS,2016,DE3,1,2.51
2016,NUTS,2016,DE9,1,7.67
2016,NUTS,2016,DEA,1,2.35
2016,NUTS,2016,DED,1,1.16
2016,NUTS,2016,DK0,1,2.4
2016,NUTS,2016,ES2,1,0.85
2016,NUTS,2016,ES3,1,0.67
2016,NUTS,2016,ES5,1,0.91
2016,NUTS,2016,ES6,1,4.51
2016,NUTS,2016,FI1,1,0.37
2016,NUTS,2016,FR1,1,0.71
2016,NUTS,2016,FRE,1,4.26
2016,NUTS,2016,FRI,1,6.39
2016,NUTS,2016,FRJ,1,3.83
2016,NUTS,2016,HU3,1,3.2
2016,NUTS,2016,ITC,1,0.96
2016,NUTS,2016,ITF,1,2.13
2016,NUTS,2016,ITH,1,0.44
2016,NUTS,2016,ITI,1,0.9
2016,NUTS,2016,NL2,1,0.71
2016,NUTS,2016,NL3,1,1.36
2016,NUTS,2016,NL4,1,0.6
2016,NUTS,2016,PL8,1,38.34
2016,NUTS,2016,SE1,1,1.29
2016,NUTS,2016,SE2,1,3.29
2016,NUTS,2016,SE3,1,3.83
2016,NUTS,2016,SI0,1,1.04
2016,NUTS,2016,SK0,1,1.28
2016,NUTS,2016,UKE,1,1.83
2016,NUTS,2016,UKI,1,1.04
2016,NUTS,2016,UKM,1,1.42
2016,NUTS,2016,AT12,2,6.39
2016,NUTS,2016,AT13,2,0.77
2016,NUTS,2016,AT32,2,19.17
2016,NUTS,2016,BE10,2,1.18
2016,NUTS,2016,BE21,2,2.4
2016,NUTS,2016,BE22,2,9.59
2016,NUTS,2016,BE23,2,1.53
2016,NUTS,2016,BE24,2,0.82
2016,NUTS,2016,DE21,2,0.52
2016,NUTS,2016,DE23,2,12.78
2016,NUTS,2016,DE30,2,2.51
2016,NUTS,2016,DE91,2,15.34
2016,NUTS,2016,DE92,2,4.79
2016,NUTS,2016,DEA1,2,4.26
2016,NUTS,2016,DEA2,2,2.47
2016,NUTS,2016,DED5,2,3.49
2016,NUTS,2016,DK01,2,2.29
2016,NUTS,2016,DK04,2,6.39
2016,NUTS,2016,ES21,2,1.13
2016,NUTS,2016,ES30,2,0.67
2016,NUTS,2016,ES51,2,0.57
2016,NUTS,2016,ES52,2,2.56
2016,NUTS,2016,ES61,2,2.74
2016,NUTS,2016,ES62,2,12.78
2016,NUTS,2016,FI1B,2,0.55
2016,NUTS,2016,FR10,2,0.71
2016,NUTS,2016,FRE1,2,5.48
2016,NUTS,2016,FRI1,2,3.49
2016,NUTS,2016,FRI2,2,38.34
2016,NUTS,2016,FRJ1,2,9.59
2016,NUTS,2016,HU33,2,5.48
2016,NUTS,2016,ITC1,2,1.83
2016,NUTS,2016,ITC4,2,0.8
2016,NUTS,2016,ITF3,2,3.83
2016,NUTS,2016,ITH2,2,2.74
2016,NUTS,2016,ITI1,2,0.98
2016,NUTS,2016,ITI4,2,0.94
2016,NUTS,2016,NL21,2,2.95
2016,NUTS,2016,NL31,2,0.83
2016,NUTS,2016,NL32,2,0.52
2016,NUTS,2016,NL33,2,2.0
2016,NUTS,2016,NL42,2,2.02
2016,NUTS,2016,PL81,2,38.34
2016,NUTS,2016,SE11,2,1.26
2016,NUTS,2016,SE12,2,1.37
2016,NUTS,2016,SE23,2,8.85
2016,NUTS,2016,SE32,2,38.34
2016,NUTS,2016,SI04,2,1.42
2016,NUTS,2016,SK04,2,9.59
2016,NUTS,2016,UKE3,2,12.78
2016,NUTS,2016,UKI3,2,0.46
2016,NUTS,2016,UKI4,2,3.83
2016,NUTS,2016,UKM8,2,2.4
2016,NUTS,2016,AT121,3,9.59
2016,NUTS,2016,AT124,3,38.34
2016,NUTS,2016,AT130,3,0.77
2016,NUTS,2016,AT323,3,19.17
2016,NUTS,2016,BE100,3,1.18
2016,NUTS,2016,BE211,3,6.39
2016,NUTS,2016,BE221,3,12.78
2016,NUTS,2016,BE234,3,1.67
2016,NUTS,2016,BE242,3,0.91
2016,NUTS,2016,DE212,3,0.66
2016,NUTS,2016,DE232,3,12.78
2016,NUTS,2016,DE300,3,2.51
2016,NUTS,2016,DE911,3,38.34
2016,NUTS,2016,DE929,3,4.79
2016,NUTS,2016,DEA1A,3,4.26
2016,NUTS,2016,DEA1D,3,38.34
2016,NUTS,2016,DEA22,3,2.74
2016,NUTS,2016,DEA2D,3,9.59
2016,NUTS,2016,DED51,3,3.49
2016,NUTS,2016,DK011,3,1.6
2016,NUTS,2016,DK013,3,12.78
2016,NUTS,2016,DK042,3,6.77
2016,NUTS,2016,ES211,3,5.48
2016,NUTS,2016,ES300,3,0.67
2016,NUTS,2016,ES511,3,0.63
2016,NUTS,2016,ES523,3,3.49
2016,NUTS,2016,ES617,3,38.34
2016,NUTS,2016,ES620,3,12.78
2016,NUTS,2016,FI1B1,3,0.55
2016,NUTS,2016,FR101,3,1.16
2016,NUTS,2016,FRE11,3,6.39
2016,NUTS,2016,FRI15,3,12.78
2016,NUTS,2016,FRI23,3,38.34
2016,NUTS,2016,FRJ13,3,9.59
2016,NUTS,2016,HU333,3,5.48
2016,NUTS,2016,ITC11,3,1.97
2016,NUTS,2016,ITC4C,3,1.13
2016,NUTS,2016,ITF35,3,38.34
2016,NUTS,2016,ITH20,3,2.74
2016,NUTS,2016,ITI19,3,3.49
2016,NUTS,2016,ITI43,3,0.95
2016,NUTS,2016,NL213,3,3.49
2016,NUTS,2016,NL310,3,0.83
2016,NUTS,2016,NL328,3,19.17
2016,NUTS,2016,NL332,3,1.47
2016,NUTS,2016,NL337,3,1.67
2016,NUTS,2016,NL33C,3,6.39
2016,NUTS,2016,NL423,3,2.02
2016,NUTS,2016,PL815,3,38.34
2016,NUTS,2016,SE110,3,1.26
2016,NUTS,2016,SE124,3,38.34
2016,NUTS,2016,SE232,3,8.85
2016,NUTS,2016,SE322,3,38.34
2016,NUTS,2016,SI041,3,1.53
2016,NUTS,2016,SK042,3,9.59
2016,NUTS,2016,UKE32,3,12.78
2016,NUTS,2016,UKI31,3,0.75
2016,NUTS,2016,UKI42,3,4.26
2016,NUTS,2016,UKI44,3,7.67
2016,NUTS,2016,UKM82,3,2.56
2017,NUTS,2016,AT,0,0.47
2017,NUTS,2016,BE,0,1.05
2017,NUTS,2016,CZ,0,0.34
2017,NUTS,2016,DE,0,0.96
2017,NUTS,2016,DK,0,1.07
2017,NUTS,2016,EE,0,1.26
2017,NUTS,2016,ES,0,1.33
2017,NUTS,2016,FI,0,0.75
2017,NUTS,2016,FR,0,0.88
2017,NUTS,2016,HR,0,2.1
2017,NUTS,2016,HU,0,0.55
2017,NUTS,2016,IE,0,1.09
2017,NUTS,2016,IT,0,1.17
2017,NUTS,2016,LU,0,0.63
2017,NUTS,2016,LV,0,0.9
2017,NUTS,2016,NL,0,1.31
2017,NUTS,2016,PL,0,0.48
2017,NUTS,2016,PT,0,1.07
2017,NUTS,2016,SE,0,0.84
2017,NUTS,2016,SI,0,0.59
2017,NUTS,2016,UK,0,1.05
2017,NUTS,2016,AT1,1,0.61
2017,NUTS,2016,AT2,1,0.41
2017,NUTS,2016,BE1,1,0.65
2017,NUTS,2016,BE2,1,1.46
2017,NUTS,2016,BE3,1,1.57
2017,NUTS,2016,CZ0,1,0.34
2017,NUTS,2016,DE1,1,0.5
2017,NUTS,2016,DE2,1,1.11
2017,NUTS,2016,DE3,1,1.14
2017,NUTS,2016,DE6,1,1.48
2017,NUTS,2016,DE7,1,1.12
2017,NUTS,2016,DE8,1,2.52
2017,NUTS,2016,DE9,1,1.7
2017,NUTS,2016,DEA,1,1.11
2017,NUTS,2016,DEB,1,1.05
2017,NUTS,2016,DED,1,0.37
2017,NUTS,2016,DK0,1,1.07
2017,NUTS,2016,EE0,1,1.26
2017,NUTS,2016,ES2,1,1.53
2017,NUTS,2016,ES3,1,1.13
2017,NUTS,2016,ES4,1,1.94
2017,NUTS,2016,ES5,1,1.66
2017,NUTS,2016,FI1,1,0.75
2017,NUTS,2016,FR1,1,0.89
2017,NUTS,2016,FRH,1,2.52
2017,NUTS,2016,FRI,1,1.14
2017,NUTS,2016,FRK,1,1.4
2017,NUTS,2016,FRL,1,0.79
2017,NUTS,2016,HR0,1,2.1
2017,NUTS,2016,HU1,1,0.74
2017,NUTS,2016,IE0,1,1.09
2017,NUTS,2016,ITC,1,1.01
2017,NUTS,2016,ITF,1,3.15
2017,NUTS,2016,ITG,1,1.57
2017,NUTS,2016,ITH,1,1.04
2017,NUTS,2016,ITI,1,1.06
2017,NUTS,2016,LU0,1,0.63
2017,NUTS,2016,LV0,1,0.9
2017,NUTS,2016,NL1,1,1.51
2017,NUTS,2016,NL2,1,0.95
2017,NUTS,2016,NL3,1,1.54
2017,NUTS,2016,NL4,1,0.47
2017,NUTS,2016,PL8,1,6.29
2017,NUTS,2016,PL9,1,0.48
2017,NUTS,2016,PT1,1,1.08
2017,NUTS,2016,SE1,1,1.19
2017,NUTS,2016,SE2,1,0.3
2017,NUTS,2016,SI0,1,0.59
2017,NUTS,2016,UKD,1,0.66
2017,NUTS,2016,UKE,1,2.52
2017,NUTS,2016,UKF,1,1.8
2017,NUTS,2016,UKG,1,0.7
2017,NUTS,2016,UKI,1,1.19
2017,NUTS,2016,UKJ,1,1.2
2017,NUTS,2016,UKL,1,1.57
2017,NUTS,2016,UKN,1,1.8
2017,NUTS,2016,AT13,2,0.7
2017,NUTS,2016,AT22,2,0.42
2017,NUTS,2016,BE10,2,0.65
2017,NUTS,2016,BE21,2,3.26
2017,NUTS,2016,BE23,2,0.97
2017,NUTS,2016,BE24,2,0.95
2017,NUTS,2016,BE31,2,2.1
2017,NUTS,2016,CZ01,2,0.74
2017,NUTS,2016,DE12,2,0.84
2017,NUTS,2016,DE14,2,1.4
2017,NUTS,2016,DE21,2,1.05
2017,NUTS,2016,DE23,2,2.52
2017,NUTS,2016,DE25,2,2.1
2017,NUTS,2016,DE30,2,1.14
2017,NUTS,2016,DE60,2,1.48
2017,NUTS,2016,DE71,2,1.18
2017,NUTS,2016,DE72,2,1.4
2017,NUTS,2016,DE80,2,2.52
2017,NUTS,2016,DE91,2,0.7
2017,NUTS,2016,DE92,2,3.87
2017,NUTS,2016,DEA2,2,1.42
2017,NUTS,2016,DEA5,2,2.1
2017,NUTS,2016,DEB3,2,1.57
2017,NUTS,2016,DED2,2,0.66
2017,NUTS,2016,DK01,2,0.88
2017,NUTS,2016,DK03,2,3.15
2017,NUTS,2016,DK04,2,0.79
2017,NUTS,2016,EE00,2,1.26
2017,NUTS,2016,ES21,2,3.15
2017,NUTS,2016,ES22,2,1.26
2017,NUTS,2016,ES30,2,1.13
2017,NUTS,2016,ES41,2,4.19
2017,NUTS,2016,ES51,2,1.86
2017,NUTS,2016,ES52,2,1.35
2017,NUTS,2016,FI1B,2,0.95
2017,NUTS,2016,FI1C,2,1.8
2017,NUTS,2016,FR10,2,0.89
2017,NUTS,2016,FRH0,2,2.52
2017,NUTS,2016,FRI1,2,1.57
2017,NUTS,2016,FRK2,2,1.4
2017,NUTS,2016,FRL0,2,0.79
2017,NUTS,2016,HR04,2,2.29
2017,NUTS,2016,HU11,2,0.87
2017,NUTS,2016,IE04,2,1.57
2017,NUTS,2016,IE06,2,1.22
2017,NUTS,2016,ITC1,2,0.7
2017,NUTS,2016,ITC4,2,1.2
2017,NUTS,2016,ITF1,2,6.29
2017,NUTS,2016,ITF4,2,7.19
2017,NUTS,2016,ITG2,2,3.15
2017,NUTS,2016,ITH2,2,1.05
2017,NUTS,2016,ITH3,2,0.9
2017,NUTS,2016,ITH4,2,2.1
2017,NUTS,2016,ITH5,2,1.09
2017,NUTS,2016,ITI1,2,1.23
2017,NUTS,2016,ITI2,2,4.19
2017,NUTS,2016,ITI4,2,0.95
2017,NUTS,2016,LU00,2,0.63
2017,NUTS,2016,LV00,2,0.9
2017,NUTS,2016,NL11,2,1.89
2017,NUTS,2016,NL22,2,1.36
2017,NUTS,2016,NL31,2,1.18
2017,NUTS,2016,NL32,2,2.22
2017,NUTS,2016,NL33,2,1.37
2017,NUTS,2016,NL41,2,0.66
2017,NUTS,2016,PL81,2,6.29
2017,NUTS,2016,PL91,2,0.48
2017,NUTS,2016,PT11,2,0.63
2017,NUTS,2016,PT17,2,1.68
2017,NUTS,2016,SE11,2,1.48
2017,NUTS,2016,SE12,2,0.47
2017,NUTS,2016,SE22,2,0.74
2017,NUTS,2016,SI03,2,1.8
2017,NUTS,2016,SI04,2,0.35
2017,NUTS,2016,UKD7,2,6.29
2017,NUTS,2016,UKE1,2,6.29
2017,NUTS,2016,UKE4,2,2.1
2017,NUTS,2016,UKF2,2,3.15
2017,NUTS,2016,UKG3,2,0.84
2017,NUTS,2016,UKI3,2,0.93
2017,NUTS,2016,UKI4,2,2.8
2017,NUTS,2016,UKJ2,2,0.9
2017,NUTS,2016,UKJ3,2,0.97
2017,NUTS,2016,UKJ4,2,5.03
2017,NUTS,2016,UKL1,2,4.19
2017,NUTS,2016,UKN0,2,1.8
2017,NUTS,2016,AT130,3,0.7
2017,NUTS,2016,AT221,3,0.5
2017,NUTS,2016,BE100,3,0.65
2017,NUTS,2016,BE211,3,4.19
2017,NUTS,2016,BE212,3,6.29
2017,NUTS,2016,BE213,3,1.94
2017,NUTS,2016,BE234,3,0.97
2017,NUTS,2016,BE241,3,2.29
2017,NUTS,2016,BE242,3,0.6
2017,NUTS,2016,BE310,3,2.1
2017,NUTS,2016,CZ010,3,0.74
2017,NUTS,2016,DE125,3,1.2
2017,NUTS,2016,DE126,3,2.52
2017,NUTS,2016,DE144,3,2.52
2017,NUTS,2016,DE212,3,0.89
2017,NUTS,2016,DE21H,3,2.8
2017,NUTS,2016,DE232,3,6.29
2017,NUTS,2016,DE254,3,12.58
2017,NUTS,2016,DE300,3,1.14
2017,NUTS,2016,DE600,3,1.48
2017,NUTS,2016,DE711,3,2.52
2017,NUTS,2016,DE712,3,1.48
2017,NUTS,2016,DE724,3,12.58
2017,NUTS,2016,DE80N,3,4.19
2017,NUTS,2016,DE911,3,2.1
2017,NUTS,2016,DE929,3,3.87
2017,NUTS,2016,DEA22,3,2.01
2017,NUTS,2016,DEA23,3,1.8
2017,NUTS,2016,DEA2C,3,2.29
2017,NUTS,2016,DEA52,3,3.15
2017,NUTS,2016,DEB3J,3,3.15
2017,NUTS,2016,DED21,3,0.7
2017,NUTS,2016,DK011,3,1.05
2017,NUTS,2016,DK013,3,1.57
2017,NUTS,2016,DK031,3,3.15
2017,NUTS,2016,DK032,3,3.15
2017,NUTS,2016,DK042,3,0.79
2017,NUTS,2016,EE001,3,0.9
2017,NUTS,2016,EE008,3,1.57
2017,NUTS,2016,ES211,3,12.58
2017,NUTS,2016,ES212,3,4.19
2017,NUTS,2016,ES220,3,1.26
2017,NUTS,2016,ES300,3,1.13
2017,NUTS,2016,ES412,3,6.29
2017,NUTS,2016,ES417,3,12.58
2017,NUTS,2016,ES511,3,1.99
2017,NUTS,2016,ES523,3,1.72
