year,region_type,region_year_spec,region_id,region_level,biotech_fund_spec
2015,NUTS,2013,CZ,0,1.28
2015,NUTS,2013,DE,0,1.08
2015,NUTS,2013,DK,0,1.18
2015,NUTS,2013,EE,0,2.78
2015,NUTS,2013,ES,0,1.38
2015,NUTS,2013,FI,0,0.36
2015,NUTS,2013,FR,0,1.81
2015,NUTS,2013,HR,0,0.59
2015,NUTS,2013,HU,0,1.43
2015,NUTS,2013,IE,0,0.76
2015,NUTS,2013,IT,0,0.87
2015,NUTS,2013,LT,0,0.07
2015,NUTS,2013,LU,0,1.16
2015,NUTS,2013,LV,0,0.68
2015,NUTS,2013,NL,0,1.15
2015,NUTS,2013,PL,0,0.09
2015,NUTS,2013,PT,0,1.97
2015,NUTS,2013,SE,0,1.52
2015,NUTS,2013,SI,0,0.78
2015,NUTS,2013,SK,0,1.26
2015,NUTS,2013,UK,0,1.21
2015,NUTS,2013,AT1,1,0.91
2015,NUTS,2013,AT2,1,0.55
2015,NUTS,2013,AT3,1,1.22
2015,NUTS,2013,BE1,1,0.09
2015,NUTS,2013,BE2,1,1.33
2015,NUTS,2013,BE3,1,0.84
2015,NUTS,2013,CZ0,1,1.28
2015,NUTS,2013,DE1,1,1.84
2015,NUTS,2013,DE2,1,0.67
2015,NUTS,2013,DE3,1,0.34
2015,NUTS,2013,DE4,1,2.6
2015,NUTS,2013,DE5,1,0.33
2015,NUTS,2013,DE7,1,0.51
2015,NUTS,2013,DE8,1,2.42
2015,NUTS,2013,DE9,1,1.66
2015,NUTS,2013,DEA,1,0.84
2015,NUTS,2013,DEB,1,0.92
2015,NUTS,2013,DEC,1,0.83
2015,NUTS,2013,DED,1,1.52
2015,NUTS,2013,DEF,1,1.3
2015,NUTS,2013,DEG,1,0.49
2015,NUTS,2013,DK0,1,1.18
2015,NUTS,2013,EE0,1,2.78
2015,NUTS,2013,ES1,1,2.2
2015,NUTS,2013,ES2,1,0.95
2015,NUTS,2013,ES3,1,1.32
2015,NUTS,2013,ES5,1,1.6
2015,NUTS,2013,ES7,1,3.62
2015,NUTS,2013,FI1,1,0.36
2015,NUTS,2013,FR1,1,2.08
2015,NUTS,2013,FR3,1,1.81
2015,NUTS,2013,FR4,1,0.03
2015,NUTS,2013,FR7,1,1.65
2015,NUTS,2013,FR8,1,1.27
2015,NUTS,2013,HR0,1,0.59
2015,NUTS,2013,HU1,1,0.73
2015,NUTS,2013,HU2,1,4.83
2015,NUTS,2013,HU3,1,2.7
2015,NUTS,2013,IE0,1,0.76
2015,NUTS,2013,ITC,1,1.13
2015,NUTS,2013,ITF,1,0.92
2015,NUTS,2013,ITG,1,1.36
2015,NUTS,2013,ITH,1,0.31
2015,NUTS,2013,ITI,1,0.82
2015,NUTS,2013,LT0,1,0.07
2015,NUTS,2013,LU0,1,1.16
2015,NUTS,2013,LV0,1,0.68
2015,NUTS,2013,NL1,1,2.28
2015,NUTS,2013,NL2,1,1.43
2015,NUTS,2013,NL3,1,1.12
2015,NUTS,2013,NL4,1,0.42
2015,NUTS,2013,PL1,1,0.16
2015,NUTS,2013,PT1,1,1.97
2015,NUTS,2013,SE1,1,1.73
2015,NUTS,2013,SE2,1,1.21
2015,NUTS,2013,SI0,1,0.78
2015,NUTS,2013,SK0,1,1.26
2015,NUTS,2013,UKD,1,0.88
2015,NUTS,2013,UKE,1,0.35
2015,NUTS,2013,UKF,1,1.02
2015,NUTS,2013,UKG,1,1.21
2015,NUTS,2013,UKH,1,0.87
2015,NUTS,2013,UKI,1,1.72
2015,NUTS,2013,UKJ,1,0.78
2015,NUTS,2013,UKL,1,1.91
2015,NUTS,2013,UKM,1,2.64
2015,NUTS,2013,AT12,2,1.52
2015,NUTS,2013,AT13,2,0.63
2015,NUTS,2013,AT22,2,0.56
2015,NUTS,2013,AT33,2,3.38
2015,NUTS,2013,BE10,2,0.09
2015,NUTS,2013,BE21,2,0.78
2015,NUTS,2013,BE23,2,2.31
2015,NUTS,2013,BE24,2,0.93
2015,NUTS,2013,BE31,2,0.49
2015,NUTS,2013,BE33,2,2.06
2015,NUTS,2013,CZ01,2,2.15
2015,NUTS,2013,DE12,2,2.04
2015,NUTS,2013,DE13,2,2.47
2015,NUTS,2013,DE14,2,2.02
2015,NUTS,2013,DE21,2,0.59
2015,NUTS,2013,DE25,2,1.49
2015,NUTS,2013,DE30,2,0.34
2015,NUTS,2013,DE40,2,2.6
2015,NUTS,2013,DE50,2,0.33
2015,NUTS,2013,DE71,2,0.6
2015,NUTS,2013,DE80,2,2.42
2015,NUTS,2013,DE91,2,1.84
2015,NUTS,2013,DE92,2,1.58
2015,NUTS,2013,DE94,2,1.39
2015,NUTS,2013,DEA1,2,1.02
2015,NUTS,2013,DEA2,2,0.78
2015,NUTS,2013,DEA5,2,1.62
2015,NUTS,2013,DEB3,2,0.94
2015,NUTS,2013,DEC0,2,0.83
2015,NUTS,2013,DED2,2,0.82
2015,NUTS,2013,DED5,2,2.48
2015,NUTS,2013,DEF0,2,1.3
2015,NUTS,2013,DEG0,2,0.49
2015,NUTS,2013,DK01,2,1.65
2015,NUTS,2013,DK04,2,0.28
2015,NUTS,2013,DK05,2,0.41
2015,NUTS,2013,EE00,2,2.78
2015,NUTS,2013,ES13,2,2.7
2015,NUTS,2013,ES22,2,1.85
2015,NUTS,2013,ES23,2,1.68
2015,NUTS,2013,ES24,2,1.32
2015,NUTS,2013,ES30,2,1.32
2015,NUTS,2013,ES51,2,1.53
2015,NUTS,2013,ES52,2,2.02
2015,NUTS,2013,ES70,2,3.62
2015,NUTS,2013,FI1B,2,0.38
2015,NUTS,2013,FI1D,2,0.79
2015,NUTS,2013,FR10,2,2.08
2015,NUTS,2013,FR30,2,1.81
2015,NUTS,2013,FR42,2,0.05
2015,NUTS,2013,FR71,2,1.94
2015,NUTS,2013,FR81,2,4.05
2015,NUTS,2013,FR82,2,1.01
2015,NUTS,2013,HR03,2,3.46
2015,NUTS,2013,HR04,2,0.31
2015,NUTS,2013,HU10,2,0.73
2015,NUTS,2013,HU23,2,4.83
2015,NUTS,2013,HU32,2,0.91
2015,NUTS,2013,HU33,2,3.3
2015,NUTS,2013,IE01,2,0.5
2015,NUTS,2013,IE02,2,0.83
2015,NUTS,2013,ITC1,2,0.06
2015,NUTS,2013,ITC4,2,1.82
2015,NUTS,2013,ITF1,2,0.27
2015,NUTS,2013,ITF3,2,1.52
2015,NUTS,2013,ITG1,2,1.72
2015,NUTS,2013,ITH3,2,0.76
2015,NUTS,2013,ITH5,2,0.17
2015,NUTS,2013,ITI1,2,1.19
2015,NUTS,2013,ITI2,2,4.83
2015,NUTS,2013,ITI4,2,0.72
2015,NUTS,2013,LT00,2,0.07
2015,NUTS,2013,LU00,2,1.16
2015,NUTS,2013,LV00,2,0.68
2015,NUTS,2013,NL11,2,3.18
2015,NUTS,2013,NL21,2,0.14
2015,NUTS,2013,NL22,2,1.68
2015,NUTS,2013,NL23,2,4.83
2015,NUTS,2013,NL31,2,0.95
2015,NUTS,2013,NL32,2,1.0
2015,NUTS,2013,NL33,2,1.31
2015,NUTS,2013,NL41,2,0.28
2015,NUTS,2013,NL42,2,0.75
2015,NUTS,2013,PL12,2,0.16
2015,NUTS,2013,PT15,2,0.89
2015,NUTS,2013,PT17,2,2.85
2015,NUTS,2013,SE11,2,2.06
2015,NUTS,2013,SE12,2,0.98
2015,NUTS,2013,SE22,2,1.9
2015,NUTS,2013,SI04,2,1.06
2015,NUTS,2013,SK01,2,1.3
2015,NUTS,2013,UKD3,2,0.98
2015,NUTS,2013,UKE4,2,0.36
2015,NUTS,2013,UKF1,2,2.2
2015,NUTS,2013,UKG3,2,1.21
2015,NUTS,2013,UKH2,2,2.58
2015,NUTS,2013,UKI3,2,2.0
2015,NUTS,2013,UKI4,2,0.36
2015,NUTS,2013,UKI7,2,0.3
2015,NUTS,2013,UKJ2,2,1.17
2015,NUTS,2013,UKJ3,2,0.87
2015,NUTS,2013,UKL2,2,2.15
2015,NUTS,2013,UKM2,2,1.83
2015,NUTS,2013,UKM3,2,2.87
2015,NUTS,2013,AT126,3,2.25
2015,NUTS,2013,AT130,3,0.63
2015,NUTS,2013,AT221,3,0.67
2015,NUTS,2013,AT332,3,3.96
2015,NUTS,2013,BE100,3,0.09
2015,NUTS,2013,BE211,3,1.43
2015,NUTS,2013,BE234,3,2.59
2015,NUTS,2013,BE242,3,0.98
2015,NUTS,2013,BE310,3,0.49
2015,NUTS,2013,BE332,3,2.06
2015,NUTS,2013,CZ010,3,2.15
2015,NUTS,2013,DE122,3,0.18
2015,NUTS,2013,DE125,3,2.3
2015,NUTS,2013,DE126,3,2.19
2015,NUTS,2013,DE128,3,4.83
2015,NUTS,2013,DE131,3,0.7
2015,NUTS,2013,DE139,3,4.66
2015,NUTS,2013,DE144,3,3.72
2015,NUTS,2013,DE212,3,0.41
2015,NUTS,2013,DE21E,3,4.83
2015,NUTS,2013,DE21H,3,3.56
2015,NUTS,2013,DE252,3,2.4
2015,NUTS,2013,DE300,3,0.34
2015,NUTS,2013,DE404,3,0.49
2015,NUTS,2013,DE405,3,4.79
2015,NUTS,2013,DE501,3,0.38
2015,NUTS,2013,DE712,3,1.29
2015,NUTS,2013,DE80N,3,4.83
2015,NUTS,2013,DE911,3,2.86
2015,NUTS,2013,DE929,3,1.64
2015,NUTS,2013,DE944,3,4.83
2015,NUTS,2013,DE948,3,4.83
2015,NUTS,2013,DEA13,3,3.78
2015,NUTS,2013,DEA1A,3,1.11
2015,NUTS,2013,DEA22,3,2.02
2015,NUTS,2013,DEA23,3,0.68
2015,NUTS,2013,DEA24,3,0.36
2015,NUTS,2013,DEA26,3,0.19
2015,NUTS,2013,DEA52,3,1.93
2015,NUTS,2013,DEB35,3,4.83
2015,NUTS,2013,DEB3J,3,4.83
2015,NUTS,2013,DEC05,3,0.97
2015,NUTS,2013,DED21,3,0.87
2015,NUTS,2013,DED51,3,2.48
2015,NUTS,2013,DEF03,3,3.77
2015,NUTS,2013,DEG03,3,0.86
2015,NUTS,2013,DK011,3,1.53
2015,NUTS,2013,DK013,3,3.68
2015,NUTS,2013,DK042,3,0.28
2015,NUTS,2013,DK050,3,0.41
2015,NUTS,2013,EE001,3,0.78
2015,NUTS,2013,EE008,3,3.35
2015,NUTS,2013,ES130,3,2.7
2015,NUTS,2013,ES220,3,1.85
2015,NUTS,2013,ES230,3,1.68
2015,NUTS,2013,ES243,3,1.32
2015,NUTS,2013,ES300,3,1.32
2015,NUTS,2013,ES511,3,1.56
2015,NUTS,2013,ES521,3,3.25
2015,NUTS,2013,ES523,3,1.41
2015,NUTS,2013,ES705,3,3.62
2015,NUTS,2013,FI1B1,3,0.38
2015,NUTS,2013,FI1D2,3,1.55
2015,NUTS,2013,FI1D6,3,0.91
2015,NUTS,2013,FR101,3,2.22
2015,NUTS,2013,FR104,3,1.56
2015,NUTS,2013,FR106,3,0.6
2015,NUTS,2013,FR107,3,2.43
2015,NUTS,2013,FR301,3,1.81
2015,NUTS,2013,FR421,3,0.06
2015,NUTS,2013,FR714,3,1.32
2015,NUTS,2013,FR716,3,2.93
2015,NUTS,2013,FR813,3,4.05
2015,NUTS,2013,FR823,3,2.03
2015,NUTS,2013,FR824,3,0.82
2015,NUTS,2013,HR031,3,4.83
2015,NUTS,2013,HR041,3,0.38
2015,NUTS,2013,HU101,3,0.79
2015,NUTS,2013,HU231,3,4.83
2015,NUTS,2013,HU321,3,0.91
2015,NUTS,2013,HU333,3,3.36
2015,NUTS,2013,IE013,3,0.5
2015,NUTS,2013,IE021,3,1.02
2015,NUTS,2013,IE025,3,0.23
2015,NUTS,2013,ITC11,3,0.07
2015,NUTS,2013,ITC41,3,2.13
2015,NUTS,2013,ITC4C,3,2.12
2015,NUTS,2013,ITF14,3,0.73
2015,NUTS,2013,ITF33,3,2.18
2015,NUTS,2013,ITG12,3,1.85
2015,NUTS,2013,ITH31,3,0.75
2015,NUTS,2013,ITH36,3,2.04
2015,NUTS,2013,ITH55,3,0.23
2015,NUTS,2013,ITI14,3,1.0
2015,NUTS,2013,ITI17,3,0.61
2015,NUTS,2013,ITI19,3,3.47
2015,NUTS,2013,ITI21,3,4.83
2015,NUTS,2013,ITI43,3,0.72
2015,NUTS,2013,LT002,3,0.4
2015,NUTS,2013,LU000,3,1.16
2015,NUTS,2013,LV006,3,0.81
2015,NUTS,2013,NL113,3,3.18
2015,NUTS,2013,NL213,3,0.16
2015,NUTS,2013,NL221,3,0.72
2015,NUTS,2013,NL226,3,2.63
2015,NUTS,2013,NL230,3,4.83
2015,NUTS,2013,NL310,3,0.95
2015,NUTS,2013,NL326,3,1.07
2015,NUTS,2013,NL332,3,0.68
2015,NUTS,2013,NL333,3,0.7
2015,NUTS,2013,NL337,3,3.46
2015,NUTS,2013,NL339,3,0.41
2015,NUTS,2013,NL413,3,1.0
2015,NUTS,2013,NL414,3,0.14
2015,NUTS,2013,NL423,3,0.75
2015,NUTS,2013,PL127,3,0.2
2015,NUTS,2013,PT150,3,0.89
2015,NUTS,2013,PT170,3,2.85
2015,NUTS,2013,SE110,3,2.06
2015,NUTS,2013,SE121,3,1.4
2015,NUTS,2013,SE123,3,0.03
2015,NUTS,2013,SE224,3,1.91
2015,NUTS,2013,SI041,3,1.15
2015,NUTS,2013,SK010,3,1.3
2015,NUTS,2013,UKD33,3,1.09
2015,NUTS,2013,UKE42,3,0.39
2015,NUTS,2013,UKF14,3,2.31
2015,NUTS,2013,UKG31,3,1.32
2015,NUTS,2013,UKH23,3,4.83
2015,NUTS,2013,UKI31,3,2.47
2015,NUTS,2013,UKI32,3,1.69
2015,NUTS,2013,UKI34,3,4.23
2015,NUTS,2013,UKI42,3,0.71
2015,NUTS,2013,UKI75,3,2.65
2015,NUTS,2013,UKJ22,3,1.53
2015,NUTS,2013,UKJ25,3,0.2
2015,NUTS,2013,UKJ32,3,0.87
2015,NUTS,2013,UKL22,3,2.16
2015,NUTS,2013,UKM25,3,1.83
2015,NUTS,2013,UKM34,3,2.87
2016,NUTS,2016,AT,0,0.77
2016,NUTS,2016,BE,0,0.61
2016,NUTS,2016,CZ,0,0.55
2016,NUTS,2016,DE,0,1.22
2016,NUTS,2016,DK,0,0.68
2016,NUTS,2016,EE,0,0.46
2016,NUTS,2016,ES,0,0.5
2016,NUTS,2016,FI,0,0.14
2016,NUTS,2016,FR,0,1.52
2016,NUTS,2016,HU,0,0.35
2016,NUTS,2016,IE,0,1.31
2016,NUTS,2016,IT,0,0.92
2016,NUTS,2016,LT,0,0.09
2016,NUTS,2016,LU,0,0.18
2016,NUTS,2016,LV,0,1.35
2016,NUTS,2016,NL,0,1.19
2016,NUTS,2016,PL,0,0.08
2016,NUTS,2016,PT,0,0.58
2016,NUTS,2016,SE,0,1.03
2016,NUTS,2016,SI,0,0.25
2016,NUTS,2016,SK,0,0.2
2016,NUTS,2016,UK,0,1.43
2016,NUTS,2016,AT1,1,0.79
2016,NUTS,2016,AT2,1,0.25
2016,NUTS,2016,AT3,1,1.43
2016,NUTS,2016,BE1,1,0.21
2016,NUTS,2016,BE2,1,0.72
2016,NUTS,2016,BE3,1,1.33
2016,NUTS,2016,CZ0,1,0.55
2016,NUTS,2016,DE1,1,1.78
2016,NUTS,2016,DE2,1,0.7
2016,NUTS,2016,DE3,1,1.3
2016,NUTS,2016,DE6,1,0.99
2016,NUTS,2016,DE7,1,1.3
2016,NUTS,2016,DE9,1,0.59
2016,NUTS,2016,DEA,1,1.33
2016,NUTS,2016,DEB,1,1.67
2016,NUTS,2016,DEC,1,3.53
2016,NUTS,2016,DED,1,0.38
2016,NUTS,2016,DEG,1,1.91
2016,NUTS,2016,DK0,1,0.68
2016,NUTS,2016,EE0,1,0.46
2016,NUTS,2016,ES2,1,0.1
2016,NUTS,2016,ES3,1,0.7
2016,NUTS,2016,ES4,1,0.79
2016,NUTS,2016,ES5,1,0.51
2016,NUTS,2016,FI1,1,0.14
2016,NUTS,2016,FR1,1,1.94
2016,NUTS,2016,FRE,1,1.65
2016,NUTS,2016,FRF,1,2.2
2016,NUTS,2016,FRI,1,0.77
2016,NUTS,2016,FRK,1,0.79
2016,NUTS,2016,FRL,1,0.92
2016,NUTS,2016,HU1,1,0.34
2016,NUTS,2016,HU3,1,0.56
2016,NUTS,2016,IE0,1,1.31
2016,NUTS,2016,ITC,1,0.87
2016,NUTS,2016,ITG,1,0.07
2016,NUTS,2016,ITH,1,0.5
2016,NUTS,2016,ITI,1,1.24
2016,NUTS,2016,LT0,1,0.09
2016,NUTS,2016,LU0,1,0.18
2016,NUTS,2016,LV0,1,1.35
2016,NUTS,2016,NL1,1,1.03
2016,NUTS,2016,NL2,1,1.48
2016,NUTS,2016,NL3,1,1.23
2016,NUTS,2016,NL4,1,0.7
2016,NUTS,2016,PL5,1,2.15
2016,NUTS,2016,PL6,1,3.95
2016,NUTS,2016,PT1,1,0.63
2016,NUTS,2016,SE1,1,1.36
2016,NUTS,2016,SE2,1,0.63
2016,NUTS,2016,SE3,1,0.27
2016,NUTS,2016,SI0,1,0.25
2016,NUTS,2016,SK0,1,0.2
2016,NUTS,2016,UKD,1,2.08
2016,NUTS,2016,UKE,1,0.7
2016,NUTS,2016,UKF,1,0.89
2016,NUTS,2016,UKG,1,0.2
2016,NUTS,2016,UKH,1,0.09
2016,NUTS,2016,UKI,1,1.53
2016,NUTS,2016,UKJ,1,1.3
2016,NUTS,2016,UKK,1,3.36
2016,NUTS,2016,UKL,1,2.21
2016,NUTS,2016,UKM,1,1.55
2016,NUTS,2016,UKN,1,0.53
2016,NUTS,2016,AT12,2,0.52
2016,NUTS,2016,AT13,2,0.81
2016,NUTS,2016,AT22,2,0.36
2016,NUTS,2016,AT32,2,1.57
2016,NUTS,2016,AT33,2,1.82
2016,NUTS,2016,BE10,2,0.21
2016,NUTS,2016,BE21,2,0.81
2016,NUTS,2016,BE23,2,1.09
2016,NUTS,2016,BE24,2,0.63
2016,NUTS,2016,BE31,2,1.07
2016,NUTS,2016,BE32,2,3.95
2016,NUTS,2016,BE33,2,1.39
2016,NUTS,2016,CZ01,2,0.82
2016,NUTS,2016,CZ03,2,0.77
2016,NUTS,2016,DE11,2,0.36
2016,NUTS,2016,DE12,2,2.24
2016,NUTS,2016,DE13,2,2.19
2016,NUTS,2016,DE14,2,3.19
2016,NUTS,2016,DE21,2,0.63
2016,NUTS,2016,DE23,2,3.39
2016,NUTS,2016,DE25,2,0.15
2016,NUTS,2016,DE30,2,1.3
2016,NUTS,2016,DE60,2,0.99
2016,NUTS,2016,DE71,2,1.03
2016,NUTS,2016,DE72,2,1.99
2016,NUTS,2016,DE92,2,1.18
2016,NUTS,2016,DEA1,2,0.74
2016,NUTS,2016,DEA2,2,1.51
2016,NUTS,2016,DEA5,2,0.94
2016,NUTS,2016,DEB1,2,3.01
2016,NUTS,2016,DEB3,2,1.15
2016,NUTS,2016,DEC0,2,3.53
2016,NUTS,2016,DED2,2,0.55
2016,NUTS,2016,DED5,2,0.07
2016,NUTS,2016,DEG0,2,1.91
2016,NUTS,2016,DK01,2,1.05
2016,NUTS,2016,EE00,2,0.46
2016,NUTS,2016,ES21,2,0.02
2016,NUTS,2016,ES23,2,3.95
2016,NUTS,2016,ES30,2,0.7
2016,NUTS,2016,ES42,2,3.95
2016,NUTS,2016,ES51,2,0.51
2016,NUTS,2016,ES52,2,1.19
2016,NUTS,2016,FI19,2,1.45
2016,NUTS,2016,FI1B,2,0.01
2016,NUTS,2016,FR10,2,1.94
2016,NUTS,2016,FRE1,2,1.94
2016,NUTS,2016,FRF1,2,2.65
2016,NUTS,2016,FRI1,2,0.82
2016,NUTS,2016,FRK2,2,0.82
2016,NUTS,2016,FRL0,2,0.92
2016,NUTS,2016,HU11,2,0.42
2016,NUTS,2016,HU32,2,2.24
2016,NUTS,2016,HU33,2,0.05
2016,NUTS,2016,IE04,2,0.79
2016,NUTS,2016,IE05,2,1.17
2016,NUTS,2016,IE06,2,1.38
2016,NUTS,2016,ITC1,2,0.64
2016,NUTS,2016,ITC3,2,0.14
2016,NUTS,2016,ITC4,2,1.07
2016,NUTS,2016,ITG1,2,0.22
2016,NUTS,2016,ITH3,2,1.28
2016,NUTS,2016,ITH4,2,0.31
2016,NUTS,2016,ITH5,2,0.18
2016,NUTS,2016,ITI1,2,2.05
2016,NUTS,2016,ITI2,2,1.84
2016,NUTS,2016,ITI4,2,1.05
2016,NUTS,2016,LT01,2,0.22
2016,NUTS,2016,LU00,2,0.18
2016,NUTS,2016,LV00,2,1.35
2016,NUTS,2016,NL11,2,1.32
2016,NUTS,2016,NL22,2,1.77
2016,NUTS,2016,NL31,2,1.33
2016,NUTS,2016,NL32,2,1.13
2016,NUTS,2016,NL33,2,1.27
2016,NUTS,2016,NL41,2,0.55
2016,NUTS,2016,NL42,2,0.96
2016,NUTS,2016,PL51,2,2.37
2016,NUTS,2016,PL62,2,3.95
2016,NUTS,2016,PT11,2,1.02
2016,NUTS,2016,PT16,2,0.28
2016,NUTS,2016,PT17,2,0.56
2016,NUTS,2016,SE11,2,1.52
2016,NUTS,2016,SE12,2,0.93
2016,NUTS,2016,SE22,2,0.48
2016,NUTS,2016,SE23,2,1.34
2016,NUTS,2016,SE33,2,0.44
2016,NUTS,2016,SI04,2,0.36
2016,NUTS,2016,SK01,2,0.35
2016,NUTS,2016,UKD3,2,2.63
2016,NUTS,2016,UKD7,2,3.95
2016,NUTS,2016,UKE4,2,0.96
2016,NUTS,2016,UKF1,2,0.79
2016,NUTS,2016,UKF2,2,1.21
2016,NUTS,2016,UKG3,2,0.23
2016,NUTS,2016,UKH2,2,0.48
2016,NUTS,2016,UKI3,2,1.56
2016,NUTS,2016,UKI4,2,1.66
2016,NUTS,2016,UKJ2,2,0.64
2016,NUTS,2016,UKJ3,2,3.04
2016,NUTS,2016,UKK1,2,3.51
2016,NUTS,2016,UKL2,2,2.86
2016,NUTS,2016,UKM8,2,2.14
2016,NUTS,2016,UKN0,2,0.53
2016,NUTS,2016,AT126,3,3.95
2016,NUTS,2016,AT130,3,0.81
2016,NUTS,2016,AT221,3,0.48
2016,NUTS,2016,AT323,3,1.57
2016,NUTS,2016,AT332,3,1.88
2016,NUTS,2016,BE100,3,0.21
2016,NUTS,2016,BE211,3,1.31
2016,NUTS,2016,BE212,3,0.91
2016,NUTS,2016,BE213,3,0.34
2016,NUTS,2016,BE234,3,1.11
2016,NUTS,2016,BE242,3,0.68
2016,NUTS,2016,BE310,3,1.07
2016,NUTS,2016,BE322,3,3.95
2016,NUTS,2016,BE332,3,1.48
2016,NUTS,2016,CZ010,3,0.82
2016,NUTS,2016,CZ031,3,0.77
2016,NUTS,2016,DE111,3,0.35
2016,NUTS,2016,DE11A,3,3.95
2016,NUTS,2016,DE122,3,1.87
2016,NUTS,2016,DE125,3,2.58
2016,NUTS,2016,DE131,3,1.67
2016,NUTS,2016,DE134,3,2.75
2016,NUTS,2016,DE136,3,3.95
2016,NUTS,2016,DE138,3,3.6
2016,NUTS,2016,DE144,3,3.74
2016,NUTS,2016,DE212,3,0.8
2016,NUTS,2016,DE21H,3,0.04
2016,NUTS,2016,DE232,3,3.39
2016,NUTS,2016,DE252,3,0.32
2016,NUTS,2016,DE300,3,1.3
