year,region_type,region_year_spec,region_id,region_level,diagnosis_proj_count
2017,NUTS,2016,UKL1,2,1
2017,NUTS,2016,UKL18,3,1
2017,NUTS,2016,UKN,1,1
2017,NUTS,2016,UKN0,2,1
2017,NUTS,2016,UKN12,3,1
2018,NUTS,2016,AT,0,5
2018,NUTS,2016,AT1,1,3
2018,NUTS,2016,AT13,2,3
2018,NUTS,2016,AT130,3,3
2018,NUTS,2016,AT3,1,2
2018,NUTS,2016,AT31,2,1
2018,NUTS,2016,AT315,3,1
2018,NUTS,2016,AT33,2,1
2018,NUTS,2016,AT332,3,1
2018,NUTS,2016,BE,0,19
2018,NUTS,2016,BE1,1,13
2018,NUTS,2016,BE10,2,13
2018,NUTS,2016,BE100,3,13
2018,NUTS,2016,BE2,1,5
2018,NUTS,2016,BE21,2,2
2018,NUTS,2016,BE211,3,1
2018,NUTS,2016,BE213,3,1
2018,NUTS,2016,BE24,2,3
2018,NUTS,2016,BE241,3,1
2018,NUTS,2016,BE242,3,2
2018,NUTS,2016,BE3,1,1
2018,NUTS,2016,BE31,2,1
2018,NUTS,2016,BE310,3,1
2018,NUTS,2016,BG,0,1
2018,NUTS,2016,BG4,1,1
2018,NUTS,2016,BG41,2,1
2018,NUTS,2016,BG411,3,1
2018,NUTS,2016,DE,0,21
2018,NUTS,2016,DE1,1,2
2018,NUTS,2016,DE12,2,1
2018,NUTS,2016,DE125,3,1
2018,NUTS,2016,DE13,2,1
2018,NUTS,2016,DE131,3,1
2018,NUTS,2016,DE2,1,3
2018,NUTS,2016,DE21,2,3
2018,NUTS,2016,DE212,3,3
2018,NUTS,2016,DE3,1,3
2018,NUTS,2016,DE30,2,3
2018,NUTS,2016,DE300,3,3
2018,NUTS,2016,DE6,1,3
2018,NUTS,2016,DE60,2,3
2018,NUTS,2016,DE600,3,3
2018,NUTS,2016,DE7,1,1
2018,NUTS,2016,DE71,2,1
2018,NUTS,2016,DE711,3,1
2018,NUTS,2016,DE8,1,1
2018,NUTS,2016,DE80,2,1
2018,NUTS,2016,DE80N,3,1
2018,NUTS,2016,DEA,1,5
2018,NUTS,2016,DEA1,2,1
2018,NUTS,2016,DEA1C,3,1
2018,NUTS,2016,DEA2,2,4
2018,NUTS,2016,DEA22,3,1
2018,NUTS,2016,DEA23,3,2
2018,NUTS,2016,DEA2D,3,1
2018,NUTS,2016,DEC,1,1
2018,NUTS,2016,DEC0,2,1
2018,NUTS,2016,DEC05,3,1
2018,NUTS,2016,DED,1,2
2018,NUTS,2016,DED2,2,1
2018,NUTS,2016,DED21,3,1
2018,NUTS,2016,DED5,2,1
2018,NUTS,2016,DED51,3,1
2018,NUTS,2016,DK,0,4
2018,NUTS,2016,DK0,1,4
2018,NUTS,2016,DK01,2,4
2018,NUTS,2016,DK011,3,1
2018,NUTS,2016,DK012,3,3
2018,NUTS,2016,EE,0,1
2018,NUTS,2016,EE0,1,1
2018,NUTS,2016,EE00,2,1
2018,NUTS,2016,EE001,3,1
2018,NUTS,2016,ES,0,12
2018,NUTS,2016,ES2,1,2
2018,NUTS,2016,ES24,2,2
2018,NUTS,2016,ES243,3,2
2018,NUTS,2016,ES3,1,4
2018,NUTS,2016,ES30,2,4
2018,NUTS,2016,ES300,3,4
2018,NUTS,2016,ES5,1,5
2018,NUTS,2016,ES51,2,5
2018,NUTS,2016,ES511,3,5
2018,NUTS,2016,ES6,1,1
2018,NUTS,2016,ES61,2,1
2018,NUTS,2016,ES618,3,1
2018,NUTS,2016,FI,0,4
2018,NUTS,2016,FI1,1,4
2018,NUTS,2016,FI19,2,1
2018,NUTS,2016,FI193,3,1
2018,NUTS,2016,FI1B,2,1
2018,NUTS,2016,FI1B1,3,1
2018,NUTS,2016,FI1C,2,2
2018,NUTS,2016,FI1C1,3,2
2018,NUTS,2016,FR,0,22
2018,NUTS,2016,FR1,1,18
2018,NUTS,2016,FR10,2,18
2018,NUTS,2016,FR101,3,14
2018,NUTS,2016,FR104,3,2
2018,NUTS,2016,FR105,3,1
2018,NUTS,2016,FR107,3,1
2018,NUTS,2016,FRC,1,1
2018,NUTS,2016,FRC1,2,1
2018,NUTS,2016,FRC11,3,1
2018,NUTS,2016,FRG,1,1
2018,NUTS,2016,FRG0,2,1
2018,NUTS,2016,FRG01,3,1
2018,NUTS,2016,FRJ,1,1
2018,NUTS,2016,FRJ1,2,1
2018,NUTS,2016,FRJ13,3,1
2018,NUTS,2016,FRL,1,1
2018,NUTS,2016,FRL0,2,1
2018,NUTS,2016,FRL04,3,1
2018,NUTS,2016,HU,0,3
2018,NUTS,2016,HU1,1,3
2018,NUTS,2016,HU11,2,2
2018,NUTS,2016,HU110,3,2
2018,NUTS,2016,HU12,2,1
2018,NUTS,2016,HU120,3,1
2018,NUTS,2016,IT,0,18
2018,NUTS,2016,ITC,1,9
2018,NUTS,2016,ITC1,2,4
2018,NUTS,2016,ITC11,3,3
2018,NUTS,2016,ITC12,3,1
2018,NUTS,2016,ITC4,2,5
2018,NUTS,2016,ITC47,3,1
2018,NUTS,2016,ITC4C,3,4
2018,NUTS,2016,ITF,1,1
2018,NUTS,2016,ITF3,2,1
2018,NUTS,2016,ITF31,3,1
2018,NUTS,2016,ITH,1,3
2018,NUTS,2016,ITH3,2,2
2018,NUTS,2016,ITH36,3,2
2018,NUTS,2016,ITH5,2,1
2018,NUTS,2016,ITH56,3,1
2018,NUTS,2016,ITI,1,5
2018,NUTS,2016,ITI1,2,3
2018,NUTS,2016,ITI14,3,1
2018,NUTS,2016,ITI19,3,2
2018,NUTS,2016,ITI4,2,2
2018,NUTS,2016,ITI43,3,2
2018,NUTS,2016,LU,0,1
2018,NUTS,2016,LU0,1,1
2018,NUTS,2016,LU00,2,1
2018,NUTS,2016,LU000,3,1
2018,NUTS,2016,LV,0,1
2018,NUTS,2016,LV0,1,1
2018,NUTS,2016,LV00,2,1
2018,NUTS,2016,LV006,3,1
2018,NUTS,2016,NL,0,30
2018,NUTS,2016,NL1,1,2
2018,NUTS,2016,NL11,2,2
2018,NUTS,2016,NL113,3,2
2018,NUTS,2016,NL2,1,3
2018,NUTS,2016,NL21,2,1
2018,NUTS,2016,NL213,3,1
2018,NUTS,2016,NL22,2,1
2018,NUTS,2016,NL226,3,1
2018,NUTS,2016,NL23,2,1
2018,NUTS,2016,NL230,3,1
2018,NUTS,2016,NL3,1,22
2018,NUTS,2016,NL31,2,5
2018,NUTS,2016,NL310,3,5
2018,NUTS,2016,NL32,2,6
2018,NUTS,2016,NL329,3,6
2018,NUTS,2016,NL33,2,11
2018,NUTS,2016,NL332,3,3
2018,NUTS,2016,NL333,3,2
2018,NUTS,2016,NL337,3,3
2018,NUTS,2016,NL33C,3,3
2018,NUTS,2016,NL4,1,3
2018,NUTS,2016,NL41,2,2
2018,NUTS,2016,NL414,3,2
2018,NUTS,2016,NL42,2,1
2018,NUTS,2016,NL423,3,1
2018,NUTS,2016,PL,0,1
2018,NUTS,2016,PL9,1,1
2018,NUTS,2016,PL91,2,1
2018,NUTS,2016,PL911,3,1
2018,NUTS,2016,PT,0,4
2018,NUTS,2016,PT1,1,4
2018,NUTS,2016,PT11,2,3
2018,NUTS,2016,PT11A,3,3
2018,NUTS,2016,PT17,2,1
2018,NUTS,2016,PT170,3,1
2018,NUTS,2016,SE,0,6
2018,NUTS,2016,SE1,1,5
2018,NUTS,2016,SE11,2,3
2018,NUTS,2016,SE110,3,3
2018,NUTS,2016,SE12,2,2
2018,NUTS,2016,SE121,3,2
2018,NUTS,2016,SE2,1,1
2018,NUTS,2016,SE23,2,1
2018,NUTS,2016,SE232,3,1
2018,NUTS,2016,UK,0,15
2018,NUTS,2016,UKD,1,1
2018,NUTS,2016,UKD3,2,1
2018,NUTS,2016,UKD33,3,1
2018,NUTS,2016,UKE,1,1
2018,NUTS,2016,UKE2,2,1
2018,NUTS,2016,UKE22,3,1
2018,NUTS,2016,UKF,1,1
2018,NUTS,2016,UKF2,2,1
2018,NUTS,2016,UKF21,3,1
2018,NUTS,2016,UKI,1,10
2018,NUTS,2016,UKI3,2,6
2018,NUTS,2016,UKI31,3,2
2018,NUTS,2016,UKI32,3,4
2018,NUTS,2016,UKI4,2,2
2018,NUTS,2016,UKI43,3,1
2018,NUTS,2016,UKI44,3,1
2018,NUTS,2016,UKI7,2,2
2018,NUTS,2016,UKI75,3,2
2018,NUTS,2016,UKJ,1,2
2018,NUTS,2016,UKJ1,2,1
2018,NUTS,2016,UKJ14,3,1
2018,NUTS,2016,UKJ4,2,1
2018,NUTS,2016,UKJ44,3,1
2019,NUTS,2016,AT,0,25
2019,NUTS,2016,AT1,1,19
2019,NUTS,2016,AT12,2,1
2019,NUTS,2016,AT122,3,1
2019,NUTS,2016,AT13,2,18
2019,NUTS,2016,AT130,3,18
2019,NUTS,2016,AT2,1,2
2019,NUTS,2016,AT22,2,2
2019,NUTS,2016,AT221,3,2
2019,NUTS,2016,AT3,1,4
2019,NUTS,2016,AT31,2,3
2019,NUTS,2016,AT312,3,2
2019,NUTS,2016,AT313,3,1
2019,NUTS,2016,AT33,2,1
2019,NUTS,2016,AT332,3,1
2019,NUTS,2016,BE,0,50
2019,NUTS,2016,BE1,1,25
2019,NUTS,2016,BE10,2,25
2019,NUTS,2016,BE100,3,25
2019,NUTS,2016,BE2,1,22
2019,NUTS,2016,BE21,2,8
2019,NUTS,2016,BE211,3,3
2019,NUTS,2016,BE213,3,5
2019,NUTS,2016,BE23,2,5
2019,NUTS,2016,BE232,3,1
2019,NUTS,2016,BE234,3,4
2019,NUTS,2016,BE24,2,9
2019,NUTS,2016,BE241,3,3
2019,NUTS,2016,BE242,3,6
2019,NUTS,2016,BE3,1,3
2019,NUTS,2016,BE31,2,2
2019,NUTS,2016,BE310,3,2
2019,NUTS,2016,BE33,2,1
2019,NUTS,2016,BE332,3,1
2019,NUTS,2016,BG,0,1
2019,NUTS,2016,BG4,1,1
2019,NUTS,2016,BG41,2,1
2019,NUTS,2016,BG411,3,1
2019,NUTS,2016,CZ,0,5
2019,NUTS,2016,CZ0,1,5
2019,NUTS,2016,CZ01,2,3
2019,NUTS,2016,CZ010,3,3
2019,NUTS,2016,CZ06,2,1
2019,NUTS,2016,CZ063,3,1
2019,NUTS,2016,CZ08,2,1
2019,NUTS,2016,CZ080,3,1
2019,NUTS,2016,DE,0,40
2019,NUTS,2016,DE1,1,5
2019,NUTS,2016,DE11,2,2
2019,NUTS,2016,DE111,3,1
2019,NUTS,2016,DE112,3,1
2019,NUTS,2016,DE12,2,3
2019,NUTS,2016,DE125,3,2
2019,NUTS,2016,DE126,3,1
2019,NUTS,2016,DE2,1,7
2019,NUTS,2016,DE21,2,5
2019,NUTS,2016,DE212,3,5
2019,NUTS,2016,DE24,2,1
2019,NUTS,2016,DE242,3,1
2019,NUTS,2016,DE25,2,1
2019,NUTS,2016,DE252,3,1
2019,NUTS,2016,DE3,1,4
2019,NUTS,2016,DE30,2,4
2019,NUTS,2016,DE300,3,4
2019,NUTS,2016,DE4,1,2
2019,NUTS,2016,DE40,2,2
2019,NUTS,2016,DE404,3,2
2019,NUTS,2016,DE7,1,4
2019,NUTS,2016,DE71,2,4
2019,NUTS,2016,DE711,3,1
2019,NUTS,2016,DE718,3,1
2019,NUTS,2016,DE71C,3,1
2019,NUTS,2016,DE71E,3,1
2019,NUTS,2016,DE9,1,4
2019,NUTS,2016,DE91,2,2
2019,NUTS,2016,DE911,3,1
2019,NUTS,2016,DE91C,3,1
2019,NUTS,2016,DE92,2,2
2019,NUTS,2016,DE929,3,2
2019,NUTS,2016,DEA,1,10
2019,NUTS,2016,DEA1,2,1
2019,NUTS,2016,DEA11,3,1
2019,NUTS,2016,DEA2,2,8
2019,NUTS,2016,DEA22,3,3
2019,NUTS,2016,DEA2C,3,2
2019,NUTS,2016,DEA2D,3,3
2019,NUTS,2016,DEA5,2,1
2019,NUTS,2016,DEA52,3,1
2019,NUTS,2016,DEF,1,4
2019,NUTS,2016,DEF0,2,4
2019,NUTS,2016,DEF03,3,1
2019,NUTS,2016,DEF0A,3,1
2019,NUTS,2016,DEF0D,3,2
2019,NUTS,2016,DK,0,13
2019,NUTS,2016,DK0,1,13
2019,NUTS,2016,DK01,2,8
2019,NUTS,2016,DK011,3,4
2019,NUTS,2016,DK012,3,3
2019,NUTS,2016,DK013,3,1
2019,NUTS,2016,DK03,2,2
2019,NUTS,2016,DK031,3,1
2019,NUTS,2016,DK032,3,1
2019,NUTS,2016,DK05,2,3
2019,NUTS,2016,DK050,3,3
2019,NUTS,2016,EE,0,7
2019,NUTS,2016,EE0,1,7
2019,NUTS,2016,EE00,2,7
2019,NUTS,2016,EE001,3,2
2019,NUTS,2016,EE008,3,5
2019,NUTS,2016,ES,0,26
2019,NUTS,2016,ES2,1,4
2019,NUTS,2016,ES21,2,3
2019,NUTS,2016,ES211,3,1
2019,NUTS,2016,ES212,3,1
2019,NUTS,2016,ES213,3,1
2019,NUTS,2016,ES23,2,1
2019,NUTS,2016,ES230,3,1
2019,NUTS,2016,ES3,1,11
2019,NUTS,2016,ES30,2,11
2019,NUTS,2016,ES300,3,11
2019,NUTS,2016,ES5,1,10
2019,NUTS,2016,ES51,2,7
2019,NUTS,2016,ES511,3,6
2019,NUTS,2016,ES514,3,1
2019,NUTS,2016,ES52,2,3
2019,NUTS,2016,ES521,3,1
2019,NUTS,2016,ES523,3,2
2019,NUTS,2016,ES6,1,1
2019,NUTS,2016,ES61,2,1
2019,NUTS,2016,ES618,3,1
2019,NUTS,2016,FI,0,3
2019,NUTS,2016,FI1,1,3
2019,NUTS,2016,FI1B,2,3
2019,NUTS,2016,FI1B1,3,3
2019,NUTS,2016,FR,0,34
2019,NUTS,2016,FR1,1,26
2019,NUTS,2016,FR10,2,26
2019,NUTS,2016,FR101,3,19
2019,NUTS,2016,FR104,3,2
2019,NUTS,2016,FR105,3,3
2019,NUTS,2016,FR106,3,2
2019,NUTS,2016,FRJ,1,1
2019,NUTS,2016,FRJ1,2,1
2019,NUTS,2016,FRJ13,3,1
2019,NUTS,2016,FRK,1,7
2019,NUTS,2016,FRK1,2,2
2019,NUTS,2016,FRK14,3,2
2019,NUTS,2016,FRK2,2,5
2019,NUTS,2016,FRK24,3,1
2019,NUTS,2016,FRK26,3,4
2019,NUTS,2016,HR,0,2
2019,NUTS,2016,HR0,1,2
2019,NUTS,2016,HR04,2,2
2019,NUTS,2016,HR041,3,2
2019,NUTS,2016,HU,0,5
2019,NUTS,2016,HU1,1,3
2019,NUTS,2016,HU11,2,2
2019,NUTS,2016,HU110,3,2
2019,NUTS,2016,HU12,2,1
2019,NUTS,2016,HU120,3,1
2019,NUTS,2016,HU3,1,2
2019,NUTS,2016,HU32,2,1
2019,NUTS,2016,HU321,3,1
2019,NUTS,2016,HU33,2,1
2019,NUTS,2016,HU333,3,1
2019,NUTS,2016,IE,0,4
2019,NUTS,2016,IE0,1,4
2019,NUTS,2016,IE06,2,4
2019,NUTS,2016,IE061,3,4
2019,NUTS,2016,IT,0,28
2019,NUTS,2016,ITC,1,9
2019,NUTS,2016,ITC4,2,9
2019,NUTS,2016,ITC48,3,1
2019,NUTS,2016,ITC4C,3,8
2019,NUTS,2016,ITF,1,1
2019,NUTS,2016,ITF4,2,1
2019,NUTS,2016,ITF47,3,1
2019,NUTS,2016,ITG,1,1
2019,NUTS,2016,ITG2,2,1
2019,NUTS,2016,ITG25,3,1
2019,NUTS,2016,ITH,1,7
2019,NUTS,2016,ITH2,2,1
2019,NUTS,2016,ITH20,3,1
2019,NUTS,2016,ITH3,2,4
2019,NUTS,2016,ITH31,3,1
2019,NUTS,2016,ITH35,3,1
2019,NUTS,2016,ITH36,3,2
2019,NUTS,2016,ITH5,2,2
2019,NUTS,2016,ITH55,3,1
2019,NUTS,2016,ITH56,3,1
2019,NUTS,2016,ITI,1,10
2019,NUTS,2016,ITI1,2,1
2019,NUTS,2016,ITI14,3,1
2019,NUTS,2016,ITI4,2,9
2019,NUTS,2016,ITI43,3,8
2019,NUTS,2016,ITI44,3,1
2019,NUTS,2016,LU,0,6
2019,NUTS,2016,LU0,1,6
2019,NUTS,2016,LU00,2,6
2019,NUTS,2016,LU000,3,6
2019,NUTS,2016,LV,0,2
2019,NUTS,2016,LV0,1,2
2019,NUTS,2016,LV00,2,2
2019,NUTS,2016,LV006,3,1
2019,NUTS,2016,LV009,3,1
2019,NUTS,2016,NL,0,56
2019,NUTS,2016,NL1,1,5
2019,NUTS,2016,NL11,2,4
2019,NUTS,2016,NL113,3,4
2019,NUTS,2016,NL12,2,1
2019,NUTS,2016,NL124,3,1
2019,NUTS,2016,NL2,1,3
2019,NUTS,2016,NL21,2,1
2019,NUTS,2016,NL213,3,1
2019,NUTS,2016,NL22,2,2
2019,NUTS,2016,NL221,3,2
2019,NUTS,2016,NL3,1,38
2019,NUTS,2016,NL31,2,12
2019,NUTS,2016,NL310,3,12
2019,NUTS,2016,NL32,2,10
2019,NUTS,2016,NL327,3,1
2019,NUTS,2016,NL328,3,1
2019,NUTS,2016,NL329,3,8
2019,NUTS,2016,NL33,2,16
2019,NUTS,2016,NL332,3,6
2019,NUTS,2016,NL333,3,1
2019,NUTS,2016,NL337,3,4
2019,NUTS,2016,NL33C,3,5
2019,NUTS,2016,NL4,1,10
2019,NUTS,2016,NL41,2,7
2019,NUTS,2016,NL413,3,4
2019,NUTS,2016,NL414,3,3
2019,NUTS,2016,NL42,2,3
2019,NUTS,2016,NL423,3,3
2019,NUTS,2016,PL,0,1
2019,NUTS,2016,PL5,1,1
2019,NUTS,2016,PL51,2,1
2019,NUTS,2016,PL514,3,1
2019,NUTS,2016,PT,0,8
2019,NUTS,2016,PT1,1,7
2019,NUTS,2016,PT17,2,6
2019,NUTS,2016,PT170,3,6
2019,NUTS,2016,PT18,2,1
2019,NUTS,2016,PT187,3,1
2019,NUTS,2016,PT3,1,1
2019,NUTS,2016,PT30,2,1
2019,NUTS,2016,PT300,3,1
2019,NUTS,2016,RO,0,1
2019,NUTS,2016,RO3,1,1
2019,NUTS,2016,RO32,2,1
2019,NUTS,2016,RO321,3,1
2019,NUTS,2016,SE,0,9
2019,NUTS,2016,SE1,1,7
2019,NUTS,2016,SE11,2,4
2019,NUTS,2016,SE110,3,4
2019,NUTS,2016,SE12,2,3
2019,NUTS,2016,SE121,3,2
2019,NUTS,2016,SE122,3,1
2019,NUTS,2016,SE2,1,1
2019,NUTS,2016,SE22,2,1
2019,NUTS,2016,SE224,3,1
2019,NUTS,2016,SE3,1,1
2019,NUTS,2016,SE33,2,1
2019,NUTS,2016,SE331,3,1
2019,NUTS,2016,SI,0,1
2019,NUTS,2016,SI0,1,1
2019,NUTS,2016,SI04,2,1
2019,NUTS,2016,SI041,3,1
2019,NUTS,2016,UK,0,30
2019,NUTS,2016,UKD,1,5
2019,NUTS,2016,UKD3,2,3
2019,NUTS,2016,UKD33,3,3
2019,NUTS,2016,UKD6,2,1
2019,NUTS,2016,UKD62,3,1
2019,NUTS,2016,UKD7,2,1
2019,NUTS,2016,UKD72,3,1
2019,NUTS,2016,UKE,1,2
2019,NUTS,2016,UKE2,2,1
2019,NUTS,2016,UKE22,3,1
2019,NUTS,2016,UKE4,2,1
2019,NUTS,2016,UKE42,3,1
2019,NUTS,2016,UKG,1,1
2019,NUTS,2016,UKG3,2,1
2019,NUTS,2016,UKG31,3,1
2019,NUTS,2016,UKH,1,2
2019,NUTS,2016,UKH1,2,2
2019,NUTS,2016,UKH12,3,1
2019,NUTS,2016,UKH17,3,1
2019,NUTS,2016,UKI,1,11
2019,NUTS,2016,UKI3,2,8
2019,NUTS,2016,UKI31,3,2
2019,NUTS,2016,UKI32,3,5
2019,NUTS,2016,UKI34,3,1
2019,NUTS,2016,UKI4,2,1
2019,NUTS,2016,UKI44,3,1
2019,NUTS,2016,UKI7,2,2
2019,NUTS,2016,UKI75,3,2
2019,NUTS,2016,UKJ,1,6
2019,NUTS,2016,UKJ2,2,1
2019,NUTS,2016,UKJ22,3,1
2019,NUTS,2016,UKJ3,2,2
2019,NUTS,2016,UKJ32,3,2
2019,NUTS,2016,UKJ4,2,3
2019,NUTS,2016,UKJ44,3,3
2019,NUTS,2016,UKL,1,2
2019,NUTS,2016,UKL1,2,1
2019,NUTS,2016,UKL18,3,1
2019,NUTS,2016,UKL2,2,1
2019,NUTS,2016,UKL22,3,1
2019,NUTS,2016,UKN,1,1
2019,NUTS,2016,UKN0,2,1
2019,NUTS,2016,UKN12,3,1
2020,NUTS,2016,AT,0,16
2020,NUTS,2016,AT1,1,11
2020,NUTS,2016,AT12,2,1
2020,NUTS,2016,AT124,3,1
2020,NUTS,2016,AT13,2,10
2020,NUTS,2016,AT130,3,10
2020,NUTS,2016,AT2,1,2
2020,NUTS,2016,AT22,2,2
2020,NUTS,2016,AT221,3,2
2020,NUTS,2016,AT3,1,3
2020,NUTS,2016,AT32,2,1
2020,NUTS,2016,AT322,3,1
2020,NUTS,2016,AT33,2,2
2020,NUTS,2016,AT332,3,2
2020,NUTS,2016,BE,0,33
2020,NUTS,2016,BE1,1,15
2020,NUTS,2016,BE10,2,15
2020,NUTS,2016,BE100,3,15
2020,NUTS,2016,BE2,1,15
2020,NUTS,2016,BE21,2,6
2020,NUTS,2016,BE211,3,4
2020,NUTS,2016,BE213,3,2
2020,NUTS,2016,BE23,2,1
2020,NUTS,2016,BE234,3,1
2020,NUTS,2016,BE24,2,8
2020,NUTS,2016,BE241,3,1
2020,NUTS,2016,BE242,3,7
2020,NUTS,2016,BE3,1,3
2020,NUTS,2016,BE33,2,3
2020,NUTS,2016,BE332,3,3
2020,NUTS,2016,CH,0,1
2020,NUTS,2016,CH0,1,1
2020,NUTS,2016,CH05,2,1
2020,NUTS,2016,CH057,3,1
2020,NUTS,2016,CY,0,1
2020,NUTS,2016,CY0,1,1
2020,NUTS,2016,CY00,2,1
2020,NUTS,2016,CY000,3,1
2020,NUTS,2016,CZ,0,4
2020,NUTS,2016,CZ0,1,4
2020,NUTS,2016,CZ01,2,2
2020,NUTS,2016,CZ010,3,2
2020,NUTS,2016,CZ06,2,1
2020,NUTS,2016,CZ063,3,1
2020,NUTS,2016,CZ07,2,1
2020,NUTS,2016,CZ071,3,1
2020,NUTS,2016,DE,0,86
2020,NUTS,2016,DE1,1,14
2020,NUTS,2016,DE12,2,7
2020,NUTS,2016,DE125,3,5
2020,NUTS,2016,DE126,3,2
2020,NUTS,2016,DE14,2,7
2020,NUTS,2016,DE142,3,2
2020,NUTS,2016,DE143,3,1
2020,NUTS,2016,DE144,3,4
2020,NUTS,2016,DE2,1,17
2020,NUTS,2016,DE21,2,15
2020,NUTS,2016,DE212,3,14
2020,NUTS,2016,DE21H,3,1
2020,NUTS,2016,DE22,2,1
2020,NUTS,2016,DE221,3,1
2020,NUTS,2016,DE23,2,1
2020,NUTS,2016,DE232,3,1
2020,NUTS,2016,DE3,1,12
2020,NUTS,2016,DE30,2,12
2020,NUTS,2016,DE300,3,12
2020,NUTS,2016,DE6,1,3
2020,NUTS,2016,DE60,2,3
2020,NUTS,2016,DE600,3,3
2020,NUTS,2016,DE7,1,11
2020,NUTS,2016,DE71,2,8
2020,NUTS,2016,DE711,3,1
2020,NUTS,2016,DE712,3,5
2020,NUTS,2016,DE718,3,1
2020,NUTS,2016,DE71C,3,1
2020,NUTS,2016,DE72,2,3
2020,NUTS,2016,DE721,3,2
2020,NUTS,2016,DE724,3,1
2020,NUTS,2016,DE9,1,7
2020,NUTS,2016,DE91,2,3
2020,NUTS,2016,DE911,3,3
2020,NUTS,2016,DE92,2,4
2020,NUTS,2016,DE929,3,4
2020,NUTS,2016,DEA,1,13
2020,NUTS,2016,DEA1,2,4
2020,NUTS,2016,DEA13,3,2
2020,NUTS,2016,DEA1A,3,2
2020,NUTS,2016,DEA2,2,9
2020,NUTS,2016,DEA22,3,3
2020,NUTS,2016,DEA23,3,3
2020,NUTS,2016,DEA26,3,1
2020,NUTS,2016,DEA2C,3,2
2020,NUTS,2016,DEB,1,1
2020,NUTS,2016,DEB3,2,1
2020,NUTS,2016,DEB3J,3,1
2020,NUTS,2016,DED,1,2
2020,NUTS,2016,DED2,2,2
2020,NUTS,2016,DED21,3,2
2020,NUTS,2016,DEE,1,1
2020,NUTS,2016,DEE0,2,1
2020,NUTS,2016,DEE09,3,1
2020,NUTS,2016,DEF,1,3
2020,NUTS,2016,DEF0,2,3
2020,NUTS,2016,DEF03,3,3
2020,NUTS,2016,DEG,1,2
2020,NUTS,2016,DEG0,2,2
2020,NUTS,2016,DEG03,3,1
2020,NUTS,2016,DEG05,3,1
2020,NUTS,2016,DK,0,20
2020,NUTS,2016,DK0,1,20
2020,NUTS,2016,DK01,2,14
2020,NUTS,2016,DK011,3,8
2020,NUTS,2016,DK012,3,2
2020,NUTS,2016,DK013,3,4
2020,NUTS,2016,DK03,2,1
2020,NUTS,2016,DK031,3,1
2020,NUTS,2016,DK04,2,3
2020,NUTS,2016,DK042,3,3
2020,NUTS,2016,DK05,2,2
2020,NUTS,2016,DK050,3,2
2020,NUTS,2016,EE,0,1
2020,NUTS,2016,EE0,1,1
2020,NUTS,2016,EE00,2,1
2020,NUTS,2016,EE001,3,1
2020,NUTS,2016,ES,0,23
2020,NUTS,2016,ES2,1,2
2020,NUTS,2016,ES23,2,1
2020,NUTS,2016,ES230,3,1
2020,NUTS,2016,ES24,2,1
2020,NUTS,2016,ES243,3,1
2020,NUTS,2016,ES3,1,10
2020,NUTS,2016,ES30,2,10
2020,NUTS,2016,ES300,3,10
2020,NUTS,2016,ES4,1,2
2020,NUTS,2016,ES41,2,2
2020,NUTS,2016,ES417,3,2
2020,NUTS,2016,ES5,1,8
2020,NUTS,2016,ES51,2,5
2020,NUTS,2016,ES511,3,5
2020,NUTS,2016,ES52,2,2
2020,NUTS,2016,ES523,3,2
2020,NUTS,2016,ES53,2,1
2020,NUTS,2016,ES532,3,1
2020,NUTS,2016,ES6,1,1
2020,NUTS,2016,ES61,2,1
2020,NUTS,2016,ES614,3,1
2020,NUTS,2016,FI,0,4
2020,NUTS,2016,FI1,1,4
2020,NUTS,2016,FI19,2,1
2020,NUTS,2016,FI197,3,1
2020,NUTS,2016,FI1B,2,2
2020,NUTS,2016,FI1B1,3,2
2020,NUTS,2016,FI1D,2,1
2020,NUTS,2016,FI1D9,3,1
2020,NUTS,2016,FR,0,45
2020,NUTS,2016,FR1,1,32
2020,NUTS,2016,FR10,2,32
2020,NUTS,2016,FR101,3,21
2020,NUTS,2016,FR104,3,1
2020,NUTS,2016,FR105,3,3
2020,NUTS,2016,FR106,3,2
2020,NUTS,2016,FR107,3,5
2020,NUTS,2016,FRG,1,2
2020,NUTS,2016,FRG0,2,2
2020,NUTS,2016,FRG01,3,1
2020,NUTS,2016,FRG02,3,1
2020,NUTS,2016,FRJ,1,3
2020,NUTS,2016,FRJ1,2,2
2020,NUTS,2016,FRJ13,3,2
2020,NUTS,2016,FRJ2,2,1
2020,NUTS,2016,FRJ23,3,1
2020,NUTS,2016,FRK,1,5
2020,NUTS,2016,FRK2,2,5
2020,NUTS,2016,FRK26,3,5
2020,NUTS,2016,FRL,1,3
2020,NUTS,2016,FRL0,2,3
2020,NUTS,2016,FRL04,3,3
2020,NUTS,2016,HR,0,5
2020,NUTS,2016,HR0,1,5
2020,NUTS,2016,HR04,2,5
2020,NUTS,2016,HR041,3,5
2020,NUTS,2016,HU,0,3
2020,NUTS,2016,HU1,1,3
2020,NUTS,2016,HU11,2,3
2020,NUTS,2016,HU110,3,3
2020,NUTS,2016,IE,0,5
2020,NUTS,2016,IE0,1,5
2020,NUTS,2016,IE06,2,5
2020,NUTS,2016,IE061,3,5
2020,NUTS,2016,IT,0,55
2020,NUTS,2016,ITC,1,17
