year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_rse_fte_f
2017,NUTS,2010,BE3,1,1794.0
2018,NUTS,2010,BE3,1,1781.0
2019,NUTS,2010,BE3,1,1755.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
2011,NUTS,2010,BG,0,2014.0
2012,NUTS,2010,BG,0,1686.0
2013,NUTS,2010,BG,0,1937.0
2014,NUTS,2010,BG,0,2147.0
2015,NUTS,2010,BG,0,1976.0
2016,NUTS,2010,BG,0,2646.0
2017,NUTS,2010,BG,0,1976.0
2018,NUTS,2010,BG,0,2019.0
2019,NUTS,2010,BG,0,1938.0
2013,NUTS,2010,BG3,1,827.0
2014,NUTS,2010,BG3,1,1070.0
2019,NUTS,2010,BG3,1,915.0
2011,NUTS,2010,BG32,2,214.0
2012,NUTS,2010,BG32,2,209.0
2013,NUTS,2010,BG32,2,229.0
2014,NUTS,2010,BG32,2,380.0
2015,NUTS,2010,BG32,2,307.0
2019,NUTS,2010,BG32,2,210.0
2011,NUTS,2010,BG33,2,331.0
2012,NUTS,2010,BG33,2,357.0
2013,NUTS,2010,BG33,2,372.0
2016,NUTS,2010,BG33,2,420.0
2011,NUTS,2010,BG34,2,169.0
2012,NUTS,2010,BG34,2,147.0
2014,NUTS,2010,BG34,2,154.0
2015,NUTS,2010,BG34,2,144.0
2016,NUTS,2010,BG34,2,150.0
2017,NUTS,2010,BG34,2,143.0
2013,NUTS,2010,BG4,1,1110.0
2014,NUTS,2010,BG4,1,1077.0
2019,NUTS,2010,BG4,1,1023.0
2011,NUTS,2010,BG41,2,1042.0
2012,NUTS,2010,BG41,2,826.0
2013,NUTS,2010,BG41,2,897.0
2014,NUTS,2010,BG41,2,922.0
2015,NUTS,2010,BG41,2,848.0
2017,NUTS,2010,BG41,2,958.0
2018,NUTS,2010,BG41,2,879.0
2019,NUTS,2010,BG41,2,709.0
2013,NUTS,2010,BG42,2,213.0
2014,NUTS,2010,BG42,2,155.0
2019,NUTS,2010,BG42,2,314.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,CY,0,215.0
2012,NUTS,2010,CY,0,201.0
2013,NUTS,2010,CY,0,212.0
2014,NUTS,2010,CY,0,206.0
2015,NUTS,2010,CY,0,201.0
2016,NUTS,2010,CY,0,200.0
2017,NUTS,2010,CY,0,235.0
2018,NUTS,2010,CY,0,255.0
2019,NUTS,2010,CY,0,285.0
2011,NUTS,2010,CZ,0,3303.0
2012,NUTS,2010,CZ,0,3722.0
2013,NUTS,2010,CZ,0,3534.0
2014,NUTS,2010,CZ,0,3562.0
2015,NUTS,2010,CZ,0,3676.0
2016,NUTS,2010,CZ,0,3347.0
2017,NUTS,2010,CZ,0,3462.0
2018,NUTS,2010,CZ,0,3882.0
2019,NUTS,2010,CZ,0,4172.0
2020,NUTS,2010,CZ,0,4404.0
2011,NUTS,2010,CZ0,1,3303.0
2012,NUTS,2010,CZ0,1,3722.0
2013,NUTS,2010,CZ0,1,3534.0
2014,NUTS,2010,CZ0,1,3562.0
2015,NUTS,2010,CZ0,1,3676.0
2016,NUTS,2010,CZ0,1,3347.0
2017,NUTS,2010,CZ0,1,3462.0
2018,NUTS,2010,CZ0,1,3882.0
2019,NUTS,2010,CZ0,1,4172.0
2020,NUTS,2010,CZ0,1,4404.0
2011,NUTS,2010,CZ01,2,1416.0
2012,NUTS,2010,CZ01,2,1369.0
2013,NUTS,2010,CZ01,2,1557.0
2014,NUTS,2010,CZ01,2,1422.0
2015,NUTS,2010,CZ01,2,1411.0
2016,NUTS,2010,CZ01,2,1151.0
2017,NUTS,2010,CZ01,2,1342.0
2018,NUTS,2010,CZ01,2,1539.0
2019,NUTS,2010,CZ01,2,1726.0
2020,NUTS,2010,CZ01,2,1767.0
2011,NUTS,2010,CZ02,2,37.0
2012,NUTS,2010,CZ02,2,40.0
2013,NUTS,2010,CZ02,2,21.0
2014,NUTS,2010,CZ02,2,28.0
2015,NUTS,2010,CZ02,2,40.0
2016,NUTS,2010,CZ02,2,32.0
2017,NUTS,2010,CZ02,2,34.0
2018,NUTS,2010,CZ02,2,43.0
2019,NUTS,2010,CZ02,2,46.0
2020,NUTS,2010,CZ02,2,45.0
2011,NUTS,2010,CZ03,2,261.0
2012,NUTS,2010,CZ03,2,216.0
2013,NUTS,2010,CZ03,2,237.0
2014,NUTS,2010,CZ03,2,274.0
2015,NUTS,2010,CZ03,2,246.0
2016,NUTS,2010,CZ03,2,251.0
2017,NUTS,2010,CZ03,2,240.0
2018,NUTS,2010,CZ03,2,276.0
2019,NUTS,2010,CZ03,2,303.0
2020,NUTS,2010,CZ03,2,340.0
2011,NUTS,2010,CZ04,2,46.0
2012,NUTS,2010,CZ04,2,56.0
2013,NUTS,2010,CZ04,2,74.0
2014,NUTS,2010,CZ04,2,70.0
2015,NUTS,2010,CZ04,2,77.0
2016,NUTS,2010,CZ04,2,75.0
2017,NUTS,2010,CZ04,2,99.0
2018,NUTS,2010,CZ04,2,135.0
2019,NUTS,2010,CZ04,2,76.0
2020,NUTS,2010,CZ04,2,72.0
2011,NUTS,2010,CZ05,2,318.0
2012,NUTS,2010,CZ05,2,253.0
2013,NUTS,2010,CZ05,2,288.0
2014,NUTS,2010,CZ05,2,320.0
2015,NUTS,2010,CZ05,2,323.0
2016,NUTS,2010,CZ05,2,306.0
2017,NUTS,2010,CZ05,2,347.0
2018,NUTS,2010,CZ05,2,381.0
2019,NUTS,2010,CZ05,2,393.0
2020,NUTS,2010,CZ05,2,397.0
2011,NUTS,2010,CZ06,2,576.0
2012,NUTS,2010,CZ06,2,828.0
2013,NUTS,2010,CZ06,2,543.0
2014,NUTS,2010,CZ06,2,564.0
2015,NUTS,2010,CZ06,2,631.0
2016,NUTS,2010,CZ06,2,660.0
2017,NUTS,2010,CZ06,2,643.0
2018,NUTS,2010,CZ06,2,666.0
2019,NUTS,2010,CZ06,2,653.0
2020,NUTS,2010,CZ06,2,783.0
2011,NUTS,2010,CZ07,2,299.0
2012,NUTS,2010,CZ07,2,427.0
2013,NUTS,2010,CZ07,2,534.0
2014,NUTS,2010,CZ07,2,573.0
2015,NUTS,2010,CZ07,2,631.0
2016,NUTS,2010,CZ07,2,568.0
2017,NUTS,2010,CZ07,2,430.0
2018,NUTS,2010,CZ07,2,476.0
2019,NUTS,2010,CZ07,2,595.0
2020,NUTS,2010,CZ07,2,578.0
2011,NUTS,2010,CZ08,2,350.0
2012,NUTS,2010,CZ08,2,534.0
2013,NUTS,2010,CZ08,2,278.0
2014,NUTS,2010,CZ08,2,310.0
2015,NUTS,2010,CZ08,2,317.0
2016,NUTS,2010,CZ08,2,304.0
2017,NUTS,2010,CZ08,2,327.0
2018,NUTS,2010,CZ08,2,366.0
2019,NUTS,2010,CZ08,2,380.0
2020,NUTS,2010,CZ08,2,423.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,31585.0
2012,NUTS,2010,DE,0,33181.0
2013,NUTS,2010,DE,0,35064.0
2014,NUTS,2010,DE,0,35759.0
2015,NUTS,2010,DE,0,37355.0
2016,NUTS,2010,DE,0,39380.0
2017,NUTS,2010,DE,0,40462.0
2018,NUTS,2010,DE,0,42040.0
2019,NUTS,2010,DE,0,42026.0
2011,NUTS,2010,DK,0,5864.0
2012,NUTS,2010,DK,0,5879.0
2013,NUTS,2010,DK,0,6347.0
2014,NUTS,2010,DK,0,6259.0
2015,NUTS,2010,DK,0,6587.0
2016,NUTS,2010,DK,0,6975.0
2017,NUTS,2010,DK,0,6980.0
2018,NUTS,2010,DK,0,7294.0
2019,NUTS,2010,DK,0,7479.0
2011,NUTS,2010,DK0,1,5864.0
2012,NUTS,2010,DK0,1,5878.0
2013,NUTS,2010,DK0,1,6347.0
2014,NUTS,2010,DK0,1,6259.0
2015,NUTS,2010,DK0,1,6587.0
2016,NUTS,2010,DK0,1,6975.0
2017,NUTS,2010,DK0,1,6980.0
2018,NUTS,2010,DK0,1,7294.0
2019,NUTS,2010,DK0,1,7479.0
2011,NUTS,2010,DK01,2,3261.0
2012,NUTS,2010,DK01,2,3319.0
2013,NUTS,2010,DK01,2,3685.0
2014,NUTS,2010,DK01,2,3479.0
2015,NUTS,2010,DK01,2,3589.0
2016,NUTS,2010,DK01,2,3997.0
2017,NUTS,2010,DK01,2,4036.0
2019,NUTS,2010,DK01,2,4319.0
2011,NUTS,2010,DK02,2,296.0
2012,NUTS,2010,DK02,2,228.0
2013,NUTS,2010,DK02,2,222.0
2014,NUTS,2010,DK02,2,300.0
2015,NUTS,2010,DK02,2,286.0
2016,NUTS,2010,DK02,2,300.0
2017,NUTS,2010,DK02,2,316.0
2019,NUTS,2010,DK02,2,341.0
2011,NUTS,2010,DK03,2,596.0
2012,NUTS,2010,DK03,2,667.0
2013,NUTS,2010,DK03,2,689.0
2014,NUTS,2010,DK03,2,731.0
2015,NUTS,2010,DK03,2,773.0
2016,NUTS,2010,DK03,2,776.0
2017,NUTS,2010,DK03,2,495.0
2019,NUTS,2010,DK03,2,543.0
2011,NUTS,2010,DK04,2,1350.0
2012,NUTS,2010,DK04,2,1264.0
2013,NUTS,2010,DK04,2,1256.0
2014,NUTS,2010,DK04,2,1248.0
2015,NUTS,2010,DK04,2,1476.0
2016,NUTS,2010,DK04,2,1446.0
2017,NUTS,2010,DK04,2,1327.0
2019,NUTS,2010,DK04,2,1416.0
2011,NUTS,2010,DK05,2,362.0
2012,NUTS,2010,DK05,2,400.0
2013,NUTS,2010,DK05,2,495.0
2014,NUTS,2010,DK05,2,501.0
2015,NUTS,2010,DK05,2,463.0
2016,NUTS,2010,DK05,2,456.0
2017,NUTS,2010,DK05,2,806.0
2019,NUTS,2010,DK05,2,860.0
2011,NUTS,2010,EE,0,1068.0
2012,NUTS,2010,EE,0,1166.0
2013,NUTS,2010,EE,0,1093.0
2014,NUTS,2010,EE,0,1130.0
2015,NUTS,2010,EE,0,1119.0
2016,NUTS,2010,EE,0,1077.0
2017,NUTS,2010,EE,0,1109.0
2018,NUTS,2010,EE,0,1261.0
2019,NUTS,2010,EE,0,1132.0
2011,NUTS,2010,EL,0,6102.0
2013,NUTS,2010,EL,0,7320.0
2015,NUTS,2010,EL,0,7500.0
2017,NUTS,2010,EL,0,7355.0
2019,NUTS,2010,EL,0,8467.0
2011,NUTS,2010,EL3,1,2406.0
2011,NUTS,2010,EL30,2,2406.0
2011,NUTS,2010,EL4,1,803.0
2011,NUTS,2010,EL41,2,40.0
2011,NUTS,2010,EL42,2,23.0
2011,NUTS,2010,EL43,2,740.0
2011,NUTS,2010,EL5,1,1929.0
2011,NUTS,2010,EL51,2,322.0
2011,NUTS,2010,EL52,2,1218.0
2011,NUTS,2010,EL53,2,42.0
2011,NUTS,2010,EL54,2,347.0
2011,NUTS,2010,EL6,1,965.0
2011,NUTS,2010,EL61,2,396.0
2011,NUTS,2010,EL62,2,11.0
2011,NUTS,2010,EL63,2,474.0
2011,NUTS,2010,EL64,2,13.0
2011,NUTS,2010,EL65,2,71.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,25800.0
2012,NUTS,2010,ES,0,24844.0
2013,NUTS,2010,ES,0,23957.0
2014,NUTS,2010,ES,0,23949.0
2015,NUTS,2010,ES,0,24278.0
2016,NUTS,2010,ES,0,25069.0
2017,NUTS,2010,ES,0,26032.0
2018,NUTS,2010,ES,0,26693.0
2019,NUTS,2010,ES,0,28483.0
2011,NUTS,2010,ES1,1,2451.0
2013,NUTS,2010,ES1,1,2046.0
2015,NUTS,2010,ES1,1,1982.0
2016,NUTS,2010,ES1,1,1917.0
2017,NUTS,2010,ES1,1,2000.0
2018,NUTS,2010,ES1,1,2171.0
2011,NUTS,2010,ES11,2,1622.0
2012,NUTS,2010,ES11,2,1339.0
2014,NUTS,2010,ES11,2,1289.0
2015,NUTS,2010,ES11,2,1289.0
2016,NUTS,2010,ES11,2,1248.0
2017,NUTS,2010,ES11,2,1259.0
2018,NUTS,2010,ES11,2,1297.0
2019,NUTS,2010,ES11,2,1382.0
2011,NUTS,2010,ES12,2,530.0
2012,NUTS,2010,ES12,2,480.0
2013,NUTS,2010,ES12,2,477.0
2014,NUTS,2010,ES12,2,408.0
2015,NUTS,2010,ES12,2,439.0
2016,NUTS,2010,ES12,2,426.0
2017,NUTS,2010,ES12,2,507.0
2018,NUTS,2010,ES12,2,635.0
2019,NUTS,2010,ES12,2,615.0
2011,NUTS,2010,ES13,2,300.0
2015,NUTS,2010,ES13,2,254.0
2016,NUTS,2010,ES13,2,244.0
2017,NUTS,2010,ES13,2,234.0
2018,NUTS,2010,ES13,2,240.0
2011,NUTS,2010,ES2,1,3500.0
2013,NUTS,2010,ES2,1,3242.0
2019,NUTS,2010,ES2,1,3627.0
2011,NUTS,2010,ES21,2,1432.0
2012,NUTS,2010,ES21,2,1578.0
2013,NUTS,2010,ES21,2,1524.0
2014,NUTS,2010,ES21,2,1620.0
2015,NUTS,2010,ES21,2,1653.0
2016,NUTS,2010,ES21,2,1657.0
2017,NUTS,2010,ES21,2,1727.0
2018,NUTS,2010,ES21,2,1761.0
2019,NUTS,2010,ES21,2,1769.0
2011,NUTS,2010,ES22,2,752.0
2011,NUTS,2010,ES23,2,173.0
2012,NUTS,2010,ES23,2,201.0
2014,NUTS,2010,ES23,2,217.0
2015,NUTS,2010,ES23,2,226.0
2016,NUTS,2010,ES23,2,263.0
2017,NUTS,2010,ES23,2,206.0
2018,NUTS,2010,ES23,2,217.0
2011,NUTS,2010,ES24,2,1144.0
2012,NUTS,2010,ES24,2,1020.0
2013,NUTS,2010,ES24,2,884.0
2014,NUTS,2010,ES24,2,825.0
2015,NUTS,2010,ES24,2,860.0
2016,NUTS,2010,ES24,2,889.0
2017,NUTS,2010,ES24,2,912.0
2018,NUTS,2010,ES24,2,958.0
2011,NUTS,2010,ES3,1,4334.0
2012,NUTS,2010,ES3,1,4091.0
2013,NUTS,2010,ES3,1,4090.0
2014,NUTS,2010,ES3,1,4173.0
2015,NUTS,2010,ES3,1,4254.0
2016,NUTS,2010,ES3,1,4536.0
2017,NUTS,2010,ES3,1,4695.0
2018,NUTS,2010,ES3,1,5083.0
2019,NUTS,2010,ES3,1,6050.0
2011,NUTS,2010,ES30,2,4334.0
2012,NUTS,2010,ES30,2,4091.0
2013,NUTS,2010,ES30,2,4090.0
2014,NUTS,2010,ES30,2,4173.0
2015,NUTS,2010,ES30,2,4254.0
2016,NUTS,2010,ES30,2,4536.0
2017,NUTS,2010,ES30,2,4695.0
2018,NUTS,2010,ES30,2,5083.0
2019,NUTS,2010,ES30,2,6050.0
2011,NUTS,2010,ES4,1,2442.0
2013,NUTS,2010,ES4,1,2225.0
2014,NUTS,2010,ES4,1,2224.0
2015,NUTS,2010,ES4,1,2290.0
2016,NUTS,2010,ES4,1,2439.0
2018,NUTS,2010,ES4,1,2513.0
2019,NUTS,2010,ES4,1,2743.0
2011,NUTS,2010,ES41,2,1776.0
2012,NUTS,2010,ES41,2,1656.0
2013,NUTS,2010,ES41,2,1674.0
2014,NUTS,2010,ES41,2,1646.0
2015,NUTS,2010,ES41,2,1682.0
2016,NUTS,2010,ES41,2,1816.0
2017,NUTS,2010,ES41,2,1829.0
2018,NUTS,2010,ES41,2,1851.0
2019,NUTS,2010,ES41,2,1913.0
2011,NUTS,2010,ES42,2,318.0
2012,NUTS,2010,ES42,2,265.0
2013,NUTS,2010,ES42,2,203.0
2014,NUTS,2010,ES42,2,232.0
2015,NUTS,2010,ES42,2,267.0
2017,NUTS,2010,ES42,2,318.0
2011,NUTS,2010,ES43,2,348.0
2013,NUTS,2010,ES43,2,349.0
2014,NUTS,2010,ES43,2,345.0
2015,NUTS,2010,ES43,2,341.0
2011,NUTS,2010,ES5,1,7733.0
2012,NUTS,2010,ES5,1,7590.0
2013,NUTS,2010,ES5,1,7428.0
2014,NUTS,2010,ES5,1,7547.0
2015,NUTS,2010,ES5,1,7558.0
2016,NUTS,2010,ES5,1,7996.0
2017,NUTS,2010,ES5,1,8182.0
2018,NUTS,2010,ES5,1,7926.0
2011,NUTS,2010,ES51,2,4346.0
2012,NUTS,2010,ES51,2,4325.0
2013,NUTS,2010,ES51,2,4324.0
2014,NUTS,2010,ES51,2,4392.0
2015,NUTS,2010,ES51,2,4415.0
2016,NUTS,2010,ES51,2,4767.0
2017,NUTS,2010,ES51,2,4830.0
2018,NUTS,2010,ES51,2,4533.0
2019,NUTS,2010,ES51,2,4705.0
2011,NUTS,2010,ES52,2,2949.0
2012,NUTS,2010,ES52,2,2786.0
2013,NUTS,2010,ES52,2,2640.0
2014,NUTS,2010,ES52,2,2661.0
2015,NUTS,2010,ES52,2,2719.0
2016,NUTS,2010,ES52,2,2728.0
2017,NUTS,2010,ES52,2,2812.0
2018,NUTS,2010,ES52,2,2805.0
2019,NUTS,2010,ES52,2,3004.0
2011,NUTS,2010,ES53,2,438.0
2012,NUTS,2010,ES53,2,479.0
2013,NUTS,2010,ES53,2,465.0
2014,NUTS,2010,ES53,2,494.0
2015,NUTS,2010,ES53,2,424.0
2016,NUTS,2010,ES53,2,500.0
2017,NUTS,2010,ES53,2,539.0
2018,NUTS,2010,ES53,2,588.0
2011,NUTS,2010,ES6,1,4696.0
2012,NUTS,2010,ES6,1,4608.0
2013,NUTS,2010,ES6,1,4314.0
2014,NUTS,2010,ES6,1,4123.0
2015,NUTS,2010,ES6,1,4297.0
2016,NUTS,2010,ES6,1,4155.0
2017,NUTS,2010,ES6,1,4520.0
2018,NUTS,2010,ES6,1,4732.0
2019,NUTS,2010,ES6,1,4853.0
2011,NUTS,2010,ES61,2,3463.0
2012,NUTS,2010,ES61,2,3424.0
2013,NUTS,2010,ES61,2,3156.0
2014,NUTS,2010,ES61,2,3007.0
2015,NUTS,2010,ES61,2,3130.0
2016,NUTS,2010,ES61,2,3056.0
2017,NUTS,2010,ES61,2,3374.0
2018,NUTS,2010,ES61,2,3541.0
2019,NUTS,2010,ES61,2,3614.0
2011,NUTS,2010,ES62,2,1221.0
2012,NUTS,2010,ES62,2,1173.0
2013,NUTS,2010,ES62,2,1139.0
2014,NUTS,2010,ES62,2,1103.0
2015,NUTS,2010,ES62,2,1157.0
2016,NUTS,2010,ES62,2,1077.0
2018,NUTS,2010,ES62,2,1141.0
2019,NUTS,2010,ES62,2,1191.0
2011,NUTS,2010,ES63,2,4.0
2011,NUTS,2010,ES64,2,8.0
2011,NUTS,2010,ES7,1,644.0
2012,NUTS,2010,ES7,1,664.0
2013,NUTS,2010,ES7,1,612.0
2014,NUTS,2010,ES7,1,617.0
2015,NUTS,2010,ES7,1,523.0
2016,NUTS,2010,ES7,1,576.0
2017,NUTS,2010,ES7,1,604.0
2018,NUTS,2010,ES7,1,632.0
2011,NUTS,2010,ES70,2,644.0
2012,NUTS,2010,ES70,2,664.0
2013,NUTS,2010,ES70,2,612.0
2014,NUTS,2010,ES70,2,617.0
2015,NUTS,2010,ES70,2,523.0
2016,NUTS,2010,ES70,2,576.0
2017,NUTS,2010,ES70,2,604.0
2018,NUTS,2010,ES70,2,632.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,FR,0,24381.0
2012,NUTS,2010,FR,0,24678.0
2013,NUTS,2010,FR,0,24676.0
2014,NUTS,2010,FR,0,26375.0
2016,NUTS,2010,FR,0,32233.0
2017,NUTS,2010,FR,0,32736.0
2011,NUTS,2010,HR,0,1733.0
2012,NUTS,2010,HR,0,1746.0
2013,NUTS,2010,HR,0,1771.0
2014,NUTS,2010,HR,0,1710.0
2015,NUTS,2010,HR,0,1755.0
2016,NUTS,2010,HR,0,2136.0
2017,NUTS,2010,HR,0,2122.0
2018,NUTS,2010,HR,0,2115.0
2019,NUTS,2010,HR,0,2417.0
2020,NUTS,2010,HR,0,2441.0
2011,NUTS,2010,HR0,1,1733.0
2012,NUTS,2010,HR0,1,1746.0
2013,NUTS,2010,HR0,1,1771.0
2014,NUTS,2010,HR0,1,1710.0
2015,NUTS,2010,HR0,1,1755.0
2016,NUTS,2010,HR0,1,2136.0
2017,NUTS,2010,HR0,1,2122.0
2018,NUTS,2010,HR0,1,2115.0
2019,NUTS,2010,HR0,1,2417.0
2020,NUTS,2010,HR0,1,2441.0
2020,NUTS,2010,HR02,2,268.0
2011,NUTS,2010,HR03,2,643.0
2012,NUTS,2010,HR03,2,648.0
2013,NUTS,2010,HR03,2,648.0
2014,NUTS,2010,HR03,2,664.0
2015,NUTS,2010,HR03,2,632.0
2016,NUTS,2010,HR03,2,718.0
2017,NUTS,2010,HR03,2,690.0
2018,NUTS,2010,HR03,2,686.0
2019,NUTS,2010,HR03,2,833.0
2020,NUTS,2010,HR03,2,860.0
2011,NUTS,2010,HR04,2,1089.0
2012,NUTS,2010,HR04,2,1098.0
2013,NUTS,2010,HR04,2,1122.0
2014,NUTS,2010,HR04,2,1046.0
2015,NUTS,2010,HR04,2,1124.0
2016,NUTS,2010,HR04,2,1418.0
2017,NUTS,2010,HR04,2,1432.0
2018,NUTS,2010,HR04,2,1430.0
2019,NUTS,2010,HR04,2,1585.0
2020,NUTS,2010,HR05,2,1249.0
2020,NUTS,2010,HR06,2,63.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,2199.0
2012,NUTS,2010,HU,0,2258.0
2013,NUTS,2010,HU,0,2253.0
2014,NUTS,2010,HU,0,2249.0
2015,NUTS,2010,HU,0,2189.0
2016,NUTS,2010,HU,0,2197.0
2017,NUTS,2010,HU,0,2422.0
2018,NUTS,2010,HU,0,3281.0
2019,NUTS,2010,HU,0,3779.0
2011,NUTS,2010,HU1,1,950.0
2012,NUTS,2010,HU1,1,981.0
2013,NUTS,2010,HU1,1,1032.0
2014,NUTS,2010,HU1,1,1026.0
2015,NUTS,2010,HU1,1,998.0
2016,NUTS,2010,HU1,1,999.0
