year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_pps
2011,NUTS,2010,FI,0,1188.447
2012,NUTS,2010,FI,0,1199.091
2013,NUTS,2010,FI,0,1145.896
2014,NUTS,2010,FI,0,1176.354
2015,NUTS,2010,FI,0,1172.395
2016,NUTS,2010,FI,0,1174.273
2017,NUTS,2010,FI,0,1246.084
2018,NUTS,2010,FI,0,1289.959
2019,NUTS,2010,FI,0,1343.368
2020,NUTS,2010,FI,0,1346.619
2011,NUTS,2010,FI1,1,1187.789
2012,NUTS,2010,FI1,1,1198.569
2015,NUTS,2010,FI1,1,1171.761
2016,NUTS,2010,FI1,1,1173.8
2017,NUTS,2010,FI1,1,1245.424
2018,NUTS,2010,FI1,1,1289.403
2019,NUTS,2010,FI1,1,1342.974
2011,NUTS,2010,FI19,2,258.492
2012,NUTS,2010,FI19,2,263.261
2013,NUTS,2010,FI19,2,250.996
2015,NUTS,2010,FI19,2,259.265
2016,NUTS,2010,FI19,2,266.887
2017,NUTS,2010,FI19,2,277.141
2018,NUTS,2010,FI19,2,281.935
2019,NUTS,2010,FI19,2,288.202
2011,NUTS,2010,FI1B,2,467.149
2012,NUTS,2010,FI1B,2,482.055
2013,NUTS,2010,FI1B,2,452.59
2015,NUTS,2010,FI1B,2,474.897
2016,NUTS,2010,FI1B,2,467.092
2017,NUTS,2010,FI1B,2,486.428
2018,NUTS,2010,FI1B,2,503.654
2019,NUTS,2010,FI1B,2,530.381
2011,NUTS,2010,FI1C,2,193.761
2012,NUTS,2010,FI1C,2,193.769
2013,NUTS,2010,FI1C,2,189.641
2015,NUTS,2010,FI1C,2,197.894
2016,NUTS,2010,FI1C,2,190.274
2017,NUTS,2010,FI1C,2,208.007
2018,NUTS,2010,FI1C,2,220.448
2019,NUTS,2010,FI1C,2,228.86
2011,NUTS,2010,FI1D,2,268.387
2012,NUTS,2010,FI1D,2,259.541
2013,NUTS,2010,FI1D,2,239.841
2015,NUTS,2010,FI1D,2,239.705
2016,NUTS,2010,FI1D,2,249.547
2017,NUTS,2010,FI1D,2,273.849
2018,NUTS,2010,FI1D,2,283.286
2019,NUTS,2010,FI1D,2,295.453
2015,NUTS,2010,FI2,1,0.554
2016,NUTS,2010,FI2,1,0.473
2017,NUTS,2010,FI2,1,0.557
2018,NUTS,2010,FI2,1,0.556
2019,NUTS,2010,FI2,1,0.394
2015,NUTS,2010,FI20,2,0.554
2016,NUTS,2010,FI20,2,0.473
2017,NUTS,2010,FI20,2,0.557
2018,NUTS,2010,FI20,2,0.556
2019,NUTS,2010,FI20,2,0.394
2011,NUTS,2010,FR,0,8371.916
2012,NUTS,2010,FR,0,8477.725
2013,NUTS,2010,FR,0,8789.526
2014,NUTS,2010,FR,0,8769.235
2015,NUTS,2010,FR,0,9046.587
2016,NUTS,2010,FR,0,9078.69
2017,NUTS,2010,FR,0,9294.472
2018,NUTS,2010,FR,0,9520.987
2019,NUTS,2010,FR,0,9893.203
2020,NUTS,2010,FR,0,10066.802
2011,NUTS,2010,FR1,1,2913.849
2012,NUTS,2010,FR1,1,2704.174
2013,NUTS,2010,FR1,1,2807.928
2011,NUTS,2010,FR10,2,2913.849
2012,NUTS,2010,FR10,2,2704.174
2013,NUTS,2010,FR10,2,2807.928
2011,NUTS,2010,FR2,1,656.313
2012,NUTS,2010,FR2,1,674.337
2013,NUTS,2010,FR2,1,700.738
2011,NUTS,2010,FR21,2,73.624
2012,NUTS,2010,FR21,2,70.697
2013,NUTS,2010,FR21,2,76.349
2011,NUTS,2010,FR22,2,80.2
2012,NUTS,2010,FR22,2,85.047
2013,NUTS,2010,FR22,2,86.303
2011,NUTS,2010,FR23,2,99.227
2012,NUTS,2010,FR23,2,107.446
2013,NUTS,2010,FR23,2,107.368
2011,NUTS,2010,FR24,2,167.721
2012,NUTS,2010,FR24,2,173.069
2013,NUTS,2010,FR24,2,187.183
2011,NUTS,2010,FR25,2,123.804
2012,NUTS,2010,FR25,2,123.37
2013,NUTS,2010,FR25,2,129.766
2011,NUTS,2010,FR26,2,111.737
2012,NUTS,2010,FR26,2,114.796
2013,NUTS,2010,FR26,2,113.679
2011,NUTS,2010,FR3,1,328.032
2012,NUTS,2010,FR3,1,378.248
2013,NUTS,2010,FR3,1,404.853
2011,NUTS,2010,FR30,2,328.032
2012,NUTS,2010,FR30,2,378.248
2013,NUTS,2010,FR30,2,404.853
2011,NUTS,2010,FR4,1,685.037
2012,NUTS,2010,FR4,1,686.324
2013,NUTS,2010,FR4,1,711.581
2011,NUTS,2010,FR41,2,273.861
2012,NUTS,2010,FR41,2,284.714
2013,NUTS,2010,FR41,2,291.53
2011,NUTS,2010,FR42,2,315.76
2012,NUTS,2010,FR42,2,299.414
2013,NUTS,2010,FR42,2,315.616
2011,NUTS,2010,FR43,2,95.416
2012,NUTS,2010,FR43,2,102.196
2013,NUTS,2010,FR43,2,104.435
2011,NUTS,2010,FR5,1,721.241
2012,NUTS,2010,FR5,1,847.406
2013,NUTS,2010,FR5,1,864.723
2011,NUTS,2010,FR51,2,254.409
2012,NUTS,2010,FR51,2,312.538
2013,NUTS,2010,FR51,2,320.327
2011,NUTS,2010,FR52,2,340.57
2012,NUTS,2010,FR52,2,395.485
2013,NUTS,2010,FR52,2,401.564
2011,NUTS,2010,FR53,2,126.263
2012,NUTS,2010,FR53,2,139.382
2013,NUTS,2010,FR53,2,142.832
2011,NUTS,2010,FR6,1,934.266
2012,NUTS,2010,FR6,1,969.026
2013,NUTS,2010,FR6,1,1011.643
2011,NUTS,2010,FR61,2,356.747
2012,NUTS,2010,FR61,2,387.786
2013,NUTS,2010,FR61,2,405.653
2011,NUTS,2010,FR62,2,521.956
2012,NUTS,2010,FR62,2,519.906
2013,NUTS,2010,FR62,2,544.929
2011,NUTS,2010,FR63,2,55.564
2012,NUTS,2010,FR63,2,61.335
2013,NUTS,2010,FR63,2,61.061
2011,NUTS,2010,FR7,1,1087.389
2012,NUTS,2010,FR7,1,1157.757
2013,NUTS,2010,FR7,1,1191.183
2011,NUTS,2010,FR71,2,971.381
2012,NUTS,2010,FR71,2,1042.698
2013,NUTS,2010,FR71,2,1073.06
2011,NUTS,2010,FR72,2,116.008
2012,NUTS,2010,FR72,2,114.971
2013,NUTS,2010,FR72,2,118.123
2011,NUTS,2010,FR8,1,965.601
2012,NUTS,2010,FR8,1,986.001
2013,NUTS,2010,FR8,1,1015.732
2011,NUTS,2010,FR81,2,336.278
2012,NUTS,2010,FR81,2,335.287
2013,NUTS,2010,FR81,2,363.257
2011,NUTS,2010,FR82,2,613.055
2012,NUTS,2010,FR82,2,638.551
2013,NUTS,2010,FR82,2,637.988
2011,NUTS,2010,FR83,2,16.267
2012,NUTS,2010,FR83,2,12.162
2013,NUTS,2010,FR83,2,14.488
2011,NUTS,2010,FRA,1,80.789
2012,NUTS,2010,FRA,1,74.46
2013,NUTS,2010,FRA,1,81.148
2011,NUTS,2010,HR,0,137.977
2012,NUTS,2010,HR,0,132.774
2013,NUTS,2010,HR,0,132.155
2014,NUTS,2010,HR,0,134.769
2015,NUTS,2010,HR,0,141.579
2016,NUTS,2010,HR,0,202.898
2017,NUTS,2010,HR,0,191.198
2018,NUTS,2010,HR,0,244.256
2019,NUTS,2010,HR,0,295.371
2020,NUTS,2010,HR,0,312.722
2011,NUTS,2010,HR0,1,137.977
2012,NUTS,2010,HR0,1,132.774
2013,NUTS,2010,HR0,1,132.155
2014,NUTS,2010,HR0,1,134.769
2015,NUTS,2010,HR0,1,141.579
2016,NUTS,2010,HR0,1,202.898
2017,NUTS,2010,HR0,1,191.198
2018,NUTS,2010,HR0,1,244.256
2019,NUTS,2010,HR0,1,295.371
2020,NUTS,2010,HR0,1,312.722
2020,NUTS,2010,HR02,2,28.072
2011,NUTS,2010,HR03,2,31.441
2012,NUTS,2010,HR03,2,25.051
2013,NUTS,2010,HR03,2,22.803
2014,NUTS,2010,HR03,2,25.91
2015,NUTS,2010,HR03,2,25.802
2016,NUTS,2010,HR03,2,38.975
2017,NUTS,2010,HR03,2,52.694
2018,NUTS,2010,HR03,2,62.642
2019,NUTS,2010,HR03,2,83.632
2020,NUTS,2010,HR03,2,84.554
2011,NUTS,2010,HR04,2,106.536
2012,NUTS,2010,HR04,2,107.723
2013,NUTS,2010,HR04,2,109.352
2014,NUTS,2010,HR04,2,108.859
2015,NUTS,2010,HR04,2,115.777
2016,NUTS,2010,HR04,2,163.924
2017,NUTS,2010,HR04,2,138.504
2018,NUTS,2010,HR04,2,181.615
2019,NUTS,2010,HR04,2,211.739
2020,NUTS,2010,HR05,2,190.669
2020,NUTS,2010,HR06,2,9.428
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,407.43
2012,NUTS,2010,HU,0,393.748
2013,NUTS,2010,HU,0,349.013
2014,NUTS,2010,HU,0,329.623
2015,NUTS,2010,HU,0,307.72
2016,NUTS,2010,HU,0,250.385
2017,NUTS,2010,HU,0,347.028
2018,NUTS,2010,HU,0,405.35
2019,NUTS,2010,HU,0,467.287
2020,NUTS,2010,HU,0,449.093
2011,NUTS,2010,HU1,1,180.098
2012,NUTS,2010,HU1,1,163.19
2013,NUTS,2010,HU1,1,151.966
2014,NUTS,2010,HU1,1,151.211
2015,NUTS,2010,HU1,1,148.526
2016,NUTS,2010,HU1,1,132.83
2017,NUTS,2010,HU1,1,160.161
2018,NUTS,2010,HU1,1,191.123
2019,NUTS,2010,HU1,1,222.256
2011,NUTS,2010,HU10,2,180.098
2012,NUTS,2010,HU10,2,163.19
2013,NUTS,2010,HU10,2,151.966
2014,NUTS,2010,HU10,2,151.211
2015,NUTS,2010,HU10,2,148.526
2016,NUTS,2010,HU10,2,132.83
2017,NUTS,2010,HU11,2,149.876
2018,NUTS,2010,HU11,2,180.071
2019,NUTS,2010,HU11,2,210.826
2017,NUTS,2010,HU12,2,10.285
2018,NUTS,2010,HU12,2,11.052
2019,NUTS,2010,HU12,2,11.43
2011,NUTS,2010,HU2,1,94.417
2012,NUTS,2010,HU2,1,104.398
2013,NUTS,2010,HU2,1,74.577
2014,NUTS,2010,HU2,1,72.287
2015,NUTS,2010,HU2,1,56.584
2016,NUTS,2010,HU2,1,43.336
2017,NUTS,2010,HU2,1,65.977
2018,NUTS,2010,HU2,1,71.48
2019,NUTS,2010,HU2,1,77.871
2011,NUTS,2010,HU21,2,16.352
2012,NUTS,2010,HU21,2,15.272
2013,NUTS,2010,HU21,2,22.328
2014,NUTS,2010,HU21,2,23.619
2015,NUTS,2010,HU21,2,20.073
2016,NUTS,2010,HU21,2,9.689
2017,NUTS,2010,HU21,2,10.743
2018,NUTS,2010,HU21,2,14.154
2019,NUTS,2010,HU21,2,18.094
2011,NUTS,2010,HU22,2,41.32
2012,NUTS,2010,HU22,2,20.811
2013,NUTS,2010,HU22,2,19.356
2014,NUTS,2010,HU22,2,22.897
2015,NUTS,2010,HU22,2,14.283
2016,NUTS,2010,HU22,2,17.503
2017,NUTS,2010,HU22,2,23.151
2018,NUTS,2010,HU22,2,26.445
2019,NUTS,2010,HU22,2,21.951
2011,NUTS,2010,HU23,2,36.746
2012,NUTS,2010,HU23,2,68.314
2013,NUTS,2010,HU23,2,32.893
2014,NUTS,2010,HU23,2,25.772
2015,NUTS,2010,HU23,2,22.228
2016,NUTS,2010,HU23,2,16.144
2017,NUTS,2010,HU23,2,32.084
2018,NUTS,2010,HU23,2,30.882
2019,NUTS,2010,HU23,2,37.825
2011,NUTS,2010,HU3,1,132.915
2012,NUTS,2010,HU3,1,126.161
2013,NUTS,2010,HU3,1,122.47
2014,NUTS,2010,HU3,1,106.126
2015,NUTS,2010,HU3,1,102.61
2016,NUTS,2010,HU3,1,74.218
2017,NUTS,2010,HU3,1,120.89
2018,NUTS,2010,HU3,1,142.747
2019,NUTS,2010,HU3,1,167.16
2011,NUTS,2010,HU31,2,20.798
2012,NUTS,2010,HU31,2,21.103
2013,NUTS,2010,HU31,2,18.962
2014,NUTS,2010,HU31,2,15.485
2015,NUTS,2010,HU31,2,12.615
2016,NUTS,2010,HU31,2,8.421
2017,NUTS,2010,HU31,2,16.039
2018,NUTS,2010,HU31,2,23.78
2019,NUTS,2010,HU31,2,22.807
2011,NUTS,2010,HU32,2,55.494
2012,NUTS,2010,HU32,2,54.404
2013,NUTS,2010,HU32,2,58.628
2014,NUTS,2010,HU32,2,45.609
2015,NUTS,2010,HU32,2,42.228
2016,NUTS,2010,HU32,2,35.75
2017,NUTS,2010,HU32,2,58.142
2018,NUTS,2010,HU32,2,68.963
2019,NUTS,2010,HU32,2,81.14
2011,NUTS,2010,HU33,2,56.623
2012,NUTS,2010,HU33,2,50.654
2013,NUTS,2010,HU33,2,44.881
2014,NUTS,2010,HU33,2,45.032
2015,NUTS,2010,HU33,2,47.766
2016,NUTS,2010,HU33,2,30.047
2017,NUTS,2010,HU33,2,46.71
2018,NUTS,2010,HU33,2,50.004
2019,NUTS,2010,HU33,2,63.213
2011,NUTS,2010,IE,0,604.572
2012,NUTS,2010,IE,0,574.583
2013,NUTS,2010,IE,0,588.92
2014,NUTS,2010,IE,0,638.702
2015,NUTS,2010,IE,0,656.428
2016,NUTS,2010,IE,0,654.603
2017,NUTS,2010,IE,0,704.452
2018,NUTS,2010,IE,0,750.004
2019,NUTS,2010,IE,0,781.285
2020,NUTS,2010,IE,0,866.479
2011,NUTS,2010,IE0,1,604.572
2012,NUTS,2010,IE0,1,574.583
2013,NUTS,2010,IE0,1,588.92
2014,NUTS,2010,IE0,1,598.618
2015,NUTS,2010,IE0,1,678.267
2017,NUTS,2010,IE0,1,647.237
2011,NUTS,2010,IE01,2,84.626
2012,NUTS,2010,IE01,2,80.416
2013,NUTS,2010,IE01,2,82.423
2014,NUTS,2010,IE01,2,83.78
2015,NUTS,2010,IE01,2,102.095
2017,NUTS,2010,IE01,2,78.832
2011,NUTS,2010,IE02,2,519.946
2012,NUTS,2010,IE02,2,494.166
2013,NUTS,2010,IE02,2,506.497
2014,NUTS,2010,IE02,2,514.838
2015,NUTS,2010,IE02,2,576.172
2017,NUTS,2010,IE02,2,568.404
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,61.705
2013,NUTS,2010,IS,0,65.577
2014,NUTS,2010,IS,0,68.617
2015,NUTS,2010,IS,0,74.926
2016,NUTS,2010,IS,0,81.073
2017,NUTS,2010,IS,0,86.127
2018,NUTS,2010,IS,0,86.254
2019,NUTS,2010,IS,0,93.288
2020,NUTS,2010,IS,0,93.087
2011,NUTS,2010,IS0,1,61.705
2013,NUTS,2010,IS0,1,65.577
2014,NUTS,2010,IS0,1,68.617
2015,NUTS,2010,IS0,1,74.926
2016,NUTS,2010,IS0,1,81.073
2017,NUTS,2010,IS0,1,86.127
2018,NUTS,2010,IS0,1,86.254
2019,NUTS,2010,IS0,1,93.288
2020,NUTS,2010,IS0,1,93.087
2011,NUTS,2010,IS00,2,61.705
2013,NUTS,2010,IS00,2,65.577
2014,NUTS,2010,IS00,2,68.617
2015,NUTS,2010,IS00,2,74.926
2016,NUTS,2010,IS00,2,81.073
2017,NUTS,2010,IS00,2,86.127
2018,NUTS,2010,IS00,2,86.254
2019,NUTS,2010,IS00,2,93.288
2020,NUTS,2010,IS00,2,93.087
2011,NUTS,2010,IT,0,5570.053
2012,NUTS,2010,IT,0,5678.522
2013,NUTS,2010,IT,0,5810.372
2014,NUTS,2010,IT,0,5633.945
2015,NUTS,2010,IT,0,5501.168
2016,NUTS,2010,IT,0,5547.539
2017,NUTS,2010,IT,0,5582.358
2018,NUTS,2010,IT,0,5727.667
2019,NUTS,2010,IT,0,5918.838
2020,NUTS,2010,IT,0,6057.592
2011,NUTS,2010,ITC,1,1272.156
2012,NUTS,2010,ITC,1,1312.389
2013,NUTS,2010,ITC,1,1276.615
2014,NUTS,2010,ITC,1,1169.15
2015,NUTS,2010,ITC,1,1180.129
2016,NUTS,2010,ITC,1,1285.819
2017,NUTS,2010,ITC,1,1316.985
2018,NUTS,2010,ITC,1,1359.136
2019,NUTS,2010,ITC,1,1457.987
2011,NUTS,2010,ITC1,2,351.543
2012,NUTS,2010,ITC1,2,363.071
2013,NUTS,2010,ITC1,2,349.609
2014,NUTS,2010,ITC1,2,331.501
2015,NUTS,2010,ITC1,2,344.103
2016,NUTS,2010,ITC1,2,385.43
2017,NUTS,2010,ITC1,2,343.499
2018,NUTS,2010,ITC1,2,360.055
2019,NUTS,2010,ITC1,2,513.056
2011,NUTS,2010,ITC2,2,4.323
2012,NUTS,2010,ITC2,2,4.051
2013,NUTS,2010,ITC2,2,4.795
2014,NUTS,2010,ITC2,2,4.328
2015,NUTS,2010,ITC2,2,5.839
2016,NUTS,2010,ITC2,2,3.685
2017,NUTS,2010,ITC2,2,3.663
2018,NUTS,2010,ITC2,2,3.459
2019,NUTS,2010,ITC2,2,3.96
2011,NUTS,2010,ITC3,2,141.187
2012,NUTS,2010,ITC3,2,136.633
2013,NUTS,2010,ITC3,2,140.117
2014,NUTS,2010,ITC3,2,135.961
2015,NUTS,2010,ITC3,2,133.126
2016,NUTS,2010,ITC3,2,138.309
2017,NUTS,2010,ITC3,2,132.245
2018,NUTS,2010,ITC3,2,131.668
2019,NUTS,2010,ITC3,2,143.556
2011,NUTS,2010,ITC4,2,775.103
2012,NUTS,2010,ITC4,2,808.635
2013,NUTS,2010,ITC4,2,782.094
2014,NUTS,2010,ITC4,2,697.359
2015,NUTS,2010,ITC4,2,697.061
2016,NUTS,2010,ITC4,2,758.395
2017,NUTS,2010,ITC4,2,837.579
2018,NUTS,2010,ITC4,2,863.954
2019,NUTS,2010,ITC4,2,797.415
2011,NUTS,2010,ITF,1,1078.896
2012,NUTS,2010,ITF,1,1103.438
2013,NUTS,2010,ITF,1,1172.896
2014,NUTS,2010,ITF,1,1263.035
2015,NUTS,2010,ITF,1,1181.783
2016,NUTS,2010,ITF,1,1119.346
2017,NUTS,2010,ITF,1,1072.446
2018,NUTS,2010,ITF,1,1090.135
2019,NUTS,2010,ITF,1,1039.001
2011,NUTS,2010,ITF1,2,128.021
2012,NUTS,2010,ITF1,2,134.46
2013,NUTS,2010,ITF1,2,128.474
2014,NUTS,2010,ITF1,2,133.943
2015,NUTS,2010,ITF1,2,133.32
2016,NUTS,2010,ITF1,2,135.2
2017,NUTS,2010,ITF1,2,115.492
2018,NUTS,2010,ITF1,2,119.308
2019,NUTS,2010,ITF1,2,137.953
2015,NUTS,2010,ITF2,2,20.047
2016,NUTS,2010,ITF2,2,18.58
2017,NUTS,2010,ITF2,2,18.225
2018,NUTS,2010,ITF2,2,19.543
2019,NUTS,2010,ITF2,2,22.806
2011,NUTS,2010,ITF3,2,513.952
2012,NUTS,2010,ITF3,2,511.065
2013,NUTS,2010,ITF3,2,549.022
2014,NUTS,2010,ITF3,2,508.469
2015,NUTS,2010,ITF3,2,494.94
2016,NUTS,2010,ITF3,2,509.968
2017,NUTS,2010,ITF3,2,549.515
2018,NUTS,2010,ITF3,2,561.304
2019,NUTS,2010,ITF3,2,500.523
2011,NUTS,2010,ITF4,2,264.394
2012,NUTS,2010,ITF4,2,270.006
2013,NUTS,2010,ITF4,2,304.501
2014,NUTS,2010,ITF4,2,370.429
2015,NUTS,2010,ITF4,2,329.214
2016,NUTS,2010,ITF4,2,295.019
2017,NUTS,2010,ITF4,2,256.98
2018,NUTS,2010,ITF4,2,254.233
2019,NUTS,2010,ITF4,2,237.742
2012,NUTS,2010,ITF5,2,24.798
2013,NUTS,2010,ITF5,2,24.853
2015,NUTS,2010,ITF5,2,26.372
2016,NUTS,2010,ITF5,2,23.98
2017,NUTS,2010,ITF5,2,23.082
2018,NUTS,2010,ITF5,2,24.134
2019,NUTS,2010,ITF5,2,26.691
2011,NUTS,2010,ITF6,2,124.779
2015,NUTS,2010,ITF6,2,177.89
2016,NUTS,2010,ITF6,2,136.599
2017,NUTS,2010,ITF6,2,109.151
2018,NUTS,2010,ITF6,2,111.613
2019,NUTS,2010,ITF6,2,113.287
2011,NUTS,2010,ITG,1,575.653
2012,NUTS,2010,ITG,1,567.971
2013,NUTS,2010,ITG,1,583.757
2014,NUTS,2010,ITG,1,686.009
2015,NUTS,2010,ITG,1,620.183
2016,NUTS,2010,ITG,1,499.373
2017,NUTS,2010,ITG,1,475.093
2018,NUTS,2010,ITG,1,482.206
2019,NUTS,2010,ITG,1,473.976
2011,NUTS,2010,ITG1,2,402.731
2012,NUTS,2010,ITG1,2,411.974
2013,NUTS,2010,ITG1,2,418.591
2014,NUTS,2010,ITG1,2,524.605
2015,NUTS,2010,ITG1,2,451.538
2016,NUTS,2010,ITG1,2,329.83
2017,NUTS,2010,ITG1,2,315.966
2018,NUTS,2010,ITG1,2,320.252
2019,NUTS,2010,ITG1,2,303.169
2011,NUTS,2010,ITG2,2,172.922
2012,NUTS,2010,ITG2,2,155.997
2013,NUTS,2010,ITG2,2,165.166
2014,NUTS,2010,ITG2,2,161.404
2015,NUTS,2010,ITG2,2,168.645
2016,NUTS,2010,ITG2,2,169.543
2017,NUTS,2010,ITG2,2,159.127
2018,NUTS,2010,ITG2,2,161.954
2019,NUTS,2010,ITG2,2,170.807
2011,NUTS,2010,ITH,1,1162.114
2012,NUTS,2010,ITH,1,1172.99
2013,NUTS,2010,ITH,1,1216.928
2014,NUTS,2010,ITH,1,1197.689
2015,NUTS,2010,ITH,1,1217.4
2016,NUTS,2010,ITH,1,1289.27
2017,NUTS,2010,ITH,1,1299.946
2018,NUTS,2010,ITH,1,1348.796
2019,NUTS,2010,ITH,1,1401.072
2011,NUTS,2010,ITH1,2,15.425
2012,NUTS,2010,ITH1,2,16.104
2013,NUTS,2010,ITH1,2,15.949
2014,NUTS,2010,ITH1,2,15.478
2015,NUTS,2010,ITH1,2,24.134
2016,NUTS,2010,ITH1,2,29.689
2017,NUTS,2010,ITH1,2,30.03
2018,NUTS,2010,ITH1,2,32.993
2019,NUTS,2010,ITH1,2,21.732
2011,NUTS,2010,ITH2,2,69.071
2012,NUTS,2010,ITH2,2,79.332
2013,NUTS,2010,ITH2,2,81.703
2014,NUTS,2010,ITH2,2,78.852
2015,NUTS,2010,ITH2,2,83.009
2016,NUTS,2010,ITH2,2,96.989
2017,NUTS,2010,ITH2,2,98.063
2018,NUTS,2010,ITH2,2,99.374
2019,NUTS,2010,ITH2,2,98.193
2011,NUTS,2010,ITH3,2,383.671
2012,NUTS,2010,ITH3,2,389.943
2013,NUTS,2010,ITH3,2,408.121
2014,NUTS,2010,ITH3,2,397.98
2015,NUTS,2010,ITH3,2,413.293
2016,NUTS,2010,ITH3,2,478.627
2017,NUTS,2010,ITH3,2,459.276
2018,NUTS,2010,ITH3,2,491.354
2019,NUTS,2010,ITH3,2,549.293
2011,NUTS,2010,ITH4,2,155.925
2012,NUTS,2010,ITH4,2,136.337
2013,NUTS,2010,ITH4,2,150.587
2014,NUTS,2010,ITH4,2,136.123
2015,NUTS,2010,ITH4,2,143.149
2016,NUTS,2010,ITH4,2,160.819
2017,NUTS,2010,ITH4,2,151.343
2018,NUTS,2010,ITH4,2,156.69
2019,NUTS,2010,ITH4,2,158.423
2011,NUTS,2010,ITH5,2,538.023
2012,NUTS,2010,ITH5,2,551.275
2013,NUTS,2010,ITH5,2,560.568
2014,NUTS,2010,ITH5,2,569.255
2015,NUTS,2010,ITH5,2,553.912
2016,NUTS,2010,ITH5,2,523.146
2017,NUTS,2010,ITH5,2,561.234
2018,NUTS,2010,ITH5,2,568.386
2019,NUTS,2010,ITH5,2,573.431
2011,NUTS,2010,ITI,1,1481.234
2012,NUTS,2010,ITI,1,1521.735
2013,NUTS,2010,ITI,1,1560.176
2014,NUTS,2010,ITI,1,1318.063
2015,NUTS,2010,ITI,1,1301.674
2016,NUTS,2010,ITI,1,1353.732
2017,NUTS,2010,ITI,1,1417.888
2018,NUTS,2010,ITI,1,1447.393
2019,NUTS,2010,ITI,1,1546.802
2011,NUTS,2010,ITI1,2,512.38
2012,NUTS,2010,ITI1,2,521.537
2013,NUTS,2010,ITI1,2,500.979
2014,NUTS,2010,ITI1,2,450.047
2015,NUTS,2010,ITI1,2,466.816
2016,NUTS,2010,ITI1,2,502.51
2017,NUTS,2010,ITI1,2,487.908
2018,NUTS,2010,ITI1,2,507.343
2019,NUTS,2010,ITI1,2,563.218
2011,NUTS,2010,ITI2,2,120.751
2012,NUTS,2010,ITI2,2,118.751
2013,NUTS,2010,ITI2,2,109.1
2014,NUTS,2010,ITI2,2,127.088
2015,NUTS,2010,ITI2,2,127.968
2016,NUTS,2010,ITI2,2,129.423
2017,NUTS,2010,ITI2,2,106.972
2018,NUTS,2010,ITI2,2,105.404
2019,NUTS,2010,ITI2,2,108.196
2011,NUTS,2010,ITI3,2,138.338
2012,NUTS,2010,ITI3,2,139.498
2013,NUTS,2010,ITI3,2,135.91
2014,NUTS,2010,ITI3,2,130.01
2015,NUTS,2010,ITI3,2,130.693
2016,NUTS,2010,ITI3,2,138.54
2017,NUTS,2010,ITI3,2,147.799
2018,NUTS,2010,ITI3,2,145.248
2019,NUTS,2010,ITI3,2,160.54
2011,NUTS,2010,ITI4,2,709.766
2012,NUTS,2010,ITI4,2,741.948
2013,NUTS,2010,ITI4,2,814.188
2014,NUTS,2010,ITI4,2,610.918
2015,NUTS,2010,ITI4,2,576.197
2016,NUTS,2010,ITI4,2,583.259
2017,NUTS,2010,ITI4,2,675.209
2018,NUTS,2010,ITI4,2,689.398
2019,NUTS,2010,ITI4,2,714.849
2011,NUTS,2010,JP,0,14612.8
2012,NUTS,2010,JP,0,15029.38
2013,NUTS,2010,JP,0,15995.414
2014,NUTS,2010,JP,0,15280.495
2015,NUTS,2010,JP,0,14873.34
2016,NUTS,2010,JP,0,13707.471
2017,NUTS,2010,JP,0,13744.479
2018,NUTS,2010,JP,0,13487.31
2019,NUTS,2010,JP,0,13692.325
2011,NUTS,2010,KR,0,4443.574
2012,NUTS,2010,KR,0,4707.108
2013,NUTS,2010,KR,0,4806.94
2014,NUTS,2010,KR,0,5154.859
2015,NUTS,2010,KR,0,5426.019
2011,NUTS,2010,LT,0,252.743
2012,NUTS,2010,LT,0,260.502
2013,NUTS,2010,LT,0,295.935
2014,NUTS,2010,LT,0,317.978
2015,NUTS,2010,LT,0,348.91
2016,NUTS,2010,LT,0,202.015
2017,NUTS,2010,LT,0,207.303
2018,NUTS,2010,LT,0,232.626
2019,NUTS,2010,LT,0,265.047
2020,NUTS,2010,LT,0,308.134
2011,NUTS,2010,LT0,1,252.743
2012,NUTS,2010,LT0,1,260.502
2013,NUTS,2010,LT0,1,295.935
2014,NUTS,2010,LT0,1,317.978
2015,NUTS,2010,LT0,1,348.91
2016,NUTS,2010,LT0,1,202.015
2017,NUTS,2010,LT0,1,207.303
2018,NUTS,2010,LT0,1,232.626
2019,NUTS,2010,LT0,1,265.047
2020,NUTS,2010,LT0,1,308.134
2011,NUTS,2010,LT00,2,252.743
2012,NUTS,2010,LT00,2,260.502
2013,NUTS,2010,LT00,2,295.935
2014,NUTS,2010,LT00,2,317.978
2015,NUTS,2010,LT01,2,185.806
2016,NUTS,2010,LT01,2,104.292
2017,NUTS,2010,LT01,2,107.45
2018,NUTS,2010,LT01,2,119.549
2019,NUTS,2010,LT01,2,142.792
2015,NUTS,2010,LT02,2,163.104
