year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cab_nr
2012,NUTS,2010,CH0,1,95.04
2011,NUTS,2010,CH01,2,18.31
2012,NUTS,2010,CH01,2,24.13
2011,NUTS,2010,CH011,3,15.56
2012,NUTS,2010,CH011,3,20.38
2011,NUTS,2010,CH012,3,2.25
2012,NUTS,2010,CH012,3,1.5
2011,NUTS,2010,CH013,3,0.5
2012,NUTS,2010,CH013,3,2.25
2011,NUTS,2010,CH02,2,18.11
2012,NUTS,2010,CH02,2,15.77
2011,NUTS,2010,CH021,3,10.49
2012,NUTS,2010,CH021,3,5.48
2011,NUTS,2010,CH022,3,0.58
2012,NUTS,2010,CH022,3,4.46
2011,NUTS,2010,CH023,3,0.7
2012,NUTS,2010,CH023,3,0.25
2011,NUTS,2010,CH024,3,6.33
2012,NUTS,2010,CH024,3,5.25
2012,NUTS,2010,CH025,3,0.33
2011,NUTS,2010,CH03,2,14.91
2012,NUTS,2010,CH03,2,14.07
2011,NUTS,2010,CH031,3,3.63
2012,NUTS,2010,CH031,3,1.0
2011,NUTS,2010,CH032,3,3.2
2012,NUTS,2010,CH032,3,1.0
2011,NUTS,2010,CH033,3,8.08
2012,NUTS,2010,CH033,3,12.07
2011,NUTS,2010,CH04,2,32.01
2012,NUTS,2010,CH04,2,28.17
2011,NUTS,2010,CH040,3,32.01
2012,NUTS,2010,CH040,3,28.17
2011,NUTS,2010,CH05,2,8.34
2012,NUTS,2010,CH05,2,5.83
2011,NUTS,2010,CH052,3,0.11
2011,NUTS,2010,CH053,3,0.25
2012,NUTS,2010,CH053,3,1.08
2011,NUTS,2010,CH055,3,6.64
2012,NUTS,2010,CH055,3,2.58
2012,NUTS,2010,CH056,3,0.5
2011,NUTS,2010,CH057,3,1.33
2012,NUTS,2010,CH057,3,1.67
2011,NUTS,2010,CH06,2,10.47
2012,NUTS,2010,CH06,2,5.06
2011,NUTS,2010,CH061,3,3.67
2012,NUTS,2010,CH061,3,1.98
2011,NUTS,2010,CH063,3,1.96
2012,NUTS,2010,CH063,3,1.0
2011,NUTS,2010,CH065,3,0.5
2012,NUTS,2010,CH065,3,0.33
2011,NUTS,2010,CH066,3,4.35
2012,NUTS,2010,CH066,3,1.75
2011,NUTS,2010,CH07,2,0.83
2012,NUTS,2010,CH07,2,2.0
2011,NUTS,2010,CH070,3,0.83
2012,NUTS,2010,CH070,3,2.0
2011,NUTS,2010,CHX,1,0.5
2011,NUTS,2010,CHXX,2,0.5
2011,NUTS,2010,CHXXX,3,0.5
2012,NUTS,2010,CHZ,1,1.42
2012,NUTS,2010,CHZZ,2,1.42
2012,NUTS,2010,CHZZZ,3,1.42
2012,NUTS,2010,CY,0,1.0
2012,NUTS,2010,CY0,1,1.0
2012,NUTS,2010,CY00,2,1.0
2012,NUTS,2010,CY000,3,1.0
2011,NUTS,2010,CZ,0,10.13
2012,NUTS,2010,CZ,0,5.61
2011,NUTS,2010,CZ0,1,9.13
2012,NUTS,2010,CZ0,1,5.61
2011,NUTS,2010,CZ01,2,2.68
2012,NUTS,2010,CZ01,2,3.57
2011,NUTS,2010,CZ010,3,2.68
2012,NUTS,2010,CZ010,3,3.57
2011,NUTS,2010,CZ02,2,1.89
2011,NUTS,2010,CZ020,3,1.89
2011,NUTS,2010,CZ04,2,2.0
2011,NUTS,2010,CZ041,3,2.0
2011,NUTS,2010,CZ06,2,2.56
2012,NUTS,2010,CZ06,2,1.58
2011,NUTS,2010,CZ063,3,0.5
2011,NUTS,2010,CZ064,3,2.06
2012,NUTS,2010,CZ064,3,1.58
2012,NUTS,2010,CZ07,2,0.33
2012,NUTS,2010,CZ071,3,0.33
2012,NUTS,2010,CZ08,2,0.13
2012,NUTS,2010,CZ080,3,0.13
2011,NUTS,2010,CZZ,1,1.0
2011,NUTS,2010,CZZZ,2,1.0
2011,NUTS,2010,CZZZZ,3,1.0
2011,NUTS,2010,DE,0,949.36
2012,NUTS,2010,DE,0,836.6
2011,NUTS,2010,DE1,1,255.25
2012,NUTS,2010,DE1,1,226.63
2011,NUTS,2010,DE11,2,63.52
2012,NUTS,2010,DE11,2,42.53
2011,NUTS,2010,DE111,3,12.87
2012,NUTS,2010,DE111,3,9.54
2011,NUTS,2010,DE112,3,17.5
2012,NUTS,2010,DE112,3,3.85
2011,NUTS,2010,DE113,3,7.21
2012,NUTS,2010,DE113,3,5.61
2011,NUTS,2010,DE114,3,2.25
2011,NUTS,2010,DE115,3,14.31
2012,NUTS,2010,DE115,3,12.11
2011,NUTS,2010,DE116,3,3.58
2012,NUTS,2010,DE116,3,4.58
2012,NUTS,2010,DE117,3,1.5
2011,NUTS,2010,DE118,3,3.54
2012,NUTS,2010,DE118,3,0.7
2011,NUTS,2010,DE119,3,0.83
2012,NUTS,2010,DE119,3,1.6
2011,NUTS,2010,DE11A,3,1.0
2012,NUTS,2010,DE11A,3,1.4
2011,NUTS,2010,DE11D,3,0.43
2012,NUTS,2010,DE11D,3,1.64
2011,NUTS,2010,DE12,2,126.57
2012,NUTS,2010,DE12,2,131.05
2011,NUTS,2010,DE122,3,15.5
2012,NUTS,2010,DE122,3,9.58
2011,NUTS,2010,DE123,3,10.92
2012,NUTS,2010,DE123,3,10.92
2011,NUTS,2010,DE124,3,3.58
2012,NUTS,2010,DE124,3,4.33
2011,NUTS,2010,DE125,3,3.86
2012,NUTS,2010,DE125,3,5.88
2011,NUTS,2010,DE126,3,3.12
2012,NUTS,2010,DE126,3,1.98
2011,NUTS,2010,DE128,3,77.8
2012,NUTS,2010,DE128,3,91.67
2011,NUTS,2010,DE129,3,0.9
2011,NUTS,2010,DE12A,3,4.23
2012,NUTS,2010,DE12A,3,0.25
2011,NUTS,2010,DE12B,3,2.08
2012,NUTS,2010,DE12B,3,4.27
2011,NUTS,2010,DE12C,3,4.58
2012,NUTS,2010,DE12C,3,2.17
2011,NUTS,2010,DE13,2,29.33
2012,NUTS,2010,DE13,2,34.83
2011,NUTS,2010,DE131,3,4.58
2012,NUTS,2010,DE131,3,8.5
2011,NUTS,2010,DE132,3,3.33
2012,NUTS,2010,DE132,3,1.0
2011,NUTS,2010,DE133,3,5.08
2012,NUTS,2010,DE133,3,12.25
2011,NUTS,2010,DE134,3,3.42
2012,NUTS,2010,DE134,3,1.75
2012,NUTS,2010,DE135,3,2.33
2011,NUTS,2010,DE136,3,3.75
2012,NUTS,2010,DE136,3,0.5
2011,NUTS,2010,DE137,3,1.0
2012,NUTS,2010,DE137,3,2.67
2011,NUTS,2010,DE138,3,5.58
2012,NUTS,2010,DE138,3,2.92
2011,NUTS,2010,DE139,3,1.92
2012,NUTS,2010,DE139,3,1.0
2011,NUTS,2010,DE13A,3,0.67
2012,NUTS,2010,DE13A,3,1.92
2011,NUTS,2010,DE14,2,35.82
2012,NUTS,2010,DE14,2,18.22
2011,NUTS,2010,DE141,3,12.48
2012,NUTS,2010,DE141,3,2.12
2011,NUTS,2010,DE142,3,5.75
2012,NUTS,2010,DE142,3,7.02
2011,NUTS,2010,DE143,3,2.0
2012,NUTS,2010,DE143,3,1.17
2011,NUTS,2010,DE144,3,4.04
2012,NUTS,2010,DE144,3,3.08
2011,NUTS,2010,DE145,3,2.5
2012,NUTS,2010,DE145,3,1.5
2011,NUTS,2010,DE146,3,2.08
2012,NUTS,2010,DE146,3,1.5
2011,NUTS,2010,DE147,3,1.78
2012,NUTS,2010,DE147,3,0.5
2011,NUTS,2010,DE148,3,4.53
2012,NUTS,2010,DE148,3,1.33
2011,NUTS,2010,DE149,3,0.67
2011,NUTS,2010,DE2,1,315.03
2012,NUTS,2010,DE2,1,263.87
2011,NUTS,2010,DE21,2,191.47
2012,NUTS,2010,DE21,2,152.24
2011,NUTS,2010,DE211,3,6.33
2012,NUTS,2010,DE211,3,7.54
2011,NUTS,2010,DE212,3,96.58
2012,NUTS,2010,DE212,3,79.79
2011,NUTS,2010,DE213,3,1.5
2012,NUTS,2010,DE213,3,1.5
2012,NUTS,2010,DE214,3,0.2
2011,NUTS,2010,DE215,3,2.53
2012,NUTS,2010,DE215,3,1.73
2011,NUTS,2010,DE216,3,2.17
2012,NUTS,2010,DE216,3,1.42
2011,NUTS,2010,DE217,3,5.86
2012,NUTS,2010,DE217,3,1.62
2011,NUTS,2010,DE218,3,10.48
2012,NUTS,2010,DE218,3,10.8
2011,NUTS,2010,DE219,3,2.17
2012,NUTS,2010,DE219,3,4.14
2011,NUTS,2010,DE21A,3,3.33
2012,NUTS,2010,DE21A,3,1.19
2011,NUTS,2010,DE21B,3,4.03
2012,NUTS,2010,DE21B,3,3.61
2011,NUTS,2010,DE21C,3,8.25
2012,NUTS,2010,DE21C,3,6.73
2011,NUTS,2010,DE21E,3,1.83
2012,NUTS,2010,DE21E,3,0.33
2011,NUTS,2010,DE21F,3,0.5
2012,NUTS,2010,DE21F,3,0.83
2011,NUTS,2010,DE21G,3,1.33
2012,NUTS,2010,DE21G,3,2.0
2011,NUTS,2010,DE21H,3,24.45
2012,NUTS,2010,DE21H,3,18.22
2011,NUTS,2010,DE21I,3,0.58
2012,NUTS,2010,DE21I,3,0.5
2011,NUTS,2010,DE21J,3,4.92
2012,NUTS,2010,DE21J,3,2.0
2011,NUTS,2010,DE21K,3,4.16
2012,NUTS,2010,DE21K,3,4.78
2011,NUTS,2010,DE21L,3,7.27
2012,NUTS,2010,DE21L,3,2.33
2011,NUTS,2010,DE21M,3,0.67
2012,NUTS,2010,DE21M,3,0.33
2011,NUTS,2010,DE21N,3,2.53
2012,NUTS,2010,DE21N,3,0.64
2011,NUTS,2010,DE22,2,5.09
2012,NUTS,2010,DE22,2,1.8
2011,NUTS,2010,DE221,3,2.08
2012,NUTS,2010,DE223,3,0.1
2011,NUTS,2010,DE226,3,0.17
2011,NUTS,2010,DE227,3,1.84
2012,NUTS,2010,DE227,3,1.5
2011,NUTS,2010,DE22A,3,0.5
2012,NUTS,2010,DE22A,3,0.2
2011,NUTS,2010,DE22B,3,0.5
2011,NUTS,2010,DE23,2,14.4
2012,NUTS,2010,DE23,2,16.05
2012,NUTS,2010,DE231,3,1.5
2011,NUTS,2010,DE232,3,5.25
2012,NUTS,2010,DE232,3,1.65
2011,NUTS,2010,DE233,3,0.17
2011,NUTS,2010,DE234,3,0.45
2012,NUTS,2010,DE234,3,2.25
2011,NUTS,2010,DE235,3,1.0
2012,NUTS,2010,DE235,3,0.33
2011,NUTS,2010,DE236,3,1.2
2012,NUTS,2010,DE236,3,1.25
2011,NUTS,2010,DE237,3,1.17
2011,NUTS,2010,DE238,3,4.0
2012,NUTS,2010,DE238,3,8.32
2011,NUTS,2010,DE239,3,1.17
2012,NUTS,2010,DE239,3,0.75
2011,NUTS,2010,DE24,2,5.0
2012,NUTS,2010,DE24,2,8.23
2011,NUTS,2010,DE241,3,0.25
2012,NUTS,2010,DE241,3,2.45
2012,NUTS,2010,DE242,3,1.0
2012,NUTS,2010,DE244,3,0.25
2011,NUTS,2010,DE245,3,1.0
2011,NUTS,2010,DE246,3,0.2
2012,NUTS,2010,DE246,3,1.25
2011,NUTS,2010,DE248,3,3.55
2012,NUTS,2010,DE248,3,3.28
2011,NUTS,2010,DE25,2,70.04
2012,NUTS,2010,DE25,2,56.19
2012,NUTS,2010,DE251,3,0.33
2011,NUTS,2010,DE252,3,17.35
2012,NUTS,2010,DE252,3,14.96
2011,NUTS,2010,DE253,3,2.62
2012,NUTS,2010,DE253,3,1.64
2011,NUTS,2010,DE254,3,21.48
2012,NUTS,2010,DE254,3,18.2
2011,NUTS,2010,DE255,3,0.5
2011,NUTS,2010,DE256,3,0.5
2012,NUTS,2010,DE256,3,0.25
2011,NUTS,2010,DE257,3,6.98
2012,NUTS,2010,DE257,3,9.98
2011,NUTS,2010,DE258,3,8.5
2012,NUTS,2010,DE258,3,7.14
2011,NUTS,2010,DE259,3,4.72
2012,NUTS,2010,DE259,3,1.48
2011,NUTS,2010,DE25A,3,2.75
2012,NUTS,2010,DE25A,3,1.0
2011,NUTS,2010,DE25B,3,4.64
2012,NUTS,2010,DE25B,3,1.2
2011,NUTS,2010,DE26,2,15.22
2012,NUTS,2010,DE26,2,6.85
2011,NUTS,2010,DE261,3,2.64
2012,NUTS,2010,DE261,3,0.25
2011,NUTS,2010,DE262,3,0.33
2011,NUTS,2010,DE263,3,2.5
2012,NUTS,2010,DE263,3,1.17
2011,NUTS,2010,DE264,3,2.23
2012,NUTS,2010,DE264,3,1.64
2011,NUTS,2010,DE265,3,1.25
2012,NUTS,2010,DE266,3,0.33
2011,NUTS,2010,DE268,3,0.83
2011,NUTS,2010,DE269,3,0.7
2012,NUTS,2010,DE269,3,0.48
2011,NUTS,2010,DE26A,3,1.25
2012,NUTS,2010,DE26A,3,0.67
2011,NUTS,2010,DE26B,3,0.64
2012,NUTS,2010,DE26B,3,1.81
2011,NUTS,2010,DE26C,3,2.83
2012,NUTS,2010,DE26C,3,0.5
2011,NUTS,2010,DE27,2,13.81
2012,NUTS,2010,DE27,2,22.5
2011,NUTS,2010,DE271,3,7.0
2012,NUTS,2010,DE271,3,6.17
2011,NUTS,2010,DE272,3,1.0
2012,NUTS,2010,DE273,3,0.5
2011,NUTS,2010,DE275,3,0.33
2012,NUTS,2010,DE275,3,3.0
2011,NUTS,2010,DE276,3,1.58
2012,NUTS,2010,DE276,3,7.17
2012,NUTS,2010,DE277,3,0.67
2011,NUTS,2010,DE278,3,0.5
2012,NUTS,2010,DE278,3,0.5
2012,NUTS,2010,DE279,3,0.83
2011,NUTS,2010,DE27A,3,2.39
2012,NUTS,2010,DE27A,3,0.83
2011,NUTS,2010,DE27B,3,1.0
2012,NUTS,2010,DE27B,3,1.83
2012,NUTS,2010,DE27E,3,1.0
2011,NUTS,2010,DE3,1,59.64
2012,NUTS,2010,DE3,1,47.75
2011,NUTS,2010,DE30,2,59.64
2012,NUTS,2010,DE30,2,47.75
2011,NUTS,2010,DE300,3,59.64
2012,NUTS,2010,DE300,3,47.75
2011,NUTS,2010,DE4,1,11.95
2012,NUTS,2010,DE4,1,14.17
2011,NUTS,2010,DE40,2,11.95
2012,NUTS,2010,DE40,2,14.17
2011,NUTS,2010,DE401,3,0.33
2011,NUTS,2010,DE402,3,0.5
2011,NUTS,2010,DE403,3,0.25
2012,NUTS,2010,DE403,3,0.5
2011,NUTS,2010,DE404,3,2.5
2012,NUTS,2010,DE404,3,1.25
2011,NUTS,2010,DE405,3,2.0
2012,NUTS,2010,DE405,3,5.35
2011,NUTS,2010,DE406,3,0.25
2012,NUTS,2010,DE406,3,0.9
2011,NUTS,2010,DE408,3,1.0
2012,NUTS,2010,DE408,3,0.25
2011,NUTS,2010,DE40A,3,1.12
2012,NUTS,2010,DE40A,3,2.58
2011,NUTS,2010,DE40C,3,0.25
2012,NUTS,2010,DE40C,3,0.25
2012,NUTS,2010,DE40D,3,1.0
2011,NUTS,2010,DE40E,3,3.25
2012,NUTS,2010,DE40E,3,1.83
2011,NUTS,2010,DE40G,3,0.5
2012,NUTS,2010,DE40H,3,0.25
2011,NUTS,2010,DE5,1,4.33
2012,NUTS,2010,DE5,1,1.5
2011,NUTS,2010,DE50,2,4.33
2012,NUTS,2010,DE50,2,1.5
2011,NUTS,2010,DE501,3,3.0
2012,NUTS,2010,DE501,3,1.5
2011,NUTS,2010,DE502,3,1.33
2011,NUTS,2010,DE6,1,9.58
2012,NUTS,2010,DE6,1,10.57
2011,NUTS,2010,DE60,2,9.58
2012,NUTS,2010,DE60,2,10.57
2011,NUTS,2010,DE600,3,9.58
2012,NUTS,2010,DE600,3,10.57
2011,NUTS,2010,DE7,1,47.95
2012,NUTS,2010,DE7,1,61.07
2011,NUTS,2010,DE71,2,38.95
2012,NUTS,2010,DE71,2,54.5
2011,NUTS,2010,DE711,3,3.88
2012,NUTS,2010,DE711,3,14.19
2011,NUTS,2010,DE712,3,11.33
2012,NUTS,2010,DE712,3,16.28
2011,NUTS,2010,DE713,3,1.25
2012,NUTS,2010,DE713,3,3.67
2011,NUTS,2010,DE714,3,1.5
2012,NUTS,2010,DE714,3,1.7
2011,NUTS,2010,DE715,3,1.33
2012,NUTS,2010,DE715,3,0.5
2011,NUTS,2010,DE716,3,5.71
2012,NUTS,2010,DE716,3,3.73
2011,NUTS,2010,DE717,3,0.25
2012,NUTS,2010,DE717,3,1.29
2011,NUTS,2010,DE718,3,0.95
2012,NUTS,2010,DE718,3,1.41
2011,NUTS,2010,DE719,3,1.33
2012,NUTS,2010,DE719,3,1.04
2011,NUTS,2010,DE71A,3,3.31
2012,NUTS,2010,DE71A,3,5.46
2012,NUTS,2010,DE71B,3,0.33
2011,NUTS,2010,DE71C,3,5.44
2012,NUTS,2010,DE71C,3,2.63
2012,NUTS,2010,DE71D,3,0.5
2011,NUTS,2010,DE71E,3,2.67
2012,NUTS,2010,DE71E,3,1.78
2011,NUTS,2010,DE72,2,7.75
2012,NUTS,2010,DE72,2,6.07
2011,NUTS,2010,DE721,3,1.25
2012,NUTS,2010,DE721,3,1.07
2011,NUTS,2010,DE722,3,3.83
2012,NUTS,2010,DE722,3,3.8
2011,NUTS,2010,DE723,3,0.33
2011,NUTS,2010,DE724,3,2.08
2012,NUTS,2010,DE724,3,1.2
2011,NUTS,2010,DE725,3,0.25
2011,NUTS,2010,DE73,2,1.25
2012,NUTS,2010,DE73,2,0.5
2012,NUTS,2010,DE732,3,0.25
2011,NUTS,2010,DE735,3,0.25
2012,NUTS,2010,DE735,3,0.25
2011,NUTS,2010,DE736,3,1.0
2011,NUTS,2010,DE8,1,1.33
2012,NUTS,2010,DE8,1,2.0
2011,NUTS,2010,DE80,2,1.33
2012,NUTS,2010,DE80,2,2.0
2012,NUTS,2010,DE804,3,1.0
2011,NUTS,2010,DE807,3,0.33
2012,NUTS,2010,DE807,3,1.0
2011,NUTS,2010,DE80D,3,1.0
2011,NUTS,2010,DE9,1,54.39
2012,NUTS,2010,DE9,1,51.78
2011,NUTS,2010,DE91,2,13.15
2012,NUTS,2010,DE91,2,11.25
2011,NUTS,2010,DE911,3,5.9
2012,NUTS,2010,DE911,3,6.92
2011,NUTS,2010,DE913,3,3.13
2012,NUTS,2010,DE913,3,1.33
2011,NUTS,2010,DE914,3,1.25
2012,NUTS,2010,DE914,3,1.0
2011,NUTS,2010,DE915,3,1.75
2011,NUTS,2010,DE91A,3,0.45
2011,NUTS,2010,DE91B,3,0.67
2012,NUTS,2010,DE91B,3,2.0
2011,NUTS,2010,DE92,2,34.74
2012,NUTS,2010,DE92,2,31.12
2012,NUTS,2010,DE922,3,0.5
2012,NUTS,2010,DE923,3,1.76
2011,NUTS,2010,DE925,3,5.69
2012,NUTS,2010,DE925,3,5.29
2011,NUTS,2010,DE928,3,1.33
2012,NUTS,2010,DE928,3,0.83
2011,NUTS,2010,DE929,3,27.72
2012,NUTS,2010,DE929,3,22.74
2011,NUTS,2010,DE93,2,3.5
2012,NUTS,2010,DE93,2,2.83
2011,NUTS,2010,DE931,3,0.5
2011,NUTS,2010,DE932,3,0.33
2011,NUTS,2010,DE933,3,0.67
2012,NUTS,2010,DE933,3,0.5
2011,NUTS,2010,DE938,3,1.0
2011,NUTS,2010,DE939,3,1.0
2012,NUTS,2010,DE939,3,1.33
2012,NUTS,2010,DE93A,3,1.0
2011,NUTS,2010,DE94,2,3.0
2012,NUTS,2010,DE94,2,6.58
2012,NUTS,2010,DE942,3,0.33
2011,NUTS,2010,DE943,3,1.0
2011,NUTS,2010,DE944,3,1.0
2012,NUTS,2010,DE944,3,1.25
2012,NUTS,2010,DE947,3,0.33
2012,NUTS,2010,DE949,3,0.67
2012,NUTS,2010,DE94A,3,1.0
2012,NUTS,2010,DE94B,3,1.42
2012,NUTS,2010,DE94C,3,0.33
2012,NUTS,2010,DE94D,3,1.0
2011,NUTS,2010,DE94E,3,1.0
2012,NUTS,2010,DE94E,3,0.25
2011,NUTS,2010,DEA,1,111.28
2012,NUTS,2010,DEA,1,92.68
2011,NUTS,2010,DEA1,2,20.82
2012,NUTS,2010,DEA1,2,21.37
2011,NUTS,2010,DEA11,3,3.07
2012,NUTS,2010,DEA11,3,6.67
2011,NUTS,2010,DEA12,3,3.0
2012,NUTS,2010,DEA12,3,3.73
2011,NUTS,2010,DEA13,3,1.08
2011,NUTS,2010,DEA14,3,0.33
2012,NUTS,2010,DEA14,3,0.5
2011,NUTS,2010,DEA15,3,0.67
2011,NUTS,2010,DEA16,3,1.67
2012,NUTS,2010,DEA16,3,0.53
2012,NUTS,2010,DEA18,3,1.0
2011,NUTS,2010,DEA19,3,1.0
2011,NUTS,2010,DEA1A,3,2.33
2012,NUTS,2010,DEA1A,3,1.3
2012,NUTS,2010,DEA1B,3,0.67
2011,NUTS,2010,DEA1C,3,3.0
2012,NUTS,2010,DEA1C,3,2.8
2011,NUTS,2010,DEA1D,3,3.67
2012,NUTS,2010,DEA1D,3,0.67
2012,NUTS,2010,DEA1E,3,3.0
2011,NUTS,2010,DEA1F,3,1.0
2012,NUTS,2010,DEA1F,3,0.5
