year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_hc_total_f
2013,NUTS,2010,PL11,2,4081.0
2014,NUTS,2010,PL11,2,4094.0
2015,NUTS,2010,PL11,2,4229.0
2011,NUTS,2010,PL12,2,14759.0
2012,NUTS,2010,PL12,2,14500.0
2013,NUTS,2010,PL12,2,15552.0
2014,NUTS,2010,PL12,2,16352.0
2015,NUTS,2010,PL12,2,16354.0
2011,NUTS,2010,PL2,1,10593.0
2012,NUTS,2010,PL2,1,11438.0
2013,NUTS,2010,PL2,1,11492.0
2014,NUTS,2010,PL2,1,11873.0
2015,NUTS,2010,PL2,1,12260.0
2016,NUTS,2010,PL2,1,13082.0
2017,NUTS,2010,PL2,1,18794.0
2018,NUTS,2010,PL2,1,20597.0
2019,NUTS,2010,PL2,1,21937.0
2011,NUTS,2010,PL21,2,5889.0
2012,NUTS,2010,PL21,2,6604.0
2013,NUTS,2010,PL21,2,6591.0
2014,NUTS,2010,PL21,2,6979.0
2015,NUTS,2010,PL21,2,7355.0
2016,NUTS,2010,PL21,2,7897.0
2017,NUTS,2010,PL21,2,12161.0
2018,NUTS,2010,PL21,2,12823.0
2019,NUTS,2010,PL21,2,12733.0
2011,NUTS,2010,PL22,2,4704.0
2012,NUTS,2010,PL22,2,4834.0
2013,NUTS,2010,PL22,2,4901.0
2014,NUTS,2010,PL22,2,4894.0
2015,NUTS,2010,PL22,2,4905.0
2016,NUTS,2010,PL22,2,5185.0
2017,NUTS,2010,PL22,2,6633.0
2018,NUTS,2010,PL22,2,7774.0
2019,NUTS,2010,PL22,2,9204.0
2011,NUTS,2010,PL3,1,7002.0
2012,NUTS,2010,PL3,1,7103.0
2013,NUTS,2010,PL3,1,7604.0
2014,NUTS,2010,PL3,1,7845.0
2015,NUTS,2010,PL3,1,7964.0
2011,NUTS,2010,PL31,2,3224.0
2012,NUTS,2010,PL31,2,3691.0
2013,NUTS,2010,PL31,2,3535.0
2014,NUTS,2010,PL31,2,3695.0
2015,NUTS,2010,PL31,2,3656.0
2011,NUTS,2010,PL32,2,1895.0
2012,NUTS,2010,PL32,2,2003.0
2013,NUTS,2010,PL32,2,2151.0
2014,NUTS,2010,PL32,2,2203.0
2015,NUTS,2010,PL32,2,2247.0
2012,NUTS,2010,PL33,2,204.0
2013,NUTS,2010,PL33,2,614.0
2014,NUTS,2010,PL33,2,659.0
2015,NUTS,2010,PL33,2,690.0
2012,NUTS,2010,PL34,2,1205.0
2013,NUTS,2010,PL34,2,1304.0
2014,NUTS,2010,PL34,2,1288.0
2015,NUTS,2010,PL34,2,1371.0
2011,NUTS,2010,PL4,1,8218.0
2012,NUTS,2010,PL4,1,7974.0
2013,NUTS,2010,PL4,1,8017.0
2014,NUTS,2010,PL4,1,8457.0
2015,NUTS,2010,PL4,1,8574.0
2016,NUTS,2010,PL4,1,8417.0
2017,NUTS,2010,PL4,1,11377.0
2018,NUTS,2010,PL4,1,12986.0
2019,NUTS,2010,PL4,1,11675.0
2011,NUTS,2010,PL41,2,6330.0
2012,NUTS,2010,PL41,2,5940.0
2013,NUTS,2010,PL41,2,6034.0
2014,NUTS,2010,PL41,2,6355.0
2015,NUTS,2010,PL41,2,6447.0
2016,NUTS,2010,PL41,2,6308.0
2017,NUTS,2010,PL41,2,7851.0
2018,NUTS,2010,PL41,2,9327.0
2019,NUTS,2010,PL41,2,8009.0
2012,NUTS,2010,PL42,2,1614.0
2013,NUTS,2010,PL42,2,1566.0
2014,NUTS,2010,PL42,2,1670.0
2015,NUTS,2010,PL42,2,1686.0
2016,NUTS,2010,PL42,2,1686.0
2017,NUTS,2010,PL42,2,2723.0
2018,NUTS,2010,PL42,2,2826.0
2019,NUTS,2010,PL42,2,2904.0
2012,NUTS,2010,PL43,2,420.0
2013,NUTS,2010,PL43,2,417.0
2014,NUTS,2010,PL43,2,432.0
2015,NUTS,2010,PL43,2,441.0
2016,NUTS,2010,PL43,2,423.0
2017,NUTS,2010,PL43,2,803.0
2018,NUTS,2010,PL43,2,833.0
2019,NUTS,2010,PL43,2,762.0
2011,NUTS,2010,PL5,1,4271.0
2012,NUTS,2010,PL5,1,4694.0
2013,NUTS,2010,PL5,1,5099.0
2014,NUTS,2010,PL5,1,5275.0
2015,NUTS,2010,PL5,1,5681.0
2016,NUTS,2010,PL5,1,5717.0
2017,NUTS,2010,PL5,1,8158.0
2018,NUTS,2010,PL5,1,8569.0
2019,NUTS,2010,PL5,1,9031.0
2011,NUTS,2010,PL51,2,3583.0
2012,NUTS,2010,PL51,2,3971.0
2013,NUTS,2010,PL51,2,4356.0
2014,NUTS,2010,PL51,2,4501.0
2015,NUTS,2010,PL51,2,4880.0
2016,NUTS,2010,PL51,2,4907.0
2017,NUTS,2010,PL51,2,7100.0
2018,NUTS,2010,PL51,2,7595.0
2019,NUTS,2010,PL51,2,7975.0
2011,NUTS,2010,PL52,2,688.0
2012,NUTS,2010,PL52,2,723.0
2013,NUTS,2010,PL52,2,743.0
2014,NUTS,2010,PL52,2,774.0
2015,NUTS,2010,PL52,2,801.0
2016,NUTS,2010,PL52,2,810.0
2017,NUTS,2010,PL52,2,1058.0
2018,NUTS,2010,PL52,2,974.0
2019,NUTS,2010,PL52,2,1056.0
2011,NUTS,2010,PL6,1,5801.0
2012,NUTS,2010,PL6,1,6003.0
2013,NUTS,2010,PL6,1,6153.0
2014,NUTS,2010,PL6,1,6423.0
2015,NUTS,2010,PL6,1,6551.0
2016,NUTS,2010,PL6,1,7046.0
2017,NUTS,2010,PL6,1,11269.0
2018,NUTS,2010,PL6,1,12715.0
2011,NUTS,2010,PL61,2,1782.0
2012,NUTS,2010,PL61,2,1820.0
2013,NUTS,2010,PL61,2,1746.0
2014,NUTS,2010,PL61,2,1920.0
2015,NUTS,2010,PL61,2,1967.0
2016,NUTS,2010,PL61,2,2104.0
2017,NUTS,2010,PL61,2,4210.0
2019,NUTS,2010,PL61,2,4221.0
2011,NUTS,2010,PL62,2,1064.0
2012,NUTS,2010,PL62,2,1109.0
2013,NUTS,2010,PL62,2,1153.0
2014,NUTS,2010,PL62,2,1277.0
2015,NUTS,2010,PL62,2,1206.0
2016,NUTS,2010,PL62,2,1268.0
2017,NUTS,2010,PL62,2,1630.0
2011,NUTS,2010,PL63,2,2955.0
2012,NUTS,2010,PL63,2,3074.0
2013,NUTS,2010,PL63,2,3254.0
2014,NUTS,2010,PL63,2,3226.0
2015,NUTS,2010,PL63,2,3378.0
2016,NUTS,2010,PL63,2,3674.0
2017,NUTS,2010,PL63,2,5429.0
2018,NUTS,2010,PL63,2,6069.0
2019,NUTS,2010,PL63,2,6265.0
2016,NUTS,2010,PL7,1,5248.0
2017,NUTS,2010,PL7,1,7615.0
2018,NUTS,2010,PL7,1,7293.0
2016,NUTS,2010,PL71,2,4555.0
2017,NUTS,2010,PL71,2,6513.0
2019,NUTS,2010,PL71,2,6410.0
2016,NUTS,2010,PL72,2,693.0
2017,NUTS,2010,PL72,2,1102.0
2016,NUTS,2010,PL8,1,7506.0
2017,NUTS,2010,PL8,1,9466.0
2018,NUTS,2010,PL8,1,10763.0
2019,NUTS,2010,PL8,1,11270.0
2016,NUTS,2010,PL81,2,3757.0
2017,NUTS,2010,PL81,2,5130.0
2018,NUTS,2010,PL81,2,6152.0
2019,NUTS,2010,PL81,2,6354.0
2016,NUTS,2010,PL82,2,2323.0
2017,NUTS,2010,PL82,2,2322.0
2018,NUTS,2010,PL82,2,2452.0
2019,NUTS,2010,PL82,2,2465.0
2016,NUTS,2010,PL84,2,1426.0
2017,NUTS,2010,PL84,2,2014.0
2018,NUTS,2010,PL84,2,2159.0
2019,NUTS,2010,PL84,2,2451.0
2016,NUTS,2010,PL9,1,20062.0
2017,NUTS,2010,PL9,1,28599.0
2018,NUTS,2010,PL9,1,31288.0
2019,NUTS,2010,PL9,1,31681.0
2016,NUTS,2010,PL91,2,19317.0
2017,NUTS,2010,PL91,2,27567.0
2018,NUTS,2010,PL91,2,29771.0
2019,NUTS,2010,PL91,2,30544.0
2016,NUTS,2010,PL92,2,745.0
2017,NUTS,2010,PL92,2,1032.0
2018,NUTS,2010,PL92,2,1517.0
2019,NUTS,2010,PL92,2,1137.0
2011,NUTS,2010,PT,0,40185.0
2012,NUTS,2010,PT,0,40885.0
2013,NUTS,2010,PT,0,42042.0
2014,NUTS,2010,PT,0,42867.0
2015,NUTS,2010,PT,0,46367.0
2016,NUTS,2010,PT,0,45077.0
2017,NUTS,2010,PT,0,47517.0
2018,NUTS,2010,PT,0,50661.0
2019,NUTS,2010,PT,0,52948.0
2020,NUTS,2010,PT,0,55986.0
2011,NUTS,2010,PT1,1,39593.0
2012,NUTS,2010,PT1,1,40325.0
2013,NUTS,2010,PT1,1,41497.0
2014,NUTS,2010,PT1,1,42262.0
2015,NUTS,2010,PT1,1,45746.0
2016,NUTS,2010,PT1,1,44399.0
2017,NUTS,2010,PT1,1,46791.0
2018,NUTS,2010,PT1,1,49936.0
2019,NUTS,2010,PT1,1,52203.0
2020,NUTS,2010,PT1,1,55201.0
2011,NUTS,2010,PT11,2,12875.0
2012,NUTS,2010,PT11,2,13379.0
2013,NUTS,2010,PT11,2,14212.0
2014,NUTS,2010,PT11,2,14909.0
2015,NUTS,2010,PT11,2,17557.0
2016,NUTS,2010,PT11,2,14476.0
2017,NUTS,2010,PT11,2,15526.0
2018,NUTS,2010,PT11,2,16721.0
2019,NUTS,2010,PT11,2,17603.0
2020,NUTS,2010,PT11,2,19309.0
2011,NUTS,2010,PT15,2,876.0
2012,NUTS,2010,PT15,2,820.0
2013,NUTS,2010,PT15,2,819.0
2014,NUTS,2010,PT15,2,825.0
2015,NUTS,2010,PT15,2,858.0
2016,NUTS,2010,PT15,2,845.0
2017,NUTS,2010,PT15,2,763.0
2018,NUTS,2010,PT15,2,814.0
2019,NUTS,2010,PT15,2,920.0
2020,NUTS,2010,PT15,2,978.0
2011,NUTS,2010,PT16,2,7800.0
2012,NUTS,2010,PT16,2,7628.0
2013,NUTS,2010,PT16,2,7649.0
2014,NUTS,2010,PT16,2,7632.0
2015,NUTS,2010,PT16,2,7939.0
2016,NUTS,2010,PT16,2,8572.0
2017,NUTS,2010,PT16,2,9095.0
2018,NUTS,2010,PT16,2,9865.0
2019,NUTS,2010,PT16,2,10602.0
2020,NUTS,2010,PT16,2,10727.0
2011,NUTS,2010,PT17,2,16992.0
2012,NUTS,2010,PT17,2,17375.0
2013,NUTS,2010,PT17,2,17730.0
2014,NUTS,2010,PT17,2,17755.0
2015,NUTS,2010,PT17,2,18211.0
2016,NUTS,2010,PT17,2,19200.0
2017,NUTS,2010,PT17,2,20006.0
2018,NUTS,2010,PT17,2,20909.0
2019,NUTS,2010,PT17,2,21355.0
2020,NUTS,2010,PT17,2,22349.0
2011,NUTS,2010,PT18,2,1050.0
2012,NUTS,2010,PT18,2,1123.0
2013,NUTS,2010,PT18,2,1087.0
2014,NUTS,2010,PT18,2,1141.0
2015,NUTS,2010,PT18,2,1181.0
2016,NUTS,2010,PT18,2,1306.0
2017,NUTS,2010,PT18,2,1401.0
2018,NUTS,2010,PT18,2,1627.0
2019,NUTS,2010,PT18,2,1723.0
2020,NUTS,2010,PT18,2,1838.0
2011,NUTS,2010,PT2,1,303.0
2012,NUTS,2010,PT2,1,342.0
2013,NUTS,2010,PT2,1,302.0
2014,NUTS,2010,PT2,1,330.0
2015,NUTS,2010,PT2,1,329.0
2016,NUTS,2010,PT2,1,357.0
2017,NUTS,2010,PT2,1,360.0
2018,NUTS,2010,PT2,1,302.0
2019,NUTS,2010,PT2,1,300.0
2020,NUTS,2010,PT2,1,347.0
2011,NUTS,2010,PT20,2,303.0
2012,NUTS,2010,PT20,2,342.0
2013,NUTS,2010,PT20,2,302.0
2014,NUTS,2010,PT20,2,330.0
2015,NUTS,2010,PT20,2,329.0
2016,NUTS,2010,PT20,2,357.0
2017,NUTS,2010,PT20,2,360.0
2018,NUTS,2010,PT20,2,302.0
2019,NUTS,2010,PT20,2,300.0
2020,NUTS,2010,PT20,2,347.0
2011,NUTS,2010,PT3,1,289.0
2012,NUTS,2010,PT3,1,218.0
2013,NUTS,2010,PT3,1,243.0
2014,NUTS,2010,PT3,1,275.0
2015,NUTS,2010,PT3,1,292.0
2016,NUTS,2010,PT3,1,321.0
2017,NUTS,2010,PT3,1,366.0
2018,NUTS,2010,PT3,1,423.0
2019,NUTS,2010,PT3,1,445.0
2020,NUTS,2010,PT3,1,438.0
2011,NUTS,2010,PT30,2,289.0
2012,NUTS,2010,PT30,2,218.0
2013,NUTS,2010,PT30,2,243.0
2014,NUTS,2010,PT30,2,275.0
2015,NUTS,2010,PT30,2,292.0
2016,NUTS,2010,PT30,2,321.0
2017,NUTS,2010,PT30,2,366.0
2018,NUTS,2010,PT30,2,423.0
2019,NUTS,2010,PT30,2,445.0
2020,NUTS,2010,PT30,2,438.0
2011,NUTS,2010,RO,0,19596.0
2012,NUTS,2010,RO,0,19774.0
2013,NUTS,2010,RO,0,20150.0
2014,NUTS,2010,RO,0,19877.0
2015,NUTS,2010,RO,0,19913.0
2016,NUTS,2010,RO,0,20350.0
2017,NUTS,2010,RO,0,20535.0
2018,NUTS,2010,RO,0,20172.0
2019,NUTS,2010,RO,0,20252.0
2011,NUTS,2010,RO1,1,3384.0
2012,NUTS,2010,RO1,1,3111.0
2013,NUTS,2010,RO1,1,2807.0
2014,NUTS,2010,RO1,1,3499.0
2015,NUTS,2010,RO1,1,3224.0
2016,NUTS,2010,RO1,1,3333.0
2017,NUTS,2010,RO1,1,3303.0
2018,NUTS,2010,RO1,1,3506.0
2019,NUTS,2010,RO1,1,3673.0
2011,NUTS,2010,RO11,2,1857.0
2012,NUTS,2010,RO11,2,1723.0
2013,NUTS,2010,RO11,2,1527.0
2014,NUTS,2010,RO11,2,1748.0
2015,NUTS,2010,RO11,2,1593.0
2016,NUTS,2010,RO11,2,1589.0
2017,NUTS,2010,RO11,2,1574.0
2018,NUTS,2010,RO11,2,1703.0
2019,NUTS,2010,RO11,2,1781.0
2011,NUTS,2010,RO12,2,1527.0
2012,NUTS,2010,RO12,2,1388.0
2013,NUTS,2010,RO12,2,1280.0
2014,NUTS,2010,RO12,2,1751.0
2015,NUTS,2010,RO12,2,1631.0
2016,NUTS,2010,RO12,2,1744.0
2017,NUTS,2010,RO12,2,1729.0
2018,NUTS,2010,RO12,2,1803.0
2019,NUTS,2010,RO12,2,1892.0
2011,NUTS,2010,RO2,1,2333.0
2012,NUTS,2010,RO2,1,2583.0
2013,NUTS,2010,RO2,1,2824.0
2014,NUTS,2010,RO2,1,2743.0
2015,NUTS,2010,RO2,1,2940.0
2016,NUTS,2010,RO2,1,2921.0
2017,NUTS,2010,RO2,1,2955.0
2018,NUTS,2010,RO2,1,3142.0
2019,NUTS,2010,RO2,1,3199.0
2011,NUTS,2010,RO21,2,1633.0
2012,NUTS,2010,RO21,2,1774.0
2013,NUTS,2010,RO21,2,2109.0
2014,NUTS,2010,RO21,2,2020.0
2015,NUTS,2010,RO21,2,2069.0
2016,NUTS,2010,RO21,2,1944.0
2017,NUTS,2010,RO21,2,1880.0
2018,NUTS,2010,RO21,2,1834.0
2019,NUTS,2010,RO21,2,1979.0
2011,NUTS,2010,RO22,2,700.0
2012,NUTS,2010,RO22,2,809.0
2013,NUTS,2010,RO22,2,715.0
2014,NUTS,2010,RO22,2,723.0
2015,NUTS,2010,RO22,2,871.0
2016,NUTS,2010,RO22,2,977.0
2017,NUTS,2010,RO22,2,1075.0
2018,NUTS,2010,RO22,2,1308.0
2019,NUTS,2010,RO22,2,1220.0
2011,NUTS,2010,RO3,1,11451.0
2012,NUTS,2010,RO3,1,11643.0
2013,NUTS,2010,RO3,1,11859.0
2014,NUTS,2010,RO3,1,11355.0
2015,NUTS,2010,RO3,1,11115.0
2016,NUTS,2010,RO3,1,11573.0
2017,NUTS,2010,RO3,1,11631.0
2018,NUTS,2010,RO3,1,11368.0
2019,NUTS,2010,RO3,1,11267.0
2011,NUTS,2010,RO31,2,971.0
2012,NUTS,2010,RO31,2,1288.0
2013,NUTS,2010,RO31,2,1784.0
2014,NUTS,2010,RO31,2,1524.0
2015,NUTS,2010,RO31,2,1245.0
2016,NUTS,2010,RO31,2,1206.0
2017,NUTS,2010,RO31,2,996.0
2018,NUTS,2010,RO31,2,1093.0
2019,NUTS,2010,RO31,2,1136.0
2011,NUTS,2010,RO32,2,10480.0
2012,NUTS,2010,RO32,2,10355.0
2013,NUTS,2010,RO32,2,10075.0
2014,NUTS,2010,RO32,2,9831.0
2015,NUTS,2010,RO32,2,9870.0
2016,NUTS,2010,RO32,2,10367.0
2017,NUTS,2010,RO32,2,10635.0
2018,NUTS,2010,RO32,2,10275.0
2019,NUTS,2010,RO32,2,10131.0
2011,NUTS,2010,RO4,1,2427.0
2012,NUTS,2010,RO4,1,2438.0
2013,NUTS,2010,RO4,1,2660.0
2014,NUTS,2010,RO4,1,2280.0
2015,NUTS,2010,RO4,1,2634.0
2016,NUTS,2010,RO4,1,2523.0
2017,NUTS,2010,RO4,1,2646.0
2018,NUTS,2010,RO4,1,2156.0
2019,NUTS,2010,RO4,1,2113.0
2011,NUTS,2010,RO41,2,1025.0
2012,NUTS,2010,RO41,2,899.0
2013,NUTS,2010,RO41,2,903.0
2014,NUTS,2010,RO41,2,894.0
2015,NUTS,2010,RO41,2,965.0
2016,NUTS,2010,RO41,2,945.0
2017,NUTS,2010,RO41,2,958.0
2018,NUTS,2010,RO41,2,634.0
2019,NUTS,2010,RO41,2,603.0
2011,NUTS,2010,RO42,2,1402.0
2012,NUTS,2010,RO42,2,1538.0
2013,NUTS,2010,RO42,2,1757.0
2014,NUTS,2010,RO42,2,1386.0
2015,NUTS,2010,RO42,2,1669.0
2016,NUTS,2010,RO42,2,1578.0
2017,NUTS,2010,RO42,2,1688.0
2018,NUTS,2010,RO42,2,1522.0
2019,NUTS,2010,RO42,2,1510.0
2011,NUTS,2010,RS,0,10030.0
2012,NUTS,2010,RS,0,9954.0
2013,NUTS,2010,RS,0,10793.0
2014,NUTS,2010,RS,0,10863.0
2015,NUTS,2010,RS,0,11695.0
2016,NUTS,2010,RS,0,11533.0
2017,NUTS,2010,RS,0,11411.0
2018,NUTS,2010,RS,0,11645.0
2019,NUTS,2010,RS,0,11867.0
2020,NUTS,2010,RS,0,12413.0
2018,NUTS,2010,RS1,1,9658.0
2019,NUTS,2010,RS1,1,9883.0
2020,NUTS,2010,RS1,1,10394.0
2018,NUTS,2010,RS11,2,6726.0
2019,NUTS,2010,RS11,2,6931.0
2020,NUTS,2010,RS11,2,7362.0
2018,NUTS,2010,RS12,2,2932.0
2019,NUTS,2010,RS12,2,2952.0
2020,NUTS,2010,RS12,2,3032.0
2018,NUTS,2010,RS2,1,1987.0
2019,NUTS,2010,RS2,1,1984.0
2020,NUTS,2010,RS2,1,2019.0
2018,NUTS,2010,RS21,2,885.0
2019,NUTS,2010,RS21,2,818.0
2020,NUTS,2010,RS21,2,912.0
2018,NUTS,2010,RS22,2,1102.0
2019,NUTS,2010,RS22,2,1166.0
2020,NUTS,2010,RS22,2,1107.0
2011,NUTS,2010,SE,0,47206.0
2013,NUTS,2010,SE,0,48562.0
2015,NUTS,2010,SE,0,50638.0
2017,NUTS,2010,SE,0,46353.0
2019,NUTS,2010,SE,0,48477.0
2011,NUTS,2010,SI,0,7862.0
2012,NUTS,2010,SI,0,7583.0
2013,NUTS,2010,SI,0,7639.0
2014,NUTS,2010,SI,0,7552.0
2015,NUTS,2010,SI,0,7282.0
2016,NUTS,2010,SI,0,6909.0
2017,NUTS,2010,SI,0,7496.0
2018,NUTS,2010,SI,0,8289.0
2019,NUTS,2010,SI,0,8784.0
2011,NUTS,2010,SI0,1,7862.0
2012,NUTS,2010,SI0,1,7583.0
2013,NUTS,2010,SI0,1,7639.0
2014,NUTS,2010,SI0,1,7552.0
2015,NUTS,2010,SI0,1,7282.0
2016,NUTS,2010,SI0,1,6909.0
2017,NUTS,2010,SI0,1,7496.0
2018,NUTS,2010,SI0,1,8289.0
2019,NUTS,2010,SI0,1,8784.0
2013,NUTS,2010,SI03,2,1987.0
2014,NUTS,2010,SI03,2,2003.0
2015,NUTS,2010,SI03,2,1821.0
2016,NUTS,2010,SI03,2,1817.0
2017,NUTS,2010,SI03,2,1997.0
2018,NUTS,2010,SI03,2,2321.0
2019,NUTS,2010,SI03,2,2508.0
2013,NUTS,2010,SI04,2,5652.0
2014,NUTS,2010,SI04,2,5549.0
2015,NUTS,2010,SI04,2,5461.0
2016,NUTS,2010,SI04,2,5092.0
2017,NUTS,2010,SI04,2,5498.0
2018,NUTS,2010,SI04,2,5968.0
2019,NUTS,2010,SI04,2,6276.0
2011,NUTS,2010,SK,0,12464.0
2012,NUTS,2010,SK,0,12441.0
2013,NUTS,2010,SK,0,12020.0
2014,NUTS,2010,SK,0,12386.0
2015,NUTS,2010,SK,0,12242.0
2016,NUTS,2010,SK,0,14086.0
2017,NUTS,2010,SK,0,13986.0
2018,NUTS,2010,SK,0,14583.0
2019,NUTS,2010,SK,0,14674.0
2020,NUTS,2010,SK,0,14769.0
2011,NUTS,2010,SK01,2,6718.0
2012,NUTS,2010,SK01,2,6495.0
2013,NUTS,2010,SK01,2,6113.0
2014,NUTS,2010,SK01,2,5903.0
2015,NUTS,2010,SK01,2,5752.0
2016,NUTS,2010,SK01,2,6930.0
2017,NUTS,2010,SK01,2,6732.0
2018,NUTS,2010,SK01,2,7089.0
2019,NUTS,2010,SK01,2,7335.0
2020,NUTS,2010,SK01,2,7551.0
2011,NUTS,2010,SK02,2,1821.0
2012,NUTS,2010,SK02,2,1846.0
2013,NUTS,2010,SK02,2,1969.0
2014,NUTS,2010,SK02,2,2461.0
2015,NUTS,2010,SK02,2,2392.0
2016,NUTS,2010,SK02,2,2368.0
2017,NUTS,2010,SK02,2,2657.0
2018,NUTS,2010,SK02,2,2643.0
2019,NUTS,2010,SK02,2,2546.0
2020,NUTS,2010,SK02,2,2528.0
2011,NUTS,2010,SK03,2,1735.0
2012,NUTS,2010,SK03,2,1900.0
2013,NUTS,2010,SK03,2,1726.0
2014,NUTS,2010,SK03,2,1814.0
2015,NUTS,2010,SK03,2,1913.0
2016,NUTS,2010,SK03,2,2416.0
2017,NUTS,2010,SK03,2,2210.0
2018,NUTS,2010,SK03,2,2242.0
2019,NUTS,2010,SK03,2,2214.0
2020,NUTS,2010,SK03,2,2086.0
2011,NUTS,2010,SK04,2,2190.0
2012,NUTS,2010,SK04,2,2200.0
2013,NUTS,2010,SK04,2,2212.0
2014,NUTS,2010,SK04,2,2208.0
2015,NUTS,2010,SK04,2,2185.0
2016,NUTS,2010,SK04,2,2372.0
2017,NUTS,2010,SK04,2,2387.0
2018,NUTS,2010,SK04,2,2609.0
2019,NUTS,2010,SK04,2,2579.0
2020,NUTS,2010,SK04,2,2604.0
2011,NUTS,2010,TR,0,54140.0
2012,NUTS,2010,TR,0,61762.0
2013,NUTS,2010,TR,0,66195.0
2014,NUTS,2010,TR,0,73726.0
2015,NUTS,2010,TR,0,78365.0
2016,NUTS,2010,TR,0,85955.0
2017,NUTS,2010,TR,0,96177.0
2018,NUTS,2010,TR,0,103347.0
2019,NUTS,2010,TR,0,110250.0
2020,NUTS,2010,TR,0,115222.0
2011,NUTS,2010,UK,0,204655.0
2012,NUTS,2010,UK,0,209251.0
2013,NUTS,2010,UK,0,222115.0
2014,NUTS,2010,UK,0,227672.0
2015,NUTS,2010,UK,0,243246.0
2016,NUTS,2010,UK,0,252065.0
2017,NUTS,2010,UK,0,262382.0
2018,NUTS,2010,UK,0,272035.0
2011,NUTS,2010,UKC,1,7392.0
2013,NUTS,2010,UKC,1,8151.0
2015,NUTS,2010,UKC,1,8818.0
2017,NUTS,2010,UKC,1,9405.0
2011,NUTS,2010,UKC1,2,2795.0
2013,NUTS,2010,UKC1,2,3293.0
2015,NUTS,2010,UKC1,2,3270.0
2017,NUTS,2010,UKC1,2,3352.0
2011,NUTS,2010,UKC2,2,4597.0
2013,NUTS,2010,UKC2,2,4859.0
2015,NUTS,2010,UKC2,2,5549.0
2017,NUTS,2010,UKC2,2,6053.0
2011,NUTS,2010,UKD,1,18319.0
2013,NUTS,2010,UKD,1,19449.0
2015,NUTS,2010,UKD,1,22021.0
2017,NUTS,2010,UKD,1,23752.0
2011,NUTS,2010,UKD1,2,699.0
2013,NUTS,2010,UKD1,2,575.0
2015,NUTS,2010,UKD1,2,897.0
2017,NUTS,2010,UKD1,2,995.0
2011,NUTS,2010,UKD3,2,8303.0
2013,NUTS,2010,UKD3,2,8461.0
2015,NUTS,2010,UKD3,2,9362.0
2017,NUTS,2010,UKD3,2,10008.0
2011,NUTS,2010,UKD4,2,3347.0
2013,NUTS,2010,UKD4,2,3741.0
2015,NUTS,2010,UKD4,2,4176.0
2017,NUTS,2010,UKD4,2,4573.0
2011,NUTS,2010,UKD6,2,2019.0
2013,NUTS,2010,UKD6,2,2392.0
2015,NUTS,2010,UKD6,2,2559.0
2017,NUTS,2010,UKD6,2,2457.0
2011,NUTS,2010,UKD7,2,3951.0
2013,NUTS,2010,UKD7,2,4279.0
2015,NUTS,2010,UKD7,2,5027.0
2017,NUTS,2010,UKD7,2,5719.0
2011,NUTS,2010,UKE,1,15301.0
2013,NUTS,2010,UKE,1,16946.0
2015,NUTS,2010,UKE,1,18486.0
2017,NUTS,2010,UKE,1,20170.0
2011,NUTS,2010,UKE1,2,1044.0
2013,NUTS,2010,UKE1,2,1613.0
2015,NUTS,2010,UKE1,2,1584.0
2017,NUTS,2010,UKE1,2,1629.0
2011,NUTS,2010,UKE2,2,3027.0
2013,NUTS,2010,UKE2,2,2961.0
2015,NUTS,2010,UKE2,2,3469.0
2017,NUTS,2010,UKE2,2,3593.0
2011,NUTS,2010,UKE3,2,4714.0
2013,NUTS,2010,UKE3,2,5230.0
2015,NUTS,2010,UKE3,2,5616.0
2017,NUTS,2010,UKE3,2,6149.0
2011,NUTS,2010,UKE4,2,6517.0
2013,NUTS,2010,UKE4,2,7143.0
2015,NUTS,2010,UKE4,2,7817.0
2017,NUTS,2010,UKE4,2,8799.0
2011,NUTS,2010,UKF,1,13535.0
2013,NUTS,2010,UKF,1,14537.0
2015,NUTS,2010,UKF,1,15419.0
2017,NUTS,2010,UKF,1,16405.0
2011,NUTS,2010,UKF1,2,7696.0
2013,NUTS,2010,UKF1,2,8534.0
2015,NUTS,2010,UKF1,2,9028.0
2017,NUTS,2010,UKF1,2,9736.0
2011,NUTS,2010,UKF2,2,5209.0
2013,NUTS,2010,UKF2,2,5305.0
2015,NUTS,2010,UKF2,2,5560.0
2017,NUTS,2010,UKF2,2,5769.0
2011,NUTS,2010,UKF3,2,630.0
2013,NUTS,2010,UKF3,2,698.0
2015,NUTS,2010,UKF3,2,830.0
2017,NUTS,2010,UKF3,2,901.0
2011,NUTS,2010,UKG,1,11810.0
2013,NUTS,2010,UKG,1,13466.0
2015,NUTS,2010,UKG,1,15504.0
2017,NUTS,2010,UKG,1,17453.0
2011,NUTS,2010,UKG1,2,1377.0
2013,NUTS,2010,UKG1,2,1734.0
2015,NUTS,2010,UKG1,2,2331.0
2017,NUTS,2010,UKG1,2,3168.0
2011,NUTS,2010,UKG2,2,1181.0
2013,NUTS,2010,UKG2,2,1275.0
2015,NUTS,2010,UKG2,2,1714.0
2017,NUTS,2010,UKG2,2,1901.0
2011,NUTS,2010,UKG3,2,9252.0
2013,NUTS,2010,UKG3,2,10458.0
2015,NUTS,2010,UKG3,2,11460.0
2017,NUTS,2010,UKG3,2,12384.0
2011,NUTS,2010,UKH,1,23682.0
2013,NUTS,2010,UKH,1,24610.0
2015,NUTS,2010,UKH,1,26642.0
2017,NUTS,2010,UKH,1,28696.0
