year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_pps_kp05
2014,NUTS,2010,BA,0,11.764
2019,NUTS,2010,BA,0,2.371
2011,NUTS,2010,BE,0,545.855
2012,NUTS,2010,BE,0,607.278
2013,NUTS,2010,BE,0,622.223
2014,NUTS,2010,BE,0,682.988
2015,NUTS,2010,BE,0,729.029
2016,NUTS,2010,BE,0,804.879
2017,NUTS,2010,BE,0,842.09
2018,NUTS,2010,BE,0,898.442
2019,NUTS,2010,BE,0,972.655
2020,NUTS,2010,BE,0,1024.181
2011,NUTS,2010,BE1,1,76.935
2012,NUTS,2010,BE1,1,90.197
2013,NUTS,2010,BE1,1,97.361
2014,NUTS,2010,BE1,1,109.025
2015,NUTS,2010,BE1,1,119.905
2016,NUTS,2010,BE1,1,120.007
2017,NUTS,2010,BE1,1,120.599
2018,NUTS,2010,BE1,1,136.293
2019,NUTS,2010,BE1,1,139.878
2011,NUTS,2010,BE10,2,76.935
2012,NUTS,2010,BE10,2,90.197
2013,NUTS,2010,BE10,2,97.361
2014,NUTS,2010,BE10,2,109.025
2015,NUTS,2010,BE10,2,119.905
2016,NUTS,2010,BE10,2,120.007
2017,NUTS,2010,BE10,2,120.599
2018,NUTS,2010,BE10,2,136.293
2019,NUTS,2010,BE10,2,139.878
2011,NUTS,2010,BE2,1,445.566
2012,NUTS,2010,BE2,1,491.545
2013,NUTS,2010,BE2,1,499.245
2014,NUTS,2010,BE2,1,535.346
2015,NUTS,2010,BE2,1,567.912
2016,NUTS,2010,BE2,1,657.536
2017,NUTS,2010,BE2,1,694.076
2018,NUTS,2010,BE2,1,737.809
2019,NUTS,2010,BE2,1,808.406
2011,NUTS,2010,BE3,1,23.339
2012,NUTS,2010,BE3,1,25.536
2013,NUTS,2010,BE3,1,25.616
2014,NUTS,2010,BE3,1,38.617
2015,NUTS,2010,BE3,1,41.212
2016,NUTS,2010,BE3,1,27.337
2017,NUTS,2010,BE3,1,27.415
2018,NUTS,2010,BE3,1,24.341
2019,NUTS,2010,BE3,1,24.371
2012,NUTS,2010,BEZ,1,0.0
2013,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2012,NUTS,2010,BEZZ,2,0.0
2013,NUTS,2010,BEZZ,2,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
2011,NUTS,2010,BG,0,148.371
2012,NUTS,2010,BG,0,141.992
2013,NUTS,2010,BG,0,147.457
2014,NUTS,2010,BG,0,154.429
2015,NUTS,2010,BG,0,160.746
2016,NUTS,2010,BG,0,137.599
2017,NUTS,2010,BG,0,148.606
2018,NUTS,2010,BG,0,147.894
2019,NUTS,2010,BG,0,191.708
2020,NUTS,2010,BG,0,194.453
2011,NUTS,2010,BG3,1,20.741
2012,NUTS,2010,BG3,1,18.945
2013,NUTS,2010,BG3,1,20.37
2014,NUTS,2010,BG3,1,18.5
2015,NUTS,2010,BG3,1,19.075
2016,NUTS,2010,BG3,1,20.722
2017,NUTS,2010,BG3,1,19.77
2018,NUTS,2010,BG3,1,20.329
2019,NUTS,2010,BG3,1,23.715
2011,NUTS,2010,BG31,2,4.881
2012,NUTS,2010,BG31,2,4.588
2013,NUTS,2010,BG31,2,4.999
2015,NUTS,2010,BG31,2,5.107
2016,NUTS,2010,BG31,2,4.755
2018,NUTS,2010,BG31,2,5.575
2019,NUTS,2010,BG31,2,6.117
2011,NUTS,2010,BG32,2,1.847
2012,NUTS,2010,BG32,2,1.132
2013,NUTS,2010,BG32,2,0.965
2014,NUTS,2010,BG32,2,0.867
2015,NUTS,2010,BG32,2,0.349
2016,NUTS,2010,BG32,2,0.214
2017,NUTS,2010,BG32,2,0.27
2018,NUTS,2010,BG32,2,0.295
2019,NUTS,2010,BG32,2,0.427
2011,NUTS,2010,BG33,2,9.957
2012,NUTS,2010,BG33,2,9.638
2013,NUTS,2010,BG33,2,10.7
2015,NUTS,2010,BG33,2,9.813
2016,NUTS,2010,BG33,2,12.001
2017,NUTS,2010,BG33,2,10.705
2018,NUTS,2010,BG33,2,11.079
2019,NUTS,2010,BG33,2,12.372
2011,NUTS,2010,BG34,2,4.057
2012,NUTS,2010,BG34,2,3.588
2013,NUTS,2010,BG34,2,3.706
2014,NUTS,2010,BG34,2,4.003
2015,NUTS,2010,BG34,2,3.806
2016,NUTS,2010,BG34,2,3.752
2018,NUTS,2010,BG34,2,3.38
2019,NUTS,2010,BG34,2,4.799
2011,NUTS,2010,BG4,1,127.629
2012,NUTS,2010,BG4,1,123.047
2013,NUTS,2010,BG4,1,127.087
2014,NUTS,2010,BG4,1,135.929
2015,NUTS,2010,BG4,1,141.671
2016,NUTS,2010,BG4,1,116.877
2017,NUTS,2010,BG4,1,128.837
2018,NUTS,2010,BG4,1,127.564
2019,NUTS,2010,BG4,1,167.993
2011,NUTS,2010,BG41,2,120.947
2012,NUTS,2010,BG41,2,116.823
2013,NUTS,2010,BG41,2,120.547
2014,NUTS,2010,BG41,2,130.431
2015,NUTS,2010,BG41,2,134.863
2016,NUTS,2010,BG41,2,111.124
2017,NUTS,2010,BG41,2,122.159
2018,NUTS,2010,BG41,2,119.971
2019,NUTS,2010,BG41,2,159.416
2011,NUTS,2010,BG42,2,6.682
2012,NUTS,2010,BG42,2,6.224
2013,NUTS,2010,BG42,2,6.54
2014,NUTS,2010,BG42,2,5.499
2015,NUTS,2010,BG42,2,6.808
2016,NUTS,2010,BG42,2,5.754
2017,NUTS,2010,BG42,2,6.677
2018,NUTS,2010,BG42,2,7.594
2019,NUTS,2010,BG42,2,8.577
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,CH,0,63.278
2014,NUTS,2010,CH,0,87.121
2015,NUTS,2010,CH,0,89.71
2017,NUTS,2010,CH,0,86.177
2019,NUTS,2010,CH,0,99.35
2012,NUTS,2010,CH0,1,63.278
2014,NUTS,2010,CH0,1,87.121
2015,NUTS,2010,CH0,1,89.71
2017,NUTS,2010,CH0,1,86.177
2019,NUTS,2010,CH0,1,99.35
2011,NUTS,2010,CN_X_HK,5,30155.227
2012,NUTS,2010,CN_X_HK,5,34490.264
2013,NUTS,2010,CN_X_HK,5,38474.782
2014,NUTS,2010,CN_X_HK,5,40835.046
2015,NUTS,2010,CN_X_HK,5,45528.123
2016,NUTS,2010,CN_X_HK,5,48725.532
2011,NUTS,2010,CY,0,14.298
2012,NUTS,2010,CY,0,13.074
2013,NUTS,2010,CY,0,11.871
2014,NUTS,2010,CY,0,12.064
2015,NUTS,2010,CY,0,10.9
2016,NUTS,2010,CY,0,10.363
2017,NUTS,2010,CY,0,10.789
2018,NUTS,2010,CY,0,10.809
2019,NUTS,2010,CY,0,11.701
2020,NUTS,2010,CY,0,11.842
2011,NUTS,2010,CY0,1,14.298
2012,NUTS,2010,CY0,1,13.074
2013,NUTS,2010,CY0,1,11.871
2014,NUTS,2010,CY0,1,12.064
2015,NUTS,2010,CY0,1,10.9
2016,NUTS,2010,CY0,1,10.363
2017,NUTS,2010,CY0,1,10.789
2018,NUTS,2010,CY0,1,10.809
2019,NUTS,2010,CY0,1,11.701
2020,NUTS,2010,CY0,1,11.842
2011,NUTS,2010,CY00,2,14.298
2012,NUTS,2010,CY00,2,13.074
2013,NUTS,2010,CY00,2,11.871
2014,NUTS,2010,CY00,2,12.064
2015,NUTS,2010,CY00,2,10.9
2016,NUTS,2010,CY00,2,10.363
2017,NUTS,2010,CY00,2,10.789
2018,NUTS,2010,CY00,2,10.809
2019,NUTS,2010,CY00,2,11.701
2020,NUTS,2010,CY00,2,11.842
2011,NUTS,2010,CZ,0,648.838
2012,NUTS,2010,CZ,0,686.972
2013,NUTS,2010,CZ,0,725.308
2014,NUTS,2010,CZ,0,768.52
2015,NUTS,2010,CZ,0,888.356
2016,NUTS,2010,CZ,0,706.396
2017,NUTS,2010,CZ,0,746.785
2018,NUTS,2010,CZ,0,785.0
2019,NUTS,2010,CZ,0,817.239
2020,NUTS,2010,CZ,0,837.364
2011,NUTS,2010,CZ0,1,648.838
2012,NUTS,2010,CZ0,1,686.972
2013,NUTS,2010,CZ0,1,725.308
2014,NUTS,2010,CZ0,1,768.52
2015,NUTS,2010,CZ0,1,888.356
2016,NUTS,2010,CZ0,1,706.396
2017,NUTS,2010,CZ0,1,746.785
2018,NUTS,2010,CZ0,1,785.0
2019,NUTS,2010,CZ0,1,817.239
2020,NUTS,2010,CZ0,1,837.364
2011,NUTS,2010,CZ01,2,506.534
2012,NUTS,2010,CZ01,2,521.384
2013,NUTS,2010,CZ01,2,551.131
2014,NUTS,2010,CZ01,2,619.867
2015,NUTS,2010,CZ01,2,702.112
2016,NUTS,2010,CZ01,2,470.623
2017,NUTS,2010,CZ01,2,471.178
2018,NUTS,2010,CZ01,2,493.066
2019,NUTS,2010,CZ01,2,520.745
2020,NUTS,2010,CZ01,2,556.525
2011,NUTS,2010,CZ02,2,55.268
2012,NUTS,2010,CZ02,2,49.811
2013,NUTS,2010,CZ02,2,50.084
2014,NUTS,2010,CZ02,2,55.474
2015,NUTS,2010,CZ02,2,60.943
2016,NUTS,2010,CZ02,2,112.662
2017,NUTS,2010,CZ02,2,138.274
2018,NUTS,2010,CZ02,2,148.131
2019,NUTS,2010,CZ02,2,141.239
2020,NUTS,2010,CZ02,2,134.994
2011,NUTS,2010,CZ03,2,27.832
2012,NUTS,2010,CZ03,2,26.091
2013,NUTS,2010,CZ03,2,25.737
2014,NUTS,2010,CZ03,2,25.312
2015,NUTS,2010,CZ03,2,29.537
2016,NUTS,2010,CZ03,2,26.582
2017,NUTS,2010,CZ03,2,33.559
2018,NUTS,2010,CZ03,2,34.606
2019,NUTS,2010,CZ03,2,36.279
2020,NUTS,2010,CZ03,2,32.675
2011,NUTS,2010,CZ04,2,0.904
2012,NUTS,2010,CZ04,2,1.092
2013,NUTS,2010,CZ04,2,1.497
2014,NUTS,2010,CZ04,2,1.385
2015,NUTS,2010,CZ04,2,1.394
2016,NUTS,2010,CZ04,2,1.252
2017,NUTS,2010,CZ04,2,1.796
2018,NUTS,2010,CZ04,2,1.968
2019,NUTS,2010,CZ04,2,1.924
2020,NUTS,2010,CZ04,2,1.936
2011,NUTS,2010,CZ05,2,6.341
2012,NUTS,2010,CZ05,2,11.554
2013,NUTS,2010,CZ05,2,6.789
2014,NUTS,2010,CZ05,2,6.783
2015,NUTS,2010,CZ05,2,7.322
2016,NUTS,2010,CZ05,2,6.913
2017,NUTS,2010,CZ05,2,6.328
2018,NUTS,2010,CZ05,2,6.676
2019,NUTS,2010,CZ05,2,8.74
2020,NUTS,2010,CZ05,2,7.801
2011,NUTS,2010,CZ06,2,71.964
2012,NUTS,2010,CZ06,2,97.956
2013,NUTS,2010,CZ06,2,111.333
2014,NUTS,2010,CZ06,2,85.901
2015,NUTS,2010,CZ06,2,80.169
2016,NUTS,2010,CZ06,2,81.892
2017,NUTS,2010,CZ06,2,86.421
2018,NUTS,2010,CZ06,2,91.201
2019,NUTS,2010,CZ06,2,99.194
2020,NUTS,2010,CZ06,2,94.417
2011,NUTS,2010,CZ07,2,1.541
2012,NUTS,2010,CZ07,2,1.394
2013,NUTS,2010,CZ07,2,5.583
2014,NUTS,2010,CZ07,2,1.5
2015,NUTS,2010,CZ07,2,1.511
2016,NUTS,2010,CZ07,2,2.312
2017,NUTS,2010,CZ07,2,4.262
2018,NUTS,2010,CZ07,2,4.668
2019,NUTS,2010,CZ07,2,4.416
2020,NUTS,2010,CZ07,2,4.687
2011,NUTS,2010,CZ08,2,8.217
2012,NUTS,2010,CZ08,2,6.679
2013,NUTS,2010,CZ08,2,4.586
2014,NUTS,2010,CZ08,2,4.476
2015,NUTS,2010,CZ08,2,5.368
2016,NUTS,2010,CZ08,2,4.161
2017,NUTS,2010,CZ08,2,4.967
2018,NUTS,2010,CZ08,2,4.684
2019,NUTS,2010,CZ08,2,4.701
2020,NUTS,2010,CZ08,2,4.329
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,9640.18
2012,NUTS,2010,DE,0,9815.06
2013,NUTS,2010,DE,0,10068.781
2014,NUTS,2010,DE,0,10265.044
2015,NUTS,2010,DE,0,10213.761
2016,NUTS,2010,DE,0,10269.84
2017,NUTS,2010,DE,0,10724.642
2018,NUTS,2010,DE,0,11050.513
2019,NUTS,2010,DE,0,11480.813
2020,NUTS,2010,DE,0,11726.681
2011,NUTS,2010,DE1,1,1434.83
2012,NUTS,2010,DE1,1,1368.841
2013,NUTS,2010,DE1,1,1484.063
2014,NUTS,2010,DE1,1,1602.124
2015,NUTS,2010,DE1,1,1549.403
2016,NUTS,2010,DE1,1,1535.826
2017,NUTS,2010,DE1,1,1605.852
2018,NUTS,2010,DE1,1,1596.421
2019,NUTS,2010,DE1,1,1679.576
2011,NUTS,2010,DE11,2,346.998
2012,NUTS,2010,DE11,2,337.199
2013,NUTS,2010,DE11,2,375.376
2014,NUTS,2010,DE11,2,329.857
2015,NUTS,2010,DE11,2,384.693
2016,NUTS,2010,DE11,2,374.498
2017,NUTS,2010,DE11,2,364.124
2018,NUTS,2010,DE11,2,362.554
2019,NUTS,2010,DE11,2,359.002
2011,NUTS,2010,DE12,2,761.321
2012,NUTS,2010,DE12,2,722.836
2013,NUTS,2010,DE12,2,778.85
2014,NUTS,2010,DE12,2,808.937
2015,NUTS,2010,DE12,2,834.455
2016,NUTS,2010,DE12,2,829.717
2017,NUTS,2010,DE12,2,885.145
2018,NUTS,2010,DE12,2,857.504
2019,NUTS,2010,DE12,2,923.336
2011,NUTS,2010,DE13,2,229.295
2012,NUTS,2010,DE13,2,226.43
2013,NUTS,2010,DE13,2,235.501
2014,NUTS,2010,DE13,2,284.071
2015,NUTS,2010,DE13,2,227.527
2016,NUTS,2010,DE13,2,224.48
2017,NUTS,2010,DE13,2,244.72
2018,NUTS,2010,DE13,2,260.981
2019,NUTS,2010,DE13,2,281.086
2011,NUTS,2010,DE14,2,97.215
2012,NUTS,2010,DE14,2,82.377
2013,NUTS,2010,DE14,2,94.336
2014,NUTS,2010,DE14,2,179.259
2015,NUTS,2010,DE14,2,102.728
2016,NUTS,2010,DE14,2,107.131
2017,NUTS,2010,DE14,2,111.864
2018,NUTS,2010,DE14,2,115.382
2019,NUTS,2010,DE14,2,116.152
2011,NUTS,2010,DE2,1,1206.702
2012,NUTS,2010,DE2,1,1389.888
2013,NUTS,2010,DE2,1,1370.021
2014,NUTS,2010,DE2,1,1322.944
2015,NUTS,2010,DE2,1,1402.831
2016,NUTS,2010,DE2,1,1444.296
2017,NUTS,2010,DE2,1,1502.853
2018,NUTS,2010,DE2,1,1566.244
2019,NUTS,2010,DE2,1,1625.176
2011,NUTS,2010,DE21,2,927.08
2012,NUTS,2010,DE21,2,1101.705
2013,NUTS,2010,DE21,2,1060.364
2014,NUTS,2010,DE21,2,1020.897
2015,NUTS,2010,DE21,2,1040.232
2016,NUTS,2010,DE21,2,1114.612
2017,NUTS,2010,DE21,2,1143.053
2018,NUTS,2010,DE21,2,1201.024
2019,NUTS,2010,DE21,2,1241.42
2014,NUTS,2010,DE22,2,1.367
2015,NUTS,2010,DE22,2,5.866
2016,NUTS,2010,DE22,2,6.747
2017,NUTS,2010,DE22,2,4.907
2018,NUTS,2010,DE22,2,5.972
2019,NUTS,2010,DE22,2,6.939
2014,NUTS,2010,DE23,2,16.228
2015,NUTS,2010,DE23,2,18.377
2016,NUTS,2010,DE23,2,18.079
2017,NUTS,2010,DE23,2,20.879
2018,NUTS,2010,DE23,2,22.822
2019,NUTS,2010,DE23,2,26.222
2011,NUTS,2010,DE24,2,14.104
2012,NUTS,2010,DE24,2,16.211
2013,NUTS,2010,DE24,2,20.053
2014,NUTS,2010,DE24,2,46.566
2015,NUTS,2010,DE24,2,48.252
2016,NUTS,2010,DE24,2,31.391
2017,NUTS,2010,DE24,2,42.533
2018,NUTS,2010,DE24,2,44.743
2019,NUTS,2010,DE24,2,37.288
2011,NUTS,2010,DE25,2,179.187
2012,NUTS,2010,DE25,2,179.574
2013,NUTS,2010,DE25,2,198.337
2014,NUTS,2010,DE25,2,178.033
2015,NUTS,2010,DE25,2,221.931
2016,NUTS,2010,DE25,2,209.547
2017,NUTS,2010,DE25,2,220.767
2018,NUTS,2010,DE25,2,210.149
2019,NUTS,2010,DE25,2,219.968
2011,NUTS,2010,DE26,2,56.219
2012,NUTS,2010,DE26,2,51.69
2013,NUTS,2010,DE26,2,52.306
2014,NUTS,2010,DE26,2,34.17
2015,NUTS,2010,DE26,2,39.865
2016,NUTS,2010,DE26,2,34.145
2017,NUTS,2010,DE26,2,35.781
2018,NUTS,2010,DE26,2,37.509
2019,NUTS,2010,DE26,2,43.975
2011,NUTS,2010,DE27,2,17.877
2012,NUTS,2010,DE27,2,16.744
2013,NUTS,2010,DE27,2,22.211
2014,NUTS,2010,DE27,2,25.682
2015,NUTS,2010,DE27,2,28.308
2016,NUTS,2010,DE27,2,29.777
2017,NUTS,2010,DE27,2,34.933
2018,NUTS,2010,DE27,2,44.024
2019,NUTS,2010,DE27,2,49.363
2011,NUTS,2010,DE3,1,1104.416
2012,NUTS,2010,DE3,1,1167.764
2013,NUTS,2010,DE3,1,1174.562
2014,NUTS,2010,DE3,1,1159.81
2015,NUTS,2010,DE3,1,1211.387
2016,NUTS,2010,DE3,1,1185.574
2017,NUTS,2010,DE3,1,1320.903
2018,NUTS,2010,DE3,1,1447.068
2019,NUTS,2010,DE3,1,1402.969
2011,NUTS,2010,DE30,2,1104.416
2012,NUTS,2010,DE30,2,1167.764
2013,NUTS,2010,DE30,2,1174.562
2014,NUTS,2010,DE30,2,1159.81
2015,NUTS,2010,DE30,2,1211.387
2016,NUTS,2010,DE30,2,1185.574
2017,NUTS,2010,DE30,2,1320.903
2018,NUTS,2010,DE30,2,1447.068
2019,NUTS,2010,DE30,2,1402.969
2011,NUTS,2010,DE4,1,386.045
2012,NUTS,2010,DE4,1,380.258
2013,NUTS,2010,DE4,1,376.943
2014,NUTS,2010,DE4,1,410.435
2015,NUTS,2010,DE4,1,379.675
2016,NUTS,2010,DE4,1,412.835
2017,NUTS,2010,DE4,1,416.727
2018,NUTS,2010,DE4,1,399.479
2019,NUTS,2010,DE4,1,444.033
2011,NUTS,2010,DE40,2,386.045
2012,NUTS,2010,DE40,2,380.258
2013,NUTS,2010,DE40,2,376.943
2014,NUTS,2010,DE40,2,410.435
2015,NUTS,2010,DE40,2,379.675
2016,NUTS,2010,DE40,2,412.835
2017,NUTS,2010,DE40,2,416.727
2018,NUTS,2010,DE40,2,399.479
2019,NUTS,2010,DE40,2,444.033
2011,NUTS,2010,DE5,1,236.481
2012,NUTS,2010,DE5,1,226.422
2013,NUTS,2010,DE5,1,241.476
2014,NUTS,2010,DE5,1,270.819
2015,NUTS,2010,DE5,1,278.447
2016,NUTS,2010,DE5,1,269.375
2017,NUTS,2010,DE5,1,289.523
2018,NUTS,2010,DE5,1,290.09
2019,NUTS,2010,DE5,1,313.467
2011,NUTS,2010,DE50,2,236.481
2012,NUTS,2010,DE50,2,226.422
2013,NUTS,2010,DE50,2,241.476
2014,NUTS,2010,DE50,2,270.819
2015,NUTS,2010,DE50,2,278.447
2016,NUTS,2010,DE50,2,269.375
2017,NUTS,2010,DE50,2,289.523
2018,NUTS,2010,DE50,2,290.09
2019,NUTS,2010,DE50,2,313.467
2011,NUTS,2010,DE6,1,385.875
2012,NUTS,2010,DE6,1,392.252
2013,NUTS,2010,DE6,1,398.736
2014,NUTS,2010,DE6,1,427.723
2015,NUTS,2010,DE6,1,407.892
2016,NUTS,2010,DE6,1,402.295
2017,NUTS,2010,DE6,1,351.816
2018,NUTS,2010,DE6,1,350.443
2019,NUTS,2010,DE6,1,362.823
2011,NUTS,2010,DE60,2,385.875
2012,NUTS,2010,DE60,2,392.252
2013,NUTS,2010,DE60,2,398.736
2014,NUTS,2010,DE60,2,427.723
2015,NUTS,2010,DE60,2,407.892
2016,NUTS,2010,DE60,2,402.295
2017,NUTS,2010,DE60,2,351.816
2018,NUTS,2010,DE60,2,350.443
2019,NUTS,2010,DE60,2,362.823
2011,NUTS,2010,DE7,1,448.479
2012,NUTS,2010,DE7,1,430.458
2013,NUTS,2010,DE7,1,472.688
2014,NUTS,2010,DE7,1,544.479
2015,NUTS,2010,DE7,1,515.863
2016,NUTS,2010,DE7,1,579.814
2017,NUTS,2010,DE7,1,622.984
2018,NUTS,2010,DE7,1,663.414
2019,NUTS,2010,DE7,1,753.496
2011,NUTS,2010,DE71,2,405.53
2012,NUTS,2010,DE71,2,407.542
2013,NUTS,2010,DE71,2,431.635
2014,NUTS,2010,DE71,2,487.245
2015,NUTS,2010,DE71,2,474.732
2016,NUTS,2010,DE71,2,533.591
2017,NUTS,2010,DE71,2,575.371
2018,NUTS,2010,DE71,2,612.946
2019,NUTS,2010,DE71,2,687.517
2011,NUTS,2010,DE72,2,15.836
2012,NUTS,2010,DE72,2,13.408
2013,NUTS,2010,DE72,2,14.358
2014,NUTS,2010,DE72,2,35.487
2015,NUTS,2010,DE72,2,21.096
2016,NUTS,2010,DE72,2,23.859
2017,NUTS,2010,DE72,2,25.377
2018,NUTS,2010,DE72,2,26.644
2019,NUTS,2010,DE72,2,32.267
2011,NUTS,2010,DE73,2,27.113
2012,NUTS,2010,DE73,2,9.508
2013,NUTS,2010,DE73,2,26.695
2014,NUTS,2010,DE73,2,21.747
2015,NUTS,2010,DE73,2,20.034
2016,NUTS,2010,DE73,2,22.364
2017,NUTS,2010,DE73,2,22.237
2018,NUTS,2010,DE73,2,23.823
2019,NUTS,2010,DE73,2,33.704
2011,NUTS,2010,DE8,1,228.033
2012,NUTS,2010,DE8,1,230.715
2013,NUTS,2010,DE8,1,224.57
2014,NUTS,2010,DE8,1,233.256
2015,NUTS,2010,DE8,1,205.678
2016,NUTS,2010,DE8,1,212.674
2017,NUTS,2010,DE8,1,221.633
2018,NUTS,2010,DE8,1,222.631
2019,NUTS,2010,DE8,1,231.99
2011,NUTS,2010,DE80,2,228.033
2012,NUTS,2010,DE80,2,230.715
2013,NUTS,2010,DE80,2,224.57
2014,NUTS,2010,DE80,2,233.256
2015,NUTS,2010,DE80,2,205.678
2016,NUTS,2010,DE80,2,212.674
2017,NUTS,2010,DE80,2,221.633
2018,NUTS,2010,DE80,2,222.631
2019,NUTS,2010,DE80,2,231.99
2011,NUTS,2010,DE9,1,784.407
2012,NUTS,2010,DE9,1,763.379
2013,NUTS,2010,DE9,1,824.142
2014,NUTS,2010,DE9,1,825.501
2015,NUTS,2010,DE9,1,811.173
2016,NUTS,2010,DE9,1,799.854
2017,NUTS,2010,DE9,1,840.392
2018,NUTS,2010,DE9,1,826.534
2019,NUTS,2010,DE9,1,818.251
2011,NUTS,2010,DE91,2,585.74
2012,NUTS,2010,DE91,2,563.794
2013,NUTS,2010,DE91,2,622.423
2014,NUTS,2010,DE91,2,579.914
2015,NUTS,2010,DE91,2,606.346
2016,NUTS,2010,DE91,2,602.059
2017,NUTS,2010,DE91,2,642.046
2018,NUTS,2010,DE91,2,598.29
2019,NUTS,2010,DE91,2,606.139
2011,NUTS,2010,DE92,2,136.25
2012,NUTS,2010,DE92,2,139.87
2013,NUTS,2010,DE92,2,134.551
2014,NUTS,2010,DE92,2,175.951
2015,NUTS,2010,DE92,2,137.57
2016,NUTS,2010,DE92,2,133.693
2017,NUTS,2010,DE92,2,131.089
2018,NUTS,2010,DE92,2,160.561
2019,NUTS,2010,DE92,2,155.564
2011,NUTS,2010,DE93,2,18.55
2012,NUTS,2010,DE93,2,20.622
2013,NUTS,2010,DE93,2,24.056
2014,NUTS,2010,DE93,2,23.914
2015,NUTS,2010,DE93,2,21.615
2016,NUTS,2010,DE93,2,21.43
2017,NUTS,2010,DE93,2,22.75
2018,NUTS,2010,DE93,2,19.803
2019,NUTS,2010,DE93,2,20.459
2011,NUTS,2010,DE94,2,43.866
2012,NUTS,2010,DE94,2,39.094
2013,NUTS,2010,DE94,2,43.112
2014,NUTS,2010,DE94,2,45.721
2015,NUTS,2010,DE94,2,45.643
2016,NUTS,2010,DE94,2,42.672
2017,NUTS,2010,DE94,2,44.507
2018,NUTS,2010,DE94,2,47.88
2019,NUTS,2010,DE94,2,36.088
2011,NUTS,2010,DEA,1,1578.219
2012,NUTS,2010,DEA,1,1684.796
2013,NUTS,2010,DEA,1,1705.264
2014,NUTS,2010,DEA,1,1731.818
2015,NUTS,2010,DEA,1,1684.431
