year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hc_rse_hes_f
2006,NUTS,2010,RO32,2,2143.0
2007,NUTS,2010,RO32,2,2579.0
2008,NUTS,2010,RO32,2,2814.0
2009,NUTS,2010,RO32,2,2953.0
2010,NUTS,2010,RO32,2,2723.0
2011,NUTS,2010,RO32,2,2159.0
2012,NUTS,2010,RO32,2,2434.0
2013,NUTS,2010,RO32,2,2120.0
2014,NUTS,2010,RO32,2,2164.0
2015,NUTS,2010,RO32,2,2291.0
2016,NUTS,2010,RO32,2,2499.0
2017,NUTS,2010,RO32,2,2693.0
2018,NUTS,2010,RO32,2,3204.0
2019,NUTS,2010,RO32,2,3092.0
2002,NUTS,2010,RO4,1,696.0
2003,NUTS,2010,RO4,1,1221.0
2004,NUTS,2010,RO4,1,1229.0
2005,NUTS,2010,RO4,1,916.0
2006,NUTS,2010,RO4,1,940.0
2007,NUTS,2010,RO4,1,1232.0
2008,NUTS,2010,RO4,1,1125.0
2009,NUTS,2010,RO4,1,1409.0
2010,NUTS,2010,RO4,1,1763.0
2011,NUTS,2010,RO4,1,1536.0
2012,NUTS,2010,RO4,1,1731.0
2013,NUTS,2010,RO4,1,1845.0
2014,NUTS,2010,RO4,1,1509.0
2015,NUTS,2010,RO4,1,1594.0
2016,NUTS,2010,RO4,1,1495.0
2017,NUTS,2010,RO4,1,1592.0
2018,NUTS,2010,RO4,1,1071.0
2019,NUTS,2010,RO4,1,1023.0
2002,NUTS,2010,RO41,2,480.0
2003,NUTS,2010,RO41,2,634.0
2004,NUTS,2010,RO41,2,638.0
2005,NUTS,2010,RO41,2,667.0
2006,NUTS,2010,RO41,2,671.0
2007,NUTS,2010,RO41,2,696.0
2008,NUTS,2010,RO41,2,707.0
2009,NUTS,2010,RO41,2,733.0
2010,NUTS,2010,RO41,2,792.0
2011,NUTS,2010,RO41,2,660.0
2012,NUTS,2010,RO41,2,648.0
2013,NUTS,2010,RO41,2,641.0
2014,NUTS,2010,RO41,2,635.0
2015,NUTS,2010,RO41,2,667.0
2016,NUTS,2010,RO41,2,671.0
2017,NUTS,2010,RO41,2,673.0
2018,NUTS,2010,RO41,2,362.0
2019,NUTS,2010,RO41,2,364.0
2002,NUTS,2010,RO42,2,216.0
2003,NUTS,2010,RO42,2,587.0
2004,NUTS,2010,RO42,2,591.0
2005,NUTS,2010,RO42,2,249.0
2006,NUTS,2010,RO42,2,269.0
2007,NUTS,2010,RO42,2,536.0
2008,NUTS,2010,RO42,2,418.0
2009,NUTS,2010,RO42,2,676.0
2010,NUTS,2010,RO42,2,971.0
2011,NUTS,2010,RO42,2,876.0
2012,NUTS,2010,RO42,2,1083.0
2013,NUTS,2010,RO42,2,1204.0
2014,NUTS,2010,RO42,2,874.0
2015,NUTS,2010,RO42,2,927.0
2016,NUTS,2010,RO42,2,824.0
2017,NUTS,2010,RO42,2,919.0
2018,NUTS,2010,RO42,2,709.0
2019,NUTS,2010,RO42,2,659.0
2008,NUTS,2010,RS,0,3788.0
2009,NUTS,2010,RS,0,3865.0
2010,NUTS,2010,RS,0,4594.0
2011,NUTS,2010,RS,0,5020.0
2012,NUTS,2010,RS,0,4734.0
2013,NUTS,2010,RS,0,5351.0
2014,NUTS,2010,RS,0,5241.0
2015,NUTS,2010,RS,0,5694.0
2016,NUTS,2010,RS,0,5667.0
2017,NUTS,2010,RS,0,5746.0
2018,NUTS,2010,RS,0,5915.0
2019,NUTS,2010,RS,0,5927.0
2020,NUTS,2010,RS,0,6139.0
2018,NUTS,2010,RS1,1,4418.0
2019,NUTS,2010,RS1,1,4463.0
2020,NUTS,2010,RS1,1,4699.0
2018,NUTS,2010,RS11,2,2664.0
2019,NUTS,2010,RS11,2,2727.0
2020,NUTS,2010,RS11,2,2879.0
2018,NUTS,2010,RS12,2,1754.0
2019,NUTS,2010,RS12,2,1736.0
2020,NUTS,2010,RS12,2,1820.0
2018,NUTS,2010,RS2,1,1497.0
2019,NUTS,2010,RS2,1,1464.0
2020,NUTS,2010,RS2,1,1440.0
2018,NUTS,2010,RS21,2,683.0
2019,NUTS,2010,RS21,2,639.0
2020,NUTS,2010,RS21,2,677.0
2018,NUTS,2010,RS22,2,814.0
2019,NUTS,2010,RS22,2,825.0
2020,NUTS,2010,RS22,2,763.0
1994,NUTS,2010,RU,0,16565.0
1995,NUTS,2010,RU,0,14446.0
1996,NUTS,2010,RU,0,13537.0
1997,NUTS,2010,RU,0,13083.0
1998,NUTS,2010,RU,0,12506.0
1999,NUTS,2010,RU,0,11862.0
2000,NUTS,2010,RU,0,12034.0
2001,NUTS,2010,RU,0,12144.0
2002,NUTS,2010,RU,0,11203.0
2003,NUTS,2010,RU,0,11218.0
2004,NUTS,2010,RU,0,11542.0
2005,NUTS,2010,RU,0,11452.0
2006,NUTS,2010,RU,0,11838.0
2007,NUTS,2010,RU,0,13688.0
2008,NUTS,2010,RU,0,13654.0
2009,NUTS,2010,RU,0,13764.0
2010,NUTS,2010,RU,0,17114.0
2011,NUTS,2010,RU,0,19371.0
2012,NUTS,2010,RU,0,19496.0
2013,NUTS,2010,RU,0,19632.0
2014,NUTS,2010,RU,0,20369.0
2015,NUTS,2010,RU,0,21308.0
2017,NUTS,2010,RU,0,19516.0
2018,NUTS,2010,RU,0,20537.0
2019,NUTS,2010,RU,0,21725.0
1999,NUTS,2010,SE,0,11106.0
2001,NUTS,2010,SE,0,19429.0
2003,NUTS,2010,SE,0,16439.0
2005,NUTS,2010,SE,0,16882.0
2007,NUTS,2010,SE,0,15510.0
2009,NUTS,2010,SE,0,16712.0
2011,NUTS,2010,SE,0,18162.0
2013,NUTS,2010,SE,0,19064.0
2015,NUTS,2010,SE,0,19696.0
2017,NUTS,2010,SE,0,14585.0
2019,NUTS,2010,SE,0,16112.0
2001,NUTS,2010,SE1,1,9336.0
2017,NUTS,2010,SE1,1,7333.0
2019,NUTS,2010,SE1,1,8029.0
2001,NUTS,2010,SE11,2,4763.0
2017,NUTS,2010,SE11,2,4084.0
2019,NUTS,2010,SE11,2,4333.0
2001,NUTS,2010,SE12,2,4573.0
2017,NUTS,2010,SE12,2,3248.0
2019,NUTS,2010,SE12,2,3696.0
2001,NUTS,2010,SE2,1,6946.0
2017,NUTS,2010,SE2,1,5332.0
2019,NUTS,2010,SE2,1,5959.0
2001,NUTS,2010,SE21,2,603.0
2017,NUTS,2010,SE21,2,629.0
2019,NUTS,2010,SE21,2,710.0
2001,NUTS,2010,SE22,2,2888.0
2017,NUTS,2010,SE22,2,2106.0
2019,NUTS,2010,SE22,2,2490.0
2001,NUTS,2010,SE23,2,3455.0
2017,NUTS,2010,SE23,2,2597.0
2019,NUTS,2010,SE23,2,2758.0
2001,NUTS,2010,SE3,1,3147.0
2017,NUTS,2010,SE3,1,1921.0
2019,NUTS,2010,SE3,1,2120.0
2001,NUTS,2010,SE31,2,914.0
2017,NUTS,2010,SE31,2,570.0
2019,NUTS,2010,SE31,2,591.0
2001,NUTS,2010,SE32,2,335.0
2017,NUTS,2010,SE32,2,169.0
2019,NUTS,2010,SE32,2,230.0
2001,NUTS,2010,SE33,2,1898.0
2017,NUTS,2010,SE33,2,1181.0
2019,NUTS,2010,SE33,2,1299.0
1993,NUTS,2010,SI,0,577.0
1994,NUTS,2010,SI,0,731.0
1995,NUTS,2010,SI,0,761.0
1996,NUTS,2010,SI,0,877.0
1997,NUTS,2010,SI,0,811.0
1998,NUTS,2010,SI,0,870.0
1999,NUTS,2010,SI,0,954.0
2000,NUTS,2010,SI,0,1007.0
2001,NUTS,2010,SI,0,989.0
2002,NUTS,2010,SI,0,1047.0
2003,NUTS,2010,SI,0,824.0
2004,NUTS,2010,SI,0,877.0
2005,NUTS,2010,SI,0,1291.0
2006,NUTS,2010,SI,0,1374.0
2007,NUTS,2010,SI,0,1348.0
2008,NUTS,2010,SI,0,1619.0
2009,NUTS,2010,SI,0,1723.0
2010,NUTS,2010,SI,0,1972.0
2011,NUTS,2010,SI,0,2065.0
2012,NUTS,2010,SI,0,1958.0
2013,NUTS,2010,SI,0,1830.0
2014,NUTS,2010,SI,0,1865.0
2015,NUTS,2010,SI,0,1810.0
2016,NUTS,2010,SI,0,1575.0
2017,NUTS,2010,SI,0,1827.0
2018,NUTS,2010,SI,0,1985.0
2019,NUTS,2010,SI,0,2043.0
1993,NUTS,2010,SI0,1,577.0
1994,NUTS,2010,SI0,1,731.0
1995,NUTS,2010,SI0,1,761.0
1996,NUTS,2010,SI0,1,877.0
1997,NUTS,2010,SI0,1,811.0
1998,NUTS,2010,SI0,1,870.0
1999,NUTS,2010,SI0,1,954.0
2000,NUTS,2010,SI0,1,1007.0
2001,NUTS,2010,SI0,1,989.0
2002,NUTS,2010,SI0,1,1047.0
2003,NUTS,2010,SI0,1,824.0
2004,NUTS,2010,SI0,1,877.0
2005,NUTS,2010,SI0,1,1291.0
2006,NUTS,2010,SI0,1,1374.0
2007,NUTS,2010,SI0,1,1348.0
2008,NUTS,2010,SI0,1,1619.0
2009,NUTS,2010,SI0,1,1723.0
2010,NUTS,2010,SI0,1,1972.0
2011,NUTS,2010,SI0,1,2065.0
2012,NUTS,2010,SI0,1,1958.0
2013,NUTS,2010,SI0,1,1830.0
2014,NUTS,2010,SI0,1,1865.0
2015,NUTS,2010,SI0,1,1810.0
2016,NUTS,2010,SI0,1,1575.0
2017,NUTS,2010,SI0,1,1827.0
2018,NUTS,2010,SI0,1,1985.0
2019,NUTS,2010,SI0,1,2043.0
2013,NUTS,2010,SI03,2,344.0
2014,NUTS,2010,SI03,2,348.0
2015,NUTS,2010,SI03,2,322.0
2016,NUTS,2010,SI03,2,314.0
2019,NUTS,2010,SI03,2,444.0
2013,NUTS,2010,SI04,2,1485.0
2014,NUTS,2010,SI04,2,1517.0
2015,NUTS,2010,SI04,2,1488.0
2016,NUTS,2010,SI04,2,1261.0
2019,NUTS,2010,SI04,2,1599.0
2002,NUTS,2010,SK,0,4117.0
2003,NUTS,2010,SK,0,4558.0
2004,NUTS,2010,SK,0,5284.0
2005,NUTS,2010,SK,0,5268.0
2006,NUTS,2010,SK,0,5832.0
2007,NUTS,2010,SK,0,6177.0
2008,NUTS,2010,SK,0,6381.0
2009,NUTS,2010,SK,0,7359.0
2010,NUTS,2010,SK,0,8044.0
2011,NUTS,2010,SK,0,8303.0
2012,NUTS,2010,SK,0,8130.0
2013,NUTS,2010,SK,0,8208.0
2014,NUTS,2010,SK,0,8072.0
2015,NUTS,2010,SK,0,7632.0
2016,NUTS,2010,SK,0,8207.0
2017,NUTS,2010,SK,0,8280.0
2018,NUTS,2010,SK,0,8630.0
2019,NUTS,2010,SK,0,8502.0
2020,NUTS,2010,SK,0,8300.0
2002,NUTS,2010,SK01,2,1850.0
2003,NUTS,2010,SK01,2,2097.0
2004,NUTS,2010,SK01,2,2404.0
2005,NUTS,2010,SK01,2,2235.0
2006,NUTS,2010,SK01,2,2665.0
2007,NUTS,2010,SK01,2,2796.0
2008,NUTS,2010,SK01,2,2871.0
2009,NUTS,2010,SK01,2,3444.0
2010,NUTS,2010,SK01,2,3951.0
2011,NUTS,2010,SK01,2,4167.0
2012,NUTS,2010,SK01,2,3855.0
2013,NUTS,2010,SK01,2,3610.0
2014,NUTS,2010,SK01,2,3455.0
2015,NUTS,2010,SK01,2,3104.0
2016,NUTS,2010,SK01,2,3578.0
2017,NUTS,2010,SK01,2,3398.0
2018,NUTS,2010,SK01,2,3584.0
2019,NUTS,2010,SK01,2,3489.0
2020,NUTS,2010,SK01,2,3468.0
2002,NUTS,2010,SK02,2,673.0
2003,NUTS,2010,SK02,2,764.0
2004,NUTS,2010,SK02,2,951.0
2005,NUTS,2010,SK02,2,1054.0
2006,NUTS,2010,SK02,2,1045.0
2007,NUTS,2010,SK02,2,1177.0
2008,NUTS,2010,SK02,2,1109.0
2009,NUTS,2010,SK02,2,1259.0
2010,NUTS,2010,SK02,2,1226.0
2011,NUTS,2010,SK02,2,1170.0
2012,NUTS,2010,SK02,2,1147.0
2013,NUTS,2010,SK02,2,1530.0
2014,NUTS,2010,SK02,2,1590.0
2015,NUTS,2010,SK02,2,1483.0
2016,NUTS,2010,SK02,2,1423.0
2017,NUTS,2010,SK02,2,1454.0
2018,NUTS,2010,SK02,2,1553.0
2019,NUTS,2010,SK02,2,1488.0
2020,NUTS,2010,SK02,2,1481.0
2002,NUTS,2010,SK03,2,653.0
2003,NUTS,2010,SK03,2,740.0
2004,NUTS,2010,SK03,2,870.0
2005,NUTS,2010,SK03,2,851.0
2006,NUTS,2010,SK03,2,935.0
2007,NUTS,2010,SK03,2,937.0
2008,NUTS,2010,SK03,2,1046.0
2009,NUTS,2010,SK03,2,1138.0
2010,NUTS,2010,SK03,2,1305.0
2011,NUTS,2010,SK03,2,1323.0
2012,NUTS,2010,SK03,2,1447.0
2013,NUTS,2010,SK03,2,1397.0
2014,NUTS,2010,SK03,2,1418.0
2015,NUTS,2010,SK03,2,1371.0
2016,NUTS,2010,SK03,2,1585.0
2017,NUTS,2010,SK03,2,1676.0
2018,NUTS,2010,SK03,2,1637.0
2019,NUTS,2010,SK03,2,1492.0
2020,NUTS,2010,SK03,2,1379.0
2002,NUTS,2010,SK04,2,941.0
2003,NUTS,2010,SK04,2,957.0
2004,NUTS,2010,SK04,2,1059.0
2005,NUTS,2010,SK04,2,1128.0
2006,NUTS,2010,SK04,2,1190.0
2007,NUTS,2010,SK04,2,1267.0
2008,NUTS,2010,SK04,2,1355.0
2009,NUTS,2010,SK04,2,1518.0
2010,NUTS,2010,SK04,2,1562.0
2011,NUTS,2010,SK04,2,1643.0
2012,NUTS,2010,SK04,2,1681.0
2013,NUTS,2010,SK04,2,1671.0
2014,NUTS,2010,SK04,2,1609.0
2015,NUTS,2010,SK04,2,1674.0
2016,NUTS,2010,SK04,2,1621.0
2017,NUTS,2010,SK04,2,1752.0
2018,NUTS,2010,SK04,2,1856.0
2019,NUTS,2010,SK04,2,2033.0
2020,NUTS,2010,SK04,2,1972.0
1997,NUTS,2010,TR,0,16007.0
1998,NUTS,2010,TR,0,15678.0
1999,NUTS,2010,TR,0,17283.0
2000,NUTS,2010,TR,0,20885.0
2001,NUTS,2010,TR,0,21413.0
2002,NUTS,2010,TR,0,23040.0
2003,NUTS,2010,TR,0,23975.0
2004,NUTS,2010,TR,0,25014.0
2005,NUTS,2010,TR,0,25968.0
2006,NUTS,2010,TR,0,27770.0
2007,NUTS,2010,TR,0,31654.0
2008,NUTS,2010,TR,0,32308.0
2009,NUTS,2010,TR,0,33802.0
2010,NUTS,2010,TR,0,35590.0
2011,NUTS,2010,TR,0,38757.0
2012,NUTS,2010,TR,0,44719.0
2013,NUTS,2010,TR,0,47133.0
2014,NUTS,2010,TR,0,53323.0
2015,NUTS,2010,TR,0,56503.0
2016,NUTS,2010,TR,0,53326.0
2017,NUTS,2010,TR,0,57359.0
2018,NUTS,2010,TR,0,60003.0
2019,NUTS,2010,TR,0,63379.0
2020,NUTS,2010,TR,0,63588.0
2005,NUTS,2010,UK,0,106839.0
2007,NUTS,2010,UK,0,116018.0
2009,NUTS,2010,UK,0,124310.0
2010,NUTS,2010,UK,0,128456.0
2011,NUTS,2010,UK,0,136321.0
2012,NUTS,2010,UK,0,140254.0
2013,NUTS,2010,UK,0,147457.0
2014,NUTS,2010,UK,0,151059.0
2015,NUTS,2010,UK,0,157301.0
2016,NUTS,2010,UK,0,161870.0
2017,NUTS,2010,UK,0,162179.0
2018,NUTS,2010,UK,0,165295.0
2009,NUTS,2010,UKC,1,5222.0
2011,NUTS,2010,UKC,1,5803.0
2013,NUTS,2010,UKC,1,6197.0
2015,NUTS,2010,UKC,1,6815.0
2017,NUTS,2010,UKC,1,6955.0
2009,NUTS,2010,UKC1,2,2033.0
2011,NUTS,2010,UKC1,2,2166.0
2013,NUTS,2010,UKC1,2,2295.0
2015,NUTS,2010,UKC1,2,2479.0
2017,NUTS,2010,UKC1,2,2445.0
2009,NUTS,2010,UKC2,2,3189.0
2011,NUTS,2010,UKC2,2,3637.0
2013,NUTS,2010,UKC2,2,3901.0
2015,NUTS,2010,UKC2,2,4336.0
2017,NUTS,2010,UKC2,2,4510.0
2009,NUTS,2010,UKD,1,11674.0
2011,NUTS,2010,UKD,1,12433.0
2013,NUTS,2010,UKD,1,13586.0
2015,NUTS,2010,UKD,1,14781.0
2017,NUTS,2010,UKD,1,15629.0
2009,NUTS,2010,UKD1,2,288.0
2011,NUTS,2010,UKD1,2,221.0
2013,NUTS,2010,UKD1,2,217.0
2015,NUTS,2010,UKD1,2,252.0
2017,NUTS,2010,UKD1,2,285.0
2009,NUTS,2010,UKD3,2,6212.0
2011,NUTS,2010,UKD3,2,6583.0
2013,NUTS,2010,UKD3,2,6844.0
2015,NUTS,2010,UKD3,2,7281.0
2017,NUTS,2010,UKD3,2,7525.0
2009,NUTS,2010,UKD4,2,2134.0
2011,NUTS,2010,UKD4,2,2245.0
2013,NUTS,2010,UKD4,2,2610.0
2015,NUTS,2010,UKD4,2,2889.0
2017,NUTS,2010,UKD4,2,3128.0
2011,NUTS,2010,UKD6,2,374.0
2013,NUTS,2010,UKD6,2,606.0
2015,NUTS,2010,UKD6,2,553.0
2017,NUTS,2010,UKD6,2,579.0
2011,NUTS,2010,UKD7,2,3010.0
2013,NUTS,2010,UKD7,2,3308.0
2015,NUTS,2010,UKD7,2,3807.0
2017,NUTS,2010,UKD7,2,4112.0
2009,NUTS,2010,UKE,1,9748.0
2011,NUTS,2010,UKE,1,11282.0
2013,NUTS,2010,UKE,1,12389.0
2015,NUTS,2010,UKE,1,13584.0
2017,NUTS,2010,UKE,1,13919.0
2009,NUTS,2010,UKE1,2,767.0
2011,NUTS,2010,UKE1,2,956.0
2013,NUTS,2010,UKE1,2,987.0
2015,NUTS,2010,UKE1,2,909.0
2017,NUTS,2010,UKE1,2,779.0
2009,NUTS,2010,UKE2,2,1543.0
2011,NUTS,2010,UKE2,2,1582.0
2013,NUTS,2010,UKE2,2,1839.0
2015,NUTS,2010,UKE2,2,2271.0
2017,NUTS,2010,UKE2,2,2250.0
2009,NUTS,2010,UKE3,2,2934.0
2011,NUTS,2010,UKE3,2,3815.0
2013,NUTS,2010,UKE3,2,4356.0
2015,NUTS,2010,UKE3,2,4630.0
2017,NUTS,2010,UKE3,2,4787.0
2009,NUTS,2010,UKE4,2,4505.0
2011,NUTS,2010,UKE4,2,4929.0
2013,NUTS,2010,UKE4,2,5207.0
2015,NUTS,2010,UKE4,2,5774.0
2017,NUTS,2010,UKE4,2,6103.0
2009,NUTS,2010,UKF,1,8578.0
2011,NUTS,2010,UKF,1,9215.0
2013,NUTS,2010,UKF,1,9822.0
2015,NUTS,2010,UKF,1,10346.0
2017,NUTS,2010,UKF,1,10498.0
2009,NUTS,2010,UKF1,2,4524.0
2011,NUTS,2010,UKF1,2,4857.0
2013,NUTS,2010,UKF1,2,5266.0
2015,NUTS,2010,UKF1,2,5552.0
2017,NUTS,2010,UKF1,2,5715.0
2009,NUTS,2010,UKF2,2,3669.0
2011,NUTS,2010,UKF2,2,3925.0
2013,NUTS,2010,UKF2,2,4063.0
2015,NUTS,2010,UKF2,2,4198.0
2017,NUTS,2010,UKF2,2,4167.0
2009,NUTS,2010,UKF3,2,385.0
2011,NUTS,2010,UKF3,2,433.0
2013,NUTS,2010,UKF3,2,492.0
2015,NUTS,2010,UKF3,2,596.0
2017,NUTS,2010,UKF3,2,616.0
2009,NUTS,2010,UKG,1,7958.0
2011,NUTS,2010,UKG,1,8619.0
2013,NUTS,2010,UKG,1,9754.0
2015,NUTS,2010,UKG,1,10682.0
2017,NUTS,2010,UKG,1,11369.0
2009,NUTS,2010,UKG1,2,171.0
2011,NUTS,2010,UKG1,2,199.0
2013,NUTS,2010,UKG1,2,234.0
2015,NUTS,2010,UKG1,2,281.0
2017,NUTS,2010,UKG1,2,267.0
2009,NUTS,2010,UKG2,2,834.0
2011,NUTS,2010,UKG2,2,718.0
2013,NUTS,2010,UKG2,2,789.0
2015,NUTS,2010,UKG2,2,1076.0
2017,NUTS,2010,UKG2,2,1119.0
2009,NUTS,2010,UKG3,2,6953.0
2011,NUTS,2010,UKG3,2,7702.0
2013,NUTS,2010,UKG3,2,8730.0
2015,NUTS,2010,UKG3,2,9324.0
2017,NUTS,2010,UKG3,2,9983.0
2009,NUTS,2010,UKH,1,10076.0
2011,NUTS,2010,UKH,1,11363.0
2013,NUTS,2010,UKH,1,12163.0
2015,NUTS,2010,UKH,1,12579.0
2017,NUTS,2010,UKH,1,12842.0
2009,NUTS,2010,UKH1,2,6922.0
2011,NUTS,2010,UKH1,2,7431.0
2013,NUTS,2010,UKH1,2,8244.0
2015,NUTS,2010,UKH1,2,8562.0
2017,NUTS,2010,UKH1,2,8722.0
2009,NUTS,2010,UKH2,2,1888.0
2011,NUTS,2010,UKH2,2,2495.0
2013,NUTS,2010,UKH2,2,2503.0
2015,NUTS,2010,UKH2,2,2406.0
2017,NUTS,2010,UKH2,2,2487.0
2009,NUTS,2010,UKH3,2,1266.0
2011,NUTS,2010,UKH3,2,1438.0
2013,NUTS,2010,UKH3,2,1416.0
2015,NUTS,2010,UKH3,2,1611.0
2017,NUTS,2010,UKH3,2,1633.0
2009,NUTS,2010,UKI,1,24544.0
2011,NUTS,2010,UKI,1,27890.0
2013,NUTS,2010,UKI,1,28757.0
2015,NUTS,2010,UKI,1,30232.0
2017,NUTS,2010,UKI,1,30631.0
2011,NUTS,2010,UKI3,2,20661.0
2013,NUTS,2010,UKI3,2,21225.0
2015,NUTS,2010,UKI3,2,21830.0
2017,NUTS,2010,UKI3,2,22155.0
2011,NUTS,2010,UKI4,2,3657.0
2013,NUTS,2010,UKI4,2,3757.0
2015,NUTS,2010,UKI4,2,4509.0
2017,NUTS,2010,UKI4,2,4536.0
2011,NUTS,2010,UKI5,2,757.0
2013,NUTS,2010,UKI5,2,749.0
2015,NUTS,2010,UKI5,2,774.0
2017,NUTS,2010,UKI5,2,763.0
2011,NUTS,2010,UKI6,2,572.0
2013,NUTS,2010,UKI6,2,598.0
2015,NUTS,2010,UKI6,2,744.0
2017,NUTS,2010,UKI6,2,799.0
2011,NUTS,2010,UKI7,2,2243.0
2013,NUTS,2010,UKI7,2,2429.0
2015,NUTS,2010,UKI7,2,2375.0
2017,NUTS,2010,UKI7,2,2378.0
2009,NUTS,2010,UKJ,1,16539.0
2011,NUTS,2010,UKJ,1,18532.0
2013,NUTS,2010,UKJ,1,20704.0
2015,NUTS,2010,UKJ,1,22291.0
2017,NUTS,2010,UKJ,1,22600.0
2009,NUTS,2010,UKJ1,2,7917.0
2011,NUTS,2010,UKJ1,2,8753.0
2013,NUTS,2010,UKJ1,2,9825.0
2015,NUTS,2010,UKJ1,2,10655.0
2017,NUTS,2010,UKJ1,2,10900.0
2009,NUTS,2010,UKJ2,2,3926.0
2011,NUTS,2010,UKJ2,2,4274.0
2013,NUTS,2010,UKJ2,2,4563.0
2015,NUTS,2010,UKJ2,2,4683.0
2017,NUTS,2010,UKJ2,2,4729.0
2009,NUTS,2010,UKJ3,2,3639.0
2011,NUTS,2010,UKJ3,2,4220.0
2013,NUTS,2010,UKJ3,2,4500.0
2015,NUTS,2010,UKJ3,2,4921.0
2017,NUTS,2010,UKJ3,2,4861.0
2009,NUTS,2010,UKJ4,2,1056.0
2011,NUTS,2010,UKJ4,2,1286.0
2013,NUTS,2010,UKJ4,2,1815.0
2015,NUTS,2010,UKJ4,2,2032.0
2017,NUTS,2010,UKJ4,2,2110.0
2009,NUTS,2010,UKK,1,7547.0
2011,NUTS,2010,UKK,1,8369.0
2013,NUTS,2010,UKK,1,8793.0
2015,NUTS,2010,UKK,1,9371.0
2017,NUTS,2010,UKK,1,9938.0
2009,NUTS,2010,UKK1,2,4914.0
2011,NUTS,2010,UKK1,2,5096.0
2013,NUTS,2010,UKK1,2,5377.0
2015,NUTS,2010,UKK1,2,5680.0
2017,NUTS,2010,UKK1,2,5913.0
2009,NUTS,2010,UKK2,2,397.0
2011,NUTS,2010,UKK2,2,487.0
2013,NUTS,2010,UKK2,2,559.0
2015,NUTS,2010,UKK2,2,730.0
2017,NUTS,2010,UKK2,2,813.0
2009,NUTS,2010,UKK3,2,91.0
2011,NUTS,2010,UKK3,2,96.0
2013,NUTS,2010,UKK3,2,118.0
2015,NUTS,2010,UKK3,2,130.0
2017,NUTS,2010,UKK3,2,137.0
2009,NUTS,2010,UKK4,2,2144.0
2011,NUTS,2010,UKK4,2,2690.0
2013,NUTS,2010,UKK4,2,2739.0
2015,NUTS,2010,UKK4,2,2831.0
2017,NUTS,2010,UKK4,2,3075.0
2009,NUTS,2010,UKL,1,5638.0
2011,NUTS,2010,UKL,1,5969.0
2013,NUTS,2010,UKL,1,6279.0
2015,NUTS,2010,UKL,1,6379.0
2017,NUTS,2010,UKL,1,6640.0
2009,NUTS,2010,UKL1,2,2724.0
2011,NUTS,2010,UKL1,2,2933.0
2013,NUTS,2010,UKL1,2,3290.0
2015,NUTS,2010,UKL1,2,3285.0
2017,NUTS,2010,UKL1,2,3463.0
2009,NUTS,2010,UKL2,2,2914.0
2011,NUTS,2010,UKL2,2,3035.0
2013,NUTS,2010,UKL2,2,2990.0
2015,NUTS,2010,UKL2,2,3094.0
2017,NUTS,2010,UKL2,2,3177.0
2009,NUTS,2010,UKM,1,14079.0
2011,NUTS,2010,UKM,1,14199.0
2013,NUTS,2010,UKM,1,16636.0
2015,NUTS,2010,UKM,1,17729.0
2017,NUTS,2010,UKM,1,18425.0
2013,NUTS,2010,UKM2,2,9582.0
2015,NUTS,2010,UKM2,2,9964.0
2013,NUTS,2010,UKM3,2,5402.0
2015,NUTS,2010,UKM3,2,6093.0
2013,NUTS,2010,UKM5,2,1582.0
2015,NUTS,2010,UKM5,2,1604.0
2017,NUTS,2010,UKM5,2,1506.0
2013,NUTS,2010,UKM6,2,70.0
2015,NUTS,2010,UKM6,2,68.0
2017,NUTS,2010,UKM6,2,93.0
2017,NUTS,2010,UKM7,2,10444.0
2017,NUTS,2010,UKM8,2,6382.0
2017,NUTS,2010,UKM9,2,0.0
2009,NUTS,2010,UKN,1,2706.0
2011,NUTS,2010,UKN,1,2647.0
2013,NUTS,2010,UKN,1,2379.0
2015,NUTS,2010,UKN,1,2512.0
2017,NUTS,2010,UKN,1,2734.0
2009,NUTS,2010,UKN0,2,2706.0
2011,NUTS,2010,UKN0,2,2647.0
2013,NUTS,2010,UKN0,2,2379.0
2015,NUTS,2010,UKN0,2,2512.0
2017,NUTS,2010,UKN0,2,2734.0
