year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_total_f_hc
2016,NUTS,2010,ITI2,2,513.0
2017,NUTS,2010,ITI2,2,610.0
2018,NUTS,2010,ITI2,2,811.0
2019,NUTS,2010,ITI2,2,900.0
2011,NUTS,2010,ITI3,2,647.0
2012,NUTS,2010,ITI3,2,722.0
2013,NUTS,2010,ITI3,2,730.0
2014,NUTS,2010,ITI3,2,901.0
2015,NUTS,2010,ITI3,2,818.0
2016,NUTS,2010,ITI3,2,1159.0
2017,NUTS,2010,ITI3,2,1533.0
2018,NUTS,2010,ITI3,2,1732.0
2019,NUTS,2010,ITI3,2,1731.0
2011,NUTS,2010,ITI4,2,2902.0
2012,NUTS,2010,ITI4,2,3180.0
2013,NUTS,2010,ITI4,2,3308.0
2014,NUTS,2010,ITI4,2,3302.0
2015,NUTS,2010,ITI4,2,3680.0
2016,NUTS,2010,ITI4,2,4499.0
2017,NUTS,2010,ITI4,2,4930.0
2018,NUTS,2010,ITI4,2,6086.0
2019,NUTS,2010,ITI4,2,7429.0
2011,NUTS,2010,JP,0,78195.0
2012,NUTS,2010,JP,0,79913.0
2013,NUTS,2010,JP,0,78915.0
2014,NUTS,2010,JP,0,83526.0
2015,NUTS,2010,JP,0,86016.0
2016,NUTS,2010,JP,0,88328.0
2017,NUTS,2010,JP,0,92998.0
2018,NUTS,2010,JP,0,96881.0
2019,NUTS,2010,JP,0,100686.0
2011,NUTS,2010,KR,0,44418.0
2012,NUTS,2010,KR,0,50223.0
2013,NUTS,2010,KR,0,52598.0
2014,NUTS,2010,KR,0,58736.0
2015,NUTS,2010,KR,0,63475.0
2016,NUTS,2010,KR,0,66891.0
2017,NUTS,2010,KR,0,72856.0
2018,NUTS,2010,KR,0,80655.0
2019,NUTS,2010,KR,0,87368.0
2011,NUTS,2010,LT,0,1060.0
2012,NUTS,2010,LT,0,935.0
2013,NUTS,2010,LT,0,1179.0
2014,NUTS,2010,LT,0,1814.0
2015,NUTS,2010,LT,0,1271.0
2016,NUTS,2010,LT,0,1363.0
2017,NUTS,2010,LT,0,1711.0
2018,NUTS,2010,LT,0,1936.0
2019,NUTS,2010,LT,0,2338.0
2015,NUTS,2010,LT01,2,906.0
2016,NUTS,2010,LT01,2,946.0
2017,NUTS,2010,LT01,2,1094.0
2018,NUTS,2010,LT01,2,1251.0
2019,NUTS,2010,LT01,2,1436.0
2015,NUTS,2010,LT02,2,365.0
2016,NUTS,2010,LT02,2,417.0
2017,NUTS,2010,LT02,2,617.0
2018,NUTS,2010,LT02,2,685.0
2019,NUTS,2010,LT02,2,902.0
2011,NUTS,2010,LU,0,673.0
2013,NUTS,2010,LU,0,419.0
2015,NUTS,2010,LU,0,484.0
2017,NUTS,2010,LU,0,610.0
2019,NUTS,2010,LU,0,613.0
2011,NUTS,2010,LV,0,818.0
2012,NUTS,2010,LV,0,777.0
2013,NUTS,2010,LV,0,710.0
2015,NUTS,2010,LV,0,818.0
2016,NUTS,2010,LV,0,700.0
2017,NUTS,2010,LV,0,755.0
2018,NUTS,2010,LV,0,764.0
2019,NUTS,2010,LV,0,814.0
2011,NUTS,2010,ME,0,81.0
2013,NUTS,2010,ME,0,96.0
2014,NUTS,2010,ME,0,86.0
2015,NUTS,2010,ME,0,81.0
2017,NUTS,2010,ME,0,69.0
2018,NUTS,2010,ME,0,125.0
2019,NUTS,2010,ME,0,133.0
2011,NUTS,2010,MK,0,123.0
2012,NUTS,2010,MK,0,109.0
2015,NUTS,2010,MK,0,288.0
2016,NUTS,2010,MK,0,310.0
2017,NUTS,2010,MK,0,307.0
2018,NUTS,2010,MK,0,341.0
2019,NUTS,2010,MK,0,386.0
2011,NUTS,2010,MT,0,214.0
2012,NUTS,2010,MT,0,272.0
2013,NUTS,2010,MT,0,224.0
2014,NUTS,2010,MT,0,218.0
2015,NUTS,2010,MT,0,195.0
2016,NUTS,2010,MT,0,235.0
2017,NUTS,2010,MT,0,265.0
2018,NUTS,2010,MT,0,257.0
2019,NUTS,2010,MT,0,291.0
2011,NUTS,2010,NL,0,21957.0
2012,NUTS,2010,NL,0,23846.0
2013,NUTS,2010,NL,0,28713.0
2014,NUTS,2010,NL,0,28515.0
2015,NUTS,2010,NL,0,29838.0
2016,NUTS,2010,NL,0,33126.0
2017,NUTS,2010,NL,0,33613.0
2018,NUTS,2010,NL,0,35684.0
2019,NUTS,2010,NL,0,38982.0
2011,NUTS,2010,NO,0,6024.0
2012,NUTS,2010,NO,0,6234.0
2013,NUTS,2010,NO,0,6366.0
2014,NUTS,2010,NO,0,7140.0
2015,NUTS,2010,NO,0,7491.0
2016,NUTS,2010,NO,0,7969.0
2017,NUTS,2010,NO,0,8979.0
2018,NUTS,2010,NO,0,9320.0
2019,NUTS,2010,NO,0,9261.0
2011,NUTS,2010,NO0,1,6024.0
2012,NUTS,2010,NO0,1,6234.0
2013,NUTS,2010,NO0,1,6366.0
2014,NUTS,2010,NO0,1,7140.0
2011,NUTS,2010,NO01,2,2677.0
2012,NUTS,2010,NO01,2,2636.0
2013,NUTS,2010,NO01,2,2631.0
2014,NUTS,2010,NO01,2,2975.0
2011,NUTS,2010,NO02,2,105.0
2012,NUTS,2010,NO02,2,129.0
2013,NUTS,2010,NO02,2,175.0
2014,NUTS,2010,NO02,2,172.0
2011,NUTS,2010,NO03,2,841.0
2012,NUTS,2010,NO03,2,889.0
2013,NUTS,2010,NO03,2,961.0
2014,NUTS,2010,NO03,2,1019.0
2011,NUTS,2010,NO04,2,543.0
2012,NUTS,2010,NO04,2,584.0
2013,NUTS,2010,NO04,2,623.0
2014,NUTS,2010,NO04,2,743.0
2011,NUTS,2010,NO05,2,685.0
2012,NUTS,2010,NO05,2,652.0
2013,NUTS,2010,NO05,2,684.0
2014,NUTS,2010,NO05,2,908.0
2011,NUTS,2010,NO06,2,934.0
2012,NUTS,2010,NO06,2,1105.0
2013,NUTS,2010,NO06,2,1069.0
2014,NUTS,2010,NO06,2,1063.0
2011,NUTS,2010,NO07,2,240.0
2012,NUTS,2010,NO07,2,233.0
2013,NUTS,2010,NO07,2,219.0
2014,NUTS,2010,NO07,2,259.0
2011,NUTS,2010,PL,0,5882.0
2012,NUTS,2010,PL,0,7210.0
2013,NUTS,2010,PL,0,8520.0
2014,NUTS,2010,PL,0,9501.0
2015,NUTS,2010,PL,0,11134.0
2016,NUTS,2010,PL,0,17847.0
2017,NUTS,2010,PL,0,25663.0
2018,NUTS,2010,PL,0,29301.0
2019,NUTS,2010,PL,0,31121.0
2011,NUTS,2010,PL1,1,2048.0
2012,NUTS,2010,PL1,1,2614.0
2013,NUTS,2010,PL1,1,3334.0
2014,NUTS,2010,PL1,1,3783.0
2015,NUTS,2010,PL1,1,4119.0
2011,NUTS,2010,PL11,2,317.0
2012,NUTS,2010,PL11,2,353.0
2013,NUTS,2010,PL11,2,449.0
2014,NUTS,2010,PL11,2,443.0
2015,NUTS,2010,PL11,2,619.0
2011,NUTS,2010,PL12,2,1731.0
2012,NUTS,2010,PL12,2,2261.0
2013,NUTS,2010,PL12,2,2885.0
2014,NUTS,2010,PL12,2,3340.0
2015,NUTS,2010,PL12,2,3500.0
2011,NUTS,2010,PL2,1,1100.0
2012,NUTS,2010,PL2,1,1208.0
2013,NUTS,2010,PL2,1,1520.0
2014,NUTS,2010,PL2,1,1579.0
2015,NUTS,2010,PL2,1,2095.0
2016,NUTS,2010,PL2,1,3401.0
2017,NUTS,2010,PL2,1,4374.0
2018,NUTS,2010,PL2,1,4941.0
2019,NUTS,2010,PL2,1,5572.0
2011,NUTS,2010,PL21,2,557.0
2012,NUTS,2010,PL21,2,703.0
2013,NUTS,2010,PL21,2,912.0
2014,NUTS,2010,PL21,2,895.0
2015,NUTS,2010,PL21,2,1237.0
2016,NUTS,2010,PL21,2,2084.0
2017,NUTS,2010,PL21,2,2713.0
2018,NUTS,2010,PL21,2,2857.0
2019,NUTS,2010,PL21,2,3339.0
2011,NUTS,2010,PL22,2,543.0
2012,NUTS,2010,PL22,2,505.0
2013,NUTS,2010,PL22,2,608.0
2014,NUTS,2010,PL22,2,684.0
2015,NUTS,2010,PL22,2,858.0
2016,NUTS,2010,PL22,2,1317.0
2017,NUTS,2010,PL22,2,1661.0
2018,NUTS,2010,PL22,2,2084.0
2019,NUTS,2010,PL22,2,2233.0
2011,NUTS,2010,PL3,1,1184.0
2012,NUTS,2010,PL3,1,1386.0
2013,NUTS,2010,PL3,1,1418.0
2014,NUTS,2010,PL3,1,1407.0
2015,NUTS,2010,PL3,1,1601.0
2011,NUTS,2010,PL31,2,125.0
2012,NUTS,2010,PL31,2,268.0
2013,NUTS,2010,PL31,2,208.0
2014,NUTS,2010,PL31,2,181.0
2015,NUTS,2010,PL31,2,289.0
2011,NUTS,2010,PL32,2,919.0
2012,NUTS,2010,PL32,2,981.0
2013,NUTS,2010,PL32,2,1043.0
2014,NUTS,2010,PL32,2,1060.0
2015,NUTS,2010,PL32,2,1099.0
2011,NUTS,2010,PL33,2,62.0
2012,NUTS,2010,PL33,2,82.0
2013,NUTS,2010,PL33,2,84.0
2014,NUTS,2010,PL33,2,77.0
2015,NUTS,2010,PL33,2,97.0
2011,NUTS,2010,PL34,2,78.0
2012,NUTS,2010,PL34,2,55.0
2013,NUTS,2010,PL34,2,83.0
2014,NUTS,2010,PL34,2,89.0
2015,NUTS,2010,PL34,2,116.0
2011,NUTS,2010,PL4,1,385.0
2012,NUTS,2010,PL4,1,654.0
2013,NUTS,2010,PL4,1,638.0
2014,NUTS,2010,PL4,1,795.0
2015,NUTS,2010,PL4,1,1123.0
2016,NUTS,2010,PL4,1,1209.0
2017,NUTS,2010,PL4,1,1799.0
2018,NUTS,2010,PL4,1,2199.0
2019,NUTS,2010,PL4,1,2476.0
2011,NUTS,2010,PL41,2,340.0
2012,NUTS,2010,PL41,2,559.0
2013,NUTS,2010,PL41,2,554.0
2014,NUTS,2010,PL41,2,689.0
2015,NUTS,2010,PL41,2,952.0
2016,NUTS,2010,PL41,2,1035.0
2017,NUTS,2010,PL41,2,1369.0
2018,NUTS,2010,PL41,2,1632.0
2019,NUTS,2010,PL41,2,1881.0
2011,NUTS,2010,PL42,2,25.0
2012,NUTS,2010,PL42,2,71.0
2013,NUTS,2010,PL42,2,56.0
2014,NUTS,2010,PL42,2,67.0
2015,NUTS,2010,PL42,2,102.0
2017,NUTS,2010,PL42,2,237.0
2018,NUTS,2010,PL42,2,303.0
2019,NUTS,2010,PL42,2,303.0
2011,NUTS,2010,PL43,2,20.0
2012,NUTS,2010,PL43,2,24.0
2013,NUTS,2010,PL43,2,28.0
2014,NUTS,2010,PL43,2,39.0
2015,NUTS,2010,PL43,2,69.0
2017,NUTS,2010,PL43,2,193.0
2018,NUTS,2010,PL43,2,264.0
2019,NUTS,2010,PL43,2,292.0
2011,NUTS,2010,PL5,1,510.0
2012,NUTS,2010,PL5,1,641.0
2013,NUTS,2010,PL5,1,799.0
2014,NUTS,2010,PL5,1,1014.0
2015,NUTS,2010,PL5,1,1089.0
2016,NUTS,2010,PL5,1,1487.0
2017,NUTS,2010,PL5,1,2018.0
2018,NUTS,2010,PL5,1,2412.0
2019,NUTS,2010,PL5,1,2682.0
2012,NUTS,2010,PL51,2,565.0
2013,NUTS,2010,PL51,2,706.0
2014,NUTS,2010,PL51,2,912.0
2015,NUTS,2010,PL51,2,946.0
2016,NUTS,2010,PL51,2,1200.0
2017,NUTS,2010,PL51,2,1686.0
2018,NUTS,2010,PL51,2,2054.0
2019,NUTS,2010,PL51,2,2346.0
2012,NUTS,2010,PL52,2,76.0
2013,NUTS,2010,PL52,2,93.0
2014,NUTS,2010,PL52,2,102.0
2015,NUTS,2010,PL52,2,143.0
2016,NUTS,2010,PL52,2,287.0
2017,NUTS,2010,PL52,2,332.0
2018,NUTS,2010,PL52,2,358.0
2019,NUTS,2010,PL52,2,336.0
2011,NUTS,2010,PL6,1,655.0
2012,NUTS,2010,PL6,1,707.0
2013,NUTS,2010,PL6,1,811.0
2014,NUTS,2010,PL6,1,923.0
2015,NUTS,2010,PL6,1,1107.0
2016,NUTS,2010,PL6,1,1689.0
2017,NUTS,2010,PL6,1,2332.0
2018,NUTS,2010,PL6,1,2821.0
2019,NUTS,2010,PL6,1,2989.0
2011,NUTS,2010,PL61,2,132.0
2012,NUTS,2010,PL61,2,147.0
2013,NUTS,2010,PL61,2,133.0
2014,NUTS,2010,PL61,2,155.0
2015,NUTS,2010,PL61,2,212.0
2016,NUTS,2010,PL61,2,343.0
2017,NUTS,2010,PL61,2,859.0
2018,NUTS,2010,PL61,2,838.0
2019,NUTS,2010,PL61,2,669.0
2011,NUTS,2010,PL62,2,55.0
2012,NUTS,2010,PL62,2,62.0
2013,NUTS,2010,PL62,2,77.0
2015,NUTS,2010,PL62,2,109.0
2016,NUTS,2010,PL62,2,150.0
2017,NUTS,2010,PL62,2,180.0
2018,NUTS,2010,PL62,2,290.0
2019,NUTS,2010,PL62,2,345.0
2011,NUTS,2010,PL63,2,468.0
2012,NUTS,2010,PL63,2,498.0
2013,NUTS,2010,PL63,2,601.0
2015,NUTS,2010,PL63,2,786.0
2016,NUTS,2010,PL63,2,1196.0
2017,NUTS,2010,PL63,2,1293.0
2018,NUTS,2010,PL63,2,1693.0
2019,NUTS,2010,PL63,2,1975.0
2016,NUTS,2010,PL7,1,1289.0
2017,NUTS,2010,PL7,1,1616.0
2018,NUTS,2010,PL7,1,1846.0
2019,NUTS,2010,PL7,1,1868.0
2017,NUTS,2010,PL71,2,1492.0
2018,NUTS,2010,PL71,2,1682.0
2019,NUTS,2010,PL71,2,1671.0
2017,NUTS,2010,PL72,2,124.0
2018,NUTS,2010,PL72,2,164.0
2019,NUTS,2010,PL72,2,197.0
2016,NUTS,2010,PL8,1,1630.0
2017,NUTS,2010,PL8,1,1614.0
2018,NUTS,2010,PL8,1,1892.0
2019,NUTS,2010,PL8,1,2080.0
2016,NUTS,2010,PL81,2,335.0
2017,NUTS,2010,PL81,2,432.0
2018,NUTS,2010,PL81,2,516.0
2019,NUTS,2010,PL81,2,553.0
2016,NUTS,2010,PL82,2,1134.0
2017,NUTS,2010,PL82,2,991.0
2018,NUTS,2010,PL82,2,1115.0
2019,NUTS,2010,PL82,2,1240.0
2016,NUTS,2010,PL84,2,161.0
2017,NUTS,2010,PL84,2,191.0
2018,NUTS,2010,PL84,2,261.0
2019,NUTS,2010,PL84,2,287.0
2016,NUTS,2010,PL9,1,7142.0
2017,NUTS,2010,PL9,1,11910.0
2018,NUTS,2010,PL9,1,13190.0
2019,NUTS,2010,PL9,1,13454.0
2016,NUTS,2010,PL91,2,6829.0
2017,NUTS,2010,PL91,2,11461.0
2018,NUTS,2010,PL91,2,12351.0
2019,NUTS,2010,PL91,2,12850.0
2016,NUTS,2010,PL92,2,313.0
2017,NUTS,2010,PL92,2,449.0
2018,NUTS,2010,PL92,2,839.0
2019,NUTS,2010,PL92,2,604.0
2011,NUTS,2010,PT,0,9083.0
2012,NUTS,2010,PT,0,10061.0
2013,NUTS,2010,PT,0,10912.0
2014,NUTS,2010,PT,0,12193.0
2015,NUTS,2010,PT,0,14722.0
2016,NUTS,2010,PT,0,12081.0
2017,NUTS,2010,PT,0,13571.0
2018,NUTS,2010,PT,0,14672.0
2019,NUTS,2010,PT,0,16452.0
2020,NUTS,2010,PT,0,19570.0
2011,NUTS,2010,PT1,1,9036.0
2012,NUTS,2010,PT1,1,10005.0
2013,NUTS,2010,PT1,1,10867.0
2014,NUTS,2010,PT1,1,12148.0
2015,NUTS,2010,PT1,1,14674.0
2016,NUTS,2010,PT1,1,12008.0
2017,NUTS,2010,PT1,1,13471.0
2018,NUTS,2010,PT1,1,14532.0
2019,NUTS,2010,PT1,1,16292.0
2020,NUTS,2010,PT1,1,19417.0
2011,NUTS,2010,PT11,2,3516.0
2012,NUTS,2010,PT11,2,4274.0
2013,NUTS,2010,PT11,2,4794.0
2014,NUTS,2010,PT11,2,5709.0
2015,NUTS,2010,PT11,2,8179.0
2016,NUTS,2010,PT11,2,4305.0
2017,NUTS,2010,PT11,2,4929.0
2018,NUTS,2010,PT11,2,5353.0
2019,NUTS,2010,PT11,2,5825.0
2020,NUTS,2010,PT11,2,7417.0
2011,NUTS,2010,PT15,2,72.0
2012,NUTS,2010,PT15,2,64.0
2013,NUTS,2010,PT15,2,64.0
2014,NUTS,2010,PT15,2,86.0
2015,NUTS,2010,PT15,2,118.0
2016,NUTS,2010,PT15,2,104.0
2017,NUTS,2010,PT15,2,82.0
2018,NUTS,2010,PT15,2,88.0
2019,NUTS,2010,PT15,2,130.0
2020,NUTS,2010,PT15,2,152.0
2011,NUTS,2010,PT16,2,1605.0
2012,NUTS,2010,PT16,2,1416.0
2013,NUTS,2010,PT16,2,1597.0
2014,NUTS,2010,PT16,2,1776.0
2015,NUTS,2010,PT16,2,1966.0
2016,NUTS,2010,PT16,2,2319.0
2017,NUTS,2010,PT16,2,2674.0
2018,NUTS,2010,PT16,2,2954.0
2019,NUTS,2010,PT16,2,3572.0
2020,NUTS,2010,PT16,2,3817.0
2011,NUTS,2010,PT17,2,3602.0
2012,NUTS,2010,PT17,2,4023.0
2013,NUTS,2010,PT17,2,4144.0
2014,NUTS,2010,PT17,2,4221.0
2015,NUTS,2010,PT17,2,4035.0
2016,NUTS,2010,PT17,2,4839.0
2017,NUTS,2010,PT17,2,5282.0
2018,NUTS,2010,PT17,2,5419.0
2019,NUTS,2010,PT17,2,5953.0
2020,NUTS,2010,PT17,2,7056.0
2011,NUTS,2010,PT18,2,241.0
2012,NUTS,2010,PT18,2,228.0
2013,NUTS,2010,PT18,2,268.0
2014,NUTS,2010,PT18,2,356.0
2015,NUTS,2010,PT18,2,376.0
2016,NUTS,2010,PT18,2,441.0
2017,NUTS,2010,PT18,2,504.0
2018,NUTS,2010,PT18,2,718.0
2019,NUTS,2010,PT18,2,812.0
2020,NUTS,2010,PT18,2,975.0
2011,NUTS,2010,PT2,1,18.0
2012,NUTS,2010,PT2,1,30.0
2013,NUTS,2010,PT2,1,15.0
2014,NUTS,2010,PT2,1,15.0
2015,NUTS,2010,PT2,1,16.0
2016,NUTS,2010,PT2,1,36.0
2017,NUTS,2010,PT2,1,42.0
2018,NUTS,2010,PT2,1,42.0
2019,NUTS,2010,PT2,1,37.0
2020,NUTS,2010,PT2,1,42.0
2011,NUTS,2010,PT20,2,18.0
2012,NUTS,2010,PT20,2,30.0
2013,NUTS,2010,PT20,2,15.0
2014,NUTS,2010,PT20,2,15.0
2015,NUTS,2010,PT20,2,16.0
2016,NUTS,2010,PT20,2,36.0
2017,NUTS,2010,PT20,2,42.0
2018,NUTS,2010,PT20,2,42.0
2019,NUTS,2010,PT20,2,37.0
2020,NUTS,2010,PT20,2,42.0
2011,NUTS,2010,PT3,1,29.0
2012,NUTS,2010,PT3,1,26.0
2013,NUTS,2010,PT3,1,30.0
2014,NUTS,2010,PT3,1,30.0
2015,NUTS,2010,PT3,1,32.0
2016,NUTS,2010,PT3,1,37.0
2017,NUTS,2010,PT3,1,58.0
2018,NUTS,2010,PT3,1,98.0
2019,NUTS,2010,PT3,1,123.0
2020,NUTS,2010,PT3,1,111.0
2011,NUTS,2010,PT30,2,29.0
2012,NUTS,2010,PT30,2,26.0
2013,NUTS,2010,PT30,2,30.0
2014,NUTS,2010,PT30,2,30.0
2015,NUTS,2010,PT30,2,32.0
2016,NUTS,2010,PT30,2,37.0
2017,NUTS,2010,PT30,2,58.0
2018,NUTS,2010,PT30,2,98.0
2019,NUTS,2010,PT30,2,123.0
2020,NUTS,2010,PT30,2,111.0
2011,NUTS,2010,RO,0,4681.0
2012,NUTS,2010,RO,0,4752.0
2013,NUTS,2010,RO,0,4579.0
2014,NUTS,2010,RO,0,4542.0
2015,NUTS,2010,RO,0,4035.0
2016,NUTS,2010,RO,0,4152.0
2017,NUTS,2010,RO,0,4324.0
2018,NUTS,2010,RO,0,4139.0
2019,NUTS,2010,RO,0,4155.0
2011,NUTS,2010,RO1,1,695.0
2012,NUTS,2010,RO1,1,726.0
2013,NUTS,2010,RO1,1,488.0
2014,NUTS,2010,RO1,1,986.0
2015,NUTS,2010,RO1,1,769.0
2016,NUTS,2010,RO1,1,842.0
2017,NUTS,2010,RO1,1,832.0
2018,NUTS,2010,RO1,1,893.0
2019,NUTS,2010,RO1,1,930.0
2011,NUTS,2010,RO11,2,360.0
2012,NUTS,2010,RO11,2,436.0
2013,NUTS,2010,RO11,2,248.0
2014,NUTS,2010,RO11,2,315.0
2015,NUTS,2010,RO11,2,198.0
2016,NUTS,2010,RO11,2,177.0
2017,NUTS,2010,RO11,2,165.0
2018,NUTS,2010,RO11,2,155.0
2019,NUTS,2010,RO11,2,138.0
2011,NUTS,2010,RO12,2,335.0
2012,NUTS,2010,RO12,2,290.0
2013,NUTS,2010,RO12,2,240.0
2014,NUTS,2010,RO12,2,671.0
2015,NUTS,2010,RO12,2,571.0
2016,NUTS,2010,RO12,2,665.0
2017,NUTS,2010,RO12,2,667.0
2018,NUTS,2010,RO12,2,738.0
2019,NUTS,2010,RO12,2,792.0
2011,NUTS,2010,RO2,1,155.0
2012,NUTS,2010,RO2,1,393.0
2013,NUTS,2010,RO2,1,520.0
2014,NUTS,2010,RO2,1,307.0
2015,NUTS,2010,RO2,1,269.0
2016,NUTS,2010,RO2,1,303.0
2017,NUTS,2010,RO2,1,265.0
2018,NUTS,2010,RO2,1,254.0
2019,NUTS,2010,RO2,1,304.0
2011,NUTS,2010,RO21,2,126.0
2012,NUTS,2010,RO21,2,266.0
2013,NUTS,2010,RO21,2,465.0
2014,NUTS,2010,RO21,2,232.0
2015,NUTS,2010,RO21,2,214.0
2016,NUTS,2010,RO21,2,212.0
2017,NUTS,2010,RO21,2,219.0
2018,NUTS,2010,RO21,2,219.0
2019,NUTS,2010,RO21,2,278.0
2011,NUTS,2010,RO22,2,29.0
2012,NUTS,2010,RO22,2,127.0
2013,NUTS,2010,RO22,2,55.0
2014,NUTS,2010,RO22,2,75.0
2015,NUTS,2010,RO22,2,55.0
2016,NUTS,2010,RO22,2,91.0
2017,NUTS,2010,RO22,2,46.0
2018,NUTS,2010,RO22,2,35.0
2019,NUTS,2010,RO22,2,26.0
2011,NUTS,2010,RO3,1,3725.0
2012,NUTS,2010,RO3,1,3498.0
2013,NUTS,2010,RO3,1,3442.0
2014,NUTS,2010,RO3,1,3128.0
2015,NUTS,2010,RO3,1,2675.0
2016,NUTS,2010,RO3,1,2675.0
2017,NUTS,2010,RO3,1,2882.0
2018,NUTS,2010,RO3,1,2584.0
2019,NUTS,2010,RO3,1,2499.0
2011,NUTS,2010,RO31,2,281.0
2012,NUTS,2010,RO31,2,596.0
2013,NUTS,2010,RO31,2,1142.0
2014,NUTS,2010,RO31,2,886.0
2015,NUTS,2010,RO31,2,597.0
2016,NUTS,2010,RO31,2,541.0
2017,NUTS,2010,RO31,2,422.0
2018,NUTS,2010,RO31,2,530.0
2019,NUTS,2010,RO31,2,565.0
2011,NUTS,2010,RO32,2,3444.0
2012,NUTS,2010,RO32,2,2902.0
2013,NUTS,2010,RO32,2,2300.0
2014,NUTS,2010,RO32,2,2242.0
2015,NUTS,2010,RO32,2,2078.0
2016,NUTS,2010,RO32,2,2134.0
2017,NUTS,2010,RO32,2,2460.0
2018,NUTS,2010,RO32,2,2054.0
2019,NUTS,2010,RO32,2,1934.0
2011,NUTS,2010,RO4,1,105.0
2012,NUTS,2010,RO4,1,136.0
2013,NUTS,2010,RO4,1,129.0
2014,NUTS,2010,RO4,1,121.0
2015,NUTS,2010,RO4,1,322.0
2016,NUTS,2010,RO4,1,332.0
2017,NUTS,2010,RO4,1,345.0
2018,NUTS,2010,RO4,1,408.0
2019,NUTS,2010,RO4,1,422.0
2011,NUTS,2010,RO41,2,69.0
2012,NUTS,2010,RO41,2,75.0
2013,NUTS,2010,RO41,2,27.0
2014,NUTS,2010,RO41,2,49.0
2015,NUTS,2010,RO41,2,62.0
2016,NUTS,2010,RO41,2,43.0
2017,NUTS,2010,RO41,2,58.0
2018,NUTS,2010,RO41,2,60.0
2019,NUTS,2010,RO41,2,43.0
2011,NUTS,2010,RO42,2,36.0
2012,NUTS,2010,RO42,2,60.0
2013,NUTS,2010,RO42,2,102.0
2014,NUTS,2010,RO42,2,72.0
2015,NUTS,2010,RO42,2,260.0
2016,NUTS,2010,RO42,2,289.0
2017,NUTS,2010,RO42,2,287.0
2018,NUTS,2010,RO42,2,348.0
2019,NUTS,2010,RO42,2,379.0
2011,NUTS,2010,RS,0,173.0
2012,NUTS,2010,RS,0,287.0
2013,NUTS,2010,RS,0,495.0
2014,NUTS,2010,RS,0,1078.0
2015,NUTS,2010,RS,0,1134.0
2016,NUTS,2010,RS,0,1246.0
2017,NUTS,2010,RS,0,1146.0
2018,NUTS,2010,RS,0,1110.0
2019,NUTS,2010,RS,0,1172.0
2020,NUTS,2010,RS,0,1219.0
2018,NUTS,2010,RS1,1,1028.0
2019,NUTS,2010,RS1,1,1061.0
2020,NUTS,2010,RS1,1,1112.0
2018,NUTS,2010,RS11,2,744.0
2019,NUTS,2010,RS11,2,745.0
2020,NUTS,2010,RS11,2,830.0
2018,NUTS,2010,RS12,2,284.0
2019,NUTS,2010,RS12,2,316.0
2020,NUTS,2010,RS12,2,282.0
2018,NUTS,2010,RS2,1,82.0
2019,NUTS,2010,RS2,1,111.0
2020,NUTS,2010,RS2,1,107.0
2018,NUTS,2010,RS21,2,24.0
2019,NUTS,2010,RS21,2,37.0
2020,NUTS,2010,RS21,2,51.0
2018,NUTS,2010,RS22,2,58.0
2019,NUTS,2010,RS22,2,74.0
2020,NUTS,2010,RS22,2,56.0
2011,NUTS,2010,SE,0,16014.0
2013,NUTS,2010,SE,0,16313.0
2015,NUTS,2010,SE,0,17193.0
2017,NUTS,2010,SE,0,19445.0
2019,NUTS,2010,SE,0,19783.0
2011,NUTS,2010,SI,0,3370.0
2012,NUTS,2010,SI,0,3281.0
2013,NUTS,2010,SI,0,3451.0
2014,NUTS,2010,SI,0,3412.0
2015,NUTS,2010,SI,0,3226.0
2016,NUTS,2010,SI,0,3250.0
2017,NUTS,2010,SI,0,3563.0
2018,NUTS,2010,SI,0,3932.0
2019,NUTS,2010,SI,0,4250.0
2011,NUTS,2010,SI0,1,3370.0
2012,NUTS,2010,SI0,1,3281.0
2013,NUTS,2010,SI0,1,3451.0
2014,NUTS,2010,SI0,1,3412.0
2015,NUTS,2010,SI0,1,3226.0
2016,NUTS,2010,SI0,1,3250.0
2017,NUTS,2010,SI0,1,3563.0
2018,NUTS,2010,SI0,1,3932.0
2019,NUTS,2010,SI0,1,4250.0
2013,NUTS,2010,SI03,2,1444.0
2014,NUTS,2010,SI03,2,1472.0
2015,NUTS,2010,SI03,2,1354.0
2016,NUTS,2010,SI03,2,1400.0
2017,NUTS,2010,SI03,2,1523.0
2018,NUTS,2010,SI03,2,1724.0
2019,NUTS,2010,SI03,2,1913.0
2013,NUTS,2010,SI04,2,2007.0
2014,NUTS,2010,SI04,2,1940.0
2015,NUTS,2010,SI04,2,1872.0
2016,NUTS,2010,SI04,2,1850.0
2017,NUTS,2010,SI04,2,2039.0
2018,NUTS,2010,SI04,2,2208.0
2019,NUTS,2010,SI04,2,2337.0
2011,NUTS,2010,SK,0,1066.0
2012,NUTS,2010,SK,0,1170.0
2013,NUTS,2010,SK,0,1081.0
2014,NUTS,2010,SK,0,1154.0
2015,NUTS,2010,SK,0,1208.0
2016,NUTS,2010,SK,0,1402.0
2017,NUTS,2010,SK,0,1486.0
2018,NUTS,2010,SK,0,1699.0
2019,NUTS,2010,SK,0,2037.0
2020,NUTS,2010,SK,0,2243.0
2011,NUTS,2010,SK01,2,382.0
2012,NUTS,2010,SK01,2,452.0
