year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_ht
2011,NUTS,2010,BE231,3,6.13
2012,NUTS,2010,BE231,3,3.33
2011,NUTS,2010,BE232,3,7.08
2012,NUTS,2010,BE232,3,3.59
2011,NUTS,2010,BE233,3,1.17
2012,NUTS,2010,BE233,3,0.25
2011,NUTS,2010,BE234,3,41.82
2012,NUTS,2010,BE234,3,28.93
2011,NUTS,2010,BE235,3,8.23
2012,NUTS,2010,BE235,3,2.0
2011,NUTS,2010,BE236,3,4.58
2012,NUTS,2010,BE236,3,9.07
2011,NUTS,2010,BE24,2,76.16
2012,NUTS,2010,BE24,2,86.45
2011,NUTS,2010,BE241,3,10.98
2012,NUTS,2010,BE241,3,11.77
2011,NUTS,2010,BE242,3,65.18
2012,NUTS,2010,BE242,3,74.69
2011,NUTS,2010,BE25,2,13.67
2012,NUTS,2010,BE25,2,11.23
2011,NUTS,2010,BE251,3,0.7
2012,NUTS,2010,BE251,3,0.58
2011,NUTS,2010,BE252,3,1.58
2012,NUTS,2010,BE252,3,0.5
2011,NUTS,2010,BE253,3,1.03
2012,NUTS,2010,BE253,3,0.5
2011,NUTS,2010,BE254,3,4.45
2012,NUTS,2010,BE254,3,3.4
2011,NUTS,2010,BE255,3,2.5
2012,NUTS,2010,BE255,3,3.58
2011,NUTS,2010,BE256,3,2.0
2012,NUTS,2010,BE256,3,1.67
2011,NUTS,2010,BE257,3,1.4
2012,NUTS,2010,BE257,3,1.0
2011,NUTS,2010,BE3,1,53.54
2012,NUTS,2010,BE3,1,40.81
2011,NUTS,2010,BE31,2,23.66
2012,NUTS,2010,BE31,2,21.75
2011,NUTS,2010,BE310,3,23.66
2012,NUTS,2010,BE310,3,21.75
2011,NUTS,2010,BE32,2,13.53
2012,NUTS,2010,BE32,2,6.12
2012,NUTS,2010,BE321,3,0.5
2011,NUTS,2010,BE322,3,4.17
2011,NUTS,2010,BE323,3,2.66
2012,NUTS,2010,BE323,3,2.14
2011,NUTS,2010,BE324,3,3.33
2012,NUTS,2010,BE324,3,0.53
2011,NUTS,2010,BE325,3,0.96
2012,NUTS,2010,BE325,3,1.07
2011,NUTS,2010,BE326,3,1.33
2011,NUTS,2010,BE327,3,1.08
2012,NUTS,2010,BE327,3,1.88
2011,NUTS,2010,BE33,2,12.11
2012,NUTS,2010,BE33,2,8.74
2011,NUTS,2010,BE331,3,1.01
2012,NUTS,2010,BE331,3,0.68
2011,NUTS,2010,BE332,3,8.13
2012,NUTS,2010,BE332,3,5.08
2011,NUTS,2010,BE334,3,1.0
2012,NUTS,2010,BE334,3,0.14
2011,NUTS,2010,BE336,3,1.97
2012,NUTS,2010,BE336,3,2.83
2011,NUTS,2010,BE34,2,2.0
2012,NUTS,2010,BE34,2,0.1
2011,NUTS,2010,BE341,3,1.0
2012,NUTS,2010,BE342,3,0.1
2011,NUTS,2010,BE344,3,1.0
2011,NUTS,2010,BE35,2,2.25
2012,NUTS,2010,BE35,2,4.1
2011,NUTS,2010,BE352,3,2.25
2012,NUTS,2010,BE352,3,4.1
2012,NUTS,2010,BEX,1,0.93
2012,NUTS,2010,BEXX,2,0.93
2012,NUTS,2010,BEXXX,3,0.93
2011,NUTS,2010,BEZ,1,1.25
2011,NUTS,2010,BEZZ,2,1.25
2011,NUTS,2010,BEZZZ,3,1.25
2011,NUTS,2010,BG,0,2.0
2012,NUTS,2010,BG,0,4.17
2012,NUTS,2010,BG3,1,1.17
2012,NUTS,2010,BG31,2,0.17
2012,NUTS,2010,BG311,3,0.17
2012,NUTS,2010,BG32,2,0.5
2012,NUTS,2010,BG322,3,0.5
2012,NUTS,2010,BG33,2,0.25
2012,NUTS,2010,BG332,3,0.25
2012,NUTS,2010,BG34,2,0.25
2012,NUTS,2010,BG343,3,0.25
2011,NUTS,2010,BG4,1,2.0
2012,NUTS,2010,BG4,1,3.0
2011,NUTS,2010,BG41,2,2.0
2012,NUTS,2010,BG41,2,2.58
2011,NUTS,2010,BG411,3,2.0
2012,NUTS,2010,BG411,3,2.58
2012,NUTS,2010,BG42,2,0.42
2012,NUTS,2010,BG421,3,0.42
2011,NUTS,2010,CH,0,355.24
2012,NUTS,2010,CH,0,289.42
2011,NUTS,2010,CH0,1,349.01
2012,NUTS,2010,CH0,1,282.91
2011,NUTS,2010,CH01,2,72.93
2012,NUTS,2010,CH01,2,60.75
2011,NUTS,2010,CH011,3,62.62
2012,NUTS,2010,CH011,3,51.05
2011,NUTS,2010,CH012,3,3.78
2012,NUTS,2010,CH012,3,1.55
2011,NUTS,2010,CH013,3,6.53
2012,NUTS,2010,CH013,3,8.15
2011,NUTS,2010,CH02,2,57.87
2012,NUTS,2010,CH02,2,44.53
2011,NUTS,2010,CH021,3,26.34
2012,NUTS,2010,CH021,3,18.6
2011,NUTS,2010,CH022,3,10.77
2012,NUTS,2010,CH022,3,6.65
2011,NUTS,2010,CH023,3,4.98
2012,NUTS,2010,CH023,3,2.48
2011,NUTS,2010,CH024,3,15.53
2012,NUTS,2010,CH024,3,16.45
2011,NUTS,2010,CH025,3,0.25
2012,NUTS,2010,CH025,3,0.33
2011,NUTS,2010,CH03,2,62.43
2012,NUTS,2010,CH03,2,57.48
2011,NUTS,2010,CH031,3,13.86
2012,NUTS,2010,CH031,3,8.99
2011,NUTS,2010,CH032,3,11.82
2012,NUTS,2010,CH032,3,3.81
2011,NUTS,2010,CH033,3,36.76
2012,NUTS,2010,CH033,3,44.68
2011,NUTS,2010,CH04,2,99.48
2012,NUTS,2010,CH04,2,76.44
2011,NUTS,2010,CH040,3,99.48
2012,NUTS,2010,CH040,3,76.44
2011,NUTS,2010,CH05,2,26.05
2012,NUTS,2010,CH05,2,18.15
2011,NUTS,2010,CH051,3,0.2
2012,NUTS,2010,CH051,3,0.5
2011,NUTS,2010,CH052,3,1.61
2011,NUTS,2010,CH053,3,1.25
2012,NUTS,2010,CH053,3,1.08
2012,NUTS,2010,CH054,3,1.0
2011,NUTS,2010,CH055,3,15.1
2012,NUTS,2010,CH055,3,8.54
2011,NUTS,2010,CH056,3,4.31
2012,NUTS,2010,CH056,3,2.7
2011,NUTS,2010,CH057,3,3.58
2012,NUTS,2010,CH057,3,4.33
2011,NUTS,2010,CH06,2,25.66
2012,NUTS,2010,CH06,2,17.22
2011,NUTS,2010,CH061,3,6.92
2012,NUTS,2010,CH061,3,4.53
2011,NUTS,2010,CH062,3,1.0
2011,NUTS,2010,CH063,3,4.42
2012,NUTS,2010,CH063,3,3.31
2011,NUTS,2010,CH064,3,0.75
2012,NUTS,2010,CH064,3,0.17
2011,NUTS,2010,CH065,3,0.75
2012,NUTS,2010,CH065,3,0.33
2011,NUTS,2010,CH066,3,11.82
2012,NUTS,2010,CH066,3,8.88
2011,NUTS,2010,CH07,2,4.58
2012,NUTS,2010,CH07,2,8.33
2011,NUTS,2010,CH070,3,4.58
2012,NUTS,2010,CH070,3,8.33
2011,NUTS,2010,CHX,1,2.5
2012,NUTS,2010,CHX,1,0.25
2011,NUTS,2010,CHXX,2,2.5
2012,NUTS,2010,CHXX,2,0.25
2011,NUTS,2010,CHXXX,3,2.5
2012,NUTS,2010,CHXXX,3,0.25
2011,NUTS,2010,CHZ,1,3.73
2012,NUTS,2010,CHZ,1,6.26
2011,NUTS,2010,CHZZ,2,3.73
2012,NUTS,2010,CHZZ,2,6.26
2011,NUTS,2010,CHZZZ,3,3.73
2012,NUTS,2010,CHZZZ,3,6.26
2012,NUTS,2010,CY,0,1.0
2012,NUTS,2010,CY0,1,1.0
2012,NUTS,2010,CY00,2,1.0
2012,NUTS,2010,CY000,3,1.0
2011,NUTS,2010,CZ,0,25.38
2012,NUTS,2010,CZ,0,13.64
2011,NUTS,2010,CZ0,1,24.38
2012,NUTS,2010,CZ0,1,13.64
2011,NUTS,2010,CZ01,2,5.48
2012,NUTS,2010,CZ01,2,5.27
2011,NUTS,2010,CZ010,3,5.48
2012,NUTS,2010,CZ010,3,5.27
2011,NUTS,2010,CZ02,2,4.68
2012,NUTS,2010,CZ02,2,0.5
2011,NUTS,2010,CZ020,3,4.68
2012,NUTS,2010,CZ020,3,0.5
2011,NUTS,2010,CZ03,2,0.5
2011,NUTS,2010,CZ032,3,0.5
2011,NUTS,2010,CZ04,2,7.08
2012,NUTS,2010,CZ04,2,1.33
2011,NUTS,2010,CZ041,3,5.75
2012,NUTS,2010,CZ041,3,1.33
2011,NUTS,2010,CZ042,3,1.33
2011,NUTS,2010,CZ05,2,0.33
2011,NUTS,2010,CZ053,3,0.33
2011,NUTS,2010,CZ06,2,4.31
2012,NUTS,2010,CZ06,2,6.08
2011,NUTS,2010,CZ063,3,0.5
2011,NUTS,2010,CZ064,3,3.81
2012,NUTS,2010,CZ064,3,6.08
2011,NUTS,2010,CZ07,2,1.0
2012,NUTS,2010,CZ07,2,0.33
2011,NUTS,2010,CZ071,3,1.0
2012,NUTS,2010,CZ071,3,0.33
2011,NUTS,2010,CZ08,2,1.0
2012,NUTS,2010,CZ08,2,0.13
2011,NUTS,2010,CZ080,3,1.0
2012,NUTS,2010,CZ080,3,0.13
2011,NUTS,2010,CZZ,1,1.0
2011,NUTS,2010,CZZZ,2,1.0
2011,NUTS,2010,CZZZZ,3,1.0
2011,NUTS,2010,DE,0,2990.15
2012,NUTS,2010,DE,0,2452.57
2011,NUTS,2010,DE1,1,652.52
2012,NUTS,2010,DE1,1,557.18
2011,NUTS,2010,DE11,2,219.7
2012,NUTS,2010,DE11,2,186.16
2011,NUTS,2010,DE111,3,57.88
2012,NUTS,2010,DE111,3,58.5
2011,NUTS,2010,DE112,3,31.06
2012,NUTS,2010,DE112,3,12.47
2011,NUTS,2010,DE113,3,22.04
2012,NUTS,2010,DE113,3,18.15
2011,NUTS,2010,DE114,3,3.88
2012,NUTS,2010,DE114,3,2.83
2011,NUTS,2010,DE115,3,53.21
2012,NUTS,2010,DE115,3,52.1
2011,NUTS,2010,DE116,3,23.93
2012,NUTS,2010,DE116,3,13.33
2011,NUTS,2010,DE117,3,0.54
2012,NUTS,2010,DE117,3,6.45
2011,NUTS,2010,DE118,3,11.87
2012,NUTS,2010,DE118,3,5.35
2011,NUTS,2010,DE119,3,1.9
2012,NUTS,2010,DE119,3,3.85
2011,NUTS,2010,DE11A,3,7.42
2012,NUTS,2010,DE11A,3,7.45
2011,NUTS,2010,DE11B,3,2.2
2012,NUTS,2010,DE11B,3,0.25
2011,NUTS,2010,DE11C,3,1.2
2012,NUTS,2010,DE11C,3,0.33
2011,NUTS,2010,DE11D,3,2.58
2012,NUTS,2010,DE11D,3,5.09
2011,NUTS,2010,DE12,2,234.66
2012,NUTS,2010,DE12,2,219.65
2012,NUTS,2010,DE121,3,1.25
2011,NUTS,2010,DE122,3,38.27
2012,NUTS,2010,DE122,3,20.29
2011,NUTS,2010,DE123,3,27.51
2012,NUTS,2010,DE123,3,27.97
2011,NUTS,2010,DE124,3,5.9
2012,NUTS,2010,DE124,3,6.0
2011,NUTS,2010,DE125,3,22.73
2012,NUTS,2010,DE125,3,26.78
2011,NUTS,2010,DE126,3,16.16
2012,NUTS,2010,DE126,3,9.28
2011,NUTS,2010,DE128,3,102.73
2012,NUTS,2010,DE128,3,110.62
2011,NUTS,2010,DE129,3,2.32
2012,NUTS,2010,DE129,3,0.33
2011,NUTS,2010,DE12A,3,6.18
2012,NUTS,2010,DE12A,3,0.58
2011,NUTS,2010,DE12B,3,7.43
2012,NUTS,2010,DE12B,3,13.87
2011,NUTS,2010,DE12C,3,5.45
2012,NUTS,2010,DE12C,3,2.67
2011,NUTS,2010,DE13,2,104.57
2012,NUTS,2010,DE13,2,89.7
2011,NUTS,2010,DE131,3,23.44
2012,NUTS,2010,DE131,3,30.6
2011,NUTS,2010,DE132,3,13.58
2012,NUTS,2010,DE132,3,7.66
2011,NUTS,2010,DE133,3,16.13
2012,NUTS,2010,DE133,3,17.1
2011,NUTS,2010,DE134,3,8.03
2012,NUTS,2010,DE134,3,4.7
2011,NUTS,2010,DE135,3,1.78
2012,NUTS,2010,DE135,3,5.57
2011,NUTS,2010,DE136,3,13.45
2012,NUTS,2010,DE136,3,2.98
2011,NUTS,2010,DE137,3,4.94
2012,NUTS,2010,DE137,3,3.5
2011,NUTS,2010,DE138,3,11.18
2012,NUTS,2010,DE138,3,11.62
2011,NUTS,2010,DE139,3,7.45
2012,NUTS,2010,DE139,3,2.07
2011,NUTS,2010,DE13A,3,4.58
2012,NUTS,2010,DE13A,3,3.91
2011,NUTS,2010,DE14,2,93.59
2012,NUTS,2010,DE14,2,61.67
2011,NUTS,2010,DE141,3,28.19
2012,NUTS,2010,DE141,3,10.15
2011,NUTS,2010,DE142,3,18.78
2012,NUTS,2010,DE142,3,16.57
2011,NUTS,2010,DE143,3,3.5
2012,NUTS,2010,DE143,3,2.7
2011,NUTS,2010,DE144,3,10.34
2012,NUTS,2010,DE144,3,9.48
2011,NUTS,2010,DE145,3,7.83
2012,NUTS,2010,DE145,3,6.07
2011,NUTS,2010,DE146,3,5.7
2012,NUTS,2010,DE146,3,5.08
2011,NUTS,2010,DE147,3,10.21
2012,NUTS,2010,DE147,3,6.7
2011,NUTS,2010,DE148,3,8.36
2012,NUTS,2010,DE148,3,4.92
2011,NUTS,2010,DE149,3,0.67
2011,NUTS,2010,DE2,1,874.96
2012,NUTS,2010,DE2,1,710.73
2011,NUTS,2010,DE21,2,495.61
2012,NUTS,2010,DE21,2,409.56
2011,NUTS,2010,DE211,3,8.75
2012,NUTS,2010,DE211,3,10.85
2011,NUTS,2010,DE212,3,234.55
2012,NUTS,2010,DE212,3,203.04
2011,NUTS,2010,DE213,3,1.83
2012,NUTS,2010,DE213,3,2.92
2011,NUTS,2010,DE214,3,1.93
2012,NUTS,2010,DE214,3,1.4
2011,NUTS,2010,DE215,3,2.53
2012,NUTS,2010,DE215,3,3.52
2011,NUTS,2010,DE216,3,9.57
2012,NUTS,2010,DE216,3,4.77
2011,NUTS,2010,DE217,3,10.36
2012,NUTS,2010,DE217,3,4.2
2011,NUTS,2010,DE218,3,21.53
2012,NUTS,2010,DE218,3,28.17
2011,NUTS,2010,DE219,3,3.42
2012,NUTS,2010,DE219,3,7.93
2011,NUTS,2010,DE21A,3,8.61
2012,NUTS,2010,DE21A,3,4.0
2011,NUTS,2010,DE21B,3,11.64
2012,NUTS,2010,DE21B,3,5.62
2011,NUTS,2010,DE21C,3,15.9
2012,NUTS,2010,DE21C,3,12.55
2011,NUTS,2010,DE21D,3,0.7
2012,NUTS,2010,DE21D,3,3.03
2011,NUTS,2010,DE21E,3,9.98
2012,NUTS,2010,DE21E,3,1.33
2011,NUTS,2010,DE21F,3,10.0
2012,NUTS,2010,DE21F,3,6.98
2011,NUTS,2010,DE21G,3,5.67
2012,NUTS,2010,DE21G,3,3.7
2011,NUTS,2010,DE21H,3,82.85
2012,NUTS,2010,DE21H,3,59.2
2011,NUTS,2010,DE21I,3,1.42
2012,NUTS,2010,DE21I,3,0.92
2011,NUTS,2010,DE21J,3,9.92
2012,NUTS,2010,DE21J,3,3.58
2011,NUTS,2010,DE21K,3,13.74
2012,NUTS,2010,DE21K,3,9.32
2011,NUTS,2010,DE21L,3,12.18
2012,NUTS,2010,DE21L,3,9.8
2011,NUTS,2010,DE21M,3,3.44
2012,NUTS,2010,DE21M,3,10.65
2011,NUTS,2010,DE21N,3,15.08
2012,NUTS,2010,DE21N,3,12.11
2011,NUTS,2010,DE22,2,21.97
2012,NUTS,2010,DE22,2,11.12
2011,NUTS,2010,DE221,3,3.95
2011,NUTS,2010,DE223,3,3.33
2012,NUTS,2010,DE223,3,1.8
2012,NUTS,2010,DE224,3,0.83
2011,NUTS,2010,DE225,3,1.0
2011,NUTS,2010,DE226,3,2.19
2012,NUTS,2010,DE226,3,2.0
2011,NUTS,2010,DE227,3,6.38
2012,NUTS,2010,DE227,3,3.28
2011,NUTS,2010,DE228,3,0.2
2012,NUTS,2010,DE228,3,0.5
2011,NUTS,2010,DE229,3,1.0
2012,NUTS,2010,DE229,3,0.4
2011,NUTS,2010,DE22A,3,3.42
2012,NUTS,2010,DE22A,3,0.7
2011,NUTS,2010,DE22B,3,0.5
2012,NUTS,2010,DE22B,3,0.4
2012,NUTS,2010,DE22C,3,1.2
2011,NUTS,2010,DE23,2,56.36
2012,NUTS,2010,DE23,2,49.42
2011,NUTS,2010,DE231,3,0.33
2012,NUTS,2010,DE231,3,3.0
2011,NUTS,2010,DE232,3,19.97
2012,NUTS,2010,DE232,3,13.23
2011,NUTS,2010,DE233,3,0.17
2012,NUTS,2010,DE233,3,0.5
2011,NUTS,2010,DE234,3,8.28
2012,NUTS,2010,DE234,3,3.67
2011,NUTS,2010,DE235,3,2.5
2012,NUTS,2010,DE235,3,0.33
2011,NUTS,2010,DE236,3,3.4
2012,NUTS,2010,DE236,3,2.0
2011,NUTS,2010,DE237,3,1.17
2012,NUTS,2010,DE237,3,0.5
2011,NUTS,2010,DE238,3,15.37
2012,NUTS,2010,DE238,3,20.28
2011,NUTS,2010,DE239,3,3.17
2012,NUTS,2010,DE239,3,4.92
2011,NUTS,2010,DE23A,3,2.0
2012,NUTS,2010,DE23A,3,1.0
2011,NUTS,2010,DE24,2,32.4
2012,NUTS,2010,DE24,2,26.47
2011,NUTS,2010,DE241,3,1.5
2012,NUTS,2010,DE241,3,2.45
2011,NUTS,2010,DE242,3,1.44
2012,NUTS,2010,DE242,3,2.5
2012,NUTS,2010,DE244,3,1.25
2011,NUTS,2010,DE245,3,4.32
2012,NUTS,2010,DE245,3,3.68
2011,NUTS,2010,DE246,3,2.87
2012,NUTS,2010,DE246,3,2.25
2011,NUTS,2010,DE247,3,1.33
2012,NUTS,2010,DE247,3,0.33
2011,NUTS,2010,DE248,3,14.45
2012,NUTS,2010,DE248,3,11.84
2011,NUTS,2010,DE249,3,0.33
2011,NUTS,2010,DE24A,3,0.5
2011,NUTS,2010,DE24B,3,1.0
2012,NUTS,2010,DE24B,3,1.0
2011,NUTS,2010,DE24C,3,3.67
2012,NUTS,2010,DE24C,3,0.67
2011,NUTS,2010,DE24D,3,1.0
2012,NUTS,2010,DE24D,3,0.5
2011,NUTS,2010,DE25,2,188.25
2012,NUTS,2010,DE25,2,145.74
2012,NUTS,2010,DE251,3,0.33
2011,NUTS,2010,DE252,3,63.13
2012,NUTS,2010,DE252,3,35.38
2011,NUTS,2010,DE253,3,5.82
2012,NUTS,2010,DE253,3,10.01
2011,NUTS,2010,DE254,3,43.56
2012,NUTS,2010,DE254,3,43.47
2011,NUTS,2010,DE255,3,1.5
2012,NUTS,2010,DE255,3,2.92
2011,NUTS,2010,DE256,3,5.68
2012,NUTS,2010,DE256,3,1.08
2011,NUTS,2010,DE257,3,33.69
2012,NUTS,2010,DE257,3,25.13
2011,NUTS,2010,DE258,3,11.7
2012,NUTS,2010,DE258,3,10.76
2011,NUTS,2010,DE259,3,11.87
2012,NUTS,2010,DE259,3,6.59
2011,NUTS,2010,DE25A,3,2.75
2012,NUTS,2010,DE25A,3,2.83
2011,NUTS,2010,DE25B,3,8.56
2012,NUTS,2010,DE25B,3,7.23
2011,NUTS,2010,DE26,2,34.69
2012,NUTS,2010,DE26,2,22.09
2011,NUTS,2010,DE261,3,4.75
2012,NUTS,2010,DE261,3,1.25
2011,NUTS,2010,DE262,3,0.53
2012,NUTS,2010,DE262,3,1.33
2011,NUTS,2010,DE263,3,3.19
2012,NUTS,2010,DE263,3,2.96
2011,NUTS,2010,DE264,3,6.81
2012,NUTS,2010,DE264,3,6.2
2011,NUTS,2010,DE265,3,1.58
2011,NUTS,2010,DE266,3,0.33
2012,NUTS,2010,DE266,3,0.83
2012,NUTS,2010,DE267,3,0.33
2011,NUTS,2010,DE268,3,6.2
2012,NUTS,2010,DE268,3,0.48
2011,NUTS,2010,DE269,3,2.83
2012,NUTS,2010,DE269,3,4.48
2011,NUTS,2010,DE26A,3,3.25
2012,NUTS,2010,DE26A,3,0.67
2011,NUTS,2010,DE26B,3,1.48
2012,NUTS,2010,DE26B,3,1.81
2011,NUTS,2010,DE26C,3,3.72
2012,NUTS,2010,DE26C,3,1.75
2011,NUTS,2010,DE27,2,45.68
2012,NUTS,2010,DE27,2,46.32
2011,NUTS,2010,DE271,3,13.73
2012,NUTS,2010,DE271,3,9.2
2011,NUTS,2010,DE272,3,1.53
2012,NUTS,2010,DE273,3,0.5
2011,NUTS,2010,DE274,3,0.13
2012,NUTS,2010,DE274,3,0.33
2011,NUTS,2010,DE275,3,4.06
2012,NUTS,2010,DE275,3,3.78
2011,NUTS,2010,DE276,3,5.51
2012,NUTS,2010,DE276,3,9.27
2011,NUTS,2010,DE277,3,0.4
2012,NUTS,2010,DE277,3,1.27
2011,NUTS,2010,DE278,3,1.5
2012,NUTS,2010,DE278,3,0.63
2011,NUTS,2010,DE279,3,3.34
2012,NUTS,2010,DE279,3,2.83
2011,NUTS,2010,DE27A,3,5.33
2012,NUTS,2010,DE27A,3,3.33
2011,NUTS,2010,DE27B,3,2.43
2012,NUTS,2010,DE27B,3,2.67
2011,NUTS,2010,DE27C,3,0.37
2012,NUTS,2010,DE27C,3,4.0
2011,NUTS,2010,DE27D,3,5.75
2012,NUTS,2010,DE27D,3,7.18
2011,NUTS,2010,DE27E,3,1.62
2012,NUTS,2010,DE27E,3,1.33
2011,NUTS,2010,DE3,1,164.08
2012,NUTS,2010,DE3,1,144.27
2011,NUTS,2010,DE30,2,164.08
2012,NUTS,2010,DE30,2,144.27
2011,NUTS,2010,DE300,3,164.08
2012,NUTS,2010,DE300,3,144.27
2011,NUTS,2010,DE4,1,44.4
2012,NUTS,2010,DE4,1,37.86
2011,NUTS,2010,DE40,2,44.4
2012,NUTS,2010,DE40,2,37.86
2011,NUTS,2010,DE401,3,0.33
2012,NUTS,2010,DE401,3,0.5
2011,NUTS,2010,DE402,3,0.5
2012,NUTS,2010,DE402,3,0.25
2011,NUTS,2010,DE403,3,2.25
2012,NUTS,2010,DE403,3,2.3
2011,NUTS,2010,DE404,3,7.12
2012,NUTS,2010,DE404,3,4.73
2011,NUTS,2010,DE405,3,6.58
2012,NUTS,2010,DE405,3,7.18
2011,NUTS,2010,DE406,3,3.33
2012,NUTS,2010,DE406,3,3.5
2011,NUTS,2010,DE408,3,2.08
2012,NUTS,2010,DE408,3,2.42
2011,NUTS,2010,DE409,3,2.4
2011,NUTS,2010,DE40A,3,6.65
2012,NUTS,2010,DE40A,3,7.53
2012,NUTS,2010,DE40B,3,2.0
2011,NUTS,2010,DE40C,3,1.78
2012,NUTS,2010,DE40C,3,2.08
2011,NUTS,2010,DE40D,3,1.0
2012,NUTS,2010,DE40D,3,1.0
2011,NUTS,2010,DE40E,3,6.53
2012,NUTS,2010,DE40E,3,2.92
