year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_bes_rse_t
2017,NUTS,2010,EL61,2,136.0
2019,NUTS,2010,EL61,2,276.0
2003,NUTS,2010,EL62,2,0.0
2005,NUTS,2010,EL62,2,1.0
2007,NUTS,2010,EL62,2,1.0
2011,NUTS,2010,EL62,2,1.0
2013,NUTS,2010,EL62,2,1.0
2015,NUTS,2010,EL62,2,20.0
2017,NUTS,2010,EL62,2,7.0
2019,NUTS,2010,EL62,2,41.0
2003,NUTS,2010,EL63,2,78.0
2005,NUTS,2010,EL63,2,350.0
2007,NUTS,2010,EL63,2,227.0
2011,NUTS,2010,EL63,2,212.0
2013,NUTS,2010,EL63,2,265.0
2015,NUTS,2010,EL63,2,226.0
2017,NUTS,2010,EL63,2,436.0
2019,NUTS,2010,EL63,2,445.0
2003,NUTS,2010,EL64,2,91.0
2005,NUTS,2010,EL64,2,189.0
2007,NUTS,2010,EL64,2,86.0
2011,NUTS,2010,EL64,2,218.0
2013,NUTS,2010,EL64,2,209.0
2015,NUTS,2010,EL64,2,185.0
2017,NUTS,2010,EL64,2,364.0
2019,NUTS,2010,EL64,2,357.0
2003,NUTS,2010,EL65,2,41.0
2005,NUTS,2010,EL65,2,4.0
2007,NUTS,2010,EL65,2,7.0
2011,NUTS,2010,EL65,2,79.0
2013,NUTS,2010,EL65,2,42.0
2015,NUTS,2010,EL65,2,35.0
2017,NUTS,2010,EL65,2,94.0
2019,NUTS,2010,EL65,2,133.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1981,NUTS,2010,ES,0,3226.0
1982,NUTS,2010,ES,0,3409.0
1983,NUTS,2010,ES,0,3526.0
1984,NUTS,2010,ES,0,4019.0
1985,NUTS,2010,ES,0,4853.0
1986,NUTS,2010,ES,0,6160.0
1987,NUTS,2010,ES,0,6835.0
1988,NUTS,2010,ES,0,8552.0
1989,NUTS,2010,ES,0,9394.0
1990,NUTS,2010,ES,0,11007.0
1991,NUTS,2010,ES,0,11622.0
1992,NUTS,2010,ES,0,11593.0
1993,NUTS,2010,ES,0,11256.0
1994,NUTS,2010,ES,0,11070.0
1995,NUTS,2010,ES,0,10803.0
1996,NUTS,2010,ES,0,11100.0
1997,NUTS,2010,ES,0,12009.0
1998,NUTS,2010,ES,0,13902.0
1999,NUTS,2010,ES,0,15178.0
2000,NUTS,2010,ES,0,20869.0
2001,NUTS,2010,ES,0,18959.0
2002,NUTS,2010,ES,0,24632.0
2003,NUTS,2010,ES,0,27581.0
2004,NUTS,2010,ES,0,32054.0
2005,NUTS,2010,ES,0,35034.0
2006,NUTS,2010,ES,0,39936.0
2007,NUTS,2010,ES,0,42101.0
2008,NUTS,2010,ES,0,46375.0
2009,NUTS,2010,ES,0,46153.0
2010,NUTS,2010,ES,0,45377.0
2011,NUTS,2010,ES,0,44915.0
2012,NUTS,2010,ES,0,44920.0
2013,NUTS,2010,ES,0,44714.0
2014,NUTS,2010,ES,0,44689.0
2015,NUTS,2010,ES,0,45151.0
2016,NUTS,2010,ES,0,47222.0
2017,NUTS,2010,ES,0,49571.0
2018,NUTS,2010,ES,0,54360.0
2019,NUTS,2010,ES,0,54888.0
2020,NUTS,2010,ES,0,55299.0
2000,NUTS,2010,ES1,1,689.0
2001,NUTS,2010,ES1,1,603.0
2003,NUTS,2010,ES1,1,1428.0
2004,NUTS,2010,ES1,1,1549.0
2005,NUTS,2010,ES1,1,1632.0
2006,NUTS,2010,ES1,1,2012.0
2007,NUTS,2010,ES1,1,2467.0
2008,NUTS,2010,ES1,1,2706.0
2009,NUTS,2010,ES1,1,2732.0
2010,NUTS,2010,ES1,1,2821.0
2011,NUTS,2010,ES1,1,2811.0
2012,NUTS,2010,ES1,1,2708.0
2013,NUTS,2010,ES1,1,2713.0
2014,NUTS,2010,ES1,1,2800.0
2015,NUTS,2010,ES1,1,2641.0
2016,NUTS,2010,ES1,1,3129.0
2017,NUTS,2010,ES1,1,3467.0
2018,NUTS,2010,ES1,1,3740.0
2019,NUTS,2010,ES1,1,3959.0
2000,NUTS,2010,ES11,2,389.0
2001,NUTS,2010,ES11,2,349.0
2003,NUTS,2010,ES11,2,1019.0
2004,NUTS,2010,ES11,2,992.0
2005,NUTS,2010,ES11,2,1053.0
2006,NUTS,2010,ES11,2,1235.0
2007,NUTS,2010,ES11,2,1530.0
2008,NUTS,2010,ES11,2,1581.0
2009,NUTS,2010,ES11,2,1580.0
2010,NUTS,2010,ES11,2,1662.0
2011,NUTS,2010,ES11,2,1635.0
2012,NUTS,2010,ES11,2,1638.0
2013,NUTS,2010,ES11,2,1625.0
2014,NUTS,2010,ES11,2,1775.0
2015,NUTS,2010,ES11,2,1696.0
2016,NUTS,2010,ES11,2,2115.0
2017,NUTS,2010,ES11,2,2369.0
2018,NUTS,2010,ES11,2,2617.0
2019,NUTS,2010,ES11,2,2731.0
2000,NUTS,2010,ES12,2,263.0
2001,NUTS,2010,ES12,2,163.0
2003,NUTS,2010,ES12,2,291.0
2004,NUTS,2010,ES12,2,379.0
2005,NUTS,2010,ES12,2,425.0
2006,NUTS,2010,ES12,2,528.0
2007,NUTS,2010,ES12,2,637.0
2008,NUTS,2010,ES12,2,802.0
2009,NUTS,2010,ES12,2,817.0
2010,NUTS,2010,ES12,2,855.0
2011,NUTS,2010,ES12,2,875.0
2012,NUTS,2010,ES12,2,806.0
2013,NUTS,2010,ES12,2,839.0
2014,NUTS,2010,ES12,2,799.0
2015,NUTS,2010,ES12,2,709.0
2016,NUTS,2010,ES12,2,758.0
2017,NUTS,2010,ES12,2,789.0
2018,NUTS,2010,ES12,2,807.0
2019,NUTS,2010,ES12,2,914.0
2000,NUTS,2010,ES13,2,37.0
2001,NUTS,2010,ES13,2,91.0
2003,NUTS,2010,ES13,2,118.0
2004,NUTS,2010,ES13,2,177.0
2005,NUTS,2010,ES13,2,155.0
2006,NUTS,2010,ES13,2,250.0
2007,NUTS,2010,ES13,2,300.0
2008,NUTS,2010,ES13,2,323.0
2009,NUTS,2010,ES13,2,335.0
2010,NUTS,2010,ES13,2,304.0
2011,NUTS,2010,ES13,2,301.0
2012,NUTS,2010,ES13,2,264.0
2013,NUTS,2010,ES13,2,249.0
2014,NUTS,2010,ES13,2,226.0
2015,NUTS,2010,ES13,2,236.0
2016,NUTS,2010,ES13,2,256.0
2017,NUTS,2010,ES13,2,308.0
2018,NUTS,2010,ES13,2,317.0
2019,NUTS,2010,ES13,2,314.0
2000,NUTS,2010,ES2,1,3911.0
2001,NUTS,2010,ES2,1,4216.0
2003,NUTS,2010,ES2,1,5655.0
2004,NUTS,2010,ES2,1,6530.0
2005,NUTS,2010,ES2,1,7090.0
2006,NUTS,2010,ES2,1,8095.0
2007,NUTS,2010,ES2,1,8974.0
2008,NUTS,2010,ES2,1,10064.0
2009,NUTS,2010,ES2,1,9981.0
2010,NUTS,2010,ES2,1,9748.0
2011,NUTS,2010,ES2,1,10309.0
2012,NUTS,2010,ES2,1,10509.0
2013,NUTS,2010,ES2,1,10302.0
2014,NUTS,2010,ES2,1,10297.0
2015,NUTS,2010,ES2,1,10275.0
2016,NUTS,2010,ES2,1,10581.0
2017,NUTS,2010,ES2,1,10996.0
2018,NUTS,2010,ES2,1,11408.0
2019,NUTS,2010,ES2,1,11567.0
2000,NUTS,2010,ES21,2,2806.0
2001,NUTS,2010,ES21,2,3191.0
2003,NUTS,2010,ES21,2,4220.0
2004,NUTS,2010,ES21,2,4667.0
2005,NUTS,2010,ES21,2,5065.0
2006,NUTS,2010,ES21,2,5485.0
2007,NUTS,2010,ES21,2,6448.0
2008,NUTS,2010,ES21,2,6993.0
2009,NUTS,2010,ES21,2,7021.0
2010,NUTS,2010,ES21,2,6930.0
2011,NUTS,2010,ES21,2,7527.0
2012,NUTS,2010,ES21,2,7783.0
2013,NUTS,2010,ES21,2,7697.0
2014,NUTS,2010,ES21,2,7586.0
2015,NUTS,2010,ES21,2,7498.0
2016,NUTS,2010,ES21,2,7679.0
2017,NUTS,2010,ES21,2,8210.0
2018,NUTS,2010,ES21,2,8649.0
2019,NUTS,2010,ES21,2,8715.0
2000,NUTS,2010,ES22,2,389.0
2001,NUTS,2010,ES22,2,483.0
2003,NUTS,2010,ES22,2,715.0
2004,NUTS,2010,ES22,2,956.0
2005,NUTS,2010,ES22,2,1046.0
2006,NUTS,2010,ES22,2,1364.0
2007,NUTS,2010,ES22,2,1154.0
2008,NUTS,2010,ES22,2,1536.0
2009,NUTS,2010,ES22,2,1498.0
2010,NUTS,2010,ES22,2,1411.0
2011,NUTS,2010,ES22,2,1372.0
2012,NUTS,2010,ES22,2,1310.0
2013,NUTS,2010,ES22,2,1290.0
2014,NUTS,2010,ES22,2,1266.0
2015,NUTS,2010,ES22,2,1439.0
2016,NUTS,2010,ES22,2,1422.0
2017,NUTS,2010,ES22,2,1285.0
2018,NUTS,2010,ES22,2,1213.0
2019,NUTS,2010,ES22,2,1196.0
2000,NUTS,2010,ES23,2,57.0
2001,NUTS,2010,ES23,2,55.0
2003,NUTS,2010,ES23,2,160.0
2004,NUTS,2010,ES23,2,204.0
2005,NUTS,2010,ES23,2,167.0
2006,NUTS,2010,ES23,2,197.0
2007,NUTS,2010,ES23,2,213.0
2008,NUTS,2010,ES23,2,266.0
2009,NUTS,2010,ES23,2,248.0
2010,NUTS,2010,ES23,2,264.0
2011,NUTS,2010,ES23,2,270.0
2012,NUTS,2010,ES23,2,265.0
2013,NUTS,2010,ES23,2,210.0
2014,NUTS,2010,ES23,2,228.0
2015,NUTS,2010,ES23,2,203.0
2016,NUTS,2010,ES23,2,207.0
2017,NUTS,2010,ES23,2,204.0
2018,NUTS,2010,ES23,2,209.0
2019,NUTS,2010,ES23,2,211.0
2000,NUTS,2010,ES24,2,659.0
2001,NUTS,2010,ES24,2,488.0
2003,NUTS,2010,ES24,2,559.0
2004,NUTS,2010,ES24,2,704.0
2005,NUTS,2010,ES24,2,811.0
2006,NUTS,2010,ES24,2,1049.0
2007,NUTS,2010,ES24,2,1158.0
2008,NUTS,2010,ES24,2,1269.0
2009,NUTS,2010,ES24,2,1214.0
2010,NUTS,2010,ES24,2,1143.0
2011,NUTS,2010,ES24,2,1141.0
2012,NUTS,2010,ES24,2,1151.0
2013,NUTS,2010,ES24,2,1106.0
2014,NUTS,2010,ES24,2,1217.0
2015,NUTS,2010,ES24,2,1136.0
2016,NUTS,2010,ES24,2,1274.0
2017,NUTS,2010,ES24,2,1297.0
2018,NUTS,2010,ES24,2,1337.0
2019,NUTS,2010,ES24,2,1446.0
2000,NUTS,2010,ES3,1,6739.0
2001,NUTS,2010,ES3,1,6146.0
2003,NUTS,2010,ES3,1,7530.0
2004,NUTS,2010,ES3,1,8789.0
2005,NUTS,2010,ES3,1,10384.0
2006,NUTS,2010,ES3,1,11386.0
2007,NUTS,2010,ES3,1,11218.0
2008,NUTS,2010,ES3,1,12259.0
2009,NUTS,2010,ES3,1,12646.0
2010,NUTS,2010,ES3,1,12001.0
2011,NUTS,2010,ES3,1,11992.0
2012,NUTS,2010,ES3,1,11766.0
2013,NUTS,2010,ES3,1,11816.0
2014,NUTS,2010,ES3,1,11534.0
2015,NUTS,2010,ES3,1,11681.0
2016,NUTS,2010,ES3,1,11734.0
2017,NUTS,2010,ES3,1,12192.0
2018,NUTS,2010,ES3,1,14019.0
2019,NUTS,2010,ES3,1,13995.0
2000,NUTS,2010,ES30,2,6739.0
2001,NUTS,2010,ES30,2,6146.0
2003,NUTS,2010,ES30,2,7530.0
2004,NUTS,2010,ES30,2,8789.0
2005,NUTS,2010,ES30,2,10384.0
2006,NUTS,2010,ES30,2,11386.0
2007,NUTS,2010,ES30,2,11218.0
2008,NUTS,2010,ES30,2,12259.0
2009,NUTS,2010,ES30,2,12646.0
2010,NUTS,2010,ES30,2,12001.0
2011,NUTS,2010,ES30,2,11992.0
2012,NUTS,2010,ES30,2,11766.0
2013,NUTS,2010,ES30,2,11816.0
2014,NUTS,2010,ES30,2,11534.0
2015,NUTS,2010,ES30,2,11681.0
2016,NUTS,2010,ES30,2,11734.0
2017,NUTS,2010,ES30,2,12192.0
2018,NUTS,2010,ES30,2,14019.0
2019,NUTS,2010,ES30,2,13995.0
2000,NUTS,2010,ES4,1,1124.0
2001,NUTS,2010,ES4,1,1233.0
2003,NUTS,2010,ES4,1,1863.0
2004,NUTS,2010,ES4,1,1894.0
2005,NUTS,2010,ES4,1,2125.0
2006,NUTS,2010,ES4,1,2292.0
2007,NUTS,2010,ES4,1,2683.0
2008,NUTS,2010,ES4,1,2941.0
2009,NUTS,2010,ES4,1,2899.0
2010,NUTS,2010,ES4,1,2784.0
2011,NUTS,2010,ES4,1,2693.0
2012,NUTS,2010,ES4,1,2746.0
2013,NUTS,2010,ES4,1,2484.0
2014,NUTS,2010,ES4,1,2495.0
2015,NUTS,2010,ES4,1,2440.0
2016,NUTS,2010,ES4,1,2532.0
2017,NUTS,2010,ES4,1,2758.0
2018,NUTS,2010,ES4,1,2944.0
2019,NUTS,2010,ES4,1,3105.0
2000,NUTS,2010,ES41,2,571.0
2001,NUTS,2010,ES41,2,987.0
2003,NUTS,2010,ES41,2,1373.0
2004,NUTS,2010,ES41,2,1454.0
2005,NUTS,2010,ES41,2,1644.0
2006,NUTS,2010,ES41,2,1757.0
2007,NUTS,2010,ES41,2,1931.0
2008,NUTS,2010,ES41,2,2095.0
2009,NUTS,2010,ES41,2,2070.0
2010,NUTS,2010,ES41,2,1904.0
2011,NUTS,2010,ES41,2,1787.0
2012,NUTS,2010,ES41,2,1946.0
2013,NUTS,2010,ES41,2,1693.0
2014,NUTS,2010,ES41,2,1679.0
2015,NUTS,2010,ES41,2,1771.0
2016,NUTS,2010,ES41,2,1641.0
2017,NUTS,2010,ES41,2,1830.0
2018,NUTS,2010,ES41,2,2086.0
2019,NUTS,2010,ES41,2,2176.0
2000,NUTS,2010,ES42,2,426.0
2001,NUTS,2010,ES42,2,216.0
2003,NUTS,2010,ES42,2,381.0
2004,NUTS,2010,ES42,2,328.0
2005,NUTS,2010,ES42,2,332.0
2006,NUTS,2010,ES42,2,367.0
2007,NUTS,2010,ES42,2,623.0
2008,NUTS,2010,ES42,2,679.0
2009,NUTS,2010,ES42,2,666.0
2010,NUTS,2010,ES42,2,696.0
2011,NUTS,2010,ES42,2,730.0
2012,NUTS,2010,ES42,2,637.0
2013,NUTS,2010,ES42,2,589.0
2014,NUTS,2010,ES42,2,621.0
2015,NUTS,2010,ES42,2,485.0
2016,NUTS,2010,ES42,2,704.0
2017,NUTS,2010,ES42,2,676.0
2018,NUTS,2010,ES42,2,581.0
2019,NUTS,2010,ES42,2,675.0
2000,NUTS,2010,ES43,2,128.0
2001,NUTS,2010,ES43,2,30.0
2003,NUTS,2010,ES43,2,108.0
2004,NUTS,2010,ES43,2,113.0
2005,NUTS,2010,ES43,2,149.0
2006,NUTS,2010,ES43,2,168.0
2007,NUTS,2010,ES43,2,129.0
2008,NUTS,2010,ES43,2,167.0
2009,NUTS,2010,ES43,2,163.0
2010,NUTS,2010,ES43,2,184.0
2011,NUTS,2010,ES43,2,175.0
2012,NUTS,2010,ES43,2,164.0
2013,NUTS,2010,ES43,2,202.0
2014,NUTS,2010,ES43,2,195.0
2015,NUTS,2010,ES43,2,184.0
2016,NUTS,2010,ES43,2,187.0
2017,NUTS,2010,ES43,2,252.0
2018,NUTS,2010,ES43,2,276.0
2019,NUTS,2010,ES43,2,254.0
2000,NUTS,2010,ES5,1,6690.0
2001,NUTS,2010,ES5,1,5670.0
2003,NUTS,2010,ES5,1,8931.0
2004,NUTS,2010,ES5,1,11143.0
2005,NUTS,2010,ES5,1,10959.0
2006,NUTS,2010,ES5,1,12874.0
2007,NUTS,2010,ES5,1,13272.0
2008,NUTS,2010,ES5,1,14640.0
2009,NUTS,2010,ES5,1,13854.0
2010,NUTS,2010,ES5,1,13640.0
2011,NUTS,2010,ES5,1,12772.0
2012,NUTS,2010,ES5,1,12891.0
2013,NUTS,2010,ES5,1,12796.0
2014,NUTS,2010,ES5,1,12986.0
2015,NUTS,2010,ES5,1,13826.0
2016,NUTS,2010,ES5,1,14857.0
2017,NUTS,2010,ES5,1,15636.0
2018,NUTS,2010,ES5,1,17497.0
2019,NUTS,2010,ES5,1,17573.0
2000,NUTS,2010,ES51,2,5046.0
2001,NUTS,2010,ES51,2,4680.0
2003,NUTS,2010,ES51,2,6898.0
2004,NUTS,2010,ES51,2,8771.0
2005,NUTS,2010,ES51,2,8615.0
2006,NUTS,2010,ES51,2,10268.0
2007,NUTS,2010,ES51,2,10278.0
2008,NUTS,2010,ES51,2,10792.0
2009,NUTS,2010,ES51,2,10305.0
2010,NUTS,2010,ES51,2,10158.0
2011,NUTS,2010,ES51,2,9363.0
2012,NUTS,2010,ES51,2,9587.0
2013,NUTS,2010,ES51,2,9643.0
2014,NUTS,2010,ES51,2,9649.0
2015,NUTS,2010,ES51,2,10594.0
2016,NUTS,2010,ES51,2,11133.0
2017,NUTS,2010,ES51,2,11838.0
2018,NUTS,2010,ES51,2,13173.0
2019,NUTS,2010,ES51,2,12768.0
2000,NUTS,2010,ES52,2,1634.0
2001,NUTS,2010,ES52,2,958.0
2003,NUTS,2010,ES52,2,1961.0
2004,NUTS,2010,ES52,2,2280.0
2005,NUTS,2010,ES52,2,2209.0
2006,NUTS,2010,ES52,2,2500.0
2007,NUTS,2010,ES52,2,2824.0
2008,NUTS,2010,ES52,2,3672.0
2009,NUTS,2010,ES52,2,3412.0
2010,NUTS,2010,ES52,2,3345.0
2011,NUTS,2010,ES52,2,3302.0
2012,NUTS,2010,ES52,2,3203.0
2013,NUTS,2010,ES52,2,3067.0
2014,NUTS,2010,ES52,2,3234.0
2015,NUTS,2010,ES52,2,3107.0
2016,NUTS,2010,ES52,2,3554.0
2017,NUTS,2010,ES52,2,3648.0
2018,NUTS,2010,ES52,2,4057.0
2019,NUTS,2010,ES52,2,4561.0
2000,NUTS,2010,ES53,2,9.0
2001,NUTS,2010,ES53,2,32.0
2003,NUTS,2010,ES53,2,72.0
2004,NUTS,2010,ES53,2,92.0
2005,NUTS,2010,ES53,2,135.0
2006,NUTS,2010,ES53,2,105.0
2007,NUTS,2010,ES53,2,170.0
2008,NUTS,2010,ES53,2,176.0
2009,NUTS,2010,ES53,2,137.0
2010,NUTS,2010,ES53,2,137.0
2011,NUTS,2010,ES53,2,108.0
2012,NUTS,2010,ES53,2,101.0
2013,NUTS,2010,ES53,2,87.0
2014,NUTS,2010,ES53,2,103.0
2015,NUTS,2010,ES53,2,125.0
2016,NUTS,2010,ES53,2,170.0
2017,NUTS,2010,ES53,2,150.0
2018,NUTS,2010,ES53,2,268.0
2019,NUTS,2010,ES53,2,244.0
2000,NUTS,2010,ES6,1,1658.0
2001,NUTS,2010,ES6,1,953.0
2003,NUTS,2010,ES6,1,2062.0
2004,NUTS,2010,ES6,1,2026.0
2005,NUTS,2010,ES6,1,2626.0
2006,NUTS,2010,ES6,1,3007.0
2007,NUTS,2010,ES6,1,3146.0
2008,NUTS,2010,ES6,1,3459.0
2009,NUTS,2010,ES6,1,3750.0
2010,NUTS,2010,ES6,1,4038.0
2011,NUTS,2010,ES6,1,3998.0
2012,NUTS,2010,ES6,1,3973.0
2013,NUTS,2010,ES6,1,4305.0
2014,NUTS,2010,ES6,1,4286.0
2015,NUTS,2010,ES6,1,4035.0
2016,NUTS,2010,ES6,1,4104.0
2017,NUTS,2010,ES6,1,4218.0
2018,NUTS,2010,ES6,1,4390.0
2019,NUTS,2010,ES6,1,4338.0
2000,NUTS,2010,ES61,2,1520.0
2001,NUTS,2010,ES61,2,763.0
2003,NUTS,2010,ES61,2,1722.0
2004,NUTS,2010,ES61,2,1623.0
2005,NUTS,2010,ES61,2,2120.0
2006,NUTS,2010,ES61,2,2465.0
2007,NUTS,2010,ES61,2,2520.0
2008,NUTS,2010,ES61,2,2848.0
2009,NUTS,2010,ES61,2,3162.0
2010,NUTS,2010,ES61,2,3361.0
2011,NUTS,2010,ES61,2,3360.0
2012,NUTS,2010,ES61,2,3329.0
2013,NUTS,2010,ES61,2,3720.0
2014,NUTS,2010,ES61,2,3671.0
2015,NUTS,2010,ES61,2,3390.0
2016,NUTS,2010,ES61,2,3340.0
2017,NUTS,2010,ES61,2,3333.0
2018,NUTS,2010,ES61,2,3505.0
2019,NUTS,2010,ES61,2,3372.0
2000,NUTS,2010,ES62,2,139.0
2001,NUTS,2010,ES62,2,189.0
2003,NUTS,2010,ES62,2,340.0
2004,NUTS,2010,ES62,2,401.0
2005,NUTS,2010,ES62,2,505.0
2006,NUTS,2010,ES62,2,539.0
2007,NUTS,2010,ES62,2,624.0
2008,NUTS,2010,ES62,2,611.0
2009,NUTS,2010,ES62,2,586.0
2010,NUTS,2010,ES62,2,675.0
2011,NUTS,2010,ES62,2,635.0
2012,NUTS,2010,ES62,2,638.0
2013,NUTS,2010,ES62,2,582.0
2014,NUTS,2010,ES62,2,610.0
2015,NUTS,2010,ES62,2,645.0
2016,NUTS,2010,ES62,2,764.0
2017,NUTS,2010,ES62,2,884.0
2018,NUTS,2010,ES62,2,883.0
2019,NUTS,2010,ES62,2,963.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,1.0
2006,NUTS,2010,ES63,2,3.0
2007,NUTS,2010,ES63,2,1.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES63,2,2.0
2015,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,3.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,1.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,2.0
2010,NUTS,2010,ES64,2,2.0
2012,NUTS,2010,ES64,2,4.0
2015,NUTS,2010,ES64,2,0.0
2000,NUTS,2010,ES7,1,59.0
2001,NUTS,2010,ES7,1,139.0
2003,NUTS,2010,ES7,1,111.0
2004,NUTS,2010,ES7,1,123.0
2005,NUTS,2010,ES7,1,217.0
2006,NUTS,2010,ES7,1,270.0
2007,NUTS,2010,ES7,1,340.0
2008,NUTS,2010,ES7,1,307.0
2009,NUTS,2010,ES7,1,292.0
2010,NUTS,2010,ES7,1,345.0
2011,NUTS,2010,ES7,1,340.0
2012,NUTS,2010,ES7,1,327.0
2013,NUTS,2010,ES7,1,298.0
2014,NUTS,2010,ES7,1,291.0
2015,NUTS,2010,ES7,1,253.0
2016,NUTS,2010,ES7,1,286.0
2017,NUTS,2010,ES7,1,305.0
2018,NUTS,2010,ES7,1,362.0
2019,NUTS,2010,ES7,1,351.0
2000,NUTS,2010,ES70,2,59.0
2001,NUTS,2010,ES70,2,139.0
2003,NUTS,2010,ES70,2,111.0
2004,NUTS,2010,ES70,2,123.0
2005,NUTS,2010,ES70,2,217.0
2006,NUTS,2010,ES70,2,270.0
2007,NUTS,2010,ES70,2,340.0
2008,NUTS,2010,ES70,2,307.0
2009,NUTS,2010,ES70,2,292.0
2010,NUTS,2010,ES70,2,345.0
2011,NUTS,2010,ES70,2,340.0
2012,NUTS,2010,ES70,2,327.0
2013,NUTS,2010,ES70,2,298.0
2014,NUTS,2010,ES70,2,291.0
2015,NUTS,2010,ES70,2,253.0
2016,NUTS,2010,ES70,2,286.0
2017,NUTS,2010,ES70,2,305.0
2018,NUTS,2010,ES70,2,362.0
2019,NUTS,2010,ES70,2,351.0
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,441710.0
2001,NUTS,2010,EU27_2020,7,460673.0
2002,NUTS,2010,EU27_2020,7,471866.0
2003,NUTS,2010,EU27_2020,7,486556.0
2004,NUTS,2010,EU27_2020,7,507748.0
2005,NUTS,2010,EU27_2020,7,531937.0
2006,NUTS,2010,EU27_2020,7,559780.0
2007,NUTS,2010,EU27_2020,7,577488.0
2008,NUTS,2010,EU27_2020,7,608693.0
2009,NUTS,2010,EU27_2020,7,610678.0
2010,NUTS,2010,EU27_2020,7,635521.0
2011,NUTS,2010,EU27_2020,7,657798.0
2012,NUTS,2010,EU27_2020,7,702168.0
2013,NUTS,2010,EU27_2020,7,740585.0
2014,NUTS,2010,EU27_2020,7,758666.0
2015,NUTS,2010,EU27_2020,7,810789.0
2016,NUTS,2010,EU27_2020,7,851920.0
2017,NUTS,2010,EU27_2020,7,923884.0
2018,NUTS,2010,EU27_2020,7,979744.0
2019,NUTS,2010,EU27_2020,7,1024422.0
2020,NUTS,2010,EU27_2020,7,1049046.0
2004,NUTS,2010,FI,0,23397.0
2005,NUTS,2010,FI,0,21967.0
2006,NUTS,2010,FI,0,22721.0
2007,NUTS,2010,FI,0,22005.0
2008,NUTS,2010,FI,0,24132.0
2009,NUTS,2010,FI,0,23633.0
2010,NUTS,2010,FI,0,22904.0
2011,NUTS,2010,FI,0,22949.0
2012,NUTS,2010,FI,0,23269.0
2013,NUTS,2010,FI,0,22253.0
2014,NUTS,2010,FI,0,21369.0
2015,NUTS,2010,FI,0,21296.0
2016,NUTS,2010,FI,0,20257.0
2017,NUTS,2010,FI,0,20544.0
2018,NUTS,2010,FI,0,21328.0
2019,NUTS,2010,FI,0,22865.0
2020,NUTS,2010,FI,0,24649.0
2004,NUTS,2010,FI1,1,23393.0
2005,NUTS,2010,FI1,1,21964.0
2006,NUTS,2010,FI1,1,22717.0
2007,NUTS,2010,FI1,1,21995.0
2008,NUTS,2010,FI1,1,24116.0
2009,NUTS,2010,FI1,1,23627.0
2010,NUTS,2010,FI1,1,22886.0
2011,NUTS,2010,FI1,1,22928.0
2012,NUTS,2010,FI1,1,23241.0
2013,NUTS,2010,FI1,1,22229.0
2015,NUTS,2010,FI1,1,21279.0
2016,NUTS,2010,FI1,1,20209.0
2017,NUTS,2010,FI1,1,20529.0
2018,NUTS,2010,FI1,1,21299.0
2019,NUTS,2010,FI1,1,22845.0
2004,NUTS,2010,FI19,2,6097.0
2005,NUTS,2010,FI19,2,5571.0
2006,NUTS,2010,FI19,2,5904.0
2007,NUTS,2010,FI19,2,5459.0
2008,NUTS,2010,FI19,2,6161.0
2009,NUTS,2010,FI19,2,5787.0
2010,NUTS,2010,FI19,2,5835.0
2011,NUTS,2010,FI19,2,5685.0
2012,NUTS,2010,FI19,2,5429.0
2013,NUTS,2010,FI19,2,5082.0
2015,NUTS,2010,FI19,2,4944.0
2016,NUTS,2010,FI19,2,4238.0
2017,NUTS,2010,FI19,2,4581.0
