year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_hes
2014,NUTS,2010,DEZZ,2,114.993
2015,NUTS,2010,DEZZ,2,102.925
2016,NUTS,2010,DEZZ,2,104.605
2017,NUTS,2010,DEZZ,2,107.731
2018,NUTS,2010,DEZZ,2,105.856
2019,NUTS,2010,DEZZ,2,111.31
1981,NUTS,2010,DK,0,150.822
1982,NUTS,2010,DK,0,165.762
1983,NUTS,2010,DK,0,187.533
1984,NUTS,2010,DK,0,208.679
1985,NUTS,2010,DK,0,233.701
1986,NUTS,2010,DK,0,267.525
1987,NUTS,2010,DK,0,300.836
1988,NUTS,2010,DK,0,334.78
1989,NUTS,2010,DK,0,366.616
1990,NUTS,2010,DK,0,390.377
1991,NUTS,2010,DK,0,402.347
1992,NUTS,2010,DK,0,433.33
1993,NUTS,2010,DK,0,472.24
1995,NUTS,2010,DK,0,620.633
1996,NUTS,2010,DK,0,577.854
1997,NUTS,2010,DK,0,641.67
1998,NUTS,2010,DK,0,636.459
1999,NUTS,2010,DK,0,690.337
2000,NUTS,2010,DK,0,769.54
2001,NUTS,2010,DK,0,809.197
2002,NUTS,2010,DK,0,1068.03
2003,NUTS,2010,DK,0,1126.858
2004,NUTS,2010,DK,0,1195.253
2005,NUTS,2010,DK,0,1254.442
2006,NUTS,2010,DK,0,1404.154
2007,NUTS,2010,DK,0,1550.557
2008,NUTS,2010,DK,0,1821.602
2009,NUTS,2010,DK,0,1958.972
2010,NUTS,2010,DK,0,2150.387
2011,NUTS,2010,DK,0,2253.993
2012,NUTS,2010,DK,0,2401.521
2013,NUTS,2010,DK,0,2604.487
2014,NUTS,2010,DK,0,2596.582
2015,NUTS,2010,DK,0,2830.922
2016,NUTS,2010,DK,0,2834.041
2017,NUTS,2010,DK,0,2870.702
2018,NUTS,2010,DK,0,3015.081
2019,NUTS,2010,DK,0,3107.513
2020,NUTS,2010,DK,0,3394.865
1981,NUTS,2010,DK0,1,150.822
1982,NUTS,2010,DK0,1,165.762
1983,NUTS,2010,DK0,1,187.533
1984,NUTS,2010,DK0,1,208.679
1985,NUTS,2010,DK0,1,233.701
1986,NUTS,2010,DK0,1,267.525
1987,NUTS,2010,DK0,1,300.836
1988,NUTS,2010,DK0,1,334.78
1989,NUTS,2010,DK0,1,366.616
1990,NUTS,2010,DK0,1,390.377
1991,NUTS,2010,DK0,1,402.347
1992,NUTS,2010,DK0,1,433.33
1993,NUTS,2010,DK0,1,472.24
1995,NUTS,2010,DK0,1,620.633
1996,NUTS,2010,DK0,1,577.854
1997,NUTS,2010,DK0,1,641.67
1998,NUTS,2010,DK0,1,636.459
1999,NUTS,2010,DK0,1,690.337
2000,NUTS,2010,DK0,1,769.54
2001,NUTS,2010,DK0,1,802.727
2002,NUTS,2010,DK0,1,1068.165
2003,NUTS,2010,DK0,1,1126.812
2004,NUTS,2010,DK0,1,1197.866
2005,NUTS,2010,DK0,1,1254.442
2006,NUTS,2010,DK0,1,1404.154
2007,NUTS,2010,DK0,1,1550.855
2008,NUTS,2010,DK0,1,1821.602
2009,NUTS,2010,DK0,1,2022.159
2010,NUTS,2010,DK0,1,2150.387
2011,NUTS,2010,DK0,1,2258.342
2012,NUTS,2010,DK0,1,2468.625
2013,NUTS,2010,DK0,1,2594.055
2014,NUTS,2010,DK0,1,2596.582
2015,NUTS,2010,DK0,1,2830.922
2016,NUTS,2010,DK0,1,2834.041
2017,NUTS,2010,DK0,1,2870.702
2018,NUTS,2010,DK0,1,3015.081
2019,NUTS,2010,DK0,1,3107.513
2020,NUTS,2010,DK0,1,3394.865
2007,NUTS,2010,DK01,2,735.671
2009,NUTS,2010,DK01,2,1087.892
2010,NUTS,2010,DK01,2,1154.521
2011,NUTS,2010,DK01,2,1200.487
2012,NUTS,2010,DK01,2,1335.384
2013,NUTS,2010,DK01,2,1355.542
2014,NUTS,2010,DK01,2,1428.476
2015,NUTS,2010,DK01,2,1541.287
2016,NUTS,2010,DK01,2,1557.379
2017,NUTS,2010,DK01,2,1580.539
2019,NUTS,2010,DK01,2,1730.355
2007,NUTS,2010,DK02,2,138.761
2009,NUTS,2010,DK02,2,137.639
2010,NUTS,2010,DK02,2,131.263
2011,NUTS,2010,DK02,2,117.787
2012,NUTS,2010,DK02,2,116.501
2013,NUTS,2010,DK02,2,115.381
2014,NUTS,2010,DK02,2,129.044
2015,NUTS,2010,DK02,2,148.685
2016,NUTS,2010,DK02,2,155.671
2017,NUTS,2010,DK02,2,159.439
2019,NUTS,2010,DK02,2,154.03
2007,NUTS,2010,DK03,2,125.482
2009,NUTS,2010,DK03,2,216.796
2010,NUTS,2010,DK03,2,239.562
2011,NUTS,2010,DK03,2,244.826
2012,NUTS,2010,DK03,2,273.721
2013,NUTS,2010,DK03,2,302.726
2014,NUTS,2010,DK03,2,310.538
2015,NUTS,2010,DK03,2,330.353
2016,NUTS,2010,DK03,2,314.297
2017,NUTS,2010,DK03,2,267.524
2019,NUTS,2010,DK03,2,283.28
2007,NUTS,2010,DK04,2,368.96
2009,NUTS,2010,DK04,2,411.511
2010,NUTS,2010,DK04,2,451.337
2011,NUTS,2010,DK04,2,502.083
2012,NUTS,2010,DK04,2,538.187
2013,NUTS,2010,DK04,2,596.938
2014,NUTS,2010,DK04,2,487.874
2015,NUTS,2010,DK04,2,569.939
2016,NUTS,2010,DK04,2,552.705
2017,NUTS,2010,DK04,2,538.811
2019,NUTS,2010,DK04,2,578.883
2007,NUTS,2010,DK05,2,181.347
2009,NUTS,2010,DK05,2,168.316
2010,NUTS,2010,DK05,2,173.705
2011,NUTS,2010,DK05,2,193.152
2012,NUTS,2010,DK05,2,204.831
2013,NUTS,2010,DK05,2,223.468
2014,NUTS,2010,DK05,2,240.65
2015,NUTS,2010,DK05,2,240.659
2016,NUTS,2010,DK05,2,254.258
2017,NUTS,2010,DK05,2,324.255
2019,NUTS,2010,DK05,2,360.965
2007,NUTS,2010,DKZ,1,0.605
2007,NUTS,2010,DKZZ,2,0.03
2000,NUTS,2010,EA19,2,26333.706
2001,NUTS,2010,EA19,2,28386.207
2002,NUTS,2010,EA19,2,30349.291
2003,NUTS,2010,EA19,2,31616.61
2004,NUTS,2010,EA19,2,31913.054
2005,NUTS,2010,EA19,2,32838.131
2006,NUTS,2010,EA19,2,34658.476
2007,NUTS,2010,EA19,2,36689.022
2008,NUTS,2010,EA19,2,40365.624
2009,NUTS,2010,EA19,2,42501.151
2010,NUTS,2010,EA19,2,44355.072
2011,NUTS,2010,EA19,2,44902.327
2012,NUTS,2010,EA19,2,45560.666
2013,NUTS,2010,EA19,2,46706.102
2014,NUTS,2010,EA19,2,47583.675
2015,NUTS,2010,EA19,2,48777.127
2016,NUTS,2010,EA19,2,49748.284
2017,NUTS,2010,EA19,2,51383.286
2018,NUTS,2010,EA19,2,53596.002
2019,NUTS,2010,EA19,2,55679.143
2020,NUTS,2010,EA19,2,56717.617
1992,NUTS,2010,EE,0,3.551
1993,NUTS,2010,EE,0,2.189
1994,NUTS,2010,EE,0,3.787
1995,NUTS,2010,EE,0,4.718
1996,NUTS,2010,EE,0,6.764
1997,NUTS,2010,EE,0,14.014
1998,NUTS,2010,EE,0,16.046
1999,NUTS,2010,EE,0,18.758
2000,NUTS,2010,EE,0,19.41
2001,NUTS,2010,EE,0,24.657
2002,NUTS,2010,EE,0,26.664
2003,NUTS,2010,EE,0,31.598
2004,NUTS,2010,EE,0,37.612
2005,NUTS,2010,EE,0,43.096
2006,NUTS,2010,EE,0,61.33
2007,NUTS,2010,EE,0,72.585
2008,NUTS,2010,EE,0,89.336
2009,NUTS,2010,EE,0,83.219
2010,NUTS,2010,EE,0,88.533
2011,NUTS,2010,EE,0,107.007
2012,NUTS,2010,EE,0,122.322
2013,NUTS,2010,EE,0,137.927
2014,NUTS,2010,EE,0,127.001
2015,NUTS,2010,EE,0,125.22
2016,NUTS,2010,EE,0,96.05
2017,NUTS,2010,EE,0,120.6
2018,NUTS,2010,EE,0,162.86
2019,NUTS,2010,EE,0,159.8
2020,NUTS,2010,EE,0,161.5
1992,NUTS,2010,EE0,1,3.551
1993,NUTS,2010,EE0,1,2.189
1994,NUTS,2010,EE0,1,3.787
1995,NUTS,2010,EE0,1,4.718
1996,NUTS,2010,EE0,1,6.764
1997,NUTS,2010,EE0,1,14.014
1998,NUTS,2010,EE0,1,16.046
1999,NUTS,2010,EE0,1,18.758
2000,NUTS,2010,EE0,1,19.41
2001,NUTS,2010,EE0,1,24.657
2002,NUTS,2010,EE0,1,26.664
2003,NUTS,2010,EE0,1,31.598
2004,NUTS,2010,EE0,1,37.612
2005,NUTS,2010,EE0,1,43.096
2006,NUTS,2010,EE0,1,61.33
2007,NUTS,2010,EE0,1,72.585
2008,NUTS,2010,EE0,1,89.336
2009,NUTS,2010,EE0,1,83.219
2010,NUTS,2010,EE0,1,88.533
2011,NUTS,2010,EE0,1,107.007
2012,NUTS,2010,EE0,1,122.322
2013,NUTS,2010,EE0,1,137.927
2014,NUTS,2010,EE0,1,127.001
2015,NUTS,2010,EE0,1,125.22
2016,NUTS,2010,EE0,1,96.05
2017,NUTS,2010,EE0,1,120.6
2018,NUTS,2010,EE0,1,162.86
2019,NUTS,2010,EE0,1,159.8
2020,NUTS,2010,EE0,1,161.5
1992,NUTS,2010,EE00,2,3.551
1993,NUTS,2010,EE00,2,2.189
1994,NUTS,2010,EE00,2,3.787
1995,NUTS,2010,EE00,2,4.718
1996,NUTS,2010,EE00,2,6.764
1997,NUTS,2010,EE00,2,14.014
1998,NUTS,2010,EE00,2,16.046
1999,NUTS,2010,EE00,2,18.758
2000,NUTS,2010,EE00,2,19.41
2001,NUTS,2010,EE00,2,24.657
2002,NUTS,2010,EE00,2,26.664
2003,NUTS,2010,EE00,2,31.598
2004,NUTS,2010,EE00,2,37.612
2005,NUTS,2010,EE00,2,43.096
2006,NUTS,2010,EE00,2,61.33
2007,NUTS,2010,EE00,2,72.585
2008,NUTS,2010,EE00,2,89.336
2009,NUTS,2010,EE00,2,83.219
2010,NUTS,2010,EE00,2,88.533
2011,NUTS,2010,EE00,2,107.007
2012,NUTS,2010,EE00,2,122.322
2013,NUTS,2010,EE00,2,137.927
2014,NUTS,2010,EE00,2,127.001
2015,NUTS,2010,EE00,2,125.22
2016,NUTS,2010,EE00,2,96.05
2017,NUTS,2010,EE00,2,120.6
2018,NUTS,2010,EE00,2,162.86
2019,NUTS,2010,EE00,2,159.8
2020,NUTS,2010,EE00,2,161.5
1981,NUTS,2010,EL,0,10.066
1983,NUTS,2010,EL,0,23.822
1986,NUTS,2010,EL,0,28.812
1988,NUTS,2010,EL,0,39.833
1989,NUTS,2010,EL,0,81.002
1991,NUTS,2010,EL,0,89.212
1993,NUTS,2010,EL,0,152.068
1995,NUTS,2010,EL,0,193.624
1997,NUTS,2010,EL,0,274.314
1999,NUTS,2010,EL,0,393.651
2001,NUTS,2010,EL,0,382.5
2003,NUTS,2010,EL,0,456.77
2004,NUTS,2010,EL,0,492.0
2005,NUTS,2010,EL,0,547.72
2006,NUTS,2010,EL,0,584.5
2007,NUTS,2010,EL,0,660.5
2008,NUTS,2010,EL,0,540.57
2009,NUTS,2010,EL,0,544.93
2010,NUTS,2010,EL,0,483.24
2011,NUTS,2010,EL,0,559.528
2012,NUTS,2010,EL,0,534.3
2013,NUTS,2010,EL,0,548.6
2014,NUTS,2010,EL,0,553.2
2015,NUTS,2010,EL,0,643.77
2016,NUTS,2010,EL,0,559.35
2017,NUTS,2010,EL,0,576.85
2018,NUTS,2010,EL,0,618.58
2019,NUTS,2010,EL,0,716.07
2020,NUTS,2010,EL,0,774.39
1986,NUTS,2010,EL3,1,12.671
1988,NUTS,2010,EL3,1,17.466
1989,NUTS,2010,EL3,1,34.318
1991,NUTS,2010,EL3,1,39.129
1993,NUTS,2010,EL3,1,69.932
1995,NUTS,2010,EL3,1,88.18
1997,NUTS,2010,EL3,1,117.116
1999,NUTS,2010,EL3,1,163.515
2001,NUTS,2010,EL3,1,161.67
2003,NUTS,2010,EL3,1,199.43
2005,NUTS,2010,EL3,1,239.62
2011,NUTS,2010,EL3,1,222.894
2013,NUTS,2010,EL3,1,210.33
2015,NUTS,2010,EL3,1,269.85
2017,NUTS,2010,EL3,1,226.0
2018,NUTS,2010,EL3,1,249.2
2019,NUTS,2010,EL3,1,292.46
1986,NUTS,2010,EL30,2,12.671
1988,NUTS,2010,EL30,2,17.466
1989,NUTS,2010,EL30,2,34.318
1991,NUTS,2010,EL30,2,39.129
1993,NUTS,2010,EL30,2,69.932
1995,NUTS,2010,EL30,2,88.18
1997,NUTS,2010,EL30,2,117.116
1999,NUTS,2010,EL30,2,163.515
2001,NUTS,2010,EL30,2,161.67
2003,NUTS,2010,EL30,2,199.43
2005,NUTS,2010,EL30,2,239.62
2011,NUTS,2010,EL30,2,222.894
2013,NUTS,2010,EL30,2,210.33
2015,NUTS,2010,EL30,2,269.85
2017,NUTS,2010,EL30,2,226.0
2018,NUTS,2010,EL30,2,249.2
2019,NUTS,2010,EL30,2,292.46
1986,NUTS,2010,EL4,1,1.984
1988,NUTS,2010,EL4,1,2.989
1989,NUTS,2010,EL4,1,5.469
1991,NUTS,2010,EL4,1,7.006
1993,NUTS,2010,EL4,1,10.873
1995,NUTS,2010,EL4,1,16.464
1997,NUTS,2010,EL4,1,25.818
1999,NUTS,2010,EL4,1,34.142
2001,NUTS,2010,EL4,1,33.67
2003,NUTS,2010,EL4,1,49.96
2005,NUTS,2010,EL4,1,59.44
2011,NUTS,2010,EL4,1,67.894
2013,NUTS,2010,EL4,1,77.55
2015,NUTS,2010,EL4,1,72.28
2017,NUTS,2010,EL4,1,66.19
2018,NUTS,2010,EL4,1,67.91
2019,NUTS,2010,EL4,1,75.43
1986,NUTS,2010,EL41,2,0.198
1988,NUTS,2010,EL41,2,0.346
1989,NUTS,2010,EL41,2,0.343
1991,NUTS,2010,EL41,2,0.878
1993,NUTS,2010,EL41,2,1.967
1995,NUTS,2010,EL41,2,2.418
1997,NUTS,2010,EL41,2,4.659
1999,NUTS,2010,EL41,2,3.86
2001,NUTS,2010,EL41,2,6.17
2003,NUTS,2010,EL41,2,9.2
2005,NUTS,2010,EL41,2,11.67
2011,NUTS,2010,EL41,2,11.192
2013,NUTS,2010,EL41,2,16.57
2015,NUTS,2010,EL41,2,10.83
2017,NUTS,2010,EL41,2,9.86
2018,NUTS,2010,EL41,2,8.81
2019,NUTS,2010,EL41,2,10.64
1989,NUTS,2010,EL42,2,0.172
1991,NUTS,2010,EL42,2,0.439
1993,NUTS,2010,EL42,2,1.307
1995,NUTS,2010,EL42,2,1.586
1997,NUTS,2010,EL42,2,0.54
1999,NUTS,2010,EL42,2,0.962
2001,NUTS,2010,EL42,2,2.55
2003,NUTS,2010,EL42,2,3.96
2005,NUTS,2010,EL42,2,5.91
2011,NUTS,2010,EL42,2,5.12
2013,NUTS,2010,EL42,2,6.26
2015,NUTS,2010,EL42,2,3.99
2017,NUTS,2010,EL42,2,4.66
2018,NUTS,2010,EL42,2,3.99
2019,NUTS,2010,EL42,2,4.09
1986,NUTS,2010,EL43,2,1.785
1988,NUTS,2010,EL43,2,2.643
1989,NUTS,2010,EL43,2,4.935
1991,NUTS,2010,EL43,2,5.689
1993,NUTS,2010,EL43,2,7.6
1995,NUTS,2010,EL43,2,12.472
1997,NUTS,2010,EL43,2,20.619
1999,NUTS,2010,EL43,2,29.31
2001,NUTS,2010,EL43,2,24.95
2003,NUTS,2010,EL43,2,36.8
2005,NUTS,2010,EL43,2,41.86
2011,NUTS,2010,EL43,2,51.582
2013,NUTS,2010,EL43,2,54.72
2015,NUTS,2010,EL43,2,57.46
2017,NUTS,2010,EL43,2,51.67
2018,NUTS,2010,EL43,2,55.11
2019,NUTS,2010,EL43,2,60.7
2011,NUTS,2010,EL5,1,169.949
2013,NUTS,2010,EL5,1,159.16
2015,NUTS,2010,EL5,1,175.39
2017,NUTS,2010,EL5,1,156.72
2018,NUTS,2010,EL5,1,166.97
2019,NUTS,2010,EL5,1,197.13
1986,NUTS,2010,EL51,2,0.942
1988,NUTS,2010,EL51,2,1.118
1989,NUTS,2010,EL51,2,2.592
1991,NUTS,2010,EL51,2,3.541
1993,NUTS,2010,EL51,2,7.13
1995,NUTS,2010,EL51,2,7.557
1997,NUTS,2010,EL51,2,11.235
1999,NUTS,2010,EL51,2,18.096
2001,NUTS,2010,EL51,2,18.78
2003,NUTS,2010,EL51,2,18.45
2005,NUTS,2010,EL51,2,21.49
2011,NUTS,2010,EL51,2,28.533
2013,NUTS,2010,EL51,2,23.42
2015,NUTS,2010,EL51,2,31.43
2017,NUTS,2010,EL51,2,29.75
2018,NUTS,2010,EL51,2,29.8
2019,NUTS,2010,EL51,2,35.2
1986,NUTS,2010,EL52,2,8.554
1988,NUTS,2010,EL52,2,11.915
1989,NUTS,2010,EL52,2,27.096
1991,NUTS,2010,EL52,2,25.768
1993,NUTS,2010,EL52,2,40.954
1995,NUTS,2010,EL52,2,48.977
1997,NUTS,2010,EL52,2,68.091
1999,NUTS,2010,EL52,2,89.467
2001,NUTS,2010,EL52,2,85.37
2003,NUTS,2010,EL52,2,85.76
2005,NUTS,2010,EL52,2,96.98
2011,NUTS,2010,EL52,2,103.981
2013,NUTS,2010,EL52,2,97.29
2015,NUTS,2010,EL52,2,100.94
2017,NUTS,2010,EL52,2,85.06
2018,NUTS,2010,EL52,2,92.72
2019,NUTS,2010,EL52,2,109.41
1993,NUTS,2010,EL53,2,0.025
1995,NUTS,2010,EL53,2,0.495
1997,NUTS,2010,EL53,2,0.727
1999,NUTS,2010,EL53,2,1.318
2001,NUTS,2010,EL53,2,0.61
2003,NUTS,2010,EL53,2,4.15
2005,NUTS,2010,EL53,2,2.96
2011,NUTS,2010,EL53,2,5.942
2013,NUTS,2010,EL53,2,10.11
2015,NUTS,2010,EL53,2,6.63
2017,NUTS,2010,EL53,2,6.86
2018,NUTS,2010,EL53,2,8.47
2019,NUTS,2010,EL53,2,8.06
1986,NUTS,2010,EL54,2,2.108
1988,NUTS,2010,EL54,2,2.643
1989,NUTS,2010,EL54,2,5.145
1991,NUTS,2010,EL54,2,4.222
1993,NUTS,2010,EL54,2,6.572
1995,NUTS,2010,EL54,2,8.435
1997,NUTS,2010,EL54,2,13.162
1999,NUTS,2010,EL54,2,23.829
2001,NUTS,2010,EL54,2,23.9
2003,NUTS,2010,EL54,2,22.43
2005,NUTS,2010,EL54,2,28.65
2011,NUTS,2010,EL54,2,31.493
2013,NUTS,2010,EL54,2,28.34
2015,NUTS,2010,EL54,2,36.39
2017,NUTS,2010,EL54,2,35.05
2018,NUTS,2010,EL54,2,35.98
2019,NUTS,2010,EL54,2,44.46
2011,NUTS,2010,EL6,1,98.792
2013,NUTS,2010,EL6,1,101.56
2015,NUTS,2010,EL6,1,126.25
2017,NUTS,2010,EL6,1,127.94
2018,NUTS,2010,EL6,1,134.5
2019,NUTS,2010,EL6,1,151.05
1991,NUTS,2010,EL61,2,1.165
1993,NUTS,2010,EL61,2,2.258
1995,NUTS,2010,EL61,2,3.959
1997,NUTS,2010,EL61,2,5.133
1999,NUTS,2010,EL61,2,15.356
2001,NUTS,2010,EL61,2,12.86
2003,NUTS,2010,EL61,2,18.94
2005,NUTS,2010,EL61,2,26.85
2011,NUTS,2010,EL61,2,29.658
2013,NUTS,2010,EL61,2,31.85
2015,NUTS,2010,EL61,2,38.41
2017,NUTS,2010,EL61,2,42.86
2018,NUTS,2010,EL61,2,47.71
2019,NUTS,2010,EL61,2,57.58
1986,NUTS,2010,EL62,2,0.05
1988,NUTS,2010,EL62,2,0.061
1989,NUTS,2010,EL62,2,0.133
1991,NUTS,2010,EL62,2,0.56
1993,NUTS,2010,EL62,2,0.482
1995,NUTS,2010,EL62,2,1.17
1997,NUTS,2010,EL62,2,2.577
1999,NUTS,2010,EL62,2,2.239
2001,NUTS,2010,EL62,2,2.52
2003,NUTS,2010,EL62,2,2.63
2005,NUTS,2010,EL62,2,4.45
2011,NUTS,2010,EL62,2,3.361
2013,NUTS,2010,EL62,2,4.59
2015,NUTS,2010,EL62,2,9.1
2017,NUTS,2010,EL62,2,5.15
2018,NUTS,2010,EL62,2,5.86
2019,NUTS,2010,EL62,2,6.91
1986,NUTS,2010,EL63,2,2.529
1988,NUTS,2010,EL63,2,3.619
1989,NUTS,2010,EL63,2,6.231
1991,NUTS,2010,EL63,2,7.823
1993,NUTS,2010,EL63,2,13.829
1995,NUTS,2010,EL63,2,18.252
1997,NUTS,2010,EL63,2,30.411
1999,NUTS,2010,EL63,2,45.586
2001,NUTS,2010,EL63,2,42.87
2003,NUTS,2010,EL63,2,54.43
2005,NUTS,2010,EL63,2,43.5
2011,NUTS,2010,EL63,2,56.584
2013,NUTS,2010,EL63,2,51.13
2015,NUTS,2010,EL63,2,62.01
2017,NUTS,2010,EL63,2,71.12
2018,NUTS,2010,EL63,2,70.43
2019,NUTS,2010,EL63,2,73.57
1995,NUTS,2010,EL64,2,0.011
1997,NUTS,2010,EL64,2,0.033
1999,NUTS,2010,EL64,2,0.105
2001,NUTS,2010,EL64,2,0.18
2003,NUTS,2010,EL64,2,0.2
2005,NUTS,2010,EL64,2,1.39
2011,NUTS,2010,EL64,2,2.345
2013,NUTS,2010,EL64,2,3.96
2015,NUTS,2010,EL64,2,6.63
2017,NUTS,2010,EL64,2,3.6
2018,NUTS,2010,EL64,2,3.91
2019,NUTS,2010,EL64,2,4.84
1995,NUTS,2010,EL65,2,0.101
1999,NUTS,2010,EL65,2,0.011
2001,NUTS,2010,EL65,2,0.05
2003,NUTS,2010,EL65,2,0.39
2005,NUTS,2010,EL65,2,22.39
2011,NUTS,2010,EL65,2,6.843
2013,NUTS,2010,EL65,2,10.03
2015,NUTS,2010,EL65,2,10.1
2017,NUTS,2010,EL65,2,5.21
2018,NUTS,2010,EL65,2,6.59
2019,NUTS,2010,EL65,2,8.15
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
1981,NUTS,2010,ES,0,162.724
1982,NUTS,2010,ES,0,200.108
1983,NUTS,2010,ES,0,194.288
1984,NUTS,2010,ES,0,221.475
1985,NUTS,2010,ES,0,247.708
1986,NUTS,2010,ES,0,267.571
1987,NUTS,2010,ES,0,307.168
1988,NUTS,2010,ES,0,402.362
1989,NUTS,2010,ES,0,531.161
1990,NUTS,2010,ES,0,670.096
1991,NUTS,2010,ES,0,829.066
1992,NUTS,2010,ES,0,1177.856
1993,NUTS,2010,ES,0,1169.045
1994,NUTS,2010,ES,0,1089.206
1995,NUTS,2010,ES,0,1160.588
1996,NUTS,2010,ES,0,1286.309
1997,NUTS,2010,ES,0,1325.909
1998,NUTS,2010,ES,0,1431.794
1999,NUTS,2010,ES,0,1504.604
2000,NUTS,2010,ES,0,1693.88
2001,NUTS,2010,ES,0,1925.357
2002,NUTS,2010,ES,0,2141.951
2003,NUTS,2010,ES,0,2491.959
2004,NUTS,2010,ES,0,2641.653
2005,NUTS,2010,ES,0,2959.928
2006,NUTS,2010,ES,0,3265.739
2007,NUTS,2010,ES,0,3518.595
2008,NUTS,2010,ES,0,3932.413
2009,NUTS,2010,ES,0,4058.359
2010,NUTS,2010,ES,0,4123.15
2011,NUTS,2010,ES,0,4002.024
2012,NUTS,2010,ES,0,3715.573
2013,NUTS,2010,ES,0,3647.407
2014,NUTS,2010,ES,0,3606.171
2015,NUTS,2010,ES,0,3704.0
2016,NUTS,2010,ES,0,3649.0
2017,NUTS,2010,ES,0,3809.0
2018,NUTS,2010,ES,0,3946.0
2019,NUTS,2010,ES,0,4141.0
2020,NUTS,2010,ES,0,4202.0
1987,NUTS,2010,ES1,1,24.707
1988,NUTS,2010,ES1,1,32.261
1989,NUTS,2010,ES1,1,42.422
1990,NUTS,2010,ES1,1,53.317
1991,NUTS,2010,ES1,1,73.423
1992,NUTS,2010,ES1,1,109.379
1993,NUTS,2010,ES1,1,100.926
1994,NUTS,2010,ES1,1,86.169
1995,NUTS,2010,ES1,1,118.089
1996,NUTS,2010,ES1,1,124.387
1997,NUTS,2010,ES1,1,122.006
1998,NUTS,2010,ES1,1,117.347
1999,NUTS,2010,ES1,1,129.42
2000,NUTS,2010,ES1,1,161.532
2001,NUTS,2010,ES1,1,193.075
2002,NUTS,2010,ES1,1,204.5
2003,NUTS,2010,ES1,1,227.3
2004,NUTS,2010,ES1,1,233.6
2005,NUTS,2010,ES1,1,232.631
2006,NUTS,2010,ES1,1,295.683
2007,NUTS,2010,ES1,1,300.44
2008,NUTS,2010,ES1,1,378.889
2009,NUTS,2010,ES1,1,362.807
2010,NUTS,2010,ES1,1,385.309
2011,NUTS,2010,ES1,1,346.055
2013,NUTS,2010,ES1,1,290.723
2015,NUTS,2010,ES1,1,298.0
2016,NUTS,2010,ES1,1,283.0
2017,NUTS,2010,ES1,1,300.0
2018,NUTS,2010,ES1,1,307.0
1987,NUTS,2010,ES11,2,12.91
1988,NUTS,2010,ES11,2,14.728
1989,NUTS,2010,ES11,2,20.911
1990,NUTS,2010,ES11,2,26.434
1991,NUTS,2010,ES11,2,37.21
1992,NUTS,2010,ES11,2,68.236
1993,NUTS,2010,ES11,2,53.252
1994,NUTS,2010,ES11,2,45.252
1995,NUTS,2010,ES11,2,65.711
1996,NUTS,2010,ES11,2,67.664
1997,NUTS,2010,ES11,2,75.206
1998,NUTS,2010,ES11,2,74.781
1999,NUTS,2010,ES11,2,83.73
2000,NUTS,2010,ES11,2,105.145
2001,NUTS,2010,ES11,2,135.965
2002,NUTS,2010,ES11,2,141.5
2003,NUTS,2010,ES11,2,161.9
2004,NUTS,2010,ES11,2,170.0
2005,NUTS,2010,ES11,2,165.185
2006,NUTS,2010,ES11,2,175.926
2007,NUTS,2010,ES11,2,175.078
2008,NUTS,2010,ES11,2,225.669
2009,NUTS,2010,ES11,2,206.407
2010,NUTS,2010,ES11,2,207.271
2011,NUTS,2010,ES11,2,195.454
2012,NUTS,2010,ES11,2,193.012
2014,NUTS,2010,ES11,2,180.197
2015,NUTS,2010,ES11,2,196.0
2016,NUTS,2010,ES11,2,181.0
2017,NUTS,2010,ES11,2,196.0
2018,NUTS,2010,ES11,2,207.0
2019,NUTS,2010,ES11,2,210.0
1987,NUTS,2010,ES12,2,7.795
1988,NUTS,2010,ES12,2,10.568
1989,NUTS,2010,ES12,2,14.647
1990,NUTS,2010,ES12,2,18.604
1991,NUTS,2010,ES12,2,24.997
1992,NUTS,2010,ES12,2,27.96
1993,NUTS,2010,ES12,2,31.675
1994,NUTS,2010,ES12,2,24.867
1995,NUTS,2010,ES12,2,35.29
1996,NUTS,2010,ES12,2,40.13
1997,NUTS,2010,ES12,2,30.441
1998,NUTS,2010,ES12,2,28.055
1999,NUTS,2010,ES12,2,30.48
2000,NUTS,2010,ES12,2,40.32
2001,NUTS,2010,ES12,2,40.735
2002,NUTS,2010,ES12,2,46.7
2003,NUTS,2010,ES12,2,49.3
2004,NUTS,2010,ES12,2,46.1
2005,NUTS,2010,ES12,2,49.114
2006,NUTS,2010,ES12,2,70.913
2007,NUTS,2010,ES12,2,73.354
2008,NUTS,2010,ES12,2,93.306
2009,NUTS,2010,ES12,2,93.6
2010,NUTS,2010,ES12,2,102.976
2011,NUTS,2010,ES12,2,86.916
2012,NUTS,2010,ES12,2,65.483
2013,NUTS,2010,ES12,2,59.108
2014,NUTS,2010,ES12,2,55.764
2015,NUTS,2010,ES12,2,58.0
2016,NUTS,2010,ES12,2,58.0
2017,NUTS,2010,ES12,2,58.0
2018,NUTS,2010,ES12,2,51.0
2019,NUTS,2010,ES12,2,57.0
1987,NUTS,2010,ES13,2,4.015
