year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_fte_rse_f
2016,NUTS,2010,EE,0,308.0
2017,NUTS,2010,EE,0,325.0
2018,NUTS,2010,EE,0,313.0
2019,NUTS,2010,EE,0,340.0
2011,NUTS,2010,EL,0,2073.0
2013,NUTS,2010,EL,0,2729.0
2015,NUTS,2010,EL,0,3313.0
2017,NUTS,2010,EL,0,3173.0
2019,NUTS,2010,EL,0,3588.0
2011,NUTS,2010,EL3,1,1106.0
2011,NUTS,2010,EL30,2,1106.0
2011,NUTS,2010,EL4,1,315.0
2011,NUTS,2010,EL41,2,22.0
2011,NUTS,2010,EL42,2,80.0
2011,NUTS,2010,EL43,2,212.0
2011,NUTS,2010,EL5,1,361.0
2011,NUTS,2010,EL51,2,17.0
2011,NUTS,2010,EL52,2,217.0
2011,NUTS,2010,EL53,2,60.0
2011,NUTS,2010,EL54,2,67.0
2011,NUTS,2010,EL6,1,291.0
2011,NUTS,2010,EL61,2,64.0
2011,NUTS,2010,EL62,2,20.0
2011,NUTS,2010,EL63,2,70.0
2011,NUTS,2010,EL64,2,38.0
2011,NUTS,2010,EL65,2,99.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,10775.0
2012,NUTS,2010,ES,0,10220.0
2013,NUTS,2010,ES,0,9772.0
2014,NUTS,2010,ES,0,9261.0
2015,NUTS,2010,ES,0,9350.0
2016,NUTS,2010,ES,0,9842.0
2017,NUTS,2010,ES,0,9980.0
2018,NUTS,2010,ES,0,10371.0
2019,NUTS,2010,ES,0,11059.0
2011,NUTS,2010,ES1,1,706.0
2013,NUTS,2010,ES1,1,621.0
2014,NUTS,2010,ES1,1,625.0
2015,NUTS,2010,ES1,1,643.0
2016,NUTS,2010,ES1,1,690.0
2017,NUTS,2010,ES1,1,674.0
2018,NUTS,2010,ES1,1,773.0
2019,NUTS,2010,ES1,1,812.0
2013,NUTS,2010,ES11,2,383.0
2014,NUTS,2010,ES11,2,369.0
2015,NUTS,2010,ES11,2,366.0
2016,NUTS,2010,ES11,2,389.0
2017,NUTS,2010,ES11,2,433.0
2018,NUTS,2010,ES11,2,497.0
2019,NUTS,2010,ES11,2,509.0
2012,NUTS,2010,ES12,2,168.0
2013,NUTS,2010,ES12,2,140.0
2014,NUTS,2010,ES12,2,123.0
2015,NUTS,2010,ES12,2,134.0
2016,NUTS,2010,ES12,2,153.0
2017,NUTS,2010,ES12,2,116.0
2018,NUTS,2010,ES12,2,133.0
2019,NUTS,2010,ES12,2,135.0
2011,NUTS,2010,ES13,2,116.0
2012,NUTS,2010,ES13,2,120.0
2013,NUTS,2010,ES13,2,98.0
2014,NUTS,2010,ES13,2,133.0
2015,NUTS,2010,ES13,2,143.0
2016,NUTS,2010,ES13,2,148.0
2017,NUTS,2010,ES13,2,125.0
2018,NUTS,2010,ES13,2,143.0
2019,NUTS,2010,ES13,2,168.0
2011,NUTS,2010,ES2,1,762.0
2012,NUTS,2010,ES2,1,745.0
2013,NUTS,2010,ES2,1,795.0
2014,NUTS,2010,ES2,1,769.0
2016,NUTS,2010,ES2,1,737.0
2017,NUTS,2010,ES2,1,778.0
2018,NUTS,2010,ES2,1,889.0
2019,NUTS,2010,ES2,1,904.0
2011,NUTS,2010,ES21,2,244.0
2012,NUTS,2010,ES21,2,263.0
2013,NUTS,2010,ES21,2,313.0
2014,NUTS,2010,ES21,2,292.0
2015,NUTS,2010,ES21,2,296.0
2016,NUTS,2010,ES21,2,278.0
2017,NUTS,2010,ES21,2,280.0
2018,NUTS,2010,ES21,2,328.0
2019,NUTS,2010,ES21,2,325.0
2011,NUTS,2010,ES22,2,117.0
2012,NUTS,2010,ES22,2,110.0
2013,NUTS,2010,ES22,2,122.0
2014,NUTS,2010,ES22,2,113.0
2016,NUTS,2010,ES22,2,119.0
2017,NUTS,2010,ES22,2,122.0
2018,NUTS,2010,ES22,2,156.0
2019,NUTS,2010,ES22,2,158.0
2011,NUTS,2010,ES23,2,94.0
2012,NUTS,2010,ES23,2,94.0
2013,NUTS,2010,ES23,2,86.0
2014,NUTS,2010,ES23,2,81.0
2015,NUTS,2010,ES23,2,80.0
2016,NUTS,2010,ES23,2,85.0
2017,NUTS,2010,ES23,2,97.0
2018,NUTS,2010,ES23,2,102.0
2019,NUTS,2010,ES23,2,101.0
2011,NUTS,2010,ES24,2,308.0
2012,NUTS,2010,ES24,2,278.0
2013,NUTS,2010,ES24,2,274.0
2014,NUTS,2010,ES24,2,283.0
2015,NUTS,2010,ES24,2,228.0
2016,NUTS,2010,ES24,2,255.0
2017,NUTS,2010,ES24,2,280.0
2018,NUTS,2010,ES24,2,304.0
2019,NUTS,2010,ES24,2,321.0
2011,NUTS,2010,ES3,1,3422.0
2012,NUTS,2010,ES3,1,3206.0
2013,NUTS,2010,ES3,1,2974.0
2014,NUTS,2010,ES3,1,2799.0
2015,NUTS,2010,ES3,1,2797.0
2016,NUTS,2010,ES3,1,3118.0
2017,NUTS,2010,ES3,1,3153.0
2018,NUTS,2010,ES3,1,3086.0
2019,NUTS,2010,ES3,1,3429.0
2011,NUTS,2010,ES30,2,3422.0
2012,NUTS,2010,ES30,2,3206.0
2013,NUTS,2010,ES30,2,2974.0
2014,NUTS,2010,ES30,2,2799.0
2015,NUTS,2010,ES30,2,2797.0
2016,NUTS,2010,ES30,2,3118.0
2017,NUTS,2010,ES30,2,3153.0
2018,NUTS,2010,ES30,2,3086.0
2019,NUTS,2010,ES30,2,3429.0
2011,NUTS,2010,ES4,1,563.0
2013,NUTS,2010,ES4,1,419.0
2014,NUTS,2010,ES4,1,375.0
2015,NUTS,2010,ES4,1,455.0
2016,NUTS,2010,ES4,1,411.0
2017,NUTS,2010,ES4,1,426.0
2018,NUTS,2010,ES4,1,512.0
2019,NUTS,2010,ES4,1,563.0
2012,NUTS,2010,ES41,2,211.0
2013,NUTS,2010,ES41,2,207.0
2014,NUTS,2010,ES41,2,198.0
2015,NUTS,2010,ES41,2,199.0
2016,NUTS,2010,ES41,2,195.0
2017,NUTS,2010,ES41,2,206.0
2018,NUTS,2010,ES41,2,239.0
2019,NUTS,2010,ES41,2,277.0
2013,NUTS,2010,ES42,2,121.0
2014,NUTS,2010,ES42,2,114.0
2015,NUTS,2010,ES42,2,146.0
2016,NUTS,2010,ES42,2,132.0
2017,NUTS,2010,ES42,2,131.0
2018,NUTS,2010,ES42,2,151.0
2019,NUTS,2010,ES42,2,152.0
2011,NUTS,2010,ES43,2,113.0
2012,NUTS,2010,ES43,2,108.0
2013,NUTS,2010,ES43,2,92.0
2014,NUTS,2010,ES43,2,63.0
2015,NUTS,2010,ES43,2,111.0
2016,NUTS,2010,ES43,2,84.0
2017,NUTS,2010,ES43,2,89.0
2018,NUTS,2010,ES43,2,122.0
2019,NUTS,2010,ES43,2,135.0
2011,NUTS,2010,ES5,1,3729.0
2012,NUTS,2010,ES5,1,3589.0
2013,NUTS,2010,ES5,1,3515.0
2014,NUTS,2010,ES5,1,3293.0
2015,NUTS,2010,ES5,1,3255.0
2016,NUTS,2010,ES5,1,3469.0
2017,NUTS,2010,ES5,1,3571.0
2018,NUTS,2010,ES5,1,3704.0
2019,NUTS,2010,ES5,1,3803.0
2011,NUTS,2010,ES51,2,2646.0
2012,NUTS,2010,ES51,2,2630.0
2013,NUTS,2010,ES51,2,2623.0
2014,NUTS,2010,ES51,2,2514.0
2015,NUTS,2010,ES51,2,2530.0
2016,NUTS,2010,ES51,2,2600.0
2017,NUTS,2010,ES51,2,2706.0
2018,NUTS,2010,ES51,2,2798.0
2019,NUTS,2010,ES51,2,2848.0
2011,NUTS,2010,ES52,2,904.0
2012,NUTS,2010,ES52,2,801.0
2013,NUTS,2010,ES52,2,748.0
2014,NUTS,2010,ES52,2,648.0
2015,NUTS,2010,ES52,2,586.0
2016,NUTS,2010,ES52,2,712.0
2017,NUTS,2010,ES52,2,671.0
2018,NUTS,2010,ES52,2,710.0
2019,NUTS,2010,ES52,2,746.0
2011,NUTS,2010,ES53,2,178.0
2012,NUTS,2010,ES53,2,158.0
2013,NUTS,2010,ES53,2,145.0
2014,NUTS,2010,ES53,2,131.0
2015,NUTS,2010,ES53,2,138.0
2016,NUTS,2010,ES53,2,157.0
2017,NUTS,2010,ES53,2,194.0
2018,NUTS,2010,ES53,2,196.0
2019,NUTS,2010,ES53,2,208.0
2011,NUTS,2010,ES6,1,1335.0
2012,NUTS,2010,ES6,1,1272.0
2013,NUTS,2010,ES6,1,1200.0
2014,NUTS,2010,ES6,1,1182.0
2015,NUTS,2010,ES6,1,1276.0
2016,NUTS,2010,ES6,1,1226.0
2017,NUTS,2010,ES6,1,1180.0
2018,NUTS,2010,ES6,1,1190.0
2019,NUTS,2010,ES6,1,1311.0
2011,NUTS,2010,ES61,2,1158.0
2012,NUTS,2010,ES61,2,1091.0
2013,NUTS,2010,ES61,2,1056.0
2014,NUTS,2010,ES61,2,1056.0
2015,NUTS,2010,ES61,2,1162.0
2016,NUTS,2010,ES61,2,1108.0
2017,NUTS,2010,ES61,2,1059.0
2018,NUTS,2010,ES61,2,1064.0
2019,NUTS,2010,ES61,2,1174.0
2012,NUTS,2010,ES62,2,181.0
2013,NUTS,2010,ES62,2,144.0
2014,NUTS,2010,ES62,2,126.0
2015,NUTS,2010,ES62,2,114.0
2016,NUTS,2010,ES62,2,118.0
2017,NUTS,2010,ES62,2,120.0
2018,NUTS,2010,ES62,2,126.0
2019,NUTS,2010,ES62,2,137.0
2011,NUTS,2010,ES7,1,259.0
2012,NUTS,2010,ES7,1,249.0
2013,NUTS,2010,ES7,1,248.0
2014,NUTS,2010,ES7,1,219.0
2015,NUTS,2010,ES7,1,201.0
2016,NUTS,2010,ES7,1,191.0
2017,NUTS,2010,ES7,1,198.0
2018,NUTS,2010,ES7,1,217.0
2019,NUTS,2010,ES7,1,237.0
2011,NUTS,2010,ES70,2,259.0
2012,NUTS,2010,ES70,2,249.0
2013,NUTS,2010,ES70,2,248.0
2014,NUTS,2010,ES70,2,219.0
2015,NUTS,2010,ES70,2,201.0
2016,NUTS,2010,ES70,2,191.0
2017,NUTS,2010,ES70,2,198.0
2018,NUTS,2010,ES70,2,217.0
2019,NUTS,2010,ES70,2,237.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,FR,0,9318.0
2012,NUTS,2010,FR,0,9557.0
2013,NUTS,2010,FR,0,10161.0
2014,NUTS,2010,FR,0,9856.0
2016,NUTS,2010,FR,0,10439.0
2017,NUTS,2010,FR,0,10559.0
2011,NUTS,2010,HR,0,1108.0
2012,NUTS,2010,HR,0,1053.0
2013,NUTS,2010,HR,0,1049.0
2014,NUTS,2010,HR,0,999.0
2015,NUTS,2010,HR,0,945.0
2016,NUTS,2010,HR,0,958.0
2017,NUTS,2010,HR,0,1003.0
2018,NUTS,2010,HR,0,1064.0
2019,NUTS,2010,HR,0,1068.0
2020,NUTS,2010,HR,0,1198.0
2011,NUTS,2010,HR0,1,1108.0
2012,NUTS,2010,HR0,1,1053.0
2013,NUTS,2010,HR0,1,1049.0
2014,NUTS,2010,HR0,1,999.0
2015,NUTS,2010,HR0,1,945.0
2016,NUTS,2010,HR0,1,958.0
2017,NUTS,2010,HR0,1,1003.0
2018,NUTS,2010,HR0,1,1064.0
2019,NUTS,2010,HR0,1,1068.0
2020,NUTS,2010,HR0,1,1198.0
2020,NUTS,2010,HR02,2,41.0
2011,NUTS,2010,HR03,2,72.0
2012,NUTS,2010,HR03,2,74.0
2013,NUTS,2010,HR03,2,73.0
2014,NUTS,2010,HR03,2,60.0
2015,NUTS,2010,HR03,2,59.0
2016,NUTS,2010,HR03,2,82.0
2017,NUTS,2010,HR03,2,86.0
2018,NUTS,2010,HR03,2,95.0
2019,NUTS,2010,HR03,2,111.0
2020,NUTS,2010,HR03,2,125.0
2011,NUTS,2010,HR04,2,1036.0
2012,NUTS,2010,HR04,2,979.0
2013,NUTS,2010,HR04,2,977.0
2014,NUTS,2010,HR04,2,939.0
2015,NUTS,2010,HR04,2,887.0
2016,NUTS,2010,HR04,2,876.0
2017,NUTS,2010,HR04,2,917.0
2018,NUTS,2010,HR04,2,969.0
2019,NUTS,2010,HR04,2,957.0
2020,NUTS,2010,HR05,2,1014.0
2020,NUTS,2010,HR06,2,19.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,2156.0
2012,NUTS,2010,HU,0,1941.0
2013,NUTS,2010,HU,0,1897.0
2014,NUTS,2010,HU,0,1887.0
2015,NUTS,2010,HU,0,1849.0
2016,NUTS,2010,HU,0,1954.0
2017,NUTS,2010,HU,0,2048.0
2018,NUTS,2010,HU,0,2149.0
2019,NUTS,2010,HU,0,2719.0
2011,NUTS,2010,HU1,1,1796.0
2012,NUTS,2010,HU1,1,1581.0
2013,NUTS,2010,HU1,1,1489.0
2014,NUTS,2010,HU1,1,1444.0
2015,NUTS,2010,HU1,1,1405.0
2016,NUTS,2010,HU1,1,1520.0
2017,NUTS,2010,HU1,1,1628.0
2018,NUTS,2010,HU1,1,1668.0
2019,NUTS,2010,HU1,1,2229.0
2011,NUTS,2010,HU10,2,1796.0
2012,NUTS,2010,HU10,2,1581.0
2013,NUTS,2010,HU10,2,1489.0
2014,NUTS,2010,HU10,2,1444.0
2015,NUTS,2010,HU10,2,1405.0
2016,NUTS,2010,HU10,2,1520.0
2017,NUTS,2010,HU11,2,1442.0
2018,NUTS,2010,HU11,2,1476.0
2019,NUTS,2010,HU11,2,2002.0
2017,NUTS,2010,HU12,2,186.0
2018,NUTS,2010,HU12,2,192.0
2019,NUTS,2010,HU12,2,227.0
2011,NUTS,2010,HU2,1,164.0
2012,NUTS,2010,HU2,1,189.0
2013,NUTS,2010,HU2,1,270.0
2014,NUTS,2010,HU2,1,305.0
2015,NUTS,2010,HU2,1,313.0
2016,NUTS,2010,HU2,1,307.0
2017,NUTS,2010,HU2,1,296.0
2018,NUTS,2010,HU2,1,313.0
2019,NUTS,2010,HU2,1,298.0
2011,NUTS,2010,HU21,2,82.0
2012,NUTS,2010,HU21,2,145.0
2013,NUTS,2010,HU21,2,171.0
2014,NUTS,2010,HU21,2,183.0
2015,NUTS,2010,HU21,2,187.0
2016,NUTS,2010,HU21,2,184.0
2017,NUTS,2010,HU21,2,188.0
2018,NUTS,2010,HU21,2,238.0
2019,NUTS,2010,HU21,2,213.0
2011,NUTS,2010,HU22,2,30.0
2012,NUTS,2010,HU22,2,34.0
2013,NUTS,2010,HU22,2,52.0
2014,NUTS,2010,HU22,2,50.0
2015,NUTS,2010,HU22,2,59.0
2016,NUTS,2010,HU22,2,54.0
2017,NUTS,2010,HU22,2,41.0
2018,NUTS,2010,HU22,2,72.0
2019,NUTS,2010,HU22,2,81.0
2011,NUTS,2010,HU23,2,52.0
2012,NUTS,2010,HU23,2,10.0
2013,NUTS,2010,HU23,2,47.0
2014,NUTS,2010,HU23,2,72.0
2015,NUTS,2010,HU23,2,67.0
2016,NUTS,2010,HU23,2,69.0
2017,NUTS,2010,HU23,2,67.0
2018,NUTS,2010,HU23,2,3.0
2019,NUTS,2010,HU23,2,4.0
2011,NUTS,2010,HU3,1,196.0
2012,NUTS,2010,HU3,1,171.0
2013,NUTS,2010,HU3,1,138.0
2014,NUTS,2010,HU3,1,138.0
2015,NUTS,2010,HU3,1,131.0
2016,NUTS,2010,HU3,1,127.0
2017,NUTS,2010,HU3,1,124.0
2018,NUTS,2010,HU3,1,168.0
2019,NUTS,2010,HU3,1,192.0
2011,NUTS,2010,HU31,2,19.0
2012,NUTS,2010,HU31,2,4.0
2013,NUTS,2010,HU31,2,7.0
2014,NUTS,2010,HU31,2,2.0
2015,NUTS,2010,HU31,2,2.0
2016,NUTS,2010,HU31,2,1.0
2017,NUTS,2010,HU31,2,2.0
2018,NUTS,2010,HU31,2,2.0
2019,NUTS,2010,HU31,2,2.0
2011,NUTS,2010,HU32,2,47.0
2012,NUTS,2010,HU32,2,49.0
2013,NUTS,2010,HU32,2,18.0
2014,NUTS,2010,HU32,2,39.0
2015,NUTS,2010,HU32,2,43.0
2016,NUTS,2010,HU32,2,41.0
2017,NUTS,2010,HU32,2,36.0
2018,NUTS,2010,HU32,2,43.0
2019,NUTS,2010,HU32,2,48.0
2011,NUTS,2010,HU33,2,130.0
2012,NUTS,2010,HU33,2,118.0
2013,NUTS,2010,HU33,2,113.0
2014,NUTS,2010,HU33,2,97.0
2015,NUTS,2010,HU33,2,86.0
2016,NUTS,2010,HU33,2,85.0
2017,NUTS,2010,HU33,2,86.0
2018,NUTS,2010,HU33,2,123.0
2019,NUTS,2010,HU33,2,142.0
2011,NUTS,2010,IE,0,195.0
2012,NUTS,2010,IE,0,182.0
2013,NUTS,2010,IE,0,165.0
2014,NUTS,2010,IE,0,180.0
2015,NUTS,2010,IE,0,207.0
2017,NUTS,2010,IE,0,256.0
2019,NUTS,2010,IE,0,280.0
2011,NUTS,2010,IE0,1,195.0
2012,NUTS,2010,IE0,1,182.0
2013,NUTS,2010,IE0,1,165.0
2011,NUTS,2010,IE01,2,29.0
2012,NUTS,2010,IE01,2,27.0
2013,NUTS,2010,IE01,2,25.0
2011,NUTS,2010,IE02,2,166.0
2012,NUTS,2010,IE02,2,155.0
2013,NUTS,2010,IE02,2,140.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,168.0
2011,NUTS,2010,IT,0,8574.0
2012,NUTS,2010,IT,0,9372.0
2013,NUTS,2010,IT,0,9919.0
2014,NUTS,2010,IT,0,9819.0
2015,NUTS,2010,IT,0,10289.0
2016,NUTS,2010,IT,0,10288.0
2017,NUTS,2010,IT,0,10390.0
2018,NUTS,2010,IT,0,10751.0
2019,NUTS,2010,IT,0,11165.0
2011,NUTS,2010,ITC,1,1479.0
2012,NUTS,2010,ITC,1,1733.0
2013,NUTS,2010,ITC,1,1808.0
2014,NUTS,2010,ITC,1,1804.0
2015,NUTS,2010,ITC,1,1967.0
2016,NUTS,2010,ITC,1,1917.0
2017,NUTS,2010,ITC,1,1917.0
2018,NUTS,2010,ITC,1,1968.0
2019,NUTS,2010,ITC,1,2096.0
2011,NUTS,2010,ITC1,2,217.0
2012,NUTS,2010,ITC1,2,283.0
2013,NUTS,2010,ITC1,2,296.0
2014,NUTS,2010,ITC1,2,264.0
2015,NUTS,2010,ITC1,2,342.0
2016,NUTS,2010,ITC1,2,284.0
2017,NUTS,2010,ITC1,2,311.0
2018,NUTS,2010,ITC1,2,372.0
2019,NUTS,2010,ITC1,2,316.0
2011,NUTS,2010,ITC2,2,22.0
2012,NUTS,2010,ITC2,2,19.0
2013,NUTS,2010,ITC2,2,17.0
2014,NUTS,2010,ITC2,2,11.0
2015,NUTS,2010,ITC2,2,11.0
2016,NUTS,2010,ITC2,2,7.0
2017,NUTS,2010,ITC2,2,28.0
2018,NUTS,2010,ITC2,2,11.0
2019,NUTS,2010,ITC2,2,14.0
2011,NUTS,2010,ITC3,2,250.0
2012,NUTS,2010,ITC3,2,391.0
2013,NUTS,2010,ITC3,2,417.0
2014,NUTS,2010,ITC3,2,437.0
2015,NUTS,2010,ITC3,2,471.0
2016,NUTS,2010,ITC3,2,463.0
2017,NUTS,2010,ITC3,2,456.0
2018,NUTS,2010,ITC3,2,478.0
2019,NUTS,2010,ITC3,2,553.0
2011,NUTS,2010,ITC4,2,991.0
2012,NUTS,2010,ITC4,2,1040.0
2013,NUTS,2010,ITC4,2,1079.0
2014,NUTS,2010,ITC4,2,1092.0
2015,NUTS,2010,ITC4,2,1142.0
2016,NUTS,2010,ITC4,2,1162.0
2017,NUTS,2010,ITC4,2,1122.0
2018,NUTS,2010,ITC4,2,1108.0
2019,NUTS,2010,ITC4,2,1213.0
2011,NUTS,2010,ITF,1,1190.0
2012,NUTS,2010,ITF,1,1335.0
2013,NUTS,2010,ITF,1,1491.0
2014,NUTS,2010,ITF,1,1576.0
2015,NUTS,2010,ITF,1,1693.0
2016,NUTS,2010,ITF,1,1587.0
2017,NUTS,2010,ITF,1,1641.0
2018,NUTS,2010,ITF,1,1624.0
2019,NUTS,2010,ITF,1,1752.0
2011,NUTS,2010,ITF1,2,35.0
2012,NUTS,2010,ITF1,2,43.0
2013,NUTS,2010,ITF1,2,53.0
2014,NUTS,2010,ITF1,2,66.0
2015,NUTS,2010,ITF1,2,70.0
2016,NUTS,2010,ITF1,2,77.0
2017,NUTS,2010,ITF1,2,77.0
2018,NUTS,2010,ITF1,2,86.0
2019,NUTS,2010,ITF1,2,101.0
2011,NUTS,2010,ITF2,2,3.0
2012,NUTS,2010,ITF2,2,2.0
2013,NUTS,2010,ITF2,2,3.0
2014,NUTS,2010,ITF2,2,2.0
2015,NUTS,2010,ITF2,2,7.0
2016,NUTS,2010,ITF2,2,6.0
2017,NUTS,2010,ITF2,2,3.0
2018,NUTS,2010,ITF2,2,7.0
2019,NUTS,2010,ITF2,2,8.0
2011,NUTS,2010,ITF3,2,657.0
2012,NUTS,2010,ITF3,2,754.0
2013,NUTS,2010,ITF3,2,838.0
2014,NUTS,2010,ITF3,2,868.0
2015,NUTS,2010,ITF3,2,912.0
2016,NUTS,2010,ITF3,2,871.0
2017,NUTS,2010,ITF3,2,874.0
2018,NUTS,2010,ITF3,2,867.0
2019,NUTS,2010,ITF3,2,944.0
2011,NUTS,2010,ITF4,2,309.0
2012,NUTS,2010,ITF4,2,324.0
2013,NUTS,2010,ITF4,2,353.0
2014,NUTS,2010,ITF4,2,392.0
2015,NUTS,2010,ITF4,2,415.0
2016,NUTS,2010,ITF4,2,388.0
2017,NUTS,2010,ITF4,2,426.0
2018,NUTS,2010,ITF4,2,410.0
2019,NUTS,2010,ITF4,2,425.0
2011,NUTS,2010,ITF5,2,105.0
2012,NUTS,2010,ITF5,2,111.0
2013,NUTS,2010,ITF5,2,120.0
2014,NUTS,2010,ITF5,2,119.0
2015,NUTS,2010,ITF5,2,138.0
2016,NUTS,2010,ITF5,2,124.0
2017,NUTS,2010,ITF5,2,134.0
2018,NUTS,2010,ITF5,2,128.0
2019,NUTS,2010,ITF5,2,144.0
2011,NUTS,2010,ITF6,2,81.0
2012,NUTS,2010,ITF6,2,101.0
2013,NUTS,2010,ITF6,2,124.0
2014,NUTS,2010,ITF6,2,128.0
2015,NUTS,2010,ITF6,2,151.0
2016,NUTS,2010,ITF6,2,122.0
2017,NUTS,2010,ITF6,2,127.0
2018,NUTS,2010,ITF6,2,126.0
2019,NUTS,2010,ITF6,2,129.0
2011,NUTS,2010,ITG,1,534.0
2012,NUTS,2010,ITG,1,680.0
2013,NUTS,2010,ITG,1,767.0
2014,NUTS,2010,ITG,1,814.0
2015,NUTS,2010,ITG,1,785.0
2016,NUTS,2010,ITG,1,755.0
2017,NUTS,2010,ITG,1,775.0
2018,NUTS,2010,ITG,1,820.0
2019,NUTS,2010,ITG,1,827.0
2011,NUTS,2010,ITG1,2,344.0
2012,NUTS,2010,ITG1,2,476.0
2013,NUTS,2010,ITG1,2,547.0
2014,NUTS,2010,ITG1,2,567.0
2015,NUTS,2010,ITG1,2,549.0
2016,NUTS,2010,ITG1,2,553.0
2017,NUTS,2010,ITG1,2,582.0
2018,NUTS,2010,ITG1,2,627.0
2019,NUTS,2010,ITG1,2,617.0
2011,NUTS,2010,ITG2,2,191.0
2012,NUTS,2010,ITG2,2,204.0
2013,NUTS,2010,ITG2,2,220.0
2014,NUTS,2010,ITG2,2,247.0
2015,NUTS,2010,ITG2,2,236.0
2016,NUTS,2010,ITG2,2,201.0
2017,NUTS,2010,ITG2,2,193.0
2018,NUTS,2010,ITG2,2,193.0
2019,NUTS,2010,ITG2,2,210.0
2011,NUTS,2010,ITH,1,1574.0
2012,NUTS,2010,ITH,1,1720.0
2013,NUTS,2010,ITH,1,1858.0
2014,NUTS,2010,ITH,1,1794.0
2015,NUTS,2010,ITH,1,1855.0
2016,NUTS,2010,ITH,1,1881.0
2017,NUTS,2010,ITH,1,1873.0
2018,NUTS,2010,ITH,1,1984.0
2019,NUTS,2010,ITH,1,2022.0
2011,NUTS,2010,ITH1,2,126.0
2012,NUTS,2010,ITH1,2,133.0
2013,NUTS,2010,ITH1,2,145.0
2014,NUTS,2010,ITH1,2,15.0
2015,NUTS,2010,ITH1,2,5.0
2016,NUTS,2010,ITH1,2,11.0
2017,NUTS,2010,ITH1,2,4.0
2018,NUTS,2010,ITH1,2,49.0
2019,NUTS,2010,ITH1,2,52.0
2011,NUTS,2010,ITH2,2,191.0
2012,NUTS,2010,ITH2,2,191.0
2013,NUTS,2010,ITH2,2,241.0
2014,NUTS,2010,ITH2,2,231.0
2015,NUTS,2010,ITH2,2,230.0
2016,NUTS,2010,ITH2,2,222.0
2017,NUTS,2010,ITH2,2,235.0
2018,NUTS,2010,ITH2,2,232.0
2019,NUTS,2010,ITH2,2,226.0
2011,NUTS,2010,ITH3,2,273.0
2012,NUTS,2010,ITH3,2,291.0
2013,NUTS,2010,ITH3,2,296.0
2014,NUTS,2010,ITH3,2,315.0
2015,NUTS,2010,ITH3,2,308.0
2016,NUTS,2010,ITH3,2,324.0
2017,NUTS,2010,ITH3,2,323.0
2018,NUTS,2010,ITH3,2,379.0
2019,NUTS,2010,ITH3,2,393.0
2011,NUTS,2010,ITH4,2,345.0
2012,NUTS,2010,ITH4,2,328.0
2013,NUTS,2010,ITH4,2,321.0
2014,NUTS,2010,ITH4,2,387.0
2015,NUTS,2010,ITH4,2,410.0
2016,NUTS,2010,ITH4,2,474.0
2017,NUTS,2010,ITH4,2,441.0
2018,NUTS,2010,ITH4,2,420.0
2019,NUTS,2010,ITH4,2,422.0
2011,NUTS,2010,ITH5,2,638.0
2012,NUTS,2010,ITH5,2,777.0
2013,NUTS,2010,ITH5,2,855.0
2014,NUTS,2010,ITH5,2,846.0
2015,NUTS,2010,ITH5,2,901.0
2016,NUTS,2010,ITH5,2,850.0
2017,NUTS,2010,ITH5,2,869.0
2018,NUTS,2010,ITH5,2,905.0
2019,NUTS,2010,ITH5,2,929.0
2011,NUTS,2010,ITI,1,3796.0
2012,NUTS,2010,ITI,1,3904.0
2013,NUTS,2010,ITI,1,3995.0
2014,NUTS,2010,ITI,1,3832.0
2015,NUTS,2010,ITI,1,3990.0
2016,NUTS,2010,ITI,1,4148.0
2017,NUTS,2010,ITI,1,4185.0
2018,NUTS,2010,ITI,1,4355.0
2019,NUTS,2010,ITI,1,4469.0
2011,NUTS,2010,ITI1,2,588.0
2012,NUTS,2010,ITI1,2,642.0
2013,NUTS,2010,ITI1,2,781.0
2014,NUTS,2010,ITI1,2,702.0
2015,NUTS,2010,ITI1,2,692.0
2016,NUTS,2010,ITI1,2,722.0
2017,NUTS,2010,ITI1,2,715.0
2018,NUTS,2010,ITI1,2,772.0
2019,NUTS,2010,ITI1,2,758.0
2011,NUTS,2010,ITI2,2,51.0
2012,NUTS,2010,ITI2,2,70.0
2013,NUTS,2010,ITI2,2,66.0
2014,NUTS,2010,ITI2,2,68.0
2015,NUTS,2010,ITI2,2,76.0
2016,NUTS,2010,ITI2,2,80.0
2017,NUTS,2010,ITI2,2,64.0
2018,NUTS,2010,ITI2,2,64.0
