year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_pnp_rse_t
2015,NUTS,2010,SK04,2,3.0
2016,NUTS,2010,SK04,2,5.0
2017,NUTS,2010,SK04,2,7.0
2018,NUTS,2010,SK04,2,6.0
2019,NUTS,2010,SK04,2,1.0
2020,NUTS,2010,SK04,2,0.0
1981,NUTS,2010,UK,0,5000.0
1982,NUTS,2010,UK,0,5000.0
1983,NUTS,2010,UK,0,5000.0
1984,NUTS,2010,UK,0,6000.0
1985,NUTS,2010,UK,0,6000.0
1986,NUTS,2010,UK,0,6000.0
1987,NUTS,2010,UK,0,6000.0
1988,NUTS,2010,UK,0,6000.0
1989,NUTS,2010,UK,0,7000.0
1990,NUTS,2010,UK,0,7000.0
1991,NUTS,2010,UK,0,3000.0
1992,NUTS,2010,UK,0,3000.0
1993,NUTS,2010,UK,0,3000.0
1994,NUTS,2010,UK,0,3000.0
1995,NUTS,2010,UK,0,3000.0
1996,NUTS,2010,UK,0,2595.0
1997,NUTS,2010,UK,0,2799.0
1998,NUTS,2010,UK,0,3000.0
1999,NUTS,2010,UK,0,3414.0
2000,NUTS,2010,UK,0,3403.0
2001,NUTS,2010,UK,0,3721.0
2002,NUTS,2010,UK,0,3286.0
2003,NUTS,2010,UK,0,3247.0
2004,NUTS,2010,UK,0,3572.0
2005,NUTS,2010,UK,0,3810.0
2006,NUTS,2010,UK,0,3925.0
2007,NUTS,2010,UK,0,3924.0
2008,NUTS,2010,UK,0,4580.0
2009,NUTS,2010,UK,0,4866.0
2010,NUTS,2010,UK,0,3950.0
2011,NUTS,2010,UK,0,4094.0
2012,NUTS,2010,UK,0,4251.0
2013,NUTS,2010,UK,0,3144.0
2014,NUTS,2010,UK,0,2756.0
2015,NUTS,2010,UK,0,4189.0
2016,NUTS,2010,UK,0,4208.0
2017,NUTS,2010,UK,0,4141.0
2018,NUTS,2010,UK,0,4376.0
2019,NUTS,2010,UK,0,4880.0
2010,NUTS,2010,UKC,1,23.0
2011,NUTS,2010,UKC,1,24.0
2012,NUTS,2010,UKC,1,25.0
2013,NUTS,2010,UKC,1,74.0
2014,NUTS,2010,UKC,1,65.0
2015,NUTS,2010,UKC,1,77.0
2016,NUTS,2010,UKC,1,78.0
2017,NUTS,2010,UKC,1,77.0
2018,NUTS,2010,UKC,1,81.0
2010,NUTS,2010,UKC1,2,20.0
2011,NUTS,2010,UKC1,2,21.0
2012,NUTS,2010,UKC1,2,22.0
2013,NUTS,2010,UKC1,2,57.0
2014,NUTS,2010,UKC1,2,50.0
2015,NUTS,2010,UKC1,2,67.0
2016,NUTS,2010,UKC1,2,68.0
2017,NUTS,2010,UKC1,2,67.0
2018,NUTS,2010,UKC1,2,70.0
2010,NUTS,2010,UKC2,2,3.0
2011,NUTS,2010,UKC2,2,3.0
2012,NUTS,2010,UKC2,2,3.0
2013,NUTS,2010,UKC2,2,17.0
2014,NUTS,2010,UKC2,2,15.0
2015,NUTS,2010,UKC2,2,10.0
2016,NUTS,2010,UKC2,2,10.0
2017,NUTS,2010,UKC2,2,10.0
2018,NUTS,2010,UKC2,2,10.0
2010,NUTS,2010,UKD,1,23.0
2011,NUTS,2010,UKD,1,24.0
2012,NUTS,2010,UKD,1,25.0
2013,NUTS,2010,UKD,1,166.0
2014,NUTS,2010,UKD,1,146.0
2015,NUTS,2010,UKD,1,12.0
2016,NUTS,2010,UKD,1,12.0
2017,NUTS,2010,UKD,1,12.0
2018,NUTS,2010,UKD,1,12.0
2010,NUTS,2010,UKD1,2,4.0
2011,NUTS,2010,UKD1,2,4.0
2012,NUTS,2010,UKD1,2,4.0
2013,NUTS,2010,UKD1,2,0.0
2014,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2016,NUTS,2010,UKD1,2,0.0
2017,NUTS,2010,UKD1,2,0.0
2018,NUTS,2010,UKD1,2,0.0
2010,NUTS,2010,UKD3,2,0.0
2011,NUTS,2010,UKD3,2,0.0
2012,NUTS,2010,UKD3,2,0.0
2013,NUTS,2010,UKD3,2,4.0
2014,NUTS,2010,UKD3,2,3.0
2015,NUTS,2010,UKD3,2,2.0
2016,NUTS,2010,UKD3,2,2.0
2017,NUTS,2010,UKD3,2,2.0
2018,NUTS,2010,UKD3,2,2.0
2010,NUTS,2010,UKD4,2,12.0
2011,NUTS,2010,UKD4,2,12.0
2012,NUTS,2010,UKD4,2,12.0
2013,NUTS,2010,UKD4,2,3.0
2014,NUTS,2010,UKD4,2,3.0
2015,NUTS,2010,UKD4,2,0.0
2016,NUTS,2010,UKD4,2,0.0
2017,NUTS,2010,UKD4,2,0.0
2018,NUTS,2010,UKD4,2,0.0
2010,NUTS,2010,UKD6,2,4.0
2011,NUTS,2010,UKD6,2,4.0
2012,NUTS,2010,UKD6,2,4.0
2013,NUTS,2010,UKD6,2,4.0
2014,NUTS,2010,UKD6,2,4.0
2015,NUTS,2010,UKD6,2,4.0
2016,NUTS,2010,UKD6,2,4.0
2017,NUTS,2010,UKD6,2,4.0
2018,NUTS,2010,UKD6,2,4.0
2010,NUTS,2010,UKD7,2,4.0
2011,NUTS,2010,UKD7,2,4.0
2012,NUTS,2010,UKD7,2,4.0
2013,NUTS,2010,UKD7,2,156.0
2014,NUTS,2010,UKD7,2,136.0
2015,NUTS,2010,UKD7,2,6.0
2016,NUTS,2010,UKD7,2,6.0
2017,NUTS,2010,UKD7,2,6.0
2018,NUTS,2010,UKD7,2,6.0
2010,NUTS,2010,UKE,1,6.0
2011,NUTS,2010,UKE,1,6.0
2012,NUTS,2010,UKE,1,6.0
2013,NUTS,2010,UKE,1,33.0
2014,NUTS,2010,UKE,1,29.0
2015,NUTS,2010,UKE,1,25.0
2016,NUTS,2010,UKE,1,25.0
2017,NUTS,2010,UKE,1,24.0
2018,NUTS,2010,UKE,1,26.0
2010,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2010,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,2.0
2014,NUTS,2010,UKE2,2,2.0
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2010,NUTS,2010,UKE3,2,6.0
2011,NUTS,2010,UKE3,2,6.0
2012,NUTS,2010,UKE3,2,6.0
2013,NUTS,2010,UKE3,2,13.0
2014,NUTS,2010,UKE3,2,11.0
2015,NUTS,2010,UKE3,2,23.0
2016,NUTS,2010,UKE3,2,23.0
2017,NUTS,2010,UKE3,2,23.0
2018,NUTS,2010,UKE3,2,24.0
2010,NUTS,2010,UKE4,2,0.0
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2013,NUTS,2010,UKE4,2,18.0
2014,NUTS,2010,UKE4,2,16.0
2015,NUTS,2010,UKE4,2,1.0
2016,NUTS,2010,UKE4,2,1.0
2017,NUTS,2010,UKE4,2,1.0
2018,NUTS,2010,UKE4,2,1.0
2010,NUTS,2010,UKF,1,27.0
2011,NUTS,2010,UKF,1,28.0
2012,NUTS,2010,UKF,1,29.0
2013,NUTS,2010,UKF,1,30.0
2014,NUTS,2010,UKF,1,26.0
2015,NUTS,2010,UKF,1,14.0
2016,NUTS,2010,UKF,1,14.0
2017,NUTS,2010,UKF,1,14.0
2018,NUTS,2010,UKF,1,14.0
2010,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF1,2,0.0
2012,NUTS,2010,UKF1,2,0.0
2013,NUTS,2010,UKF1,2,3.0
2014,NUTS,2010,UKF1,2,2.0
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2010,NUTS,2010,UKF2,2,27.0
2011,NUTS,2010,UKF2,2,28.0
2012,NUTS,2010,UKF2,2,29.0
2013,NUTS,2010,UKF2,2,26.0
2014,NUTS,2010,UKF2,2,23.0
2015,NUTS,2010,UKF2,2,14.0
2016,NUTS,2010,UKF2,2,14.0
2017,NUTS,2010,UKF2,2,14.0
2018,NUTS,2010,UKF2,2,14.0
2010,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,1.0
2014,NUTS,2010,UKF3,2,1.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2010,NUTS,2010,UKG,1,24.0
2011,NUTS,2010,UKG,1,25.0
2012,NUTS,2010,UKG,1,26.0
2013,NUTS,2010,UKG,1,8.0
2014,NUTS,2010,UKG,1,7.0
2015,NUTS,2010,UKG,1,13.0
2016,NUTS,2010,UKG,1,13.0
2017,NUTS,2010,UKG,1,13.0
2018,NUTS,2010,UKG,1,14.0
2010,NUTS,2010,UKG1,2,15.0
2011,NUTS,2010,UKG1,2,15.0
2012,NUTS,2010,UKG1,2,16.0
2013,NUTS,2010,UKG1,2,1.0
2014,NUTS,2010,UKG1,2,1.0
2015,NUTS,2010,UKG1,2,0.0
2016,NUTS,2010,UKG1,2,0.0
2017,NUTS,2010,UKG1,2,0.0
2018,NUTS,2010,UKG1,2,0.0
2010,NUTS,2010,UKG2,2,0.0
2011,NUTS,2010,UKG2,2,0.0
2012,NUTS,2010,UKG2,2,0.0
2013,NUTS,2010,UKG2,2,7.0
2014,NUTS,2010,UKG2,2,6.0
2015,NUTS,2010,UKG2,2,4.0
2016,NUTS,2010,UKG2,2,4.0
2017,NUTS,2010,UKG2,2,4.0
2018,NUTS,2010,UKG2,2,4.0
2010,NUTS,2010,UKG3,2,10.0
2011,NUTS,2010,UKG3,2,10.0
2012,NUTS,2010,UKG3,2,10.0
2013,NUTS,2010,UKG3,2,0.0
2014,NUTS,2010,UKG3,2,0.0
2015,NUTS,2010,UKG3,2,9.0
2016,NUTS,2010,UKG3,2,9.0
2017,NUTS,2010,UKG3,2,9.0
2018,NUTS,2010,UKG3,2,10.0
2010,NUTS,2010,UKH,1,1335.0
2011,NUTS,2010,UKH,1,1384.0
2012,NUTS,2010,UKH,1,1437.0
2013,NUTS,2010,UKH,1,1694.0
2014,NUTS,2010,UKH,1,1485.0
2015,NUTS,2010,UKH,1,1987.0
2016,NUTS,2010,UKH,1,1997.0
2017,NUTS,2010,UKH,1,1965.0
2018,NUTS,2010,UKH,1,2076.0
2010,NUTS,2010,UKH1,2,1283.0
2011,NUTS,2010,UKH1,2,1330.0
2012,NUTS,2010,UKH1,2,1381.0
2013,NUTS,2010,UKH1,2,1291.0
2014,NUTS,2010,UKH1,2,1131.0
2015,NUTS,2010,UKH1,2,1511.0
2016,NUTS,2010,UKH1,2,1518.0
2017,NUTS,2010,UKH1,2,1494.0
2018,NUTS,2010,UKH1,2,1578.0
2010,NUTS,2010,UKH2,2,52.0
2011,NUTS,2010,UKH2,2,54.0
2012,NUTS,2010,UKH2,2,56.0
2013,NUTS,2010,UKH2,2,404.0
2014,NUTS,2010,UKH2,2,354.0
2015,NUTS,2010,UKH2,2,477.0
2016,NUTS,2010,UKH2,2,479.0
2017,NUTS,2010,UKH2,2,471.0
2018,NUTS,2010,UKH2,2,498.0
2010,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2010,NUTS,2010,UKI,1,1806.0
2011,NUTS,2010,UKI,1,1872.0
2012,NUTS,2010,UKI,1,1944.0
2013,NUTS,2010,UKI,1,752.0
2014,NUTS,2010,UKI,1,659.0
2015,NUTS,2010,UKI,1,1331.0
2016,NUTS,2010,UKI,1,1337.0
2017,NUTS,2010,UKI,1,1316.0
2018,NUTS,2010,UKI,1,1391.0
2011,NUTS,2010,UKI3,2,1754.0
2012,NUTS,2010,UKI3,2,1821.0
2013,NUTS,2010,UKI3,2,532.0
2014,NUTS,2010,UKI3,2,466.0
2015,NUTS,2010,UKI3,2,685.0
2016,NUTS,2010,UKI3,2,688.0
2017,NUTS,2010,UKI3,2,678.0
2018,NUTS,2010,UKI3,2,716.0
2011,NUTS,2010,UKI4,2,76.0
2012,NUTS,2010,UKI4,2,79.0
2013,NUTS,2010,UKI4,2,22.0
2014,NUTS,2010,UKI4,2,19.0
2015,NUTS,2010,UKI4,2,54.0
2016,NUTS,2010,UKI4,2,54.0
2017,NUTS,2010,UKI4,2,54.0
2018,NUTS,2010,UKI4,2,57.0
2011,NUTS,2010,UKI5,2,0.0
2012,NUTS,2010,UKI5,2,0.0
2013,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,0.0
2016,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2018,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2013,NUTS,2010,UKI6,2,198.0
2014,NUTS,2010,UKI6,2,174.0
2015,NUTS,2010,UKI6,2,106.0
2016,NUTS,2010,UKI6,2,107.0
2017,NUTS,2010,UKI6,2,105.0
2018,NUTS,2010,UKI6,2,111.0
2011,NUTS,2010,UKI7,2,42.0
2012,NUTS,2010,UKI7,2,44.0
2013,NUTS,2010,UKI7,2,0.0
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,485.0
2016,NUTS,2010,UKI7,2,488.0
2017,NUTS,2010,UKI7,2,480.0
2018,NUTS,2010,UKI7,2,507.0
2010,NUTS,2010,UKJ,1,601.0
2011,NUTS,2010,UKJ,1,623.0
2012,NUTS,2010,UKJ,1,647.0
2013,NUTS,2010,UKJ,1,171.0
2014,NUTS,2010,UKJ,1,150.0
2015,NUTS,2010,UKJ,1,345.0
2016,NUTS,2010,UKJ,1,346.0
2017,NUTS,2010,UKJ,1,341.0
2018,NUTS,2010,UKJ,1,360.0
2010,NUTS,2010,UKJ1,2,467.0
2011,NUTS,2010,UKJ1,2,484.0
2012,NUTS,2010,UKJ1,2,502.0
2013,NUTS,2010,UKJ1,2,86.0
2014,NUTS,2010,UKJ1,2,75.0
2015,NUTS,2010,UKJ1,2,88.0
2016,NUTS,2010,UKJ1,2,88.0
2017,NUTS,2010,UKJ1,2,87.0
2018,NUTS,2010,UKJ1,2,92.0
2010,NUTS,2010,UKJ2,2,123.0
2011,NUTS,2010,UKJ2,2,127.0
2012,NUTS,2010,UKJ2,2,132.0
2013,NUTS,2010,UKJ2,2,75.0
2014,NUTS,2010,UKJ2,2,66.0
2015,NUTS,2010,UKJ2,2,194.0
2016,NUTS,2010,UKJ2,2,195.0
2017,NUTS,2010,UKJ2,2,192.0
2018,NUTS,2010,UKJ2,2,203.0
2010,NUTS,2010,UKJ3,2,12.0
2011,NUTS,2010,UKJ3,2,12.0
2012,NUTS,2010,UKJ3,2,13.0
2013,NUTS,2010,UKJ3,2,9.0
2014,NUTS,2010,UKJ3,2,7.0
2015,NUTS,2010,UKJ3,2,62.0
2016,NUTS,2010,UKJ3,2,63.0
2017,NUTS,2010,UKJ3,2,62.0
2018,NUTS,2010,UKJ3,2,65.0
2010,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2013,NUTS,2010,UKJ4,2,2.0
2014,NUTS,2010,UKJ4,2,2.0
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2010,NUTS,2010,UKK,1,37.0
2011,NUTS,2010,UKK,1,38.0
2012,NUTS,2010,UKK,1,40.0
2013,NUTS,2010,UKK,1,128.0
2014,NUTS,2010,UKK,1,112.0
2015,NUTS,2010,UKK,1,161.0
2016,NUTS,2010,UKK,1,162.0
2017,NUTS,2010,UKK,1,160.0
2018,NUTS,2010,UKK,1,169.0
2010,NUTS,2010,UKK1,2,5.0
2011,NUTS,2010,UKK1,2,5.0
2012,NUTS,2010,UKK1,2,5.0
2013,NUTS,2010,UKK1,2,16.0
2014,NUTS,2010,UKK1,2,14.0
2015,NUTS,2010,UKK1,2,11.0
2016,NUTS,2010,UKK1,2,11.0
2017,NUTS,2010,UKK1,2,11.0
2018,NUTS,2010,UKK1,2,12.0
2010,NUTS,2010,UKK2,2,0.0
2011,NUTS,2010,UKK2,2,0.0
2012,NUTS,2010,UKK2,2,0.0
2013,NUTS,2010,UKK2,2,10.0
2014,NUTS,2010,UKK2,2,9.0
2015,NUTS,2010,UKK2,2,8.0
2016,NUTS,2010,UKK2,2,8.0
2017,NUTS,2010,UKK2,2,8.0
2018,NUTS,2010,UKK2,2,8.0
2010,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2010,NUTS,2010,UKK4,2,32.0
2011,NUTS,2010,UKK4,2,33.0
2012,NUTS,2010,UKK4,2,34.0
2013,NUTS,2010,UKK4,2,102.0
2014,NUTS,2010,UKK4,2,90.0
2015,NUTS,2010,UKK4,2,142.0
2016,NUTS,2010,UKK4,2,143.0
2017,NUTS,2010,UKK4,2,141.0
2018,NUTS,2010,UKK4,2,149.0
2010,NUTS,2010,UKL,1,13.0
2011,NUTS,2010,UKL,1,13.0
2012,NUTS,2010,UKL,1,14.0
2013,NUTS,2010,UKL,1,17.0
2014,NUTS,2010,UKL,1,15.0
2015,NUTS,2010,UKL,1,11.0
2016,NUTS,2010,UKL,1,11.0
2017,NUTS,2010,UKL,1,11.0
2018,NUTS,2010,UKL,1,12.0
2010,NUTS,2010,UKL1,2,13.0
2011,NUTS,2010,UKL1,2,13.0
2012,NUTS,2010,UKL1,2,14.0
2013,NUTS,2010,UKL1,2,17.0
2014,NUTS,2010,UKL1,2,15.0
2015,NUTS,2010,UKL1,2,11.0
2016,NUTS,2010,UKL1,2,11.0
2017,NUTS,2010,UKL1,2,11.0
2018,NUTS,2010,UKL1,2,12.0
2010,NUTS,2010,UKL2,2,0.0
2011,NUTS,2010,UKL2,2,0.0
2012,NUTS,2010,UKL2,2,0.0
2013,NUTS,2010,UKL2,2,0.0
2014,NUTS,2010,UKL2,2,0.0
2015,NUTS,2010,UKL2,2,0.0
2016,NUTS,2010,UKL2,2,0.0
2017,NUTS,2010,UKL2,2,0.0
2018,NUTS,2010,UKL2,2,0.0
2010,NUTS,2010,UKM,1,54.0
2011,NUTS,2010,UKM,1,56.0
2012,NUTS,2010,UKM,1,58.0
2013,NUTS,2010,UKM,1,71.0
2014,NUTS,2010,UKM,1,62.0
2015,NUTS,2010,UKM,1,213.0
2016,NUTS,2010,UKM,1,214.0
2017,NUTS,2010,UKM,1,210.0
2018,NUTS,2010,UKM,1,222.0
2012,NUTS,2010,UKM2,2,31.0
2013,NUTS,2010,UKM2,2,50.0
2014,NUTS,2010,UKM2,2,44.0
2015,NUTS,2010,UKM2,2,45.0
2016,NUTS,2010,UKM2,2,45.0
2017,NUTS,2010,UKM2,2,44.0
2012,NUTS,2010,UKM3,2,6.0
2013,NUTS,2010,UKM3,2,3.0
2014,NUTS,2010,UKM3,2,3.0
2015,NUTS,2010,UKM3,2,157.0
2016,NUTS,2010,UKM3,2,157.0
2017,NUTS,2010,UKM3,2,155.0
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM6,2,21.0
2013,NUTS,2010,UKM6,2,18.0
2014,NUTS,2010,UKM6,2,16.0
2015,NUTS,2010,UKM6,2,11.0
2016,NUTS,2010,UKM6,2,12.0
2017,NUTS,2010,UKM6,2,11.0
2018,NUTS,2010,UKM6,2,12.0
2014,NUTS,2010,UKM7,2,44.0
2015,NUTS,2010,UKM7,2,45.0
2016,NUTS,2010,UKM7,2,45.0
2017,NUTS,2010,UKM7,2,44.0
2018,NUTS,2010,UKM7,2,47.0
2014,NUTS,2010,UKM8,2,3.0
2015,NUTS,2010,UKM8,2,157.0
2016,NUTS,2010,UKM8,2,157.0
2017,NUTS,2010,UKM8,2,155.0
2018,NUTS,2010,UKM8,2,164.0
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2010,NUTS,2010,UKN,1,1.0
2011,NUTS,2010,UKN,1,1.0
2012,NUTS,2010,UKN,1,1.0
2013,NUTS,2010,UKN,1,1.0
2014,NUTS,2010,UKN,1,1.0
2015,NUTS,2010,UKN,1,0.0
2016,NUTS,2010,UKN,1,0.0
2017,NUTS,2010,UKN,1,0.0
2018,NUTS,2010,UKN,1,0.0
2010,NUTS,2010,UKN0,2,1.0
2011,NUTS,2010,UKN0,2,1.0
2012,NUTS,2010,UKN0,2,1.0
2013,NUTS,2010,UKN0,2,1.0
2014,NUTS,2010,UKN0,2,1.0
2015,NUTS,2010,UKN0,2,0.0
2016,NUTS,2010,UKN0,2,0.0
2017,NUTS,2010,UKN0,2,0.0
2018,NUTS,2010,UKN0,2,0.0
1980,NUTS,2010,US,0,27500.0
1981,NUTS,2010,US,0,27000.0
1982,NUTS,2010,US,0,27000.0
1983,NUTS,2010,US,0,27500.0
1984,NUTS,2010,US,0,29000.0
1985,NUTS,2010,US,0,7800.0
1987,NUTS,2010,US,0,8900.0
1989,NUTS,2010,US,0,9200.0
1991,NUTS,2010,US,0,8700.0
1993,NUTS,2010,US,0,12200.0
1995,NUTS,2010,US,0,11300.0
1997,NUTS,2010,US,0,12900.0
1999,NUTS,2010,US,0,11800.0
