year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_cte
2003,NUTS,2010,DE946,3,6.186
2011,NUTS,2010,DE946,3,2.797
2005,NUTS,2010,DE947,3,5.26
2010,NUTS,2010,DE947,3,1.323
2011,NUTS,2010,DE947,3,2.646
2004,NUTS,2010,DE948,3,3.262
2007,NUTS,2010,DE948,3,11.393
2008,NUTS,2010,DE948,3,6.363
2000,NUTS,2010,DE949,3,6.643
2001,NUTS,2010,DE949,3,4.884
2008,NUTS,2010,DE949,3,1.595
2010,NUTS,2010,DE949,3,3.194
2002,NUTS,2010,DE94A,3,9.862
2010,NUTS,2010,DE94A,3,2.003
2011,NUTS,2010,DE94A,3,6.727
2000,NUTS,2010,DE94B,3,7.752
2001,NUTS,2010,DE94B,3,1.079
2002,NUTS,2010,DE94B,3,7.629
2005,NUTS,2010,DE94B,3,12.472
2010,NUTS,2010,DE94C,3,2.002
2002,NUTS,2010,DE94D,3,12.24
2008,NUTS,2010,DE94D,3,3.171
2009,NUTS,2010,DE94D,3,3.97
2011,NUTS,2010,DE94D,3,1.336
2000,NUTS,2010,DE94E,3,2.833
2005,NUTS,2010,DE94E,3,2.309
2006,NUTS,2010,DE94E,3,1.391
2008,NUTS,2010,DE94E,3,4.18
2011,NUTS,2010,DE94E,3,0.562
2005,NUTS,2010,DE94F,3,7.595
2012,NUTS,2010,DE94F,3,1.465
2011,NUTS,2010,DE94G,3,13.22
2003,NUTS,2010,DE94H,3,5.73
2000,NUTS,2010,DEA,1,15.557
2001,NUTS,2010,DEA,1,14.975
2002,NUTS,2010,DEA,1,13.881
2003,NUTS,2010,DEA,1,14.264
2004,NUTS,2010,DEA,1,12.47
2005,NUTS,2010,DEA,1,11.359
2006,NUTS,2010,DEA,1,8.78
2007,NUTS,2010,DEA,1,9.27
2008,NUTS,2010,DEA,1,8.22
2009,NUTS,2010,DEA,1,8.546
2010,NUTS,2010,DEA,1,8.687
2011,NUTS,2010,DEA,1,7.728
2012,NUTS,2010,DEA,1,5.824
2000,NUTS,2010,DEA1,2,13.931
2001,NUTS,2010,DEA1,2,10.228
2002,NUTS,2010,DEA1,2,10.106
2003,NUTS,2010,DEA1,2,10.459
2004,NUTS,2010,DEA1,2,8.604
2005,NUTS,2010,DEA1,2,9.67
2006,NUTS,2010,DEA1,2,8.472
2007,NUTS,2010,DEA1,2,10.197
2008,NUTS,2010,DEA1,2,6.123
2009,NUTS,2010,DEA1,2,6.226
2010,NUTS,2010,DEA1,2,7.74
2011,NUTS,2010,DEA1,2,4.123
2012,NUTS,2010,DEA1,2,3.897
2000,NUTS,2010,DEA11,3,24.839
2001,NUTS,2010,DEA11,3,12.909
2002,NUTS,2010,DEA11,3,15.926
2003,NUTS,2010,DEA11,3,25.022
2004,NUTS,2010,DEA11,3,29.065
2005,NUTS,2010,DEA11,3,31.31
2006,NUTS,2010,DEA11,3,30.774
2007,NUTS,2010,DEA11,3,39.93
2008,NUTS,2010,DEA11,3,30.63
2009,NUTS,2010,DEA11,3,12.102
2010,NUTS,2010,DEA11,3,22.739
2011,NUTS,2010,DEA11,3,4.807
2012,NUTS,2010,DEA11,3,9.419
2000,NUTS,2010,DEA12,3,10.1
2001,NUTS,2010,DEA12,3,5.477
2002,NUTS,2010,DEA12,3,2.988
2003,NUTS,2010,DEA12,3,0.845
2004,NUTS,2010,DEA12,3,3.751
2005,NUTS,2010,DEA12,3,3.965
2006,NUTS,2010,DEA12,3,3.788
2007,NUTS,2010,DEA12,3,4.849
2009,NUTS,2010,DEA12,3,11.841
2010,NUTS,2010,DEA12,3,6.098
2011,NUTS,2010,DEA12,3,10.07
2012,NUTS,2010,DEA12,3,5.799
2000,NUTS,2010,DEA13,3,8.34
2001,NUTS,2010,DEA13,3,12.465
2002,NUTS,2010,DEA13,3,9.715
2003,NUTS,2010,DEA13,3,5.688
2004,NUTS,2010,DEA13,3,8.601
2005,NUTS,2010,DEA13,3,7.091
2006,NUTS,2010,DEA13,3,4.51
2007,NUTS,2010,DEA13,3,6.704
2008,NUTS,2010,DEA13,3,1.958
2009,NUTS,2010,DEA13,3,3.743
2010,NUTS,2010,DEA13,3,0.347
2011,NUTS,2010,DEA13,3,0.731
2012,NUTS,2010,DEA13,3,1.447
2000,NUTS,2010,DEA14,3,14.477
2001,NUTS,2010,DEA14,3,12.588
2002,NUTS,2010,DEA14,3,17.157
2003,NUTS,2010,DEA14,3,9.532
2005,NUTS,2010,DEA14,3,2.015
2006,NUTS,2010,DEA14,3,4.922
2007,NUTS,2010,DEA14,3,15.816
2008,NUTS,2010,DEA14,3,1.395
2009,NUTS,2010,DEA14,3,8.717
2010,NUTS,2010,DEA14,3,11.214
2011,NUTS,2010,DEA14,3,3.02
2012,NUTS,2010,DEA14,3,1.067
2000,NUTS,2010,DEA15,3,5.271
2001,NUTS,2010,DEA15,3,14.98
2002,NUTS,2010,DEA15,3,4.449
2003,NUTS,2010,DEA15,3,12.048
2004,NUTS,2010,DEA15,3,3.811
2006,NUTS,2010,DEA15,3,1.912
2007,NUTS,2010,DEA15,3,0.958
2008,NUTS,2010,DEA15,3,2.692
2012,NUTS,2010,DEA15,3,1.944
2000,NUTS,2010,DEA16,3,14.894
2001,NUTS,2010,DEA16,3,19.264
2002,NUTS,2010,DEA16,3,25.126
2003,NUTS,2010,DEA16,3,34.501
2004,NUTS,2010,DEA16,3,8.141
2005,NUTS,2010,DEA16,3,1.174
2006,NUTS,2010,DEA16,3,3.943
2007,NUTS,2010,DEA16,3,7.26
2009,NUTS,2010,DEA16,3,1.188
2010,NUTS,2010,DEA16,3,4.001
2012,NUTS,2010,DEA16,3,5.982
2000,NUTS,2010,DEA17,3,14.032
2001,NUTS,2010,DEA17,3,5.987
2002,NUTS,2010,DEA17,3,4.287
2003,NUTS,2010,DEA17,3,6.02
2004,NUTS,2010,DEA17,3,5.681
2005,NUTS,2010,DEA17,3,6.475
2006,NUTS,2010,DEA17,3,3.335
2007,NUTS,2010,DEA17,3,1.146
2009,NUTS,2010,DEA17,3,0.927
2000,NUTS,2010,DEA18,3,2.747
2001,NUTS,2010,DEA18,3,8.383
2002,NUTS,2010,DEA18,3,16.842
2011,NUTS,2010,DEA18,3,6.783
2000,NUTS,2010,DEA19,3,1.993
2002,NUTS,2010,DEA19,3,0.667
2003,NUTS,2010,DEA19,3,5.585
2005,NUTS,2010,DEA19,3,3.045
2006,NUTS,2010,DEA19,3,1.528
2010,NUTS,2010,DEA19,3,6.211
2012,NUTS,2010,DEA19,3,2.066
2000,NUTS,2010,DEA1A,3,13.361
2001,NUTS,2010,DEA1A,3,5.649
2002,NUTS,2010,DEA1A,3,9.979
2003,NUTS,2010,DEA1A,3,10.948
2004,NUTS,2010,DEA1A,3,9.858
2005,NUTS,2010,DEA1A,3,8.779
2006,NUTS,2010,DEA1A,3,4.148
2007,NUTS,2010,DEA1A,3,7.423
2008,NUTS,2010,DEA1A,3,1.403
2009,NUTS,2010,DEA1A,3,1.415
2010,NUTS,2010,DEA1A,3,5.868
2011,NUTS,2010,DEA1A,3,4.346
2012,NUTS,2010,DEA1A,3,7.669
2000,NUTS,2010,DEA1B,3,8.132
2001,NUTS,2010,DEA1B,3,5.011
2002,NUTS,2010,DEA1B,3,3.975
2003,NUTS,2010,DEA1B,3,9.37
2004,NUTS,2010,DEA1B,3,1.08
2005,NUTS,2010,DEA1B,3,2.575
2006,NUTS,2010,DEA1B,3,0.812
2007,NUTS,2010,DEA1B,3,2.757
2008,NUTS,2010,DEA1B,3,3.237
2009,NUTS,2010,DEA1B,3,1.07
2012,NUTS,2010,DEA1B,3,1.623
2000,NUTS,2010,DEA1C,3,21.83
2001,NUTS,2010,DEA1C,3,14.241
2002,NUTS,2010,DEA1C,3,8.664
2003,NUTS,2010,DEA1C,3,10.989
2004,NUTS,2010,DEA1C,3,9.977
2005,NUTS,2010,DEA1C,3,8.003
2006,NUTS,2010,DEA1C,3,15.189
2007,NUTS,2010,DEA1C,3,7.607
2008,NUTS,2010,DEA1C,3,6.474
2009,NUTS,2010,DEA1C,3,5.669
2010,NUTS,2010,DEA1C,3,10.152
2011,NUTS,2010,DEA1C,3,2.02
2012,NUTS,2010,DEA1C,3,2.022
2000,NUTS,2010,DEA1D,3,18.236
2001,NUTS,2010,DEA1D,3,11.783
2002,NUTS,2010,DEA1D,3,8.279
2003,NUTS,2010,DEA1D,3,8.421
2004,NUTS,2010,DEA1D,3,10.464
2005,NUTS,2010,DEA1D,3,17.925
2006,NUTS,2010,DEA1D,3,9.927
2007,NUTS,2010,DEA1D,3,6.184
2008,NUTS,2010,DEA1D,3,10.866
2009,NUTS,2010,DEA1D,3,18.868
2010,NUTS,2010,DEA1D,3,17.738
2011,NUTS,2010,DEA1D,3,3.271
2012,NUTS,2010,DEA1D,3,6.196
2000,NUTS,2010,DEA1E,3,9.191
2001,NUTS,2010,DEA1E,3,0.665
2002,NUTS,2010,DEA1E,3,7.067
2003,NUTS,2010,DEA1E,3,4.77
2004,NUTS,2010,DEA1E,3,4.113
2005,NUTS,2010,DEA1E,3,13.702
2006,NUTS,2010,DEA1E,3,13.152
2007,NUTS,2010,DEA1E,3,7.973
2008,NUTS,2010,DEA1E,3,4.385
2009,NUTS,2010,DEA1E,3,4.956
2010,NUTS,2010,DEA1E,3,6.262
2011,NUTS,2010,DEA1E,3,6.657
2012,NUTS,2010,DEA1E,3,1.101
2000,NUTS,2010,DEA1F,3,17.83
2001,NUTS,2010,DEA1F,3,15.367
2002,NUTS,2010,DEA1F,3,18.835
2003,NUTS,2010,DEA1F,3,11.655
2004,NUTS,2010,DEA1F,3,6.283
2005,NUTS,2010,DEA1F,3,7.943
2006,NUTS,2010,DEA1F,3,1.931
2007,NUTS,2010,DEA1F,3,12.263
2008,NUTS,2010,DEA1F,3,2.11
2009,NUTS,2010,DEA1F,3,2.647
2010,NUTS,2010,DEA1F,3,4.954
2011,NUTS,2010,DEA1F,3,12.099
2012,NUTS,2010,DEA1F,3,3.21
2000,NUTS,2010,DEA2,2,25.64
2001,NUTS,2010,DEA2,2,31.206
2002,NUTS,2010,DEA2,2,25.098
2003,NUTS,2010,DEA2,2,28.889
2004,NUTS,2010,DEA2,2,26.593
2005,NUTS,2010,DEA2,2,21.749
2006,NUTS,2010,DEA2,2,12.99
2007,NUTS,2010,DEA2,2,12.644
2008,NUTS,2010,DEA2,2,15.263
2009,NUTS,2010,DEA2,2,17.411
2010,NUTS,2010,DEA2,2,12.948
2011,NUTS,2010,DEA2,2,12.238
2012,NUTS,2010,DEA2,2,7.218
2000,NUTS,2010,DEA22,3,9.699
2001,NUTS,2010,DEA22,3,34.442
2002,NUTS,2010,DEA22,3,18.725
2003,NUTS,2010,DEA22,3,19.811
2004,NUTS,2010,DEA22,3,19.289
2005,NUTS,2010,DEA22,3,30.038
2006,NUTS,2010,DEA22,3,13.33
2007,NUTS,2010,DEA22,3,27.999
2008,NUTS,2010,DEA22,3,38.272
2009,NUTS,2010,DEA22,3,52.335
2010,NUTS,2010,DEA22,3,31.797
2011,NUTS,2010,DEA22,3,35.488
2012,NUTS,2010,DEA22,3,14.943
2000,NUTS,2010,DEA23,3,3.252
2001,NUTS,2010,DEA23,3,5.712
2002,NUTS,2010,DEA23,3,0.651
2003,NUTS,2010,DEA23,3,2.065
2004,NUTS,2010,DEA23,3,5.062
2005,NUTS,2010,DEA23,3,6.899
2006,NUTS,2010,DEA23,3,5.064
2007,NUTS,2010,DEA23,3,8.416
2008,NUTS,2010,DEA23,3,3.868
2009,NUTS,2010,DEA23,3,10.026
2010,NUTS,2010,DEA23,3,10.55
2011,NUTS,2010,DEA23,3,6.583
2012,NUTS,2010,DEA23,3,5.053
2000,NUTS,2010,DEA24,3,1.057
2005,NUTS,2010,DEA24,3,2.042
2006,NUTS,2010,DEA24,3,6.202
2007,NUTS,2010,DEA24,3,7.748
2008,NUTS,2010,DEA24,3,3.099
2009,NUTS,2010,DEA24,3,6.199
2010,NUTS,2010,DEA24,3,5.417
2011,NUTS,2010,DEA24,3,3.11
2012,NUTS,2010,DEA24,3,5.149
2000,NUTS,2010,DEA26,3,9.683
2001,NUTS,2010,DEA26,3,25.432
2002,NUTS,2010,DEA26,3,15.014
2003,NUTS,2010,DEA26,3,16.515
2004,NUTS,2010,DEA26,3,17.403
2005,NUTS,2010,DEA26,3,2.565
2006,NUTS,2010,DEA26,3,14.497
2007,NUTS,2010,DEA26,3,5.832
2008,NUTS,2010,DEA26,3,3.251
2009,NUTS,2010,DEA26,3,16.32
2010,NUTS,2010,DEA26,3,16.23
2011,NUTS,2010,DEA26,3,16.51
2012,NUTS,2010,DEA26,3,7.787
2000,NUTS,2010,DEA27,3,11.05
2001,NUTS,2010,DEA27,3,7.684
2002,NUTS,2010,DEA27,3,4.559
2003,NUTS,2010,DEA27,3,3.992
2004,NUTS,2010,DEA27,3,6.864
2005,NUTS,2010,DEA27,3,10.802
2007,NUTS,2010,DEA27,3,1.08
2009,NUTS,2010,DEA27,3,2.026
2010,NUTS,2010,DEA27,3,1.315
2011,NUTS,2010,DEA27,3,0.711
2012,NUTS,2010,DEA27,3,2.814
2000,NUTS,2010,DEA28,3,3.566
2006,NUTS,2010,DEA28,3,5.173
2012,NUTS,2010,DEA28,3,2.623
2000,NUTS,2010,DEA29,3,8.74
2001,NUTS,2010,DEA29,3,10.463
2004,NUTS,2010,DEA29,3,2.932
2005,NUTS,2010,DEA29,3,12.726
2008,NUTS,2010,DEA29,3,4.867
2011,NUTS,2010,DEA29,3,5.727
2012,NUTS,2010,DEA29,3,1.962
2000,NUTS,2010,DEA2A,3,5.936
2001,NUTS,2010,DEA2A,3,8.675
2002,NUTS,2010,DEA2A,3,6.735
2003,NUTS,2010,DEA2A,3,19.927
2004,NUTS,2010,DEA2A,3,5.684
2005,NUTS,2010,DEA2A,3,5.161
2006,NUTS,2010,DEA2A,3,9.212
2007,NUTS,2010,DEA2A,3,2.739
2008,NUTS,2010,DEA2A,3,3.487
2009,NUTS,2010,DEA2A,3,2.352
2010,NUTS,2010,DEA2A,3,5.909
2011,NUTS,2010,DEA2A,3,2.386
2012,NUTS,2010,DEA2A,3,10.732
2000,NUTS,2010,DEA2B,3,14.508
2001,NUTS,2010,DEA2B,3,18.441
2002,NUTS,2010,DEA2B,3,7.233
2003,NUTS,2010,DEA2B,3,18.591
2004,NUTS,2010,DEA2B,3,5.488
2005,NUTS,2010,DEA2B,3,1.79
2006,NUTS,2010,DEA2B,3,3.583
2008,NUTS,2010,DEA2B,3,2.982
2009,NUTS,2010,DEA2B,3,6.591
2010,NUTS,2010,DEA2B,3,4.473
2011,NUTS,2010,DEA2B,3,9.678
2012,NUTS,2010,DEA2B,3,6.337
2000,NUTS,2010,DEA2C,3,13.953
2001,NUTS,2010,DEA2C,3,16.361
2002,NUTS,2010,DEA2C,3,7.289
2003,NUTS,2010,DEA2C,3,8.015
2004,NUTS,2010,DEA2C,3,4.213
2005,NUTS,2010,DEA2C,3,12.019
2006,NUTS,2010,DEA2C,3,5.436
2007,NUTS,2010,DEA2C,3,21.176
2008,NUTS,2010,DEA2C,3,5.292
2009,NUTS,2010,DEA2C,3,10.13
2010,NUTS,2010,DEA2C,3,11.664
2011,NUTS,2010,DEA2C,3,2.422
2012,NUTS,2010,DEA2C,3,3.714
2011,NUTS,2010,DEA2D,3,42.583
2012,NUTS,2010,DEA2D,3,16.884
2000,NUTS,2010,DEA3,2,11.948
2001,NUTS,2010,DEA3,2,11.331
2002,NUTS,2010,DEA3,2,11.529
2003,NUTS,2010,DEA3,2,8.71
2004,NUTS,2010,DEA3,2,4.376
2005,NUTS,2010,DEA3,2,5.597
2006,NUTS,2010,DEA3,2,4.595
2007,NUTS,2010,DEA3,2,4.78
2008,NUTS,2010,DEA3,2,5.745
2009,NUTS,2010,DEA3,2,4.575
2010,NUTS,2010,DEA3,2,3.407
2011,NUTS,2010,DEA3,2,4.957
2012,NUTS,2010,DEA3,2,2.652
2000,NUTS,2010,DEA31,3,23.37
2002,NUTS,2010,DEA31,3,17.139
2003,NUTS,2010,DEA31,3,4.141
2005,NUTS,2010,DEA31,3,2.752
2006,NUTS,2010,DEA31,3,2.095
2007,NUTS,2010,DEA31,3,1.177
2011,NUTS,2010,DEA31,3,4.282
2000,NUTS,2010,DEA32,3,3.546
2001,NUTS,2010,DEA32,3,4.772
2002,NUTS,2010,DEA32,3,4.3
2003,NUTS,2010,DEA32,3,1.2
2004,NUTS,2010,DEA32,3,1.211
2005,NUTS,2010,DEA32,3,4.739
2006,NUTS,2010,DEA32,3,2.387
2010,NUTS,2010,DEA32,3,3.85
2000,NUTS,2010,DEA33,3,7.557
2001,NUTS,2010,DEA33,3,1.882
2002,NUTS,2010,DEA33,3,0.749
2003,NUTS,2010,DEA33,3,6.507
2004,NUTS,2010,DEA33,3,3.709
2005,NUTS,2010,DEA33,3,3.407
2006,NUTS,2010,DEA33,3,1.846
2007,NUTS,2010,DEA33,3,0.919
2011,NUTS,2010,DEA33,3,1.179
2012,NUTS,2010,DEA33,3,1.714
2000,NUTS,2010,DEA34,3,44.378
2001,NUTS,2010,DEA34,3,36.71
2002,NUTS,2010,DEA34,3,31.337
2003,NUTS,2010,DEA34,3,29.956
2004,NUTS,2010,DEA34,3,15.381
2005,NUTS,2010,DEA34,3,16.492
2006,NUTS,2010,DEA34,3,18.287
2007,NUTS,2010,DEA34,3,21.786
2008,NUTS,2010,DEA34,3,24.392
2009,NUTS,2010,DEA34,3,13.961
2010,NUTS,2010,DEA34,3,5.005
2011,NUTS,2010,DEA34,3,12.174
2012,NUTS,2010,DEA34,3,2.709
2000,NUTS,2010,DEA35,3,3.76
2001,NUTS,2010,DEA35,3,10.47
2003,NUTS,2010,DEA35,3,4.575
2007,NUTS,2010,DEA35,3,1.49
2008,NUTS,2010,DEA35,3,1.491
2009,NUTS,2010,DEA35,3,9.064
2010,NUTS,2010,DEA35,3,3.768
2011,NUTS,2010,DEA35,3,3.048
2012,NUTS,2010,DEA35,3,1.508
2000,NUTS,2010,DEA36,3,10.266
2001,NUTS,2010,DEA36,3,14.036
2002,NUTS,2010,DEA36,3,10.731
2003,NUTS,2010,DEA36,3,7.581
2004,NUTS,2010,DEA36,3,4.652
2005,NUTS,2010,DEA36,3,5.745
2006,NUTS,2010,DEA36,3,4.532
2007,NUTS,2010,DEA36,3,4.259
2008,NUTS,2010,DEA36,3,5.001
2009,NUTS,2010,DEA36,3,5.895
2010,NUTS,2010,DEA36,3,5.533
2011,NUTS,2010,DEA36,3,6.727
2012,NUTS,2010,DEA36,3,4.093
2000,NUTS,2010,DEA37,3,4.046
2001,NUTS,2010,DEA37,3,2.047
2002,NUTS,2010,DEA37,3,2.285
2003,NUTS,2010,DEA37,3,1.272
2005,NUTS,2010,DEA37,3,2.641
2006,NUTS,2010,DEA37,3,1.441
2008,NUTS,2010,DEA37,3,3.258
2009,NUTS,2010,DEA37,3,2.25
2010,NUTS,2010,DEA37,3,3.764
2011,NUTS,2010,DEA37,3,5.932
2012,NUTS,2010,DEA37,3,2.261
2000,NUTS,2010,DEA38,3,0.61
2001,NUTS,2010,DEA38,3,7.845
2002,NUTS,2010,DEA38,3,25.967
2003,NUTS,2010,DEA38,3,10.029
2004,NUTS,2010,DEA38,3,5.222
2005,NUTS,2010,DEA38,3,4.231
2006,NUTS,2010,DEA38,3,1.164
2007,NUTS,2010,DEA38,3,3.537
2008,NUTS,2010,DEA38,3,3.551
2012,NUTS,2010,DEA38,3,5.414
2000,NUTS,2010,DEA4,2,10.007
2001,NUTS,2010,DEA4,2,5.497
2002,NUTS,2010,DEA4,2,10.285
2003,NUTS,2010,DEA4,2,13.541
2004,NUTS,2010,DEA4,2,10.981
2005,NUTS,2010,DEA4,2,11.812
2006,NUTS,2010,DEA4,2,8.508
2007,NUTS,2010,DEA4,2,8.255
2008,NUTS,2010,DEA4,2,7.838
2009,NUTS,2010,DEA4,2,5.569
2010,NUTS,2010,DEA4,2,5.668
2011,NUTS,2010,DEA4,2,4.479
2012,NUTS,2010,DEA4,2,7.497
2000,NUTS,2010,DEA41,3,2.585
2001,NUTS,2010,DEA41,3,2.58
2002,NUTS,2010,DEA41,3,10.298
2003,NUTS,2010,DEA41,3,21.058
2004,NUTS,2010,DEA41,3,8.555
2005,NUTS,2010,DEA41,3,4.055
2006,NUTS,2010,DEA41,3,4.068
2007,NUTS,2010,DEA41,3,1.013
2010,NUTS,2010,DEA41,3,3.095
2011,NUTS,2010,DEA41,3,0.619
2012,NUTS,2010,DEA41,3,3.092
2000,NUTS,2010,DEA42,3,1.954
2001,NUTS,2010,DEA42,3,4.343
2002,NUTS,2010,DEA42,3,10.059
2003,NUTS,2010,DEA42,3,6.263
2004,NUTS,2010,DEA42,3,16.632
2005,NUTS,2010,DEA42,3,10.868
2006,NUTS,2010,DEA42,3,7.558
2007,NUTS,2010,DEA42,3,6.581
2008,NUTS,2010,DEA42,3,11.602
2009,NUTS,2010,DEA42,3,1.413
2010,NUTS,2010,DEA42,3,14.144
2011,NUTS,2010,DEA42,3,6.219
2012,NUTS,2010,DEA42,3,2.82
2000,NUTS,2010,DEA43,3,3.938
2001,NUTS,2010,DEA43,3,3.258
2002,NUTS,2010,DEA43,3,2.506
2003,NUTS,2010,DEA43,3,6.919
2004,NUTS,2010,DEA43,3,5.21
2005,NUTS,2010,DEA43,3,3.923
2006,NUTS,2010,DEA43,3,1.297
2008,NUTS,2010,DEA43,3,6.918
2009,NUTS,2010,DEA43,3,3.975
2010,NUTS,2010,DEA43,3,2.677
2011,NUTS,2010,DEA43,3,2.811
2000,NUTS,2010,DEA44,3,2.12
2002,NUTS,2010,DEA44,3,2.122
2005,NUTS,2010,DEA44,3,25.925
2006,NUTS,2010,DEA44,3,6.513
2007,NUTS,2010,DEA44,3,14.414
2008,NUTS,2010,DEA44,3,7.734
2009,NUTS,2010,DEA44,3,2.203
2010,NUTS,2010,DEA44,3,6.062
2011,NUTS,2010,DEA44,3,6.796
2012,NUTS,2010,DEA44,3,20.563
2000,NUTS,2010,DEA45,3,8.907
2001,NUTS,2010,DEA45,3,2.74
2002,NUTS,2010,DEA45,3,10.795
2003,NUTS,2010,DEA45,3,15.012
2004,NUTS,2010,DEA45,3,11.657
2005,NUTS,2010,DEA45,3,13.792
2006,NUTS,2010,DEA45,3,22.696
2007,NUTS,2010,DEA45,3,12.333
2008,NUTS,2010,DEA45,3,15.549
2009,NUTS,2010,DEA45,3,6.335
2010,NUTS,2010,DEA45,3,2.068
2011,NUTS,2010,DEA45,3,4.841
2012,NUTS,2010,DEA45,3,11.942
2000,NUTS,2010,DEA46,3,3.882
2001,NUTS,2010,DEA46,3,2.571
2004,NUTS,2010,DEA46,3,4.64
2005,NUTS,2010,DEA46,3,6.447
2006,NUTS,2010,DEA46,3,0.776
2007,NUTS,2010,DEA46,3,5.455
2009,NUTS,2010,DEA46,3,6.296
2010,NUTS,2010,DEA46,3,6.08
2011,NUTS,2010,DEA46,3,1.814
2012,NUTS,2010,DEA46,3,12.812
2000,NUTS,2010,DEA47,3,45.712
2001,NUTS,2010,DEA47,3,21.702
2002,NUTS,2010,DEA47,3,32.359
2003,NUTS,2010,DEA47,3,39.843
2004,NUTS,2010,DEA47,3,23.808
2005,NUTS,2010,DEA47,3,24.288
2006,NUTS,2010,DEA47,3,12.822
2007,NUTS,2010,DEA47,3,20.058
2008,NUTS,2010,DEA47,3,11.913
2009,NUTS,2010,DEA47,3,17.834
2010,NUTS,2010,DEA47,3,4.58
2011,NUTS,2010,DEA47,3,9.239
2012,NUTS,2010,DEA47,3,6.908
2000,NUTS,2010,DEA5,2,11.979
2001,NUTS,2010,DEA5,2,10.888
2002,NUTS,2010,DEA5,2,9.957
2003,NUTS,2010,DEA5,2,7.088
2004,NUTS,2010,DEA5,2,8.028
2005,NUTS,2010,DEA5,2,5.449
2006,NUTS,2010,DEA5,2,7.377
2007,NUTS,2010,DEA5,2,7.72
2008,NUTS,2010,DEA5,2,4.799
2009,NUTS,2010,DEA5,2,5.738
2010,NUTS,2010,DEA5,2,10.348
2011,NUTS,2010,DEA5,2,11.173
2012,NUTS,2010,DEA5,2,8.191
2000,NUTS,2010,DEA51,3,34.901
2001,NUTS,2010,DEA51,3,24.62
2002,NUTS,2010,DEA51,3,26.379
2003,NUTS,2010,DEA51,3,9.36
2004,NUTS,2010,DEA51,3,19.805
2005,NUTS,2010,DEA51,3,8.372
2006,NUTS,2010,DEA51,3,6.561
2007,NUTS,2010,DEA51,3,10.372
2008,NUTS,2010,DEA51,3,9.619
2009,NUTS,2010,DEA51,3,22.848
2010,NUTS,2010,DEA51,3,28.646
2011,NUTS,2010,DEA51,3,19.667
2012,NUTS,2010,DEA51,3,11.872
2000,NUTS,2010,DEA52,3,7.336
2001,NUTS,2010,DEA52,3,17.64
2002,NUTS,2010,DEA52,3,11.982
2003,NUTS,2010,DEA52,3,6.449
2004,NUTS,2010,DEA52,3,3.816
2005,NUTS,2010,DEA52,3,6.931
2006,NUTS,2010,DEA52,3,11.782
2007,NUTS,2010,DEA52,3,9.292
2008,NUTS,2010,DEA52,3,6.253
2009,NUTS,2010,DEA52,3,5.27
2010,NUTS,2010,DEA52,3,11.233
2011,NUTS,2010,DEA52,3,17.228
2012,NUTS,2010,DEA52,3,18.797
2002,NUTS,2010,DEA53,3,3.712
2003,NUTS,2010,DEA53,3,1.641
2004,NUTS,2010,DEA53,3,14.147
2005,NUTS,2010,DEA53,3,3.521
2006,NUTS,2010,DEA53,3,9.039
2007,NUTS,2010,DEA53,3,7.87
2008,NUTS,2010,DEA53,3,0.877
2010,NUTS,2010,DEA53,3,5.26
2011,NUTS,2010,DEA53,3,9.707
2012,NUTS,2010,DEA53,3,5.335
2000,NUTS,2010,DEA54,3,7.316
2001,NUTS,2010,DEA54,3,8.222
2003,NUTS,2010,DEA54,3,1.084
2010,NUTS,2010,DEA54,3,6.053
2012,NUTS,2010,DEA54,3,1.812
2001,NUTS,2010,DEA55,3,4.985
2002,NUTS,2010,DEA55,3,4.138
2003,NUTS,2010,DEA55,3,5.759
2004,NUTS,2010,DEA55,3,14.346
2005,NUTS,2010,DEA55,3,2.91
2006,NUTS,2010,DEA55,3,5.848
2007,NUTS,2010,DEA55,3,9.824
2008,NUTS,2010,DEA55,3,4.452
2010,NUTS,2010,DEA55,3,7.547
2011,NUTS,2010,DEA55,3,10.5
2012,NUTS,2010,DEA55,3,6.089
2000,NUTS,2010,DEA56,3,26.55
2001,NUTS,2010,DEA56,3,12.201
2002,NUTS,2010,DEA56,3,15.972
2003,NUTS,2010,DEA56,3,15.47
2004,NUTS,2010,DEA56,3,4.334
2005,NUTS,2010,DEA56,3,8.323
2006,NUTS,2010,DEA56,3,5.049
2007,NUTS,2010,DEA56,3,10.659
2008,NUTS,2010,DEA56,3,6.648
2010,NUTS,2010,DEA56,3,10.667
2011,NUTS,2010,DEA56,3,6.394
2012,NUTS,2010,DEA56,3,5.063
2000,NUTS,2010,DEA57,3,6.783
2003,NUTS,2010,DEA57,3,0.783
2004,NUTS,2010,DEA57,3,2.506
2007,NUTS,2010,DEA57,3,5.009
2010,NUTS,2010,DEA57,3,0.926
2012,NUTS,2010,DEA57,3,1.244
2000,NUTS,2010,DEA58,3,4.351
2001,NUTS,2010,DEA58,3,2.995
2002,NUTS,2010,DEA58,3,11.311
2003,NUTS,2010,DEA58,3,6.949
2004,NUTS,2010,DEA58,3,16.594
2005,NUTS,2010,DEA58,3,9.193
2006,NUTS,2010,DEA58,3,15.775
2007,NUTS,2010,DEA58,3,17.437
2008,NUTS,2010,DEA58,3,9.894
2009,NUTS,2010,DEA58,3,2.284
2010,NUTS,2010,DEA58,3,15.414
2011,NUTS,2010,DEA58,3,15.5
