year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_rse_fte_t
2012,NUTS,2010,FR81,2,8440.0
2013,NUTS,2010,FR81,2,8679.0
2011,NUTS,2010,FR82,2,17461.0
2012,NUTS,2010,FR82,2,18230.0
2013,NUTS,2010,FR82,2,20338.0
2011,NUTS,2010,FR83,2,207.0
2012,NUTS,2010,FR83,2,190.0
2013,NUTS,2010,FR83,2,194.0
2011,NUTS,2010,FRA,1,1201.0
2012,NUTS,2010,FRA,1,1400.0
2013,NUTS,2010,FRA,1,1566.0
2011,NUTS,2010,FRZ,1,2380.0
2012,NUTS,2010,FRZ,1,384.0
2013,NUTS,2010,FRZ,1,2971.0
2011,NUTS,2010,FRZZ,2,2380.0
2012,NUTS,2010,FRZZ,2,384.0
2013,NUTS,2010,FRZZ,2,2971.0
2011,NUTS,2010,HR,0,6847.0
2012,NUTS,2010,HR,0,6688.0
2013,NUTS,2010,HR,0,6529.0
2014,NUTS,2010,HR,0,6117.0
2015,NUTS,2010,HR,0,6367.0
2016,NUTS,2010,HR,0,7788.0
2017,NUTS,2010,HR,0,7815.0
2018,NUTS,2010,HR,0,7985.0
2019,NUTS,2010,HR,0,8820.0
2020,NUTS,2010,HR,0,9113.0
2011,NUTS,2010,HR0,1,6847.0
2012,NUTS,2010,HR0,1,6688.0
2013,NUTS,2010,HR0,1,6529.0
2014,NUTS,2010,HR0,1,6117.0
2015,NUTS,2010,HR0,1,6367.0
2016,NUTS,2010,HR0,1,7788.0
2017,NUTS,2010,HR0,1,7815.0
2018,NUTS,2010,HR0,1,7985.0
2019,NUTS,2010,HR0,1,8820.0
2020,NUTS,2010,HR0,1,9113.0
2020,NUTS,2010,HR02,2,710.0
2011,NUTS,2010,HR03,2,1473.0
2012,NUTS,2010,HR03,2,1472.0
2013,NUTS,2010,HR03,2,1411.0
2014,NUTS,2010,HR03,2,1373.0
2015,NUTS,2010,HR03,2,1339.0
2016,NUTS,2010,HR03,2,1608.0
2017,NUTS,2010,HR03,2,1586.0
2018,NUTS,2010,HR03,2,1526.0
2019,NUTS,2010,HR03,2,1856.0
2020,NUTS,2010,HR03,2,1937.0
2011,NUTS,2010,HR04,2,5374.0
2012,NUTS,2010,HR04,2,5213.0
2013,NUTS,2010,HR04,2,5118.0
2014,NUTS,2010,HR04,2,4745.0
2015,NUTS,2010,HR04,2,5028.0
2016,NUTS,2010,HR04,2,6180.0
2017,NUTS,2010,HR04,2,6229.0
2018,NUTS,2010,HR04,2,6460.0
2019,NUTS,2010,HR04,2,6965.0
2020,NUTS,2010,HR05,2,5688.0
2020,NUTS,2010,HR06,2,779.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,23019.0
2012,NUTS,2010,HU,0,23837.0
2013,NUTS,2010,HU,0,25038.0
2014,NUTS,2010,HU,0,26213.0
2015,NUTS,2010,HU,0,25316.0
2016,NUTS,2010,HU,0,25804.0
2017,NUTS,2010,HU,0,28426.0
2018,NUTS,2010,HU,0,37606.0
2019,NUTS,2010,HU,0,39295.0
2020,NUTS,2010,HU,0,42099.0
2011,NUTS,2010,HU1,1,15145.0
2012,NUTS,2010,HU1,1,15467.0
2013,NUTS,2010,HU1,1,16262.0
2014,NUTS,2010,HU1,1,17886.0
2015,NUTS,2010,HU1,1,17518.0
2016,NUTS,2010,HU1,1,17900.0
2017,NUTS,2010,HU1,1,19497.0
2018,NUTS,2010,HU1,1,25225.0
2019,NUTS,2010,HU1,1,26450.0
2011,NUTS,2010,HU10,2,15145.0
2012,NUTS,2010,HU10,2,15467.0
2013,NUTS,2010,HU10,2,16262.0
2014,NUTS,2010,HU10,2,17886.0
2015,NUTS,2010,HU10,2,17518.0
2016,NUTS,2010,HU10,2,17900.0
2017,NUTS,2010,HU11,2,17941.0
2018,NUTS,2010,HU11,2,22955.0
2019,NUTS,2010,HU11,2,24238.0
2017,NUTS,2010,HU12,2,1556.0
2018,NUTS,2010,HU12,2,2270.0
2019,NUTS,2010,HU12,2,2212.0
2011,NUTS,2010,HU2,1,3364.0
2012,NUTS,2010,HU2,1,3735.0
2013,NUTS,2010,HU2,1,4058.0
2014,NUTS,2010,HU2,1,3841.0
2015,NUTS,2010,HU2,1,3526.0
2016,NUTS,2010,HU2,1,3650.0
2017,NUTS,2010,HU2,1,4224.0
2018,NUTS,2010,HU2,1,6293.0
2019,NUTS,2010,HU2,1,6232.0
2011,NUTS,2010,HU21,2,1341.0
2012,NUTS,2010,HU21,2,1728.0
2013,NUTS,2010,HU21,2,1867.0
2014,NUTS,2010,HU21,2,1813.0
2015,NUTS,2010,HU21,2,1788.0
2016,NUTS,2010,HU21,2,1846.0
2017,NUTS,2010,HU21,2,2026.0
2018,NUTS,2010,HU21,2,2479.0
2019,NUTS,2010,HU21,2,2615.0
2011,NUTS,2010,HU22,2,1035.0
2012,NUTS,2010,HU22,2,1085.0
2013,NUTS,2010,HU22,2,1270.0
2014,NUTS,2010,HU22,2,1124.0
2015,NUTS,2010,HU22,2,1021.0
2016,NUTS,2010,HU22,2,1026.0
2017,NUTS,2010,HU22,2,1219.0
2018,NUTS,2010,HU22,2,1962.0
2019,NUTS,2010,HU22,2,1994.0
2011,NUTS,2010,HU23,2,988.0
2012,NUTS,2010,HU23,2,922.0
2013,NUTS,2010,HU23,2,921.0
2014,NUTS,2010,HU23,2,904.0
2015,NUTS,2010,HU23,2,717.0
2016,NUTS,2010,HU23,2,778.0
2017,NUTS,2010,HU23,2,979.0
2018,NUTS,2010,HU23,2,1852.0
2019,NUTS,2010,HU23,2,1623.0
2011,NUTS,2010,HU3,1,4510.0
2012,NUTS,2010,HU3,1,4635.0
2013,NUTS,2010,HU3,1,4718.0
2014,NUTS,2010,HU3,1,4486.0
2015,NUTS,2010,HU3,1,4272.0
2016,NUTS,2010,HU3,1,4254.0
2017,NUTS,2010,HU3,1,4705.0
2018,NUTS,2010,HU3,1,6088.0
2019,NUTS,2010,HU3,1,6613.0
2011,NUTS,2010,HU31,2,921.0
2012,NUTS,2010,HU31,2,975.0
2013,NUTS,2010,HU31,2,918.0
2014,NUTS,2010,HU31,2,830.0
2015,NUTS,2010,HU31,2,800.0
2016,NUTS,2010,HU31,2,792.0
2017,NUTS,2010,HU31,2,990.0
2018,NUTS,2010,HU31,2,1142.0
2019,NUTS,2010,HU31,2,1341.0
2011,NUTS,2010,HU32,2,1667.0
2012,NUTS,2010,HU32,2,1756.0
2013,NUTS,2010,HU32,2,1685.0
2014,NUTS,2010,HU32,2,1583.0
2015,NUTS,2010,HU32,2,1567.0
2016,NUTS,2010,HU32,2,1589.0
2017,NUTS,2010,HU32,2,1698.0
2018,NUTS,2010,HU32,2,2112.0
2019,NUTS,2010,HU32,2,2213.0
2011,NUTS,2010,HU33,2,1922.0
2012,NUTS,2010,HU33,2,1904.0
2013,NUTS,2010,HU33,2,2115.0
2014,NUTS,2010,HU33,2,2073.0
2015,NUTS,2010,HU33,2,1905.0
2016,NUTS,2010,HU33,2,1873.0
2017,NUTS,2010,HU33,2,2017.0
2018,NUTS,2010,HU33,2,2834.0
2019,NUTS,2010,HU33,2,3059.0
2011,NUTS,2010,IE,0,15269.0
2012,NUTS,2010,IE,0,22368.0
2013,NUTS,2010,IE,0,23707.0
2014,NUTS,2010,IE,0,24543.0
2015,NUTS,2010,IE,0,22227.0
2016,NUTS,2010,IE,0,24316.0
2017,NUTS,2010,IE,0,24445.0
2018,NUTS,2010,IE,0,22808.0
2019,NUTS,2010,IE,0,23537.0
2020,NUTS,2010,IE,0,23549.0
2011,NUTS,2010,IE0,1,15269.0
2013,NUTS,2010,IE0,1,16844.0
2015,NUTS,2010,IE0,1,25001.0
2017,NUTS,2010,IE0,1,25776.0
2011,NUTS,2010,IE01,2,2894.0
2013,NUTS,2010,IE01,2,3176.0
2015,NUTS,2010,IE01,2,2473.0
2017,NUTS,2010,IE01,2,4566.0
2011,NUTS,2010,IE02,2,12375.0
2013,NUTS,2010,IE02,2,13668.0
2015,NUTS,2010,IE02,2,22528.0
2017,NUTS,2010,IE02,2,21210.0
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,2258.0
2013,NUTS,2010,IS,0,1848.0
2015,NUTS,2010,IS,0,1944.0
2016,NUTS,2010,IS,0,2206.0
2017,NUTS,2010,IS,0,2050.0
2018,NUTS,2010,IS,0,2050.0
2011,NUTS,2010,IT,0,106151.0
2012,NUTS,2010,IT,0,110695.0
2013,NUTS,2010,IT,0,116163.0
2014,NUTS,2010,IT,0,118183.0
2015,NUTS,2010,IT,0,125875.0
2016,NUTS,2010,IT,0,133706.0
2017,NUTS,2010,IT,0,140378.0
2018,NUTS,2010,IT,0,152307.0
2019,NUTS,2010,IT,0,160824.0
2020,NUTS,2010,IT,0,161544.0
2011,NUTS,2010,ITC,1,35159.0
2012,NUTS,2010,ITC,1,35915.0
2013,NUTS,2010,ITC,1,36999.0
2014,NUTS,2010,ITC,1,38130.0
2015,NUTS,2010,ITC,1,41148.0
2016,NUTS,2010,ITC,1,43645.0
2017,NUTS,2010,ITC,1,45019.0
2018,NUTS,2010,ITC,1,49276.0
2019,NUTS,2010,ITC,1,51927.0
2011,NUTS,2010,ITC1,2,10531.0
2012,NUTS,2010,ITC1,2,10532.0
2013,NUTS,2010,ITC1,2,11186.0
2014,NUTS,2010,ITC1,2,11852.0
2015,NUTS,2010,ITC1,2,13049.0
2016,NUTS,2010,ITC1,2,13025.0
2017,NUTS,2010,ITC1,2,13200.0
2018,NUTS,2010,ITC1,2,14272.0
2019,NUTS,2010,ITC1,2,14386.0
2011,NUTS,2010,ITC2,2,164.0
2012,NUTS,2010,ITC2,2,198.0
2013,NUTS,2010,ITC2,2,188.0
2014,NUTS,2010,ITC2,2,205.0
2015,NUTS,2010,ITC2,2,176.0
2016,NUTS,2010,ITC2,2,221.0
2017,NUTS,2010,ITC2,2,222.0
2018,NUTS,2010,ITC2,2,205.0
2019,NUTS,2010,ITC2,2,211.0
2011,NUTS,2010,ITC3,2,3219.0
2012,NUTS,2010,ITC3,2,3384.0
2013,NUTS,2010,ITC3,2,3361.0
2014,NUTS,2010,ITC3,2,3371.0
2015,NUTS,2010,ITC3,2,4083.0
2016,NUTS,2010,ITC3,2,3751.0
2017,NUTS,2010,ITC3,2,3880.0
2018,NUTS,2010,ITC3,2,4096.0
2019,NUTS,2010,ITC3,2,4856.0
2011,NUTS,2010,ITC4,2,21246.0
2012,NUTS,2010,ITC4,2,21800.0
2013,NUTS,2010,ITC4,2,22263.0
2014,NUTS,2010,ITC4,2,22702.0
2015,NUTS,2010,ITC4,2,23839.0
2016,NUTS,2010,ITC4,2,26647.0
2017,NUTS,2010,ITC4,2,27717.0
2018,NUTS,2010,ITC4,2,30704.0
2019,NUTS,2010,ITC4,2,32474.0
2011,NUTS,2010,ITF,1,13621.0
2012,NUTS,2010,ITF,1,14696.0
2013,NUTS,2010,ITF,1,15434.0
2014,NUTS,2010,ITF,1,16035.0
2017,NUTS,2010,ITF,1,18879.0
2018,NUTS,2010,ITF,1,20076.0
2019,NUTS,2010,ITF,1,21916.0
2011,NUTS,2010,ITF1,2,1621.0
2012,NUTS,2010,ITF1,2,1436.0
2013,NUTS,2010,ITF1,2,1515.0
2014,NUTS,2010,ITF1,2,1577.0
2015,NUTS,2010,ITF1,2,1907.0
2016,NUTS,2010,ITF1,2,2114.0
2017,NUTS,2010,ITF1,2,2344.0
2018,NUTS,2010,ITF1,2,2265.0
2019,NUTS,2010,ITF1,2,2460.0
2012,NUTS,2010,ITF2,2,196.0
2013,NUTS,2010,ITF2,2,274.0
2014,NUTS,2010,ITF2,2,270.0
2017,NUTS,2010,ITF2,2,560.0
2018,NUTS,2010,ITF2,2,581.0
2019,NUTS,2010,ITF2,2,620.0
2011,NUTS,2010,ITF3,2,6628.0
2012,NUTS,2010,ITF3,2,7710.0
2013,NUTS,2010,ITF3,2,7884.0
2014,NUTS,2010,ITF3,2,8087.0
2015,NUTS,2010,ITF3,2,8685.0
2016,NUTS,2010,ITF3,2,8973.0
2017,NUTS,2010,ITF3,2,9219.0
2018,NUTS,2010,ITF3,2,9915.0
2019,NUTS,2010,ITF3,2,11143.0
2011,NUTS,2010,ITF4,2,3606.0
2012,NUTS,2010,ITF4,2,3638.0
2013,NUTS,2010,ITF4,2,3667.0
2014,NUTS,2010,ITF4,2,3936.0
2015,NUTS,2010,ITF4,2,4192.0
2016,NUTS,2010,ITF4,2,4407.0
2017,NUTS,2010,ITF4,2,4574.0
2018,NUTS,2010,ITF4,2,4851.0
2019,NUTS,2010,ITF4,2,5223.0
2012,NUTS,2010,ITF5,2,561.0
2013,NUTS,2010,ITF5,2,550.0
2014,NUTS,2010,ITF5,2,543.0
2015,NUTS,2010,ITF5,2,584.0
2017,NUTS,2010,ITF5,2,631.0
2018,NUTS,2010,ITF5,2,633.0
2019,NUTS,2010,ITF5,2,678.0
2011,NUTS,2010,ITF6,2,1016.0
2012,NUTS,2010,ITF6,2,1156.0
2013,NUTS,2010,ITF6,2,1544.0
2014,NUTS,2010,ITF6,2,1622.0
2015,NUTS,2010,ITF6,2,1693.0
2016,NUTS,2010,ITF6,2,1617.0
2017,NUTS,2010,ITF6,2,1551.0
2018,NUTS,2010,ITF6,2,1832.0
2019,NUTS,2010,ITF6,2,1793.0
2011,NUTS,2010,ITG,1,6290.0
2012,NUTS,2010,ITG,1,6806.0
2013,NUTS,2010,ITG,1,7223.0
2014,NUTS,2010,ITG,1,7679.0
2015,NUTS,2010,ITG,1,7743.0
2016,NUTS,2010,ITG,1,7077.0
2017,NUTS,2010,ITG,1,7333.0
2018,NUTS,2010,ITG,1,7596.0
2019,NUTS,2010,ITG,1,7814.0
2011,NUTS,2010,ITG1,2,4387.0
2012,NUTS,2010,ITG1,2,4682.0
2013,NUTS,2010,ITG1,2,5144.0
2014,NUTS,2010,ITG1,2,5443.0
2015,NUTS,2010,ITG1,2,5318.0
2016,NUTS,2010,ITG1,2,5101.0
2017,NUTS,2010,ITG1,2,5217.0
2018,NUTS,2010,ITG1,2,5480.0
2019,NUTS,2010,ITG1,2,5650.0
2011,NUTS,2010,ITG2,2,1903.0
2012,NUTS,2010,ITG2,2,2124.0
2013,NUTS,2010,ITG2,2,2079.0
2014,NUTS,2010,ITG2,2,2237.0
2015,NUTS,2010,ITG2,2,2425.0
2016,NUTS,2010,ITG2,2,1976.0
2017,NUTS,2010,ITG2,2,2116.0
2018,NUTS,2010,ITG2,2,2116.0
2019,NUTS,2010,ITG2,2,2164.0
2011,NUTS,2010,ITH,1,24414.0
2012,NUTS,2010,ITH,1,25893.0
2013,NUTS,2010,ITH,1,27993.0
2014,NUTS,2010,ITH,1,27939.0
2015,NUTS,2010,ITH,1,28504.0
2016,NUTS,2010,ITH,1,32132.0
2017,NUTS,2010,ITH,1,35027.0
2018,NUTS,2010,ITH,1,37974.0
2019,NUTS,2010,ITH,1,39382.0
2011,NUTS,2010,ITH1,2,601.0
2012,NUTS,2010,ITH1,2,610.0
2013,NUTS,2010,ITH1,2,722.0
2014,NUTS,2010,ITH1,2,914.0
2015,NUTS,2010,ITH1,2,801.0
2016,NUTS,2010,ITH1,2,1059.0
2017,NUTS,2010,ITH1,2,1049.0
2018,NUTS,2010,ITH1,2,1159.0
2019,NUTS,2010,ITH1,2,1281.0
2011,NUTS,2010,ITH2,2,1611.0
2012,NUTS,2010,ITH2,2,1817.0
2013,NUTS,2010,ITH2,2,2072.0
2014,NUTS,2010,ITH2,2,2085.0
2015,NUTS,2010,ITH2,2,2199.0
2016,NUTS,2010,ITH2,2,2220.0
2017,NUTS,2010,ITH2,2,2256.0
2018,NUTS,2010,ITH2,2,2348.0
2019,NUTS,2010,ITH2,2,2491.0
2011,NUTS,2010,ITH3,2,8041.0
2012,NUTS,2010,ITH3,2,8193.0
2013,NUTS,2010,ITH3,2,8845.0
2014,NUTS,2010,ITH3,2,8889.0
2015,NUTS,2010,ITH3,2,8917.0
2016,NUTS,2010,ITH3,2,10125.0
2017,NUTS,2010,ITH3,2,11199.0
2018,NUTS,2010,ITH3,2,12440.0
2019,NUTS,2010,ITH3,2,13109.0
2011,NUTS,2010,ITH4,2,3552.0
2012,NUTS,2010,ITH4,2,3873.0
2013,NUTS,2010,ITH4,2,3414.0
2014,NUTS,2010,ITH4,2,3371.0
2015,NUTS,2010,ITH4,2,3545.0
2016,NUTS,2010,ITH4,2,3723.0
2017,NUTS,2010,ITH4,2,4028.0
2018,NUTS,2010,ITH4,2,4185.0
2019,NUTS,2010,ITH4,2,4071.0
2011,NUTS,2010,ITH5,2,10610.0
2012,NUTS,2010,ITH5,2,11401.0
2013,NUTS,2010,ITH5,2,12941.0
2014,NUTS,2010,ITH5,2,12680.0
2015,NUTS,2010,ITH5,2,13042.0
2016,NUTS,2010,ITH5,2,15005.0
2017,NUTS,2010,ITH5,2,16495.0
2018,NUTS,2010,ITH5,2,17842.0
2019,NUTS,2010,ITH5,2,18431.0
2011,NUTS,2010,ITI,1,26667.0
2012,NUTS,2010,ITI,1,27386.0
2013,NUTS,2010,ITI,1,28515.0
2014,NUTS,2010,ITI,1,28400.0
2017,NUTS,2010,ITI,1,34120.0
2018,NUTS,2010,ITI,1,37385.0
2019,NUTS,2010,ITI,1,39785.0
2011,NUTS,2010,ITI1,2,8431.0
2012,NUTS,2010,ITI1,2,9011.0
2013,NUTS,2010,ITI1,2,9217.0
2014,NUTS,2010,ITI1,2,8661.0
2015,NUTS,2010,ITI1,2,9696.0
2016,NUTS,2010,ITI1,2,9916.0
2017,NUTS,2010,ITI1,2,10723.0
2018,NUTS,2010,ITI1,2,12924.0
2019,NUTS,2010,ITI1,2,13180.0
2011,NUTS,2010,ITI2,2,1299.0
2012,NUTS,2010,ITI2,2,1377.0
2013,NUTS,2010,ITI2,2,1372.0
2014,NUTS,2010,ITI2,2,1407.0
2017,NUTS,2010,ITI2,2,1608.0
2018,NUTS,2010,ITI2,2,1757.0
2019,NUTS,2010,ITI2,2,1809.0
2011,NUTS,2010,ITI3,2,1810.0
2012,NUTS,2010,ITI3,2,1797.0
2013,NUTS,2010,ITI3,2,1987.0
2014,NUTS,2010,ITI3,2,2220.0
2015,NUTS,2010,ITI3,2,2086.0
2016,NUTS,2010,ITI3,2,2574.0
2017,NUTS,2010,ITI3,2,3032.0
2018,NUTS,2010,ITI3,2,3011.0
2019,NUTS,2010,ITI3,2,2983.0
2011,NUTS,2010,ITI4,2,15128.0
2012,NUTS,2010,ITI4,2,15201.0
2013,NUTS,2010,ITI4,2,15939.0
2014,NUTS,2010,ITI4,2,16113.0
2015,NUTS,2010,ITI4,2,17504.0
2016,NUTS,2010,ITI4,2,18537.0
2017,NUTS,2010,ITI4,2,18757.0
2018,NUTS,2010,ITI4,2,19694.0
2019,NUTS,2010,ITI4,2,21813.0
2011,NUTS,2010,JP,0,656651.0
2012,NUTS,2010,JP,0,646347.0
2013,NUTS,2010,JP,0,660489.0
2014,NUTS,2010,JP,0,682935.0
2015,NUTS,2010,JP,0,662071.0
2016,NUTS,2010,JP,0,665566.0
2017,NUTS,2010,JP,0,676292.0
2018,NUTS,2010,JP,0,678134.0
2019,NUTS,2010,JP,0,681821.0
2011,NUTS,2010,KR,0,288901.0
2012,NUTS,2010,KR,0,315589.0
2013,NUTS,2010,KR,0,321842.0
2014,NUTS,2010,KR,0,345463.0
2015,NUTS,2010,KR,0,356447.0
2016,NUTS,2010,KR,0,361292.0
2017,NUTS,2010,KR,0,383100.0
2018,NUTS,2010,KR,0,408370.0
2019,NUTS,2010,KR,0,430690.0
2011,NUTS,2010,LT,0,8390.0
2012,NUTS,2010,LT,0,8023.0
2013,NUTS,2010,LT,0,8557.0
2014,NUTS,2010,LT,0,9075.0
2015,NUTS,2010,LT,0,8167.0
2016,NUTS,2010,LT,0,8525.0
2017,NUTS,2010,LT,0,8741.0
2018,NUTS,2010,LT,0,8938.0
2019,NUTS,2010,LT,0,9630.0
2020,NUTS,2010,LT,0,10150.0
2015,NUTS,2010,LT01,2,5030.0
2016,NUTS,2010,LT01,2,4947.0
2017,NUTS,2010,LT01,2,5212.0
2018,NUTS,2010,LT01,2,5277.0
2019,NUTS,2010,LT01,2,5631.0
2015,NUTS,2010,LT02,2,3137.0
2016,NUTS,2010,LT02,2,3578.0
2017,NUTS,2010,LT02,2,3530.0
2018,NUTS,2010,LT02,2,3661.0
2019,NUTS,2010,LT02,2,3999.0
2011,NUTS,2010,LU,0,2831.0
2012,NUTS,2010,LU,0,2310.0
2013,NUTS,2010,LU,0,2503.0
2014,NUTS,2010,LU,0,2643.0
2015,NUTS,2010,LU,0,2610.0
2016,NUTS,2010,LU,0,2767.0
2017,NUTS,2010,LU,0,2936.0
2018,NUTS,2010,LU,0,2863.0
2019,NUTS,2010,LU,0,3126.0
2020,NUTS,2010,LU,0,3080.0
2011,NUTS,2010,LV,0,3947.0
2012,NUTS,2010,LV,0,3904.0
2013,NUTS,2010,LV,0,3625.0
2014,NUTS,2010,LV,0,3748.0
2015,NUTS,2010,LV,0,3613.0
2016,NUTS,2010,LV,0,3152.0
2017,NUTS,2010,LV,0,3482.0
2018,NUTS,2010,LV,0,3456.0
2019,NUTS,2010,LV,0,3632.0
2020,NUTS,2010,LV,0,4072.0
2011,NUTS,2010,ME,0,406.0
2013,NUTS,2010,ME,0,404.0
2014,NUTS,2010,ME,0,421.0
2015,NUTS,2010,ME,0,523.0
2016,NUTS,2010,ME,0,449.0
2017,NUTS,2010,ME,0,441.0
2018,NUTS,2010,ME,0,479.0
2019,NUTS,2010,ME,0,469.0
2011,NUTS,2010,MK,0,923.0
2012,NUTS,2010,MK,0,1269.0
2013,NUTS,2010,MK,0,1402.0
2014,NUTS,2010,MK,0,1740.0
2015,NUTS,2010,MK,0,1785.0
2016,NUTS,2010,MK,0,1778.0
2017,NUTS,2010,MK,0,1519.0
2018,NUTS,2010,MK,0,1665.0
2019,NUTS,2010,MK,0,1639.0
2020,NUTS,2010,MK,0,1639.0
2011,NUTS,2010,MT,0,746.0
2012,NUTS,2010,MT,0,838.0
2013,NUTS,2010,MT,0,804.0
2014,NUTS,2010,MT,0,788.0
2015,NUTS,2010,MT,0,820.0
2016,NUTS,2010,MT,0,896.0
2017,NUTS,2010,MT,0,933.0
2018,NUTS,2010,MT,0,906.0
2019,NUTS,2010,MT,0,939.0
2020,NUTS,2010,MT,0,1014.0
2011,NUTS,2010,NL,0,61335.0
2012,NUTS,2010,NL,0,73235.0
2013,NUTS,2010,NL,0,82797.0
2014,NUTS,2010,NL,0,83710.0
2015,NUTS,2010,NL,0,83488.0
2016,NUTS,2010,NL,0,87612.0
2017,NUTS,2010,NL,0,91023.0
2018,NUTS,2010,NL,0,95475.0
2019,NUTS,2010,NL,0,97713.0
2020,NUTS,2010,NL,0,101296.0
2011,NUTS,2010,NL1,1,3622.0
2012,NUTS,2010,NL1,1,4321.0
2013,NUTS,2010,NL1,1,5210.0
2014,NUTS,2010,NL1,1,5669.0
2015,NUTS,2010,NL1,1,5371.0
2016,NUTS,2010,NL1,1,5781.0
2017,NUTS,2010,NL1,1,5668.0
2018,NUTS,2010,NL1,1,5651.0
2019,NUTS,2010,NL1,1,5481.0
2011,NUTS,2010,NL11,2,2437.0
2012,NUTS,2010,NL11,2,2577.0
2011,NUTS,2010,NL12,2,624.0
2012,NUTS,2010,NL12,2,944.0
2011,NUTS,2010,NL13,2,561.0
2012,NUTS,2010,NL13,2,799.0
2011,NUTS,2010,NL2,1,11517.0
2012,NUTS,2010,NL2,1,14383.0
2013,NUTS,2010,NL2,1,16267.0
2014,NUTS,2010,NL2,1,16066.0
2015,NUTS,2010,NL2,1,15520.0
2016,NUTS,2010,NL2,1,15666.0
2017,NUTS,2010,NL2,1,16467.0
2018,NUTS,2010,NL2,1,16572.0
2019,NUTS,2010,NL2,1,16438.0
2011,NUTS,2010,NL21,2,3777.0
2012,NUTS,2010,NL21,2,3922.0
2011,NUTS,2010,NL22,2,6895.0
2012,NUTS,2010,NL22,2,9271.0
2011,NUTS,2010,NL23,2,845.0
2012,NUTS,2010,NL23,2,1190.0
2011,NUTS,2010,NL3,1,32833.0
2012,NUTS,2010,NL3,1,38082.0
2013,NUTS,2010,NL3,1,42111.0
2014,NUTS,2010,NL3,1,42768.0
2015,NUTS,2010,NL3,1,43195.0
2016,NUTS,2010,NL3,1,46093.0
2017,NUTS,2010,NL3,1,46620.0
2018,NUTS,2010,NL3,1,49829.0
2019,NUTS,2010,NL3,1,50828.0
2011,NUTS,2010,NL31,2,5597.0
2012,NUTS,2010,NL31,2,6629.0
2011,NUTS,2010,NL32,2,13018.0
2012,NUTS,2010,NL32,2,15544.0
2011,NUTS,2010,NL33,2,13947.0
2012,NUTS,2010,NL33,2,15533.0
2011,NUTS,2010,NL34,2,272.0
2012,NUTS,2010,NL34,2,376.0
2011,NUTS,2010,NL4,1,13362.0
2012,NUTS,2010,NL4,1,16449.0
2013,NUTS,2010,NL4,1,19207.0
2014,NUTS,2010,NL4,1,19209.0
2015,NUTS,2010,NL4,1,19402.0
2016,NUTS,2010,NL4,1,20072.0
2017,NUTS,2010,NL4,1,22268.0
2018,NUTS,2010,NL4,1,23423.0
2019,NUTS,2010,NL4,1,24966.0
2011,NUTS,2010,NL41,2,9639.0
2012,NUTS,2010,NL41,2,11814.0
2011,NUTS,2010,NL42,2,3723.0
2012,NUTS,2010,NL42,2,4636.0
2011,NUTS,2010,NO,0,27228.0
2012,NUTS,2010,NO,0,27841.0
2013,NUTS,2010,NO,0,28312.0
2014,NUTS,2010,NO,0,29237.0
2015,NUTS,2010,NO,0,30632.0
2016,NUTS,2010,NO,0,31913.0
2017,NUTS,2010,NO,0,33632.0
2018,NUTS,2010,NO,0,34337.0
2019,NUTS,2010,NO,0,35898.0
2020,NUTS,2010,NO,0,36316.0
2011,NUTS,2010,NO0,1,27228.0
2012,NUTS,2010,NO0,1,27841.0
2013,NUTS,2010,NO0,1,28312.0
2014,NUTS,2010,NO0,1,29237.0
2015,NUTS,2010,NO0,1,30632.0
2016,NUTS,2010,NO0,1,31913.0
2017,NUTS,2010,NO0,1,33632.0
2018,NUTS,2010,NO0,1,34335.0
2019,NUTS,2010,NO0,1,35897.0
2011,NUTS,2010,NO01,2,12426.0
2012,NUTS,2010,NO01,2,12168.0
2013,NUTS,2010,NO01,2,12651.0
2014,NUTS,2010,NO01,2,12934.0
2015,NUTS,2010,NO01,2,13617.0
2016,NUTS,2010,NO01,2,14204.0
2017,NUTS,2010,NO01,2,14720.0
2018,NUTS,2010,NO01,2,15018.0
2019,NUTS,2010,NO01,2,15560.0
2011,NUTS,2010,NO02,2,450.0
2012,NUTS,2010,NO02,2,489.0
2013,NUTS,2010,NO02,2,613.0
2014,NUTS,2010,NO02,2,582.0
2015,NUTS,2010,NO02,2,545.0
2016,NUTS,2010,NO02,2,618.0
2017,NUTS,2010,NO02,2,717.0
2018,NUTS,2010,NO02,2,774.0
2019,NUTS,2010,NO02,2,723.0
2011,NUTS,2010,NO03,2,2233.0
2012,NUTS,2010,NO03,2,2268.0
2013,NUTS,2010,NO03,2,2451.0
2014,NUTS,2010,NO03,2,2535.0
2015,NUTS,2010,NO03,2,2690.0
2016,NUTS,2010,NO03,2,2665.0
2017,NUTS,2010,NO03,2,2842.0
2018,NUTS,2010,NO03,2,2851.0
2019,NUTS,2010,NO03,2,2831.0
2011,NUTS,2010,NO04,2,1758.0
2012,NUTS,2010,NO04,2,1883.0
2013,NUTS,2010,NO04,2,1887.0
2014,NUTS,2010,NO04,2,2032.0
