year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_t_fte
2019,NUTS,2010,CH02,2,2987.0
2012,NUTS,2010,CH03,2,2842.0
2015,NUTS,2010,CH03,2,6333.0
2017,NUTS,2010,CH03,2,6783.0
2019,NUTS,2010,CH03,2,7438.0
2012,NUTS,2010,CH04,2,4087.0
2015,NUTS,2010,CH04,2,4114.0
2017,NUTS,2010,CH04,2,3333.0
2019,NUTS,2010,CH04,2,3705.0
2012,NUTS,2010,CH05,2,2131.0
2015,NUTS,2010,CH05,2,2242.0
2017,NUTS,2010,CH05,2,1706.0
2019,NUTS,2010,CH05,2,2878.0
2012,NUTS,2010,CH06,2,1304.0
2015,NUTS,2010,CH06,2,1961.0
2017,NUTS,2010,CH06,2,2266.0
2019,NUTS,2010,CH06,2,2272.0
2012,NUTS,2010,CH07,2,437.0
2015,NUTS,2010,CH07,2,277.0
2017,NUTS,2010,CH07,2,490.0
2019,NUTS,2010,CH07,2,325.0
2011,NUTS,2010,CN_X_HK,5,818811.0
2012,NUTS,2010,CN_X_HK,5,872384.0
2013,NUTS,2010,CN_X_HK,5,922682.0
2014,NUTS,2010,CN_X_HK,5,946077.0
2015,NUTS,2010,CN_X_HK,5,1014614.0
2016,NUTS,2010,CN_X_HK,5,1048147.0
2017,NUTS,2010,CN_X_HK,5,1055746.0
2018,NUTS,2010,CN_X_HK,5,1143157.0
2019,NUTS,2010,CN_X_HK,5,1216670.0
2011,NUTS,2010,CY,0,183.0
2012,NUTS,2010,CY,0,174.0
2013,NUTS,2010,CY,0,180.0
2014,NUTS,2010,CY,0,194.0
2015,NUTS,2010,CY,0,176.0
2016,NUTS,2010,CY,0,227.0
2017,NUTS,2010,CY,0,270.0
2018,NUTS,2010,CY,0,407.0
2019,NUTS,2010,CY,0,505.0
2020,NUTS,2010,CY,0,550.0
2011,NUTS,2010,CZ,0,13582.0
2012,NUTS,2010,CZ,0,15057.0
2013,NUTS,2010,CZ,0,16367.0
2014,NUTS,2010,CZ,0,17892.0
2015,NUTS,2010,CZ,0,19161.0
2016,NUTS,2010,CZ,0,19185.0
2017,NUTS,2010,CZ,0,20206.0
2018,NUTS,2010,CZ,0,21150.0
2019,NUTS,2010,CZ,0,21707.0
2020,NUTS,2010,CZ,0,22527.0
2011,NUTS,2010,CZ0,1,13582.0
2012,NUTS,2010,CZ0,1,15057.0
2013,NUTS,2010,CZ0,1,16367.0
2014,NUTS,2010,CZ0,1,17892.0
2015,NUTS,2010,CZ0,1,19161.0
2016,NUTS,2010,CZ0,1,19185.0
2017,NUTS,2010,CZ0,1,20206.0
2018,NUTS,2010,CZ0,1,21150.0
2019,NUTS,2010,CZ0,1,21707.0
2020,NUTS,2010,CZ0,1,22527.0
2011,NUTS,2010,CZ01,2,3008.0
2012,NUTS,2010,CZ01,2,3439.0
2013,NUTS,2010,CZ01,2,3991.0
2014,NUTS,2010,CZ01,2,4020.0
2015,NUTS,2010,CZ01,2,4267.0
2016,NUTS,2010,CZ01,2,4732.0
2017,NUTS,2010,CZ01,2,5446.0
2018,NUTS,2010,CZ01,2,6491.0
2019,NUTS,2010,CZ01,2,5836.0
2020,NUTS,2010,CZ01,2,5921.0
2011,NUTS,2010,CZ02,2,2514.0
2012,NUTS,2010,CZ02,2,2600.0
2013,NUTS,2010,CZ02,2,2462.0
2014,NUTS,2010,CZ02,2,2389.0
2015,NUTS,2010,CZ02,2,2583.0
2016,NUTS,2010,CZ02,2,2131.0
2017,NUTS,2010,CZ02,2,2196.0
2018,NUTS,2010,CZ02,2,2521.0
2019,NUTS,2010,CZ02,2,2712.0
2020,NUTS,2010,CZ02,2,2837.0
2011,NUTS,2010,CZ03,2,876.0
2012,NUTS,2010,CZ03,2,997.0
2013,NUTS,2010,CZ03,2,1036.0
2014,NUTS,2010,CZ03,2,1202.0
2015,NUTS,2010,CZ03,2,1275.0
2016,NUTS,2010,CZ03,2,1209.0
2017,NUTS,2010,CZ03,2,1228.0
2018,NUTS,2010,CZ03,2,1329.0
2019,NUTS,2010,CZ03,2,1700.0
2020,NUTS,2010,CZ03,2,1679.0
2011,NUTS,2010,CZ04,2,303.0
2012,NUTS,2010,CZ04,2,334.0
2013,NUTS,2010,CZ04,2,303.0
2014,NUTS,2010,CZ04,2,349.0
2015,NUTS,2010,CZ04,2,336.0
2016,NUTS,2010,CZ04,2,326.0
2017,NUTS,2010,CZ04,2,372.0
2018,NUTS,2010,CZ04,2,366.0
2019,NUTS,2010,CZ04,2,379.0
2020,NUTS,2010,CZ04,2,367.0
2011,NUTS,2010,CZ05,2,1857.0
2012,NUTS,2010,CZ05,2,2085.0
2013,NUTS,2010,CZ05,2,2207.0
2014,NUTS,2010,CZ05,2,2204.0
2015,NUTS,2010,CZ05,2,2135.0
2016,NUTS,2010,CZ05,2,2098.0
2017,NUTS,2010,CZ05,2,2194.0
2018,NUTS,2010,CZ05,2,2131.0
2019,NUTS,2010,CZ05,2,2257.0
2020,NUTS,2010,CZ05,2,2316.0
2011,NUTS,2010,CZ06,2,2868.0
2012,NUTS,2010,CZ06,2,3218.0
2013,NUTS,2010,CZ06,2,3827.0
2014,NUTS,2010,CZ06,2,4985.0
2015,NUTS,2010,CZ06,2,5606.0
2016,NUTS,2010,CZ06,2,5517.0
2017,NUTS,2010,CZ06,2,5290.0
2018,NUTS,2010,CZ06,2,4725.0
2019,NUTS,2010,CZ06,2,5252.0
2020,NUTS,2010,CZ06,2,5962.0
2011,NUTS,2010,CZ07,2,1242.0
2012,NUTS,2010,CZ07,2,1352.0
2013,NUTS,2010,CZ07,2,1535.0
2014,NUTS,2010,CZ07,2,1649.0
2015,NUTS,2010,CZ07,2,1624.0
2016,NUTS,2010,CZ07,2,1702.0
2017,NUTS,2010,CZ07,2,1883.0
2018,NUTS,2010,CZ07,2,1953.0
2019,NUTS,2010,CZ07,2,2105.0
2020,NUTS,2010,CZ07,2,1976.0
2011,NUTS,2010,CZ08,2,914.0
2012,NUTS,2010,CZ08,2,1032.0
2013,NUTS,2010,CZ08,2,1005.0
2014,NUTS,2010,CZ08,2,1096.0
2015,NUTS,2010,CZ08,2,1335.0
2016,NUTS,2010,CZ08,2,1470.0
2017,NUTS,2010,CZ08,2,1597.0
2018,NUTS,2010,CZ08,2,1633.0
2019,NUTS,2010,CZ08,2,1466.0
2020,NUTS,2010,CZ08,2,1467.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,190693.0
2012,NUTS,2010,DE,0,199623.0
2013,NUTS,2010,DE,0,198585.0
2014,NUTS,2010,DE,0,198076.0
2015,NUTS,2010,DE,0,230823.0
2016,NUTS,2010,DE,0,235758.0
2017,NUTS,2010,DE,0,252759.0
2018,NUTS,2010,DE,0,261634.0
2019,NUTS,2010,DE,0,276964.0
2020,NUTS,2010,DE,0,272171.0
2011,NUTS,2010,DE1,1,56318.0
2013,NUTS,2010,DE1,1,59028.0
2015,NUTS,2010,DE1,1,68195.0
2017,NUTS,2010,DE1,1,81162.0
2019,NUTS,2010,DE1,1,86362.0
2011,NUTS,2010,DE11,2,32574.0
2013,NUTS,2010,DE11,2,35182.0
2015,NUTS,2010,DE11,2,40961.0
2017,NUTS,2010,DE11,2,50188.0
2019,NUTS,2010,DE11,2,51898.0
2011,NUTS,2010,DE12,2,10405.0
2013,NUTS,2010,DE12,2,10163.0
2015,NUTS,2010,DE12,2,12101.0
2017,NUTS,2010,DE12,2,15164.0
2019,NUTS,2010,DE12,2,16288.0
2011,NUTS,2010,DE13,2,5089.0
2013,NUTS,2010,DE13,2,4898.0
2015,NUTS,2010,DE13,2,5579.0
2017,NUTS,2010,DE13,2,6059.0
2019,NUTS,2010,DE13,2,6953.0
2011,NUTS,2010,DE14,2,8250.0
2013,NUTS,2010,DE14,2,8785.0
2015,NUTS,2010,DE14,2,9554.0
2017,NUTS,2010,DE14,2,9752.0
2019,NUTS,2010,DE14,2,11223.0
2011,NUTS,2010,DE2,1,44385.0
2013,NUTS,2010,DE2,1,46161.0
2015,NUTS,2010,DE2,1,54109.0
2017,NUTS,2010,DE2,1,56199.0
2019,NUTS,2010,DE2,1,64807.0
2011,NUTS,2010,DE21,2,25972.0
2013,NUTS,2010,DE21,2,28081.0
2015,NUTS,2010,DE21,2,32376.0
2017,NUTS,2010,DE21,2,31870.0
2019,NUTS,2010,DE21,2,36895.0
2011,NUTS,2010,DE22,2,1711.0
2013,NUTS,2010,DE22,2,1745.0
2015,NUTS,2010,DE22,2,2037.0
2017,NUTS,2010,DE22,2,2193.0
2019,NUTS,2010,DE22,2,2618.0
2011,NUTS,2010,DE23,2,2260.0
2013,NUTS,2010,DE23,2,1998.0
2015,NUTS,2010,DE23,2,2599.0
2017,NUTS,2010,DE23,2,3380.0
2019,NUTS,2010,DE23,2,4081.0
2011,NUTS,2010,DE24,2,1734.0
2013,NUTS,2010,DE24,2,1799.0
2015,NUTS,2010,DE24,2,1947.0
2017,NUTS,2010,DE24,2,2237.0
2019,NUTS,2010,DE24,2,3355.0
2011,NUTS,2010,DE25,2,6746.0
2013,NUTS,2010,DE25,2,5707.0
2015,NUTS,2010,DE25,2,7048.0
2017,NUTS,2010,DE25,2,6948.0
2019,NUTS,2010,DE25,2,8067.0
2011,NUTS,2010,DE26,2,3357.0
2013,NUTS,2010,DE26,2,3588.0
2015,NUTS,2010,DE26,2,3742.0
2017,NUTS,2010,DE26,2,5258.0
2019,NUTS,2010,DE26,2,5387.0
2011,NUTS,2010,DE27,2,2605.0
2013,NUTS,2010,DE27,2,3243.0
2015,NUTS,2010,DE27,2,4361.0
2017,NUTS,2010,DE27,2,4314.0
2019,NUTS,2010,DE27,2,4404.0
2011,NUTS,2010,DE3,1,6609.0
2013,NUTS,2010,DE3,1,6583.0
2015,NUTS,2010,DE3,1,8342.0
2017,NUTS,2010,DE3,1,8185.0
2019,NUTS,2010,DE3,1,8808.0
2011,NUTS,2010,DE30,2,6609.0
2013,NUTS,2010,DE30,2,6583.0
2015,NUTS,2010,DE30,2,8342.0
2017,NUTS,2010,DE30,2,8185.0
2019,NUTS,2010,DE30,2,8808.0
2011,NUTS,2010,DE4,1,1375.0
2013,NUTS,2010,DE4,1,1622.0
2015,NUTS,2010,DE4,1,1999.0
2017,NUTS,2010,DE4,1,2480.0
2019,NUTS,2010,DE4,1,2525.0
2011,NUTS,2010,DE40,2,1375.0
2013,NUTS,2010,DE40,2,1622.0
2015,NUTS,2010,DE40,2,1999.0
2017,NUTS,2010,DE40,2,2480.0
2019,NUTS,2010,DE40,2,2525.0
2011,NUTS,2010,DE5,1,1098.0
2013,NUTS,2010,DE5,1,1321.0
2015,NUTS,2010,DE5,1,1585.0
2017,NUTS,2010,DE5,1,1469.0
2019,NUTS,2010,DE5,1,1841.0
2011,NUTS,2010,DE50,2,1098.0
2013,NUTS,2010,DE50,2,1321.0
2015,NUTS,2010,DE50,2,1585.0
2017,NUTS,2010,DE50,2,1469.0
2019,NUTS,2010,DE50,2,1841.0
2011,NUTS,2010,DE6,1,3040.0
2013,NUTS,2010,DE6,1,4154.0
2015,NUTS,2010,DE6,1,4475.0
2017,NUTS,2010,DE6,1,5474.0
2019,NUTS,2010,DE6,1,5739.0
2011,NUTS,2010,DE60,2,3040.0
2013,NUTS,2010,DE60,2,4154.0
2015,NUTS,2010,DE60,2,4475.0
2017,NUTS,2010,DE60,2,5474.0
2019,NUTS,2010,DE60,2,5739.0
2011,NUTS,2010,DE7,1,16615.0
2013,NUTS,2010,DE7,1,15954.0
2015,NUTS,2010,DE7,1,20610.0
2017,NUTS,2010,DE7,1,21217.0
2019,NUTS,2010,DE7,1,21928.0
2011,NUTS,2010,DE71,2,14020.0
2013,NUTS,2010,DE71,2,12760.0
2015,NUTS,2010,DE71,2,16542.0
2017,NUTS,2010,DE71,2,17265.0
2019,NUTS,2010,DE71,2,18038.0
2011,NUTS,2010,DE72,2,1777.0
2013,NUTS,2010,DE72,2,1994.0
2015,NUTS,2010,DE72,2,2050.0
2017,NUTS,2010,DE72,2,2140.0
2019,NUTS,2010,DE72,2,2192.0
2011,NUTS,2010,DE73,2,817.0
2013,NUTS,2010,DE73,2,1200.0
2015,NUTS,2010,DE73,2,2018.0
2017,NUTS,2010,DE73,2,1812.0
2019,NUTS,2010,DE73,2,1698.0
2011,NUTS,2010,DE8,1,1367.0
2013,NUTS,2010,DE8,1,813.0
2015,NUTS,2010,DE8,1,964.0
2017,NUTS,2010,DE8,1,1072.0
2019,NUTS,2010,DE8,1,1176.0
2011,NUTS,2010,DE80,2,1367.0
2013,NUTS,2010,DE80,2,813.0
2015,NUTS,2010,DE80,2,964.0
2017,NUTS,2010,DE80,2,1072.0
2019,NUTS,2010,DE80,2,1176.0
2011,NUTS,2010,DE9,1,14800.0
2013,NUTS,2010,DE9,1,16189.0
2015,NUTS,2010,DE9,1,16992.0
2017,NUTS,2010,DE9,1,17521.0
2019,NUTS,2010,DE9,1,19472.0
2011,NUTS,2010,DE91,2,8317.0
2013,NUTS,2010,DE91,2,9221.0
2015,NUTS,2010,DE91,2,9190.0
2017,NUTS,2010,DE91,2,9877.0
2019,NUTS,2010,DE91,2,10659.0
2011,NUTS,2010,DE92,2,4256.0
2013,NUTS,2010,DE92,2,4126.0
2015,NUTS,2010,DE92,2,4623.0
2017,NUTS,2010,DE92,2,4158.0
2019,NUTS,2010,DE92,2,4618.0
2011,NUTS,2010,DE93,2,945.0
2013,NUTS,2010,DE93,2,1216.0
2015,NUTS,2010,DE93,2,1312.0
2017,NUTS,2010,DE93,2,1476.0
2019,NUTS,2010,DE93,2,1648.0
2011,NUTS,2010,DE94,2,1282.0
2013,NUTS,2010,DE94,2,1627.0
2015,NUTS,2010,DE94,2,1867.0
2017,NUTS,2010,DE94,2,2009.0
2019,NUTS,2010,DE94,2,2547.0
2011,NUTS,2010,DEA,1,25913.0
2013,NUTS,2010,DEA,1,26866.0
2015,NUTS,2010,DEA,1,31566.0
2017,NUTS,2010,DEA,1,33645.0
2019,NUTS,2010,DEA,1,37409.0
2011,NUTS,2010,DEA1,2,7739.0
2013,NUTS,2010,DEA1,2,7423.0
2015,NUTS,2010,DEA1,2,9519.0
2017,NUTS,2010,DEA1,2,10026.0
2019,NUTS,2010,DEA1,2,10658.0
2011,NUTS,2010,DEA2,2,8177.0
2013,NUTS,2010,DEA2,2,7311.0
2015,NUTS,2010,DEA2,2,9091.0
2017,NUTS,2010,DEA2,2,9986.0
2019,NUTS,2010,DEA2,2,11910.0
2011,NUTS,2010,DEA3,2,1417.0
2013,NUTS,2010,DEA3,2,1628.0
2015,NUTS,2010,DEA3,2,1756.0
2017,NUTS,2010,DEA3,2,1899.0
2019,NUTS,2010,DEA3,2,2288.0
2011,NUTS,2010,DEA4,2,4088.0
2013,NUTS,2010,DEA4,2,5077.0
2015,NUTS,2010,DEA4,2,5357.0
2017,NUTS,2010,DEA4,2,5638.0
2019,NUTS,2010,DEA4,2,6251.0
2011,NUTS,2010,DEA5,2,4493.0
2013,NUTS,2010,DEA5,2,5428.0
2015,NUTS,2010,DEA5,2,5843.0
2017,NUTS,2010,DEA5,2,6096.0
2019,NUTS,2010,DEA5,2,6302.0
2011,NUTS,2010,DEB,1,5147.0
2013,NUTS,2010,DEB,1,5731.0
2015,NUTS,2010,DEB,1,6810.0
2017,NUTS,2010,DEB,1,6873.0
2019,NUTS,2010,DEB,1,8068.0
2011,NUTS,2010,DEB1,2,953.0
2013,NUTS,2010,DEB1,2,998.0
2015,NUTS,2010,DEB1,2,839.0
2017,NUTS,2010,DEB1,2,1053.0
2019,NUTS,2010,DEB1,2,1308.0
2011,NUTS,2010,DEB2,2,427.0
2013,NUTS,2010,DEB2,2,458.0
2015,NUTS,2010,DEB2,2,400.0
2017,NUTS,2010,DEB2,2,388.0
2019,NUTS,2010,DEB2,2,401.0
2011,NUTS,2010,DEB3,2,3766.0
2013,NUTS,2010,DEB3,2,4275.0
2015,NUTS,2010,DEB3,2,5572.0
2017,NUTS,2010,DEB3,2,5432.0
2019,NUTS,2010,DEB3,2,6359.0
2011,NUTS,2010,DEC,1,886.0
2013,NUTS,2010,DEC,1,949.0
2015,NUTS,2010,DEC,1,939.0
2017,NUTS,2010,DEC,1,1466.0
2019,NUTS,2010,DEC,1,1549.0
2011,NUTS,2010,DEC0,2,886.0
2013,NUTS,2010,DEC0,2,949.0
2015,NUTS,2010,DEC0,2,939.0
2017,NUTS,2010,DEC0,2,1466.0
2019,NUTS,2010,DEC0,2,1549.0
2011,NUTS,2010,DED,1,6166.0
2013,NUTS,2010,DED,1,6228.0
2015,NUTS,2010,DED,1,7028.0
2017,NUTS,2010,DED,1,7774.0
2019,NUTS,2010,DED,1,8509.0
2011,NUTS,2010,DED2,2,3430.0
2013,NUTS,2010,DED2,2,3298.0
2015,NUTS,2010,DED2,2,3941.0
2017,NUTS,2010,DED2,2,4403.0
2019,NUTS,2010,DED2,2,4812.0
2011,NUTS,2010,DED4,2,1952.0
2013,NUTS,2010,DED4,2,2262.0
2015,NUTS,2010,DED4,2,2220.0
2017,NUTS,2010,DED4,2,2404.0
2019,NUTS,2010,DED4,2,2733.0
2011,NUTS,2010,DED5,2,783.0
2013,NUTS,2010,DED5,2,667.0
2015,NUTS,2010,DED5,2,867.0
2017,NUTS,2010,DED5,2,967.0
2019,NUTS,2010,DED5,2,963.0
2011,NUTS,2010,DEE,1,1290.0
2013,NUTS,2010,DEE,1,1345.0
2015,NUTS,2010,DEE,1,1214.0
2017,NUTS,2010,DEE,1,1331.0
2019,NUTS,2010,DEE,1,1492.0
2011,NUTS,2010,DEE0,2,1290.0
2013,NUTS,2010,DEE0,2,1345.0
2015,NUTS,2010,DEE0,2,1214.0
2017,NUTS,2010,DEE0,2,1331.0
2019,NUTS,2010,DEE0,2,1492.0
2011,NUTS,2010,DEF,1,2511.0
