year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_pps
2016,NUTS,2010,EE0,1,183.123
2017,NUTS,2010,EE0,1,184.365
2018,NUTS,2010,EE0,1,194.914
2019,NUTS,2010,EE0,1,297.524
2020,NUTS,2010,EE0,1,329.387
2011,NUTS,2010,EE00,2,353.846
2012,NUTS,2010,EE00,2,310.502
2013,NUTS,2010,EE00,2,214.858
2014,NUTS,2010,EE00,2,169.743
2015,NUTS,2010,EE00,2,186.48
2016,NUTS,2010,EE00,2,183.123
2017,NUTS,2010,EE00,2,184.365
2018,NUTS,2010,EE00,2,194.914
2019,NUTS,2010,EE00,2,297.524
2020,NUTS,2010,EE00,2,329.387
2011,NUTS,2010,EL,0,507.853
2012,NUTS,2010,EL,0,494.821
2013,NUTS,2010,EL,0,558.439
2014,NUTS,2010,EL,0,591.359
2015,NUTS,2010,EL,0,662.8
2016,NUTS,2010,EL,0,873.422
2017,NUTS,2010,EL,0,1187.055
2018,NUTS,2010,EL,0,1260.055
2019,NUTS,2010,EL,0,1302.441
2020,NUTS,2010,EL,0,1387.066
2011,NUTS,2010,EL3,1,382.033
2013,NUTS,2010,EL3,1,444.372
2015,NUTS,2010,EL3,1,534.864
2017,NUTS,2010,EL3,1,902.818
2018,NUTS,2010,EL3,1,961.4
2019,NUTS,2010,EL3,1,1001.631
2011,NUTS,2010,EL30,2,382.033
2013,NUTS,2010,EL30,2,444.372
2015,NUTS,2010,EL30,2,534.864
2017,NUTS,2010,EL30,2,902.818
2018,NUTS,2010,EL30,2,961.4
2019,NUTS,2010,EL30,2,1001.631
2011,NUTS,2010,EL4,1,8.173
2013,NUTS,2010,EL4,1,7.108
2015,NUTS,2010,EL4,1,12.204
2017,NUTS,2010,EL4,1,16.492
2018,NUTS,2010,EL4,1,18.586
2019,NUTS,2010,EL4,1,17.388
2011,NUTS,2010,EL41,2,0.69
2013,NUTS,2010,EL41,2,0.446
2015,NUTS,2010,EL41,2,1.239
2017,NUTS,2010,EL41,2,1.039
2018,NUTS,2010,EL41,2,1.285
2019,NUTS,2010,EL41,2,1.655
2011,NUTS,2010,EL42,2,0.689
2013,NUTS,2010,EL42,2,0.251
2015,NUTS,2010,EL42,2,0.059
2017,NUTS,2010,EL42,2,0.072
2018,NUTS,2010,EL42,2,0.588
2019,NUTS,2010,EL42,2,0.713
2011,NUTS,2010,EL43,2,6.794
2013,NUTS,2010,EL43,2,6.411
2015,NUTS,2010,EL43,2,10.905
2017,NUTS,2010,EL43,2,15.381
2018,NUTS,2010,EL43,2,16.713
2019,NUTS,2010,EL43,2,15.019
2011,NUTS,2010,EL5,1,65.982
2013,NUTS,2010,EL5,1,51.034
2015,NUTS,2010,EL5,1,58.161
2017,NUTS,2010,EL5,1,184.762
2018,NUTS,2010,EL5,1,162.781
2019,NUTS,2010,EL5,1,135.597
2011,NUTS,2010,EL51,2,14.348
2013,NUTS,2010,EL51,2,11.496
2015,NUTS,2010,EL51,2,6.715
2017,NUTS,2010,EL51,2,17.256
2018,NUTS,2010,EL51,2,16.365
2019,NUTS,2010,EL51,2,14.234
2011,NUTS,2010,EL52,2,49.64
2013,NUTS,2010,EL52,2,34.488
2015,NUTS,2010,EL52,2,44.825
2017,NUTS,2010,EL52,2,143.528
2018,NUTS,2010,EL52,2,129.187
2019,NUTS,2010,EL52,2,108.41
2011,NUTS,2010,EL53,2,0.72
2013,NUTS,2010,EL53,2,1.131
2015,NUTS,2010,EL53,2,2.514
2017,NUTS,2010,EL53,2,2.448
2018,NUTS,2010,EL53,2,5.775
2019,NUTS,2010,EL53,2,4.229
2011,NUTS,2010,EL54,2,1.274
2013,NUTS,2010,EL54,2,3.92
2015,NUTS,2010,EL54,2,4.107
2017,NUTS,2010,EL54,2,21.531
2018,NUTS,2010,EL54,2,11.454
2019,NUTS,2010,EL54,2,8.724
2011,NUTS,2010,EL6,1,51.665
2013,NUTS,2010,EL6,1,55.937
2015,NUTS,2010,EL6,1,57.571
2017,NUTS,2010,EL6,1,82.983
2018,NUTS,2010,EL6,1,117.289
2019,NUTS,2010,EL6,1,147.825
2011,NUTS,2010,EL61,2,1.175
2013,NUTS,2010,EL61,2,4.868
2015,NUTS,2010,EL61,2,2.951
2017,NUTS,2010,EL61,2,10.927
2018,NUTS,2010,EL61,2,21.167
2019,NUTS,2010,EL61,2,28.371
2011,NUTS,2010,EL62,2,0.236
2013,NUTS,2010,EL62,2,0.103
2015,NUTS,2010,EL62,2,0.956
2017,NUTS,2010,EL62,2,0.932
2018,NUTS,2010,EL62,2,3.266
2019,NUTS,2010,EL62,2,3.842
2011,NUTS,2010,EL63,2,12.612
2013,NUTS,2010,EL63,2,14.158
2015,NUTS,2010,EL63,2,17.538
2017,NUTS,2010,EL63,2,22.51
2018,NUTS,2010,EL63,2,25.922
2019,NUTS,2010,EL63,2,30.643
2011,NUTS,2010,EL64,2,30.193
2013,NUTS,2010,EL64,2,28.214
2015,NUTS,2010,EL64,2,32.267
2017,NUTS,2010,EL64,2,36.733
2018,NUTS,2010,EL64,2,37.976
2019,NUTS,2010,EL64,2,54.048
2011,NUTS,2010,EL65,2,7.45
2013,NUTS,2010,EL65,2,8.593
2015,NUTS,2010,EL65,2,3.859
2017,NUTS,2010,EL65,2,11.882
2018,NUTS,2010,EL65,2,28.959
2019,NUTS,2010,EL65,2,30.921
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,7720.636
2012,NUTS,2010,ES,0,7540.689
2013,NUTS,2010,ES,0,7383.361
2014,NUTS,2010,ES,0,7339.151
2015,NUTS,2010,ES,0,7483.508
2016,NUTS,2010,ES,0,7699.622
2017,NUTS,2010,ES,0,8412.975
2018,NUTS,2010,ES,0,9065.049
2019,NUTS,2010,ES,0,9391.856
2020,NUTS,2010,ES,0,9337.523
2011,NUTS,2010,ES1,1,417.573
2012,NUTS,2010,ES1,1,394.707
2013,NUTS,2010,ES1,1,374.492
2014,NUTS,2010,ES1,1,380.946
2015,NUTS,2010,ES1,1,357.954
2016,NUTS,2010,ES1,1,377.094
2017,NUTS,2010,ES1,1,463.699
2018,NUTS,2010,ES1,1,489.481
2019,NUTS,2010,ES1,1,525.411
2011,NUTS,2010,ES11,2,265.951
2012,NUTS,2010,ES11,2,238.536
2013,NUTS,2010,ES11,2,229.781
2014,NUTS,2010,ES11,2,245.828
2015,NUTS,2010,ES11,2,241.159
2016,NUTS,2010,ES11,2,258.239
2017,NUTS,2010,ES11,2,313.486
2018,NUTS,2010,ES11,2,317.733
2019,NUTS,2010,ES11,2,354.572
2011,NUTS,2010,ES12,2,102.69
2012,NUTS,2010,ES12,2,107.979
2013,NUTS,2010,ES12,2,103.338
2014,NUTS,2010,ES12,2,96.172
2015,NUTS,2010,ES12,2,76.782
2016,NUTS,2010,ES12,2,79.957
2017,NUTS,2010,ES12,2,106.673
2018,NUTS,2010,ES12,2,121.297
2019,NUTS,2010,ES12,2,122.488
2011,NUTS,2010,ES13,2,48.933
2012,NUTS,2010,ES13,2,48.191
2013,NUTS,2010,ES13,2,41.374
2014,NUTS,2010,ES13,2,38.945
2015,NUTS,2010,ES13,2,38.932
2016,NUTS,2010,ES13,2,38.898
2017,NUTS,2010,ES13,2,43.54
2018,NUTS,2010,ES13,2,50.451
2019,NUTS,2010,ES13,2,48.351
2011,NUTS,2010,ES2,1,1611.873
2012,NUTS,2010,ES2,1,1619.418
2013,NUTS,2010,ES2,1,1502.987
2014,NUTS,2010,ES2,1,1516.296
2015,NUTS,2010,ES2,1,1442.63
2016,NUTS,2010,ES2,1,1493.247
2017,NUTS,2010,ES2,1,1596.822
2018,NUTS,2010,ES2,1,1674.538
2019,NUTS,2010,ES2,1,1714.838
2011,NUTS,2010,ES21,2,1112.515
2012,NUTS,2010,ES21,2,1153.912
2013,NUTS,2010,ES21,2,1064.497
2014,NUTS,2010,ES21,2,1055.06
2015,NUTS,2010,ES21,2,1013.302
2016,NUTS,2010,ES21,2,1057.807
2017,NUTS,2010,ES21,2,1103.734
2018,NUTS,2010,ES21,2,1185.058
2019,NUTS,2010,ES21,2,1208.768
2011,NUTS,2010,ES22,2,277.376
2012,NUTS,2010,ES22,2,252.23
2013,NUTS,2010,ES22,2,232.875
2014,NUTS,2010,ES22,2,233.813
2015,NUTS,2010,ES22,2,220.612
2016,NUTS,2010,ES22,2,227.985
2017,NUTS,2010,ES22,2,260.15
2018,NUTS,2010,ES22,2,250.107
2019,NUTS,2010,ES22,2,255.722
2011,NUTS,2010,ES23,2,45.475
2012,NUTS,2010,ES23,2,38.457
2013,NUTS,2010,ES23,2,32.374
2014,NUTS,2010,ES23,2,42.556
2015,NUTS,2010,ES23,2,36.769
2016,NUTS,2010,ES23,2,34.576
2017,NUTS,2010,ES23,2,42.451
2018,NUTS,2010,ES23,2,35.423
2019,NUTS,2010,ES23,2,34.383
2011,NUTS,2010,ES24,2,176.507
2012,NUTS,2010,ES24,2,174.82
2013,NUTS,2010,ES24,2,173.243
2014,NUTS,2010,ES24,2,184.868
2015,NUTS,2010,ES24,2,173.029
2016,NUTS,2010,ES24,2,172.88
2017,NUTS,2010,ES24,2,190.487
2018,NUTS,2010,ES24,2,202.877
2019,NUTS,2010,ES24,2,214.892
2011,NUTS,2010,ES3,1,2156.498
2012,NUTS,2010,ES3,1,2005.157
2013,NUTS,2010,ES3,1,2080.393
2014,NUTS,2010,ES3,1,1991.101
2015,NUTS,2010,ES3,1,2161.782
2016,NUTS,2010,ES3,1,2153.431
2017,NUTS,2010,ES3,1,2315.228
2018,NUTS,2010,ES3,1,2475.311
2019,NUTS,2010,ES3,1,2577.63
2011,NUTS,2010,ES30,2,2156.498
2012,NUTS,2010,ES30,2,2005.157
2013,NUTS,2010,ES30,2,2080.393
2014,NUTS,2010,ES30,2,1991.101
2015,NUTS,2010,ES30,2,2161.782
2016,NUTS,2010,ES30,2,2153.431
2017,NUTS,2010,ES30,2,2315.228
2018,NUTS,2010,ES30,2,2475.311
2019,NUTS,2010,ES30,2,2577.63
2011,NUTS,2010,ES4,1,509.415
2012,NUTS,2010,ES4,1,586.852
2013,NUTS,2010,ES4,1,473.359
2014,NUTS,2010,ES4,1,462.302
2015,NUTS,2010,ES4,1,443.387
2016,NUTS,2010,ES4,1,553.215
2017,NUTS,2010,ES4,1,648.743
2018,NUTS,2010,ES4,1,708.459
2019,NUTS,2010,ES4,1,757.494
2011,NUTS,2010,ES41,2,326.022
2012,NUTS,2010,ES41,2,405.454
2013,NUTS,2010,ES41,2,318.82
2014,NUTS,2010,ES41,2,306.447
2015,NUTS,2010,ES41,2,311.452
2016,NUTS,2010,ES41,2,392.22
2017,NUTS,2010,ES41,2,477.849
2018,NUTS,2010,ES41,2,536.711
2019,NUTS,2010,ES41,2,561.943
2011,NUTS,2010,ES42,2,153.992
2012,NUTS,2010,ES42,2,154.02
2013,NUTS,2010,ES42,2,125.797
2014,NUTS,2010,ES42,2,127.864
2015,NUTS,2010,ES42,2,110.306
2016,NUTS,2010,ES42,2,139.384
2017,NUTS,2010,ES42,2,143.681
2018,NUTS,2010,ES42,2,139.545
2019,NUTS,2010,ES42,2,161.169
2011,NUTS,2010,ES43,2,29.403
2012,NUTS,2010,ES43,2,27.378
2013,NUTS,2010,ES43,2,28.743
2014,NUTS,2010,ES43,2,27.991
2015,NUTS,2010,ES43,2,21.629
2016,NUTS,2010,ES43,2,21.61
2017,NUTS,2010,ES43,2,27.212
2018,NUTS,2010,ES43,2,32.203
2019,NUTS,2010,ES43,2,34.383
2011,NUTS,2010,ES5,1,2264.491
2012,NUTS,2010,ES5,1,2225.88
2013,NUTS,2010,ES5,1,2236.644
2014,NUTS,2010,ES5,1,2268.156
2015,NUTS,2010,ES5,1,2379.15
2016,NUTS,2010,ES5,1,2411.669
2017,NUTS,2010,ES5,1,2636.334
2018,NUTS,2010,ES5,1,2925.075
2019,NUTS,2010,ES5,1,3007.414
2011,NUTS,2010,ES51,2,1809.366
2012,NUTS,2010,ES51,2,1778.121
2013,NUTS,2010,ES51,2,1791.471
2014,NUTS,2010,ES51,2,1808.819
2015,NUTS,2010,ES51,2,1917.379
2016,NUTS,2010,ES51,2,1922.204
2017,NUTS,2010,ES51,2,2087.733
2018,NUTS,2010,ES51,2,2303.564
2019,NUTS,2010,ES51,2,2312.238
2011,NUTS,2010,ES52,2,440.687
2012,NUTS,2010,ES52,2,432.228
2013,NUTS,2010,ES52,2,433.285
2014,NUTS,2010,ES52,2,446.581
2015,NUTS,2010,ES52,2,447.713
2016,NUTS,2010,ES52,2,468.936
2017,NUTS,2010,ES52,2,515.946
2018,NUTS,2010,ES52,2,574.281
2019,NUTS,2010,ES52,2,644.676
2011,NUTS,2010,ES53,2,14.437
2012,NUTS,2010,ES53,2,15.532
2013,NUTS,2010,ES53,2,11.888
2014,NUTS,2010,ES53,2,12.755
2015,NUTS,2010,ES53,2,14.059
2016,NUTS,2010,ES53,2,20.529
2017,NUTS,2010,ES53,2,31.566
2018,NUTS,2010,ES53,2,47.231
2019,NUTS,2010,ES53,2,51.574
2011,NUTS,2010,ES6,1,709.728
2012,NUTS,2010,ES6,1,662.397
2013,NUTS,2010,ES6,1,669.3
2014,NUTS,2010,ES6,1,681.827
2015,NUTS,2010,ES6,1,658.592
2016,NUTS,2010,ES6,1,674.23
2017,NUTS,2010,ES6,1,716.23
2018,NUTS,2010,ES6,1,746.028
2019,NUTS,2010,ES6,1,766.09
2011,NUTS,2010,ES61,2,624.455
2012,NUTS,2010,ES61,2,568.415
2013,NUTS,2010,ES61,2,575.609
2014,NUTS,2010,ES61,2,573.321
2015,NUTS,2010,ES61,2,547.205
2016,NUTS,2010,ES61,2,542.41
2017,NUTS,2010,ES61,2,576.902
2018,NUTS,2010,ES61,2,589.309
2019,NUTS,2010,ES61,2,600.623
2011,NUTS,2010,ES62,2,84.831
2012,NUTS,2010,ES62,2,93.468
2013,NUTS,2010,ES62,2,93.319
2014,NUTS,2010,ES62,2,107.975
2015,NUTS,2010,ES62,2,111.388
2016,NUTS,2010,ES62,2,132.901
2017,NUTS,2010,ES62,2,139.327
2018,NUTS,2010,ES62,2,155.646
2019,NUTS,2010,ES62,2,165.467
2012,NUTS,2010,ES63,2,0.125
2015,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES64,2,0.388
2015,NUTS,2010,ES64,2,0.0
2011,NUTS,2010,ES7,1,51.057
2012,NUTS,2010,ES7,1,46.278
2013,NUTS,2010,ES7,1,46.185
2014,NUTS,2010,ES7,1,38.524
2015,NUTS,2010,ES7,1,38.932
2016,NUTS,2010,ES7,1,35.656
2017,NUTS,2010,ES7,1,37.009
2018,NUTS,2010,ES7,1,46.157
2019,NUTS,2010,ES7,1,42.978
2011,NUTS,2010,ES70,2,51.057
2012,NUTS,2010,ES70,2,46.278
2013,NUTS,2010,ES70,2,46.185
2014,NUTS,2010,ES70,2,38.524
2015,NUTS,2010,ES70,2,38.932
2016,NUTS,2010,ES70,2,35.656
2017,NUTS,2010,ES70,2,37.009
2018,NUTS,2010,ES70,2,46.157
2019,NUTS,2010,ES70,2,42.978
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,134456.531
2012,NUTS,2010,EU27_2020,7,140037.787
2013,NUTS,2010,EU27_2020,7,143647.443
2014,NUTS,2010,EU27_2020,7,149226.688
2015,NUTS,2010,EU27_2020,7,156343.376
2016,NUTS,2010,EU27_2020,7,162953.015
2017,NUTS,2010,EU27_2020,7,175131.154
2018,NUTS,2010,EU27_2020,7,185739.93
2019,NUTS,2010,EU27_2020,7,195984.232
2020,NUTS,2010,EU27_2020,7,193470.801
2011,NUTS,2010,FI,0,4189.432
2012,NUTS,2010,FI,0,3817.692
2013,NUTS,2010,FI,0,3667.251
2014,NUTS,2010,FI,0,3482.467
2015,NUTS,2010,FI,0,3205.021
2016,NUTS,2010,FI,0,3075.353
2017,NUTS,2010,FI,0,3202.91
2018,NUTS,2010,FI,0,3357.881
2019,NUTS,2010,FI,0,3473.796
2020,NUTS,2010,FI,0,3672.756
2011,NUTS,2010,FI1,1,4185.793
2012,NUTS,2010,FI1,1,3814.116
2013,NUTS,2010,FI1,1,3664.462
2015,NUTS,2010,FI1,1,3202.724
2016,NUTS,2010,FI1,1,3072.279
2017,NUTS,2010,FI1,1,3200.127
2018,NUTS,2010,FI1,1,3353.988
2019,NUTS,2010,FI1,1,3470.565
2011,NUTS,2010,FI19,2,1035.493
2012,NUTS,2010,FI19,2,902.261
2013,NUTS,2010,FI19,2,880.956
2015,NUTS,2010,FI19,2,758.552
2016,NUTS,2010,FI19,2,649.168
2017,NUTS,2010,FI19,2,658.583
2018,NUTS,2010,FI19,2,720.448
2019,NUTS,2010,FI19,2,758.531
2011,NUTS,2010,FI1B,2,1752.583
2012,NUTS,2010,FI1B,2,1598.471
2013,NUTS,2010,FI1B,2,1633.387
2015,NUTS,2010,FI1B,2,1565.965
2016,NUTS,2010,FI1B,2,1548.908
2017,NUTS,2010,FI1B,2,1634.969
2018,NUTS,2010,FI1B,2,1697.093
2019,NUTS,2010,FI1B,2,1771.14
2011,NUTS,2010,FI1C,2,596.508
2012,NUTS,2010,FI1C,2,584.16
2013,NUTS,2010,FI1C,2,508.367
2015,NUTS,2010,FI1C,2,383.513
2016,NUTS,2010,FI1C,2,361.394
2017,NUTS,2010,FI1C,2,344.756
2018,NUTS,2010,FI1C,2,350.572
2019,NUTS,2010,FI1C,2,367.484
2011,NUTS,2010,FI1D,2,801.209
2012,NUTS,2010,FI1D,2,729.224
2013,NUTS,2010,FI1D,2,641.753
2015,NUTS,2010,FI1D,2,494.774
2016,NUTS,2010,FI1D,2,512.73
2017,NUTS,2010,FI1D,2,561.819
2018,NUTS,2010,FI1D,2,585.875
2019,NUTS,2010,FI1D,2,573.41
2011,NUTS,2010,FI2,1,3.659
2012,NUTS,2010,FI2,1,3.578
2013,NUTS,2010,FI2,1,2.789
2015,NUTS,2010,FI2,1,2.297
2016,NUTS,2010,FI2,1,3.153
2017,NUTS,2010,FI2,1,2.862
2018,NUTS,2010,FI2,1,3.893
2019,NUTS,2010,FI2,1,3.231
2011,NUTS,2010,FI20,2,3.659
2012,NUTS,2010,FI20,2,3.578
2013,NUTS,2010,FI20,2,2.789
2015,NUTS,2010,FI20,2,2.297
2016,NUTS,2010,FI20,2,3.153
2017,NUTS,2010,FI20,2,2.862
2018,NUTS,2010,FI20,2,3.893
2019,NUTS,2010,FI20,2,3.231
2011,NUTS,2010,FR,0,25560.911
2012,NUTS,2010,FR,0,26285.24
2013,NUTS,2010,FR,0,27188.397
2014,NUTS,2010,FR,0,27622.164
2015,NUTS,2010,FR,0,28146.223
2016,NUTS,2010,FR,0,28774.809
2017,NUTS,2010,FR,0,29441.915
2018,NUTS,2010,FR,0,30513.901
2019,NUTS,2010,FR,0,32437.263
2020,NUTS,2010,FR,0,32973.52
2011,NUTS,2010,FR1,1,10890.174
2012,NUTS,2010,FR1,1,11046.286
2013,NUTS,2010,FR1,1,11347.791
2011,NUTS,2010,FR10,2,10890.174
2012,NUTS,2010,FR10,2,11046.286
2013,NUTS,2010,FR10,2,11347.791
2011,NUTS,2010,FR2,1,2291.378
2012,NUTS,2010,FR2,1,2370.986
2013,NUTS,2010,FR2,1,2451.338
2011,NUTS,2010,FR21,2,170.584
2012,NUTS,2010,FR21,2,170.706
2013,NUTS,2010,FR21,2,171.185
2011,NUTS,2010,FR22,2,412.581
2012,NUTS,2010,FR22,2,467.233
2013,NUTS,2010,FR22,2,483.779
2011,NUTS,2010,FR23,2,469.849
2012,NUTS,2010,FR23,2,493.569
2013,NUTS,2010,FR23,2,546.618
2011,NUTS,2010,FR24,2,711.19
2012,NUTS,2010,FR24,2,689.212
2013,NUTS,2010,FR24,2,715.759
2011,NUTS,2010,FR25,2,272.145
2012,NUTS,2010,FR25,2,287.602
2013,NUTS,2010,FR25,2,280.242
2011,NUTS,2010,FR26,2,255.03
2012,NUTS,2010,FR26,2,262.665
2013,NUTS,2010,FR26,2,253.755
2011,NUTS,2010,FR3,1,373.357
2012,NUTS,2010,FR3,1,387.786
2013,NUTS,2010,FR3,1,411.519
2011,NUTS,2010,FR30,2,373.357
2012,NUTS,2010,FR30,2,387.786
2013,NUTS,2010,FR30,2,411.519
2011,NUTS,2010,FR4,1,1367.05
2012,NUTS,2010,FR4,1,1361.274
2013,NUTS,2010,FR4,1,1312.239
2011,NUTS,2010,FR41,2,270.392
2012,NUTS,2010,FR41,2,269.927
2013,NUTS,2010,FR41,2,273.576
2011,NUTS,2010,FR42,2,453.08
2012,NUTS,2010,FR42,2,469.157
2013,NUTS,2010,FR42,2,462.181
2011,NUTS,2010,FR43,2,643.578
2012,NUTS,2010,FR43,2,622.189
2013,NUTS,2010,FR43,2,576.482
2011,NUTS,2010,FR5,1,1769.25
2012,NUTS,2010,FR5,1,1823.869
2013,NUTS,2010,FR5,1,1918.941
2011,NUTS,2010,FR51,2,685.982
2012,NUTS,2010,FR51,2,710.473
2013,NUTS,2010,FR51,2,740.29
2011,NUTS,2010,FR52,2,896.391
2012,NUTS,2010,FR52,2,916.003
2013,NUTS,2010,FR52,2,966.936
2011,NUTS,2010,FR53,2,186.878
2012,NUTS,2010,FR53,2,197.48
2013,NUTS,2010,FR53,2,211.715
2011,NUTS,2010,FR6,1,3189.126
2012,NUTS,2010,FR6,1,3399.598
2013,NUTS,2010,FR6,1,3506.266
2011,NUTS,2010,FR61,2,749.643
2012,NUTS,2010,FR61,2,810.395
2013,NUTS,2010,FR61,2,836.637
2011,NUTS,2010,FR62,2,2353.027
2012,NUTS,2010,FR62,2,2490.944
2013,NUTS,2010,FR62,2,2572.482
2011,NUTS,2010,FR63,2,86.456
2012,NUTS,2010,FR63,2,98.259
2013,NUTS,2010,FR63,2,97.058
2011,NUTS,2010,FR7,1,3811.057
2012,NUTS,2010,FR7,1,3808.557
2013,NUTS,2010,FR7,1,3856.546
2011,NUTS,2010,FR71,2,3293.998
2012,NUTS,2010,FR71,2,3258.553
2013,NUTS,2010,FR71,2,3333.393
2011,NUTS,2010,FR72,2,517.059
2012,NUTS,2010,FR72,2,550.004
2013,NUTS,2010,FR72,2,523.154
2011,NUTS,2010,FR8,1,1782.851
2012,NUTS,2010,FR8,1,2071.835
2013,NUTS,2010,FR8,1,2468.136
2011,NUTS,2010,FR81,2,369.116
2012,NUTS,2010,FR81,2,413.422
2013,NUTS,2010,FR81,2,439.161
2011,NUTS,2010,FR82,2,1407.833
2012,NUTS,2010,FR82,2,1654.913
2013,NUTS,2010,FR82,2,2025.953
2011,NUTS,2010,FR83,2,5.902
2012,NUTS,2010,FR83,2,3.5
2013,NUTS,2010,FR83,2,2.933
2011,NUTS,2010,FRA,1,11.322
2012,NUTS,2010,FRA,1,14.874
2013,NUTS,2010,FRA,1,20.887
2011,NUTS,2010,HR,0,222.22
2012,NUTS,2010,HR,0,229.425
2013,NUTS,2010,HR,0,271.77
2014,NUTS,2010,HR,0,253.143
2015,NUTS,2010,HR,0,299.175
2016,NUTS,2010,HR,0,287.296
2017,NUTS,2010,HR,0,315.973
2018,NUTS,2010,HR,0,366.166
2019,NUTS,2010,HR,0,447.189
2020,NUTS,2010,HR,0,465.305
2011,NUTS,2010,HR0,1,222.22
2012,NUTS,2010,HR0,1,229.425
2013,NUTS,2010,HR0,1,271.77
2014,NUTS,2010,HR0,1,253.143
2015,NUTS,2010,HR0,1,299.175
2016,NUTS,2010,HR0,1,287.296
2017,NUTS,2010,HR0,1,315.973
2018,NUTS,2010,HR0,1,366.166
2019,NUTS,2010,HR0,1,447.189
2020,NUTS,2010,HR0,1,465.305
2020,NUTS,2010,HR02,2,10.641
2011,NUTS,2010,HR03,2,22.568
2012,NUTS,2010,HR03,2,27.117
2013,NUTS,2010,HR03,2,54.565
2014,NUTS,2010,HR03,2,41.04
2015,NUTS,2010,HR03,2,36.626
2016,NUTS,2010,HR03,2,25.048
2017,NUTS,2010,HR03,2,35.617
2018,NUTS,2010,HR03,2,38.572
2019,NUTS,2010,HR03,2,57.349
2020,NUTS,2010,HR03,2,36.944
2011,NUTS,2010,HR04,2,199.652
2012,NUTS,2010,HR04,2,202.308
2013,NUTS,2010,HR04,2,217.205
2014,NUTS,2010,HR04,2,212.103
2015,NUTS,2010,HR04,2,262.551
2016,NUTS,2010,HR04,2,262.247
2017,NUTS,2010,HR04,2,280.356
2018,NUTS,2010,HR04,2,327.595
2019,NUTS,2010,HR04,2,389.84
2020,NUTS,2010,HR05,2,303.039
2020,NUTS,2010,HR06,2,114.682
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,1260.082
2012,NUTS,2010,HU,0,1403.51
2013,NUTS,2010,HU,0,1683.65
2014,NUTS,2010,HU,0,1746.738
2015,NUTS,2010,HU,0,1865.472
2016,NUTS,2010,HU,0,1665.559
2017,NUTS,2010,HU,0,1908.944
2018,NUTS,2010,HU,0,2411.378
2019,NUTS,2010,HU,0,2471.489
2020,NUTS,2010,HU,0,2648.612
2011,NUTS,2010,HU1,1,878.04
2012,NUTS,2010,HU1,1,927.009
2013,NUTS,2010,HU1,1,1049.254
2014,NUTS,2010,HU1,1,1154.164
2015,NUTS,2010,HU1,1,1217.579
2016,NUTS,2010,HU1,1,1166.309
2017,NUTS,2010,HU1,1,1325.249
2018,NUTS,2010,HU1,1,1686.288
2019,NUTS,2010,HU1,1,1742.41
2011,NUTS,2010,HU10,2,878.04
2012,NUTS,2010,HU10,2,927.009
2013,NUTS,2010,HU10,2,1049.254
2014,NUTS,2010,HU10,2,1154.164
2015,NUTS,2010,HU10,2,1217.579
2016,NUTS,2010,HU10,2,1166.309
2017,NUTS,2010,HU11,2,1238.567
2018,NUTS,2010,HU11,2,1523.726
2019,NUTS,2010,HU11,2,1566.198
2017,NUTS,2010,HU12,2,86.682
2018,NUTS,2010,HU12,2,162.561
2019,NUTS,2010,HU12,2,176.212
2011,NUTS,2010,HU2,1,168.689
2012,NUTS,2010,HU2,1,225.299
2013,NUTS,2010,HU2,1,303.117
2014,NUTS,2010,HU2,1,261.861
2015,NUTS,2010,HU2,1,242.149
2016,NUTS,2010,HU2,1,229.635
2017,NUTS,2010,HU2,1,305.336
2018,NUTS,2010,HU2,1,409.001
2019,NUTS,2010,HU2,1,375.065
2011,NUTS,2010,HU21,2,81.528
2012,NUTS,2010,HU21,2,116.322
2013,NUTS,2010,HU21,2,159.928
2014,NUTS,2010,HU21,2,143.985
2015,NUTS,2010,HU21,2,134.192
2016,NUTS,2010,HU21,2,128.532
2017,NUTS,2010,HU21,2,168.285
2018,NUTS,2010,HU21,2,236.17
2019,NUTS,2010,HU21,2,191.658
2011,NUTS,2010,HU22,2,62.71
2012,NUTS,2010,HU22,2,78.479
2013,NUTS,2010,HU22,2,101.385
2014,NUTS,2010,HU22,2,87.371
2015,NUTS,2010,HU22,2,90.582
2016,NUTS,2010,HU22,2,83.3
2017,NUTS,2010,HU22,2,94.48
2018,NUTS,2010,HU22,2,118.505
2019,NUTS,2010,HU22,2,124.797
2011,NUTS,2010,HU23,2,24.451
2012,NUTS,2010,HU23,2,30.499
2013,NUTS,2010,HU23,2,41.803
2014,NUTS,2010,HU23,2,30.504
2015,NUTS,2010,HU23,2,17.375
