year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_mio_eur
2012,NUTS,2010,BG42,2,0.114
2014,NUTS,2010,BG42,2,0.054
2015,NUTS,2010,BG42,2,0.08
2016,NUTS,2010,BG42,2,0.58
2017,NUTS,2010,BG42,2,0.728
2018,NUTS,2010,BG42,2,0.739
2019,NUTS,2010,BG42,2,1.3
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,CH,0,282.087
2015,NUTS,2010,CH,0,490.289
2017,NUTS,2010,CH,0,473.095
2019,NUTS,2010,CH,0,548.58
2012,NUTS,2010,CH0,1,282.087
2015,NUTS,2010,CH0,1,490.289
2017,NUTS,2010,CH0,1,473.095
2019,NUTS,2010,CH0,1,548.58
2011,NUTS,2010,CY,0,13.876
2012,NUTS,2010,CY,0,10.996
2013,NUTS,2010,CY,0,11.021
2014,NUTS,2010,CY,0,13.527
2015,NUTS,2010,CY,0,12.158
2016,NUTS,2010,CY,0,12.425
2017,NUTS,2010,CY,0,12.869
2018,NUTS,2010,CY,0,14.661
2019,NUTS,2010,CY,0,18.595
2020,NUTS,2010,CY,0,20.0
2011,NUTS,2010,CY0,1,13.876
2012,NUTS,2010,CY0,1,10.996
2013,NUTS,2010,CY0,1,11.021
2014,NUTS,2010,CY0,1,13.527
2015,NUTS,2010,CY0,1,12.158
2016,NUTS,2010,CY0,1,12.425
2017,NUTS,2010,CY0,1,12.869
2018,NUTS,2010,CY0,1,14.661
2019,NUTS,2010,CY0,1,18.595
2020,NUTS,2010,CY0,1,20.0
2011,NUTS,2010,CY00,2,13.876
2012,NUTS,2010,CY00,2,10.996
2013,NUTS,2010,CY00,2,11.021
2014,NUTS,2010,CY00,2,13.527
2015,NUTS,2010,CY00,2,12.158
2016,NUTS,2010,CY00,2,12.425
2017,NUTS,2010,CY00,2,12.869
2018,NUTS,2010,CY00,2,14.661
2019,NUTS,2010,CY00,2,18.595
2020,NUTS,2010,CY00,2,20.0
2011,NUTS,2010,CZ,0,14.042
2012,NUTS,2010,CZ,0,14.688
2013,NUTS,2010,CZ,0,10.296
2014,NUTS,2010,CZ,0,12.742
2015,NUTS,2010,CZ,0,12.558
2016,NUTS,2010,CZ,0,7.294
2017,NUTS,2010,CZ,0,9.586
2018,NUTS,2010,CZ,0,8.857
2019,NUTS,2010,CZ,0,12.345
2020,NUTS,2010,CZ,0,12.516
2011,NUTS,2010,CZ0,1,14.042
2012,NUTS,2010,CZ0,1,14.688
2013,NUTS,2010,CZ0,1,10.296
2014,NUTS,2010,CZ0,1,12.742
2015,NUTS,2010,CZ0,1,12.558
2016,NUTS,2010,CZ0,1,7.294
2017,NUTS,2010,CZ0,1,9.586
2018,NUTS,2010,CZ0,1,8.857
2019,NUTS,2010,CZ0,1,12.345
2020,NUTS,2010,CZ0,1,12.516
2011,NUTS,2010,CZ01,2,6.63
2012,NUTS,2010,CZ01,2,7.057
2013,NUTS,2010,CZ01,2,5.598
2014,NUTS,2010,CZ01,2,5.564
2015,NUTS,2010,CZ01,2,5.242
2016,NUTS,2010,CZ01,2,5.14
2017,NUTS,2010,CZ01,2,5.595
2018,NUTS,2010,CZ01,2,4.82
2019,NUTS,2010,CZ01,2,6.355
2020,NUTS,2010,CZ01,2,6.369
2011,NUTS,2010,CZ02,2,0.165
2012,NUTS,2010,CZ02,2,0.177
2013,NUTS,2010,CZ02,2,0.751
2014,NUTS,2010,CZ02,2,0.326
2015,NUTS,2010,CZ02,2,0.331
2016,NUTS,2010,CZ02,2,0.172
2017,NUTS,2010,CZ02,2,0.215
2018,NUTS,2010,CZ02,2,0.124
2019,NUTS,2010,CZ02,2,0.075
2020,NUTS,2010,CZ02,2,0.103
2011,NUTS,2010,CZ03,2,0.762
2012,NUTS,2010,CZ03,2,2.081
2013,NUTS,2010,CZ03,2,0.407
2014,NUTS,2010,CZ03,2,0.842
2015,NUTS,2010,CZ03,2,3.296
2016,NUTS,2010,CZ03,2,1.049
2017,NUTS,2010,CZ03,2,1.865
2018,NUTS,2010,CZ03,2,1.733
2019,NUTS,2010,CZ03,2,1.378
2020,NUTS,2010,CZ03,2,1.38
2011,NUTS,2010,CZ04,2,0.0
2012,NUTS,2010,CZ04,2,0.0
2013,NUTS,2010,CZ04,2,0.0
2014,NUTS,2010,CZ04,2,0.0
2015,NUTS,2010,CZ04,2,0.0
2016,NUTS,2010,CZ04,2,0.0
2017,NUTS,2010,CZ04,2,0.0
2018,NUTS,2010,CZ04,2,0.018
2019,NUTS,2010,CZ04,2,0.033
2020,NUTS,2010,CZ04,2,0.035
2011,NUTS,2010,CZ05,2,1.596
2012,NUTS,2010,CZ05,2,1.308
2013,NUTS,2010,CZ05,2,1.609
2014,NUTS,2010,CZ05,2,0.467
2015,NUTS,2010,CZ05,2,0.098
2016,NUTS,2010,CZ05,2,0.08
2017,NUTS,2010,CZ05,2,0.353
2018,NUTS,2010,CZ05,2,0.005
2019,NUTS,2010,CZ05,2,2.521
2020,NUTS,2010,CZ05,2,2.713
2011,NUTS,2010,CZ06,2,2.131
2012,NUTS,2010,CZ06,2,1.084
2013,NUTS,2010,CZ06,2,1.486
2014,NUTS,2010,CZ06,2,1.588
2015,NUTS,2010,CZ06,2,2.89
2016,NUTS,2010,CZ06,2,0.364
2017,NUTS,2010,CZ06,2,0.627
2018,NUTS,2010,CZ06,2,1.001
2019,NUTS,2010,CZ06,2,0.762
2020,NUTS,2010,CZ06,2,0.783
2011,NUTS,2010,CZ07,2,0.498
2012,NUTS,2010,CZ07,2,0.353
2013,NUTS,2010,CZ07,2,0.287
2014,NUTS,2010,CZ07,2,0.495
2015,NUTS,2010,CZ07,2,0.379
2016,NUTS,2010,CZ07,2,0.376
2017,NUTS,2010,CZ07,2,0.284
2018,NUTS,2010,CZ07,2,0.4
2019,NUTS,2010,CZ07,2,0.657
2020,NUTS,2010,CZ07,2,0.698
2011,NUTS,2010,CZ08,2,2.26
2012,NUTS,2010,CZ08,2,2.629
2013,NUTS,2010,CZ08,2,0.158
2014,NUTS,2010,CZ08,2,3.461
2015,NUTS,2010,CZ08,2,0.321
2016,NUTS,2010,CZ08,2,0.114
2017,NUTS,2010,CZ08,2,0.647
2018,NUTS,2010,CZ08,2,0.756
2019,NUTS,2010,CZ08,2,0.564
2020,NUTS,2010,CZ08,2,0.436
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DK,0,26.896
2012,NUTS,2010,DK,0,31.302
2013,NUTS,2010,DK,0,32.047
2014,NUTS,2010,DK,0,31.658
2015,NUTS,2010,DK,0,29.496
2016,NUTS,2010,DK,0,30.758
2017,NUTS,2010,DK,0,26.618
2018,NUTS,2010,DK,0,31.262
2019,NUTS,2010,DK,0,36.833
2020,NUTS,2010,DK,0,40.246
2011,NUTS,2010,DK0,1,26.896
2012,NUTS,2010,DK0,1,31.302
2013,NUTS,2010,DK0,1,32.033
2014,NUTS,2010,DK0,1,31.792
2015,NUTS,2010,DK0,1,29.496
2016,NUTS,2010,DK0,1,30.758
2017,NUTS,2010,DK0,1,26.618
2018,NUTS,2010,DK0,1,31.262
2019,NUTS,2010,DK0,1,36.833
2020,NUTS,2010,DK0,1,40.246
2011,NUTS,2010,DK01,2,26.352
2012,NUTS,2010,DK01,2,30.146
2013,NUTS,2010,DK01,2,31.001
2014,NUTS,2010,DK01,2,30.853
2015,NUTS,2010,DK01,2,27.887
2016,NUTS,2010,DK01,2,29.281
2017,NUTS,2010,DK01,2,25.677
2019,NUTS,2010,DK01,2,36.164
2011,NUTS,2010,DK02,2,0.545
2012,NUTS,2010,DK02,2,0.537
2013,NUTS,2010,DK02,2,0.469
2014,NUTS,2010,DK02,2,0.537
2015,NUTS,2010,DK02,2,1.207
2016,NUTS,2010,DK02,2,1.075
2017,NUTS,2010,DK02,2,0.538
2019,NUTS,2010,DK02,2,0.67
2011,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,0.618
2013,NUTS,2010,DK03,2,0.55
2014,NUTS,2010,DK03,2,0.402
2015,NUTS,2010,DK03,2,0.402
2016,NUTS,2010,DK03,2,0.403
2017,NUTS,2010,DK03,2,0.403
2011,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,0.403
2011,NUTS,2010,EA19,2,1673.476
2012,NUTS,2010,EA19,2,1648.677
2013,NUTS,2010,EA19,2,1532.506
2014,NUTS,2010,EA19,2,1641.586
2015,NUTS,2010,EA19,2,1731.719
2016,NUTS,2010,EA19,2,1668.652
2017,NUTS,2010,EA19,2,1491.842
2018,NUTS,2010,EA19,2,1562.016
2019,NUTS,2010,EA19,2,1734.967
2020,NUTS,2010,EA19,2,1872.504
2011,NUTS,2010,EE,0,3.498
2012,NUTS,2010,EE,0,4.012
2013,NUTS,2010,EE,0,3.444
2014,NUTS,2010,EE,0,3.424
2015,NUTS,2010,EE,0,5.44
2016,NUTS,2010,EE,0,4.17
2017,NUTS,2010,EE,0,4.3
2018,NUTS,2010,EE,0,6.15
2019,NUTS,2010,EE,0,5.25
2020,NUTS,2010,EE,0,7.9
2011,NUTS,2010,EE0,1,3.498
2012,NUTS,2010,EE0,1,4.012
2013,NUTS,2010,EE0,1,3.444
2014,NUTS,2010,EE0,1,3.424
2015,NUTS,2010,EE0,1,5.44
2016,NUTS,2010,EE0,1,4.17
2017,NUTS,2010,EE0,1,4.3
2018,NUTS,2010,EE0,1,6.15
2019,NUTS,2010,EE0,1,5.25
2020,NUTS,2010,EE0,1,7.9
2011,NUTS,2010,EE00,2,3.498
2012,NUTS,2010,EE00,2,4.012
2013,NUTS,2010,EE00,2,3.444
2014,NUTS,2010,EE00,2,3.424
2015,NUTS,2010,EE00,2,5.44
2016,NUTS,2010,EE00,2,4.17
2017,NUTS,2010,EE00,2,4.3
2018,NUTS,2010,EE00,2,6.15
2019,NUTS,2010,EE00,2,5.25
2020,NUTS,2010,EE00,2,7.9
2011,NUTS,2010,EL,0,14.039
2012,NUTS,2010,EL,0,12.8
2013,NUTS,2010,EL,0,18.25
2014,NUTS,2010,EL,0,18.48
2015,NUTS,2010,EL,0,19.11
2016,NUTS,2010,EL,0,15.61
2017,NUTS,2010,EL,0,16.4
2018,NUTS,2010,EL,0,23.14
2019,NUTS,2010,EL,0,19.75
2020,NUTS,2010,EL,0,14.33
2011,NUTS,2010,EL3,1,11.991
2013,NUTS,2010,EL3,1,12.83
2015,NUTS,2010,EL3,1,13.82
2017,NUTS,2010,EL3,1,12.41
2018,NUTS,2010,EL3,1,15.45
2019,NUTS,2010,EL3,1,14.59
2011,NUTS,2010,EL30,2,11.991
2013,NUTS,2010,EL30,2,12.83
2015,NUTS,2010,EL30,2,13.82
2017,NUTS,2010,EL30,2,12.41
2018,NUTS,2010,EL30,2,15.45
2019,NUTS,2010,EL30,2,14.59
2011,NUTS,2010,EL4,1,0.252
2013,NUTS,2010,EL4,1,1.58
2015,NUTS,2010,EL4,1,1.52
2017,NUTS,2010,EL4,1,1.83
2018,NUTS,2010,EL4,1,1.9
2019,NUTS,2010,EL4,1,2.04
2011,NUTS,2010,EL41,2,0.05
2013,NUTS,2010,EL41,2,0.06
2015,NUTS,2010,EL41,2,0.06
2017,NUTS,2010,EL41,2,0.17
2018,NUTS,2010,EL41,2,0.2
2019,NUTS,2010,EL41,2,0.33
2011,NUTS,2010,EL42,2,0.183
2013,NUTS,2010,EL42,2,0.61
2015,NUTS,2010,EL42,2,0.35
2017,NUTS,2010,EL42,2,0.42
2018,NUTS,2010,EL42,2,0.36
2019,NUTS,2010,EL42,2,0.4
2011,NUTS,2010,EL43,2,0.018
2013,NUTS,2010,EL43,2,0.91
2015,NUTS,2010,EL43,2,1.11
2017,NUTS,2010,EL43,2,1.24
2018,NUTS,2010,EL43,2,1.34
2019,NUTS,2010,EL43,2,1.31
2011,NUTS,2010,EL5,1,1.585
2013,NUTS,2010,EL5,1,3.49
2015,NUTS,2010,EL5,1,3.5
2017,NUTS,2010,EL5,1,1.62
2018,NUTS,2010,EL5,1,2.67
2019,NUTS,2010,EL5,1,2.3
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,0.05
2015,NUTS,2010,EL51,2,0.05
2017,NUTS,2010,EL51,2,0.1
2018,NUTS,2010,EL51,2,0.1
2019,NUTS,2010,EL51,2,0.04
2011,NUTS,2010,EL52,2,1.24
2013,NUTS,2010,EL52,2,2.95
2015,NUTS,2010,EL52,2,3.02
2017,NUTS,2010,EL52,2,1.04
2018,NUTS,2010,EL52,2,2.09
2019,NUTS,2010,EL52,2,1.91
2011,NUTS,2010,EL53,2,0.237
2013,NUTS,2010,EL53,2,0.19
2015,NUTS,2010,EL53,2,0.13
2017,NUTS,2010,EL53,2,0.25
2018,NUTS,2010,EL53,2,0.27
2019,NUTS,2010,EL53,2,0.15
2011,NUTS,2010,EL54,2,0.108
2013,NUTS,2010,EL54,2,0.3
2015,NUTS,2010,EL54,2,0.3
2017,NUTS,2010,EL54,2,0.23
2018,NUTS,2010,EL54,2,0.21
2019,NUTS,2010,EL54,2,0.2
2011,NUTS,2010,EL6,1,0.212
2013,NUTS,2010,EL6,1,0.35
2015,NUTS,2010,EL6,1,0.27
2017,NUTS,2010,EL6,1,0.54
2018,NUTS,2010,EL6,1,3.12
2019,NUTS,2010,EL6,1,0.82
2011,NUTS,2010,EL61,2,0.054
2013,NUTS,2010,EL61,2,0.06
2015,NUTS,2010,EL61,2,0.05
2017,NUTS,2010,EL61,2,0.12
2018,NUTS,2010,EL61,2,0.13
2019,NUTS,2010,EL61,2,0.1
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,0.01
2018,NUTS,2010,EL62,2,0.0
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,0.04
2015,NUTS,2010,EL63,2,0.01
2017,NUTS,2010,EL63,2,0.0
2018,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,0.05
2013,NUTS,2010,EL64,2,0.05
2015,NUTS,2010,EL64,2,0.05
2017,NUTS,2010,EL64,2,0.05
2018,NUTS,2010,EL64,2,0.0
2019,NUTS,2010,EL64,2,0.0
2011,NUTS,2010,EL65,2,0.108
2013,NUTS,2010,EL65,2,0.2
2015,NUTS,2010,EL65,2,0.16
2017,NUTS,2010,EL65,2,0.36
2018,NUTS,2010,EL65,2,2.99
2019,NUTS,2010,EL65,2,0.72
2011,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2011,NUTS,2010,ELZZ,2,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,23.517
2012,NUTS,2010,ES,0,25.107
2013,NUTS,2010,ES,0,21.551
2014,NUTS,2010,ES,0,21.58
2015,NUTS,2010,ES,0,27.0
2016,NUTS,2010,ES,0,32.0
2017,NUTS,2010,ES,0,30.0
2018,NUTS,2010,ES,0,39.0
2019,NUTS,2010,ES,0,42.0
2020,NUTS,2010,ES,0,46.0
2011,NUTS,2010,ES1,1,2.87
2012,NUTS,2010,ES1,1,3.546
2013,NUTS,2010,ES1,1,3.479
2015,NUTS,2010,ES1,1,3.0
2016,NUTS,2010,ES1,1,5.0
2017,NUTS,2010,ES1,1,5.0
2018,NUTS,2010,ES1,1,5.0
2014,NUTS,2010,ES11,2,0.118
2015,NUTS,2010,ES11,2,0.0
2016,NUTS,2010,ES11,2,2.0
2017,NUTS,2010,ES11,2,2.0
2018,NUTS,2010,ES11,2,3.0
2019,NUTS,2010,ES11,2,2.0
2012,NUTS,2010,ES12,2,0.256
2013,NUTS,2010,ES12,2,0.137
2014,NUTS,2010,ES12,2,0.138
2015,NUTS,2010,ES12,2,0.0
2016,NUTS,2010,ES12,2,0.0
2017,NUTS,2010,ES12,2,0.0
2018,NUTS,2010,ES12,2,0.0
2019,NUTS,2010,ES12,2,0.0
2011,NUTS,2010,ES13,2,2.592
2015,NUTS,2010,ES13,2,3.0
2016,NUTS,2010,ES13,2,3.0
2017,NUTS,2010,ES13,2,2.0
2018,NUTS,2010,ES13,2,3.0
2011,NUTS,2010,ES2,1,2.368
2013,NUTS,2010,ES2,1,2.175
2015,NUTS,2010,ES2,1,2.0
2019,NUTS,2010,ES2,1,1.0
2011,NUTS,2010,ES21,2,1.802
2012,NUTS,2010,ES21,2,1.896
2013,NUTS,2010,ES21,2,1.432
2014,NUTS,2010,ES21,2,1.375
2015,NUTS,2010,ES21,2,2.0
2016,NUTS,2010,ES21,2,1.0
2017,NUTS,2010,ES21,2,1.0
2018,NUTS,2010,ES21,2,1.0
2019,NUTS,2010,ES21,2,1.0
2011,NUTS,2010,ES22,2,0.132
2015,NUTS,2010,ES22,2,0.0
2011,NUTS,2010,ES23,2,0.163
2012,NUTS,2010,ES23,2,0.206
2014,NUTS,2010,ES23,2,0.073
2015,NUTS,2010,ES23,2,0.0
2016,NUTS,2010,ES23,2,0.0
2017,NUTS,2010,ES23,2,0.0
2018,NUTS,2010,ES23,2,0.0
2011,NUTS,2010,ES24,2,0.27
2012,NUTS,2010,ES24,2,0.347
2013,NUTS,2010,ES24,2,0.211
2014,NUTS,2010,ES24,2,0.053
2015,NUTS,2010,ES24,2,0.0
2016,NUTS,2010,ES24,2,0.0
2017,NUTS,2010,ES24,2,0.0
2018,NUTS,2010,ES24,2,0.0
2011,NUTS,2010,ES3,1,6.146
2012,NUTS,2010,ES3,1,5.865
2013,NUTS,2010,ES3,1,5.247
2014,NUTS,2010,ES3,1,4.5
2015,NUTS,2010,ES3,1,5.0
2016,NUTS,2010,ES3,1,5.0
2017,NUTS,2010,ES3,1,6.0
2018,NUTS,2010,ES3,1,10.0
2019,NUTS,2010,ES3,1,15.0
2011,NUTS,2010,ES30,2,6.146
2012,NUTS,2010,ES30,2,5.865
2013,NUTS,2010,ES30,2,5.247
2014,NUTS,2010,ES30,2,4.5
2015,NUTS,2010,ES30,2,5.0
2016,NUTS,2010,ES30,2,5.0
2017,NUTS,2010,ES30,2,6.0
2018,NUTS,2010,ES30,2,10.0
2019,NUTS,2010,ES30,2,15.0
2011,NUTS,2010,ES4,1,0.807
2013,NUTS,2010,ES4,1,0.36
2014,NUTS,2010,ES4,1,0.323
2015,NUTS,2010,ES4,1,1.0
2016,NUTS,2010,ES4,1,1.0
2018,NUTS,2010,ES4,1,1.0
2019,NUTS,2010,ES4,1,1.0
2012,NUTS,2010,ES41,2,0.314
2013,NUTS,2010,ES41,2,0.228
2014,NUTS,2010,ES41,2,0.251
2015,NUTS,2010,ES41,2,0.0
2017,NUTS,2010,ES41,2,0.0
2018,NUTS,2010,ES41,2,0.0
2019,NUTS,2010,ES41,2,0.0
2013,NUTS,2010,ES42,2,0.042
2014,NUTS,2010,ES42,2,0.014
2015,NUTS,2010,ES42,2,0.0
2017,NUTS,2010,ES42,2,0.0
2011,NUTS,2010,ES43,2,0.085
2013,NUTS,2010,ES43,2,0.089
2014,NUTS,2010,ES43,2,0.058
2015,NUTS,2010,ES43,2,0.0
2016,NUTS,2010,ES43,2,0.0
2011,NUTS,2010,ES5,1,9.435
2012,NUTS,2010,ES5,1,10.077
2013,NUTS,2010,ES5,1,7.96
2014,NUTS,2010,ES5,1,9.208
2015,NUTS,2010,ES5,1,15.0
2016,NUTS,2010,ES5,1,17.0
2017,NUTS,2010,ES5,1,15.0
2018,NUTS,2010,ES5,1,18.0
2011,NUTS,2010,ES51,2,8.404
2012,NUTS,2010,ES51,2,9.199
