year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_t_fte
2011,NUTS,2010,FI1C,2,780.0
2012,NUTS,2010,FI1C,2,735.0
2013,NUTS,2010,FI1C,2,730.0
2015,NUTS,2010,FI1C,2,500.0
2016,NUTS,2010,FI1C,2,434.0
2017,NUTS,2010,FI1C,2,311.0
2018,NUTS,2010,FI1C,2,292.0
2019,NUTS,2010,FI1C,2,272.0
2011,NUTS,2010,FI1D,2,1403.0
2012,NUTS,2010,FI1D,2,1344.0
2013,NUTS,2010,FI1D,2,1274.0
2015,NUTS,2010,FI1D,2,776.0
2016,NUTS,2010,FI1D,2,671.0
2017,NUTS,2010,FI1D,2,688.0
2018,NUTS,2010,FI1D,2,651.0
2019,NUTS,2010,FI1D,2,638.0
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,49685.0
2012,NUTS,2010,FR,0,49903.0
2013,NUTS,2010,FR,0,49980.0
2014,NUTS,2010,FR,0,49762.0
2015,NUTS,2010,FR,0,49413.0
2016,NUTS,2010,FR,0,49409.0
2017,NUTS,2010,FR,0,49195.0
2018,NUTS,2010,FR,0,49261.0
2019,NUTS,2010,FR,0,49378.0
2020,NUTS,2010,FR,0,49799.0
2011,NUTS,2010,FR1,1,17657.0
2012,NUTS,2010,FR1,1,17934.0
2013,NUTS,2010,FR1,1,18005.0
2011,NUTS,2010,FR10,2,17657.0
2012,NUTS,2010,FR10,2,17934.0
2013,NUTS,2010,FR10,2,18005.0
2011,NUTS,2010,FR2,1,2220.0
2012,NUTS,2010,FR2,1,2240.0
2013,NUTS,2010,FR2,1,2172.0
2011,NUTS,2010,FR21,2,56.0
2012,NUTS,2010,FR21,2,103.0
2013,NUTS,2010,FR21,2,44.0
2011,NUTS,2010,FR22,2,193.0
2012,NUTS,2010,FR22,2,230.0
2013,NUTS,2010,FR22,2,218.0
2011,NUTS,2010,FR23,2,69.0
2012,NUTS,2010,FR23,2,65.0
2013,NUTS,2010,FR23,2,65.0
2011,NUTS,2010,FR24,2,1187.0
2012,NUTS,2010,FR24,2,1145.0
2013,NUTS,2010,FR24,2,1149.0
2011,NUTS,2010,FR25,2,274.0
2012,NUTS,2010,FR25,2,265.0
2013,NUTS,2010,FR25,2,269.0
2011,NUTS,2010,FR26,2,442.0
2012,NUTS,2010,FR26,2,432.0
2013,NUTS,2010,FR26,2,426.0
2011,NUTS,2010,FR3,1,694.0
2012,NUTS,2010,FR3,1,690.0
2013,NUTS,2010,FR3,1,674.0
2011,NUTS,2010,FR30,2,694.0
2012,NUTS,2010,FR30,2,690.0
2013,NUTS,2010,FR30,2,674.0
2011,NUTS,2010,FR4,1,1542.0
2012,NUTS,2010,FR4,1,1508.0
2013,NUTS,2010,FR4,1,1457.0
2011,NUTS,2010,FR41,2,631.0
2012,NUTS,2010,FR41,2,594.0
2013,NUTS,2010,FR41,2,566.0
2011,NUTS,2010,FR42,2,870.0
2012,NUTS,2010,FR42,2,877.0
2013,NUTS,2010,FR42,2,859.0
2011,NUTS,2010,FR43,2,41.0
2012,NUTS,2010,FR43,2,37.0
2013,NUTS,2010,FR43,2,32.0
2011,NUTS,2010,FR5,1,3916.0
2012,NUTS,2010,FR5,1,4033.0
2013,NUTS,2010,FR5,1,3924.0
2011,NUTS,2010,FR51,2,1392.0
2012,NUTS,2010,FR51,2,1506.0
2013,NUTS,2010,FR51,2,1312.0
2011,NUTS,2010,FR52,2,2174.0
2012,NUTS,2010,FR52,2,2190.0
2013,NUTS,2010,FR52,2,2266.0
2011,NUTS,2010,FR53,2,350.0
2012,NUTS,2010,FR53,2,337.0
2013,NUTS,2010,FR53,2,346.0
2011,NUTS,2010,FR6,1,5062.0
2012,NUTS,2010,FR6,1,5203.0
2013,NUTS,2010,FR6,1,5206.0
2011,NUTS,2010,FR61,2,1304.0
2012,NUTS,2010,FR61,2,1374.0
2013,NUTS,2010,FR61,2,1334.0
2011,NUTS,2010,FR62,2,3740.0
2012,NUTS,2010,FR62,2,3802.0
2013,NUTS,2010,FR62,2,3852.0
2011,NUTS,2010,FR63,2,19.0
2012,NUTS,2010,FR63,2,27.0
2013,NUTS,2010,FR63,2,20.0
2011,NUTS,2010,FR7,1,6621.0
2012,NUTS,2010,FR7,1,6939.0
2013,NUTS,2010,FR7,1,6766.0
2011,NUTS,2010,FR71,2,5727.0
2012,NUTS,2010,FR71,2,5588.0
2013,NUTS,2010,FR71,2,5865.0
2011,NUTS,2010,FR72,2,894.0
2012,NUTS,2010,FR72,2,1351.0
2013,NUTS,2010,FR72,2,901.0
2011,NUTS,2010,FR8,1,9747.0
2012,NUTS,2010,FR8,1,9260.0
2013,NUTS,2010,FR8,1,9736.0
2011,NUTS,2010,FR81,2,4638.0
2012,NUTS,2010,FR81,2,4757.0
2013,NUTS,2010,FR81,2,4632.0
2011,NUTS,2010,FR82,2,5038.0
2012,NUTS,2010,FR82,2,4430.0
2013,NUTS,2010,FR82,2,5034.0
2011,NUTS,2010,FR83,2,71.0
2012,NUTS,2010,FR83,2,73.0
2013,NUTS,2010,FR83,2,70.0
2011,NUTS,2010,FRA,1,1365.0
2012,NUTS,2010,FRA,1,1473.0
2013,NUTS,2010,FRA,1,1425.0
2011,NUTS,2010,FRZ,1,860.0
2012,NUTS,2010,FRZ,1,625.0
2013,NUTS,2010,FRZ,1,616.0
2011,NUTS,2010,FRZZ,2,860.0
2012,NUTS,2010,FRZZ,2,625.0
2013,NUTS,2010,FRZZ,2,616.0
2011,NUTS,2010,HR,0,3607.0
2012,NUTS,2010,HR,0,3499.0
2013,NUTS,2010,HR,0,3473.0
2014,NUTS,2010,HR,0,3356.0
2015,NUTS,2010,HR,0,3262.0
2016,NUTS,2010,HR,0,3007.0
2017,NUTS,2010,HR,0,3058.0
2018,NUTS,2010,HR,0,3167.0
2019,NUTS,2010,HR,0,3204.0
2020,NUTS,2010,HR,0,3569.0
2011,NUTS,2010,HR0,1,3607.0
2012,NUTS,2010,HR0,1,3499.0
2013,NUTS,2010,HR0,1,3473.0
2014,NUTS,2010,HR0,1,3356.0
2015,NUTS,2010,HR0,1,3262.0
2016,NUTS,2010,HR0,1,3007.0
2017,NUTS,2010,HR0,1,3058.0
2018,NUTS,2010,HR0,1,3167.0
2019,NUTS,2010,HR0,1,3204.0
2020,NUTS,2010,HR0,1,3569.0
2020,NUTS,2010,HR02,2,185.0
2011,NUTS,2010,HR03,2,245.0
2012,NUTS,2010,HR03,2,262.0
2013,NUTS,2010,HR03,2,260.0
2014,NUTS,2010,HR03,2,239.0
2015,NUTS,2010,HR03,2,226.0
2016,NUTS,2010,HR03,2,291.0
2017,NUTS,2010,HR03,2,298.0
2018,NUTS,2010,HR03,2,316.0
2019,NUTS,2010,HR03,2,368.0
2020,NUTS,2010,HR03,2,394.0
2011,NUTS,2010,HR04,2,3362.0
2012,NUTS,2010,HR04,2,3237.0
2013,NUTS,2010,HR04,2,3212.0
2014,NUTS,2010,HR04,2,3118.0
2015,NUTS,2010,HR04,2,3036.0
2016,NUTS,2010,HR04,2,2716.0
2017,NUTS,2010,HR04,2,2760.0
2018,NUTS,2010,HR04,2,2851.0
2019,NUTS,2010,HR04,2,2837.0
2020,NUTS,2010,HR05,2,2908.0
2020,NUTS,2010,HR06,2,82.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,8480.0
2012,NUTS,2010,HU,0,7605.0
2013,NUTS,2010,HU,0,7765.0
2014,NUTS,2010,HU,0,7215.0
2015,NUTS,2010,HU,0,8111.0
2016,NUTS,2010,HU,0,7456.0
2017,NUTS,2010,HU,0,7271.0
2018,NUTS,2010,HU,0,10633.0
2019,NUTS,2010,HU,0,9708.0
2020,NUTS,2010,HU,0,9984.0
2011,NUTS,2010,HU1,1,6792.0
2012,NUTS,2010,HU1,1,5937.0
2013,NUTS,2010,HU1,1,5825.0
2014,NUTS,2010,HU1,1,5409.0
2015,NUTS,2010,HU1,1,6329.0
2016,NUTS,2010,HU1,1,5733.0
2017,NUTS,2010,HU1,1,5563.0
2018,NUTS,2010,HU1,1,8301.0
2019,NUTS,2010,HU1,1,7451.0
2011,NUTS,2010,HU10,2,6792.0
2012,NUTS,2010,HU10,2,5937.0
2013,NUTS,2010,HU10,2,5825.0
2014,NUTS,2010,HU10,2,5409.0
2015,NUTS,2010,HU10,2,6329.0
2016,NUTS,2010,HU10,2,5733.0
2017,NUTS,2010,HU11,2,4825.0
2018,NUTS,2010,HU11,2,7570.0
2019,NUTS,2010,HU11,2,6721.0
2017,NUTS,2010,HU12,2,738.0
2018,NUTS,2010,HU12,2,731.0
2019,NUTS,2010,HU12,2,730.0
2011,NUTS,2010,HU2,1,644.0
2012,NUTS,2010,HU2,1,797.0
2013,NUTS,2010,HU2,1,1127.0
2014,NUTS,2010,HU2,1,1061.0
2015,NUTS,2010,HU2,1,1032.0
2016,NUTS,2010,HU2,1,979.0
2017,NUTS,2010,HU2,1,964.0
2018,NUTS,2010,HU2,1,1118.0
2019,NUTS,2010,HU2,1,1189.0
2011,NUTS,2010,HU21,2,326.0
2012,NUTS,2010,HU21,2,622.0
2013,NUTS,2010,HU21,2,671.0
2014,NUTS,2010,HU21,2,647.0
2015,NUTS,2010,HU21,2,632.0
2016,NUTS,2010,HU21,2,597.0
2017,NUTS,2010,HU21,2,603.0
2018,NUTS,2010,HU21,2,810.0
2019,NUTS,2010,HU21,2,896.0
2011,NUTS,2010,HU22,2,171.0
2012,NUTS,2010,HU22,2,135.0
2013,NUTS,2010,HU22,2,240.0
2014,NUTS,2010,HU22,2,211.0
2015,NUTS,2010,HU22,2,219.0
2016,NUTS,2010,HU22,2,208.0
2017,NUTS,2010,HU22,2,182.0
2018,NUTS,2010,HU22,2,303.0
2019,NUTS,2010,HU22,2,285.0
2011,NUTS,2010,HU23,2,147.0
2012,NUTS,2010,HU23,2,40.0
2013,NUTS,2010,HU23,2,216.0
2014,NUTS,2010,HU23,2,203.0
2015,NUTS,2010,HU23,2,181.0
2016,NUTS,2010,HU23,2,174.0
2017,NUTS,2010,HU23,2,179.0
2018,NUTS,2010,HU23,2,5.0
2019,NUTS,2010,HU23,2,8.0
2011,NUTS,2010,HU3,1,1044.0
2012,NUTS,2010,HU3,1,871.0
2013,NUTS,2010,HU3,1,813.0
2014,NUTS,2010,HU3,1,745.0
2015,NUTS,2010,HU3,1,750.0
2016,NUTS,2010,HU3,1,744.0
2017,NUTS,2010,HU3,1,744.0
2018,NUTS,2010,HU3,1,1214.0
2019,NUTS,2010,HU3,1,1068.0
2011,NUTS,2010,HU31,2,83.0
2012,NUTS,2010,HU31,2,31.0
2013,NUTS,2010,HU31,2,25.0
2014,NUTS,2010,HU31,2,13.0
2015,NUTS,2010,HU31,2,13.0
2016,NUTS,2010,HU31,2,7.0
2017,NUTS,2010,HU31,2,14.0
2018,NUTS,2010,HU31,2,10.0
2019,NUTS,2010,HU31,2,41.0
2011,NUTS,2010,HU32,2,251.0
2012,NUTS,2010,HU32,2,231.0
2013,NUTS,2010,HU32,2,171.0
2014,NUTS,2010,HU32,2,220.0
2015,NUTS,2010,HU32,2,199.0
2016,NUTS,2010,HU32,2,191.0
2017,NUTS,2010,HU32,2,157.0
2018,NUTS,2010,HU32,2,197.0
2019,NUTS,2010,HU32,2,244.0
2011,NUTS,2010,HU33,2,710.0
2012,NUTS,2010,HU33,2,609.0
2013,NUTS,2010,HU33,2,617.0
2014,NUTS,2010,HU33,2,512.0
2015,NUTS,2010,HU33,2,538.0
2016,NUTS,2010,HU33,2,546.0
2017,NUTS,2010,HU33,2,573.0
2018,NUTS,2010,HU33,2,1007.0
2019,NUTS,2010,HU33,2,783.0
2011,NUTS,2010,IE,0,1034.0
2012,NUTS,2010,IE,0,921.0
2013,NUTS,2010,IE,0,818.0
2014,NUTS,2010,IE,0,826.0
2015,NUTS,2010,IE,0,951.0
2016,NUTS,2010,IE,0,993.0
2017,NUTS,2010,IE,0,1051.0
2018,NUTS,2010,IE,0,1196.0
2019,NUTS,2010,IE,0,1194.0
2020,NUTS,2010,IE,0,1192.0
2011,NUTS,2010,IE0,1,1034.0
2012,NUTS,2010,IE0,1,921.0
2013,NUTS,2010,IE0,1,818.0
2015,NUTS,2010,IE0,1,951.0
2017,NUTS,2010,IE0,1,1051.0
2011,NUTS,2010,IE01,2,155.0
2012,NUTS,2010,IE01,2,138.0
2013,NUTS,2010,IE01,2,123.0
2015,NUTS,2010,IE01,2,24.0
2017,NUTS,2010,IE01,2,97.0
2011,NUTS,2010,IE02,2,879.0
2012,NUTS,2010,IE02,2,783.0
2013,NUTS,2010,IE02,2,695.0
2015,NUTS,2010,IE02,2,927.0
2017,NUTS,2010,IE02,2,954.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,594.0
2013,NUTS,2010,IS,0,266.0
2015,NUTS,2010,IS,0,275.0
2016,NUTS,2010,IS,0,184.0
2017,NUTS,2010,IS,0,277.0
2018,NUTS,2010,IS,0,277.0
2011,NUTS,2010,IT,0,36153.0
2012,NUTS,2010,IT,0,37851.0
2013,NUTS,2010,IT,0,39023.0
2014,NUTS,2010,IT,0,38506.0
2015,NUTS,2010,IT,0,38669.0
2016,NUTS,2010,IT,0,38490.0
2017,NUTS,2010,IT,0,38756.0
2018,NUTS,2010,IT,0,39495.0
2019,NUTS,2010,IT,0,39973.0
2020,NUTS,2010,IT,0,39224.0
2011,NUTS,2010,ITC,1,5390.0
2012,NUTS,2010,ITC,1,5855.0
2013,NUTS,2010,ITC,1,5880.0
2014,NUTS,2010,ITC,1,5894.0
2015,NUTS,2010,ITC,1,6146.0
2016,NUTS,2010,ITC,1,6256.0
2017,NUTS,2010,ITC,1,6118.0
2018,NUTS,2010,ITC,1,6408.0
2019,NUTS,2010,ITC,1,6800.0
2011,NUTS,2010,ITC1,2,1046.0
2012,NUTS,2010,ITC1,2,1177.0
2013,NUTS,2010,ITC1,2,1147.0
2014,NUTS,2010,ITC1,2,1157.0
2015,NUTS,2010,ITC1,2,1274.0
2016,NUTS,2010,ITC1,2,1244.0
2017,NUTS,2010,ITC1,2,1278.0
2018,NUTS,2010,ITC1,2,1387.0
2019,NUTS,2010,ITC1,2,1287.0
2011,NUTS,2010,ITC2,2,47.0
2012,NUTS,2010,ITC2,2,38.0
2013,NUTS,2010,ITC2,2,38.0
2014,NUTS,2010,ITC2,2,29.0
2015,NUTS,2010,ITC2,2,29.0
2016,NUTS,2010,ITC2,2,25.0
2017,NUTS,2010,ITC2,2,63.0
2018,NUTS,2010,ITC2,2,35.0
2019,NUTS,2010,ITC2,2,40.0
2011,NUTS,2010,ITC3,2,1072.0
2012,NUTS,2010,ITC3,2,1310.0
2013,NUTS,2010,ITC3,2,1426.0
2014,NUTS,2010,ITC3,2,1526.0
2015,NUTS,2010,ITC3,2,1631.0
2016,NUTS,2010,ITC3,2,1615.0
2017,NUTS,2010,ITC3,2,1645.0
2018,NUTS,2010,ITC3,2,1783.0
2019,NUTS,2010,ITC3,2,1949.0
2011,NUTS,2010,ITC4,2,3225.0
2012,NUTS,2010,ITC4,2,3330.0
2013,NUTS,2010,ITC4,2,3268.0
2014,NUTS,2010,ITC4,2,3182.0
2015,NUTS,2010,ITC4,2,3212.0
2016,NUTS,2010,ITC4,2,3372.0
2017,NUTS,2010,ITC4,2,3132.0
2018,NUTS,2010,ITC4,2,3203.0
2019,NUTS,2010,ITC4,2,3525.0
2011,NUTS,2010,ITF,1,4601.0
2012,NUTS,2010,ITF,1,4851.0
2013,NUTS,2010,ITF,1,5258.0
2014,NUTS,2010,ITF,1,5355.0
2015,NUTS,2010,ITF,1,5644.0
2016,NUTS,2010,ITF,1,5416.0
2017,NUTS,2010,ITF,1,5531.0
2018,NUTS,2010,ITF,1,5419.0
2019,NUTS,2010,ITF,1,5732.0
2011,NUTS,2010,ITF1,2,352.0
2012,NUTS,2010,ITF1,2,328.0
2013,NUTS,2010,ITF1,2,383.0
2014,NUTS,2010,ITF1,2,451.0
2015,NUTS,2010,ITF1,2,489.0
2016,NUTS,2010,ITF1,2,486.0
2017,NUTS,2010,ITF1,2,509.0
2018,NUTS,2010,ITF1,2,478.0
2019,NUTS,2010,ITF1,2,513.0
2011,NUTS,2010,ITF2,2,34.0
2012,NUTS,2010,ITF2,2,35.0
2013,NUTS,2010,ITF2,2,34.0
2014,NUTS,2010,ITF2,2,34.0
2015,NUTS,2010,ITF2,2,41.0
2016,NUTS,2010,ITF2,2,39.0
2017,NUTS,2010,ITF2,2,37.0
2018,NUTS,2010,ITF2,2,34.0
2019,NUTS,2010,ITF2,2,41.0
2011,NUTS,2010,ITF3,2,2306.0
2012,NUTS,2010,ITF3,2,2512.0
2013,NUTS,2010,ITF3,2,2697.0
2014,NUTS,2010,ITF3,2,2680.0
2015,NUTS,2010,ITF3,2,2802.0
2016,NUTS,2010,ITF3,2,2722.0
2017,NUTS,2010,ITF3,2,2710.0
2018,NUTS,2010,ITF3,2,2686.0
2019,NUTS,2010,ITF3,2,2796.0
2011,NUTS,2010,ITF4,2,1199.0
2012,NUTS,2010,ITF4,2,1217.0
2013,NUTS,2010,ITF4,2,1313.0
2014,NUTS,2010,ITF4,2,1400.0
2015,NUTS,2010,ITF4,2,1430.0
2016,NUTS,2010,ITF4,2,1362.0
2017,NUTS,2010,ITF4,2,1459.0
2018,NUTS,2010,ITF4,2,1424.0
2019,NUTS,2010,ITF4,2,1571.0
2011,NUTS,2010,ITF5,2,424.0
2012,NUTS,2010,ITF5,2,419.0
2013,NUTS,2010,ITF5,2,428.0
2014,NUTS,2010,ITF5,2,398.0
2015,NUTS,2010,ITF5,2,424.0
2016,NUTS,2010,ITF5,2,430.0
2017,NUTS,2010,ITF5,2,435.0
2018,NUTS,2010,ITF5,2,435.0
2019,NUTS,2010,ITF5,2,441.0
2011,NUTS,2010,ITF6,2,286.0
2012,NUTS,2010,ITF6,2,340.0
2013,NUTS,2010,ITF6,2,403.0
2014,NUTS,2010,ITF6,2,392.0
2015,NUTS,2010,ITF6,2,457.0
2016,NUTS,2010,ITF6,2,380.0
2017,NUTS,2010,ITF6,2,381.0
2018,NUTS,2010,ITF6,2,362.0
2019,NUTS,2010,ITF6,2,371.0
2011,NUTS,2010,ITG,1,2877.0
2012,NUTS,2010,ITG,1,2990.0
2013,NUTS,2010,ITG,1,3190.0
2014,NUTS,2010,ITG,1,3228.0
2015,NUTS,2010,ITG,1,3183.0
2016,NUTS,2010,ITG,1,3105.0
2017,NUTS,2010,ITG,1,3154.0
2018,NUTS,2010,ITG,1,3193.0
2019,NUTS,2010,ITG,1,3247.0
2011,NUTS,2010,ITG1,2,1725.0
2012,NUTS,2010,ITG1,2,1838.0
2013,NUTS,2010,ITG1,2,2052.0
2014,NUTS,2010,ITG1,2,2056.0
2015,NUTS,2010,ITG1,2,2005.0
2016,NUTS,2010,ITG1,2,1967.0
2017,NUTS,2010,ITG1,2,2036.0
2018,NUTS,2010,ITG1,2,2134.0
2019,NUTS,2010,ITG1,2,2127.0
2011,NUTS,2010,ITG2,2,1152.0
2012,NUTS,2010,ITG2,2,1152.0
2013,NUTS,2010,ITG2,2,1138.0
2014,NUTS,2010,ITG2,2,1172.0
2015,NUTS,2010,ITG2,2,1178.0
2016,NUTS,2010,ITG2,2,1138.0
2017,NUTS,2010,ITG2,2,1118.0
2018,NUTS,2010,ITG2,2,1059.0
2019,NUTS,2010,ITG2,2,1120.0
2011,NUTS,2010,ITH,1,6675.0
2012,NUTS,2010,ITH,1,7067.0
2013,NUTS,2010,ITH,1,7325.0
2014,NUTS,2010,ITH,1,6475.0
2015,NUTS,2010,ITH,1,6465.0
2016,NUTS,2010,ITH,1,6619.0
2017,NUTS,2010,ITH,1,6770.0
2018,NUTS,2010,ITH,1,7024.0
2019,NUTS,2010,ITH,1,7074.0
2011,NUTS,2010,ITH1,2,454.0
2012,NUTS,2010,ITH1,2,472.0
2013,NUTS,2010,ITH1,2,517.0
2014,NUTS,2010,ITH1,2,37.0
2015,NUTS,2010,ITH1,2,22.0
2016,NUTS,2010,ITH1,2,33.0
2017,NUTS,2010,ITH1,2,31.0
2018,NUTS,2010,ITH1,2,202.0
2019,NUTS,2010,ITH1,2,202.0
2011,NUTS,2010,ITH2,2,1005.0
2012,NUTS,2010,ITH2,2,1018.0
2013,NUTS,2010,ITH2,2,1167.0
2014,NUTS,2010,ITH2,2,1095.0
2015,NUTS,2010,ITH2,2,1046.0
2016,NUTS,2010,ITH2,2,1028.0
2017,NUTS,2010,ITH2,2,1115.0
2018,NUTS,2010,ITH2,2,1124.0
2019,NUTS,2010,ITH2,2,1149.0
2011,NUTS,2010,ITH3,2,1568.0
2012,NUTS,2010,ITH3,2,1650.0
2013,NUTS,2010,ITH3,2,1623.0
2014,NUTS,2010,ITH3,2,1446.0
2015,NUTS,2010,ITH3,2,1434.0
2016,NUTS,2010,ITH3,2,1452.0
2017,NUTS,2010,ITH3,2,1491.0
2018,NUTS,2010,ITH3,2,1478.0
2019,NUTS,2010,ITH3,2,1510.0
2011,NUTS,2010,ITH4,2,1032.0
2012,NUTS,2010,ITH4,2,960.0
2013,NUTS,2010,ITH4,2,901.0
2014,NUTS,2010,ITH4,2,1156.0
2015,NUTS,2010,ITH4,2,1159.0
2016,NUTS,2010,ITH4,2,1285.0
2017,NUTS,2010,ITH4,2,1374.0
2018,NUTS,2010,ITH4,2,1427.0
2019,NUTS,2010,ITH4,2,1389.0
2011,NUTS,2010,ITH5,2,2615.0
2012,NUTS,2010,ITH5,2,2968.0
2013,NUTS,2010,ITH5,2,3116.0
2014,NUTS,2010,ITH5,2,2740.0
2015,NUTS,2010,ITH5,2,2804.0
2016,NUTS,2010,ITH5,2,2821.0
2017,NUTS,2010,ITH5,2,2760.0
2018,NUTS,2010,ITH5,2,2793.0
2019,NUTS,2010,ITH5,2,2824.0
2011,NUTS,2010,ITI,1,16608.0
2012,NUTS,2010,ITI,1,17088.0
2013,NUTS,2010,ITI,1,17372.0
2014,NUTS,2010,ITI,1,17555.0
2015,NUTS,2010,ITI,1,17233.0
2016,NUTS,2010,ITI,1,17093.0
2017,NUTS,2010,ITI,1,17183.0
2018,NUTS,2010,ITI,1,17451.0
2019,NUTS,2010,ITI,1,17120.0
2011,NUTS,2010,ITI1,2,2345.0
2012,NUTS,2010,ITI1,2,2457.0
2013,NUTS,2010,ITI1,2,2860.0
2014,NUTS,2010,ITI1,2,2738.0
2015,NUTS,2010,ITI1,2,2660.0
2016,NUTS,2010,ITI1,2,2717.0
2017,NUTS,2010,ITI1,2,2723.0
2018,NUTS,2010,ITI1,2,2880.0
2019,NUTS,2010,ITI1,2,2780.0
2011,NUTS,2010,ITI2,2,213.0
2012,NUTS,2010,ITI2,2,243.0
2013,NUTS,2010,ITI2,2,229.0
2014,NUTS,2010,ITI2,2,251.0
2015,NUTS,2010,ITI2,2,268.0
2016,NUTS,2010,ITI2,2,295.0
2017,NUTS,2010,ITI2,2,244.0
2018,NUTS,2010,ITI2,2,248.0
2019,NUTS,2010,ITI2,2,283.0
2011,NUTS,2010,ITI3,2,144.0
2012,NUTS,2010,ITI3,2,171.0
2013,NUTS,2010,ITI3,2,216.0
2014,NUTS,2010,ITI3,2,201.0
2015,NUTS,2010,ITI3,2,216.0
2016,NUTS,2010,ITI3,2,221.0
2017,NUTS,2010,ITI3,2,184.0
2018,NUTS,2010,ITI3,2,219.0
2019,NUTS,2010,ITI3,2,216.0
2011,NUTS,2010,ITI4,2,13906.0
2012,NUTS,2010,ITI4,2,14217.0
2013,NUTS,2010,ITI4,2,14067.0
2014,NUTS,2010,ITI4,2,14365.0
2015,NUTS,2010,ITI4,2,14089.0
2016,NUTS,2010,ITI4,2,13861.0
2017,NUTS,2010,ITI4,2,14033.0
2018,NUTS,2010,ITI4,2,14104.0
2019,NUTS,2010,ITI4,2,13841.0
2011,NUTS,2010,JP,0,62833.0
2012,NUTS,2010,JP,0,62752.0
2013,NUTS,2010,JP,0,61486.0
2014,NUTS,2010,JP,0,61585.0
2015,NUTS,2010,JP,0,60299.0
2016,NUTS,2010,JP,0,61615.0
2017,NUTS,2010,JP,0,62046.0
2018,NUTS,2010,JP,0,62470.0
2019,NUTS,2010,JP,0,61717.0
2011,NUTS,2010,KR,0,28246.0
2012,NUTS,2010,KR,0,32977.0
2013,NUTS,2010,KR,0,34367.0
2014,NUTS,2010,KR,0,35574.0
2015,NUTS,2010,KR,0,38174.0
2016,NUTS,2010,KR,0,38119.0
2017,NUTS,2010,KR,0,37578.0
2018,NUTS,2010,KR,0,38738.0
2019,NUTS,2010,KR,0,40364.0
2011,NUTS,2010,LT,0,2229.0
2012,NUTS,2010,LT,0,2131.0
2013,NUTS,2010,LT,0,2227.0
2014,NUTS,2010,LT,0,2224.0
2015,NUTS,2010,LT,0,2156.0
2016,NUTS,2010,LT,0,2399.0
2017,NUTS,2010,LT,0,2408.0
2018,NUTS,2010,LT,0,2333.0
2019,NUTS,2010,LT,0,2309.0
2020,NUTS,2010,LT,0,2270.0
2015,NUTS,2010,LT01,2,1498.0
2016,NUTS,2010,LT01,2,1485.0
2017,NUTS,2010,LT01,2,1529.0
2018,NUTS,2010,LT01,2,1523.0
2019,NUTS,2010,LT01,2,1540.0
2015,NUTS,2010,LT02,2,658.0
2016,NUTS,2010,LT02,2,914.0
2017,NUTS,2010,LT02,2,879.0
2018,NUTS,2010,LT02,2,810.0
2019,NUTS,2010,LT02,2,768.0
2011,NUTS,2010,LU,0,1173.0
2012,NUTS,2010,LU,0,1178.0
2013,NUTS,2010,LU,0,1195.0
2014,NUTS,2010,LU,0,1187.0
2015,NUTS,2010,LU,0,1136.0
2016,NUTS,2010,LU,0,1072.0
2017,NUTS,2010,LU,0,1129.0
2018,NUTS,2010,LU,0,1172.0
2019,NUTS,2010,LU,0,1206.0
2020,NUTS,2010,LU,0,1198.0
2011,NUTS,2010,LV,0,1169.0
2012,NUTS,2010,LV,0,1170.0
2013,NUTS,2010,LV,0,1178.0
2014,NUTS,2010,LV,0,1180.0
2015,NUTS,2010,LV,0,1184.0
2016,NUTS,2010,LV,0,1077.0
2017,NUTS,2010,LV,0,974.0
2018,NUTS,2010,LV,0,1032.0
2019,NUTS,2010,LV,0,1028.0
2020,NUTS,2010,LV,0,1115.0
2011,NUTS,2010,ME,0,161.0
2013,NUTS,2010,ME,0,132.0
2014,NUTS,2010,ME,0,183.0
2015,NUTS,2010,ME,0,139.0
2016,NUTS,2010,ME,0,146.0
2017,NUTS,2010,ME,0,157.0
2018,NUTS,2010,ME,0,165.0
2019,NUTS,2010,ME,0,289.0
2011,NUTS,2010,MK,0,337.0
2012,NUTS,2010,MK,0,654.0
2013,NUTS,2010,MK,0,439.0
2014,NUTS,2010,MK,0,429.0
2015,NUTS,2010,MK,0,203.0
2016,NUTS,2010,MK,0,278.0
2017,NUTS,2010,MK,0,275.0
