year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_mio_pps_kp05
2012,NUTS,2010,PT30,2,1.694
2013,NUTS,2010,PT30,2,0.096
2014,NUTS,2010,PT30,2,0.127
2015,NUTS,2010,PT30,2,0.157
2016,NUTS,2010,PT30,2,0.119
2017,NUTS,2010,PT30,2,0.174
2018,NUTS,2010,PT30,2,0.068
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,0.049
2011,NUTS,2010,RO,0,3.697
2012,NUTS,2010,RO,0,3.857
2013,NUTS,2010,RO,0,3.19
2014,NUTS,2010,RO,0,3.051
2015,NUTS,2010,RO,0,3.238
2016,NUTS,2010,RO,0,2.594
2017,NUTS,2010,RO,0,3.629
2018,NUTS,2010,RO,0,2.882
2019,NUTS,2010,RO,0,2.702
2020,NUTS,2010,RO,0,3.746
2011,NUTS,2010,RO1,1,0.412
2012,NUTS,2010,RO1,1,0.731
2013,NUTS,2010,RO1,1,0.102
2014,NUTS,2010,RO1,1,0.113
2015,NUTS,2010,RO1,1,0.346
2016,NUTS,2010,RO1,1,0.352
2017,NUTS,2010,RO1,1,0.987
2018,NUTS,2010,RO1,1,1.048
2019,NUTS,2010,RO1,1,1.13
2011,NUTS,2010,RO11,2,0.397
2012,NUTS,2010,RO11,2,0.731
2013,NUTS,2010,RO11,2,0.102
2014,NUTS,2010,RO11,2,0.074
2015,NUTS,2010,RO11,2,0.329
2016,NUTS,2010,RO11,2,0.339
2017,NUTS,2010,RO11,2,0.987
2018,NUTS,2010,RO11,2,1.048
2019,NUTS,2010,RO11,2,1.13
2011,NUTS,2010,RO12,2,0.014
2014,NUTS,2010,RO12,2,0.038
2015,NUTS,2010,RO12,2,0.017
2016,NUTS,2010,RO12,2,0.013
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,0.023
2012,NUTS,2010,RO2,1,0.015
2013,NUTS,2010,RO2,1,0.02
2014,NUTS,2010,RO2,1,0.012
2015,NUTS,2010,RO2,1,0.027
2016,NUTS,2010,RO2,1,0.034
2017,NUTS,2010,RO2,1,0.044
2018,NUTS,2010,RO2,1,0.013
2019,NUTS,2010,RO2,1,0.009
2011,NUTS,2010,RO21,2,0.023
2012,NUTS,2010,RO21,2,0.015
2013,NUTS,2010,RO21,2,0.02
2014,NUTS,2010,RO21,2,0.003
2015,NUTS,2010,RO21,2,0.009
2016,NUTS,2010,RO21,2,0.003
2017,NUTS,2010,RO21,2,0.017
2018,NUTS,2010,RO21,2,0.004
2019,NUTS,2010,RO21,2,0.002
2011,NUTS,2010,RO22,2,0.001
2012,NUTS,2010,RO22,2,0.001
2014,NUTS,2010,RO22,2,0.009
2015,NUTS,2010,RO22,2,0.018
2016,NUTS,2010,RO22,2,0.031
2017,NUTS,2010,RO22,2,0.028
2018,NUTS,2010,RO22,2,0.009
2019,NUTS,2010,RO22,2,0.007
2011,NUTS,2010,RO3,1,0.76
2012,NUTS,2010,RO3,1,3.104
2013,NUTS,2010,RO3,1,3.043
2014,NUTS,2010,RO3,1,2.751
2015,NUTS,2010,RO3,1,2.698
2016,NUTS,2010,RO3,1,2.044
2017,NUTS,2010,RO3,1,2.597
2018,NUTS,2010,RO3,1,1.821
2019,NUTS,2010,RO3,1,1.563
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,0.001
2019,NUTS,2010,RO31,2,0.001
2011,NUTS,2010,RO32,2,0.76
2012,NUTS,2010,RO32,2,3.104
2013,NUTS,2010,RO32,2,3.043
2014,NUTS,2010,RO32,2,2.751
2015,NUTS,2010,RO32,2,2.698
2016,NUTS,2010,RO32,2,2.044
2017,NUTS,2010,RO32,2,2.597
2018,NUTS,2010,RO32,2,1.82
2019,NUTS,2010,RO32,2,1.562
2011,NUTS,2010,RO4,1,2.502
2012,NUTS,2010,RO4,1,0.007
2013,NUTS,2010,RO4,1,0.025
2014,NUTS,2010,RO4,1,0.176
2015,NUTS,2010,RO4,1,0.167
2016,NUTS,2010,RO4,1,0.164
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,2.498
2013,NUTS,2010,RO41,2,0.007
2014,NUTS,2010,RO41,2,0.006
2015,NUTS,2010,RO41,2,0.005
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,0.004
2012,NUTS,2010,RO42,2,0.007
2013,NUTS,2010,RO42,2,0.018
2014,NUTS,2010,RO42,2,0.17
2015,NUTS,2010,RO42,2,0.162
2016,NUTS,2010,RO42,2,0.164
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,0.576
2012,NUTS,2010,RS,0,0.348
2013,NUTS,2010,RS,0,0.144
2014,NUTS,2010,RS,0,0.136
2015,NUTS,2010,RS,0,0.891
2016,NUTS,2010,RS,0,0.63
2017,NUTS,2010,RS,0,0.473
2018,NUTS,2010,RS,0,0.04
2019,NUTS,2010,RS,0,0.033
2020,NUTS,2010,RS,0,0.054
2018,NUTS,2010,RS1,1,0.04
2019,NUTS,2010,RS1,1,0.033
2020,NUTS,2010,RS1,1,0.054
2018,NUTS,2010,RS11,2,0.027
2019,NUTS,2010,RS11,2,0.019
2020,NUTS,2010,RS11,2,0.046
2018,NUTS,2010,RS12,2,0.013
2019,NUTS,2010,RS12,2,0.014
2020,NUTS,2010,RS12,2,0.008
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,RU,0,45.857
2012,NUTS,2010,RU,0,50.292
2013,NUTS,2010,RU,0,35.538
2014,NUTS,2010,RU,0,37.705
2015,NUTS,2010,RU,0,40.55
2011,NUTS,2010,SE,0,28.941
2012,NUTS,2010,SE,0,26.835
2013,NUTS,2010,SE,0,21.03
2014,NUTS,2010,SE,0,21.998
2015,NUTS,2010,SE,0,18.361
2016,NUTS,2010,SE,0,19.794
2017,NUTS,2010,SE,0,12.897
2018,NUTS,2010,SE,0,12.322
2019,NUTS,2010,SE,0,13.211
2020,NUTS,2010,SE,0,13.38
2011,NUTS,2010,SI,0,0.547
2012,NUTS,2010,SI,0,0.513
2013,NUTS,2010,SI,0,0.427
2014,NUTS,2010,SI,0,0.414
2015,NUTS,2010,SI,0,0.379
2016,NUTS,2010,SI,0,0.224
2017,NUTS,2010,SI,0,1.924
2018,NUTS,2010,SI,0,3.213
2019,NUTS,2010,SI,0,6.4
2020,NUTS,2010,SI,0,7.381
2011,NUTS,2010,SI0,1,0.547
2012,NUTS,2010,SI0,1,0.051
2013,NUTS,2010,SI0,1,0.427
2014,NUTS,2010,SI0,1,0.414
2015,NUTS,2010,SI0,1,0.379
2016,NUTS,2010,SI0,1,0.224
2017,NUTS,2010,SI0,1,1.924
2018,NUTS,2010,SI0,1,3.213
2019,NUTS,2010,SI0,1,6.4
2013,NUTS,2010,SI03,2,0.207
2014,NUTS,2010,SI03,2,0.2
2015,NUTS,2010,SI03,2,0.153
2016,NUTS,2010,SI03,2,0.141
2018,NUTS,2010,SI03,2,0.033
2013,NUTS,2010,SI04,2,0.22
2014,NUTS,2010,SI04,2,0.214
2015,NUTS,2010,SI04,2,0.226
2016,NUTS,2010,SI04,2,0.083
2018,NUTS,2010,SI04,2,3.18
2011,NUTS,2010,SK,0,1.35
2012,NUTS,2010,SK,0,0.794
2013,NUTS,2010,SK,0,1.215
2014,NUTS,2010,SK,0,3.602
2015,NUTS,2010,SK,0,4.86
2016,NUTS,2010,SK,0,4.145
2017,NUTS,2010,SK,0,4.002
2018,NUTS,2010,SK,0,4.102
2019,NUTS,2010,SK,0,0.29
2020,NUTS,2010,SK,0,0.258
2011,NUTS,2010,SK0,1,1.35
2012,NUTS,2010,SK0,1,0.794
2013,NUTS,2010,SK0,1,1.215
2014,NUTS,2010,SK0,1,3.602
2015,NUTS,2010,SK0,1,4.86
2016,NUTS,2010,SK0,1,4.145
2017,NUTS,2010,SK0,1,4.002
2018,NUTS,2010,SK0,1,4.102
2019,NUTS,2010,SK0,1,0.29
2020,NUTS,2010,SK0,1,0.258
2011,NUTS,2010,SK01,2,0.643
2012,NUTS,2010,SK01,2,0.266
2013,NUTS,2010,SK01,2,0.354
2014,NUTS,2010,SK01,2,0.317
2015,NUTS,2010,SK01,2,0.545
2016,NUTS,2010,SK01,2,0.579
2017,NUTS,2010,SK01,2,1.1
2018,NUTS,2010,SK01,2,1.23
2019,NUTS,2010,SK01,2,0.218
2020,NUTS,2010,SK01,2,0.124
2011,NUTS,2010,SK02,2,0.377
2012,NUTS,2010,SK02,2,0.017
2013,NUTS,2010,SK02,2,0.345
2014,NUTS,2010,SK02,2,3.225
2015,NUTS,2010,SK02,2,3.946
2016,NUTS,2010,SK02,2,3.071
2017,NUTS,2010,SK02,2,2.534
2018,NUTS,2010,SK02,2,2.291
2019,NUTS,2010,SK02,2,0.013
2020,NUTS,2010,SK02,2,0.114
2011,NUTS,2010,SK03,2,0.26
2012,NUTS,2010,SK03,2,0.421
2013,NUTS,2010,SK03,2,0.351
2014,NUTS,2010,SK03,2,0.041
2015,NUTS,2010,SK03,2,0.036
2016,NUTS,2010,SK03,2,0.265
2017,NUTS,2010,SK03,2,0.257
2018,NUTS,2010,SK03,2,0.442
2019,NUTS,2010,SK03,2,0.023
2020,NUTS,2010,SK03,2,0.02
2011,NUTS,2010,SK04,2,0.07
2012,NUTS,2010,SK04,2,0.089
2013,NUTS,2010,SK04,2,0.165
2014,NUTS,2010,SK04,2,0.02
2015,NUTS,2010,SK04,2,0.334
2016,NUTS,2010,SK04,2,0.229
2017,NUTS,2010,SK04,2,0.112
2018,NUTS,2010,SK04,2,0.14
2019,NUTS,2010,SK04,2,0.035
2020,NUTS,2010,SK04,2,0.0
2011,NUTS,2010,UK,0,500.512
2012,NUTS,2010,UK,0,510.919
2013,NUTS,2010,UK,0,505.199
2014,NUTS,2010,UK,0,531.009
2015,NUTS,2010,UK,0,604.175
2016,NUTS,2010,UK,0,651.297
2017,NUTS,2010,UK,0,689.756
2018,NUTS,2010,UK,0,736.375
2019,NUTS,2010,UK,0,787.08
2011,NUTS,2010,UKC,1,22.095
2012,NUTS,2010,UKC,1,22.529
2014,NUTS,2010,UKC,1,15.911
2015,NUTS,2010,UKC,1,32.946
2016,NUTS,2010,UKC,1,35.515
2011,NUTS,2010,UKC1,2,19.673
2012,NUTS,2010,UKC1,2,20.048
2014,NUTS,2010,UKC1,2,13.994
2015,NUTS,2010,UKC1,2,31.994
2016,NUTS,2010,UKC1,2,34.49
2011,NUTS,2010,UKC2,2,2.421
2012,NUTS,2010,UKC2,2,2.481
2014,NUTS,2010,UKC2,2,1.917
2015,NUTS,2010,UKC2,2,0.952
2016,NUTS,2010,UKC2,2,1.025
2011,NUTS,2010,UKD,1,3.733
2012,NUTS,2010,UKD,1,3.771
2014,NUTS,2010,UKD,1,41.791
2015,NUTS,2010,UKD,1,0.762
2016,NUTS,2010,UKD,1,0.839
2011,NUTS,2010,UKD1,2,0.202
2012,NUTS,2010,UKD1,2,0.199
2014,NUTS,2010,UKD1,2,0.0
2015,NUTS,2010,UKD1,2,0.0
2016,NUTS,2010,UKD1,2,0.0
2011,NUTS,2010,UKD3,2,0.303
2012,NUTS,2010,UKD3,2,0.298
2014,NUTS,2010,UKD3,2,0.192
2015,NUTS,2010,UKD3,2,0.19
2016,NUTS,2010,UKD3,2,0.186
2011,NUTS,2010,UKD4,2,2.119
2012,NUTS,2010,UKD4,2,2.183
2014,NUTS,2010,UKD4,2,0.096
2015,NUTS,2010,UKD4,2,0.0
2016,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,0.605
2012,NUTS,2010,UKD6,2,0.596
2014,NUTS,2010,UKD6,2,0.288
2015,NUTS,2010,UKD6,2,0.286
2016,NUTS,2010,UKD6,2,0.373
2011,NUTS,2010,UKD7,2,0.504
2012,NUTS,2010,UKD7,2,0.496
2014,NUTS,2010,UKD7,2,41.216
2015,NUTS,2010,UKD7,2,0.286
2016,NUTS,2010,UKD7,2,0.28
2011,NUTS,2010,UKE,1,1.412
2012,NUTS,2010,UKE,1,1.489
2013,NUTS,2010,UKE,1,4.193
2014,NUTS,2010,UKE,1,4.409
2015,NUTS,2010,UKE,1,3.523
2016,NUTS,2010,UKE,1,3.729
2017,NUTS,2010,UKE,1,2.835
2018,NUTS,2010,UKE,1,3.041
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,0.098
2014,NUTS,2010,UKE2,2,0.096
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,1.412
2012,NUTS,2010,UKE3,2,1.489
2013,NUTS,2010,UKE3,2,1.365
2014,NUTS,2010,UKE3,2,1.438
2015,NUTS,2010,UKE3,2,3.428
2016,NUTS,2010,UKE3,2,3.635
2017,NUTS,2010,UKE3,2,2.835
2018,NUTS,2010,UKE3,2,2.951
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2014,NUTS,2010,UKE4,2,2.876
2015,NUTS,2010,UKE4,2,0.095
2016,NUTS,2010,UKE4,2,0.093
2017,NUTS,2010,UKE4,2,0.091
2018,NUTS,2010,UKE4,2,0.089
2011,NUTS,2010,UKF,1,3.632
2012,NUTS,2010,UKF,1,3.672
2013,NUTS,2010,UKF,1,2.145
2014,NUTS,2010,UKF,1,2.3
2015,NUTS,2010,UKF,1,1.619
2016,NUTS,2010,UKF,1,1.678
2017,NUTS,2010,UKF,1,2.012
2018,NUTS,2010,UKF,1,2.146
2011,NUTS,2010,UKF1,2,0.101
2012,NUTS,2010,UKF1,2,0.099
2014,NUTS,2010,UKF1,2,0.096
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,3.531
2012,NUTS,2010,UKF2,2,3.573
2013,NUTS,2010,UKF2,2,2.048
2014,NUTS,2010,UKF2,2,2.205
2015,NUTS,2010,UKF2,2,1.619
2016,NUTS,2010,UKF2,2,1.678
2017,NUTS,2010,UKF2,2,2.012
2018,NUTS,2010,UKF2,2,2.146
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2014,NUTS,2010,UKF3,2,0.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,3.935
2012,NUTS,2010,UKG,1,3.97
2013,NUTS,2010,UKG,1,0.39
2014,NUTS,2010,UKG,1,0.383
2017,NUTS,2010,UKG,1,9.602
2018,NUTS,2010,UKG,1,10.285
2011,NUTS,2010,UKG1,2,2.421
2012,NUTS,2010,UKG1,2,2.481
2014,NUTS,2010,UKG1,2,0.096
2018,NUTS,2010,UKG1,2,0.0
2011,NUTS,2010,UKG2,2,1.211
2012,NUTS,2010,UKG2,2,1.191
2014,NUTS,2010,UKG2,2,0.192
2018,NUTS,2010,UKG2,2,1.61
2011,NUTS,2010,UKG3,2,0.303
2012,NUTS,2010,UKG3,2,0.298
2014,NUTS,2010,UKG3,2,0.096
2018,NUTS,2010,UKG3,2,8.675
2011,NUTS,2010,UKH,1,218.93
2012,NUTS,2010,UKH,1,223.502
2013,NUTS,2010,UKH,1,253.428
2014,NUTS,2010,UKH,1,266.367
2017,NUTS,2010,UKH,1,210.502
2018,NUTS,2010,UKH,1,224.74
2011,NUTS,2010,UKH1,2,200.871
2012,NUTS,2010,UKH1,2,205.042
2013,NUTS,2010,UKH1,2,187.024
2014,NUTS,2010,UKH1,2,196.588
2018,NUTS,2010,UKH1,2,165.984
2011,NUTS,2010,UKH2,2,18.059
2012,NUTS,2010,UKH2,2,18.46
2014,NUTS,2010,UKH2,2,68.533
2018,NUTS,2010,UKH2,2,58.756
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,1.246
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,117.536
2012,NUTS,2010,UKI,1,119.989
2013,NUTS,2010,UKI,1,144.022
2014,NUTS,2010,UKI,1,151.347
2015,NUTS,2010,UKI,1,181.014
2016,NUTS,2010,UKI,1,195.1
2017,NUTS,2010,UKI,1,294.996
2018,NUTS,2010,UKI,1,314.976
2011,NUTS,2010,UKI3,2,102.806
2012,NUTS,2010,UKI3,2,104.903
2014,NUTS,2010,UKI3,2,91.92
2015,NUTS,2010,UKI3,2,99.696
2016,NUTS,2010,UKI3,2,107.477
2017,NUTS,2010,UKI3,2,162.403
2018,NUTS,2010,UKI3,2,173.407
2011,NUTS,2010,UKI4,2,9.685
2012,NUTS,2010,UKI4,2,9.925
2014,NUTS,2010,UKI4,2,2.876
2015,NUTS,2010,UKI4,2,9.046
2016,NUTS,2010,UKI4,2,9.788
2017,NUTS,2010,UKI4,2,14.814
2018,NUTS,2010,UKI4,2,15.829
2011,NUTS,2010,UKI5,2,0.0
2012,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,0.952
2016,NUTS,2010,UKI5,2,1.025
2017,NUTS,2010,UKI5,2,1.646
2018,NUTS,2010,UKI5,2,1.699
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2014,NUTS,2010,UKI6,2,56.552
2015,NUTS,2010,UKI6,2,25.71
2016,NUTS,2010,UKI6,2,27.778
2017,NUTS,2010,UKI6,2,41.972
2018,NUTS,2010,UKI6,2,44.805
2011,NUTS,2010,UKI7,2,5.045
2012,NUTS,2010,UKI7,2,5.161
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,45.515
2016,NUTS,2010,UKI7,2,49.031
2017,NUTS,2010,UKI7,2,74.16
2018,NUTS,2010,UKI7,2,79.236
2011,NUTS,2010,UKJ,1,107.548
2012,NUTS,2010,UKJ,1,109.766
2013,NUTS,2010,UKJ,1,20.087
2014,NUTS,2010,UKJ,1,21.087
2015,NUTS,2010,UKJ,1,83.604
2016,NUTS,2010,UKJ,1,90.139
2017,NUTS,2010,UKJ,1,78.001
2018,NUTS,2010,UKJ,1,83.26
2011,NUTS,2010,UKJ1,2,49.436
2012,NUTS,2010,UKJ1,2,50.417
2013,NUTS,2010,UKJ1,2,8.288
2014,NUTS,2010,UKJ1,2,8.722
2015,NUTS,2010,UKJ1,2,12.474
2016,NUTS,2010,UKJ1,2,13.423
2017,NUTS,2010,UKJ1,2,11.613
2018,NUTS,2010,UKJ1,2,12.431
2011,NUTS,2010,UKJ2,2,57.81
2012,NUTS,2010,UKJ2,2,59.051
2013,NUTS,2010,UKJ2,2,11.116
2014,NUTS,2010,UKJ2,2,11.694
2015,NUTS,2010,UKJ2,2,66.94
2016,NUTS,2010,UKJ2,2,72.149
2017,NUTS,2010,UKJ2,2,62.456
2018,NUTS,2010,UKJ2,2,66.626
2011,NUTS,2010,UKJ3,2,0.303
2012,NUTS,2010,UKJ3,2,0.298
2014,NUTS,2010,UKJ3,2,0.575
2015,NUTS,2010,UKJ3,2,4.19
2016,NUTS,2010,UKJ3,2,4.568
2017,NUTS,2010,UKJ3,2,3.932
2018,NUTS,2010,UKJ3,2,4.203
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2014,NUTS,2010,UKJ4,2,0.096
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,10.593
2012,NUTS,2010,UKK,1,10.818
2013,NUTS,2010,UKK,1,16.869
2014,NUTS,2010,UKK,1,17.732
2015,NUTS,2010,UKK,1,18.282
2016,NUTS,2010,UKK,1,19.762
2017,NUTS,2010,UKK,1,14.905
2018,NUTS,2010,UKK,1,15.919
2011,NUTS,2010,UKK1,2,1.312
2012,NUTS,2010,UKK1,2,1.29
2014,NUTS,2010,UKK1,2,1.15
2015,NUTS,2010,UKK1,2,0.857
2016,NUTS,2010,UKK1,2,0.839
2017,NUTS,2010,UKK1,2,0.64
2018,NUTS,2010,UKK1,2,0.715
2011,NUTS,2010,UKK2,2,0.404
2012,NUTS,2010,UKK2,2,0.496
2014,NUTS,2010,UKK2,2,2.971
2015,NUTS,2010,UKK2,2,2.571
2016,NUTS,2010,UKK2,2,2.703
2017,NUTS,2010,UKK2,2,2.103
2018,NUTS,2010,UKK2,2,2.236
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,8.878
2012,NUTS,2010,UKK4,2,9.031
2013,NUTS,2010,UKK4,2,12.969
2014,NUTS,2010,UKK4,2,13.611
2015,NUTS,2010,UKK4,2,14.95
2016,NUTS,2010,UKK4,2,16.126
2017,NUTS,2010,UKK4,2,12.162
2018,NUTS,2010,UKK4,2,13.057
2011,NUTS,2010,UKL,1,1.816
2012,NUTS,2010,UKL,1,1.886
2013,NUTS,2010,UKL,1,1.463
2014,NUTS,2010,UKL,1,1.534
2011,NUTS,2010,UKL1,2,1.412
2012,NUTS,2010,UKL1,2,1.489
2014,NUTS,2010,UKL1,2,1.438
2011,NUTS,2010,UKL2,2,0.404
2012,NUTS,2010,UKL2,2,0.397
2014,NUTS,2010,UKL2,2,0.096
2011,NUTS,2010,UKM,1,8.979
2012,NUTS,2010,UKM,1,9.131
2013,NUTS,2010,UKM,1,7.606
2014,NUTS,2010,UKM,1,8.051
2015,NUTS,2010,UKM,1,30.375
2016,NUTS,2010,UKM,1,32.719
2017,NUTS,2010,UKM,1,36.12
2018,NUTS,2010,UKM,1,38.545
2011,NUTS,2010,UKM2,2,5.347
2012,NUTS,2010,UKM2,2,5.459
2013,NUTS,2010,UKM2,2,3.608
2014,NUTS,2010,UKM2,2,3.834
2015,NUTS,2010,UKM2,2,4.285
2016,NUTS,2010,UKM2,2,4.568
2017,NUTS,2010,UKM2,2,5.029
2011,NUTS,2010,UKM3,2,0.202
2012,NUTS,2010,UKM3,2,0.199
2014,NUTS,2010,UKM3,2,0.192
2015,NUTS,2010,UKM3,2,22.853
2016,NUTS,2010,UKM3,2,24.609
2017,NUTS,2010,UKM3,2,27.159
2011,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2011,NUTS,2010,UKM6,2,3.43
2012,NUTS,2010,UKM6,2,3.474
2014,NUTS,2010,UKM6,2,4.026
2015,NUTS,2010,UKM6,2,3.238
2016,NUTS,2010,UKM6,2,3.542
2017,NUTS,2010,UKM6,2,3.932
2018,NUTS,2010,UKM6,2,4.114
2014,NUTS,2010,UKM7,2,3.834
2015,NUTS,2010,UKM7,2,4.285
2016,NUTS,2010,UKM7,2,4.568
2017,NUTS,2010,UKM7,2,5.029
2018,NUTS,2010,UKM7,2,5.455
2014,NUTS,2010,UKM8,2,0.192
2015,NUTS,2010,UKM8,2,22.853
2016,NUTS,2010,UKM8,2,24.609
2017,NUTS,2010,UKM8,2,27.159
2018,NUTS,2010,UKM8,2,28.976
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,0.303
2012,NUTS,2010,UKN,1,0.298
2014,NUTS,2010,UKN,1,0.096
2011,NUTS,2010,UKN0,2,0.303
2012,NUTS,2010,UKN0,2,0.298
2014,NUTS,2010,UKN0,2,0.096
2011,NUTS,2010,US,0,13336.156
2012,NUTS,2010,US,0,12786.38
2013,NUTS,2010,US,0,13159.648
2014,NUTS,2010,US,0,13734.213
2015,NUTS,2010,US,0,14262.193
2016,NUTS,2010,US,0,15527.639
