year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_f_hc_rse
2003,NUTS,2010,PL21,2,1.0
2004,NUTS,2010,PL21,2,0.0
2005,NUTS,2010,PL21,2,0.0
2008,NUTS,2010,PL21,2,3.0
2009,NUTS,2010,PL21,2,3.0
2011,NUTS,2010,PL21,2,8.0
2015,NUTS,2010,PL21,2,7.0
2017,NUTS,2010,PL21,2,77.0
2018,NUTS,2010,PL21,2,55.0
2019,NUTS,2010,PL21,2,81.0
2000,NUTS,2010,PL22,2,0.0
2003,NUTS,2010,PL22,2,1.0
2004,NUTS,2010,PL22,2,0.0
2005,NUTS,2010,PL22,2,4.0
2008,NUTS,2010,PL22,2,8.0
2009,NUTS,2010,PL22,2,0.0
2010,NUTS,2010,PL22,2,0.0
2011,NUTS,2010,PL22,2,0.0
2012,NUTS,2010,PL22,2,0.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,56.0
2018,NUTS,2010,PL22,2,71.0
2019,NUTS,2010,PL22,2,31.0
2000,NUTS,2010,PL3,1,0.0
2004,NUTS,2010,PL3,1,0.0
2005,NUTS,2010,PL3,1,1.0
2006,NUTS,2010,PL3,1,1.0
2009,NUTS,2010,PL3,1,0.0
2005,NUTS,2010,PL31,2,0.0
2006,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL31,2,0.0
2009,NUTS,2010,PL31,2,0.0
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2004,NUTS,2010,PL32,2,0.0
2005,NUTS,2010,PL32,2,1.0
2005,NUTS,2010,PL33,2,0.0
2007,NUTS,2010,PL33,2,0.0
2010,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2005,NUTS,2010,PL34,2,0.0
2006,NUTS,2010,PL34,2,0.0
2007,NUTS,2010,PL34,2,0.0
2013,NUTS,2010,PL34,2,0.0
2000,NUTS,2010,PL4,1,0.0
2003,NUTS,2010,PL4,1,1.0
2004,NUTS,2010,PL4,1,1.0
2005,NUTS,2010,PL4,1,4.0
2006,NUTS,2010,PL4,1,12.0
2007,NUTS,2010,PL4,1,4.0
2009,NUTS,2010,PL4,1,1.0
2013,NUTS,2010,PL4,1,3.0
2016,NUTS,2010,PL4,1,30.0
2017,NUTS,2010,PL4,1,65.0
2018,NUTS,2010,PL4,1,30.0
2000,NUTS,2010,PL41,2,0.0
2005,NUTS,2010,PL41,2,4.0
2006,NUTS,2010,PL41,2,12.0
2007,NUTS,2010,PL41,2,4.0
2009,NUTS,2010,PL41,2,0.0
2010,NUTS,2010,PL41,2,0.0
2011,NUTS,2010,PL41,2,0.0
2017,NUTS,2010,PL41,2,58.0
2018,NUTS,2010,PL41,2,27.0
2019,NUTS,2010,PL41,2,31.0
2005,NUTS,2010,PL42,2,0.0
2006,NUTS,2010,PL42,2,0.0
2007,NUTS,2010,PL42,2,0.0
2014,NUTS,2010,PL42,2,5.0
2018,NUTS,2010,PL42,2,3.0
2003,NUTS,2010,PL43,2,1.0
2004,NUTS,2010,PL43,2,1.0
2005,NUTS,2010,PL43,2,0.0
2006,NUTS,2010,PL43,2,0.0
2007,NUTS,2010,PL43,2,0.0
2010,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2005,NUTS,2010,PL5,1,0.0
2006,NUTS,2010,PL5,1,0.0
2007,NUTS,2010,PL5,1,0.0
2014,NUTS,2010,PL5,1,3.0
2016,NUTS,2010,PL5,1,23.0
2017,NUTS,2010,PL5,1,18.0
2018,NUTS,2010,PL5,1,60.0
2005,NUTS,2010,PL51,2,0.0
2006,NUTS,2010,PL51,2,0.0
2007,NUTS,2010,PL51,2,0.0
2009,NUTS,2010,PL51,2,0.0
2015,NUTS,2010,PL51,2,6.0
2019,NUTS,2010,PL51,2,63.0
2005,NUTS,2010,PL52,2,0.0
2006,NUTS,2010,PL52,2,0.0
2007,NUTS,2010,PL52,2,0.0
2010,NUTS,2010,PL52,2,0.0
2000,NUTS,2010,PL6,1,8.0
2004,NUTS,2010,PL6,1,8.0
2005,NUTS,2010,PL6,1,17.0
2006,NUTS,2010,PL6,1,8.0
2010,NUTS,2010,PL6,1,10.0
2011,NUTS,2010,PL6,1,0.0
2014,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2016,NUTS,2010,PL6,1,10.0
2017,NUTS,2010,PL6,1,124.0
2018,NUTS,2010,PL6,1,79.0
2019,NUTS,2010,PL6,1,79.0
2005,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL61,2,0.0
2007,NUTS,2010,PL61,2,0.0
2010,NUTS,2010,PL61,2,0.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2005,NUTS,2010,PL62,2,0.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2000,NUTS,2010,PL63,2,8.0
2004,NUTS,2010,PL63,2,8.0
2005,NUTS,2010,PL63,2,17.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2018,NUTS,2010,PL63,2,34.0
2019,NUTS,2010,PL63,2,31.0
2016,NUTS,2010,PL7,1,21.0
2017,NUTS,2010,PL7,1,23.0
2018,NUTS,2010,PL7,1,135.0
2019,NUTS,2010,PL7,1,166.0
2016,NUTS,2010,PL71,2,21.0
2016,NUTS,2010,PL8,1,13.0
2017,NUTS,2010,PL8,1,11.0
2018,NUTS,2010,PL8,1,59.0
2019,NUTS,2010,PL8,1,27.0
2019,NUTS,2010,PL81,2,5.0
2016,NUTS,2010,PL9,1,191.0
2017,NUTS,2010,PL9,1,413.0
2018,NUTS,2010,PL9,1,306.0
2019,NUTS,2010,PL9,1,305.0
2018,NUTS,2010,PL91,2,306.0
2019,NUTS,2010,PL91,2,305.0
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
1997,NUTS,2010,PT,0,1153.0
1998,NUTS,2010,PT,0,1227.0
1999,NUTS,2010,PT,0,1301.0
2000,NUTS,2010,PT,0,1441.0
2001,NUTS,2010,PT,0,1580.0
2002,NUTS,2010,PT,0,1806.0
2003,NUTS,2010,PT,0,2032.0
2004,NUTS,2010,PT,0,1980.0
2005,NUTS,2010,PT,0,1928.0
2006,NUTS,2010,PT,0,2236.0
2007,NUTS,2010,PT,0,2543.0
2008,NUTS,2010,PT,0,2728.0
2009,NUTS,2010,PT,0,2700.0
2010,NUTS,2010,PT,0,3162.0
2011,NUTS,2010,PT,0,3517.0
2012,NUTS,2010,PT,0,3259.0
2013,NUTS,2010,PT,0,335.0
2014,NUTS,2010,PT,0,343.0
2015,NUTS,2010,PT,0,287.0
2016,NUTS,2010,PT,0,300.0
2017,NUTS,2010,PT,0,310.0
2018,NUTS,2010,PT,0,344.0
2019,NUTS,2010,PT,0,360.0
2020,NUTS,2010,PT,0,532.0
2000,NUTS,2010,PT1,1,1411.0
2001,NUTS,2010,PT1,1,1549.0
2002,NUTS,2010,PT1,1,1783.0
2003,NUTS,2010,PT1,1,2014.0
2004,NUTS,2010,PT1,1,1939.0
2005,NUTS,2010,PT1,1,1864.0
2006,NUTS,2010,PT1,1,2180.0
2007,NUTS,2010,PT1,1,2495.0
2008,NUTS,2010,PT1,1,2680.0
2009,NUTS,2010,PT1,1,2650.0
2010,NUTS,2010,PT1,1,3106.0
2011,NUTS,2010,PT1,1,3454.0
2012,NUTS,2010,PT1,1,3210.0
2013,NUTS,2010,PT1,1,333.0
2014,NUTS,2010,PT1,1,338.0
2015,NUTS,2010,PT1,1,283.0
2016,NUTS,2010,PT1,1,296.0
2017,NUTS,2010,PT1,1,305.0
2018,NUTS,2010,PT1,1,339.0
2019,NUTS,2010,PT1,1,360.0
2020,NUTS,2010,PT1,1,526.0
2000,NUTS,2010,PT11,2,514.0
2001,NUTS,2010,PT11,2,565.0
2002,NUTS,2010,PT11,2,629.0
2003,NUTS,2010,PT11,2,692.0
2004,NUTS,2010,PT11,2,644.0
2005,NUTS,2010,PT11,2,596.0
2006,NUTS,2010,PT11,2,736.0
2007,NUTS,2010,PT11,2,875.0
2008,NUTS,2010,PT11,2,889.0
2009,NUTS,2010,PT11,2,905.0
2010,NUTS,2010,PT11,2,996.0
2011,NUTS,2010,PT11,2,1153.0
2012,NUTS,2010,PT11,2,1172.0
2013,NUTS,2010,PT11,2,16.0
2014,NUTS,2010,PT11,2,15.0
2015,NUTS,2010,PT11,2,16.0
2016,NUTS,2010,PT11,2,21.0
2017,NUTS,2010,PT11,2,26.0
2018,NUTS,2010,PT11,2,24.0
2019,NUTS,2010,PT11,2,40.0
2020,NUTS,2010,PT11,2,102.0
2000,NUTS,2010,PT15,2,7.0
2001,NUTS,2010,PT15,2,8.0
2002,NUTS,2010,PT15,2,9.0
2003,NUTS,2010,PT15,2,9.0
2004,NUTS,2010,PT15,2,5.0
2005,NUTS,2010,PT15,2,0.0
2006,NUTS,2010,PT15,2,0.0
2007,NUTS,2010,PT15,2,0.0
2008,NUTS,2010,PT15,2,0.0
2009,NUTS,2010,PT15,2,0.0
2010,NUTS,2010,PT15,2,0.0
2011,NUTS,2010,PT15,2,3.0
2012,NUTS,2010,PT15,2,0.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,6.0
2000,NUTS,2010,PT16,2,295.0
2001,NUTS,2010,PT16,2,363.0
2002,NUTS,2010,PT16,2,396.0
2003,NUTS,2010,PT16,2,429.0
2004,NUTS,2010,PT16,2,394.0
2005,NUTS,2010,PT16,2,358.0
2006,NUTS,2010,PT16,2,400.0
2007,NUTS,2010,PT16,2,442.0
2008,NUTS,2010,PT16,2,456.0
2009,NUTS,2010,PT16,2,424.0
2010,NUTS,2010,PT16,2,565.0
2011,NUTS,2010,PT16,2,666.0
2012,NUTS,2010,PT16,2,633.0
2013,NUTS,2010,PT16,2,11.0
2014,NUTS,2010,PT16,2,11.0
2015,NUTS,2010,PT16,2,11.0
2016,NUTS,2010,PT16,2,10.0
2017,NUTS,2010,PT16,2,13.0
2018,NUTS,2010,PT16,2,18.0
2019,NUTS,2010,PT16,2,22.0
2020,NUTS,2010,PT16,2,75.0
2000,NUTS,2010,PT17,2,565.0
2001,NUTS,2010,PT17,2,561.0
2002,NUTS,2010,PT17,2,719.0
2003,NUTS,2010,PT17,2,876.0
2004,NUTS,2010,PT17,2,888.0
2005,NUTS,2010,PT17,2,900.0
2006,NUTS,2010,PT17,2,1028.0
2007,NUTS,2010,PT17,2,1155.0
2008,NUTS,2010,PT17,2,1312.0
2009,NUTS,2010,PT17,2,1307.0
2010,NUTS,2010,PT17,2,1545.0
2011,NUTS,2010,PT17,2,1632.0
2012,NUTS,2010,PT17,2,1405.0
2013,NUTS,2010,PT17,2,306.0
2014,NUTS,2010,PT17,2,312.0
2015,NUTS,2010,PT17,2,256.0
2016,NUTS,2010,PT17,2,264.0
2017,NUTS,2010,PT17,2,265.0
2018,NUTS,2010,PT17,2,296.0
2019,NUTS,2010,PT17,2,297.0
2020,NUTS,2010,PT17,2,328.0
2000,NUTS,2010,PT18,2,30.0
2001,NUTS,2010,PT18,2,52.0
2002,NUTS,2010,PT18,2,30.0
2003,NUTS,2010,PT18,2,8.0
2004,NUTS,2010,PT18,2,9.0
2005,NUTS,2010,PT18,2,10.0
2006,NUTS,2010,PT18,2,17.0
2007,NUTS,2010,PT18,2,23.0
2008,NUTS,2010,PT18,2,23.0
2009,NUTS,2010,PT18,2,14.0
2010,NUTS,2010,PT18,2,0.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,1.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,1.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,15.0
2000,NUTS,2010,PT2,1,17.0
2001,NUTS,2010,PT2,1,17.0
2002,NUTS,2010,PT2,1,17.0
2003,NUTS,2010,PT2,1,16.0
2004,NUTS,2010,PT2,1,39.0
2005,NUTS,2010,PT2,1,61.0
2006,NUTS,2010,PT2,1,53.0
2007,NUTS,2010,PT2,1,45.0
2008,NUTS,2010,PT2,1,45.0
2009,NUTS,2010,PT2,1,47.0
2010,NUTS,2010,PT2,1,51.0
2011,NUTS,2010,PT2,1,43.0
2012,NUTS,2010,PT2,1,37.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0
2018,NUTS,2010,PT2,1,0.0
2019,NUTS,2010,PT2,1,0.0
2020,NUTS,2010,PT2,1,5.0
2000,NUTS,2010,PT20,2,17.0
2001,NUTS,2010,PT20,2,17.0
2002,NUTS,2010,PT20,2,17.0
2003,NUTS,2010,PT20,2,16.0
2004,NUTS,2010,PT20,2,39.0
2005,NUTS,2010,PT20,2,61.0
2006,NUTS,2010,PT20,2,53.0
2007,NUTS,2010,PT20,2,45.0
2008,NUTS,2010,PT20,2,45.0
2009,NUTS,2010,PT20,2,47.0
2010,NUTS,2010,PT20,2,51.0
2011,NUTS,2010,PT20,2,43.0
2012,NUTS,2010,PT20,2,37.0
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0
2018,NUTS,2010,PT20,2,0.0
2019,NUTS,2010,PT20,2,0.0
2020,NUTS,2010,PT20,2,5.0
2000,NUTS,2010,PT3,1,13.0
2001,NUTS,2010,PT3,1,14.0
2002,NUTS,2010,PT3,1,7.0
2004,NUTS,2010,PT3,1,2.0
2005,NUTS,2010,PT3,1,3.0
2006,NUTS,2010,PT3,1,3.0
2007,NUTS,2010,PT3,1,3.0
2008,NUTS,2010,PT3,1,3.0
2009,NUTS,2010,PT3,1,3.0
2010,NUTS,2010,PT3,1,5.0
2011,NUTS,2010,PT3,1,20.0
2012,NUTS,2010,PT3,1,12.0
2013,NUTS,2010,PT3,1,2.0
2014,NUTS,2010,PT3,1,5.0
2015,NUTS,2010,PT3,1,4.0
2016,NUTS,2010,PT3,1,4.0
2017,NUTS,2010,PT3,1,5.0
2018,NUTS,2010,PT3,1,5.0
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,1.0
2000,NUTS,2010,PT30,2,13.0
2001,NUTS,2010,PT30,2,14.0
2002,NUTS,2010,PT30,2,7.0
2004,NUTS,2010,PT30,2,2.0
2005,NUTS,2010,PT30,2,3.0
2006,NUTS,2010,PT30,2,3.0
2007,NUTS,2010,PT30,2,3.0
2008,NUTS,2010,PT30,2,3.0
2009,NUTS,2010,PT30,2,3.0
2010,NUTS,2010,PT30,2,5.0
2011,NUTS,2010,PT30,2,20.0
2012,NUTS,2010,PT30,2,12.0
2013,NUTS,2010,PT30,2,2.0
2014,NUTS,2010,PT30,2,5.0
2015,NUTS,2010,PT30,2,4.0
2016,NUTS,2010,PT30,2,4.0
2017,NUTS,2010,PT30,2,5.0
2018,NUTS,2010,PT30,2,5.0
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,1.0
2003,NUTS,2010,RO,0,40.0
2004,NUTS,2010,RO,0,112.0
2005,NUTS,2010,RO,0,116.0
2006,NUTS,2010,RO,0,54.0
2007,NUTS,2010,RO,0,72.0
2008,NUTS,2010,RO,0,48.0
2009,NUTS,2010,RO,0,53.0
2010,NUTS,2010,RO,0,73.0
2011,NUTS,2010,RO,0,72.0
2012,NUTS,2010,RO,0,85.0
2013,NUTS,2010,RO,0,47.0
2014,NUTS,2010,RO,0,58.0
2015,NUTS,2010,RO,0,116.0
2016,NUTS,2010,RO,0,128.0
2017,NUTS,2010,RO,0,42.0
2018,NUTS,2010,RO,0,64.0
2019,NUTS,2010,RO,0,88.0
2004,NUTS,2010,RO1,1,3.0
2005,NUTS,2010,RO1,1,8.0
2006,NUTS,2010,RO1,1,2.0
2007,NUTS,2010,RO1,1,5.0
2008,NUTS,2010,RO1,1,9.0
2009,NUTS,2010,RO1,1,38.0
2010,NUTS,2010,RO1,1,16.0
2011,NUTS,2010,RO1,1,9.0
2012,NUTS,2010,RO1,1,12.0
2013,NUTS,2010,RO1,1,10.0
2014,NUTS,2010,RO1,1,9.0
2015,NUTS,2010,RO1,1,9.0
2016,NUTS,2010,RO1,1,5.0
2017,NUTS,2010,RO1,1,7.0
2018,NUTS,2010,RO1,1,10.0
2019,NUTS,2010,RO1,1,6.0
2005,NUTS,2010,RO11,2,7.0
2007,NUTS,2010,RO11,2,5.0
2008,NUTS,2010,RO11,2,9.0
2009,NUTS,2010,RO11,2,27.0
2010,NUTS,2010,RO11,2,16.0
2011,NUTS,2010,RO11,2,9.0
2012,NUTS,2010,RO11,2,12.0
2013,NUTS,2010,RO11,2,10.0
2014,NUTS,2010,RO11,2,8.0
2015,NUTS,2010,RO11,2,3.0
2016,NUTS,2010,RO11,2,5.0
2017,NUTS,2010,RO11,2,7.0
2018,NUTS,2010,RO11,2,10.0
2019,NUTS,2010,RO11,2,6.0
2004,NUTS,2010,RO12,2,3.0
2005,NUTS,2010,RO12,2,1.0
2006,NUTS,2010,RO12,2,2.0
2009,NUTS,2010,RO12,2,11.0
2014,NUTS,2010,RO12,2,1.0
2015,NUTS,2010,RO12,2,6.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2004,NUTS,2010,RO2,1,40.0
2005,NUTS,2010,RO2,1,40.0
2007,NUTS,2010,RO2,1,1.0
2009,NUTS,2010,RO2,1,3.0
2010,NUTS,2010,RO2,1,24.0
2011,NUTS,2010,RO2,1,58.0
2012,NUTS,2010,RO2,1,2.0
2014,NUTS,2010,RO2,1,3.0
2015,NUTS,2010,RO2,1,5.0
2016,NUTS,2010,RO2,1,5.0
2017,NUTS,2010,RO2,1,7.0
2018,NUTS,2010,RO2,1,26.0
2019,NUTS,2010,RO2,1,58.0
2004,NUTS,2010,RO21,2,40.0
2005,NUTS,2010,RO21,2,40.0
2007,NUTS,2010,RO21,2,1.0
2009,NUTS,2010,RO21,2,3.0
2010,NUTS,2010,RO21,2,24.0
2011,NUTS,2010,RO21,2,57.0
2012,NUTS,2010,RO21,2,1.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,1.0
2018,NUTS,2010,RO21,2,23.0
2019,NUTS,2010,RO21,2,56.0
2011,NUTS,2010,RO22,2,1.0
2012,NUTS,2010,RO22,2,1.0
2014,NUTS,2010,RO22,2,3.0
2015,NUTS,2010,RO22,2,5.0
2016,NUTS,2010,RO22,2,5.0
2017,NUTS,2010,RO22,2,6.0
2018,NUTS,2010,RO22,2,3.0
2019,NUTS,2010,RO22,2,2.0
2003,NUTS,2010,RO3,1,40.0
2004,NUTS,2010,RO3,1,66.0
2005,NUTS,2010,RO3,1,53.0
2006,NUTS,2010,RO3,1,52.0
2007,NUTS,2010,RO3,1,66.0
2008,NUTS,2010,RO3,1,29.0
2009,NUTS,2010,RO3,1,12.0
2010,NUTS,2010,RO3,1,31.0
2011,NUTS,2010,RO3,1,2.0
2012,NUTS,2010,RO3,1,71.0
2013,NUTS,2010,RO3,1,37.0
2014,NUTS,2010,RO3,1,44.0
2015,NUTS,2010,RO3,1,100.0
2016,NUTS,2010,RO3,1,117.0
2017,NUTS,2010,RO3,1,28.0
2018,NUTS,2010,RO3,1,28.0
2019,NUTS,2010,RO3,1,24.0
2004,NUTS,2010,RO31,2,1.0
2005,NUTS,2010,RO31,2,1.0
2007,NUTS,2010,RO31,2,26.0
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,1.0
2019,NUTS,2010,RO31,2,1.0
2003,NUTS,2010,RO32,2,40.0
2004,NUTS,2010,RO32,2,65.0
2005,NUTS,2010,RO32,2,52.0
2006,NUTS,2010,RO32,2,52.0
2007,NUTS,2010,RO32,2,40.0
2008,NUTS,2010,RO32,2,29.0
2009,NUTS,2010,RO32,2,12.0
2010,NUTS,2010,RO32,2,31.0
2011,NUTS,2010,RO32,2,2.0
2012,NUTS,2010,RO32,2,71.0
2013,NUTS,2010,RO32,2,37.0
2014,NUTS,2010,RO32,2,44.0
2015,NUTS,2010,RO32,2,100.0
2016,NUTS,2010,RO32,2,117.0
2017,NUTS,2010,RO32,2,28.0
2018,NUTS,2010,RO32,2,27.0
2019,NUTS,2010,RO32,2,23.0
2004,NUTS,2010,RO4,1,3.0
2005,NUTS,2010,RO4,1,15.0
2008,NUTS,2010,RO4,1,10.0
2011,NUTS,2010,RO4,1,3.0
2014,NUTS,2010,RO4,1,2.0
2015,NUTS,2010,RO4,1,2.0
2016,NUTS,2010,RO4,1,1.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,2.0
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2004,NUTS,2010,RO42,2,3.0
2005,NUTS,2010,RO42,2,15.0
2008,NUTS,2010,RO42,2,10.0
2011,NUTS,2010,RO42,2,1.0
2014,NUTS,2010,RO42,2,2.0
2015,NUTS,2010,RO42,2,2.0
2016,NUTS,2010,RO42,2,1.0
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2008,NUTS,2010,RS,0,8.0
2009,NUTS,2010,RS,0,8.0
2010,NUTS,2010,RS,0,0.0
2011,NUTS,2010,RS,0,8.0
2012,NUTS,2010,RS,0,1.0
2013,NUTS,2010,RS,0,3.0
2014,NUTS,2010,RS,0,4.0
2015,NUTS,2010,RS,0,4.0
2016,NUTS,2010,RS,0,6.0
2017,NUTS,2010,RS,0,1.0
2018,NUTS,2010,RS,0,2.0
2019,NUTS,2010,RS,0,3.0
2020,NUTS,2010,RS,0,3.0
2018,NUTS,2010,RS1,1,2.0
2019,NUTS,2010,RS1,1,3.0
2020,NUTS,2010,RS1,1,3.0
2018,NUTS,2010,RS11,2,2.0
2019,NUTS,2010,RS11,2,3.0
2020,NUTS,2010,RS11,2,3.0
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
1994,NUTS,2010,RU,0,52.0
1995,NUTS,2010,RU,0,59.0
1996,NUTS,2010,RU,0,73.0
1997,NUTS,2010,RU,0,87.0
1998,NUTS,2010,RU,0,144.0
1999,NUTS,2010,RU,0,120.0
2000,NUTS,2010,RU,0,149.0
2001,NUTS,2010,RU,0,159.0
2002,NUTS,2010,RU,0,219.0
2003,NUTS,2010,RU,0,125.0
2004,NUTS,2010,RU,0,125.0
2005,NUTS,2010,RU,0,81.0
2006,NUTS,2010,RU,0,222.0
2007,NUTS,2010,RU,0,343.0
2008,NUTS,2010,RU,0,305.0
2009,NUTS,2010,RU,0,284.0
2010,NUTS,2010,RU,0,266.0
2011,NUTS,2010,RU,0,281.0
2012,NUTS,2010,RU,0,289.0
2013,NUTS,2010,RU,0,205.0
2014,NUTS,2010,RU,0,170.0
2015,NUTS,2010,RU,0,223.0
2017,NUTS,2010,RU,0,548.0
2018,NUTS,2010,RU,0,414.0
2019,NUTS,2010,RU,0,462.0
2005,NUTS,2010,SE,0,136.0
2007,NUTS,2010,SE,0,38.0
2009,NUTS,2010,SE,0,37.0
2011,NUTS,2010,SE,0,114.0
2013,NUTS,2010,SE,0,207.0
2015,NUTS,2010,SE,0,116.0
1993,NUTS,2010,SI,0,17.0
1994,NUTS,2010,SI,0,23.0
1995,NUTS,2010,SI,0,23.0
1996,NUTS,2010,SI,0,25.0
1997,NUTS,2010,SI,0,23.0
1998,NUTS,2010,SI,0,28.0
1999,NUTS,2010,SI,0,14.0
2000,NUTS,2010,SI,0,18.0
2001,NUTS,2010,SI,0,50.0
2002,NUTS,2010,SI,0,46.0
2003,NUTS,2010,SI,0,5.0
2004,NUTS,2010,SI,0,7.0
2005,NUTS,2010,SI,0,4.0
2006,NUTS,2010,SI,0,6.0
2007,NUTS,2010,SI,0,5.0
2008,NUTS,2010,SI,0,8.0
2009,NUTS,2010,SI,0,6.0
2010,NUTS,2010,SI,0,6.0
2011,NUTS,2010,SI,0,9.0
2012,NUTS,2010,SI,0,5.0
2013,NUTS,2010,SI,0,5.0
2014,NUTS,2010,SI,0,1.0
2015,NUTS,2010,SI,0,2.0
2016,NUTS,2010,SI,0,1.0
2017,NUTS,2010,SI,0,20.0
2018,NUTS,2010,SI,0,33.0
2019,NUTS,2010,SI,0,66.0
1993,NUTS,2010,SI0,1,17.0
1994,NUTS,2010,SI0,1,23.0
1995,NUTS,2010,SI0,1,23.0
1996,NUTS,2010,SI0,1,25.0
1997,NUTS,2010,SI0,1,23.0
1998,NUTS,2010,SI0,1,28.0
1999,NUTS,2010,SI0,1,14.0
2000,NUTS,2010,SI0,1,18.0
2001,NUTS,2010,SI0,1,50.0
2002,NUTS,2010,SI0,1,46.0
2003,NUTS,2010,SI0,1,5.0
2004,NUTS,2010,SI0,1,7.0
2005,NUTS,2010,SI0,1,4.0
2006,NUTS,2010,SI0,1,6.0
2007,NUTS,2010,SI0,1,5.0
2008,NUTS,2010,SI0,1,8.0
2009,NUTS,2010,SI0,1,6.0
2010,NUTS,2010,SI0,1,6.0
2011,NUTS,2010,SI0,1,9.0
2012,NUTS,2010,SI0,1,5.0
2013,NUTS,2010,SI0,1,5.0
2014,NUTS,2010,SI0,1,1.0
2015,NUTS,2010,SI0,1,2.0
2016,NUTS,2010,SI0,1,1.0
2017,NUTS,2010,SI0,1,20.0
2018,NUTS,2010,SI0,1,33.0
2019,NUTS,2010,SI0,1,66.0
2013,NUTS,2010,SI03,2,1.0
2014,NUTS,2010,SI03,2,0.0
2015,NUTS,2010,SI03,2,0.0
2016,NUTS,2010,SI03,2,0.0
2013,NUTS,2010,SI04,2,4.0
2014,NUTS,2010,SI04,2,1.0
2015,NUTS,2010,SI04,2,2.0
2016,NUTS,2010,SI04,2,1.0
2002,NUTS,2010,SK,0,3.0
2003,NUTS,2010,SK,0,3.0
2004,NUTS,2010,SK,0,10.0
