year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_ht
2000,NUTS,2010,DE273,3,21.68
2001,NUTS,2010,DE273,3,13.52
2002,NUTS,2010,DE273,3,4.065
2004,NUTS,2010,DE273,3,10.894
2005,NUTS,2010,DE273,3,42.549
2006,NUTS,2010,DE273,3,16.297
2007,NUTS,2010,DE273,3,3.253
2008,NUTS,2010,DE273,3,10.858
2012,NUTS,2010,DE273,3,8.033
2000,NUTS,2010,DE274,3,8.05
2001,NUTS,2010,DE274,3,3.427
2002,NUTS,2010,DE274,3,12.165
2004,NUTS,2010,DE274,3,12.156
2005,NUTS,2010,DE274,3,4.855
2006,NUTS,2010,DE274,3,10.947
2007,NUTS,2010,DE274,3,42.568
2008,NUTS,2010,DE274,3,24.378
2009,NUTS,2010,DE274,3,4.872
2010,NUTS,2010,DE274,3,4.138
2011,NUTS,2010,DE274,3,3.169
2012,NUTS,2010,DE274,3,8.043
2000,NUTS,2010,DE275,3,83.557
2001,NUTS,2010,DE275,3,30.017
2002,NUTS,2010,DE275,3,57.59
2003,NUTS,2010,DE275,3,41.423
2004,NUTS,2010,DE275,3,39.854
2005,NUTS,2010,DE275,3,62.481
2006,NUTS,2010,DE275,3,21.578
2007,NUTS,2010,DE275,3,26.111
2008,NUTS,2010,DE275,3,49.223
2009,NUTS,2010,DE275,3,39.462
2010,NUTS,2010,DE275,3,52.636
2011,NUTS,2010,DE275,3,31.73
2012,NUTS,2010,DE275,3,29.427
2000,NUTS,2010,DE276,3,83.009
2001,NUTS,2010,DE276,3,59.512
2002,NUTS,2010,DE276,3,62.381
2003,NUTS,2010,DE276,3,44.837
2004,NUTS,2010,DE276,3,50.151
2005,NUTS,2010,DE276,3,36.233
2006,NUTS,2010,DE276,3,16.116
2007,NUTS,2010,DE276,3,52.316
2008,NUTS,2010,DE276,3,19.795
2009,NUTS,2010,DE276,3,51.187
2010,NUTS,2010,DE276,3,21.926
2011,NUTS,2010,DE276,3,22.952
2012,NUTS,2010,DE276,3,38.473
2001,NUTS,2010,DE277,3,26.66
2002,NUTS,2010,DE277,3,26.473
2003,NUTS,2010,DE277,3,10.526
2004,NUTS,2010,DE277,3,2.096
2005,NUTS,2010,DE277,3,12.235
2006,NUTS,2010,DE277,3,7.852
2007,NUTS,2010,DE277,3,5.256
2008,NUTS,2010,DE277,3,1.372
2009,NUTS,2010,DE277,3,17.492
2010,NUTS,2010,DE277,3,21.594
2011,NUTS,2010,DE277,3,4.276
2012,NUTS,2010,DE277,3,13.624
2000,NUTS,2010,DE278,3,22.097
2001,NUTS,2010,DE278,3,16.288
2002,NUTS,2010,DE278,3,2.948
2003,NUTS,2010,DE278,3,16.317
2004,NUTS,2010,DE278,3,4.067
2005,NUTS,2010,DE278,3,6.768
2007,NUTS,2010,DE278,3,2.052
2008,NUTS,2010,DE278,3,2.876
2009,NUTS,2010,DE278,3,26.823
2010,NUTS,2010,DE278,3,2.736
2011,NUTS,2010,DE278,3,12.453
2012,NUTS,2010,DE278,3,5.242
2000,NUTS,2010,DE279,3,46.815
2001,NUTS,2010,DE279,3,66.575
2002,NUTS,2010,DE279,3,39.849
2003,NUTS,2010,DE279,3,31.255
2004,NUTS,2010,DE279,3,20.419
2005,NUTS,2010,DE279,3,27.155
2006,NUTS,2010,DE279,3,17.26
2007,NUTS,2010,DE279,3,53.457
2008,NUTS,2010,DE279,3,30.097
2009,NUTS,2010,DE279,3,42.483
2010,NUTS,2010,DE279,3,27.542
2011,NUTS,2010,DE279,3,20.186
2012,NUTS,2010,DE279,3,17.033
2000,NUTS,2010,DE27A,3,83.968
2001,NUTS,2010,DE27A,3,32.423
2002,NUTS,2010,DE27A,3,32.113
2003,NUTS,2010,DE27A,3,60.711
2004,NUTS,2010,DE27A,3,85.577
2005,NUTS,2010,DE27A,3,25.729
2006,NUTS,2010,DE27A,3,83.934
2007,NUTS,2010,DE27A,3,135.828
2008,NUTS,2010,DE27A,3,20.964
2009,NUTS,2010,DE27A,3,124.833
2010,NUTS,2010,DE27A,3,51.091
2011,NUTS,2010,DE27A,3,66.818
2012,NUTS,2010,DE27A,3,41.68
2000,NUTS,2010,DE27B,3,4.439
2001,NUTS,2010,DE27B,3,34.437
2002,NUTS,2010,DE27B,3,33.991
2003,NUTS,2010,DE27B,3,9.385
2004,NUTS,2010,DE27B,3,39.841
2005,NUTS,2010,DE27B,3,39.715
2006,NUTS,2010,DE27B,3,32.13
2007,NUTS,2010,DE27B,3,41.769
2008,NUTS,2010,DE27B,3,58.232
2009,NUTS,2010,DE27B,3,19.536
2010,NUTS,2010,DE27B,3,5.221
2011,NUTS,2010,DE27B,3,18.15
2012,NUTS,2010,DE27B,3,19.928
2000,NUTS,2010,DE27C,3,2.561
2001,NUTS,2010,DE27C,3,4.338
2002,NUTS,2010,DE27C,3,11.118
2003,NUTS,2010,DE27C,3,24.612
2004,NUTS,2010,DE27C,3,8.836
2005,NUTS,2010,DE27C,3,3.68
2006,NUTS,2010,DE27C,3,14.738
2007,NUTS,2010,DE27C,3,11.349
2008,NUTS,2010,DE27C,3,5.372
2009,NUTS,2010,DE27C,3,2.434
2010,NUTS,2010,DE27C,3,7.392
2011,NUTS,2010,DE27C,3,2.733
2012,NUTS,2010,DE27C,3,29.469
2000,NUTS,2010,DE27D,3,11.853
2002,NUTS,2010,DE27D,3,18.798
2003,NUTS,2010,DE27D,3,18.191
2004,NUTS,2010,DE27D,3,25.377
2005,NUTS,2010,DE27D,3,22.876
2006,NUTS,2010,DE27D,3,18.478
2007,NUTS,2010,DE27D,3,1.535
2008,NUTS,2010,DE27D,3,75.364
2009,NUTS,2010,DE27D,3,35.971
2010,NUTS,2010,DE27D,3,59.529
2011,NUTS,2010,DE27D,3,44.62
2012,NUTS,2010,DE27D,3,55.606
2000,NUTS,2010,DE27E,3,22.969
2001,NUTS,2010,DE27E,3,3.053
2002,NUTS,2010,DE27E,3,10.114
2003,NUTS,2010,DE27E,3,1.343
2004,NUTS,2010,DE27E,3,1.137
2005,NUTS,2010,DE27E,3,12.67
2006,NUTS,2010,DE27E,3,2.458
2007,NUTS,2010,DE27E,3,5.519
2008,NUTS,2010,DE27E,3,13.272
2009,NUTS,2010,DE27E,3,17.743
2010,NUTS,2010,DE27E,3,19.98
2011,NUTS,2010,DE27E,3,10.805
2012,NUTS,2010,DE27E,3,8.87
2000,NUTS,2010,DE3,1,61.568
2001,NUTS,2010,DE3,1,54.134
2002,NUTS,2010,DE3,1,59.051
2003,NUTS,2010,DE3,1,54.292
2004,NUTS,2010,DE3,1,52.687
2005,NUTS,2010,DE3,1,58.509
2006,NUTS,2010,DE3,1,54.504
2007,NUTS,2010,DE3,1,60.96
2008,NUTS,2010,DE3,1,51.726
2009,NUTS,2010,DE3,1,52.555
2010,NUTS,2010,DE3,1,51.562
2011,NUTS,2010,DE3,1,47.412
2012,NUTS,2010,DE3,1,41.198
2000,NUTS,2010,DE30,2,61.568
2001,NUTS,2010,DE30,2,54.134
2002,NUTS,2010,DE30,2,59.051
2003,NUTS,2010,DE30,2,54.292
2004,NUTS,2010,DE30,2,52.687
2005,NUTS,2010,DE30,2,58.509
2006,NUTS,2010,DE30,2,54.504
2007,NUTS,2010,DE30,2,60.96
2008,NUTS,2010,DE30,2,51.726
2009,NUTS,2010,DE30,2,52.555
2010,NUTS,2010,DE30,2,51.562
2011,NUTS,2010,DE30,2,47.412
2012,NUTS,2010,DE30,2,41.198
2000,NUTS,2010,DE300,3,61.568
2001,NUTS,2010,DE300,3,54.134
2002,NUTS,2010,DE300,3,59.051
2003,NUTS,2010,DE300,3,54.292
2004,NUTS,2010,DE300,3,52.687
2005,NUTS,2010,DE300,3,58.509
2006,NUTS,2010,DE300,3,54.504
2007,NUTS,2010,DE300,3,60.96
2008,NUTS,2010,DE300,3,51.726
2009,NUTS,2010,DE300,3,52.555
2010,NUTS,2010,DE300,3,51.562
2011,NUTS,2010,DE300,3,47.412
2012,NUTS,2010,DE300,3,41.198
2000,NUTS,2010,DE4,1,25.188
2001,NUTS,2010,DE4,1,19.889
2002,NUTS,2010,DE4,1,16.483
2003,NUTS,2010,DE4,1,20.721
2004,NUTS,2010,DE4,1,18.551
2005,NUTS,2010,DE4,1,22.51
2006,NUTS,2010,DE4,1,26.494
2007,NUTS,2010,DE4,1,27.291
2008,NUTS,2010,DE4,1,26.722
2009,NUTS,2010,DE4,1,21.958
2010,NUTS,2010,DE4,1,17.033
2011,NUTS,2010,DE4,1,17.737
2012,NUTS,2010,DE4,1,15.17
2000,NUTS,2010,DE40,2,25.188
2001,NUTS,2010,DE40,2,19.889
2002,NUTS,2010,DE40,2,16.483
2003,NUTS,2010,DE40,2,20.721
2004,NUTS,2010,DE40,2,18.551
2005,NUTS,2010,DE40,2,22.51
2006,NUTS,2010,DE40,2,26.494
2007,NUTS,2010,DE40,2,27.291
2008,NUTS,2010,DE40,2,26.722
2009,NUTS,2010,DE40,2,21.958
2010,NUTS,2010,DE40,2,17.033
2011,NUTS,2010,DE40,2,17.737
2012,NUTS,2010,DE40,2,15.17
2008,NUTS,2010,DE401,3,3.427
2009,NUTS,2010,DE401,3,19.996
2011,NUTS,2010,DE401,3,4.598
2012,NUTS,2010,DE401,3,6.99
2000,NUTS,2010,DE402,3,9.018
2002,NUTS,2010,DE402,3,4.719
2004,NUTS,2010,DE402,3,6.23
2005,NUTS,2010,DE402,3,8.645
2006,NUTS,2010,DE402,3,5.033
2007,NUTS,2010,DE402,3,2.408
2010,NUTS,2010,DE402,3,9.836
2011,NUTS,2010,DE402,3,4.898
2012,NUTS,2010,DE402,3,2.448
2000,NUTS,2010,DE403,3,59.866
2001,NUTS,2010,DE403,3,51.573
2002,NUTS,2010,DE403,3,8.249
2003,NUTS,2010,DE403,3,32.918
2004,NUTS,2010,DE403,3,47.005
2005,NUTS,2010,DE403,3,30.655
2006,NUTS,2010,DE403,3,44.394
2007,NUTS,2010,DE403,3,41.218
2008,NUTS,2010,DE403,3,43.247
2009,NUTS,2010,DE403,3,42.098
2010,NUTS,2010,DE403,3,38.763
2011,NUTS,2010,DE403,3,37.295
2012,NUTS,2010,DE403,3,38.332
2000,NUTS,2010,DE404,3,25.585
2001,NUTS,2010,DE404,3,56.525
2002,NUTS,2010,DE404,3,50.063
2003,NUTS,2010,DE404,3,66.203
2004,NUTS,2010,DE404,3,30.349
2005,NUTS,2010,DE404,3,25.599
2006,NUTS,2010,DE404,3,45.059
2007,NUTS,2010,DE404,3,60.68
2008,NUTS,2010,DE404,3,104.619
2009,NUTS,2010,DE404,3,89.759
2010,NUTS,2010,DE404,3,63.452
2011,NUTS,2010,DE404,3,45.377
2012,NUTS,2010,DE404,3,29.767
2000,NUTS,2010,DE405,3,19.832
2001,NUTS,2010,DE405,3,10.277
2002,NUTS,2010,DE405,3,13.878
2003,NUTS,2010,DE405,3,18.215
2004,NUTS,2010,DE405,3,12.245
2005,NUTS,2010,DE405,3,14.216
2006,NUTS,2010,DE405,3,40.918
2007,NUTS,2010,DE405,3,45.661
2008,NUTS,2010,DE405,3,28.605
2009,NUTS,2010,DE405,3,34.789
2010,NUTS,2010,DE405,3,28.66
2011,NUTS,2010,DE405,3,37.207
2012,NUTS,2010,DE405,3,40.576
2000,NUTS,2010,DE406,3,7.945
2001,NUTS,2010,DE406,3,14.655
2002,NUTS,2010,DE406,3,17.61
2003,NUTS,2010,DE406,3,26.45
2004,NUTS,2010,DE406,3,23.912
2005,NUTS,2010,DE406,3,27.113
2006,NUTS,2010,DE406,3,26.43
2007,NUTS,2010,DE406,3,26.769
2008,NUTS,2010,DE406,3,17.563
2009,NUTS,2010,DE406,3,24.647
2010,NUTS,2010,DE406,3,16.882
2011,NUTS,2010,DE406,3,20.58
2012,NUTS,2010,DE406,3,21.664
2003,NUTS,2010,DE407,3,2.595
2007,NUTS,2010,DE407,3,5.594
2000,NUTS,2010,DE408,3,68.509
2001,NUTS,2010,DE408,3,26.531
2002,NUTS,2010,DE408,3,45.896
2003,NUTS,2010,DE408,3,70.969
2004,NUTS,2010,DE408,3,51.458
2005,NUTS,2010,DE408,3,35.769
2006,NUTS,2010,DE408,3,22.707
2007,NUTS,2010,DE408,3,32.173
2008,NUTS,2010,DE408,3,23.043
2009,NUTS,2010,DE408,3,17.597
2010,NUTS,2010,DE408,3,30.39
2011,NUTS,2010,DE408,3,13.429
2012,NUTS,2010,DE408,3,15.59
2000,NUTS,2010,DE409,3,14.74
2001,NUTS,2010,DE409,3,12.375
2002,NUTS,2010,DE409,3,16.769
2003,NUTS,2010,DE409,3,6.451
2004,NUTS,2010,DE409,3,12.153
2005,NUTS,2010,DE409,3,32.478
2006,NUTS,2010,DE409,3,22.121
2007,NUTS,2010,DE409,3,15.208
2008,NUTS,2010,DE409,3,31.831
2009,NUTS,2010,DE409,3,15.582
2010,NUTS,2010,DE409,3,5.234
2011,NUTS,2010,DE409,3,12.598
2000,NUTS,2010,DE40A,3,34.463
2001,NUTS,2010,DE40A,3,56.787
2002,NUTS,2010,DE40A,3,35.975
2003,NUTS,2010,DE40A,3,40.891
2004,NUTS,2010,DE40A,3,30.448
2005,NUTS,2010,DE40A,3,58.323
2006,NUTS,2010,DE40A,3,68.637
2007,NUTS,2010,DE40A,3,42.725
2008,NUTS,2010,DE40A,3,65.166
2009,NUTS,2010,DE40A,3,21.856
2010,NUTS,2010,DE40A,3,33.633
2011,NUTS,2010,DE40A,3,32.739
2012,NUTS,2010,DE40A,3,37.001
2000,NUTS,2010,DE40B,3,3.376
2001,NUTS,2010,DE40B,3,6.891
2004,NUTS,2010,DE40B,3,1.248
2005,NUTS,2010,DE40B,3,11.714
2006,NUTS,2010,DE40B,3,28.932
2007,NUTS,2010,DE40B,3,18.83
2008,NUTS,2010,DE40B,3,2.593
2012,NUTS,2010,DE40B,3,16.663
2000,NUTS,2010,DE40C,3,12.704
2001,NUTS,2010,DE40C,3,12.471
2002,NUTS,2010,DE40C,3,8.944
2003,NUTS,2010,DE40C,3,4.584
2004,NUTS,2010,DE40C,3,9.064
2005,NUTS,2010,DE40C,3,1.51
2006,NUTS,2010,DE40C,3,24.013
2007,NUTS,2010,DE40C,3,12.792
2008,NUTS,2010,DE40C,3,24.038
2009,NUTS,2010,DE40C,3,7.987
2010,NUTS,2010,DE40C,3,6.646
2011,NUTS,2010,DE40C,3,9.681
2012,NUTS,2010,DE40C,3,11.379
2000,NUTS,2010,DE40D,3,2.888
2001,NUTS,2010,DE40D,3,2.922
2005,NUTS,2010,DE40D,3,14.418
2006,NUTS,2010,DE40D,3,13.423
2007,NUTS,2010,DE40D,3,1.591
2008,NUTS,2010,DE40D,3,1.229
2009,NUTS,2010,DE40D,3,6.394
2010,NUTS,2010,DE40D,3,2.314
2011,NUTS,2010,DE40D,3,9.721
2012,NUTS,2010,DE40D,3,9.794
2000,NUTS,2010,DE40E,3,119.103
2001,NUTS,2010,DE40E,3,60.705
2002,NUTS,2010,DE40E,3,52.49
2003,NUTS,2010,DE40E,3,45.699
2004,NUTS,2010,DE40E,3,58.211
2005,NUTS,2010,DE40E,3,83.946
2006,NUTS,2010,DE40E,3,55.928
2007,NUTS,2010,DE40E,3,87.791
2008,NUTS,2010,DE40E,3,34.375
2009,NUTS,2010,DE40E,3,47.24
2010,NUTS,2010,DE40E,3,21.555
2011,NUTS,2010,DE40E,3,31.843
2012,NUTS,2010,DE40E,3,14.197
2009,NUTS,2010,DE40F,3,3.915
2007,NUTS,2010,DE40G,3,3.703
2010,NUTS,2010,DE40G,3,7.784
2011,NUTS,2010,DE40G,3,7.911
2000,NUTS,2010,DE40H,3,32.717
2001,NUTS,2010,DE40H,3,18.343
2003,NUTS,2010,DE40H,3,26.134
2004,NUTS,2010,DE40H,3,22.154
2005,NUTS,2010,DE40H,3,3.284
2006,NUTS,2010,DE40H,3,21.803
2007,NUTS,2010,DE40H,3,22.293
2008,NUTS,2010,DE40H,3,26.368
2009,NUTS,2010,DE40H,3,31.961
2010,NUTS,2010,DE40H,3,14.952
2011,NUTS,2010,DE40H,3,15.491
2012,NUTS,2010,DE40H,3,5.881
2004,NUTS,2010,DE40I,3,0.976
2007,NUTS,2010,DE40I,3,7.288
2008,NUTS,2010,DE40I,3,14.819
2011,NUTS,2010,DE40I,3,2.544
2012,NUTS,2010,DE40I,3,3.901
2000,NUTS,2010,DE5,1,11.673
2001,NUTS,2010,DE5,1,19.705
2002,NUTS,2010,DE5,1,13.386
2003,NUTS,2010,DE5,1,31.491
2004,NUTS,2010,DE5,1,23.706
2005,NUTS,2010,DE5,1,26.281
2006,NUTS,2010,DE5,1,29.24
2007,NUTS,2010,DE5,1,17.275
2008,NUTS,2010,DE5,1,22.772
2009,NUTS,2010,DE5,1,34.07
2010,NUTS,2010,DE5,1,17.953
2011,NUTS,2010,DE5,1,37.278
2012,NUTS,2010,DE5,1,14.366
2000,NUTS,2010,DE50,2,11.673
2001,NUTS,2010,DE50,2,19.705
2002,NUTS,2010,DE50,2,13.386
2003,NUTS,2010,DE50,2,31.491
2004,NUTS,2010,DE50,2,23.706
2005,NUTS,2010,DE50,2,26.281
2006,NUTS,2010,DE50,2,29.24
2007,NUTS,2010,DE50,2,17.275
2008,NUTS,2010,DE50,2,22.772
2009,NUTS,2010,DE50,2,34.07
2010,NUTS,2010,DE50,2,17.953
2011,NUTS,2010,DE50,2,37.278
2012,NUTS,2010,DE50,2,14.366
2000,NUTS,2010,DE501,3,12.474
2001,NUTS,2010,DE501,3,23.878
2002,NUTS,2010,DE501,3,13.088
2003,NUTS,2010,DE501,3,36.557
2004,NUTS,2010,DE501,3,28.668
2005,NUTS,2010,DE501,3,29.179
2006,NUTS,2010,DE501,3,35.476
2007,NUTS,2010,DE501,3,20.933
2008,NUTS,2010,DE501,3,27.566
2009,NUTS,2010,DE501,3,39.371
2010,NUTS,2010,DE501,3,21.691
2011,NUTS,2010,DE501,3,42.57
2012,NUTS,2010,DE501,3,17.326
2000,NUTS,2010,DE502,3,8.148
2001,NUTS,2010,DE502,3,1.076
2002,NUTS,2010,DE502,3,14.743
2003,NUTS,2010,DE502,3,8.396
2004,NUTS,2010,DE502,3,0.845
2005,NUTS,2010,DE502,3,12.79
2009,NUTS,2010,DE502,3,8.733
2011,NUTS,2010,DE502,3,11.732
2000,NUTS,2010,DE6,1,29.923
2001,NUTS,2010,DE6,1,29.416
2002,NUTS,2010,DE6,1,39.824
2003,NUTS,2010,DE6,1,42.607
2004,NUTS,2010,DE6,1,40.333
2005,NUTS,2010,DE6,1,45.128
2006,NUTS,2010,DE6,1,37.267
2007,NUTS,2010,DE6,1,41.678
2008,NUTS,2010,DE6,1,42.827
2009,NUTS,2010,DE6,1,37.69
2010,NUTS,2010,DE6,1,33.175
2011,NUTS,2010,DE6,1,43.612
2012,NUTS,2010,DE6,1,48.404
2000,NUTS,2010,DE60,2,29.923
2001,NUTS,2010,DE60,2,29.416
2002,NUTS,2010,DE60,2,39.824
2003,NUTS,2010,DE60,2,42.607
2004,NUTS,2010,DE60,2,40.333
2005,NUTS,2010,DE60,2,45.128
2006,NUTS,2010,DE60,2,37.267
2007,NUTS,2010,DE60,2,41.678
2008,NUTS,2010,DE60,2,42.827
2009,NUTS,2010,DE60,2,37.69
2010,NUTS,2010,DE60,2,33.175
2011,NUTS,2010,DE60,2,43.612
2012,NUTS,2010,DE60,2,48.404
2000,NUTS,2010,DE600,3,29.923
2001,NUTS,2010,DE600,3,29.416
2002,NUTS,2010,DE600,3,39.824
2003,NUTS,2010,DE600,3,42.607
2004,NUTS,2010,DE600,3,40.333
2005,NUTS,2010,DE600,3,45.128
2006,NUTS,2010,DE600,3,37.267
2007,NUTS,2010,DE600,3,41.678
2008,NUTS,2010,DE600,3,42.827
2009,NUTS,2010,DE600,3,37.69
2010,NUTS,2010,DE600,3,33.175
2011,NUTS,2010,DE600,3,43.612
2012,NUTS,2010,DE600,3,48.404
2000,NUTS,2010,DE7,1,49.202
2001,NUTS,2010,DE7,1,42.555
2002,NUTS,2010,DE7,1,40.039
2003,NUTS,2010,DE7,1,37.369
2004,NUTS,2010,DE7,1,46.162
2005,NUTS,2010,DE7,1,36.202
2006,NUTS,2010,DE7,1,37.227
2007,NUTS,2010,DE7,1,38.748
2008,NUTS,2010,DE7,1,30.737
2009,NUTS,2010,DE7,1,35.059
2010,NUTS,2010,DE7,1,36.269
2011,NUTS,2010,DE7,1,37.951
2012,NUTS,2010,DE7,1,32.57
2000,NUTS,2010,DE71,2,63.731
2001,NUTS,2010,DE71,2,57.157
2002,NUTS,2010,DE71,2,54.731
2003,NUTS,2010,DE71,2,49.302
2004,NUTS,2010,DE71,2,60.914
2005,NUTS,2010,DE71,2,50.084
2006,NUTS,2010,DE71,2,48.664
2007,NUTS,2010,DE71,2,55.671
2008,NUTS,2010,DE71,2,43.677
2009,NUTS,2010,DE71,2,46.872
2010,NUTS,2010,DE71,2,48.166
2011,NUTS,2010,DE71,2,50.29
2012,NUTS,2010,DE71,2,43.785
2000,NUTS,2010,DE711,3,375.827
2001,NUTS,2010,DE711,3,204.062
2002,NUTS,2010,DE711,3,289.765
2003,NUTS,2010,DE711,3,277.42
2004,NUTS,2010,DE711,3,282.323
2005,NUTS,2010,DE711,3,214.309
2006,NUTS,2010,DE711,3,138.373
2007,NUTS,2010,DE711,3,166.505
2008,NUTS,2010,DE711,3,157.464
2009,NUTS,2010,DE711,3,95.847
2010,NUTS,2010,DE711,3,117.769
2011,NUTS,2010,DE711,3,137.533
2012,NUTS,2010,DE711,3,203.419
2000,NUTS,2010,DE712,3,45.137
2001,NUTS,2010,DE712,3,55.0
2002,NUTS,2010,DE712,3,57.029
2003,NUTS,2010,DE712,3,47.287
2004,NUTS,2010,DE712,3,55.126
2005,NUTS,2010,DE712,3,46.778
2006,NUTS,2010,DE712,3,34.438
2007,NUTS,2010,DE712,3,37.067
2008,NUTS,2010,DE712,3,43.716
2009,NUTS,2010,DE712,3,37.528
2010,NUTS,2010,DE712,3,47.416
2011,NUTS,2010,DE712,3,57.455
2012,NUTS,2010,DE712,3,50.136
2000,NUTS,2010,DE713,3,19.892
2001,NUTS,2010,DE713,3,20.505
2002,NUTS,2010,DE713,3,31.496
2003,NUTS,2010,DE713,3,18.451
2004,NUTS,2010,DE713,3,27.263
2005,NUTS,2010,DE713,3,22.338
2006,NUTS,2010,DE713,3,11.136
2007,NUTS,2010,DE713,3,44.231
2008,NUTS,2010,DE713,3,6.343
2009,NUTS,2010,DE713,3,13.784
2010,NUTS,2010,DE713,3,8.42
2011,NUTS,2010,DE713,3,12.455
2012,NUTS,2010,DE713,3,36.021
2000,NUTS,2010,DE714,3,33.753
2001,NUTS,2010,DE714,3,26.471
2002,NUTS,2010,DE714,3,31.283
2003,NUTS,2010,DE714,3,33.585
2004,NUTS,2010,DE714,3,45.81
2005,NUTS,2010,DE714,3,49.183
2006,NUTS,2010,DE714,3,19.409
2007,NUTS,2010,DE714,3,37.124
2008,NUTS,2010,DE714,3,9.969
2009,NUTS,2010,DE714,3,20.814
2010,NUTS,2010,DE714,3,4.937
2011,NUTS,2010,DE714,3,20.944
2012,NUTS,2010,DE714,3,12.369
2000,NUTS,2010,DE715,3,19.915
2001,NUTS,2010,DE715,3,56.156
2002,NUTS,2010,DE715,3,50.775
2003,NUTS,2010,DE715,3,52.77
2004,NUTS,2010,DE715,3,69.926
2005,NUTS,2010,DE715,3,52.081
2006,NUTS,2010,DE715,3,33.495
2007,NUTS,2010,DE715,3,54.569
2008,NUTS,2010,DE715,3,48.756
2009,NUTS,2010,DE715,3,67.182
2010,NUTS,2010,DE715,3,51.447
2011,NUTS,2010,DE715,3,48.506
2012,NUTS,2010,DE715,3,42.922
2000,NUTS,2010,DE716,3,117.59
2001,NUTS,2010,DE716,3,69.008
2002,NUTS,2010,DE716,3,72.072
2003,NUTS,2010,DE716,3,52.879
2004,NUTS,2010,DE716,3,92.701
2005,NUTS,2010,DE716,3,58.368
2006,NUTS,2010,DE716,3,55.703
2007,NUTS,2010,DE716,3,81.482
2008,NUTS,2010,DE716,3,78.216
2009,NUTS,2010,DE716,3,81.468
2010,NUTS,2010,DE716,3,73.135
2011,NUTS,2010,DE716,3,89.316
2012,NUTS,2010,DE716,3,50.822
2000,NUTS,2010,DE717,3,26.915
2001,NUTS,2010,DE717,3,25.555
2002,NUTS,2010,DE717,3,11.977
2003,NUTS,2010,DE717,3,39.6
2004,NUTS,2010,DE717,3,14.108
2005,NUTS,2010,DE717,3,13.794
2006,NUTS,2010,DE717,3,7.86
2007,NUTS,2010,DE717,3,19.672
2008,NUTS,2010,DE717,3,15.138
2009,NUTS,2010,DE717,3,12.343
2010,NUTS,2010,DE717,3,20.86
2011,NUTS,2010,DE717,3,11.024
2012,NUTS,2010,DE717,3,10.85
2000,NUTS,2010,DE718,3,32.012
2001,NUTS,2010,DE718,3,93.513
2002,NUTS,2010,DE718,3,52.629
2003,NUTS,2010,DE718,3,62.641
2004,NUTS,2010,DE718,3,59.767
2005,NUTS,2010,DE718,3,57.705
2006,NUTS,2010,DE718,3,39.721
2007,NUTS,2010,DE718,3,30.236
2008,NUTS,2010,DE718,3,27.428
2009,NUTS,2010,DE718,3,25.339
2010,NUTS,2010,DE718,3,26.161
2011,NUTS,2010,DE718,3,25.459
2012,NUTS,2010,DE718,3,26.54
2000,NUTS,2010,DE719,3,58.411
2001,NUTS,2010,DE719,3,32.936
2002,NUTS,2010,DE719,3,31.41
2003,NUTS,2010,DE719,3,29.305
2004,NUTS,2010,DE719,3,34.986
2005,NUTS,2010,DE719,3,20.502
2006,NUTS,2010,DE719,3,32.59
2007,NUTS,2010,DE719,3,37.106
2008,NUTS,2010,DE719,3,30.356
2009,NUTS,2010,DE719,3,20.076
2010,NUTS,2010,DE719,3,38.696
2011,NUTS,2010,DE719,3,26.938
2012,NUTS,2010,DE719,3,44.401
2000,NUTS,2010,DE71A,3,99.051
2001,NUTS,2010,DE71A,3,127.12
2002,NUTS,2010,DE71A,3,78.248
2003,NUTS,2010,DE71A,3,62.721
2004,NUTS,2010,DE71A,3,72.978
2005,NUTS,2010,DE71A,3,58.162
2006,NUTS,2010,DE71A,3,62.306
2007,NUTS,2010,DE71A,3,57.545
2008,NUTS,2010,DE71A,3,32.782
2009,NUTS,2010,DE71A,3,62.635
2010,NUTS,2010,DE71A,3,47.166
2011,NUTS,2010,DE71A,3,62.973
2012,NUTS,2010,DE71A,3,39.918
2000,NUTS,2010,DE71B,3,20.529
2002,NUTS,2010,DE71B,3,4.295
2003,NUTS,2010,DE71B,3,26.561
2004,NUTS,2010,DE71B,3,34.773
2005,NUTS,2010,DE71B,3,40.588
2006,NUTS,2010,DE71B,3,43.025
2007,NUTS,2010,DE71B,3,10.036
2008,NUTS,2010,DE71B,3,7.882
2010,NUTS,2010,DE71B,3,4.513
2011,NUTS,2010,DE71B,3,10.306
2012,NUTS,2010,DE71B,3,13.017
2000,NUTS,2010,DE71C,3,78.929
2001,NUTS,2010,DE71C,3,74.441
2002,NUTS,2010,DE71C,3,69.142
2003,NUTS,2010,DE71C,3,45.281
2004,NUTS,2010,DE71C,3,76.281
2005,NUTS,2010,DE71C,3,75.831
2006,NUTS,2010,DE71C,3,181.669
2007,NUTS,2010,DE71C,3,169.767
2008,NUTS,2010,DE71C,3,107.583
2009,NUTS,2010,DE71C,3,137.7
2010,NUTS,2010,DE71C,3,124.925
2011,NUTS,2010,DE71C,3,123.646
2012,NUTS,2010,DE71C,3,60.127
2000,NUTS,2010,DE71D,3,29.133
2001,NUTS,2010,DE71D,3,19.558
2002,NUTS,2010,DE71D,3,20.444
2003,NUTS,2010,DE71D,3,29.085
2004,NUTS,2010,DE71D,3,43.992
2005,NUTS,2010,DE71D,3,47.748
