year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_fte_t
2012,NUTS,2010,FI1D,2,3645.0
2013,NUTS,2010,FI1D,2,3368.0
2015,NUTS,2010,FI1D,2,3380.0
2016,NUTS,2010,FI1D,2,3386.0
2017,NUTS,2010,FI1D,2,3676.0
2018,NUTS,2010,FI1D,2,3758.0
2019,NUTS,2010,FI1D,2,3939.0
2015,NUTS,2010,FI2,1,8.0
2016,NUTS,2010,FI2,1,6.0
2017,NUTS,2010,FI2,1,10.0
2018,NUTS,2010,FI2,1,8.0
2019,NUTS,2010,FI2,1,5.0
2015,NUTS,2010,FI20,2,8.0
2016,NUTS,2010,FI20,2,6.0
2017,NUTS,2010,FI20,2,10.0
2018,NUTS,2010,FI20,2,8.0
2019,NUTS,2010,FI20,2,5.0
2011,NUTS,2010,FR,0,107891.0
2012,NUTS,2010,FR,0,108794.0
2013,NUTS,2010,FR,0,109883.0
2014,NUTS,2010,FR,0,111700.0
2015,NUTS,2010,FR,0,117794.0
2016,NUTS,2010,FR,0,119367.0
2017,NUTS,2010,FR,0,119788.0
2018,NUTS,2010,FR,0,119932.0
2019,NUTS,2010,FR,0,120973.0
2020,NUTS,2010,FR,0,122003.0
2011,NUTS,2010,FR1,1,34565.0
2012,NUTS,2010,FR1,1,34836.0
2013,NUTS,2010,FR1,1,34719.0
2011,NUTS,2010,FR10,2,34565.0
2012,NUTS,2010,FR10,2,34836.0
2013,NUTS,2010,FR10,2,34719.0
2011,NUTS,2010,FR2,1,9017.0
2012,NUTS,2010,FR2,1,9190.0
2013,NUTS,2010,FR2,1,9175.0
2011,NUTS,2010,FR21,2,976.0
2012,NUTS,2010,FR21,2,1012.0
2013,NUTS,2010,FR21,2,1012.0
2011,NUTS,2010,FR22,2,1188.0
2012,NUTS,2010,FR22,2,1257.0
2013,NUTS,2010,FR22,2,1227.0
2011,NUTS,2010,FR23,2,1553.0
2012,NUTS,2010,FR23,2,1602.0
2013,NUTS,2010,FR23,2,1625.0
2011,NUTS,2010,FR24,2,2258.0
2012,NUTS,2010,FR24,2,2252.0
2013,NUTS,2010,FR24,2,2296.0
2011,NUTS,2010,FR25,2,1627.0
2012,NUTS,2010,FR25,2,1639.0
2013,NUTS,2010,FR25,2,1666.0
2011,NUTS,2010,FR26,2,1416.0
2012,NUTS,2010,FR26,2,1428.0
2013,NUTS,2010,FR26,2,1349.0
2011,NUTS,2010,FR3,1,4711.0
2012,NUTS,2010,FR3,1,4752.0
2013,NUTS,2010,FR3,1,4801.0
2011,NUTS,2010,FR30,2,4711.0
2012,NUTS,2010,FR30,2,4752.0
2013,NUTS,2010,FR30,2,4801.0
2011,NUTS,2010,FR4,1,9063.0
2012,NUTS,2010,FR4,1,8951.0
2013,NUTS,2010,FR4,1,8995.0
2011,NUTS,2010,FR41,2,3545.0
2012,NUTS,2010,FR41,2,3559.0
2013,NUTS,2010,FR41,2,3587.0
2011,NUTS,2010,FR42,2,4209.0
2012,NUTS,2010,FR42,2,4088.0
2013,NUTS,2010,FR42,2,4047.0
2011,NUTS,2010,FR43,2,1309.0
2012,NUTS,2010,FR43,2,1303.0
2013,NUTS,2010,FR43,2,1361.0
2011,NUTS,2010,FR5,1,9819.0
2012,NUTS,2010,FR5,1,10026.0
2013,NUTS,2010,FR5,1,10319.0
2011,NUTS,2010,FR51,2,3617.0
2012,NUTS,2010,FR51,2,3744.0
2013,NUTS,2010,FR51,2,3870.0
2011,NUTS,2010,FR52,2,4448.0
2012,NUTS,2010,FR52,2,4535.0
2013,NUTS,2010,FR52,2,4622.0
2011,NUTS,2010,FR53,2,1755.0
2012,NUTS,2010,FR53,2,1747.0
2013,NUTS,2010,FR53,2,1828.0
2011,NUTS,2010,FR6,1,12079.0
2012,NUTS,2010,FR6,1,12241.0
2013,NUTS,2010,FR6,1,12356.0
2011,NUTS,2010,FR61,2,4534.0
2012,NUTS,2010,FR61,2,4648.0
2013,NUTS,2010,FR61,2,4757.0
2011,NUTS,2010,FR62,2,6644.0
2012,NUTS,2010,FR62,2,6739.0
2013,NUTS,2010,FR62,2,6732.0
2011,NUTS,2010,FR63,2,902.0
2012,NUTS,2010,FR63,2,854.0
2013,NUTS,2010,FR63,2,867.0
2011,NUTS,2010,FR7,1,14114.0
2012,NUTS,2010,FR7,1,14306.0
2013,NUTS,2010,FR7,1,14685.0
2011,NUTS,2010,FR71,2,12410.0
2012,NUTS,2010,FR71,2,12593.0
2013,NUTS,2010,FR71,2,12911.0
2011,NUTS,2010,FR72,2,1703.0
2012,NUTS,2010,FR72,2,1714.0
2013,NUTS,2010,FR72,2,1774.0
2011,NUTS,2010,FR8,1,13474.0
2012,NUTS,2010,FR8,1,13493.0
2013,NUTS,2010,FR8,1,13678.0
2011,NUTS,2010,FR81,2,4806.0
2012,NUTS,2010,FR81,2,5019.0
2013,NUTS,2010,FR81,2,5189.0
2011,NUTS,2010,FR82,2,8470.0
2012,NUTS,2010,FR82,2,8264.0
2013,NUTS,2010,FR82,2,8271.0
2011,NUTS,2010,FR83,2,198.0
2012,NUTS,2010,FR83,2,210.0
2013,NUTS,2010,FR83,2,217.0
2011,NUTS,2010,FRA,1,870.0
2012,NUTS,2010,FRA,1,815.0
2013,NUTS,2010,FRA,1,975.0
2011,NUTS,2010,FRZ,1,178.0
2012,NUTS,2010,FRZ,1,185.0
2013,NUTS,2010,FRZ,1,180.0
2011,NUTS,2010,FRZZ,2,178.0
2012,NUTS,2010,FRZZ,2,185.0
2013,NUTS,2010,FRZZ,2,180.0
2011,NUTS,2010,HR,0,4466.0
2012,NUTS,2010,HR,0,4414.0
2013,NUTS,2010,HR,0,4486.0
2014,NUTS,2010,HR,0,4181.0
2015,NUTS,2010,HR,0,4669.0
2016,NUTS,2010,HR,0,5378.0
2017,NUTS,2010,HR,0,5354.0
2018,NUTS,2010,HR,0,5342.0
2019,NUTS,2010,HR,0,6052.0
2020,NUTS,2010,HR,0,6184.0
2011,NUTS,2010,HR0,1,4466.0
2012,NUTS,2010,HR0,1,4414.0
2013,NUTS,2010,HR0,1,4486.0
2014,NUTS,2010,HR0,1,4181.0
2015,NUTS,2010,HR0,1,4669.0
2016,NUTS,2010,HR0,1,5378.0
2017,NUTS,2010,HR0,1,5354.0
2018,NUTS,2010,HR0,1,5342.0
2019,NUTS,2010,HR0,1,6052.0
2020,NUTS,2010,HR0,1,6184.0
2020,NUTS,2010,HR02,2,575.0
2011,NUTS,2010,HR03,2,1600.0
2012,NUTS,2010,HR03,2,1578.0
2013,NUTS,2010,HR03,2,1562.0
2014,NUTS,2010,HR03,2,1511.0
2015,NUTS,2010,HR03,2,1499.0
2016,NUTS,2010,HR03,2,1602.0
2017,NUTS,2010,HR03,2,1554.0
2018,NUTS,2010,HR03,2,1511.0
2019,NUTS,2010,HR03,2,1855.0
2020,NUTS,2010,HR03,2,1977.0
2011,NUTS,2010,HR04,2,2865.0
2012,NUTS,2010,HR04,2,2836.0
2013,NUTS,2010,HR04,2,2924.0
2014,NUTS,2010,HR04,2,2670.0
2015,NUTS,2010,HR04,2,3170.0
2016,NUTS,2010,HR04,2,3776.0
2017,NUTS,2010,HR04,2,3801.0
2018,NUTS,2010,HR04,2,3831.0
2019,NUTS,2010,HR04,2,4197.0
2020,NUTS,2010,HR05,2,3436.0
2020,NUTS,2010,HR06,2,197.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,8260.0
2012,NUTS,2010,HU,0,8130.0
2013,NUTS,2010,HU,0,8154.0
2014,NUTS,2010,HU,0,7937.0
2015,NUTS,2010,HU,0,7706.0
2016,NUTS,2010,HU,0,7476.0
2017,NUTS,2010,HU,0,8442.0
2018,NUTS,2010,HU,0,12994.0
2019,NUTS,2010,HU,0,14111.0
2020,NUTS,2010,HU,0,14703.0
2011,NUTS,2010,HU1,1,3758.0
2012,NUTS,2010,HU1,1,3638.0
2013,NUTS,2010,HU1,1,3755.0
2014,NUTS,2010,HU1,1,3739.0
2015,NUTS,2010,HU1,1,3585.0
2016,NUTS,2010,HU1,1,3500.0
2017,NUTS,2010,HU1,1,3939.0
2018,NUTS,2010,HU1,1,6010.0
2019,NUTS,2010,HU1,1,6832.0
2011,NUTS,2010,HU10,2,3758.0
2012,NUTS,2010,HU10,2,3638.0
2013,NUTS,2010,HU10,2,3755.0
2014,NUTS,2010,HU10,2,3739.0
2015,NUTS,2010,HU10,2,3585.0
2016,NUTS,2010,HU10,2,3500.0
2017,NUTS,2010,HU11,2,3551.0
2018,NUTS,2010,HU11,2,5439.0
2019,NUTS,2010,HU11,2,6569.0
2017,NUTS,2010,HU12,2,388.0
2018,NUTS,2010,HU12,2,571.0
2019,NUTS,2010,HU12,2,263.0
2011,NUTS,2010,HU2,1,1594.0
2012,NUTS,2010,HU2,1,1626.0
2013,NUTS,2010,HU2,1,1422.0
2014,NUTS,2010,HU2,1,1287.0
2015,NUTS,2010,HU2,1,1215.0
2016,NUTS,2010,HU2,1,1147.0
2017,NUTS,2010,HU2,1,1506.0
2018,NUTS,2010,HU2,1,2890.0
2019,NUTS,2010,HU2,1,2693.0
2011,NUTS,2010,HU21,2,236.0
2012,NUTS,2010,HU21,2,296.0
2013,NUTS,2010,HU21,2,281.0
2014,NUTS,2010,HU21,2,269.0
2015,NUTS,2010,HU21,2,285.0
2016,NUTS,2010,HU21,2,254.0
2017,NUTS,2010,HU21,2,256.0
2018,NUTS,2010,HU21,2,317.0
2019,NUTS,2010,HU21,2,389.0
2011,NUTS,2010,HU22,2,544.0
2012,NUTS,2010,HU22,2,454.0
2013,NUTS,2010,HU22,2,517.0
2014,NUTS,2010,HU22,2,448.0
2015,NUTS,2010,HU22,2,413.0
2016,NUTS,2010,HU22,2,362.0
2017,NUTS,2010,HU22,2,475.0
2018,NUTS,2010,HU22,2,877.0
2019,NUTS,2010,HU22,2,894.0
2011,NUTS,2010,HU23,2,814.0
2012,NUTS,2010,HU23,2,876.0
2013,NUTS,2010,HU23,2,624.0
2014,NUTS,2010,HU23,2,570.0
2015,NUTS,2010,HU23,2,517.0
2016,NUTS,2010,HU23,2,531.0
2017,NUTS,2010,HU23,2,775.0
2018,NUTS,2010,HU23,2,1696.0
2019,NUTS,2010,HU23,2,1410.0
2011,NUTS,2010,HU3,1,2908.0
2012,NUTS,2010,HU3,1,2866.0
2013,NUTS,2010,HU3,1,2977.0
2014,NUTS,2010,HU3,1,2911.0
2015,NUTS,2010,HU3,1,2906.0
2016,NUTS,2010,HU3,1,2829.0
2017,NUTS,2010,HU3,1,2997.0
2018,NUTS,2010,HU3,1,4094.0
2019,NUTS,2010,HU3,1,4586.0
2011,NUTS,2010,HU31,2,461.0
2012,NUTS,2010,HU31,2,473.0
2013,NUTS,2010,HU31,2,435.0
2014,NUTS,2010,HU31,2,433.0
2015,NUTS,2010,HU31,2,440.0
2016,NUTS,2010,HU31,2,441.0
2017,NUTS,2010,HU31,2,496.0
2018,NUTS,2010,HU31,2,640.0
2019,NUTS,2010,HU31,2,775.0
2011,NUTS,2010,HU32,2,1202.0
2012,NUTS,2010,HU32,2,1191.0
2013,NUTS,2010,HU32,2,1228.0
2014,NUTS,2010,HU32,2,1132.0
2015,NUTS,2010,HU32,2,1077.0
2016,NUTS,2010,HU32,2,1125.0
2017,NUTS,2010,HU32,2,1244.0
2018,NUTS,2010,HU32,2,1708.0
2019,NUTS,2010,HU32,2,1883.0
2011,NUTS,2010,HU33,2,1245.0
2012,NUTS,2010,HU33,2,1202.0
2013,NUTS,2010,HU33,2,1314.0
2014,NUTS,2010,HU33,2,1346.0
2015,NUTS,2010,HU33,2,1389.0
2016,NUTS,2010,HU33,2,1263.0
2017,NUTS,2010,HU33,2,1257.0
2018,NUTS,2010,HU33,2,1746.0
2019,NUTS,2010,HU33,2,1928.0
2011,NUTS,2010,IE,0,6437.0
2012,NUTS,2010,IE,0,13050.0
2013,NUTS,2010,IE,0,13949.0
2014,NUTS,2010,IE,0,14847.0
2015,NUTS,2010,IE,0,12718.0
2016,NUTS,2010,IE,0,15178.0
2017,NUTS,2010,IE,0,13211.0
2018,NUTS,2010,IE,0,11243.0
2019,NUTS,2010,IE,0,11243.0
2020,NUTS,2010,IE,0,11243.0
2011,NUTS,2010,IE0,1,6437.0
2012,NUTS,2010,IE0,1,6373.0
2013,NUTS,2010,IE0,1,6208.0
2014,NUTS,2010,IE0,1,9866.0
2015,NUTS,2010,IE0,1,15356.0
2017,NUTS,2010,IE0,1,15178.0
2011,NUTS,2010,IE01,2,901.0
2012,NUTS,2010,IE01,2,892.0
2013,NUTS,2010,IE01,2,869.0
2014,NUTS,2010,IE01,2,1381.0
2015,NUTS,2010,IE01,2,425.0
2017,NUTS,2010,IE01,2,3059.0
2011,NUTS,2010,IE02,2,5536.0
2012,NUTS,2010,IE02,2,5481.0
2013,NUTS,2010,IE02,2,5339.0
2014,NUTS,2010,IE02,2,8484.0
2015,NUTS,2010,IE02,2,14931.0
2017,NUTS,2010,IE02,2,12119.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,1057.0
2013,NUTS,2010,IS,0,1211.0
2014,NUTS,2010,IS,0,1232.0
2015,NUTS,2010,IS,0,1062.0
2016,NUTS,2010,IS,0,1360.0
2017,NUTS,2010,IS,0,1096.0
2018,NUTS,2010,IS,0,1096.0
2011,NUTS,2010,IT,0,73723.0
2012,NUTS,2010,IT,0,76207.0
2013,NUTS,2010,IT,0,76986.0
2014,NUTS,2010,IT,0,75235.0
2015,NUTS,2010,IT,0,76858.0
2016,NUTS,2010,IT,0,80226.0
2017,NUTS,2010,IT,0,80358.0
2018,NUTS,2010,IT,0,81233.0
2019,NUTS,2010,IT,0,83776.0
2020,NUTS,2010,IT,0,82945.0
2011,NUTS,2010,ITC,1,19584.0
2012,NUTS,2010,ITC,1,19999.0
2013,NUTS,2010,ITC,1,19178.0
2014,NUTS,2010,ITC,1,17142.0
2015,NUTS,2010,ITC,1,18459.0
2016,NUTS,2010,ITC,1,19392.0
2017,NUTS,2010,ITC,1,19846.0
2018,NUTS,2010,ITC,1,20158.0
2019,NUTS,2010,ITC,1,20441.0
2011,NUTS,2010,ITC1,2,4557.0
2012,NUTS,2010,ITC1,2,4886.0
2013,NUTS,2010,ITC1,2,5251.0
2014,NUTS,2010,ITC1,2,4426.0
2015,NUTS,2010,ITC1,2,5378.0
2016,NUTS,2010,ITC1,2,4769.0
2017,NUTS,2010,ITC1,2,4847.0
2018,NUTS,2010,ITC1,2,4943.0
2019,NUTS,2010,ITC1,2,4982.0
2011,NUTS,2010,ITC2,2,43.0
2012,NUTS,2010,ITC2,2,44.0
2013,NUTS,2010,ITC2,2,71.0
2014,NUTS,2010,ITC2,2,79.0
2015,NUTS,2010,ITC2,2,51.0
2016,NUTS,2010,ITC2,2,65.0
2017,NUTS,2010,ITC2,2,68.0
2018,NUTS,2010,ITC2,2,60.0
2019,NUTS,2010,ITC2,2,57.0
2011,NUTS,2010,ITC3,2,2647.0
2012,NUTS,2010,ITC3,2,2564.0
2013,NUTS,2010,ITC3,2,2702.0
2014,NUTS,2010,ITC3,2,2063.0
2015,NUTS,2010,ITC3,2,2258.0
2016,NUTS,2010,ITC3,2,2020.0
2017,NUTS,2010,ITC3,2,2081.0
2018,NUTS,2010,ITC3,2,1845.0
2019,NUTS,2010,ITC3,2,1962.0
2011,NUTS,2010,ITC4,2,12337.0
2012,NUTS,2010,ITC4,2,12506.0
2013,NUTS,2010,ITC4,2,11154.0
2014,NUTS,2010,ITC4,2,10573.0
2015,NUTS,2010,ITC4,2,10771.0
2016,NUTS,2010,ITC4,2,12538.0
2017,NUTS,2010,ITC4,2,12850.0
2018,NUTS,2010,ITC4,2,13311.0
2019,NUTS,2010,ITC4,2,13441.0
2011,NUTS,2010,ITF,1,13346.0
2012,NUTS,2010,ITF,1,13767.0
2013,NUTS,2010,ITF,1,14025.0
2014,NUTS,2010,ITF,1,14402.0
2015,NUTS,2010,ITF,1,14595.0
2016,NUTS,2010,ITF,1,14967.0
2017,NUTS,2010,ITF,1,14854.0
2018,NUTS,2010,ITF,1,14398.0
2019,NUTS,2010,ITF,1,14814.0
2011,NUTS,2010,ITF1,2,1516.0
2012,NUTS,2010,ITF1,2,1597.0
2013,NUTS,2010,ITF1,2,1578.0
2014,NUTS,2010,ITF1,2,1461.0
2015,NUTS,2010,ITF1,2,1781.0
2016,NUTS,2010,ITF1,2,1845.0
2017,NUTS,2010,ITF1,2,2002.0
2018,NUTS,2010,ITF1,2,1781.0
2019,NUTS,2010,ITF1,2,1874.0
2015,NUTS,2010,ITF2,2,392.0
2016,NUTS,2010,ITF2,2,358.0
2017,NUTS,2010,ITF2,2,342.0
2018,NUTS,2010,ITF2,2,336.0
2019,NUTS,2010,ITF2,2,319.0
2011,NUTS,2010,ITF3,2,6153.0
2012,NUTS,2010,ITF3,2,6333.0
2013,NUTS,2010,ITF3,2,6578.0
2014,NUTS,2010,ITF3,2,6775.0
2015,NUTS,2010,ITF3,2,6628.0
2016,NUTS,2010,ITF3,2,7206.0
2017,NUTS,2010,ITF3,2,7000.0
2018,NUTS,2010,ITF3,2,6766.0
2019,NUTS,2010,ITF3,2,7119.0
2011,NUTS,2010,ITF4,2,3652.0
2012,NUTS,2010,ITF4,2,3693.0
2013,NUTS,2010,ITF4,2,3405.0
2014,NUTS,2010,ITF4,2,3694.0
2015,NUTS,2010,ITF4,2,3563.0
2016,NUTS,2010,ITF4,2,3598.0
2017,NUTS,2010,ITF4,2,3574.0
2018,NUTS,2010,ITF4,2,3416.0
2019,NUTS,2010,ITF4,2,3429.0
2012,NUTS,2010,ITF5,2,405.0
2015,NUTS,2010,ITF5,2,446.0
2016,NUTS,2010,ITF5,2,370.0
2017,NUTS,2010,ITF5,2,403.0
2018,NUTS,2010,ITF5,2,383.0
2019,NUTS,2010,ITF5,2,414.0
2011,NUTS,2010,ITF6,2,1319.0
2015,NUTS,2010,ITF6,2,1786.0
2016,NUTS,2010,ITF6,2,1590.0
2017,NUTS,2010,ITF6,2,1534.0
2018,NUTS,2010,ITF6,2,1716.0
2019,NUTS,2010,ITF6,2,1660.0
2011,NUTS,2010,ITG,1,6775.0
2012,NUTS,2010,ITG,1,6825.0
2013,NUTS,2010,ITG,1,6982.0
2014,NUTS,2010,ITG,1,7046.0
2015,NUTS,2010,ITG,1,7491.0
2016,NUTS,2010,ITG,1,6626.0
2017,NUTS,2010,ITG,1,6243.0
2018,NUTS,2010,ITG,1,6183.0
2019,NUTS,2010,ITG,1,6478.0
2011,NUTS,2010,ITG1,2,4554.0
2012,NUTS,2010,ITG1,2,4436.0
2013,NUTS,2010,ITG1,2,4627.0
2014,NUTS,2010,ITG1,2,4748.0
2015,NUTS,2010,ITG1,2,4767.0
2016,NUTS,2010,ITG1,2,4577.0
2017,NUTS,2010,ITG1,2,4193.0
2018,NUTS,2010,ITG1,2,4113.0
2019,NUTS,2010,ITG1,2,4203.0
2011,NUTS,2010,ITG2,2,2221.0
2012,NUTS,2010,ITG2,2,2389.0
2013,NUTS,2010,ITG2,2,2354.0
2014,NUTS,2010,ITG2,2,2298.0
2015,NUTS,2010,ITG2,2,2724.0
2016,NUTS,2010,ITG2,2,2049.0
2017,NUTS,2010,ITG2,2,2051.0
2018,NUTS,2010,ITG2,2,2070.0
2019,NUTS,2010,ITG2,2,2276.0
2011,NUTS,2010,ITH,1,15516.0
2012,NUTS,2010,ITH,1,16490.0
2013,NUTS,2010,ITH,1,17161.0
2014,NUTS,2010,ITH,1,16807.0
2015,NUTS,2010,ITH,1,16417.0
2016,NUTS,2010,ITH,1,19025.0
2017,NUTS,2010,ITH,1,19330.0
2018,NUTS,2010,ITH,1,20414.0
2019,NUTS,2010,ITH,1,21081.0
2011,NUTS,2010,ITH1,2,155.0
2012,NUTS,2010,ITH1,2,176.0
2013,NUTS,2010,ITH1,2,237.0
2014,NUTS,2010,ITH1,2,259.0
2015,NUTS,2010,ITH1,2,207.0
2016,NUTS,2010,ITH1,2,434.0
2017,NUTS,2010,ITH1,2,453.0
2018,NUTS,2010,ITH1,2,478.0
2019,NUTS,2010,ITH1,2,510.0
2011,NUTS,2010,ITH2,2,794.0
2012,NUTS,2010,ITH2,2,883.0
2013,NUTS,2010,ITH2,2,993.0
2014,NUTS,2010,ITH2,2,1019.0
2015,NUTS,2010,ITH2,2,1147.0
2016,NUTS,2010,ITH2,2,1308.0
2017,NUTS,2010,ITH2,2,1288.0
2018,NUTS,2010,ITH2,2,1340.0
2019,NUTS,2010,ITH2,2,1428.0
2011,NUTS,2010,ITH3,2,5453.0
2012,NUTS,2010,ITH3,2,5920.0
2013,NUTS,2010,ITH3,2,6110.0
2014,NUTS,2010,ITH3,2,5833.0
2015,NUTS,2010,ITH3,2,6180.0
2016,NUTS,2010,ITH3,2,7331.0
2017,NUTS,2010,ITH3,2,7488.0
2018,NUTS,2010,ITH3,2,8207.0
2019,NUTS,2010,ITH3,2,8485.0
2011,NUTS,2010,ITH4,2,2014.0
2012,NUTS,2010,ITH4,2,2124.0
2013,NUTS,2010,ITH4,2,2085.0
2014,NUTS,2010,ITH4,2,1960.0
2015,NUTS,2010,ITH4,2,2159.0
2016,NUTS,2010,ITH4,2,2119.0
2017,NUTS,2010,ITH4,2,2202.0
2018,NUTS,2010,ITH4,2,2295.0
2019,NUTS,2010,ITH4,2,2248.0
2011,NUTS,2010,ITH5,2,7102.0
2012,NUTS,2010,ITH5,2,7387.0
2013,NUTS,2010,ITH5,2,7735.0
2014,NUTS,2010,ITH5,2,7736.0
2015,NUTS,2010,ITH5,2,6725.0
2016,NUTS,2010,ITH5,2,7834.0
2017,NUTS,2010,ITH5,2,7900.0
2018,NUTS,2010,ITH5,2,8094.0
2019,NUTS,2010,ITH5,2,8411.0
2011,NUTS,2010,ITI,1,18502.0
2012,NUTS,2010,ITI,1,19126.0
2013,NUTS,2010,ITI,1,19640.0
2014,NUTS,2010,ITI,1,19838.0
2015,NUTS,2010,ITI,1,19897.0
2016,NUTS,2010,ITI,1,20217.0
2017,NUTS,2010,ITI,1,20085.0
2018,NUTS,2010,ITI,1,20080.0
2019,NUTS,2010,ITI,1,20963.0
2011,NUTS,2010,ITI1,2,7039.0
2012,NUTS,2010,ITI1,2,7392.0
2013,NUTS,2010,ITI1,2,7115.0
2014,NUTS,2010,ITI1,2,7649.0
2015,NUTS,2010,ITI1,2,7051.0
2016,NUTS,2010,ITI1,2,7065.0
2017,NUTS,2010,ITI1,2,7259.0
2018,NUTS,2010,ITI1,2,7657.0
2019,NUTS,2010,ITI1,2,7682.0
2011,NUTS,2010,ITI2,2,1642.0
2012,NUTS,2010,ITI2,2,1619.0
2013,NUTS,2010,ITI2,2,1615.0
2014,NUTS,2010,ITI2,2,1627.0
2015,NUTS,2010,ITI2,2,1785.0
2016,NUTS,2010,ITI2,2,1634.0
2017,NUTS,2010,ITI2,2,1556.0
2018,NUTS,2010,ITI2,2,1636.0
2019,NUTS,2010,ITI2,2,1605.0
2011,NUTS,2010,ITI3,2,1812.0
2012,NUTS,2010,ITI3,2,1851.0
2013,NUTS,2010,ITI3,2,1908.0
2014,NUTS,2010,ITI3,2,1820.0
2015,NUTS,2010,ITI3,2,1958.0
2016,NUTS,2010,ITI3,2,2056.0
2017,NUTS,2010,ITI3,2,2238.0
2018,NUTS,2010,ITI3,2,1971.0
2019,NUTS,2010,ITI3,2,2096.0
2011,NUTS,2010,ITI4,2,8009.0
2012,NUTS,2010,ITI4,2,8264.0
2013,NUTS,2010,ITI4,2,9002.0
2014,NUTS,2010,ITI4,2,8742.0
2015,NUTS,2010,ITI4,2,9103.0
2016,NUTS,2010,ITI4,2,9462.0
2017,NUTS,2010,ITI4,2,9032.0
2018,NUTS,2010,ITI4,2,8816.0
2019,NUTS,2010,ITI4,2,9581.0
2011,NUTS,2010,JP,0,192265.0
2012,NUTS,2010,JP,0,195043.0
2013,NUTS,2010,JP,0,207766.0
2014,NUTS,2010,JP,0,209101.0
2015,NUTS,2010,JP,0,208579.0
2016,NUTS,2010,JP,0,210683.0
2017,NUTS,2010,JP,0,212212.0
2018,NUTS,2010,JP,0,210100.0
2019,NUTS,2010,JP,0,211602.0
2011,NUTS,2010,KR,0,73468.0
2012,NUTS,2010,KR,0,77099.0
2013,NUTS,2010,KR,0,73196.0
2014,NUTS,2010,KR,0,74861.0
2015,NUTS,2010,KR,0,72745.0
2016,NUTS,2010,KR,0,72482.0
2017,NUTS,2010,KR,0,70037.0
2018,NUTS,2010,KR,0,71333.0
2019,NUTS,2010,KR,0,71727.0
2011,NUTS,2010,LT,0,6859.0
2012,NUTS,2010,LT,0,6514.0
2013,NUTS,2010,LT,0,6452.0
2014,NUTS,2010,LT,0,6260.0
2015,NUTS,2010,LT,0,5737.0
2016,NUTS,2010,LT,0,5895.0
2017,NUTS,2010,LT,0,5387.0
2018,NUTS,2010,LT,0,5319.0
2019,NUTS,2010,LT,0,5876.0
2020,NUTS,2010,LT,0,6606.0
2015,NUTS,2010,LT01,2,2902.0
2016,NUTS,2010,LT01,2,2793.0
2017,NUTS,2010,LT01,2,2715.0
2018,NUTS,2010,LT01,2,2612.0
2019,NUTS,2010,LT01,2,2615.0
2015,NUTS,2010,LT02,2,2835.0
2016,NUTS,2010,LT02,2,3102.0
2017,NUTS,2010,LT02,2,2672.0
2018,NUTS,2010,LT02,2,2707.0
2019,NUTS,2010,LT02,2,3261.0
2011,NUTS,2010,LU,0,631.0
2012,NUTS,2010,LU,0,723.0
2013,NUTS,2010,LU,0,866.0
2014,NUTS,2010,LU,0,989.0
2015,NUTS,2010,LU,0,1057.0
2016,NUTS,2010,LU,0,1097.0
2017,NUTS,2010,LU,0,1164.0
2018,NUTS,2010,LU,0,1210.0
2019,NUTS,2010,LU,0,1343.0
2020,NUTS,2010,LU,0,1335.0
2011,NUTS,2010,LV,0,3393.0
2012,NUTS,2010,LV,0,3538.0
2013,NUTS,2010,LV,0,3237.0
2014,NUTS,2010,LV,0,3177.0
2015,NUTS,2010,LV,0,3241.0
2016,NUTS,2010,LV,0,3147.0
2017,NUTS,2010,LV,0,3448.0
2018,NUTS,2010,LV,0,3553.0
2019,NUTS,2010,LV,0,3721.0
2020,NUTS,2010,LV,0,4063.0
2011,NUTS,2010,ME,0,237.0
2013,NUTS,2010,ME,0,253.0
2014,NUTS,2010,ME,0,272.0
2015,NUTS,2010,ME,0,399.0
2016,NUTS,2010,ME,0,374.0
2017,NUTS,2010,ME,0,363.0
2018,NUTS,2010,ME,0,371.0
2019,NUTS,2010,ME,0,285.0
2011,NUTS,2010,MK,0,605.0
2012,NUTS,2010,MK,0,878.0
2013,NUTS,2010,MK,0,972.0
2014,NUTS,2010,MK,0,1273.0
2015,NUTS,2010,MK,0,1413.0
2016,NUTS,2010,MK,0,1344.0
2017,NUTS,2010,MK,0,1129.0
2018,NUTS,2010,MK,0,1225.0
2019,NUTS,2010,MK,0,1136.0
2020,NUTS,2010,MK,0,1173.0
2011,NUTS,2010,MT,0,319.0
2012,NUTS,2010,MT,0,358.0
2013,NUTS,2010,MT,0,419.0
2014,NUTS,2010,MT,0,456.0
2015,NUTS,2010,MT,0,462.0
2016,NUTS,2010,MT,0,452.0
2017,NUTS,2010,MT,0,483.0
2018,NUTS,2010,MT,0,510.0
2019,NUTS,2010,MT,0,568.0
2020,NUTS,2010,MT,0,596.0
2011,NUTS,2010,NL,0,32197.0
