year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_kp05_pnp
2019,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
1981,NUTS,2010,FR,0,186.665
1982,NUTS,2010,FR,0,175.469
1983,NUTS,2010,FR,0,177.932
1984,NUTS,2010,FR,0,199.002
1985,NUTS,2010,FR,0,205.574
1986,NUTS,2010,FR,0,200.649
1987,NUTS,2010,FR,0,199.945
1988,NUTS,2010,FR,0,204.241
1989,NUTS,2010,FR,0,218.831
1990,NUTS,2010,FR,0,220.753
1991,NUTS,2010,FR,0,212.542
1992,NUTS,2010,FR,0,366.558
1993,NUTS,2010,FR,0,376.345
1994,NUTS,2010,FR,0,376.554
1995,NUTS,2010,FR,0,372.569
1996,NUTS,2010,FR,0,381.487
1997,NUTS,2010,FR,0,387.848
1998,NUTS,2010,FR,0,421.657
1999,NUTS,2010,FR,0,446.94
2000,NUTS,2010,FR,0,431.307
2001,NUTS,2010,FR,0,438.693
2002,NUTS,2010,FR,0,441.156
2003,NUTS,2010,FR,0,428.935
2004,NUTS,2010,FR,0,417.54
2005,NUTS,2010,FR,0,416.773
2006,NUTS,2010,FR,0,403.484
2007,NUTS,2010,FR,0,393.03
2008,NUTS,2010,FR,0,427.169
2009,NUTS,2010,FR,0,426.515
2010,NUTS,2010,FR,0,445.901
2011,NUTS,2010,FR,0,459.074
2012,NUTS,2010,FR,0,539.511
2013,NUTS,2010,FR,0,558.774
2014,NUTS,2010,FR,0,588.035
2015,NUTS,2010,FR,0,604.235
2016,NUTS,2010,FR,0,638.662
2017,NUTS,2010,FR,0,621.668
2018,NUTS,2010,FR,0,630.732
2019,NUTS,2010,FR,0,669.442
2020,NUTS,2010,FR,0,700.372
1992,NUTS,2010,FR1,1,105.803
1993,NUTS,2010,FR1,1,124.17
1994,NUTS,2010,FR1,1,134.95
1995,NUTS,2010,FR1,1,131.087
1996,NUTS,2010,FR1,1,123.055
1997,NUTS,2010,FR1,1,124.07
1998,NUTS,2010,FR1,1,131.752
1999,NUTS,2010,FR1,1,134.614
2000,NUTS,2010,FR1,1,142.392
2001,NUTS,2010,FR1,1,148.066
2002,NUTS,2010,FR1,1,149.387
2003,NUTS,2010,FR1,1,159.237
2004,NUTS,2010,FR1,1,164.573
2006,NUTS,2010,FR1,1,171.431
2007,NUTS,2010,FR1,1,177.365
2008,NUTS,2010,FR1,1,203.569
2009,NUTS,2010,FR1,1,194.489
2010,NUTS,2010,FR1,1,220.5
2011,NUTS,2010,FR1,1,219.998
2012,NUTS,2010,FR1,1,230.781
2013,NUTS,2010,FR1,1,228.599
1992,NUTS,2010,FR10,2,105.803
1993,NUTS,2010,FR10,2,124.17
1994,NUTS,2010,FR10,2,134.95
1995,NUTS,2010,FR10,2,131.087
1996,NUTS,2010,FR10,2,123.055
1997,NUTS,2010,FR10,2,124.07
1998,NUTS,2010,FR10,2,131.752
1999,NUTS,2010,FR10,2,134.614
2000,NUTS,2010,FR10,2,142.392
2001,NUTS,2010,FR10,2,148.066
2002,NUTS,2010,FR10,2,149.387
2003,NUTS,2010,FR10,2,159.237
2004,NUTS,2010,FR10,2,164.573
2006,NUTS,2010,FR10,2,171.431
2007,NUTS,2010,FR10,2,177.365
2008,NUTS,2010,FR10,2,203.569
2009,NUTS,2010,FR10,2,194.489
2010,NUTS,2010,FR10,2,220.5
2011,NUTS,2010,FR10,2,219.998
2012,NUTS,2010,FR10,2,230.781
2013,NUTS,2010,FR10,2,228.599
2012,NUTS,2010,FR2,1,0.0
2013,NUTS,2010,FR2,1,0.0
2012,NUTS,2010,FR3,1,0.0
2013,NUTS,2010,FR3,1,0.0
2012,NUTS,2010,FR4,1,0.0
2013,NUTS,2010,FR4,1,0.0
2012,NUTS,2010,FR5,1,0.0
2013,NUTS,2010,FR5,1,0.0
2012,NUTS,2010,FR6,1,0.0
2013,NUTS,2010,FR6,1,0.0
2002,NUTS,2010,FR7,1,1.263
2003,NUTS,2010,FR7,1,1.388
2006,NUTS,2010,FR7,1,0.875
2007,NUTS,2010,FR7,1,1.109
2008,NUTS,2010,FR7,1,1.083
2012,NUTS,2010,FR7,1,0.0
2013,NUTS,2010,FR7,1,0.0
2002,NUTS,2010,FR71,2,1.263
2003,NUTS,2010,FR71,2,1.388
2004,NUTS,2010,FR71,2,1.366
2006,NUTS,2010,FR71,2,0.875
2007,NUTS,2010,FR71,2,1.109
2008,NUTS,2010,FR71,2,1.083
2002,NUTS,2010,FR8,1,0.094
2003,NUTS,2010,FR8,1,0.111
2007,NUTS,2010,FR8,1,0.171
2008,NUTS,2010,FR8,1,0.167
2012,NUTS,2010,FR8,1,0.0
2013,NUTS,2010,FR8,1,0.0
2002,NUTS,2010,FR82,2,0.094
2003,NUTS,2010,FR82,2,0.111
2004,NUTS,2010,FR82,2,0.182
2007,NUTS,2010,FR82,2,0.171
2008,NUTS,2010,FR82,2,0.167
1992,NUTS,2010,FRZ,1,260.679
1993,NUTS,2010,FRZ,1,252.18
1994,NUTS,2010,FRZ,1,241.602
1995,NUTS,2010,FRZ,1,241.43
1996,NUTS,2010,FRZ,1,258.438
1997,NUTS,2010,FRZ,1,263.83
1998,NUTS,2010,FRZ,1,289.864
1999,NUTS,2010,FRZ,1,312.303
2000,NUTS,2010,FRZ,1,288.916
2001,NUTS,2010,FRZ,1,290.628
2002,NUTS,2010,FRZ,1,290.378
2003,NUTS,2010,FRZ,1,268.417
2004,NUTS,2010,FRZ,1,251.419
2006,NUTS,2010,FRZ,1,230.907
2007,NUTS,2010,FRZ,1,214.387
2008,NUTS,2010,FRZ,1,222.351
2009,NUTS,2010,FRZ,1,232.027
2010,NUTS,2010,FRZ,1,225.401
2011,NUTS,2010,FRZ,1,239.076
2012,NUTS,2010,FRZ,1,308.783
2013,NUTS,2010,FRZ,1,330.171
1992,NUTS,2010,FRZZ,2,260.679
1993,NUTS,2010,FRZZ,2,252.18
1994,NUTS,2010,FRZZ,2,241.602
1995,NUTS,2010,FRZZ,2,241.43
1996,NUTS,2010,FRZZ,2,258.438
1997,NUTS,2010,FRZZ,2,263.83
1998,NUTS,2010,FRZZ,2,289.864
1999,NUTS,2010,FRZZ,2,312.303
2000,NUTS,2010,FRZZ,2,288.916
2001,NUTS,2010,FRZZ,2,290.628
2002,NUTS,2010,FRZZ,2,290.378
2003,NUTS,2010,FRZZ,2,268.417
2004,NUTS,2010,FRZZ,2,251.419
2006,NUTS,2010,FRZZ,2,230.907
2007,NUTS,2010,FRZZ,2,214.387
2008,NUTS,2010,FRZZ,2,222.351
2009,NUTS,2010,FRZZ,2,232.027
2010,NUTS,2010,FRZZ,2,225.401
2011,NUTS,2010,FRZZ,2,239.076
2012,NUTS,2010,FRZZ,2,308.783
2013,NUTS,2010,FRZZ,2,330.171
2005,NUTS,2010,HR,0,0.6
2006,NUTS,2010,HR,0,0.597
2007,NUTS,2010,HR,0,0.591
2008,NUTS,2010,HR,0,0.648
2009,NUTS,2010,HR,0,0.563
2010,NUTS,2010,HR,0,0.615
2011,NUTS,2010,HR,0,0.624
2005,NUTS,2010,HR0,1,0.6
2006,NUTS,2010,HR0,1,0.578
2007,NUTS,2010,HR0,1,0.591
2008,NUTS,2010,HR0,1,0.648
2009,NUTS,2010,HR0,1,0.563
2010,NUTS,2010,HR0,1,0.615
2011,NUTS,2010,HR0,1,0.624
2008,NUTS,2010,HR02,2,0.0
2009,NUTS,2010,HR02,2,0.0
2010,NUTS,2010,HR02,2,0.0
2008,NUTS,2010,HR03,2,0.648
2009,NUTS,2010,HR03,2,0.563
2010,NUTS,2010,HR03,2,0.615
2011,NUTS,2010,HR03,2,0.624
2008,NUTS,2010,HR04,2,0.0
2009,NUTS,2010,HR04,2,0.0
2010,NUTS,2010,HR04,2,0.0
2011,NUTS,2010,HR04,2,0.0
2012,NUTS,2010,HR04,2,0.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1995,NUTS,2010,IE,0,6.289
1996,NUTS,2010,IE,0,7.685
1997,NUTS,2010,IE,0,7.394
1995,NUTS,2010,IE0,1,6.289
1996,NUTS,2010,IE0,1,7.685
1997,NUTS,2010,IE0,1,7.394
1995,NUTS,2010,IS,0,2.737
1997,NUTS,2010,IS,0,1.488
1998,NUTS,2010,IS,0,1.528
1999,NUTS,2010,IS,0,3.542
2000,NUTS,2010,IS,0,3.576
2001,NUTS,2010,IS,0,4.956
2002,NUTS,2010,IS,0,4.798
2003,NUTS,2010,IS,0,4.584
2005,NUTS,2010,IS,0,7.275
2006,NUTS,2010,IS,0,7.44
2007,NUTS,2010,IS,0,6.545
2008,NUTS,2010,IS,0,6.508
2009,NUTS,2010,IS,0,6.3
2011,NUTS,2010,IS,0,6.459
2013,NUTS,2010,IS,0,0.0
2014,NUTS,2010,IS,0,0.0
2015,NUTS,2010,IS,0,0.0
2016,NUTS,2010,IS,0,0.0
2017,NUTS,2010,IS,0,0.0
2018,NUTS,2010,IS,0,0.0
1995,NUTS,2010,IS0,1,2.737
1997,NUTS,2010,IS0,1,1.488
1998,NUTS,2010,IS0,1,1.528
1999,NUTS,2010,IS0,1,3.542
2000,NUTS,2010,IS0,1,3.576
2001,NUTS,2010,IS0,1,4.956
2002,NUTS,2010,IS0,1,4.798
2003,NUTS,2010,IS0,1,4.584
2005,NUTS,2010,IS0,1,7.275
2006,NUTS,2010,IS0,1,7.44
2007,NUTS,2010,IS0,1,6.545
2008,NUTS,2010,IS0,1,6.508
2009,NUTS,2010,IS0,1,6.3
2011,NUTS,2010,IS0,1,6.459
2013,NUTS,2010,IS0,1,0.0
2014,NUTS,2010,IS0,1,0.0
2015,NUTS,2010,IS0,1,0.0
2016,NUTS,2010,IS0,1,0.0
2017,NUTS,2010,IS0,1,0.0
2018,NUTS,2010,IS0,1,0.0
1995,NUTS,2010,IS00,2,2.737
1997,NUTS,2010,IS00,2,1.488
1998,NUTS,2010,IS00,2,1.528
1999,NUTS,2010,IS00,2,3.542
2000,NUTS,2010,IS00,2,3.576
2001,NUTS,2010,IS00,2,4.956
2002,NUTS,2010,IS00,2,4.798
2003,NUTS,2010,IS00,2,4.584
2005,NUTS,2010,IS00,2,7.275
2006,NUTS,2010,IS00,2,7.44
2007,NUTS,2010,IS00,2,6.545
2008,NUTS,2010,IS00,2,6.508
2009,NUTS,2010,IS00,2,6.3
2011,NUTS,2010,IS00,2,6.459
2013,NUTS,2010,IS00,2,0.0
2014,NUTS,2010,IS00,2,0.0
2015,NUTS,2010,IS00,2,0.0
2016,NUTS,2010,IS00,2,0.0
2017,NUTS,2010,IS00,2,0.0
2018,NUTS,2010,IS00,2,0.0
2002,NUTS,2010,IT,0,192.414
2003,NUTS,2010,IT,0,208.605
2004,NUTS,2010,IT,0,227.602
2005,NUTS,2010,IT,0,316.097
2006,NUTS,2010,IT,0,590.91
2007,NUTS,2010,IT,0,583.018
2008,NUTS,2010,IT,0,550.499
2009,NUTS,2010,IT,0,557.405
2010,NUTS,2010,IT,0,621.739
2011,NUTS,2010,IT,0,570.485
2012,NUTS,2010,IT,0,514.817
2013,NUTS,2010,IT,0,525.743
2014,NUTS,2010,IT,0,549.812
2015,NUTS,2010,IT,0,581.86
2016,NUTS,2010,IT,0,468.125
2017,NUTS,2010,IT,0,328.376
2018,NUTS,2010,IT,0,318.084
2019,NUTS,2010,IT,0,369.328
2020,NUTS,2010,IT,0,404.401
2003,NUTS,2010,ITC,1,144.419
2004,NUTS,2010,ITC,1,147.502
2005,NUTS,2010,ITC,1,185.77
2007,NUTS,2010,ITC,1,400.208
2008,NUTS,2010,ITC,1,367.417
2009,NUTS,2010,ITC,1,391.668
2010,NUTS,2010,ITC,1,420.413
2011,NUTS,2010,ITC,1,406.53
2012,NUTS,2010,ITC,1,345.303
2013,NUTS,2010,ITC,1,331.576
2014,NUTS,2010,ITC,1,328.606
2015,NUTS,2010,ITC,1,349.412
2016,NUTS,2010,ITC,1,281.201
2017,NUTS,2010,ITC,1,140.803
2018,NUTS,2010,ITC,1,139.48
2019,NUTS,2010,ITC,1,163.017
2003,NUTS,2010,ITC1,2,16.047
2004,NUTS,2010,ITC1,2,16.606
2005,NUTS,2010,ITC1,2,26.812
2007,NUTS,2010,ITC1,2,63.682
2008,NUTS,2010,ITC1,2,57.99
2009,NUTS,2010,ITC1,2,58.878
2010,NUTS,2010,ITC1,2,60.109
2011,NUTS,2010,ITC1,2,58.555
2012,NUTS,2010,ITC1,2,60.208
2013,NUTS,2010,ITC1,2,64.303
2014,NUTS,2010,ITC1,2,65.576
2015,NUTS,2010,ITC1,2,73.751
2016,NUTS,2010,ITC1,2,64.644
2017,NUTS,2010,ITC1,2,41.879
2018,NUTS,2010,ITC1,2,40.183
2019,NUTS,2010,ITC1,2,44.875
2003,NUTS,2010,ITC2,2,1.003
2004,NUTS,2010,ITC2,2,1.954
2005,NUTS,2010,ITC2,2,1.915
2007,NUTS,2010,ITC2,2,3.294
2008,NUTS,2010,ITC2,2,2.77
2009,NUTS,2010,ITC2,2,1.845
2010,NUTS,2010,ITC2,2,2.1
2011,NUTS,2010,ITC2,2,1.894
2012,NUTS,2010,ITC2,2,2.459
2013,NUTS,2010,ITC2,2,2.515
2014,NUTS,2010,ITC2,2,2.419
2015,NUTS,2010,ITC2,2,1.893
2016,NUTS,2010,ITC2,2,1.805
2017,NUTS,2010,ITC2,2,1.92
2018,NUTS,2010,ITC2,2,1.964
2019,NUTS,2010,ITC2,2,2.435
2003,NUTS,2010,ITC3,2,3.009
2004,NUTS,2010,ITC3,2,1.954
2005,NUTS,2010,ITC3,2,2.873
2007,NUTS,2010,ITC3,2,8.143
2008,NUTS,2010,ITC3,2,10.008
2009,NUTS,2010,ITC3,2,7.645
2010,NUTS,2010,ITC3,2,9.624
2011,NUTS,2010,ITC3,2,13.519
2012,NUTS,2010,ITC3,2,11.533
2013,NUTS,2010,ITC3,2,7.378
2014,NUTS,2010,ITC3,2,7.472
2015,NUTS,2010,ITC3,2,7.737
2016,NUTS,2010,ITC3,2,7.001
2017,NUTS,2010,ITC3,2,5.276
2018,NUTS,2010,ITC3,2,6.301
2019,NUTS,2010,ITC3,2,9.828
2003,NUTS,2010,ITC4,2,124.361
2004,NUTS,2010,ITC4,2,127.965
2005,NUTS,2010,ITC4,2,154.17
2007,NUTS,2010,ITC4,2,325.089
2008,NUTS,2010,ITC4,2,296.65
2009,NUTS,2010,ITC4,2,323.3
2010,NUTS,2010,ITC4,2,348.58
2011,NUTS,2010,ITC4,2,332.56
2012,NUTS,2010,ITC4,2,271.103
2013,NUTS,2010,ITC4,2,257.38
2014,NUTS,2010,ITC4,2,253.139
2015,NUTS,2010,ITC4,2,266.113
2016,NUTS,2010,ITC4,2,207.751
2017,NUTS,2010,ITC4,2,91.728
2018,NUTS,2010,ITC4,2,91.033
2019,NUTS,2010,ITC4,2,105.879
2003,NUTS,2010,ITF,1,15.044
2004,NUTS,2010,ITF,1,19.537
2005,NUTS,2010,ITF,1,31.6
2007,NUTS,2010,ITF,1,68.714
2008,NUTS,2010,ITF,1,66.21
2009,NUTS,2010,ITF,1,64.326
2010,NUTS,2010,ITF,1,80.583
2011,NUTS,2010,ITF,1,60.708
2012,NUTS,2010,ITF,1,54.95
2013,NUTS,2010,ITF,1,58.015
2014,NUTS,2010,ITF,1,57.741
2017,NUTS,2010,ITF,1,27.841
2018,NUTS,2010,ITF,1,28.48
2019,NUTS,2010,ITF,1,34.949
2003,NUTS,2010,ITF1,2,1.003
2004,NUTS,2010,ITF1,2,0.977
2005,NUTS,2010,ITF1,2,0.958
2007,NUTS,2010,ITF1,2,0.824
2008,NUTS,2010,ITF1,2,0.804
2009,NUTS,2010,ITF1,2,0.264
2010,NUTS,2010,ITF1,2,0.175
2011,NUTS,2010,ITF1,2,1.033
2012,NUTS,2010,ITF1,2,0.848
2013,NUTS,2010,ITF1,2,3.186
2014,NUTS,2010,ITF1,2,2.356
2015,NUTS,2010,ITF1,2,1.399
2016,NUTS,2010,ITF1,2,1.244
2017,NUTS,2010,ITF1,2,0.862
2018,NUTS,2010,ITF1,2,0.752
2019,NUTS,2010,ITF1,2,0.757
2003,NUTS,2010,ITF2,2,1.003
2004,NUTS,2010,ITF2,2,0.0
2005,NUTS,2010,ITF2,2,3.83
2007,NUTS,2010,ITF2,2,0.092
2008,NUTS,2010,ITF2,2,0.089
2009,NUTS,2010,ITF2,2,0.176
2017,NUTS,2010,ITF2,2,0.049
2018,NUTS,2010,ITF2,2,0.098
2019,NUTS,2010,ITF2,2,0.038
2003,NUTS,2010,ITF3,2,9.026
2004,NUTS,2010,ITF3,2,10.745
2005,NUTS,2010,ITF3,2,13.406
2007,NUTS,2010,ITF3,2,34.22
2008,NUTS,2010,ITF3,2,34.401
2009,NUTS,2010,ITF3,2,34.184
2010,NUTS,2010,ITF3,2,51.447
2011,NUTS,2010,ITF3,2,33.067
2012,NUTS,2010,ITF3,2,30.358
2013,NUTS,2010,ITF3,2,34.709
2014,NUTS,2010,ITF3,2,34.557
2015,NUTS,2010,ITF3,2,35.147
2016,NUTS,2010,ITF3,2,26.314
2017,NUTS,2010,ITF3,2,15.986
2018,NUTS,2010,ITF3,2,17.671
2019,NUTS,2010,ITF3,2,16.752
2003,NUTS,2010,ITF4,2,4.012
2004,NUTS,2010,ITF4,2,7.815
2005,NUTS,2010,ITF4,2,13.406
2007,NUTS,2010,ITF4,2,33.488
2008,NUTS,2010,ITF4,2,30.827
2009,NUTS,2010,ITF4,2,29.615
2010,NUTS,2010,ITF4,2,28.873
2011,NUTS,2010,ITF4,2,26.522
2012,NUTS,2010,ITF4,2,23.32
2013,NUTS,2010,ITF4,2,19.199
2014,NUTS,2010,ITF4,2,19.484
2015,NUTS,2010,ITF4,2,23.623
2016,NUTS,2010,ITF4,2,18.64
2017,NUTS,2010,ITF4,2,10.028
2018,NUTS,2010,ITF4,2,9.272
2019,NUTS,2010,ITF4,2,16.26
2003,NUTS,2010,ITF5,2,0.0
2004,NUTS,2010,ITF5,2,0.0
2005,NUTS,2010,ITF5,2,0.0
2007,NUTS,2010,ITF5,2,0.0
2008,NUTS,2010,ITF5,2,0.0
2009,NUTS,2010,ITF5,2,0.0
2012,NUTS,2010,ITF5,2,0.254
2013,NUTS,2010,ITF5,2,0.838
2015,NUTS,2010,ITF5,2,3.457
2017,NUTS,2010,ITF5,2,0.608
2018,NUTS,2010,ITF5,2,0.201
2019,NUTS,2010,ITF5,2,0.552
2003,NUTS,2010,ITF6,2,0.0
2004,NUTS,2010,ITF6,2,0.0
2005,NUTS,2010,ITF6,2,0.0
2007,NUTS,2010,ITF6,2,0.092
2008,NUTS,2010,ITF6,2,0.089
2009,NUTS,2010,ITF6,2,0.088
2010,NUTS,2010,ITF6,2,0.088
2011,NUTS,2010,ITF6,2,0.086
2015,NUTS,2010,ITF6,2,0.165
2016,NUTS,2010,ITF6,2,0.341
2017,NUTS,2010,ITF6,2,0.309
2018,NUTS,2010,ITF6,2,0.485
2019,NUTS,2010,ITF6,2,0.591
2003,NUTS,2010,ITG,1,1.003
2004,NUTS,2010,ITG,1,4.884
2005,NUTS,2010,ITG,1,6.703
2007,NUTS,2010,ITG,1,6.313
2008,NUTS,2010,ITG,1,6.701
2009,NUTS,2010,ITG,1,5.624
2010,NUTS,2010,ITG,1,9.974
2011,NUTS,2010,ITG,1,5.511
2012,NUTS,2010,ITG,1,7.802
2013,NUTS,2010,ITG,1,11.905
2014,NUTS,2010,ITG,1,17.644
2015,NUTS,2010,ITG,1,19.014
2016,NUTS,2010,ITG,1,11.35
2017,NUTS,2010,ITG,1,7.895
2018,NUTS,2010,ITG,1,7.445
2019,NUTS,2010,ITG,1,11.393
2003,NUTS,2010,ITG1,2,1.003
2004,NUTS,2010,ITG1,2,4.884
2005,NUTS,2010,ITG1,2,6.703
2007,NUTS,2010,ITG1,2,5.947
2008,NUTS,2010,ITG1,2,6.344
2009,NUTS,2010,ITG1,2,5.273
2010,NUTS,2010,ITG1,2,9.624
2011,NUTS,2010,ITG1,2,5.253
2012,NUTS,2010,ITG1,2,7.378
2013,NUTS,2010,ITG1,2,11.402
2014,NUTS,2010,ITG1,2,17.173
2015,NUTS,2010,ITG1,2,18.191
2016,NUTS,2010,ITG1,2,10.493
2017,NUTS,2010,ITG1,2,7.019
2018,NUTS,2010,ITG1,2,6.49
2019,NUTS,2010,ITG1,2,10.341
2003,NUTS,2010,ITG2,2,0.0
2004,NUTS,2010,ITG2,2,0.0
2005,NUTS,2010,ITG2,2,0.0
2007,NUTS,2010,ITG2,2,0.366
2008,NUTS,2010,ITG2,2,0.357
2009,NUTS,2010,ITG2,2,0.352
2010,NUTS,2010,ITG2,2,0.35
2011,NUTS,2010,ITG2,2,0.258
2012,NUTS,2010,ITG2,2,0.424
2013,NUTS,2010,ITG2,2,0.503
2014,NUTS,2010,ITG2,2,0.471
2015,NUTS,2010,ITG2,2,0.823
2016,NUTS,2010,ITG2,2,0.857
2017,NUTS,2010,ITG2,2,0.876
2018,NUTS,2010,ITG2,2,0.955
2019,NUTS,2010,ITG2,2,1.052
2003,NUTS,2010,ITH,1,21.061
2004,NUTS,2010,ITH,1,23.444
2005,NUTS,2010,ITH,1,34.473
2007,NUTS,2010,ITH,1,47.578
2008,NUTS,2010,ITH,1,43.872
2009,NUTS,2010,ITH,1,41.302
2010,NUTS,2010,ITH,1,33.686
2011,NUTS,2010,ITH,1,31.258
2012,NUTS,2010,ITH,1,30.443
2013,NUTS,2010,ITH,1,40.661
2014,NUTS,2010,ITH,1,67.515
2015,NUTS,2010,ITH,1,65.355
2016,NUTS,2010,ITH,1,52.648
2017,NUTS,2010,ITH,1,62.992
2018,NUTS,2010,ITH,1,50.236
2019,NUTS,2010,ITH,1,61.271
2003,NUTS,2010,ITH1,2,6.018
2004,NUTS,2010,ITH1,2,5.861
2005,NUTS,2010,ITH1,2,6.703
2007,NUTS,2010,ITH1,2,14.823
2008,NUTS,2010,ITH1,2,8.846
2009,NUTS,2010,ITH1,2,9.051
2010,NUTS,2010,ITH1,2,0.0
2011,NUTS,2010,ITH1,2,0.344
2012,NUTS,2010,ITH1,2,0.254
2013,NUTS,2010,ITH1,2,3.186
2014,NUTS,2010,ITH1,2,28.655
2015,NUTS,2010,ITH1,2,27.327
2016,NUTS,2010,ITH1,2,18.091
2017,NUTS,2010,ITH1,2,30.108
2018,NUTS,2010,ITH1,2,22.155
2019,NUTS,2010,ITH1,2,25.053
2003,NUTS,2010,ITH2,2,1.003
2004,NUTS,2010,ITH2,2,2.931
2005,NUTS,2010,ITH2,2,4.788
2007,NUTS,2010,ITH2,2,4.392
2008,NUTS,2010,ITH2,2,6.523
2009,NUTS,2010,ITH2,2,7.909
2010,NUTS,2010,ITH2,2,7.087
2011,NUTS,2010,ITH2,2,6.114
2012,NUTS,2010,ITH2,2,7.208
2013,NUTS,2010,ITH2,2,7.126
2014,NUTS,2010,ITH2,2,6.085
2015,NUTS,2010,ITH2,2,6.091
2016,NUTS,2010,ITH2,2,5.716
2017,NUTS,2010,ITH2,2,2.176
2018,NUTS,2010,ITH2,2,2.242
2019,NUTS,2010,ITH2,2,2.12
2003,NUTS,2010,ITH3,2,6.018
2004,NUTS,2010,ITH3,2,4.884
2005,NUTS,2010,ITH3,2,11.491
2007,NUTS,2010,ITH3,2,13.633
2008,NUTS,2010,ITH3,2,15.994
2009,NUTS,2010,ITH3,2,16.697
2010,NUTS,2010,ITH3,2,17.587
2011,NUTS,2010,ITH3,2,16.275
2012,NUTS,2010,ITH3,2,12.211
2013,NUTS,2010,ITH3,2,12.492
2014,NUTS,2010,ITH3,2,12.493
2015,NUTS,2010,ITH3,2,15.31
2016,NUTS,2010,ITH3,2,12.774
2017,NUTS,2010,ITH3,2,12.908
2018,NUTS,2010,ITH3,2,11.547
2019,NUTS,2010,ITH3,2,18.695
2003,NUTS,2010,ITH4,2,1.003
2004,NUTS,2010,ITH4,2,1.954
2005,NUTS,2010,ITH4,2,1.915
2007,NUTS,2010,ITH4,2,7.503
2008,NUTS,2010,ITH4,2,5.004
2009,NUTS,2010,ITH4,2,3.427
2010,NUTS,2010,ITH4,2,4.2
2011,NUTS,2010,ITH4,2,3.961
2012,NUTS,2010,ITH4,2,5.427
2013,NUTS,2010,ITH4,2,6.456
2014,NUTS,2010,ITH4,2,6.336
2015,NUTS,2010,ITH4,2,6.338
2016,NUTS,2010,ITH4,2,4.891
2017,NUTS,2010,ITH4,2,5.159
2018,NUTS,2010,ITH4,2,4.431
2019,NUTS,2010,ITH4,2,6.132
2003,NUTS,2010,ITH5,2,7.02
2004,NUTS,2010,ITH5,2,7.815
2005,NUTS,2010,ITH5,2,9.576
2007,NUTS,2010,ITH5,2,7.228
2008,NUTS,2010,ITH5,2,7.506
2009,NUTS,2010,ITH5,2,4.218
2010,NUTS,2010,ITH5,2,4.812
2011,NUTS,2010,ITH5,2,4.564
2012,NUTS,2010,ITH5,2,5.342
2013,NUTS,2010,ITH5,2,11.402
2014,NUTS,2010,ITH5,2,13.946
2015,NUTS,2010,ITH5,2,10.371
2016,NUTS,2010,ITH5,2,11.176
2017,NUTS,2010,ITH5,2,12.641
2018,NUTS,2010,ITH5,2,9.862
2019,NUTS,2010,ITH5,2,9.271
2003,NUTS,2010,ITI,1,27.079
2004,NUTS,2010,ITI,1,31.259
2005,NUTS,2010,ITI,1,57.455
2007,NUTS,2010,ITI,1,60.205
2008,NUTS,2010,ITI,1,66.299
2009,NUTS,2010,ITI,1,54.484
2010,NUTS,2010,ITI,1,77.083
2011,NUTS,2010,ITI,1,66.478
2012,NUTS,2010,ITI,1,76.319
2013,NUTS,2010,ITI,1,83.586
2014,NUTS,2010,ITI,1,78.306
2017,NUTS,2010,ITI,1,88.845
2018,NUTS,2010,ITI,1,92.443
2019,NUTS,2010,ITI,1,98.699
2003,NUTS,2010,ITI1,2,4.012
2004,NUTS,2010,ITI1,2,3.907
2005,NUTS,2010,ITI1,2,7.661
2007,NUTS,2010,ITI1,2,9.241
2008,NUTS,2010,ITI1,2,9.025
2009,NUTS,2010,ITI1,2,8.788
2010,NUTS,2010,ITI1,2,16.887
2011,NUTS,2010,ITI1,2,8.094
2012,NUTS,2010,ITI1,2,17.214
2013,NUTS,2010,ITI1,2,19.199
2014,NUTS,2010,ITI1,2,12.828
2015,NUTS,2010,ITI1,2,21.154
2016,NUTS,2010,ITI1,2,19.887
2017,NUTS,2010,ITI1,2,19.939
2018,NUTS,2010,ITI1,2,19.952
2019,NUTS,2010,ITI1,2,23.663
2003,NUTS,2010,ITI2,2,1.003
2004,NUTS,2010,ITI2,2,0.977
2005,NUTS,2010,ITI2,2,0.0
2007,NUTS,2010,ITI2,2,0.458
2008,NUTS,2010,ITI2,2,0.357
2009,NUTS,2010,ITI2,2,0.088
2010,NUTS,2010,ITI2,2,0.088
2011,NUTS,2010,ITI2,2,0.086
2012,NUTS,2010,ITI2,2,0.085
2013,NUTS,2010,ITI2,2,0.084
2014,NUTS,2010,ITI2,2,0.086
2017,NUTS,2010,ITI2,2,0.064
2018,NUTS,2010,ITI2,2,0.495
2019,NUTS,2010,ITI2,2,0.293
2003,NUTS,2010,ITI3,2,1.003
2004,NUTS,2010,ITI3,2,0.977
2005,NUTS,2010,ITI3,2,0.958
2007,NUTS,2010,ITI3,2,0.183
2008,NUTS,2010,ITI3,2,0.268
2009,NUTS,2010,ITI3,2,0.264
2010,NUTS,2010,ITI3,2,0.263
2011,NUTS,2010,ITI3,2,0.172
2012,NUTS,2010,ITI3,2,0.254
2013,NUTS,2010,ITI3,2,0.252
