year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_rse_f_fte
2019,NUTS,2010,PL21,2,1807.0
2011,NUTS,2010,PL22,2,125.0
2012,NUTS,2010,PL22,2,151.0
2013,NUTS,2010,PL22,2,209.0
2014,NUTS,2010,PL22,2,261.0
2015,NUTS,2010,PL22,2,373.0
2016,NUTS,2010,PL22,2,632.0
2017,NUTS,2010,PL22,2,773.0
2018,NUTS,2010,PL22,2,839.0
2019,NUTS,2010,PL22,2,811.0
2011,NUTS,2010,PL3,1,458.0
2012,NUTS,2010,PL3,1,482.0
2013,NUTS,2010,PL3,1,585.0
2014,NUTS,2010,PL3,1,622.0
2015,NUTS,2010,PL3,1,711.0
2011,NUTS,2010,PL31,2,40.0
2012,NUTS,2010,PL31,2,47.0
2013,NUTS,2010,PL31,2,89.0
2014,NUTS,2010,PL31,2,75.0
2015,NUTS,2010,PL31,2,143.0
2011,NUTS,2010,PL32,2,377.0
2012,NUTS,2010,PL32,2,372.0
2013,NUTS,2010,PL32,2,445.0
2014,NUTS,2010,PL32,2,479.0
2015,NUTS,2010,PL32,2,485.0
2011,NUTS,2010,PL33,2,35.0
2012,NUTS,2010,PL33,2,45.0
2014,NUTS,2010,PL33,2,42.0
2015,NUTS,2010,PL33,2,52.0
2011,NUTS,2010,PL34,2,6.0
2012,NUTS,2010,PL34,2,18.0
2014,NUTS,2010,PL34,2,26.0
2015,NUTS,2010,PL34,2,31.0
2011,NUTS,2010,PL4,1,154.0
2013,NUTS,2010,PL4,1,368.0
2014,NUTS,2010,PL4,1,327.0
2015,NUTS,2010,PL4,1,452.0
2016,NUTS,2010,PL4,1,647.0
2018,NUTS,2010,PL4,1,873.0
2019,NUTS,2010,PL4,1,914.0
2011,NUTS,2010,PL41,2,134.0
2013,NUTS,2010,PL41,2,334.0
2014,NUTS,2010,PL41,2,264.0
2015,NUTS,2010,PL41,2,362.0
2016,NUTS,2010,PL41,2,549.0
2018,NUTS,2010,PL41,2,656.0
2019,NUTS,2010,PL41,2,705.0
2011,NUTS,2010,PL42,2,8.0
2012,NUTS,2010,PL42,2,18.0
2013,NUTS,2010,PL42,2,18.0
2014,NUTS,2010,PL42,2,37.0
2015,NUTS,2010,PL42,2,41.0
2016,NUTS,2010,PL42,2,58.0
2017,NUTS,2010,PL42,2,116.0
2018,NUTS,2010,PL42,2,135.0
2019,NUTS,2010,PL42,2,110.0
2011,NUTS,2010,PL43,2,13.0
2013,NUTS,2010,PL43,2,16.0
2014,NUTS,2010,PL43,2,26.0
2015,NUTS,2010,PL43,2,50.0
2016,NUTS,2010,PL43,2,40.0
2018,NUTS,2010,PL43,2,82.0
2019,NUTS,2010,PL43,2,99.0
2011,NUTS,2010,PL5,1,204.0
2012,NUTS,2010,PL5,1,270.0
2013,NUTS,2010,PL5,1,337.0
2014,NUTS,2010,PL5,1,505.0
2015,NUTS,2010,PL5,1,646.0
2016,NUTS,2010,PL5,1,856.0
2018,NUTS,2010,PL5,1,1295.0
2019,NUTS,2010,PL5,1,1376.0
2012,NUTS,2010,PL51,2,245.0
2013,NUTS,2010,PL51,2,305.0
2014,NUTS,2010,PL51,2,468.0
2015,NUTS,2010,PL51,2,582.0
2016,NUTS,2010,PL51,2,698.0
2018,NUTS,2010,PL51,2,1118.0
2019,NUTS,2010,PL51,2,1224.0
2012,NUTS,2010,PL52,2,25.0
2013,NUTS,2010,PL52,2,32.0
2014,NUTS,2010,PL52,2,37.0
2015,NUTS,2010,PL52,2,64.0
2016,NUTS,2010,PL52,2,158.0
2018,NUTS,2010,PL52,2,177.0
2019,NUTS,2010,PL52,2,151.0
2011,NUTS,2010,PL6,1,305.0
2012,NUTS,2010,PL6,1,358.0
2013,NUTS,2010,PL6,1,415.0
2014,NUTS,2010,PL6,1,477.0
2015,NUTS,2010,PL6,1,528.0
2016,NUTS,2010,PL6,1,843.0
2018,NUTS,2010,PL6,1,1202.0
2019,NUTS,2010,PL6,1,1420.0
2012,NUTS,2010,PL61,2,58.0
2013,NUTS,2010,PL61,2,50.0
2014,NUTS,2010,PL61,2,66.0
2015,NUTS,2010,PL61,2,103.0
2016,NUTS,2010,PL61,2,137.0
2017,NUTS,2010,PL61,2,266.0
2018,NUTS,2010,PL61,2,218.0
2019,NUTS,2010,PL61,2,222.0
2012,NUTS,2010,PL62,2,7.0
2013,NUTS,2010,PL62,2,12.0
2014,NUTS,2010,PL62,2,20.0
2015,NUTS,2010,PL62,2,34.0
2016,NUTS,2010,PL62,2,79.0
2018,NUTS,2010,PL62,2,70.0
2019,NUTS,2010,PL62,2,111.0
2011,NUTS,2010,PL63,2,268.0
2012,NUTS,2010,PL63,2,294.0
2013,NUTS,2010,PL63,2,353.0
2014,NUTS,2010,PL63,2,392.0
2015,NUTS,2010,PL63,2,391.0
2016,NUTS,2010,PL63,2,627.0
2017,NUTS,2010,PL63,2,727.0
2018,NUTS,2010,PL63,2,915.0
2019,NUTS,2010,PL63,2,1086.0
2016,NUTS,2010,PL7,1,639.0
2017,NUTS,2010,PL7,1,739.0
2018,NUTS,2010,PL7,1,711.0
2019,NUTS,2010,PL7,1,741.0
2016,NUTS,2010,PL71,2,609.0
2017,NUTS,2010,PL71,2,685.0
2018,NUTS,2010,PL71,2,646.0
2019,NUTS,2010,PL71,2,667.0
2016,NUTS,2010,PL72,2,31.0
2017,NUTS,2010,PL72,2,55.0
2018,NUTS,2010,PL72,2,65.0
2019,NUTS,2010,PL72,2,74.0
2016,NUTS,2010,PL8,1,693.0
2018,NUTS,2010,PL8,1,826.0
2019,NUTS,2010,PL8,1,782.0
2016,NUTS,2010,PL81,2,157.0
2018,NUTS,2010,PL81,2,230.0
2019,NUTS,2010,PL81,2,183.0
2016,NUTS,2010,PL82,2,484.0
2018,NUTS,2010,PL82,2,505.0
2019,NUTS,2010,PL82,2,491.0
2016,NUTS,2010,PL84,2,51.0
2018,NUTS,2010,PL84,2,90.0
2019,NUTS,2010,PL84,2,109.0
2016,NUTS,2010,PL9,1,3696.0
2017,NUTS,2010,PL9,1,5687.0
2018,NUTS,2010,PL9,1,6044.0
2019,NUTS,2010,PL9,1,5471.0
2016,NUTS,2010,PL91,2,3576.0
2017,NUTS,2010,PL91,2,5506.0
2019,NUTS,2010,PL91,2,5197.0
2016,NUTS,2010,PL92,2,120.0
2017,NUTS,2010,PL92,2,181.0
2019,NUTS,2010,PL92,2,274.0
2011,NUTS,2010,PT,0,3516.0
2012,NUTS,2010,PT,0,3559.0
2013,NUTS,2010,PT,0,2957.0
2014,NUTS,2010,PT,0,3204.0
2015,NUTS,2010,PT,0,3274.0
2016,NUTS,2010,PT,0,3633.0
2017,NUTS,2010,PT,0,4375.0
2018,NUTS,2010,PT,0,4625.0
2019,NUTS,2010,PT,0,5333.0
2020,NUTS,2010,PT,0,6191.0
2011,NUTS,2010,PT1,1,3488.0
2012,NUTS,2010,PT1,1,3533.0
2013,NUTS,2010,PT1,1,2942.0
2014,NUTS,2010,PT1,1,3189.0
2015,NUTS,2010,PT1,1,3255.0
2016,NUTS,2010,PT1,1,3610.0
2017,NUTS,2010,PT1,1,4347.0
2018,NUTS,2010,PT1,1,4583.0
2019,NUTS,2010,PT1,1,5303.0
2020,NUTS,2010,PT1,1,6155.0
2011,NUTS,2010,PT11,2,1049.0
2012,NUTS,2010,PT11,2,1068.0
2013,NUTS,2010,PT11,2,1120.0
2014,NUTS,2010,PT11,2,1239.0
2015,NUTS,2010,PT11,2,1231.0
2016,NUTS,2010,PT11,2,1285.0
2017,NUTS,2010,PT11,2,1630.0
2018,NUTS,2010,PT11,2,1617.0
2019,NUTS,2010,PT11,2,2002.0
2020,NUTS,2010,PT11,2,2459.0
2011,NUTS,2010,PT15,2,26.0
2012,NUTS,2010,PT15,2,22.0
2013,NUTS,2010,PT15,2,14.0
2014,NUTS,2010,PT15,2,15.0
2015,NUTS,2010,PT15,2,16.0
2016,NUTS,2010,PT15,2,29.0
2017,NUTS,2010,PT15,2,27.0
2018,NUTS,2010,PT15,2,24.0
2019,NUTS,2010,PT15,2,32.0
2020,NUTS,2010,PT15,2,45.0
2011,NUTS,2010,PT16,2,664.0
2012,NUTS,2010,PT16,2,662.0
2013,NUTS,2010,PT16,2,546.0
2014,NUTS,2010,PT16,2,594.0
2015,NUTS,2010,PT16,2,586.0
2016,NUTS,2010,PT16,2,655.0
2017,NUTS,2010,PT16,2,833.0
2018,NUTS,2010,PT16,2,932.0
2019,NUTS,2010,PT16,2,1106.0
2020,NUTS,2010,PT16,2,1102.0
2011,NUTS,2010,PT17,2,1664.0
2012,NUTS,2010,PT17,2,1694.0
2013,NUTS,2010,PT17,2,1180.0
2014,NUTS,2010,PT17,2,1236.0
2015,NUTS,2010,PT17,2,1313.0
2016,NUTS,2010,PT17,2,1505.0
2017,NUTS,2010,PT17,2,1683.0
2018,NUTS,2010,PT17,2,1781.0
2019,NUTS,2010,PT17,2,1908.0
2020,NUTS,2010,PT17,2,2257.0
2011,NUTS,2010,PT18,2,85.0
2012,NUTS,2010,PT18,2,88.0
2013,NUTS,2010,PT18,2,82.0
2014,NUTS,2010,PT18,2,105.0
2015,NUTS,2010,PT18,2,109.0
2016,NUTS,2010,PT18,2,136.0
2017,NUTS,2010,PT18,2,175.0
2018,NUTS,2010,PT18,2,228.0
2019,NUTS,2010,PT18,2,254.0
2020,NUTS,2010,PT18,2,293.0
2011,NUTS,2010,PT2,1,7.0
2012,NUTS,2010,PT2,1,11.0
2013,NUTS,2010,PT2,1,3.0
2014,NUTS,2010,PT2,1,3.0
2015,NUTS,2010,PT2,1,4.0
2016,NUTS,2010,PT2,1,10.0
2017,NUTS,2010,PT2,1,8.0
2018,NUTS,2010,PT2,1,12.0
2019,NUTS,2010,PT2,1,11.0
2020,NUTS,2010,PT2,1,12.0
2011,NUTS,2010,PT20,2,7.0
2012,NUTS,2010,PT20,2,11.0
2013,NUTS,2010,PT20,2,3.0
2014,NUTS,2010,PT20,2,3.0
2015,NUTS,2010,PT20,2,4.0
2016,NUTS,2010,PT20,2,10.0
2017,NUTS,2010,PT20,2,8.0
2018,NUTS,2010,PT20,2,12.0
2019,NUTS,2010,PT20,2,11.0
2020,NUTS,2010,PT20,2,12.0
2011,NUTS,2010,PT3,1,21.0
2012,NUTS,2010,PT3,1,15.0
2013,NUTS,2010,PT3,1,13.0
2014,NUTS,2010,PT3,1,12.0
2015,NUTS,2010,PT3,1,15.0
2016,NUTS,2010,PT3,1,12.0
2017,NUTS,2010,PT3,1,20.0
2018,NUTS,2010,PT3,1,30.0
2019,NUTS,2010,PT3,1,20.0
2020,NUTS,2010,PT3,1,23.0
2011,NUTS,2010,PT30,2,21.0
2012,NUTS,2010,PT30,2,15.0
2013,NUTS,2010,PT30,2,13.0
2014,NUTS,2010,PT30,2,12.0
2015,NUTS,2010,PT30,2,15.0
2016,NUTS,2010,PT30,2,12.0
2017,NUTS,2010,PT30,2,20.0
2018,NUTS,2010,PT30,2,30.0
2019,NUTS,2010,PT30,2,20.0
2020,NUTS,2010,PT30,2,23.0
2011,NUTS,2010,RO,0,1360.0
2012,NUTS,2010,RO,0,1886.0
2013,NUTS,2010,RO,0,2068.0
2014,NUTS,2010,RO,0,2060.0
2015,NUTS,2010,RO,0,1503.0
2016,NUTS,2010,RO,0,1704.0
2017,NUTS,2010,RO,0,1627.0
2018,NUTS,2010,RO,0,1536.0
2019,NUTS,2010,RO,0,1542.0
2011,NUTS,2010,RO1,1,189.0
2012,NUTS,2010,RO1,1,381.0
2013,NUTS,2010,RO1,1,190.0
2014,NUTS,2010,RO1,1,347.0
2015,NUTS,2010,RO1,1,226.0
2016,NUTS,2010,RO1,1,249.0
2017,NUTS,2010,RO1,1,172.0
2018,NUTS,2010,RO1,1,225.0
2019,NUTS,2010,RO1,1,227.0
2011,NUTS,2010,RO11,2,77.0
2012,NUTS,2010,RO11,2,267.0
2013,NUTS,2010,RO11,2,125.0
2014,NUTS,2010,RO11,2,143.0
2015,NUTS,2010,RO11,2,93.0
2016,NUTS,2010,RO11,2,103.0
2017,NUTS,2010,RO11,2,60.0
2018,NUTS,2010,RO11,2,103.0
2019,NUTS,2010,RO11,2,100.0
2011,NUTS,2010,RO12,2,112.0
2012,NUTS,2010,RO12,2,115.0
2013,NUTS,2010,RO12,2,64.0
2014,NUTS,2010,RO12,2,204.0
2015,NUTS,2010,RO12,2,133.0
2016,NUTS,2010,RO12,2,146.0
2017,NUTS,2010,RO12,2,112.0
2018,NUTS,2010,RO12,2,122.0
2019,NUTS,2010,RO12,2,127.0
2011,NUTS,2010,RO2,1,84.0
2012,NUTS,2010,RO2,1,145.0
2013,NUTS,2010,RO2,1,224.0
2014,NUTS,2010,RO2,1,104.0
2015,NUTS,2010,RO2,1,124.0
2016,NUTS,2010,RO2,1,130.0
2017,NUTS,2010,RO2,1,138.0
2018,NUTS,2010,RO2,1,105.0
2019,NUTS,2010,RO2,1,181.0
2011,NUTS,2010,RO21,2,73.0
2012,NUTS,2010,RO21,2,104.0
2013,NUTS,2010,RO21,2,207.0
2014,NUTS,2010,RO21,2,82.0
2015,NUTS,2010,RO21,2,104.0
2016,NUTS,2010,RO21,2,98.0
2017,NUTS,2010,RO21,2,120.0
2018,NUTS,2010,RO21,2,91.0
2019,NUTS,2010,RO21,2,173.0
2011,NUTS,2010,RO22,2,11.0
2012,NUTS,2010,RO22,2,41.0
2013,NUTS,2010,RO22,2,16.0
2014,NUTS,2010,RO22,2,22.0
2015,NUTS,2010,RO22,2,20.0
2016,NUTS,2010,RO22,2,32.0
2017,NUTS,2010,RO22,2,18.0
2018,NUTS,2010,RO22,2,14.0
2019,NUTS,2010,RO22,2,8.0
2011,NUTS,2010,RO3,1,1040.0
2012,NUTS,2010,RO3,1,1307.0
2013,NUTS,2010,RO3,1,1589.0
2014,NUTS,2010,RO3,1,1537.0
2015,NUTS,2010,RO3,1,1070.0
2016,NUTS,2010,RO3,1,1237.0
2017,NUTS,2010,RO3,1,1248.0
2018,NUTS,2010,RO3,1,913.0
2019,NUTS,2010,RO3,1,826.0
2011,NUTS,2010,RO31,2,117.0
2012,NUTS,2010,RO31,2,274.0
2013,NUTS,2010,RO31,2,521.0
2014,NUTS,2010,RO31,2,439.0
2015,NUTS,2010,RO31,2,260.0
2016,NUTS,2010,RO31,2,285.0
2017,NUTS,2010,RO31,2,258.0
2018,NUTS,2010,RO31,2,241.0
2019,NUTS,2010,RO31,2,244.0
2011,NUTS,2010,RO32,2,923.0
2012,NUTS,2010,RO32,2,1033.0
2013,NUTS,2010,RO32,2,1068.0
2014,NUTS,2010,RO32,2,1098.0
2015,NUTS,2010,RO32,2,810.0
2016,NUTS,2010,RO32,2,952.0
2017,NUTS,2010,RO32,2,990.0
2018,NUTS,2010,RO32,2,672.0
2019,NUTS,2010,RO32,2,582.0
2011,NUTS,2010,RO4,1,48.0
2012,NUTS,2010,RO4,1,52.0
2013,NUTS,2010,RO4,1,65.0
2014,NUTS,2010,RO4,1,72.0
2015,NUTS,2010,RO4,1,83.0
2016,NUTS,2010,RO4,1,88.0
2017,NUTS,2010,RO4,1,69.0
2018,NUTS,2010,RO4,1,293.0
2019,NUTS,2010,RO4,1,308.0
2011,NUTS,2010,RO41,2,36.0
2012,NUTS,2010,RO41,2,30.0
2013,NUTS,2010,RO41,2,12.0
2014,NUTS,2010,RO41,2,31.0
2015,NUTS,2010,RO41,2,32.0
2016,NUTS,2010,RO41,2,27.0
2017,NUTS,2010,RO41,2,29.0
2018,NUTS,2010,RO41,2,20.0
2019,NUTS,2010,RO41,2,9.0
2011,NUTS,2010,RO42,2,12.0
2012,NUTS,2010,RO42,2,22.0
2013,NUTS,2010,RO42,2,53.0
2014,NUTS,2010,RO42,2,41.0
2015,NUTS,2010,RO42,2,51.0
2016,NUTS,2010,RO42,2,61.0
2017,NUTS,2010,RO42,2,40.0
2018,NUTS,2010,RO42,2,273.0
2019,NUTS,2010,RO42,2,299.0
2011,NUTS,2010,RS,0,49.0
2012,NUTS,2010,RS,0,126.0
2013,NUTS,2010,RS,0,175.0
2014,NUTS,2010,RS,0,497.0
2015,NUTS,2010,RS,0,478.0
2016,NUTS,2010,RS,0,612.0
2017,NUTS,2010,RS,0,514.0
2018,NUTS,2010,RS,0,482.0
2019,NUTS,2010,RS,0,554.0
2020,NUTS,2010,RS,0,522.0
2018,NUTS,2010,RS1,1,433.0
2019,NUTS,2010,RS1,1,500.0
2020,NUTS,2010,RS1,1,472.0
2018,NUTS,2010,RS11,2,329.0
2019,NUTS,2010,RS11,2,389.0
2020,NUTS,2010,RS11,2,426.0
2018,NUTS,2010,RS12,2,104.0
2019,NUTS,2010,RS12,2,111.0
2020,NUTS,2010,RS12,2,46.0
2018,NUTS,2010,RS2,1,49.0
2019,NUTS,2010,RS2,1,55.0
2020,NUTS,2010,RS2,1,50.0
2018,NUTS,2010,RS21,2,12.0
2019,NUTS,2010,RS21,2,12.0
2020,NUTS,2010,RS21,2,16.0
2018,NUTS,2010,RS22,2,37.0
2019,NUTS,2010,RS22,2,43.0
2020,NUTS,2010,RS22,2,34.0
2011,NUTS,2010,SE,0,7298.0
2013,NUTS,2010,SE,0,9703.0
2015,NUTS,2010,SE,0,9332.0
2017,NUTS,2010,SE,0,11438.0
2019,NUTS,2010,SE,0,13107.0
2011,NUTS,2010,SI,0,1162.0
2012,NUTS,2010,SI,0,1130.0
2013,NUTS,2010,SI,0,1197.0
2014,NUTS,2010,SI,0,1194.0
2015,NUTS,2010,SI,0,1040.0
2016,NUTS,2010,SI,0,1053.0
2017,NUTS,2010,SI,0,1296.0
2018,NUTS,2010,SI,0,1443.0
2019,NUTS,2010,SI,0,1477.0
2011,NUTS,2010,SI0,1,1162.0
2012,NUTS,2010,SI0,1,1130.0
2013,NUTS,2010,SI0,1,1197.0
2014,NUTS,2010,SI0,1,1194.0
2015,NUTS,2010,SI0,1,1040.0
2016,NUTS,2010,SI0,1,1053.0
2017,NUTS,2010,SI0,1,1296.0
2018,NUTS,2010,SI0,1,1443.0
2019,NUTS,2010,SI0,1,1477.0
2013,NUTS,2010,SI03,2,499.0
2014,NUTS,2010,SI03,2,498.0
2015,NUTS,2010,SI03,2,453.0
2016,NUTS,2010,SI03,2,474.0
2017,NUTS,2010,SI03,2,542.0
2018,NUTS,2010,SI03,2,611.0
2019,NUTS,2010,SI03,2,657.0
2013,NUTS,2010,SI04,2,698.0
2014,NUTS,2010,SI04,2,696.0
2015,NUTS,2010,SI04,2,587.0
2016,NUTS,2010,SI04,2,579.0
2017,NUTS,2010,SI04,2,754.0
2018,NUTS,2010,SI04,2,832.0
2019,NUTS,2010,SI04,2,819.0
2011,NUTS,2010,SK,0,446.0
2012,NUTS,2010,SK,0,505.0
2013,NUTS,2010,SK,0,475.0
2014,NUTS,2010,SK,0,477.0
2015,NUTS,2010,SK,0,489.0
2016,NUTS,2010,SK,0,427.0
2017,NUTS,2010,SK,0,544.0
2018,NUTS,2010,SK,0,630.0
2019,NUTS,2010,SK,0,660.0
2020,NUTS,2010,SK,0,688.0
2011,NUTS,2010,SK01,2,201.0
2012,NUTS,2010,SK01,2,245.0
2013,NUTS,2010,SK01,2,274.0
2014,NUTS,2010,SK01,2,133.0
2015,NUTS,2010,SK01,2,129.0
2016,NUTS,2010,SK01,2,183.0
2017,NUTS,2010,SK01,2,213.0
2018,NUTS,2010,SK01,2,241.0
2019,NUTS,2010,SK01,2,267.0
2020,NUTS,2010,SK01,2,320.0
2011,NUTS,2010,SK02,2,130.0
2012,NUTS,2010,SK02,2,124.0
2013,NUTS,2010,SK02,2,86.0
2014,NUTS,2010,SK02,2,195.0
2015,NUTS,2010,SK02,2,212.0
2016,NUTS,2010,SK02,2,113.0
2017,NUTS,2010,SK02,2,211.0
2018,NUTS,2010,SK02,2,214.0
2019,NUTS,2010,SK02,2,219.0
2020,NUTS,2010,SK02,2,206.0
2011,NUTS,2010,SK03,2,71.0
2012,NUTS,2010,SK03,2,83.0
2013,NUTS,2010,SK03,2,72.0
2014,NUTS,2010,SK03,2,97.0
2015,NUTS,2010,SK03,2,94.0
2016,NUTS,2010,SK03,2,74.0
2017,NUTS,2010,SK03,2,65.0
2018,NUTS,2010,SK03,2,91.0
2019,NUTS,2010,SK03,2,92.0
2020,NUTS,2010,SK03,2,89.0
2011,NUTS,2010,SK04,2,44.0
2012,NUTS,2010,SK04,2,54.0
2013,NUTS,2010,SK04,2,43.0
2014,NUTS,2010,SK04,2,52.0
2015,NUTS,2010,SK04,2,53.0
2016,NUTS,2010,SK04,2,57.0
2017,NUTS,2010,SK04,2,55.0
2018,NUTS,2010,SK04,2,84.0
2019,NUTS,2010,SK04,2,82.0
2020,NUTS,2010,SK04,2,73.0
2011,NUTS,2010,TR,0,6988.0
2012,NUTS,2010,TR,0,8247.0
2013,NUTS,2010,TR,0,9725.0
2014,NUTS,2010,TR,0,9945.0
2015,NUTS,2010,TR,0,11105.0
2016,NUTS,2010,TR,0,12971.0
2017,NUTS,2010,TR,0,16107.0
2018,NUTS,2010,TR,0,19654.0
2019,NUTS,2010,TR,0,21988.0
2020,NUTS,2010,TR,0,26142.0
