year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_bes_mio_pps_kp05
2013,NUTS,2010,FR61,2,753.431
2011,NUTS,2010,FR62,2,2167.222
2012,NUTS,2010,FR62,2,2296.435
2013,NUTS,2010,FR62,2,2316.641
2011,NUTS,2010,FR63,2,79.629
2012,NUTS,2010,FR63,2,90.586
2013,NUTS,2010,FR63,2,87.405
2011,NUTS,2010,FR7,1,3510.121
2012,NUTS,2010,FR7,1,3511.16
2013,NUTS,2010,FR7,1,3473.001
2011,NUTS,2010,FR71,2,3033.891
2012,NUTS,2010,FR71,2,3004.104
2013,NUTS,2010,FR71,2,3001.877
2011,NUTS,2010,FR72,2,476.23
2012,NUTS,2010,FR72,2,507.056
2013,NUTS,2010,FR72,2,471.124
2011,NUTS,2010,FR8,1,1642.069
2012,NUTS,2010,FR8,1,1910.052
2013,NUTS,2010,FR8,1,2222.673
2011,NUTS,2010,FR81,2,339.969
2012,NUTS,2010,FR81,2,381.139
2013,NUTS,2010,FR81,2,395.485
2011,NUTS,2010,FR82,2,1296.665
2012,NUTS,2010,FR82,2,1525.687
2013,NUTS,2010,FR82,2,1824.466
2011,NUTS,2010,FR83,2,5.436
2012,NUTS,2010,FR83,2,3.227
2013,NUTS,2010,FR83,2,2.641
2011,NUTS,2010,FRA,1,10.428
2012,NUTS,2010,FRA,1,13.713
2013,NUTS,2010,FRA,1,18.81
2011,NUTS,2010,HR,0,185.293
2012,NUTS,2010,HR,0,185.833
2013,NUTS,2010,HR,0,218.248
2014,NUTS,2010,HR,0,202.573
2015,NUTS,2010,HR,0,236.342
2016,NUTS,2010,HR,0,226.41
2017,NUTS,2010,HR,0,244.677
2018,NUTS,2010,HR,0,280.28
2019,NUTS,2010,HR,0,335.714
2020,NUTS,2010,HR,0,348.357
2011,NUTS,2010,HR0,1,185.293
2012,NUTS,2010,HR0,1,185.833
2013,NUTS,2010,HR0,1,218.248
2014,NUTS,2010,HR0,1,202.573
2015,NUTS,2010,HR0,1,236.342
2016,NUTS,2010,HR0,1,226.41
2017,NUTS,2010,HR0,1,244.677
2018,NUTS,2010,HR0,1,280.28
2019,NUTS,2010,HR0,1,335.714
2020,NUTS,2010,HR0,1,348.357
2020,NUTS,2010,HR02,2,7.966
2011,NUTS,2010,HR03,2,18.818
2012,NUTS,2010,HR03,2,21.965
2013,NUTS,2010,HR03,2,43.819
2014,NUTS,2010,HR03,2,32.842
2015,NUTS,2010,HR03,2,28.934
2016,NUTS,2010,HR03,2,19.74
2017,NUTS,2010,HR03,2,27.581
2018,NUTS,2010,HR03,2,29.525
2019,NUTS,2010,HR03,2,43.053
2020,NUTS,2010,HR03,2,27.659
2011,NUTS,2010,HR04,2,166.475
2012,NUTS,2010,HR04,2,163.868
2013,NUTS,2010,HR04,2,174.429
2014,NUTS,2010,HR04,2,169.731
2015,NUTS,2010,HR04,2,207.409
2016,NUTS,2010,HR04,2,206.67
2017,NUTS,2010,HR04,2,217.096
2018,NUTS,2010,HR04,2,250.755
2019,NUTS,2010,HR04,2,292.661
2020,NUTS,2010,HR05,2,226.874
2020,NUTS,2010,HR06,2,85.858
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,1053.091
2012,NUTS,2010,HU,0,1162.804
2013,NUTS,2010,HU,0,1382.095
2014,NUTS,2010,HU,0,1441.663
2015,NUTS,2010,HU,0,1529.361
2016,NUTS,2010,HU,0,1389.75
2017,NUTS,2010,HU,0,1595.166
2018,NUTS,2010,HU,0,1989.632
2019,NUTS,2010,HU,0,2024.858
2020,NUTS,2010,HU,0,2138.44
2011,NUTS,2010,HU1,1,733.807
2012,NUTS,2010,HU1,1,768.025
2013,NUTS,2010,HU1,1,861.324
2014,NUTS,2010,HU1,1,952.585
2015,NUTS,2010,HU1,1,998.202
2016,NUTS,2010,HU1,1,973.174
2017,NUTS,2010,HU1,1,1107.415
2018,NUTS,2010,HU1,1,1391.359
2019,NUTS,2010,HU1,1,1427.534
2011,NUTS,2010,HU10,2,733.807
2012,NUTS,2010,HU10,2,768.025
2013,NUTS,2010,HU10,2,861.324
2014,NUTS,2010,HU10,2,952.585
2015,NUTS,2010,HU10,2,998.202
2016,NUTS,2010,HU10,2,973.174
2017,NUTS,2010,HU11,2,1034.981
2018,NUTS,2010,HU11,2,1257.229
2019,NUTS,2010,HU11,2,1283.166
2017,NUTS,2010,HU12,2,72.434
2018,NUTS,2010,HU12,2,134.13
2019,NUTS,2010,HU12,2,144.368
2011,NUTS,2010,HU2,1,140.979
2012,NUTS,2010,HU2,1,186.66
2013,NUTS,2010,HU2,1,248.826
2014,NUTS,2010,HU2,1,216.126
2015,NUTS,2010,HU2,1,198.52
2016,NUTS,2010,HU2,1,191.608
2017,NUTS,2010,HU2,1,255.147
2018,NUTS,2010,HU2,1,337.468
2019,NUTS,2010,HU2,1,307.286
2011,NUTS,2010,HU21,2,68.135
2012,NUTS,2010,HU21,2,96.373
2013,NUTS,2010,HU21,2,131.284
2014,NUTS,2010,HU21,2,118.838
2015,NUTS,2010,HU21,2,110.014
2016,NUTS,2010,HU21,2,107.248
2017,NUTS,2010,HU21,2,140.624
2018,NUTS,2010,HU21,2,194.864
2019,NUTS,2010,HU21,2,157.023
2011,NUTS,2010,HU22,2,52.409
2012,NUTS,2010,HU22,2,65.019
2013,NUTS,2010,HU22,2,83.226
2014,NUTS,2010,HU22,2,72.112
2015,NUTS,2010,HU22,2,74.262
2016,NUTS,2010,HU22,2,69.506
2017,NUTS,2010,HU22,2,78.95
2018,NUTS,2010,HU22,2,97.778
2019,NUTS,2010,HU22,2,102.245
2011,NUTS,2010,HU23,2,20.434
2012,NUTS,2010,HU23,2,25.268
2013,NUTS,2010,HU23,2,34.316
2014,NUTS,2010,HU23,2,25.176
2015,NUTS,2010,HU23,2,14.244
2016,NUTS,2010,HU23,2,14.855
2017,NUTS,2010,HU23,2,35.573
2018,NUTS,2010,HU23,2,44.825
2019,NUTS,2010,HU23,2,48.018
2011,NUTS,2010,HU3,1,178.306
2012,NUTS,2010,HU3,1,208.12
2013,NUTS,2010,HU3,1,271.944
2014,NUTS,2010,HU3,1,272.953
2015,NUTS,2010,HU3,1,332.639
2016,NUTS,2010,HU3,1,224.968
2017,NUTS,2010,HU3,1,232.605
2018,NUTS,2010,HU3,1,260.806
2019,NUTS,2010,HU3,1,290.039
2011,NUTS,2010,HU31,2,39.518
2012,NUTS,2010,HU31,2,43.095
2013,NUTS,2010,HU31,2,59.728
2014,NUTS,2010,HU31,2,65.993
2015,NUTS,2010,HU31,2,47.613
2016,NUTS,2010,HU31,2,37.998
2017,NUTS,2010,HU31,2,48.121
2018,NUTS,2010,HU31,2,64.092
2019,NUTS,2010,HU31,2,71.221
2011,NUTS,2010,HU32,2,80.208
2012,NUTS,2010,HU32,2,99.65
2013,NUTS,2010,HU32,2,118.62
2014,NUTS,2010,HU32,2,112.586
2015,NUTS,2010,HU32,2,115.038
2016,NUTS,2010,HU32,2,95.781
2017,NUTS,2010,HU32,2,91.343
2018,NUTS,2010,HU32,2,88.083
2019,NUTS,2010,HU32,2,85.793
2011,NUTS,2010,HU33,2,58.58
2012,NUTS,2010,HU33,2,65.374
2013,NUTS,2010,HU33,2,93.596
2014,NUTS,2010,HU33,2,94.375
2015,NUTS,2010,HU33,2,169.988
2016,NUTS,2010,HU33,2,91.19
2017,NUTS,2010,HU33,2,93.14
2018,NUTS,2010,HU33,2,108.63
2019,NUTS,2010,HU33,2,133.025
2011,NUTS,2010,IE,0,1538.651
2012,NUTS,2010,IE,0,1586.883
2013,NUTS,2010,IE,0,1620.317
2014,NUTS,2010,IE,0,1689.307
2015,NUTS,2010,IE,0,1662.57
2016,NUTS,2010,IE,0,1695.058
2017,NUTS,2010,IE,0,2029.214
2018,NUTS,2010,IE,0,2020.362
2019,NUTS,2010,IE,0,2272.41
2020,NUTS,2010,IE,0,2395.569
2011,NUTS,2010,IE0,1,1538.569
2013,NUTS,2010,IE0,1,1620.317
2015,NUTS,2010,IE0,1,1662.496
2017,NUTS,2010,IE0,1,2029.214
2011,NUTS,2010,IE01,2,317.974
2013,NUTS,2010,IE01,2,315.905
2015,NUTS,2010,IE01,2,285.893
2017,NUTS,2010,IE01,2,307.938
2011,NUTS,2010,IE02,2,1220.595
2013,NUTS,2010,IE02,2,1304.331
2015,NUTS,2010,IE02,2,1376.603
2017,NUTS,2010,IE02,2,1721.276
2011,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,124.737
2013,NUTS,2010,IS,0,97.525
2014,NUTS,2010,IS,0,124.075
2015,NUTS,2010,IS,0,157.758
2016,NUTS,2010,IS,0,158.368
2017,NUTS,2010,IS,0,162.723
2018,NUTS,2010,IS,0,163.829
2019,NUTS,2010,IS,0,208.236
2020,NUTS,2010,IS,0,204.808
2011,NUTS,2010,IS0,1,124.737
2013,NUTS,2010,IS0,1,97.525
2014,NUTS,2010,IS0,1,124.075
2015,NUTS,2010,IS0,1,157.758
2016,NUTS,2010,IS0,1,158.368
2017,NUTS,2010,IS0,1,162.723
2018,NUTS,2010,IS0,1,163.829
2019,NUTS,2010,IS0,1,208.236
2020,NUTS,2010,IS0,1,204.808
2011,NUTS,2010,IS00,2,124.737
2013,NUTS,2010,IS00,2,97.525
2014,NUTS,2010,IS00,2,124.075
2015,NUTS,2010,IS00,2,157.758
2016,NUTS,2010,IS00,2,158.368
2017,NUTS,2010,IS00,2,162.723
2018,NUTS,2010,IS00,2,163.829
2019,NUTS,2010,IS00,2,208.236
2020,NUTS,2010,IS00,2,204.808
2011,NUTS,2010,IT,0,9321.765
2012,NUTS,2010,IT,0,9418.829
2013,NUTS,2010,IT,0,9624.837
2014,NUTS,2010,IT,0,10255.02
2015,NUTS,2010,IT,0,10606.991
2016,NUTS,2010,IT,0,11466.108
2017,NUTS,2010,IT,0,11990.907
2018,NUTS,2010,IT,0,12738.752
2019,NUTS,2010,IT,0,13142.299
2020,NUTS,2010,IT,0,12095.335
2011,NUTS,2010,ITC,1,4561.123
2012,NUTS,2010,ITC,1,4525.824
2013,NUTS,2010,ITC,1,4557.218
2014,NUTS,2010,ITC,1,4843.932
2015,NUTS,2010,ITC,1,4821.479
2016,NUTS,2010,ITC,1,5097.899
2017,NUTS,2010,ITC,1,5206.09
2018,NUTS,2010,ITC,1,5494.802
2019,NUTS,2010,ITC,1,5565.813
2011,NUTS,2010,ITC1,2,1597.874
2012,NUTS,2010,ITC1,2,1599.4
2013,NUTS,2010,ITC1,2,1637.758
2014,NUTS,2010,ITC1,2,1850.987
2015,NUTS,2010,ITC1,2,1817.109
2016,NUTS,2010,ITC1,2,1869.126
2017,NUTS,2010,ITC1,2,1840.352
2018,NUTS,2010,ITC1,2,1979.314
2019,NUTS,2010,ITC1,2,1941.23
2011,NUTS,2010,ITC2,2,14.294
2012,NUTS,2010,ITC2,2,10.43
2013,NUTS,2010,ITC2,2,7.713
2014,NUTS,2010,ITC2,2,10.097
2015,NUTS,2010,ITC2,2,16.956
2016,NUTS,2010,ITC2,2,15.6
2017,NUTS,2010,ITC2,2,14.257
2018,NUTS,2010,ITC2,2,13.023
2019,NUTS,2010,ITC2,2,11.495
2011,NUTS,2010,ITC3,2,309.741
2012,NUTS,2010,ITC3,2,281.958
2013,NUTS,2010,ITC3,2,269.872
2014,NUTS,2010,ITC3,2,286.946
2015,NUTS,2010,ITC3,2,326.777
2016,NUTS,2010,ITC3,2,363.966
2017,NUTS,2010,ITC3,2,330.755
2018,NUTS,2010,ITC3,2,298.492
2019,NUTS,2010,ITC3,2,337.296
2011,NUTS,2010,ITC4,2,2639.386
2012,NUTS,2010,ITC4,2,2634.036
2013,NUTS,2010,ITC4,2,2641.875
2014,NUTS,2010,ITC4,2,2695.902
2015,NUTS,2010,ITC4,2,2660.637
2016,NUTS,2010,ITC4,2,2849.208
2017,NUTS,2010,ITC4,2,3020.726
2018,NUTS,2010,ITC4,2,3203.972
2019,NUTS,2010,ITC4,2,3275.791
2011,NUTS,2010,ITF,1,605.446
2012,NUTS,2010,ITF,1,632.857
2013,NUTS,2010,ITF,1,684.027
2014,NUTS,2010,ITF,1,719.952
2015,NUTS,2010,ITF,1,830.029
2016,NUTS,2010,ITF,1,797.878
2017,NUTS,2010,ITF,1,882.632
2018,NUTS,2010,ITF,1,938.785
2019,NUTS,2010,ITF,1,1043.605
2011,NUTS,2010,ITF1,2,82.236
2012,NUTS,2010,ITF1,2,69.027
2013,NUTS,2010,ITF1,2,81.909
2014,NUTS,2010,ITF1,2,101.05
2015,NUTS,2010,ITF1,2,96.634
2016,NUTS,2010,ITF1,2,117.016
2017,NUTS,2010,ITF1,2,127.985
2018,NUTS,2010,ITF1,2,116.07
2019,NUTS,2010,ITF1,2,137.086
2011,NUTS,2010,ITF2,2,2.067
2012,NUTS,2010,ITF2,2,2.714
2013,NUTS,2010,ITF2,2,16.516
2014,NUTS,2010,ITF2,2,15.159
2015,NUTS,2010,ITF2,2,31.443
2016,NUTS,2010,ITF2,2,34.879
2017,NUTS,2010,ITF2,2,39.408
2018,NUTS,2010,ITF2,2,47.969
2019,NUTS,2010,ITF2,2,40.423
2011,NUTS,2010,ITF3,2,397.574
2012,NUTS,2010,ITF3,2,439.43
2013,NUTS,2010,ITF3,2,440.48
2014,NUTS,2010,ITF3,2,420.517
2015,NUTS,2010,ITF3,2,452.713
2016,NUTS,2010,ITF3,2,443.062
2017,NUTS,2010,ITF3,2,471.716
2018,NUTS,2010,ITF3,2,518.675
2019,NUTS,2010,ITF3,2,578.124
2011,NUTS,2010,ITF4,2,109.705
2012,NUTS,2010,ITF4,2,111.257
2013,NUTS,2010,ITF4,2,131.708
2014,NUTS,2010,ITF4,2,165.98
2015,NUTS,2010,ITF4,2,216.562
2016,NUTS,2010,ITF4,2,165.132
2017,NUTS,2010,ITF4,2,185.323
2018,NUTS,2010,ITF4,2,196.085
2019,NUTS,2010,ITF4,2,225.038
2011,NUTS,2010,ITF5,2,7.922
2012,NUTS,2010,ITF5,2,3.222
2013,NUTS,2010,ITF5,2,4.108
2014,NUTS,2010,ITF5,2,4.107
2015,NUTS,2010,ITF5,2,10.865
2016,NUTS,2010,ITF5,2,12.136
2017,NUTS,2010,ITF5,2,20.992
2018,NUTS,2010,ITF5,2,19.254
2019,NUTS,2010,ITF5,2,18.284
2011,NUTS,2010,ITF6,2,5.856
2012,NUTS,2010,ITF6,2,7.208
2013,NUTS,2010,ITF6,2,9.306
2014,NUTS,2010,ITF6,2,13.139
2015,NUTS,2010,ITF6,2,21.895
2016,NUTS,2010,ITF6,2,25.654
2017,NUTS,2010,ITF6,2,37.208
2018,NUTS,2010,ITF6,2,40.732
2019,NUTS,2010,ITF6,2,44.65
2011,NUTS,2010,ITG,1,188.755
2012,NUTS,2010,ITG,1,181.047
2013,NUTS,2010,ITG,1,197.688
2014,NUTS,2010,ITG,1,195.826
2015,NUTS,2010,ITG,1,228.661
2016,NUTS,2010,ITG,1,216.234
2017,NUTS,2010,ITG,1,212.43
2018,NUTS,2010,ITG,1,248.503
2019,NUTS,2010,ITG,1,263.117
2011,NUTS,2010,ITG1,2,174.547
2012,NUTS,2010,ITG1,2,167.648
2013,NUTS,2010,ITG1,2,186.286
2014,NUTS,2010,ITG1,2,182.976
2015,NUTS,2010,ITG1,2,202.157
2016,NUTS,2010,ITG1,2,182.33
2017,NUTS,2010,ITG1,2,184.4
2018,NUTS,2010,ITG1,2,215.181
2019,NUTS,2010,ITG1,2,225.307
2011,NUTS,2010,ITG2,2,14.208
2012,NUTS,2010,ITG2,2,13.398
2013,NUTS,2010,ITG2,2,11.402
2014,NUTS,2010,ITG2,2,12.85
2015,NUTS,2010,ITG2,2,26.504
2016,NUTS,2010,ITG2,2,33.904
2017,NUTS,2010,ITG2,2,28.03
2018,NUTS,2010,ITG2,2,33.322
2019,NUTS,2010,ITG2,2,37.81
2011,NUTS,2010,ITH,1,2484.042
2012,NUTS,2010,ITH,1,2606.731
2013,NUTS,2010,ITH,1,2670.296
2014,NUTS,2010,ITH,1,2755.33
2015,NUTS,2010,ITH,1,2963.544
2016,NUTS,2010,ITH,1,3423.223
2017,NUTS,2010,ITH,1,3587.972
2018,NUTS,2010,ITH,1,3806.956
2019,NUTS,2010,ITH,1,3829.276
2011,NUTS,2010,ITH1,2,63.894
2012,NUTS,2010,ITH1,2,57.579
2013,NUTS,2010,ITH1,2,66.148
2014,NUTS,2010,ITH1,2,79.554
2015,NUTS,2010,ITH1,2,83.958
2016,NUTS,2010,ITH1,2,79.089
2017,NUTS,2010,ITH1,2,76.636
2018,NUTS,2010,ITH1,2,105.147
2019,NUTS,2010,ITH1,2,96.523
2011,NUTS,2010,ITH2,2,125.55
2012,NUTS,2010,ITH2,2,127.453
2013,NUTS,2010,ITH2,2,127.516
2014,NUTS,2010,ITH2,2,134.458
2015,NUTS,2010,ITH2,2,129.641
2016,NUTS,2010,ITH2,2,90.499
2017,NUTS,2010,ITH2,2,98.083
2018,NUTS,2010,ITH2,2,107.369
2019,NUTS,2010,ITH2,2,109.581
2011,NUTS,2010,ITH3,2,884.79
2012,NUTS,2010,ITH3,2,871.907
2013,NUTS,2010,ITH3,2,917.849
2014,NUTS,2010,ITH3,2,890.688
2015,NUTS,2010,ITH3,2,929.544
2016,NUTS,2010,ITH3,2,1136.864
2017,NUTS,2010,ITH3,2,1242.632
2018,NUTS,2010,ITH3,2,1317.225
2019,NUTS,2010,ITH3,2,1280.996
2011,NUTS,2010,ITH4,2,254.199
2012,NUTS,2010,ITH4,2,250.243
2013,NUTS,2010,ITH4,2,242.205
2014,NUTS,2010,ITH4,2,250.821
2015,NUTS,2010,ITH4,2,253.19
2016,NUTS,2010,ITH4,2,254.307
2017,NUTS,2010,ITH4,2,259.441
2018,NUTS,2010,ITH4,2,274.158
2019,NUTS,2010,ITH4,2,270.43
2011,NUTS,2010,ITH5,2,1155.522
2012,NUTS,2010,ITH5,2,1299.549
2013,NUTS,2010,ITH5,2,1316.578
2014,NUTS,2010,ITH5,2,1399.809
2015,NUTS,2010,ITH5,2,1567.211
2016,NUTS,2010,ITH5,2,1862.465
2017,NUTS,2010,ITH5,2,1911.18
2018,NUTS,2010,ITH5,2,2003.057
2019,NUTS,2010,ITH5,2,2071.745
2011,NUTS,2010,ITI,1,1482.4
2012,NUTS,2010,ITI,1,1472.37
2013,NUTS,2010,ITI,1,1515.608
2014,NUTS,2010,ITI,1,1739.98
2015,NUTS,2010,ITI,1,1763.36
2016,NUTS,2010,ITI,1,1930.874
2017,NUTS,2010,ITI,1,2101.784
2018,NUTS,2010,ITI,1,2249.706
2019,NUTS,2010,ITI,1,2440.485
2011,NUTS,2010,ITI1,2,527.257
2012,NUTS,2010,ITI1,2,538.052
2013,NUTS,2010,ITI1,2,565.23
2014,NUTS,2010,ITI1,2,648.354
2015,NUTS,2010,ITI1,2,648.615
2016,NUTS,2010,ITI1,2,646.619
2017,NUTS,2010,ITI1,2,797.016
2018,NUTS,2010,ITI1,2,893.698
2019,NUTS,2010,ITI1,2,931.391
2011,NUTS,2010,ITI2,2,46.931
2012,NUTS,2010,ITI2,2,41.128
2013,NUTS,2010,ITI2,2,42.422
2014,NUTS,2010,ITI2,2,43.149
2015,NUTS,2010,ITI2,2,45.601
2016,NUTS,2010,ITI2,2,61.913
2017,NUTS,2010,ITI2,2,74.182
2018,NUTS,2010,ITI2,2,87.537
2019,NUTS,2010,ITI2,2,87.754
2011,NUTS,2010,ITI3,2,132.008
2012,NUTS,2010,ITI3,2,138.986
2013,NUTS,2010,ITI3,2,141.433
2014,NUTS,2010,ITI3,2,164.944
2015,NUTS,2010,ITI3,2,160.014
2016,NUTS,2010,ITI3,2,214.629
2017,NUTS,2010,ITI3,2,236.765
2018,NUTS,2010,ITI3,2,235.109
2019,NUTS,2010,ITI3,2,221.577
2011,NUTS,2010,ITI4,2,776.29
2012,NUTS,2010,ITI4,2,754.205
2013,NUTS,2010,ITI4,2,766.523
2014,NUTS,2010,ITI4,2,883.534
2015,NUTS,2010,ITI4,2,909.048
2016,NUTS,2010,ITI4,2,1007.713
2017,NUTS,2010,ITI4,2,993.822
2018,NUTS,2010,ITI4,2,1033.363
2019,NUTS,2010,ITI4,2,1199.764
2011,NUTS,2010,JP,0,83936.586
2012,NUTS,2010,JP,0,84024.742
2013,NUTS,2010,JP,0,88118.891
2014,NUTS,2010,JP,0,92777.477
2015,NUTS,2010,JP,0,91611.172
2016,NUTS,2010,JP,0,88295.858
2011,NUTS,2010,KR,0,33289.955
2012,NUTS,2010,KR,0,37294.587
2013,NUTS,2010,KR,0,39833.927
2014,NUTS,2010,KR,0,42414.087
2015,NUTS,2010,KR,0,42557.931
2016,NUTS,2010,KR,0,44656.07
2011,NUTS,2010,LT,0,105.035
2012,NUTS,2010,LT,0,110.829
2013,NUTS,2010,LT,0,115.265
2014,NUTS,2010,LT,0,157.144
2015,NUTS,2010,LT,0,144.09
2016,NUTS,2010,LT,0,152.247
2017,NUTS,2010,LT,0,177.798
2018,NUTS,2010,LT,0,219.587
2019,NUTS,2010,LT,0,252.133
2020,NUTS,2010,LT,0,322.164
2011,NUTS,2010,LT0,1,105.035
2012,NUTS,2010,LT0,1,110.829
2013,NUTS,2010,LT0,1,115.265
2014,NUTS,2010,LT0,1,157.144
2015,NUTS,2010,LT0,1,144.09
2016,NUTS,2010,LT0,1,152.247
2017,NUTS,2010,LT0,1,177.798
2018,NUTS,2010,LT0,1,219.587
2019,NUTS,2010,LT0,1,252.133
2020,NUTS,2010,LT0,1,322.164
2011,NUTS,2010,LT00,2,105.035
2012,NUTS,2010,LT00,2,110.829
2013,NUTS,2010,LT00,2,115.265
2014,NUTS,2010,LT00,2,157.144
2015,NUTS,2010,LT01,2,103.034
2016,NUTS,2010,LT01,2,106.82
2017,NUTS,2010,LT01,2,109.014
2018,NUTS,2010,LT01,2,147.952
2019,NUTS,2010,LT01,2,181.616
2015,NUTS,2010,LT02,2,41.056
2016,NUTS,2010,LT02,2,45.427
2017,NUTS,2010,LT02,2,68.784
2018,NUTS,2010,LT02,2,71.634
2019,NUTS,2010,LT02,2,70.518
2011,NUTS,2010,LU,0,285.184
2012,NUTS,2010,LU,0,205.963
2013,NUTS,2010,LU,0,206.245
2014,NUTS,2010,LU,0,209.47
2015,NUTS,2010,LU,0,220.728
2016,NUTS,2010,LU,0,246.614
2017,NUTS,2010,LU,0,245.718
2018,NUTS,2010,LU,0,225.372
2019,NUTS,2010,LU,0,239.432
2020,NUTS,2010,LU,0,223.207
2011,NUTS,2010,LU0,1,285.184
2012,NUTS,2010,LU0,1,205.963
2013,NUTS,2010,LU0,1,206.245
2014,NUTS,2010,LU0,1,209.47
2015,NUTS,2010,LU0,1,220.728
2016,NUTS,2010,LU0,1,246.614
2017,NUTS,2010,LU0,1,245.718
2018,NUTS,2010,LU0,1,225.372
2019,NUTS,2010,LU0,1,239.432
2020,NUTS,2010,LU0,1,223.207
2011,NUTS,2010,LU00,2,285.184
2012,NUTS,2010,LU00,2,205.963
2013,NUTS,2010,LU00,2,206.245
2014,NUTS,2010,LU00,2,209.47
2015,NUTS,2010,LU00,2,220.728
2016,NUTS,2010,LU00,2,246.614
2017,NUTS,2010,LU00,2,245.718
2018,NUTS,2010,LU00,2,225.372
2019,NUTS,2010,LU00,2,239.432
2020,NUTS,2010,LU00,2,223.207
2011,NUTS,2010,LV,0,50.722
2012,NUTS,2010,LV,0,40.926
2013,NUTS,2010,LV,0,48.273
2014,NUTS,2010,LV,0,69.485
2015,NUTS,2010,LV,0,45.149
2016,NUTS,2010,LV,0,32.143
2017,NUTS,2010,LV,0,43.365
2018,NUTS,2010,LV,0,51.534
2019,NUTS,2010,LV,0,55.666
2020,NUTS,2010,LV,0,69.946
2011,NUTS,2010,LV0,1,50.722
2012,NUTS,2010,LV0,1,40.926
2013,NUTS,2010,LV0,1,48.273
2014,NUTS,2010,LV0,1,69.485
2015,NUTS,2010,LV0,1,45.149
2016,NUTS,2010,LV0,1,32.143
2017,NUTS,2010,LV0,1,43.365
2018,NUTS,2010,LV0,1,51.534
2019,NUTS,2010,LV0,1,55.666
2020,NUTS,2010,LV0,1,69.946
2011,NUTS,2010,LV00,2,50.722
2012,NUTS,2010,LV00,2,40.926
2013,NUTS,2010,LV00,2,48.273
2014,NUTS,2010,LV00,2,69.485
2015,NUTS,2010,LV00,2,45.149
2016,NUTS,2010,LV00,2,32.143
2017,NUTS,2010,LV00,2,43.365
2018,NUTS,2010,LV00,2,51.534
2019,NUTS,2010,LV00,2,55.666
2020,NUTS,2010,LV00,2,69.946
2015,NUTS,2010,MK,0,13.781
2016,NUTS,2010,MK,0,18.851
2017,NUTS,2010,MK,0,17.466
2018,NUTS,2010,MK,0,21.359
2019,NUTS,2010,MK,0,20.311
2020,NUTS,2010,MK,0,18.255
2015,NUTS,2010,MK0,1,13.781
2016,NUTS,2010,MK0,1,18.851
2017,NUTS,2010,MK0,1,17.466
2018,NUTS,2010,MK0,1,21.359
2019,NUTS,2010,MK0,1,20.311
2020,NUTS,2010,MK0,1,18.255
2015,NUTS,2010,MK00,2,13.781
2016,NUTS,2010,MK00,2,18.851
2017,NUTS,2010,MK00,2,17.466
2018,NUTS,2010,MK00,2,21.359
2019,NUTS,2010,MK00,2,20.311
2020,NUTS,2010,MK00,2,18.255
2011,NUTS,2010,MT,0,37.312
2012,NUTS,2010,MT,0,41.676
2013,NUTS,2010,MT,0,36.411
2014,NUTS,2010,MT,0,38.974
2015,NUTS,2010,MT,0,41.049
2016,NUTS,2010,MT,0,39.907
2017,NUTS,2010,MT,0,46.326
2018,NUTS,2010,MT,0,49.436
2019,NUTS,2010,MT,0,50.976
2020,NUTS,2010,MT,0,56.755
2011,NUTS,2010,MT0,1,37.312
2012,NUTS,2010,MT0,1,41.676
2013,NUTS,2010,MT0,1,36.411
2014,NUTS,2010,MT0,1,38.974
2015,NUTS,2010,MT0,1,41.049
2016,NUTS,2010,MT0,1,39.907
2017,NUTS,2010,MT0,1,46.326
2018,NUTS,2010,MT0,1,49.436
2019,NUTS,2010,MT0,1,50.976
2020,NUTS,2010,MT0,1,56.755
2011,NUTS,2010,MT00,2,37.312
2012,NUTS,2010,MT00,2,41.676
2013,NUTS,2010,MT00,2,36.411
2014,NUTS,2010,MT00,2,38.974
2015,NUTS,2010,MT00,2,41.049
2016,NUTS,2010,MT00,2,39.907
2017,NUTS,2010,MT00,2,46.326
2018,NUTS,2010,MT00,2,49.436
2019,NUTS,2010,MT00,2,50.976
2020,NUTS,2010,MT00,2,56.755
2011,NUTS,2010,NL,0,5819.817
2012,NUTS,2010,NL,0,5866.046
2013,NUTS,2010,NL,0,7609.728
2014,NUTS,2010,NL,0,7708.897
2015,NUTS,2010,NL,0,7707.299
2016,NUTS,2010,NL,0,8069.898
2017,NUTS,2010,NL,0,8494.196
2018,NUTS,2010,NL,0,8549.449
2019,NUTS,2010,NL,0,8937.591
2020,NUTS,2010,NL,0,9112.815
2011,NUTS,2010,NL1,1,296.047
2012,NUTS,2010,NL1,1,264.207
2011,NUTS,2010,NL2,1,1089.336
2012,NUTS,2010,NL2,1,1028.205
2011,NUTS,2010,NL3,1,2392.765
2012,NUTS,2010,NL3,1,2487.016
2011,NUTS,2010,NL32,2,991.492
2012,NUTS,2010,NL32,2,1054.362
2011,NUTS,2010,NL33,2,1055.645
2012,NUTS,2010,NL33,2,1050.078
2011,NUTS,2010,NL4,1,2041.663
2012,NUTS,2010,NL4,1,2086.619
2011,NUTS,2010,NO,0,1626.878
2012,NUTS,2010,NO,0,1667.594
