year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hc_gov_rse
2009,NUTS,2010,BG34,2,96.0
2010,NUTS,2010,BG34,2,105.0
2011,NUTS,2010,BG34,2,101.0
2012,NUTS,2010,BG34,2,114.0
2013,NUTS,2010,BG34,2,95.0
2014,NUTS,2010,BG34,2,89.0
2016,NUTS,2010,BG34,2,82.0
2018,NUTS,2010,BG34,2,80.0
2002,NUTS,2010,BG4,1,5845.0
2003,NUTS,2010,BG4,1,5883.0
2004,NUTS,2010,BG4,1,5936.0
2005,NUTS,2010,BG4,1,5927.0
2006,NUTS,2010,BG4,1,5935.0
2007,NUTS,2010,BG4,1,5885.0
2008,NUTS,2010,BG4,1,5682.0
2009,NUTS,2010,BG4,1,5509.0
2010,NUTS,2010,BG4,1,5273.0
2011,NUTS,2010,BG4,1,5392.0
2012,NUTS,2010,BG4,1,4936.0
2013,NUTS,2010,BG4,1,4868.0
2014,NUTS,2010,BG4,1,4698.0
2015,NUTS,2010,BG4,1,4397.0
2016,NUTS,2010,BG4,1,4555.0
2017,NUTS,2010,BG4,1,4484.0
2018,NUTS,2010,BG4,1,4373.0
1999,NUTS,2010,BG41,2,6792.0
2000,NUTS,2010,BG41,2,6114.0
2002,NUTS,2010,BG41,2,5695.0
2003,NUTS,2010,BG41,2,5726.0
2005,NUTS,2010,BG41,2,5738.0
2006,NUTS,2010,BG41,2,5755.0
2007,NUTS,2010,BG41,2,5695.0
2008,NUTS,2010,BG41,2,5420.0
2009,NUTS,2010,BG41,2,5295.0
2010,NUTS,2010,BG41,2,4987.0
2011,NUTS,2010,BG41,2,5060.0
2012,NUTS,2010,BG41,2,4638.0
2013,NUTS,2010,BG41,2,4596.0
2014,NUTS,2010,BG41,2,4387.0
2015,NUTS,2010,BG41,2,4112.0
2016,NUTS,2010,BG41,2,4250.0
2018,NUTS,2010,BG41,2,4078.0
2019,NUTS,2010,BG41,2,4158.0
2002,NUTS,2010,BG42,2,150.0
2003,NUTS,2010,BG42,2,157.0
2005,NUTS,2010,BG42,2,189.0
2006,NUTS,2010,BG42,2,180.0
2007,NUTS,2010,BG42,2,190.0
2008,NUTS,2010,BG42,2,262.0
2009,NUTS,2010,BG42,2,214.0
2010,NUTS,2010,BG42,2,286.0
2011,NUTS,2010,BG42,2,332.0
2012,NUTS,2010,BG42,2,298.0
2013,NUTS,2010,BG42,2,272.0
2014,NUTS,2010,BG42,2,311.0
2015,NUTS,2010,BG42,2,285.0
2016,NUTS,2010,BG42,2,305.0
2018,NUTS,2010,BG42,2,295.0
2002,NUTS,2010,BGZ,1,0.0
2003,NUTS,2010,BGZ,1,0.0
2004,NUTS,2010,BGZ,1,0.0
2005,NUTS,2010,BGZ,1,0.0
2006,NUTS,2010,BGZ,1,0.0
2007,NUTS,2010,BGZ,1,0.0
2008,NUTS,2010,BGZ,1,0.0
2009,NUTS,2010,BGZ,1,0.0
2010,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2002,NUTS,2010,BGZZ,2,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1996,NUTS,2010,CH,0,1350.0
1998,NUTS,2010,CH,0,965.0
2000,NUTS,2010,CH,0,770.0
2002,NUTS,2010,CH,0,985.0
2004,NUTS,2010,CH,0,960.0
2006,NUTS,2010,CH,0,980.0
2008,NUTS,2010,CH,0,1034.0
2010,NUTS,2010,CH,0,955.0
2012,NUTS,2010,CH,0,980.0
2014,NUTS,2010,CH,0,1089.0
2015,NUTS,2010,CH,0,1095.0
2017,NUTS,2010,CH,0,1051.0
2019,NUTS,2010,CH,0,1331.0
2010,NUTS,2010,CN_X_HK,5,303114.0
2011,NUTS,2010,CN_X_HK,5,320814.0
2012,NUTS,2010,CN_X_HK,5,339576.0
1998,NUTS,2010,CY,0,156.0
1999,NUTS,2010,CY,0,160.0
2000,NUTS,2010,CY,0,177.0
2001,NUTS,2010,CY,0,201.0
2002,NUTS,2010,CY,0,219.0
2003,NUTS,2010,CY,0,217.0
2004,NUTS,2010,CY,0,212.0
2005,NUTS,2010,CY,0,222.0
2006,NUTS,2010,CY,0,234.0
2007,NUTS,2010,CY,0,225.0
2008,NUTS,2010,CY,0,224.0
2009,NUTS,2010,CY,0,201.0
2010,NUTS,2010,CY,0,206.0
2011,NUTS,2010,CY,0,215.0
2012,NUTS,2010,CY,0,202.0
2013,NUTS,2010,CY,0,188.0
2014,NUTS,2010,CY,0,174.0
2015,NUTS,2010,CY,0,177.0
2016,NUTS,2010,CY,0,176.0
2017,NUTS,2010,CY,0,191.0
2018,NUTS,2010,CY,0,195.0
2019,NUTS,2010,CY,0,211.0
1992,NUTS,2010,CZ,0,8329.0
1993,NUTS,2010,CZ,0,4656.0
1994,NUTS,2010,CZ,0,4966.0
1995,NUTS,2010,CZ,0,6695.0
1996,NUTS,2010,CZ,0,8712.0
1997,NUTS,2010,CZ,0,8899.0
1998,NUTS,2010,CZ,0,8480.0
1999,NUTS,2010,CZ,0,7432.0
2000,NUTS,2010,CZ,0,7860.0
2001,NUTS,2010,CZ,0,7910.0
2002,NUTS,2010,CZ,0,7850.0
2003,NUTS,2010,CZ,0,7997.0
2004,NUTS,2010,CZ,0,8213.0
2005,NUTS,2010,CZ,0,9030.0
2006,NUTS,2010,CZ,0,9449.0
2007,NUTS,2010,CZ,0,9541.0
2008,NUTS,2010,CZ,0,9816.0
2009,NUTS,2010,CZ,0,8777.0
2010,NUTS,2010,CZ,0,8697.0
2011,NUTS,2010,CZ,0,8934.0
2012,NUTS,2010,CZ,0,8701.0
2013,NUTS,2010,CZ,0,9171.0
2014,NUTS,2010,CZ,0,9510.0
2015,NUTS,2010,CZ,0,9905.0
2016,NUTS,2010,CZ,0,9865.0
2017,NUTS,2010,CZ,0,10569.0
2018,NUTS,2010,CZ,0,10807.0
2019,NUTS,2010,CZ,0,10819.0
2020,NUTS,2010,CZ,0,11080.0
1992,NUTS,2010,CZ0,1,8329.0
1993,NUTS,2010,CZ0,1,4656.0
1994,NUTS,2010,CZ0,1,4966.0
1995,NUTS,2010,CZ0,1,6695.0
1996,NUTS,2010,CZ0,1,8712.0
1997,NUTS,2010,CZ0,1,8899.0
1998,NUTS,2010,CZ0,1,8480.0
1999,NUTS,2010,CZ0,1,7432.0
2000,NUTS,2010,CZ0,1,7860.0
2001,NUTS,2010,CZ0,1,7910.0
2002,NUTS,2010,CZ0,1,7850.0
2003,NUTS,2010,CZ0,1,7997.0
2004,NUTS,2010,CZ0,1,8213.0
2005,NUTS,2010,CZ0,1,9030.0
2006,NUTS,2010,CZ0,1,9449.0
2007,NUTS,2010,CZ0,1,9541.0
2008,NUTS,2010,CZ0,1,9816.0
2009,NUTS,2010,CZ0,1,8777.0
2010,NUTS,2010,CZ0,1,8697.0
2011,NUTS,2010,CZ0,1,8934.0
2012,NUTS,2010,CZ0,1,8701.0
2013,NUTS,2010,CZ0,1,9171.0
2014,NUTS,2010,CZ0,1,9510.0
2015,NUTS,2010,CZ0,1,9905.0
2016,NUTS,2010,CZ0,1,9865.0
2017,NUTS,2010,CZ0,1,10569.0
2018,NUTS,2010,CZ0,1,10807.0
2019,NUTS,2010,CZ0,1,10819.0
2020,NUTS,2010,CZ0,1,11080.0
2001,NUTS,2010,CZ01,2,5023.0
2002,NUTS,2010,CZ01,2,5038.0
2003,NUTS,2010,CZ01,2,5044.0
2004,NUTS,2010,CZ01,2,5311.0
2005,NUTS,2010,CZ01,2,6436.0
2006,NUTS,2010,CZ01,2,6631.0
2007,NUTS,2010,CZ01,2,6799.0
2008,NUTS,2010,CZ01,2,6944.0
2009,NUTS,2010,CZ01,2,6357.0
2010,NUTS,2010,CZ01,2,6277.0
2011,NUTS,2010,CZ01,2,6427.0
2012,NUTS,2010,CZ01,2,6441.0
2013,NUTS,2010,CZ01,2,6410.0
2014,NUTS,2010,CZ01,2,6822.0
2015,NUTS,2010,CZ01,2,6676.0
2016,NUTS,2010,CZ01,2,6451.0
2017,NUTS,2010,CZ01,2,6998.0
2018,NUTS,2010,CZ01,2,7031.0
2019,NUTS,2010,CZ01,2,6967.0
2020,NUTS,2010,CZ01,2,7195.0
2001,NUTS,2010,CZ02,2,452.0
2002,NUTS,2010,CZ02,2,483.0
2003,NUTS,2010,CZ02,2,697.0
2004,NUTS,2010,CZ02,2,749.0
2005,NUTS,2010,CZ02,2,696.0
2006,NUTS,2010,CZ02,2,759.0
2007,NUTS,2010,CZ02,2,723.0
2008,NUTS,2010,CZ02,2,759.0
2009,NUTS,2010,CZ02,2,607.0
2010,NUTS,2010,CZ02,2,635.0
2011,NUTS,2010,CZ02,2,609.0
2012,NUTS,2010,CZ02,2,527.0
2013,NUTS,2010,CZ02,2,689.0
2014,NUTS,2010,CZ02,2,687.0
2015,NUTS,2010,CZ02,2,1022.0
2016,NUTS,2010,CZ02,2,1174.0
2017,NUTS,2010,CZ02,2,1166.0
2018,NUTS,2010,CZ02,2,1253.0
2019,NUTS,2010,CZ02,2,1200.0
2020,NUTS,2010,CZ02,2,1175.0
2001,NUTS,2010,CZ03,2,393.0
2002,NUTS,2010,CZ03,2,408.0
2003,NUTS,2010,CZ03,2,386.0
2004,NUTS,2010,CZ03,2,359.0
2005,NUTS,2010,CZ03,2,471.0
2006,NUTS,2010,CZ03,2,551.0
2007,NUTS,2010,CZ03,2,526.0
2008,NUTS,2010,CZ03,2,567.0
2009,NUTS,2010,CZ03,2,427.0
2010,NUTS,2010,CZ03,2,419.0
2011,NUTS,2010,CZ03,2,351.0
2012,NUTS,2010,CZ03,2,301.0
2013,NUTS,2010,CZ03,2,417.0
2014,NUTS,2010,CZ03,2,477.0
2015,NUTS,2010,CZ03,2,459.0
2016,NUTS,2010,CZ03,2,509.0
2017,NUTS,2010,CZ03,2,568.0
2018,NUTS,2010,CZ03,2,556.0
2019,NUTS,2010,CZ03,2,632.0
2020,NUTS,2010,CZ03,2,621.0
2001,NUTS,2010,CZ04,2,131.0
2002,NUTS,2010,CZ04,2,44.0
2003,NUTS,2010,CZ04,2,56.0
2004,NUTS,2010,CZ04,2,67.0
2005,NUTS,2010,CZ04,2,30.0
2006,NUTS,2010,CZ04,2,62.0
2007,NUTS,2010,CZ04,2,56.0
2008,NUTS,2010,CZ04,2,75.0
2009,NUTS,2010,CZ04,2,88.0
2010,NUTS,2010,CZ04,2,49.0
2011,NUTS,2010,CZ04,2,61.0
2012,NUTS,2010,CZ04,2,74.0
2013,NUTS,2010,CZ04,2,55.0
2014,NUTS,2010,CZ04,2,58.0
2015,NUTS,2010,CZ04,2,46.0
2016,NUTS,2010,CZ04,2,55.0
2017,NUTS,2010,CZ04,2,75.0
2018,NUTS,2010,CZ04,2,85.0
2019,NUTS,2010,CZ04,2,88.0
2020,NUTS,2010,CZ04,2,63.0
2001,NUTS,2010,CZ05,2,144.0
2002,NUTS,2010,CZ05,2,104.0
2003,NUTS,2010,CZ05,2,120.0
2004,NUTS,2010,CZ05,2,219.0
2005,NUTS,2010,CZ05,2,115.0
2006,NUTS,2010,CZ05,2,126.0
2007,NUTS,2010,CZ05,2,138.0
2008,NUTS,2010,CZ05,2,132.0
2009,NUTS,2010,CZ05,2,126.0
2010,NUTS,2010,CZ05,2,122.0
2011,NUTS,2010,CZ05,2,154.0
2012,NUTS,2010,CZ05,2,123.0
2013,NUTS,2010,CZ05,2,119.0
2014,NUTS,2010,CZ05,2,121.0
2015,NUTS,2010,CZ05,2,138.0
2016,NUTS,2010,CZ05,2,129.0
2017,NUTS,2010,CZ05,2,129.0
2018,NUTS,2010,CZ05,2,136.0
2019,NUTS,2010,CZ05,2,155.0
2020,NUTS,2010,CZ05,2,149.0
2001,NUTS,2010,CZ06,2,1530.0
2002,NUTS,2010,CZ06,2,1538.0
2003,NUTS,2010,CZ06,2,1473.0
2004,NUTS,2010,CZ06,2,1357.0
2005,NUTS,2010,CZ06,2,1085.0
2006,NUTS,2010,CZ06,2,1131.0
2007,NUTS,2010,CZ06,2,1102.0
2008,NUTS,2010,CZ06,2,1118.0
2009,NUTS,2010,CZ06,2,978.0
2010,NUTS,2010,CZ06,2,1014.0
2011,NUTS,2010,CZ06,2,1192.0
2012,NUTS,2010,CZ06,2,1098.0
2013,NUTS,2010,CZ06,2,1354.0
2014,NUTS,2010,CZ06,2,1198.0
2015,NUTS,2010,CZ06,2,1394.0
2016,NUTS,2010,CZ06,2,1372.0
2017,NUTS,2010,CZ06,2,1408.0
2018,NUTS,2010,CZ06,2,1509.0
2019,NUTS,2010,CZ06,2,1542.0
2020,NUTS,2010,CZ06,2,1643.0
2001,NUTS,2010,CZ07,2,127.0
2002,NUTS,2010,CZ07,2,113.0
2003,NUTS,2010,CZ07,2,99.0
2004,NUTS,2010,CZ07,2,31.0
2005,NUTS,2010,CZ07,2,45.0
2006,NUTS,2010,CZ07,2,45.0
2007,NUTS,2010,CZ07,2,53.0
2008,NUTS,2010,CZ07,2,71.0
2009,NUTS,2010,CZ07,2,74.0
2010,NUTS,2010,CZ07,2,60.0
2011,NUTS,2010,CZ07,2,60.0
2012,NUTS,2010,CZ07,2,42.0
2013,NUTS,2010,CZ07,2,28.0
2014,NUTS,2010,CZ07,2,43.0
2015,NUTS,2010,CZ07,2,45.0
2016,NUTS,2010,CZ07,2,57.0
2017,NUTS,2010,CZ07,2,104.0
2018,NUTS,2010,CZ07,2,113.0
2019,NUTS,2010,CZ07,2,109.0
2020,NUTS,2010,CZ07,2,109.0
2001,NUTS,2010,CZ08,2,110.0
2002,NUTS,2010,CZ08,2,122.0
