year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_cte_p_mhab
2012,NUTS,2010,BE221,3,1.395
2011,NUTS,2010,BE222,3,5.67
2012,NUTS,2010,BE222,3,21.201
2011,NUTS,2010,BE223,3,2.508
2012,NUTS,2010,BE223,3,1.248
2011,NUTS,2010,BE23,2,18.441
2012,NUTS,2010,BE23,2,13.555
2011,NUTS,2010,BE231,3,12.925
2012,NUTS,2010,BE231,3,8.955
2011,NUTS,2010,BE232,3,24.445
2012,NUTS,2010,BE232,3,10.525
2012,NUTS,2010,BE233,3,3.005
2011,NUTS,2010,BE234,3,26.758
2012,NUTS,2010,BE234,3,15.39
2011,NUTS,2010,BE235,3,20.713
2012,NUTS,2010,BE235,3,4.118
2011,NUTS,2010,BE236,3,6.589
2012,NUTS,2010,BE236,3,25.662
2011,NUTS,2010,BE24,2,12.419
2012,NUTS,2010,BE24,2,14.801
2011,NUTS,2010,BE241,3,9.911
2012,NUTS,2010,BE241,3,9.332
2011,NUTS,2010,BE242,3,15.501
2012,NUTS,2010,BE242,3,21.535
2011,NUTS,2010,BE25,2,4.923
2012,NUTS,2010,BE25,2,4.924
2011,NUTS,2010,BE251,3,0.72
2012,NUTS,2010,BE251,3,0.896
2011,NUTS,2010,BE252,3,26.585
2011,NUTS,2010,BE253,3,6.576
2012,NUTS,2010,BE253,3,4.681
2011,NUTS,2010,BE254,3,7.491
2012,NUTS,2010,BE254,3,5.98
2012,NUTS,2010,BE255,3,13.018
2011,NUTS,2010,BE256,3,6.829
2012,NUTS,2010,BE256,3,6.79
2011,NUTS,2010,BE257,3,4.398
2012,NUTS,2010,BE257,3,3.611
2011,NUTS,2010,BE3,1,4.392
2012,NUTS,2010,BE3,1,4.631
2011,NUTS,2010,BE31,2,22.599
2012,NUTS,2010,BE31,2,32.753
2011,NUTS,2010,BE310,3,22.599
2012,NUTS,2010,BE310,3,32.753
2011,NUTS,2010,BE32,2,1.008
2012,NUTS,2010,BE32,2,0.377
2011,NUTS,2010,BE324,3,4.516
2011,NUTS,2010,BE325,3,2.711
2012,NUTS,2010,BE325,3,2.696
2011,NUTS,2010,BE327,3,3.438
2011,NUTS,2010,BE33,2,4.657
2012,NUTS,2010,BE33,2,3.055
2011,NUTS,2010,BE332,3,8.034
2012,NUTS,2010,BE332,3,4.864
2011,NUTS,2010,BE336,3,1.705
2012,NUTS,2010,BE336,3,4.298
2011,NUTS,2010,BE35,2,1.043
2011,NUTS,2010,BE352,3,1.64
2012,NUTS,2010,BG,0,0.136
2012,NUTS,2010,BG4,1,0.278
2012,NUTS,2010,BG41,2,0.469
2012,NUTS,2010,BG411,3,0.771
2011,NUTS,2010,CH,0,15.871
2012,NUTS,2010,CH,0,11.431
2011,NUTS,2010,CH0,1,15.554
2012,NUTS,2010,CH0,1,11.197
2011,NUTS,2010,CH01,2,22.06
2012,NUTS,2010,CH01,2,14.519
2011,NUTS,2010,CH011,3,44.022
2012,NUTS,2010,CH011,3,24.795
2011,NUTS,2010,CH013,3,2.906
2012,NUTS,2010,CH013,3,8.316
2011,NUTS,2010,CH02,2,11.477
2012,NUTS,2010,CH02,2,3.88
2011,NUTS,2010,CH021,3,10.921
2012,NUTS,2010,CH021,3,4.741
2011,NUTS,2010,CH022,3,21.006
2011,NUTS,2010,CH023,3,7.834
2012,NUTS,2010,CH023,3,3.891
2011,NUTS,2010,CH024,3,9.298
2012,NUTS,2010,CH024,3,6.929
2011,NUTS,2010,CH03,2,13.27
2012,NUTS,2010,CH03,2,17.066
2011,NUTS,2010,CH032,3,6.086
2012,NUTS,2010,CH032,3,6.065
2011,NUTS,2010,CH033,3,20.508
2012,NUTS,2010,CH033,3,27.123
2011,NUTS,2010,CH04,2,29.714
2012,NUTS,2010,CH04,2,21.438
2011,NUTS,2010,CH040,3,29.714
2012,NUTS,2010,CH040,3,21.438
2011,NUTS,2010,CH05,2,4.413
2012,NUTS,2010,CH05,2,4.641
2011,NUTS,2010,CH051,3,5.18
2011,NUTS,2010,CH052,3,13.097
2011,NUTS,2010,CH053,3,18.862
2011,NUTS,2010,CH055,3,4.636
2012,NUTS,2010,CH055,3,6.209
2011,NUTS,2010,CH056,3,0.571
2012,NUTS,2010,CH056,3,2.585
2011,NUTS,2010,CH057,3,1.328
2012,NUTS,2010,CH057,3,6.628
2011,NUTS,2010,CH06,2,12.435
2012,NUTS,2010,CH06,2,5.175
2011,NUTS,2010,CH061,3,4.634
2012,NUTS,2010,CH061,3,1.754
2011,NUTS,2010,CH062,3,28.231
2011,NUTS,2010,CH063,3,8.383
2012,NUTS,2010,CH063,3,9.601
2011,NUTS,2010,CH066,3,47.124
2012,NUTS,2010,CH066,3,15.899
2011,NUTS,2010,CH07,2,0.989
2012,NUTS,2010,CH07,2,8.904
2011,NUTS,2010,CH070,3,0.989
2012,NUTS,2010,CH070,3,8.904
2011,NUTS,2010,CZ,0,0.911
2012,NUTS,2010,CZ,0,0.365
2011,NUTS,2010,CZ0,1,0.863
2012,NUTS,2010,CZ0,1,0.365
2011,NUTS,2010,CZ01,2,1.094
2011,NUTS,2010,CZ010,3,1.094
2011,NUTS,2010,CZ02,2,1.937
2011,NUTS,2010,CZ020,3,1.937
2011,NUTS,2010,CZ04,2,3.754
2012,NUTS,2010,CZ04,2,1.176
2011,NUTS,2010,CZ041,3,12.343
2012,NUTS,2010,CZ041,3,4.387
2011,NUTS,2010,CZ042,3,0.604
2012,NUTS,2010,CZ06,2,1.49
2012,NUTS,2010,CZ064,3,2.144
2011,NUTS,2010,CZ08,2,0.81
2011,NUTS,2010,CZ080,3,0.81
2011,NUTS,2010,DE,0,12.302
2012,NUTS,2010,DE,0,10.038
2011,NUTS,2010,DE1,1,21.115
2012,NUTS,2010,DE1,1,18.529
2011,NUTS,2010,DE11,2,27.475
2012,NUTS,2010,DE11,2,25.137
2011,NUTS,2010,DE111,3,63.536
2012,NUTS,2010,DE111,3,60.141
2011,NUTS,2010,DE112,3,28.11
2012,NUTS,2010,DE112,3,15.363
2011,NUTS,2010,DE113,3,21.541
2012,NUTS,2010,DE113,3,17.614
2011,NUTS,2010,DE114,3,5.108
2012,NUTS,2010,DE114,3,3.294
2011,NUTS,2010,DE115,3,49.171
2012,NUTS,2010,DE115,3,58.943
2011,NUTS,2010,DE116,3,34.902
2012,NUTS,2010,DE116,3,17.247
2011,NUTS,2010,DE117,3,3.255
2012,NUTS,2010,DE117,3,3.622
2011,NUTS,2010,DE118,3,14.983
2012,NUTS,2010,DE118,3,7.666
2011,NUTS,2010,DE119,3,9.824
2012,NUTS,2010,DE119,3,17.734
2011,NUTS,2010,DE11A,3,5.307
2012,NUTS,2010,DE11A,3,8.119
2011,NUTS,2010,DE11C,3,3.813
2012,NUTS,2010,DE11C,3,2.524
2011,NUTS,2010,DE11D,3,2.414
2012,NUTS,2010,DE11D,3,12.083
2011,NUTS,2010,DE12,2,19.302
2012,NUTS,2010,DE12,2,21.349
2012,NUTS,2010,DE121,3,4.59
2011,NUTS,2010,DE122,3,37.59
2012,NUTS,2010,DE122,3,23.463
2011,NUTS,2010,DE123,3,24.799
2012,NUTS,2010,DE123,3,26.052
2011,NUTS,2010,DE124,3,8.246
2012,NUTS,2010,DE124,3,16.174
2011,NUTS,2010,DE125,3,35.096
2012,NUTS,2010,DE125,3,58.476
2011,NUTS,2010,DE126,3,10.857
2012,NUTS,2010,DE126,3,3.715
2011,NUTS,2010,DE128,3,26.729
2012,NUTS,2010,DE128,3,31.996
2011,NUTS,2010,DE129,3,11.855
2012,NUTS,2010,DE129,3,2.734
2011,NUTS,2010,DE12A,3,1.59
2012,NUTS,2010,DE12A,3,2.103
2011,NUTS,2010,DE12B,3,24.238
2012,NUTS,2010,DE12B,3,42.441
2012,NUTS,2010,DE12C,3,4.213
2011,NUTS,2010,DE13,2,11.677
2012,NUTS,2010,DE13,2,6.968
2011,NUTS,2010,DE131,3,8.564
2012,NUTS,2010,DE131,3,7.986
2011,NUTS,2010,DE132,3,3.462
2012,NUTS,2010,DE132,3,1.982
2011,NUTS,2010,DE133,3,20.02
2012,NUTS,2010,DE133,3,19.968
2011,NUTS,2010,DE134,3,5.988
2012,NUTS,2010,DE134,3,3.47
2012,NUTS,2010,DE135,3,10.092
2011,NUTS,2010,DE136,3,43.576
2012,NUTS,2010,DE136,3,6.45
2011,NUTS,2010,DE137,3,19.45
2012,NUTS,2010,DE137,3,7.451
2011,NUTS,2010,DE138,3,3.584
2012,NUTS,2010,DE138,3,10.23
2011,NUTS,2010,DE139,3,8.399
2012,NUTS,2010,DE139,3,3.001
2011,NUTS,2010,DE13A,3,16.552
2012,NUTS,2010,DE13A,3,7.047
2011,NUTS,2010,DE14,2,21.267
2012,NUTS,2010,DE14,2,13.676
2011,NUTS,2010,DE141,3,60.62
2012,NUTS,2010,DE141,3,23.059
2011,NUTS,2010,DE142,3,38.092
2012,NUTS,2010,DE142,3,23.336
2012,NUTS,2010,DE143,3,2.664
2011,NUTS,2010,DE144,3,39.495
2012,NUTS,2010,DE144,3,42.774
2011,NUTS,2010,DE145,3,8.805
2012,NUTS,2010,DE145,3,10.694
2011,NUTS,2010,DE146,3,7.923
2012,NUTS,2010,DE146,3,14.932
2011,NUTS,2010,DE147,3,7.103
2012,NUTS,2010,DE147,3,6.914
2011,NUTS,2010,DE148,3,12.637
2012,NUTS,2010,DE148,3,3.598
2011,NUTS,2010,DE2,1,28.052
2012,NUTS,2010,DE2,1,23.668
2011,NUTS,2010,DE21,2,45.572
2012,NUTS,2010,DE21,2,38.657
2011,NUTS,2010,DE211,3,28.62
2012,NUTS,2010,DE211,3,40.795
2011,NUTS,2010,DE212,3,84.43
2012,NUTS,2010,DE212,3,63.722
2012,NUTS,2010,DE213,3,17.558
2011,NUTS,2010,DE214,3,1.3
2011,NUTS,2010,DE215,3,1.953
2012,NUTS,2010,DE215,3,12.137
2011,NUTS,2010,DE216,3,17.816
2012,NUTS,2010,DE216,3,12.506
2011,NUTS,2010,DE217,3,28.871
2012,NUTS,2010,DE217,3,21.966
2011,NUTS,2010,DE218,3,55.96
2012,NUTS,2010,DE218,3,127.047
2011,NUTS,2010,DE219,3,13.358
2012,NUTS,2010,DE219,3,25.891
2011,NUTS,2010,DE21A,3,17.872
2012,NUTS,2010,DE21A,3,16.925
2011,NUTS,2010,DE21B,3,9.016
2012,NUTS,2010,DE21B,3,0.476
2011,NUTS,2010,DE21C,3,22.294
2012,NUTS,2010,DE21C,3,25.298
2012,NUTS,2010,DE21D,3,23.098
2011,NUTS,2010,DE21E,3,42.312
2012,NUTS,2010,DE21E,3,4.34
2011,NUTS,2010,DE21F,3,29.59
2012,NUTS,2010,DE21F,3,36.469
2011,NUTS,2010,DE21G,3,9.068
2012,NUTS,2010,DE21G,3,9.035
2011,NUTS,2010,DE21H,3,120.892
2012,NUTS,2010,DE21H,3,69.276
2011,NUTS,2010,DE21I,3,2.735
2011,NUTS,2010,DE21J,3,8.52
2012,NUTS,2010,DE21J,3,4.232
2011,NUTS,2010,DE21K,3,11.33
2012,NUTS,2010,DE21K,3,15.253
2011,NUTS,2010,DE21L,3,35.154
2012,NUTS,2010,DE21L,3,22.798
2011,NUTS,2010,DE21M,3,3.812
2012,NUTS,2010,DE21M,3,30.845
2011,NUTS,2010,DE21N,3,8.249
2012,NUTS,2010,DE21N,3,12.725
2011,NUTS,2010,DE22,2,8.887
2012,NUTS,2010,DE22,2,3.748
2011,NUTS,2010,DE221,3,21.025
2011,NUTS,2010,DE223,3,67.492
2012,NUTS,2010,DE223,3,38.011
2011,NUTS,2010,DE225,3,12.611
2011,NUTS,2010,DE226,3,2.917
2012,NUTS,2010,DE226,3,10.285
2011,NUTS,2010,DE227,3,19.491
2012,NUTS,2010,DE227,3,8.031
2011,NUTS,2010,DE229,3,12.666
2011,NUTS,2010,DE22A,3,8.478
2012,NUTS,2010,DE22B,3,4.088
2011,NUTS,2010,DE23,2,16.094
2012,NUTS,2010,DE23,2,13.638
2011,NUTS,2010,DE231,3,7.542
2012,NUTS,2010,DE231,3,28.716
2011,NUTS,2010,DE232,3,19.702
2012,NUTS,2010,DE232,3,26.725
2012,NUTS,2010,DE233,3,11.918
2011,NUTS,2010,DE234,3,74.444
2012,NUTS,2010,DE234,3,13.561
2011,NUTS,2010,DE236,3,7.827
2012,NUTS,2010,DE236,3,3.909
2011,NUTS,2010,DE237,3,10.287
2012,NUTS,2010,DE237,3,5.167
2011,NUTS,2010,DE238,3,9.413
2012,NUTS,2010,DE238,3,20.395
2011,NUTS,2010,DE239,3,12.815
2012,NUTS,2010,DE239,3,22.181
2011,NUTS,2010,DE23A,3,13.369
2011,NUTS,2010,DE24,2,14.347
2012,NUTS,2010,DE24,2,11.383
2011,NUTS,2010,DE241,3,10.714
2012,NUTS,2010,DE244,3,27.231
2011,NUTS,2010,DE245,3,7.766
2012,NUTS,2010,DE245,3,15.24
2011,NUTS,2010,DE246,3,14.137
2012,NUTS,2010,DE246,3,4.729
2011,NUTS,2010,DE248,3,76.736
2012,NUTS,2010,DE248,3,63.6
2011,NUTS,2010,DE249,3,3.292
2012,NUTS,2010,DE24B,3,13.527
2011,NUTS,2010,DE24C,3,44.061
2011,NUTS,2010,DE25,2,52.554
2012,NUTS,2010,DE25,2,43.594
2011,NUTS,2010,DE252,3,367.418
2012,NUTS,2010,DE252,3,160.074
2011,NUTS,2010,DE253,3,25.735
2012,NUTS,2010,DE253,3,63.017
2011,NUTS,2010,DE254,3,38.524
2012,NUTS,2010,DE254,3,44.908
2011,NUTS,2010,DE255,3,25.721
2012,NUTS,2010,DE255,3,65.964
2011,NUTS,2010,DE256,3,7.614
2012,NUTS,2010,DE256,3,6.015
2011,NUTS,2010,DE257,3,106.734
2012,NUTS,2010,DE257,3,81.864
2011,NUTS,2010,DE258,3,27.872
2012,NUTS,2010,DE258,3,38.226
2011,NUTS,2010,DE259,3,22.254
2012,NUTS,2010,DE259,3,21.539
2011,NUTS,2010,DE25A,3,20.501
2011,NUTS,2010,DE25B,3,27.539
2012,NUTS,2010,DE25B,3,41.942
2011,NUTS,2010,DE26,2,1.897
2012,NUTS,2010,DE26,2,4.943
2011,NUTS,2010,DE261,3,7.28
2012,NUTS,2010,DE261,3,14.533
2012,NUTS,2010,DE262,3,24.978
2012,NUTS,2010,DE264,3,1.917
2012,NUTS,2010,DE266,3,6.074
2012,NUTS,2010,DE267,3,3.894
2012,NUTS,2010,DE269,3,23.47
2011,NUTS,2010,DE26A,3,7.827
2011,NUTS,2010,DE26B,3,4.425
2011,NUTS,2010,DE26C,3,3.129
2011,NUTS,2010,DE27,2,9.098
2012,NUTS,2010,DE27,2,7.83
2011,NUTS,2010,DE271,3,8.5
2012,NUTS,2010,DE271,3,11.251
2011,NUTS,2010,DE274,3,3.169
2012,NUTS,2010,DE274,3,8.043
2011,NUTS,2010,DE275,3,18.913
2012,NUTS,2010,DE275,3,5.839
2011,NUTS,2010,DE276,3,7.914
2012,NUTS,2010,DE276,3,8.383
2011,NUTS,2010,DE277,3,4.276
2012,NUTS,2010,DE277,3,8.26
2011,NUTS,2010,DE278,3,8.302
2012,NUTS,2010,DE278,3,5.242
2011,NUTS,2010,DE279,3,8.582
2012,NUTS,2010,DE279,3,10.533
2011,NUTS,2010,DE27A,3,7.647
2012,NUTS,2010,DE27A,3,12.516
2011,NUTS,2010,DE27B,3,10.681
2012,NUTS,2010,DE27B,3,6.195
2011,NUTS,2010,DE27D,3,23.901
2012,NUTS,2010,DE27D,3,20.136
2011,NUTS,2010,DE27E,3,10.805
2012,NUTS,2010,DE27E,3,2.201
2011,NUTS,2010,DE3,1,17.135
2012,NUTS,2010,DE3,1,12.645
2011,NUTS,2010,DE30,2,17.135
2012,NUTS,2010,DE30,2,12.645
2011,NUTS,2010,DE300,3,17.135
2012,NUTS,2010,DE300,3,12.645
2011,NUTS,2010,DE4,1,6.236
2012,NUTS,2010,DE4,1,4.195
2011,NUTS,2010,DE40,2,6.236
2012,NUTS,2010,DE40,2,4.195
2011,NUTS,2010,DE401,3,4.598
2011,NUTS,2010,DE404,3,11.982
2012,NUTS,2010,DE404,3,5.349
2011,NUTS,2010,DE405,3,12.723
2012,NUTS,2010,DE405,3,5.425
2012,NUTS,2010,DE406,3,1.795
2011,NUTS,2010,DE408,3,5.359
2012,NUTS,2010,DE408,3,12.369
2011,NUTS,2010,DE409,3,8.504
2011,NUTS,2010,DE40A,3,26.24
2012,NUTS,2010,DE40A,3,24.176
2011,NUTS,2010,DE40C,3,6.527
2012,NUTS,2010,DE40D,3,9.794
2011,NUTS,2010,DE40E,3,5.705
2012,NUTS,2010,DE40E,3,1.604
2011,NUTS,2010,DE40G,3,3.956
2011,NUTS,2010,DE40H,3,3.098
2012,NUTS,2010,DE40H,3,1.238
2011,NUTS,2010,DE5,1,8.324
2012,NUTS,2010,DE5,1,0.907
2011,NUTS,2010,DE50,2,8.324
2012,NUTS,2010,DE50,2,0.907
2011,NUTS,2010,DE501,3,10.049
2012,NUTS,2010,DE501,3,1.094
2011,NUTS,2010,DE6,1,7.294
2012,NUTS,2010,DE6,1,7.132
2011,NUTS,2010,DE60,2,7.294
2012,NUTS,2010,DE60,2,7.132
2011,NUTS,2010,DE600,3,7.294
2012,NUTS,2010,DE600,3,7.132
2011,NUTS,2010,DE7,1,11.917
2012,NUTS,2010,DE7,1,9.752
2011,NUTS,2010,DE71,2,17.601
2012,NUTS,2010,DE71,2,13.088
2011,NUTS,2010,DE711,3,42.589
2012,NUTS,2010,DE711,3,66.219
2011,NUTS,2010,DE712,3,10.255
2012,NUTS,2010,DE712,3,9.284
2012,NUTS,2010,DE713,3,4.075
2011,NUTS,2010,DE714,3,6.16
2012,NUTS,2010,DE714,3,5.378
2011,NUTS,2010,DE715,3,17.78
2012,NUTS,2010,DE715,3,20.281
2011,NUTS,2010,DE716,3,17.808
2012,NUTS,2010,DE716,3,18.067
2011,NUTS,2010,DE717,3,3.256
2012,NUTS,2010,DE717,3,1.789
2011,NUTS,2010,DE718,3,3.078
2012,NUTS,2010,DE718,3,7.139
2011,NUTS,2010,DE719,3,0.614
2012,NUTS,2010,DE719,3,2.769
2011,NUTS,2010,DE71A,3,27.485
2012,NUTS,2010,DE71A,3,9.848
2011,NUTS,2010,DE71B,3,5.153
2011,NUTS,2010,DE71C,3,94.007
2012,NUTS,2010,DE71C,3,39.693
2011,NUTS,2010,DE71D,3,1.802
2011,NUTS,2010,DE71E,3,5.704
2012,NUTS,2010,DE71E,3,7.975
2011,NUTS,2010,DE72,2,3.909
2012,NUTS,2010,DE72,2,7.416
2011,NUTS,2010,DE721,3,4.172
2012,NUTS,2010,DE721,3,0.971
2011,NUTS,2010,DE722,3,1.302
2012,NUTS,2010,DE722,3,17.823
2012,NUTS,2010,DE723,3,5.87
2011,NUTS,2010,DE724,3,10.634
2012,NUTS,2010,DE724,3,1.834
2012,NUTS,2010,DE725,3,13.82
2011,NUTS,2010,DE73,2,1.024
2012,NUTS,2010,DE73,2,1.233
2011,NUTS,2010,DE733,3,2.045
2012,NUTS,2010,DE734,3,4.23
2011,NUTS,2010,DE735,3,5.476
2012,NUTS,2010,DE735,3,2.754
2011,NUTS,2010,DE8,1,0.609
2012,NUTS,2010,DE8,1,0.734
2011,NUTS,2010,DE80,2,0.609
2012,NUTS,2010,DE80,2,0.734
2011,NUTS,2010,DE801,3,18.312
2012,NUTS,2010,DE801,3,3.088
2012,NUTS,2010,DE803,3,2.448
2012,NUTS,2010,DE804,3,1.784
2012,NUTS,2010,DE807,3,1.454
2012,NUTS,2010,DE80D,3,1.912
2011,NUTS,2010,DE9,1,6.993
2012,NUTS,2010,DE9,1,5.499
2011,NUTS,2010,DE91,2,6.164
2012,NUTS,2010,DE91,2,5.262
2011,NUTS,2010,DE911,3,27.444
2012,NUTS,2010,DE911,3,4.989
2011,NUTS,2010,DE913,3,14.409
2011,NUTS,2010,DE914,3,4.808
2012,NUTS,2010,DE914,3,2.616
2012,NUTS,2010,DE915,3,20.994
2011,NUTS,2010,DE91A,3,1.901
2011,NUTS,2010,DE91B,3,2.049
2012,NUTS,2010,DE91B,3,10.934
2011,NUTS,2010,DE92,2,16.819
2012,NUTS,2010,DE92,2,13.74
2012,NUTS,2010,DE922,3,4.686
2012,NUTS,2010,DE923,3,11.986
2011,NUTS,2010,DE925,3,13.081
2012,NUTS,2010,DE925,3,14.836
2011,NUTS,2010,DE928,3,4.358
2012,NUTS,2010,DE928,3,2.066
2011,NUTS,2010,DE929,3,27.885
2012,NUTS,2010,DE929,3,19.402
2011,NUTS,2010,DE93,2,3.002
2012,NUTS,2010,DE93,2,2.663
2011,NUTS,2010,DE933,3,4.051
2012,NUTS,2010,DE933,3,5.363
2011,NUTS,2010,DE936,3,1.52
2011,NUTS,2010,DE938,3,1.79
2012,NUTS,2010,DE938,3,4.828
2011,NUTS,2010,DE939,3,10.145
2012,NUTS,2010,DE939,3,12.657
2011,NUTS,2010,DE93B,3,12.522
2011,NUTS,2010,DE94,2,1.776
2012,NUTS,2010,DE94,2,0.484
2011,NUTS,2010,DE943,3,8.201
2012,NUTS,2010,DE943,3,6.155
2011,NUTS,2010,DE946,3,2.797
2011,NUTS,2010,DE947,3,2.646
2011,NUTS,2010,DE94A,3,6.727
2011,NUTS,2010,DE94D,3,1.336
2011,NUTS,2010,DE94E,3,0.562
2012,NUTS,2010,DE94F,3,1.465
2011,NUTS,2010,DE94G,3,13.22
2011,NUTS,2010,DEA,1,7.728
2012,NUTS,2010,DEA,1,5.824
2011,NUTS,2010,DEA1,2,4.123
2012,NUTS,2010,DEA1,2,3.897
2011,NUTS,2010,DEA11,3,4.807
2012,NUTS,2010,DEA11,3,9.419
2011,NUTS,2010,DEA12,3,10.07
2012,NUTS,2010,DEA12,3,5.799
2011,NUTS,2010,DEA13,3,0.731
2012,NUTS,2010,DEA13,3,1.447
2011,NUTS,2010,DEA14,3,3.02
2012,NUTS,2010,DEA14,3,1.067
2012,NUTS,2010,DEA15,3,1.944
2012,NUTS,2010,DEA16,3,5.982
2011,NUTS,2010,DEA18,3,6.783
2012,NUTS,2010,DEA19,3,2.066
2011,NUTS,2010,DEA1A,3,4.346
2012,NUTS,2010,DEA1A,3,7.669
2012,NUTS,2010,DEA1B,3,1.623
2011,NUTS,2010,DEA1C,3,2.02
2012,NUTS,2010,DEA1C,3,2.022
2011,NUTS,2010,DEA1D,3,3.271
2012,NUTS,2010,DEA1D,3,6.196
2011,NUTS,2010,DEA1E,3,6.657
2012,NUTS,2010,DEA1E,3,1.101
2011,NUTS,2010,DEA1F,3,12.099
2012,NUTS,2010,DEA1F,3,3.21
2011,NUTS,2010,DEA2,2,12.238
2012,NUTS,2010,DEA2,2,7.218
2011,NUTS,2010,DEA22,3,35.488
2012,NUTS,2010,DEA22,3,14.943
2011,NUTS,2010,DEA23,3,6.583
2012,NUTS,2010,DEA23,3,5.053
2011,NUTS,2010,DEA24,3,3.11
2012,NUTS,2010,DEA24,3,5.149
2011,NUTS,2010,DEA26,3,16.51
2012,NUTS,2010,DEA26,3,7.787
2011,NUTS,2010,DEA27,3,0.711
2012,NUTS,2010,DEA27,3,2.814
2012,NUTS,2010,DEA28,3,2.623
2011,NUTS,2010,DEA29,3,5.727
2012,NUTS,2010,DEA29,3,1.962
2011,NUTS,2010,DEA2A,3,2.386
2012,NUTS,2010,DEA2A,3,10.732
2011,NUTS,2010,DEA2B,3,9.678
2012,NUTS,2010,DEA2B,3,6.337
2011,NUTS,2010,DEA2C,3,2.422
2012,NUTS,2010,DEA2C,3,3.714
2011,NUTS,2010,DEA2D,3,42.583
2012,NUTS,2010,DEA2D,3,16.884
2011,NUTS,2010,DEA3,2,4.957
2012,NUTS,2010,DEA3,2,2.652
2011,NUTS,2010,DEA31,3,4.282
2011,NUTS,2010,DEA33,3,1.179
2012,NUTS,2010,DEA33,3,1.714
2011,NUTS,2010,DEA34,3,12.174
2012,NUTS,2010,DEA34,3,2.709
2011,NUTS,2010,DEA35,3,3.048
2012,NUTS,2010,DEA35,3,1.508
2011,NUTS,2010,DEA36,3,6.727
2012,NUTS,2010,DEA36,3,4.093
2011,NUTS,2010,DEA37,3,5.932
2012,NUTS,2010,DEA37,3,2.261
2012,NUTS,2010,DEA38,3,5.414
2011,NUTS,2010,DEA4,2,4.479
2012,NUTS,2010,DEA4,2,7.497
2011,NUTS,2010,DEA41,3,0.619
2012,NUTS,2010,DEA41,3,3.092
2011,NUTS,2010,DEA42,3,6.219
2012,NUTS,2010,DEA42,3,2.82
