year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pnp_rse_fte_f
2017,NUTS,2010,ITF5,2,2.0
2018,NUTS,2010,ITF5,2,2.0
2019,NUTS,2010,ITF5,2,2.0
2011,NUTS,2010,ITF6,2,2.0
2015,NUTS,2010,ITF6,2,1.0
2016,NUTS,2010,ITF6,2,2.0
2017,NUTS,2010,ITF6,2,0.0
2018,NUTS,2010,ITF6,2,1.0
2019,NUTS,2010,ITF6,2,1.0
2011,NUTS,2010,ITG,1,52.0
2012,NUTS,2010,ITG,1,53.0
2013,NUTS,2010,ITG,1,64.0
2014,NUTS,2010,ITG,1,47.0
2015,NUTS,2010,ITG,1,61.0
2016,NUTS,2010,ITG,1,65.0
2017,NUTS,2010,ITG,1,68.0
2018,NUTS,2010,ITG,1,48.0
2019,NUTS,2010,ITG,1,60.0
2011,NUTS,2010,ITG1,2,47.0
2012,NUTS,2010,ITG1,2,50.0
2013,NUTS,2010,ITG1,2,59.0
2014,NUTS,2010,ITG1,2,42.0
2015,NUTS,2010,ITG1,2,54.0
2016,NUTS,2010,ITG1,2,52.0
2017,NUTS,2010,ITG1,2,59.0
2018,NUTS,2010,ITG1,2,40.0
2019,NUTS,2010,ITG1,2,52.0
2011,NUTS,2010,ITG2,2,4.0
2012,NUTS,2010,ITG2,2,2.0
2013,NUTS,2010,ITG2,2,5.0
2014,NUTS,2010,ITG2,2,5.0
2015,NUTS,2010,ITG2,2,7.0
2016,NUTS,2010,ITG2,2,13.0
2017,NUTS,2010,ITG2,2,9.0
2018,NUTS,2010,ITG2,2,8.0
2019,NUTS,2010,ITG2,2,8.0
2011,NUTS,2010,ITH,1,129.0
2012,NUTS,2010,ITH,1,158.0
2013,NUTS,2010,ITH,1,195.0
2014,NUTS,2010,ITH,1,367.0
2015,NUTS,2010,ITH,1,419.0
2016,NUTS,2010,ITH,1,387.0
2017,NUTS,2010,ITH,1,400.0
2018,NUTS,2010,ITH,1,359.0
2019,NUTS,2010,ITH,1,432.0
2011,NUTS,2010,ITH1,2,1.0
2012,NUTS,2010,ITH1,2,2.0
2013,NUTS,2010,ITH1,2,1.0
2014,NUTS,2010,ITH1,2,154.0
2015,NUTS,2010,ITH1,2,153.0
2016,NUTS,2010,ITH1,2,132.0
2017,NUTS,2010,ITH1,2,167.0
2018,NUTS,2010,ITH1,2,143.0
2019,NUTS,2010,ITH1,2,167.0
2011,NUTS,2010,ITH2,2,31.0
2012,NUTS,2010,ITH2,2,28.0
2013,NUTS,2010,ITH2,2,23.0
2014,NUTS,2010,ITH2,2,24.0
2015,NUTS,2010,ITH2,2,20.0
2016,NUTS,2010,ITH2,2,21.0
2017,NUTS,2010,ITH2,2,13.0
2018,NUTS,2010,ITH2,2,12.0
2019,NUTS,2010,ITH2,2,13.0
2011,NUTS,2010,ITH3,2,61.0
2012,NUTS,2010,ITH3,2,65.0
2013,NUTS,2010,ITH3,2,90.0
2014,NUTS,2010,ITH3,2,97.0
2015,NUTS,2010,ITH3,2,133.0
2016,NUTS,2010,ITH3,2,121.0
2017,NUTS,2010,ITH3,2,105.0
2018,NUTS,2010,ITH3,2,100.0
2019,NUTS,2010,ITH3,2,161.0
2011,NUTS,2010,ITH4,2,22.0
2012,NUTS,2010,ITH4,2,29.0
2013,NUTS,2010,ITH4,2,31.0
2014,NUTS,2010,ITH4,2,39.0
2015,NUTS,2010,ITH4,2,52.0
2016,NUTS,2010,ITH4,2,32.0
2017,NUTS,2010,ITH4,2,42.0
2018,NUTS,2010,ITH4,2,37.0
2019,NUTS,2010,ITH4,2,35.0
2011,NUTS,2010,ITH5,2,15.0
2012,NUTS,2010,ITH5,2,35.0
2013,NUTS,2010,ITH5,2,50.0
2014,NUTS,2010,ITH5,2,53.0
2015,NUTS,2010,ITH5,2,61.0
2016,NUTS,2010,ITH5,2,82.0
2017,NUTS,2010,ITH5,2,73.0
2018,NUTS,2010,ITH5,2,67.0
2019,NUTS,2010,ITH5,2,57.0
2011,NUTS,2010,ITI,1,568.0
2012,NUTS,2010,ITI,1,569.0
2013,NUTS,2010,ITI,1,586.0
2014,NUTS,2010,ITI,1,554.0
2017,NUTS,2010,ITI,1,737.0
2018,NUTS,2010,ITI,1,715.0
2019,NUTS,2010,ITI,1,816.0
2011,NUTS,2010,ITI1,2,69.0
2012,NUTS,2010,ITI1,2,90.0
2013,NUTS,2010,ITI1,2,82.0
2014,NUTS,2010,ITI1,2,82.0
2015,NUTS,2010,ITI1,2,117.0
2016,NUTS,2010,ITI1,2,119.0
2017,NUTS,2010,ITI1,2,114.0
2018,NUTS,2010,ITI1,2,127.0
2019,NUTS,2010,ITI1,2,135.0
2011,NUTS,2010,ITI2,2,1.0
2012,NUTS,2010,ITI2,2,1.0
2013,NUTS,2010,ITI2,2,1.0
2014,NUTS,2010,ITI2,2,1.0
2017,NUTS,2010,ITI2,2,1.0
2018,NUTS,2010,ITI2,2,5.0
2019,NUTS,2010,ITI2,2,4.0
2011,NUTS,2010,ITI3,2,1.0
2012,NUTS,2010,ITI3,2,1.0
2013,NUTS,2010,ITI3,2,1.0
2014,NUTS,2010,ITI3,2,2.0
2015,NUTS,2010,ITI3,2,1.0
2016,NUTS,2010,ITI3,2,3.0
2017,NUTS,2010,ITI3,2,5.0
2018,NUTS,2010,ITI3,2,6.0
2019,NUTS,2010,ITI3,2,6.0
2011,NUTS,2010,ITI4,2,497.0
2012,NUTS,2010,ITI4,2,477.0
2013,NUTS,2010,ITI4,2,504.0
2014,NUTS,2010,ITI4,2,470.0
2015,NUTS,2010,ITI4,2,533.0
2016,NUTS,2010,ITI4,2,506.0
2017,NUTS,2010,ITI4,2,617.0
2018,NUTS,2010,ITI4,2,578.0
2019,NUTS,2010,ITI4,2,670.0
2011,NUTS,2010,ME,0,5.0
2013,NUTS,2010,ME,0,11.0
2014,NUTS,2010,ME,0,12.0
2015,NUTS,2010,ME,0,10.0
2017,NUTS,2010,ME,0,5.0
2018,NUTS,2010,ME,0,9.0
2019,NUTS,2010,ME,0,1.0
2015,NUTS,2010,MK,0,9.0
2016,NUTS,2010,MK,0,35.0
2017,NUTS,2010,MK,0,25.0
2018,NUTS,2010,MK,0,23.0
2019,NUTS,2010,MK,0,16.0
2011,NUTS,2010,PL,0,24.0
2012,NUTS,2010,PL,0,66.0
2013,NUTS,2010,PL,0,53.0
2014,NUTS,2010,PL,0,49.0
2015,NUTS,2010,PL,0,51.0
2016,NUTS,2010,PL,0,291.0
2017,NUTS,2010,PL,0,416.0
2018,NUTS,2010,PL,0,414.0
2019,NUTS,2010,PL,0,332.0
2011,NUTS,2010,PL1,1,17.0
2013,NUTS,2010,PL1,1,30.0
2014,NUTS,2010,PL1,1,25.0
2015,NUTS,2010,PL1,1,27.0
2013,NUTS,2010,PL11,2,11.0
2012,NUTS,2010,PL12,2,24.0
2013,NUTS,2010,PL12,2,19.0
2011,NUTS,2010,PL2,1,3.0
2013,NUTS,2010,PL2,1,17.0
2014,NUTS,2010,PL2,1,14.0
2015,NUTS,2010,PL2,1,9.0
2016,NUTS,2010,PL2,1,46.0
2017,NUTS,2010,PL2,1,92.0
2018,NUTS,2010,PL2,1,80.0
2019,NUTS,2010,PL2,1,39.0
2011,NUTS,2010,PL21,2,3.0
2015,NUTS,2010,PL21,2,9.0
2017,NUTS,2010,PL21,2,45.0
2018,NUTS,2010,PL21,2,30.0
2019,NUTS,2010,PL21,2,19.0
2011,NUTS,2010,PL22,2,0.0
2012,NUTS,2010,PL22,2,0.0
2015,NUTS,2010,PL22,2,0.0
2017,NUTS,2010,PL22,2,47.0
2018,NUTS,2010,PL22,2,50.0
2019,NUTS,2010,PL22,2,21.0
2013,NUTS,2010,PL3,1,2.0
2011,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL31,2,0.0
2013,NUTS,2010,PL31,2,0.0
2014,NUTS,2010,PL31,2,0.0
2015,NUTS,2010,PL31,2,0.0
2012,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL4,1,8.0
2016,NUTS,2010,PL4,1,27.0
2018,NUTS,2010,PL4,1,19.0
2019,NUTS,2010,PL4,1,12.0
2011,NUTS,2010,PL41,2,0.0
2018,NUTS,2010,PL41,2,16.0
2018,NUTS,2010,PL42,2,3.0
2012,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2018,NUTS,2010,PL43,2,0.0
2019,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL5,1,3.0
2015,NUTS,2010,PL51,2,2.0
2016,NUTS,2010,PL51,2,10.0
2019,NUTS,2010,PL51,2,11.0
2012,NUTS,2010,PL52,2,0.0
2011,NUTS,2010,PL6,1,0.0
2013,NUTS,2010,PL6,1,0.0
2014,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2018,NUTS,2010,PL6,1,31.0
2019,NUTS,2010,PL6,1,52.0
2011,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2014,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2012,NUTS,2010,PL62,2,0.0
2013,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,0.0
2014,NUTS,2010,PL63,2,0.0
2015,NUTS,2010,PL63,2,0.0
2016,NUTS,2010,PL63,2,5.0
2017,NUTS,2010,PL63,2,12.0
2018,NUTS,2010,PL63,2,13.0
2019,NUTS,2010,PL63,2,14.0
2016,NUTS,2010,PL7,1,19.0
2018,NUTS,2010,PL7,1,56.0
2019,NUTS,2010,PL71,2,45.0
2016,NUTS,2010,PL8,1,8.0
2018,NUTS,2010,PL82,2,3.0
2016,NUTS,2010,PL9,1,165.0
2017,NUTS,2010,PL9,1,180.0
2018,NUTS,2010,PL9,1,128.0
2019,NUTS,2010,PL9,1,146.0
2018,NUTS,2010,PL91,2,128.0
2019,NUTS,2010,PL91,2,146.0
2018,NUTS,2010,PL92,2,0.0
2019,NUTS,2010,PL92,2,0.0
2011,NUTS,2010,PT,0,2548.0
2012,NUTS,2010,PT,0,2280.0
2013,NUTS,2010,PT,0,288.0
2014,NUTS,2010,PT,0,276.0
2015,NUTS,2010,PT,0,252.0
2016,NUTS,2010,PT,0,245.0
2017,NUTS,2010,PT,0,244.0
2018,NUTS,2010,PT,0,255.0
2019,NUTS,2010,PT,0,274.0
2020,NUTS,2010,PT,0,397.0
2011,NUTS,2010,PT1,1,2505.0
2012,NUTS,2010,PT1,1,2241.0
2013,NUTS,2010,PT1,1,288.0
2014,NUTS,2010,PT1,1,273.0
2015,NUTS,2010,PT1,1,250.0
2016,NUTS,2010,PT1,1,243.0
2017,NUTS,2010,PT1,1,240.0
2018,NUTS,2010,PT1,1,254.0
2019,NUTS,2010,PT1,1,274.0
2020,NUTS,2010,PT1,1,392.0
2011,NUTS,2010,PT11,2,878.0
2012,NUTS,2010,PT11,2,863.0
2013,NUTS,2010,PT11,2,10.0
2014,NUTS,2010,PT11,2,13.0
2015,NUTS,2010,PT11,2,16.0
2016,NUTS,2010,PT11,2,16.0
2017,NUTS,2010,PT11,2,19.0
2018,NUTS,2010,PT11,2,18.0
2019,NUTS,2010,PT11,2,23.0
2020,NUTS,2010,PT11,2,73.0
2011,NUTS,2010,PT15,2,2.0
2012,NUTS,2010,PT15,2,0.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,3.0
2011,NUTS,2010,PT16,2,512.0
2012,NUTS,2010,PT16,2,440.0
2013,NUTS,2010,PT16,2,5.0
2014,NUTS,2010,PT16,2,5.0
2015,NUTS,2010,PT16,2,5.0
2016,NUTS,2010,PT16,2,4.0
2017,NUTS,2010,PT16,2,6.0
2018,NUTS,2010,PT16,2,8.0
2019,NUTS,2010,PT16,2,10.0
2020,NUTS,2010,PT16,2,51.0
2011,NUTS,2010,PT17,2,1113.0
2012,NUTS,2010,PT17,2,938.0
2013,NUTS,2010,PT17,2,272.0
2014,NUTS,2010,PT17,2,255.0
2015,NUTS,2010,PT17,2,229.0
2016,NUTS,2010,PT17,2,222.0
2017,NUTS,2010,PT17,2,214.0
2018,NUTS,2010,PT17,2,227.0
2019,NUTS,2010,PT17,2,241.0
2020,NUTS,2010,PT17,2,254.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,0.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,0.0
2017,NUTS,2010,PT18,2,1.0
2018,NUTS,2010,PT18,2,1.0
2019,NUTS,2010,PT18,2,0.0
2020,NUTS,2010,PT18,2,11.0
2011,NUTS,2010,PT2,1,32.0
2012,NUTS,2010,PT2,1,31.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,0.0
2018,NUTS,2010,PT2,1,0.0
2019,NUTS,2010,PT2,1,0.0
2020,NUTS,2010,PT2,1,4.0
2011,NUTS,2010,PT20,2,32.0
2012,NUTS,2010,PT20,2,31.0
2013,NUTS,2010,PT20,2,0.0
2014,NUTS,2010,PT20,2,0.0
2015,NUTS,2010,PT20,2,0.0
2016,NUTS,2010,PT20,2,0.0
2017,NUTS,2010,PT20,2,0.0
2018,NUTS,2010,PT20,2,0.0
2019,NUTS,2010,PT20,2,0.0
2020,NUTS,2010,PT20,2,4.0
2011,NUTS,2010,PT3,1,11.0
2012,NUTS,2010,PT3,1,8.0
2013,NUTS,2010,PT3,1,0.0
2014,NUTS,2010,PT3,1,3.0
2015,NUTS,2010,PT3,1,2.0
2016,NUTS,2010,PT3,1,2.0
2017,NUTS,2010,PT3,1,3.0
2018,NUTS,2010,PT3,1,1.0
2019,NUTS,2010,PT3,1,0.0
2020,NUTS,2010,PT3,1,1.0
2011,NUTS,2010,PT30,2,11.0
2012,NUTS,2010,PT30,2,8.0
2013,NUTS,2010,PT30,2,0.0
2014,NUTS,2010,PT30,2,3.0
2015,NUTS,2010,PT30,2,2.0
2016,NUTS,2010,PT30,2,2.0
2017,NUTS,2010,PT30,2,3.0
2018,NUTS,2010,PT30,2,1.0
2019,NUTS,2010,PT30,2,0.0
2020,NUTS,2010,PT30,2,1.0
2011,NUTS,2010,RO,0,68.0
2012,NUTS,2010,RO,0,53.0
2013,NUTS,2010,RO,0,37.0
2014,NUTS,2010,RO,0,27.0
2015,NUTS,2010,RO,0,44.0
2016,NUTS,2010,RO,0,53.0
2017,NUTS,2010,RO,0,35.0
2018,NUTS,2010,RO,0,51.0
2019,NUTS,2010,RO,0,67.0
2011,NUTS,2010,RO1,1,5.0
2012,NUTS,2010,RO1,1,6.0
2013,NUTS,2010,RO1,1,5.0
2014,NUTS,2010,RO1,1,5.0
2015,NUTS,2010,RO1,1,1.0
2016,NUTS,2010,RO1,1,3.0
2017,NUTS,2010,RO1,1,3.0
2018,NUTS,2010,RO1,1,7.0
2019,NUTS,2010,RO1,1,4.0
2011,NUTS,2010,RO11,2,5.0
2012,NUTS,2010,RO11,2,6.0
2013,NUTS,2010,RO11,2,5.0
2014,NUTS,2010,RO11,2,4.0
2015,NUTS,2010,RO11,2,0.0
2016,NUTS,2010,RO11,2,3.0
2017,NUTS,2010,RO11,2,3.0
2018,NUTS,2010,RO11,2,7.0
2019,NUTS,2010,RO11,2,4.0
2014,NUTS,2010,RO12,2,1.0
2015,NUTS,2010,RO12,2,1.0
2016,NUTS,2010,RO12,2,0.0
2017,NUTS,2010,RO12,2,0.0
2018,NUTS,2010,RO12,2,0.0
2019,NUTS,2010,RO12,2,0.0
2011,NUTS,2010,RO2,1,58.0
2012,NUTS,2010,RO2,1,2.0
2014,NUTS,2010,RO2,1,3.0
2015,NUTS,2010,RO2,1,4.0
2016,NUTS,2010,RO2,1,4.0
2017,NUTS,2010,RO2,1,7.0
2018,NUTS,2010,RO2,1,19.0
2019,NUTS,2010,RO2,1,41.0
2011,NUTS,2010,RO21,2,57.0
2012,NUTS,2010,RO21,2,1.0
2015,NUTS,2010,RO21,2,0.0
2016,NUTS,2010,RO21,2,0.0
2017,NUTS,2010,RO21,2,1.0
2018,NUTS,2010,RO21,2,16.0
2019,NUTS,2010,RO21,2,39.0
2011,NUTS,2010,RO22,2,1.0
2012,NUTS,2010,RO22,2,1.0
2014,NUTS,2010,RO22,2,3.0
2015,NUTS,2010,RO22,2,4.0
2016,NUTS,2010,RO22,2,4.0
2017,NUTS,2010,RO22,2,6.0
2018,NUTS,2010,RO22,2,3.0
2019,NUTS,2010,RO22,2,2.0
2011,NUTS,2010,RO3,1,2.0
2012,NUTS,2010,RO3,1,45.0
2013,NUTS,2010,RO3,1,32.0
2014,NUTS,2010,RO3,1,17.0
2015,NUTS,2010,RO3,1,38.0
2016,NUTS,2010,RO3,1,46.0
2017,NUTS,2010,RO3,1,25.0
2018,NUTS,2010,RO3,1,25.0
2019,NUTS,2010,RO3,1,22.0
2015,NUTS,2010,RO31,2,0.0
2016,NUTS,2010,RO31,2,0.0
2017,NUTS,2010,RO31,2,0.0
2018,NUTS,2010,RO31,2,1.0
2019,NUTS,2010,RO31,2,1.0
2011,NUTS,2010,RO32,2,2.0
2012,NUTS,2010,RO32,2,45.0
2013,NUTS,2010,RO32,2,32.0
2014,NUTS,2010,RO32,2,17.0
2015,NUTS,2010,RO32,2,38.0
2016,NUTS,2010,RO32,2,46.0
2017,NUTS,2010,RO32,2,25.0
2018,NUTS,2010,RO32,2,24.0
2019,NUTS,2010,RO32,2,21.0
2011,NUTS,2010,RO4,1,3.0
2014,NUTS,2010,RO4,1,2.0
2015,NUTS,2010,RO4,1,1.0
2016,NUTS,2010,RO4,1,0.0
2017,NUTS,2010,RO4,1,0.0
2018,NUTS,2010,RO4,1,0.0
2019,NUTS,2010,RO4,1,0.0
2011,NUTS,2010,RO41,2,2.0
2015,NUTS,2010,RO41,2,0.0
2016,NUTS,2010,RO41,2,0.0
2017,NUTS,2010,RO41,2,0.0
2018,NUTS,2010,RO41,2,0.0
2019,NUTS,2010,RO41,2,0.0
2011,NUTS,2010,RO42,2,1.0
2014,NUTS,2010,RO42,2,2.0
2015,NUTS,2010,RO42,2,1.0
2016,NUTS,2010,RO42,2,0.0
2017,NUTS,2010,RO42,2,0.0
2018,NUTS,2010,RO42,2,0.0
2019,NUTS,2010,RO42,2,0.0
2011,NUTS,2010,RS,0,3.0
2012,NUTS,2010,RS,0,1.0
2013,NUTS,2010,RS,0,2.0
2014,NUTS,2010,RS,0,3.0
2015,NUTS,2010,RS,0,3.0
2016,NUTS,2010,RS,0,4.0
2017,NUTS,2010,RS,0,1.0
2018,NUTS,2010,RS,0,1.0
2019,NUTS,2010,RS,0,1.0
2020,NUTS,2010,RS,0,1.0
2018,NUTS,2010,RS1,1,1.0
2019,NUTS,2010,RS1,1,1.0
2020,NUTS,2010,RS1,1,1.0
2018,NUTS,2010,RS11,2,1.0
2019,NUTS,2010,RS11,2,1.0
2020,NUTS,2010,RS11,2,1.0
2018,NUTS,2010,RS12,2,0.0
2019,NUTS,2010,RS12,2,0.0
2020,NUTS,2010,RS12,2,0.0
2018,NUTS,2010,RS2,1,0.0
2019,NUTS,2010,RS2,1,0.0
2020,NUTS,2010,RS2,1,0.0
2018,NUTS,2010,RS21,2,0.0
2019,NUTS,2010,RS21,2,0.0
2020,NUTS,2010,RS21,2,0.0
2018,NUTS,2010,RS22,2,0.0
2019,NUTS,2010,RS22,2,0.0
2020,NUTS,2010,RS22,2,0.0
2011,NUTS,2010,SE,0,76.0
2013,NUTS,2010,SE,0,125.0
2015,NUTS,2010,SE,0,66.0
2011,NUTS,2010,SI,0,9.0
2012,NUTS,2010,SI,0,5.0
2013,NUTS,2010,SI,0,5.0
2014,NUTS,2010,SI,0,1.0
2015,NUTS,2010,SI,0,2.0
2016,NUTS,2010,SI,0,1.0
2017,NUTS,2010,SI,0,8.0
2018,NUTS,2010,SI,0,14.0
2019,NUTS,2010,SI,0,36.0
2011,NUTS,2010,SI0,1,9.0
2012,NUTS,2010,SI0,1,5.0
2013,NUTS,2010,SI0,1,5.0
2014,NUTS,2010,SI0,1,1.0
2015,NUTS,2010,SI0,1,2.0
2016,NUTS,2010,SI0,1,1.0
2017,NUTS,2010,SI0,1,8.0
2018,NUTS,2010,SI0,1,14.0
2019,NUTS,2010,SI0,1,36.0
2013,NUTS,2010,SI03,2,1.0
2014,NUTS,2010,SI03,2,0.0
2015,NUTS,2010,SI03,2,0.0
2016,NUTS,2010,SI03,2,0.0
2017,NUTS,2010,SI03,2,0.0
2018,NUTS,2010,SI03,2,0.0
2019,NUTS,2010,SI03,2,2.0
2013,NUTS,2010,SI04,2,4.0
2014,NUTS,2010,SI04,2,1.0
2015,NUTS,2010,SI04,2,2.0
2016,NUTS,2010,SI04,2,1.0
2017,NUTS,2010,SI04,2,8.0
2018,NUTS,2010,SI04,2,14.0
2019,NUTS,2010,SI04,2,34.0
2011,NUTS,2010,SK,0,20.0
2012,NUTS,2010,SK,0,19.0
2013,NUTS,2010,SK,0,11.0
2014,NUTS,2010,SK,0,8.0
2015,NUTS,2010,SK,0,13.0
2016,NUTS,2010,SK,0,18.0
2017,NUTS,2010,SK,0,18.0
2018,NUTS,2010,SK,0,13.0
2019,NUTS,2010,SK,0,3.0
2020,NUTS,2010,SK,0,3.0
2011,NUTS,2010,SK01,2,4.0
2012,NUTS,2010,SK01,2,2.0
2013,NUTS,2010,SK01,2,5.0
2014,NUTS,2010,SK01,2,2.0
2015,NUTS,2010,SK01,2,8.0
2016,NUTS,2010,SK01,2,11.0
2017,NUTS,2010,SK01,2,10.0
2018,NUTS,2010,SK01,2,7.0
2019,NUTS,2010,SK01,2,1.0
2020,NUTS,2010,SK01,2,1.0
2011,NUTS,2010,SK02,2,2.0
2012,NUTS,2010,SK02,2,1.0
2013,NUTS,2010,SK02,2,3.0
2014,NUTS,2010,SK02,2,5.0
2015,NUTS,2010,SK02,2,2.0
2016,NUTS,2010,SK02,2,2.0
2017,NUTS,2010,SK02,2,0.0
2018,NUTS,2010,SK02,2,0.0
2019,NUTS,2010,SK02,2,0.0
2020,NUTS,2010,SK02,2,1.0
2011,NUTS,2010,SK03,2,1.0
2012,NUTS,2010,SK03,2,4.0
2013,NUTS,2010,SK03,2,3.0
2014,NUTS,2010,SK03,2,1.0
2015,NUTS,2010,SK03,2,2.0
2016,NUTS,2010,SK03,2,4.0
2017,NUTS,2010,SK03,2,3.0
2018,NUTS,2010,SK03,2,2.0
2019,NUTS,2010,SK03,2,1.0
2020,NUTS,2010,SK03,2,1.0
2011,NUTS,2010,SK04,2,13.0
2012,NUTS,2010,SK04,2,12.0
2013,NUTS,2010,SK04,2,0.0
2014,NUTS,2010,SK04,2,0.0
2015,NUTS,2010,SK04,2,2.0
2016,NUTS,2010,SK04,2,2.0
2017,NUTS,2010,SK04,2,5.0
2018,NUTS,2010,SK04,2,4.0
2019,NUTS,2010,SK04,2,1.0
2020,NUTS,2010,SK04,2,0.0
