year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_f_hc
2016,NUTS,2010,BE2,1,1838.0
2017,NUTS,2010,BE2,1,1950.0
2018,NUTS,2010,BE2,1,2149.0
2019,NUTS,2010,BE2,1,2207.0
2011,NUTS,2010,BE3,1,130.0
2012,NUTS,2010,BE3,1,146.0
2013,NUTS,2010,BE3,1,144.0
2014,NUTS,2010,BE3,1,238.0
2015,NUTS,2010,BE3,1,250.0
2016,NUTS,2010,BE3,1,171.0
2017,NUTS,2010,BE3,1,170.0
2018,NUTS,2010,BE3,1,188.0
2019,NUTS,2010,BE3,1,200.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
2011,NUTS,2010,BG,0,5546.0
2012,NUTS,2010,BG,0,5583.0
2013,NUTS,2010,BG,0,5353.0
2014,NUTS,2010,BG,0,5341.0
2015,NUTS,2010,BG,0,4952.0
2016,NUTS,2010,BG,0,5015.0
2017,NUTS,2010,BG,0,4890.0
2018,NUTS,2010,BG,0,4917.0
2019,NUTS,2010,BG,0,4960.0
2011,NUTS,2010,BG3,1,940.0
2012,NUTS,2010,BG3,1,1013.0
2013,NUTS,2010,BG3,1,931.0
2014,NUTS,2010,BG3,1,975.0
2015,NUTS,2010,BG3,1,857.0
2016,NUTS,2010,BG3,1,847.0
2017,NUTS,2010,BG3,1,816.0
2018,NUTS,2010,BG3,1,866.0
2019,NUTS,2010,BG3,1,900.0
2011,NUTS,2010,BG31,2,265.0
2012,NUTS,2010,BG31,2,318.0
2013,NUTS,2010,BG31,2,282.0
2014,NUTS,2010,BG31,2,272.0
2015,NUTS,2010,BG31,2,250.0
2016,NUTS,2010,BG31,2,246.0
2018,NUTS,2010,BG31,2,258.0
2019,NUTS,2010,BG31,2,261.0
2011,NUTS,2010,BG32,2,77.0
2012,NUTS,2010,BG32,2,85.0
2013,NUTS,2010,BG32,2,82.0
2014,NUTS,2010,BG32,2,81.0
2015,NUTS,2010,BG32,2,56.0
2016,NUTS,2010,BG32,2,52.0
2017,NUTS,2010,BG32,2,48.0
2018,NUTS,2010,BG32,2,48.0
2019,NUTS,2010,BG32,2,52.0
2011,NUTS,2010,BG33,2,385.0
2012,NUTS,2010,BG33,2,411.0
2013,NUTS,2010,BG33,2,367.0
2014,NUTS,2010,BG33,2,414.0
2015,NUTS,2010,BG33,2,381.0
2016,NUTS,2010,BG33,2,379.0
2017,NUTS,2010,BG33,2,364.0
2018,NUTS,2010,BG33,2,384.0
2019,NUTS,2010,BG33,2,393.0
2011,NUTS,2010,BG34,2,213.0
2012,NUTS,2010,BG34,2,199.0
2013,NUTS,2010,BG34,2,200.0
2014,NUTS,2010,BG34,2,208.0
2015,NUTS,2010,BG34,2,170.0
2016,NUTS,2010,BG34,2,170.0
2018,NUTS,2010,BG34,2,176.0
2019,NUTS,2010,BG34,2,194.0
2011,NUTS,2010,BG4,1,4606.0
2012,NUTS,2010,BG4,1,4570.0
2013,NUTS,2010,BG4,1,4422.0
2014,NUTS,2010,BG4,1,4366.0
2015,NUTS,2010,BG4,1,4095.0
2016,NUTS,2010,BG4,1,4168.0
2017,NUTS,2010,BG4,1,4074.0
2018,NUTS,2010,BG4,1,4051.0
2019,NUTS,2010,BG4,1,4060.0
2011,NUTS,2010,BG41,2,4282.0
2012,NUTS,2010,BG41,2,4254.0
2013,NUTS,2010,BG41,2,4041.0
2014,NUTS,2010,BG41,2,3988.0
2015,NUTS,2010,BG41,2,3790.0
2016,NUTS,2010,BG41,2,3870.0
2017,NUTS,2010,BG41,2,3769.0
2018,NUTS,2010,BG41,2,3734.0
2019,NUTS,2010,BG41,2,3718.0
2011,NUTS,2010,BG42,2,324.0
2012,NUTS,2010,BG42,2,316.0
2013,NUTS,2010,BG42,2,381.0
2014,NUTS,2010,BG42,2,378.0
2015,NUTS,2010,BG42,2,305.0
2016,NUTS,2010,BG42,2,298.0
2017,NUTS,2010,BG42,2,305.0
2018,NUTS,2010,BG42,2,317.0
2019,NUTS,2010,BG42,2,342.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,CH,0,577.0
2014,NUTS,2010,CH,0,711.0
2015,NUTS,2010,CH,0,742.0
2017,NUTS,2010,CH,0,723.0
2019,NUTS,2010,CH,0,854.0
2011,NUTS,2010,CN_X_HK,5,190506.0
2012,NUTS,2010,CN_X_HK,5,201302.0
2013,NUTS,2010,CN_X_HK,5,206267.0
2014,NUTS,2010,CN_X_HK,5,212029.0
2015,NUTS,2010,CN_X_HK,5,217762.0
2016,NUTS,2010,CN_X_HK,5,225205.0
2017,NUTS,2010,CN_X_HK,5,236786.0
2018,NUTS,2010,CN_X_HK,5,240264.0
2019,NUTS,2010,CN_X_HK,5,252337.0
2011,NUTS,2010,CY,0,298.0
2012,NUTS,2010,CY,0,280.0
2013,NUTS,2010,CY,0,269.0
2014,NUTS,2010,CY,0,277.0
2015,NUTS,2010,CY,0,275.0
2016,NUTS,2010,CY,0,294.0
2017,NUTS,2010,CY,0,303.0
2018,NUTS,2010,CY,0,292.0
2019,NUTS,2010,CY,0,298.0
2011,NUTS,2010,CZ,0,7365.0
2012,NUTS,2010,CZ,0,7455.0
2013,NUTS,2010,CZ,0,7677.0
2014,NUTS,2010,CZ,0,7662.0
2015,NUTS,2010,CZ,0,8026.0
2016,NUTS,2010,CZ,0,7986.0
2017,NUTS,2010,CZ,0,8837.0
2018,NUTS,2010,CZ,0,9184.0
2019,NUTS,2010,CZ,0,9364.0
2020,NUTS,2010,CZ,0,9367.0
2011,NUTS,2010,CZ0,1,7365.0
2012,NUTS,2010,CZ0,1,7455.0
2013,NUTS,2010,CZ0,1,7677.0
2014,NUTS,2010,CZ0,1,7662.0
2015,NUTS,2010,CZ0,1,8026.0
2016,NUTS,2010,CZ0,1,7986.0
2017,NUTS,2010,CZ0,1,8837.0
2018,NUTS,2010,CZ0,1,9184.0
2019,NUTS,2010,CZ0,1,9364.0
2020,NUTS,2010,CZ0,1,9367.0
2011,NUTS,2010,CZ01,2,5100.0
2012,NUTS,2010,CZ01,2,5305.0
2013,NUTS,2010,CZ01,2,5436.0
2014,NUTS,2010,CZ01,2,5450.0
2015,NUTS,2010,CZ01,2,5354.0
2016,NUTS,2010,CZ01,2,5182.0
2017,NUTS,2010,CZ01,2,5779.0
2018,NUTS,2010,CZ01,2,5982.0
2019,NUTS,2010,CZ01,2,6039.0
2020,NUTS,2010,CZ01,2,5965.0
2011,NUTS,2010,CZ02,2,600.0
2012,NUTS,2010,CZ02,2,557.0
2013,NUTS,2010,CZ02,2,567.0
2014,NUTS,2010,CZ02,2,617.0
2015,NUTS,2010,CZ02,2,901.0
2016,NUTS,2010,CZ02,2,1027.0
2017,NUTS,2010,CZ02,2,1096.0
2018,NUTS,2010,CZ02,2,1151.0
2019,NUTS,2010,CZ02,2,1178.0
2020,NUTS,2010,CZ02,2,1190.0
2011,NUTS,2010,CZ03,2,424.0
2012,NUTS,2010,CZ03,2,360.0
2013,NUTS,2010,CZ03,2,416.0
2014,NUTS,2010,CZ03,2,455.0
2015,NUTS,2010,CZ03,2,427.0
2016,NUTS,2010,CZ03,2,455.0
2017,NUTS,2010,CZ03,2,499.0
2018,NUTS,2010,CZ03,2,517.0
2019,NUTS,2010,CZ03,2,566.0
2020,NUTS,2010,CZ03,2,553.0
2011,NUTS,2010,CZ04,2,73.0
2012,NUTS,2010,CZ04,2,62.0
2013,NUTS,2010,CZ04,2,57.0
2014,NUTS,2010,CZ04,2,52.0
2015,NUTS,2010,CZ04,2,60.0
2016,NUTS,2010,CZ04,2,58.0
2017,NUTS,2010,CZ04,2,71.0
2018,NUTS,2010,CZ04,2,82.0
2019,NUTS,2010,CZ04,2,87.0
2020,NUTS,2010,CZ04,2,58.0
2011,NUTS,2010,CZ05,2,86.0
2012,NUTS,2010,CZ05,2,75.0
2013,NUTS,2010,CZ05,2,89.0
2014,NUTS,2010,CZ05,2,87.0
2015,NUTS,2010,CZ05,2,105.0
2016,NUTS,2010,CZ05,2,106.0
2017,NUTS,2010,CZ05,2,108.0
2018,NUTS,2010,CZ05,2,105.0
2019,NUTS,2010,CZ05,2,108.0
2020,NUTS,2010,CZ05,2,105.0
2011,NUTS,2010,CZ06,2,952.0
2012,NUTS,2010,CZ06,2,974.0
2013,NUTS,2010,CZ06,2,1008.0
2014,NUTS,2010,CZ06,2,866.0
2015,NUTS,2010,CZ06,2,1029.0
2016,NUTS,2010,CZ06,2,1026.0
2017,NUTS,2010,CZ06,2,1104.0
2018,NUTS,2010,CZ06,2,1155.0
2019,NUTS,2010,CZ06,2,1201.0
2020,NUTS,2010,CZ06,2,1305.0
2011,NUTS,2010,CZ07,2,70.0
2012,NUTS,2010,CZ07,2,52.0
2013,NUTS,2010,CZ07,2,38.0
2014,NUTS,2010,CZ07,2,61.0
2015,NUTS,2010,CZ07,2,68.0
2016,NUTS,2010,CZ07,2,65.0
2017,NUTS,2010,CZ07,2,96.0
2018,NUTS,2010,CZ07,2,104.0
2019,NUTS,2010,CZ07,2,96.0
2020,NUTS,2010,CZ07,2,101.0
2011,NUTS,2010,CZ08,2,60.0
2012,NUTS,2010,CZ08,2,70.0
2013,NUTS,2010,CZ08,2,66.0
2014,NUTS,2010,CZ08,2,74.0
2015,NUTS,2010,CZ08,2,82.0
2016,NUTS,2010,CZ08,2,67.0
2017,NUTS,2010,CZ08,2,84.0
2018,NUTS,2010,CZ08,2,88.0
2019,NUTS,2010,CZ08,2,89.0
2020,NUTS,2010,CZ08,2,90.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,47051.0
2012,NUTS,2010,DE,0,48465.0
2013,NUTS,2010,DE,0,49964.0
2014,NUTS,2010,DE,0,51918.0
2015,NUTS,2010,DE,0,52705.0
2016,NUTS,2010,DE,0,54068.0
2017,NUTS,2010,DE,0,56072.0
2018,NUTS,2010,DE,0,58544.0
2019,NUTS,2010,DE,0,60481.0
2015,NUTS,2010,DE1,1,7901.0
2016,NUTS,2010,DE1,1,8062.0
2017,NUTS,2010,DE1,1,8312.0
2018,NUTS,2010,DE1,1,8608.0
2019,NUTS,2010,DE1,1,8953.0
2015,NUTS,2010,DE11,2,1464.0
2016,NUTS,2010,DE11,2,1512.0
2017,NUTS,2010,DE11,2,1527.0
2018,NUTS,2010,DE11,2,1568.0
2019,NUTS,2010,DE11,2,1647.0
2015,NUTS,2010,DE12,2,4881.0
2016,NUTS,2010,DE12,2,4935.0
2017,NUTS,2010,DE12,2,5083.0
2018,NUTS,2010,DE12,2,5218.0
2019,NUTS,2010,DE12,2,5395.0
2015,NUTS,2010,DE13,2,973.0
2016,NUTS,2010,DE13,2,1015.0
2017,NUTS,2010,DE13,2,1068.0
2018,NUTS,2010,DE13,2,1139.0
2019,NUTS,2010,DE13,2,1212.0
2015,NUTS,2010,DE14,2,583.0
2016,NUTS,2010,DE14,2,600.0
2017,NUTS,2010,DE14,2,635.0
2018,NUTS,2010,DE14,2,683.0
2019,NUTS,2010,DE14,2,700.0
2015,NUTS,2010,DE2,1,7396.0
2016,NUTS,2010,DE2,1,7509.0
2017,NUTS,2010,DE2,1,7710.0
2018,NUTS,2010,DE2,1,8022.0
2019,NUTS,2010,DE2,1,8360.0
2015,NUTS,2010,DE21,2,6028.0
2016,NUTS,2010,DE21,2,6135.0
2017,NUTS,2010,DE21,2,6225.0
2018,NUTS,2010,DE21,2,6450.0
2019,NUTS,2010,DE21,2,6665.0
2015,NUTS,2010,DE22,2,39.0
2016,NUTS,2010,DE22,2,38.0
2017,NUTS,2010,DE22,2,36.0
2018,NUTS,2010,DE22,2,38.0
2019,NUTS,2010,DE22,2,43.0
2015,NUTS,2010,DE23,2,115.0
2016,NUTS,2010,DE23,2,120.0
2017,NUTS,2010,DE23,2,120.0
2018,NUTS,2010,DE23,2,129.0
2019,NUTS,2010,DE23,2,125.0
2015,NUTS,2010,DE24,2,229.0
2016,NUTS,2010,DE24,2,182.0
2017,NUTS,2010,DE24,2,244.0
2018,NUTS,2010,DE24,2,248.0
2019,NUTS,2010,DE24,2,223.0
2015,NUTS,2010,DE25,2,585.0
2016,NUTS,2010,DE25,2,611.0
2017,NUTS,2010,DE25,2,655.0
2018,NUTS,2010,DE25,2,700.0
2019,NUTS,2010,DE25,2,785.0
2015,NUTS,2010,DE26,2,239.0
2016,NUTS,2010,DE26,2,249.0
2017,NUTS,2010,DE26,2,244.0
2018,NUTS,2010,DE26,2,242.0
2019,NUTS,2010,DE26,2,270.0
2015,NUTS,2010,DE27,2,161.0
2016,NUTS,2010,DE27,2,176.0
2017,NUTS,2010,DE27,2,187.0
2018,NUTS,2010,DE27,2,217.0
2019,NUTS,2010,DE27,2,248.0
2015,NUTS,2010,DE3,1,6302.0
2016,NUTS,2010,DE3,1,6510.0
2017,NUTS,2010,DE3,1,6936.0
2018,NUTS,2010,DE3,1,7376.0
2019,NUTS,2010,DE3,1,7550.0
2015,NUTS,2010,DE30,2,6302.0
2016,NUTS,2010,DE30,2,6510.0
2017,NUTS,2010,DE30,2,6936.0
2018,NUTS,2010,DE30,2,7376.0
2019,NUTS,2010,DE30,2,7550.0
2015,NUTS,2010,DE4,1,2090.0
2016,NUTS,2010,DE4,1,2219.0
2017,NUTS,2010,DE4,1,2214.0
2018,NUTS,2010,DE4,1,2255.0
2019,NUTS,2010,DE4,1,2390.0
2015,NUTS,2010,DE40,2,2090.0
2016,NUTS,2010,DE40,2,2219.0
2017,NUTS,2010,DE40,2,2214.0
2018,NUTS,2010,DE40,2,2255.0
2019,NUTS,2010,DE40,2,2390.0
2015,NUTS,2010,DE5,1,1232.0
2016,NUTS,2010,DE5,1,1301.0
2017,NUTS,2010,DE5,1,1281.0
2018,NUTS,2010,DE5,1,1324.0
2019,NUTS,2010,DE5,1,1392.0
2015,NUTS,2010,DE50,2,1232.0
2016,NUTS,2010,DE50,2,1301.0
2017,NUTS,2010,DE50,2,1281.0
2018,NUTS,2010,DE50,2,1324.0
2019,NUTS,2010,DE50,2,1392.0
2015,NUTS,2010,DE6,1,1537.0
2016,NUTS,2010,DE6,1,1566.0
2017,NUTS,2010,DE6,1,1585.0
2018,NUTS,2010,DE6,1,1605.0
2019,NUTS,2010,DE6,1,1658.0
2015,NUTS,2010,DE60,2,1537.0
2016,NUTS,2010,DE60,2,1566.0
2017,NUTS,2010,DE60,2,1585.0
2018,NUTS,2010,DE60,2,1605.0
2019,NUTS,2010,DE60,2,1658.0
2015,NUTS,2010,DE7,1,2328.0
2016,NUTS,2010,DE7,1,2568.0
2017,NUTS,2010,DE7,1,2825.0
2018,NUTS,2010,DE7,1,2850.0
2019,NUTS,2010,DE7,1,2947.0
2015,NUTS,2010,DE71,2,2025.0
2016,NUTS,2010,DE71,2,2237.0
2017,NUTS,2010,DE71,2,2462.0
2018,NUTS,2010,DE71,2,2563.0
2019,NUTS,2010,DE71,2,2665.0
2015,NUTS,2010,DE72,2,158.0
2016,NUTS,2010,DE72,2,176.0
2017,NUTS,2010,DE72,2,199.0
2018,NUTS,2010,DE72,2,178.0
2019,NUTS,2010,DE72,2,172.0
2015,NUTS,2010,DE73,2,145.0
2016,NUTS,2010,DE73,2,154.0
2017,NUTS,2010,DE73,2,164.0
2018,NUTS,2010,DE73,2,109.0
2019,NUTS,2010,DE73,2,110.0
2015,NUTS,2010,DE8,1,1069.0
2016,NUTS,2010,DE8,1,1099.0
2017,NUTS,2010,DE8,1,1091.0
2018,NUTS,2010,DE8,1,1142.0
2019,NUTS,2010,DE8,1,1164.0
2015,NUTS,2010,DE80,2,1069.0
2016,NUTS,2010,DE80,2,1099.0
2017,NUTS,2010,DE80,2,1091.0
2018,NUTS,2010,DE80,2,1142.0
2019,NUTS,2010,DE80,2,1164.0
2015,NUTS,2010,DE9,1,4206.0
2016,NUTS,2010,DE9,1,4205.0
2017,NUTS,2010,DE9,1,4281.0
2018,NUTS,2010,DE9,1,4550.0
2019,NUTS,2010,DE9,1,4436.0
2015,NUTS,2010,DE91,2,2955.0
2016,NUTS,2010,DE91,2,3001.0
2017,NUTS,2010,DE91,2,3008.0
2018,NUTS,2010,DE91,2,2970.0
2019,NUTS,2010,DE91,2,2984.0
2015,NUTS,2010,DE92,2,762.0
2016,NUTS,2010,DE92,2,797.0
2017,NUTS,2010,DE92,2,792.0
2018,NUTS,2010,DE92,2,1093.0
2019,NUTS,2010,DE92,2,1054.0
2015,NUTS,2010,DE93,2,145.0
2016,NUTS,2010,DE93,2,114.0
2017,NUTS,2010,DE93,2,159.0
2018,NUTS,2010,DE93,2,132.0
2019,NUTS,2010,DE93,2,137.0
2015,NUTS,2010,DE94,2,344.0
2016,NUTS,2010,DE94,2,293.0
2017,NUTS,2010,DE94,2,322.0
2018,NUTS,2010,DE94,2,354.0
2019,NUTS,2010,DE94,2,261.0
2015,NUTS,2010,DEA,1,8775.0
2016,NUTS,2010,DEA,1,8947.0
2017,NUTS,2010,DEA,1,9376.0
2018,NUTS,2010,DEA,1,9915.0
2019,NUTS,2010,DEA,1,10272.0
2015,NUTS,2010,DEA1,2,1078.0
2016,NUTS,2010,DEA1,2,1013.0
2017,NUTS,2010,DEA1,2,1065.0
2018,NUTS,2010,DEA1,2,1146.0
2019,NUTS,2010,DEA1,2,1179.0
2015,NUTS,2010,DEA2,2,6230.0
2016,NUTS,2010,DEA2,2,6381.0
2017,NUTS,2010,DEA2,2,6640.0
2018,NUTS,2010,DEA2,2,7052.0
2019,NUTS,2010,DEA2,2,7394.0
2015,NUTS,2010,DEA3,2,311.0
2016,NUTS,2010,DEA3,2,331.0
2017,NUTS,2010,DEA3,2,384.0
2018,NUTS,2010,DEA3,2,364.0
2019,NUTS,2010,DEA3,2,357.0
2015,NUTS,2010,DEA4,2,227.0
2016,NUTS,2010,DEA4,2,249.0
2017,NUTS,2010,DEA4,2,279.0
2018,NUTS,2010,DEA4,2,308.0
2019,NUTS,2010,DEA4,2,317.0
2015,NUTS,2010,DEA5,2,931.0
2016,NUTS,2010,DEA5,2,973.0
2017,NUTS,2010,DEA5,2,1009.0
2018,NUTS,2010,DEA5,2,1045.0
2019,NUTS,2010,DEA5,2,1026.0
2015,NUTS,2010,DEB,1,957.0
2016,NUTS,2010,DEB,1,1088.0
2017,NUTS,2010,DEB,1,1177.0
2018,NUTS,2010,DEB,1,1228.0
2019,NUTS,2010,DEB,1,1398.0
2015,NUTS,2010,DEB1,2,121.0
2016,NUTS,2010,DEB1,2,135.0
2017,NUTS,2010,DEB1,2,128.0
2018,NUTS,2010,DEB1,2,139.0
2019,NUTS,2010,DEB1,2,152.0
2015,NUTS,2010,DEB2,2,23.0
2016,NUTS,2010,DEB2,2,23.0
2017,NUTS,2010,DEB2,2,22.0
2018,NUTS,2010,DEB2,2,28.0
2019,NUTS,2010,DEB2,2,58.0
2015,NUTS,2010,DEB3,2,814.0
2016,NUTS,2010,DEB3,2,931.0
2017,NUTS,2010,DEB3,2,1027.0
2018,NUTS,2010,DEB3,2,1060.0
2019,NUTS,2010,DEB3,2,1189.0
2015,NUTS,2010,DEC,1,529.0
2016,NUTS,2010,DEC,1,533.0
2017,NUTS,2010,DEC,1,505.0
2018,NUTS,2010,DEC,1,505.0
2019,NUTS,2010,DEC,1,648.0
2015,NUTS,2010,DEC0,2,529.0
2016,NUTS,2010,DEC0,2,533.0
2017,NUTS,2010,DEC0,2,505.0
2018,NUTS,2010,DEC0,2,505.0
2019,NUTS,2010,DEC0,2,648.0
2015,NUTS,2010,DED,1,3662.0
2016,NUTS,2010,DED,1,3653.0
2017,NUTS,2010,DED,1,3858.0
2018,NUTS,2010,DED,1,3958.0
2019,NUTS,2010,DED,1,4159.0
2015,NUTS,2010,DED2,2,1921.0
2016,NUTS,2010,DED2,2,1901.0
2017,NUTS,2010,DED2,2,2008.0
2018,NUTS,2010,DED2,2,2031.0
2019,NUTS,2010,DED2,2,2144.0
2015,NUTS,2010,DED4,2,323.0
2016,NUTS,2010,DED4,2,318.0
2017,NUTS,2010,DED4,2,330.0
2018,NUTS,2010,DED4,2,346.0
2019,NUTS,2010,DED4,2,357.0
2015,NUTS,2010,DED5,2,1418.0
2016,NUTS,2010,DED5,2,1434.0
2017,NUTS,2010,DED5,2,1521.0
2018,NUTS,2010,DED5,2,1582.0
2019,NUTS,2010,DED5,2,1658.0
2015,NUTS,2010,DEE,1,1576.0
2016,NUTS,2010,DEE,1,1573.0
2017,NUTS,2010,DEE,1,1641.0
2018,NUTS,2010,DEE,1,1682.0
2019,NUTS,2010,DEE,1,1675.0
2015,NUTS,2010,DEE0,2,1576.0
2016,NUTS,2010,DEE0,2,1573.0
2017,NUTS,2010,DEE0,2,1641.0
2018,NUTS,2010,DEE0,2,1682.0
2019,NUTS,2010,DEE0,2,1675.0
2015,NUTS,2010,DEF,1,1593.0
2016,NUTS,2010,DEF,1,1600.0
2017,NUTS,2010,DEF,1,1736.0
2018,NUTS,2010,DEF,1,1849.0
2019,NUTS,2010,DEF,1,1803.0
2015,NUTS,2010,DEF0,2,1593.0
2016,NUTS,2010,DEF0,2,1600.0
2017,NUTS,2010,DEF0,2,1736.0
2018,NUTS,2010,DEF0,2,1849.0
2019,NUTS,2010,DEF0,2,1803.0
2015,NUTS,2010,DEG,1,1315.0
2016,NUTS,2010,DEG,1,1400.0
2017,NUTS,2010,DEG,1,1313.0
2018,NUTS,2010,DEG,1,1409.0
2019,NUTS,2010,DEG,1,1391.0
2015,NUTS,2010,DEG0,2,1315.0
2016,NUTS,2010,DEG0,2,1400.0
2017,NUTS,2010,DEG0,2,1313.0
2018,NUTS,2010,DEG0,2,1409.0
2019,NUTS,2010,DEG0,2,1391.0
2015,NUTS,2010,DEZ,1,237.0
2016,NUTS,2010,DEZ,1,236.0
2017,NUTS,2010,DEZ,1,232.0
2018,NUTS,2010,DEZ,1,266.0
2019,NUTS,2010,DEZ,1,284.0
2015,NUTS,2010,DEZZ,2,237.0
2016,NUTS,2010,DEZZ,2,236.0
2017,NUTS,2010,DEZZ,2,232.0
2018,NUTS,2010,DEZZ,2,266.0
2019,NUTS,2010,DEZZ,2,284.0
2011,NUTS,2010,DK,0,1078.0
2012,NUTS,2010,DK,0,1307.0
2013,NUTS,2010,DK,0,1334.0
2014,NUTS,2010,DK,0,1557.0
2015,NUTS,2010,DK,0,1701.0
2016,NUTS,2010,DK,0,1676.0
2017,NUTS,2010,DK,0,2016.0
2018,NUTS,2010,DK,0,2046.0
2019,NUTS,2010,DK,0,2058.0
2011,NUTS,2010,DK0,1,1096.0
2012,NUTS,2010,DK0,1,1307.0
2013,NUTS,2010,DK0,1,1334.0
2014,NUTS,2010,DK0,1,1557.0
2015,NUTS,2010,DK0,1,1701.0
2016,NUTS,2010,DK0,1,1676.0
2017,NUTS,2010,DK0,1,2016.0
2018,NUTS,2010,DK0,1,2046.0
2019,NUTS,2010,DK0,1,2058.0
2011,NUTS,2010,DK01,2,682.0
2012,NUTS,2010,DK01,2,616.0
2013,NUTS,2010,DK01,2,567.0
2014,NUTS,2010,DK01,2,593.0
2015,NUTS,2010,DK01,2,646.0
2016,NUTS,2010,DK01,2,584.0
2017,NUTS,2010,DK01,2,952.0
2019,NUTS,2010,DK01,2,1019.0
2011,NUTS,2010,DK02,2,141.0
2012,NUTS,2010,DK02,2,111.0
2013,NUTS,2010,DK02,2,177.0
