year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_hc_t
2018,NUTS,2010,DEA2,2,16246.0
2019,NUTS,2010,DEA2,2,17013.0
2011,NUTS,2010,DEA3,2,664.0
2012,NUTS,2010,DEA3,2,617.0
2013,NUTS,2010,DEA3,2,634.0
2014,NUTS,2010,DEA3,2,580.0
2015,NUTS,2010,DEA3,2,563.0
2016,NUTS,2010,DEA3,2,611.0
2017,NUTS,2010,DEA3,2,678.0
2018,NUTS,2010,DEA3,2,686.0
2019,NUTS,2010,DEA3,2,681.0
2011,NUTS,2010,DEA4,2,568.0
2012,NUTS,2010,DEA4,2,651.0
2013,NUTS,2010,DEA4,2,581.0
2014,NUTS,2010,DEA4,2,592.0
2015,NUTS,2010,DEA4,2,636.0
2016,NUTS,2010,DEA4,2,726.0
2017,NUTS,2010,DEA4,2,828.0
2018,NUTS,2010,DEA4,2,916.0
2019,NUTS,2010,DEA4,2,936.0
2011,NUTS,2010,DEA5,2,1474.0
2012,NUTS,2010,DEA5,2,1474.0
2013,NUTS,2010,DEA5,2,1618.0
2014,NUTS,2010,DEA5,2,1817.0
2015,NUTS,2010,DEA5,2,1868.0
2016,NUTS,2010,DEA5,2,1899.0
2017,NUTS,2010,DEA5,2,1944.0
2018,NUTS,2010,DEA5,2,1974.0
2019,NUTS,2010,DEA5,2,1965.0
2011,NUTS,2010,DEB,1,2373.0
2012,NUTS,2010,DEB,1,2308.0
2013,NUTS,2010,DEB,1,2256.0
2014,NUTS,2010,DEB,1,2323.0
2015,NUTS,2010,DEB,1,2463.0
2016,NUTS,2010,DEB,1,2670.0
2017,NUTS,2010,DEB,1,2846.0
2018,NUTS,2010,DEB,1,2955.0
2019,NUTS,2010,DEB,1,3239.0
2011,NUTS,2010,DEB1,2,199.0
2012,NUTS,2010,DEB1,2,192.0
2013,NUTS,2010,DEB1,2,279.0
2014,NUTS,2010,DEB1,2,253.0
2015,NUTS,2010,DEB1,2,238.0
2016,NUTS,2010,DEB1,2,262.0
2017,NUTS,2010,DEB1,2,256.0
2018,NUTS,2010,DEB1,2,275.0
2019,NUTS,2010,DEB1,2,301.0
2011,NUTS,2010,DEB2,2,133.0
2012,NUTS,2010,DEB2,2,149.0
2013,NUTS,2010,DEB2,2,54.0
2014,NUTS,2010,DEB2,2,49.0
2015,NUTS,2010,DEB2,2,42.0
2016,NUTS,2010,DEB2,2,44.0
2017,NUTS,2010,DEB2,2,43.0
2018,NUTS,2010,DEB2,2,50.0
2019,NUTS,2010,DEB2,2,102.0
2011,NUTS,2010,DEB3,2,2041.0
2012,NUTS,2010,DEB3,2,1968.0
2013,NUTS,2010,DEB3,2,1923.0
2014,NUTS,2010,DEB3,2,2021.0
2015,NUTS,2010,DEB3,2,2183.0
2016,NUTS,2010,DEB3,2,2365.0
2017,NUTS,2010,DEB3,2,2547.0
2018,NUTS,2010,DEB3,2,2630.0
2019,NUTS,2010,DEB3,2,2836.0
2011,NUTS,2010,DEC,1,1264.0
2012,NUTS,2010,DEC,1,1354.0
2013,NUTS,2010,DEC,1,1359.0
2014,NUTS,2010,DEC,1,1360.0
2015,NUTS,2010,DEC,1,1462.0
2016,NUTS,2010,DEC,1,1477.0
2017,NUTS,2010,DEC,1,1404.0
2018,NUTS,2010,DEC,1,1406.0
2019,NUTS,2010,DEC,1,1747.0
2011,NUTS,2010,DEC0,2,1264.0
2012,NUTS,2010,DEC0,2,1354.0
2013,NUTS,2010,DEC0,2,1359.0
2014,NUTS,2010,DEC0,2,1360.0
2015,NUTS,2010,DEC0,2,1462.0
2016,NUTS,2010,DEC0,2,1477.0
2017,NUTS,2010,DEC0,2,1404.0
2018,NUTS,2010,DEC0,2,1406.0
2019,NUTS,2010,DEC0,2,1747.0
2011,NUTS,2010,DED,1,8473.0
2012,NUTS,2010,DED,1,8649.0
2013,NUTS,2010,DED,1,8701.0
2014,NUTS,2010,DED,1,8713.0
2015,NUTS,2010,DED,1,8962.0
2016,NUTS,2010,DED,1,9074.0
2017,NUTS,2010,DED,1,9445.0
2018,NUTS,2010,DED,1,9810.0
2019,NUTS,2010,DED,1,10278.0
2011,NUTS,2010,DED2,2,5021.0
2012,NUTS,2010,DED2,2,5079.0
2013,NUTS,2010,DED2,2,2592.0
2014,NUTS,2010,DED2,2,5122.0
2015,NUTS,2010,DED2,2,5103.0
2016,NUTS,2010,DED2,2,5158.0
2017,NUTS,2010,DED2,2,5324.0
2018,NUTS,2010,DED2,2,5489.0
2019,NUTS,2010,DED2,2,5774.0
2011,NUTS,2010,DED4,2,832.0
2012,NUTS,2010,DED4,2,902.0
2013,NUTS,2010,DED4,2,4026.0
2014,NUTS,2010,DED4,2,977.0
2015,NUTS,2010,DED4,2,1052.0
2016,NUTS,2010,DED4,2,1039.0
2017,NUTS,2010,DED4,2,1071.0
2018,NUTS,2010,DED4,2,1128.0
2019,NUTS,2010,DED4,2,1187.0
2011,NUTS,2010,DED5,2,2620.0
2012,NUTS,2010,DED5,2,2668.0
2013,NUTS,2010,DED5,2,2083.0
2014,NUTS,2010,DED5,2,2614.0
2015,NUTS,2010,DED5,2,2807.0
2016,NUTS,2010,DED5,2,2877.0
2017,NUTS,2010,DED5,2,3051.0
2018,NUTS,2010,DED5,2,3193.0
2019,NUTS,2010,DED5,2,3317.0
2011,NUTS,2010,DEE,1,2784.0
2012,NUTS,2010,DEE,1,2973.0
2013,NUTS,2010,DEE,1,2991.0
2014,NUTS,2010,DEE,1,3107.0
2015,NUTS,2010,DEE,1,3079.0
2016,NUTS,2010,DEE,1,3069.0
2017,NUTS,2010,DEE,1,3238.0
2018,NUTS,2010,DEE,1,3364.0
2019,NUTS,2010,DEE,1,3348.0
2011,NUTS,2010,DEE0,2,2784.0
2012,NUTS,2010,DEE0,2,2973.0
2013,NUTS,2010,DEE0,2,2991.0
2014,NUTS,2010,DEE0,2,3107.0
2015,NUTS,2010,DEE0,2,3079.0
2016,NUTS,2010,DEE0,2,3069.0
2017,NUTS,2010,DEE0,2,3238.0
2018,NUTS,2010,DEE0,2,3364.0
2019,NUTS,2010,DEE0,2,3348.0
2011,NUTS,2010,DEF,1,2977.0
2012,NUTS,2010,DEF,1,3213.0
2013,NUTS,2010,DEF,1,3278.0
2014,NUTS,2010,DEF,1,3305.0
2015,NUTS,2010,DEF,1,3096.0
2016,NUTS,2010,DEF,1,3088.0
2017,NUTS,2010,DEF,1,3306.0
2018,NUTS,2010,DEF,1,3377.0
2019,NUTS,2010,DEF,1,3389.0
2011,NUTS,2010,DEF0,2,2977.0
2012,NUTS,2010,DEF0,2,3213.0
2013,NUTS,2010,DEF0,2,3278.0
2014,NUTS,2010,DEF0,2,3305.0
2015,NUTS,2010,DEF0,2,3096.0
2016,NUTS,2010,DEF0,2,3088.0
2017,NUTS,2010,DEF0,2,3306.0
2018,NUTS,2010,DEF0,2,3377.0
2019,NUTS,2010,DEF0,2,3389.0
2011,NUTS,2010,DEG,1,2898.0
2012,NUTS,2010,DEG,1,2924.0
2013,NUTS,2010,DEG,1,2902.0
2014,NUTS,2010,DEG,1,2924.0
2015,NUTS,2010,DEG,1,2875.0
2016,NUTS,2010,DEG,1,2812.0
2017,NUTS,2010,DEG,1,2916.0
2018,NUTS,2010,DEG,1,3087.0
2019,NUTS,2010,DEG,1,3080.0
2011,NUTS,2010,DEG0,2,2898.0
2012,NUTS,2010,DEG0,2,2924.0
2013,NUTS,2010,DEG0,2,2902.0
2014,NUTS,2010,DEG0,2,2924.0
2015,NUTS,2010,DEG0,2,2875.0
2016,NUTS,2010,DEG0,2,2812.0
2017,NUTS,2010,DEG0,2,2916.0
2018,NUTS,2010,DEG0,2,3087.0
2019,NUTS,2010,DEG0,2,3080.0
2011,NUTS,2010,DEZ,1,473.0
2012,NUTS,2010,DEZ,1,509.0
2013,NUTS,2010,DEZ,1,478.0
2014,NUTS,2010,DEZ,1,489.0
2015,NUTS,2010,DEZ,1,464.0
2016,NUTS,2010,DEZ,1,490.0
2017,NUTS,2010,DEZ,1,481.0
2018,NUTS,2010,DEZ,1,539.0
2019,NUTS,2010,DEZ,1,562.0
2011,NUTS,2010,DEZZ,2,473.0
2012,NUTS,2010,DEZZ,2,509.0
2013,NUTS,2010,DEZZ,2,478.0
2014,NUTS,2010,DEZZ,2,489.0
2015,NUTS,2010,DEZZ,2,464.0
2016,NUTS,2010,DEZZ,2,490.0
2017,NUTS,2010,DEZZ,2,481.0
2018,NUTS,2010,DEZZ,2,539.0
2019,NUTS,2010,DEZZ,2,562.0
2011,NUTS,2010,DK,0,2622.0
2012,NUTS,2010,DK,0,2712.0
2013,NUTS,2010,DK,0,2813.0
2014,NUTS,2010,DK,0,2960.0
2015,NUTS,2010,DK,0,3223.0
2016,NUTS,2010,DK,0,3040.0
2017,NUTS,2010,DK,0,3562.0
2018,NUTS,2010,DK,0,3634.0
2019,NUTS,2010,DK,0,3678.0
2020,NUTS,2010,DK,0,3698.0
2011,NUTS,2010,DK0,1,2707.0
2012,NUTS,2010,DK0,1,2712.0
2013,NUTS,2010,DK0,1,2813.0
2014,NUTS,2010,DK0,1,2960.0
2015,NUTS,2010,DK0,1,3223.0
2016,NUTS,2010,DK0,1,3040.0
2017,NUTS,2010,DK0,1,3562.0
2018,NUTS,2010,DK0,1,3634.0
2019,NUTS,2010,DK0,1,3678.0
2011,NUTS,2010,DK01,2,1576.0
2012,NUTS,2010,DK01,2,1405.0
2013,NUTS,2010,DK01,2,1301.0
2014,NUTS,2010,DK01,2,1296.0
2015,NUTS,2010,DK01,2,1332.0
2016,NUTS,2010,DK01,2,1248.0
2017,NUTS,2010,DK01,2,1823.0
2019,NUTS,2010,DK01,2,1935.0
2011,NUTS,2010,DK02,2,258.0
2012,NUTS,2010,DK02,2,280.0
2013,NUTS,2010,DK02,2,405.0
2014,NUTS,2010,DK02,2,544.0
2015,NUTS,2010,DK02,2,625.0
2016,NUTS,2010,DK02,2,357.0
2017,NUTS,2010,DK02,2,356.0
2019,NUTS,2010,DK02,2,377.0
2011,NUTS,2010,DK03,2,350.0
2012,NUTS,2010,DK03,2,403.0
2013,NUTS,2010,DK03,2,419.0
2014,NUTS,2010,DK03,2,427.0
2015,NUTS,2010,DK03,2,438.0
2016,NUTS,2010,DK03,2,538.0
2017,NUTS,2010,DK03,2,105.0
2019,NUTS,2010,DK03,2,111.0
2011,NUTS,2010,DK04,2,490.0
2012,NUTS,2010,DK04,2,582.0
2013,NUTS,2010,DK04,2,646.0
2014,NUTS,2010,DK04,2,651.0
2015,NUTS,2010,DK04,2,750.0
2016,NUTS,2010,DK04,2,832.0
2017,NUTS,2010,DK04,2,784.0
2019,NUTS,2010,DK04,2,706.0
2011,NUTS,2010,DK05,2,33.0
2012,NUTS,2010,DK05,2,42.0
2013,NUTS,2010,DK05,2,42.0
2014,NUTS,2010,DK05,2,42.0
2015,NUTS,2010,DK05,2,78.0
2016,NUTS,2010,DK05,2,65.0
2017,NUTS,2010,DK05,2,494.0
2019,NUTS,2010,DK05,2,549.0
2011,NUTS,2010,EA19,2,339335.0
2012,NUTS,2010,EA19,2,346354.0
2013,NUTS,2010,EA19,2,343558.0
2014,NUTS,2010,EA19,2,350591.0
2015,NUTS,2010,EA19,2,365685.0
2016,NUTS,2010,EA19,2,373006.0
2017,NUTS,2010,EA19,2,379629.0
2018,NUTS,2010,EA19,2,391572.0
2019,NUTS,2010,EA19,2,399853.0
2011,NUTS,2010,EE,0,1089.0
2012,NUTS,2010,EE,0,1120.0
2013,NUTS,2010,EE,0,1140.0
2014,NUTS,2010,EE,0,1085.0
2015,NUTS,2010,EE,0,1095.0
2016,NUTS,2010,EE,0,959.0
2017,NUTS,2010,EE,0,970.0
2018,NUTS,2010,EE,0,813.0
2019,NUTS,2010,EE,0,807.0
2011,NUTS,2010,EL,0,13260.0
2013,NUTS,2010,EL,0,16863.0
2015,NUTS,2010,EL,0,27936.0
2017,NUTS,2010,EL,0,26124.0
2019,NUTS,2010,EL,0,29701.0
2011,NUTS,2010,EL3,1,6004.0
2013,NUTS,2010,EL3,1,7683.0
2015,NUTS,2010,EL3,1,14525.0
2017,NUTS,2010,EL3,1,15610.0
2019,NUTS,2010,EL3,1,18189.0
2011,NUTS,2010,EL30,2,6004.0
2013,NUTS,2010,EL30,2,7683.0
2015,NUTS,2010,EL30,2,14525.0
2017,NUTS,2010,EL30,2,15610.0
2019,NUTS,2010,EL30,2,18189.0
2011,NUTS,2010,EL4,1,2113.0
2013,NUTS,2010,EL4,1,2745.0
2015,NUTS,2010,EL4,1,3318.0
2017,NUTS,2010,EL4,1,3154.0
2019,NUTS,2010,EL4,1,3093.0
2011,NUTS,2010,EL41,2,131.0
2013,NUTS,2010,EL41,2,167.0
2015,NUTS,2010,EL41,2,485.0
2017,NUTS,2010,EL41,2,365.0
2019,NUTS,2010,EL41,2,350.0
2011,NUTS,2010,EL42,2,406.0
2013,NUTS,2010,EL42,2,407.0
2015,NUTS,2010,EL42,2,382.0
2017,NUTS,2010,EL42,2,309.0
2019,NUTS,2010,EL42,2,357.0
2011,NUTS,2010,EL43,2,1576.0
2013,NUTS,2010,EL43,2,2171.0
2015,NUTS,2010,EL43,2,2451.0
2017,NUTS,2010,EL43,2,2480.0
2019,NUTS,2010,EL43,2,2386.0
2011,NUTS,2010,EL5,1,3073.0
2013,NUTS,2010,EL5,1,3788.0
2015,NUTS,2010,EL5,1,5475.0
2017,NUTS,2010,EL5,1,4886.0
2019,NUTS,2010,EL5,1,5383.0
2011,NUTS,2010,EL51,2,135.0
2013,NUTS,2010,EL51,2,383.0
2015,NUTS,2010,EL51,2,349.0
2017,NUTS,2010,EL51,2,298.0
2019,NUTS,2010,EL51,2,399.0
2011,NUTS,2010,EL52,2,1985.0
2013,NUTS,2010,EL52,2,2383.0
2015,NUTS,2010,EL52,2,4146.0
2017,NUTS,2010,EL52,2,3934.0
2019,NUTS,2010,EL52,2,4266.0
2011,NUTS,2010,EL53,2,601.0
2013,NUTS,2010,EL53,2,276.0
2015,NUTS,2010,EL53,2,656.0
2017,NUTS,2010,EL53,2,352.0
2019,NUTS,2010,EL53,2,356.0
2011,NUTS,2010,EL54,2,352.0
2013,NUTS,2010,EL54,2,746.0
2015,NUTS,2010,EL54,2,324.0
2017,NUTS,2010,EL54,2,302.0
2019,NUTS,2010,EL54,2,362.0
2011,NUTS,2010,EL6,1,2070.0
2013,NUTS,2010,EL6,1,2647.0
2015,NUTS,2010,EL6,1,4618.0
2017,NUTS,2010,EL6,1,2474.0
2019,NUTS,2010,EL6,1,3036.0
2011,NUTS,2010,EL61,2,549.0
2013,NUTS,2010,EL61,2,533.0
2015,NUTS,2010,EL61,2,774.0
2017,NUTS,2010,EL61,2,480.0
2019,NUTS,2010,EL61,2,502.0
2011,NUTS,2010,EL62,2,162.0
2013,NUTS,2010,EL62,2,163.0
2015,NUTS,2010,EL62,2,383.0
2017,NUTS,2010,EL62,2,146.0
2019,NUTS,2010,EL62,2,177.0
2011,NUTS,2010,EL63,2,334.0
2013,NUTS,2010,EL63,2,929.0
2015,NUTS,2010,EL63,2,1649.0
2017,NUTS,2010,EL63,2,1043.0
2019,NUTS,2010,EL63,2,808.0
2011,NUTS,2010,EL64,2,322.0
2013,NUTS,2010,EL64,2,315.0
2015,NUTS,2010,EL64,2,547.0
2017,NUTS,2010,EL64,2,214.0
2019,NUTS,2010,EL64,2,381.0
2011,NUTS,2010,EL65,2,703.0
2013,NUTS,2010,EL65,2,707.0
2015,NUTS,2010,EL65,2,1265.0
2017,NUTS,2010,EL65,2,591.0
2019,NUTS,2010,EL65,2,1168.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,58172.0
2012,NUTS,2010,ES,0,56338.0
2013,NUTS,2010,ES,0,53671.0
2014,NUTS,2010,ES,0,53615.0
2015,NUTS,2010,ES,0,56963.0
2016,NUTS,2010,ES,0,57459.0
2017,NUTS,2010,ES,0,58497.0
2018,NUTS,2010,ES,0,58837.0
2019,NUTS,2010,ES,0,60309.0
2011,NUTS,2010,ES1,1,3599.0
2013,NUTS,2010,ES1,1,3285.0
2014,NUTS,2010,ES1,1,3384.0
2015,NUTS,2010,ES1,1,3537.0
2016,NUTS,2010,ES1,1,3665.0
2017,NUTS,2010,ES1,1,3785.0
2018,NUTS,2010,ES1,1,4110.0
2019,NUTS,2010,ES1,1,4524.0
2013,NUTS,2010,ES11,2,2021.0
2014,NUTS,2010,ES11,2,2046.0
2015,NUTS,2010,ES11,2,2157.0
2016,NUTS,2010,ES11,2,2206.0
2017,NUTS,2010,ES11,2,2421.0
2018,NUTS,2010,ES11,2,2612.0
2019,NUTS,2010,ES11,2,2989.0
2012,NUTS,2010,ES12,2,713.0
2013,NUTS,2010,ES12,2,649.0
2014,NUTS,2010,ES12,2,608.0
2015,NUTS,2010,ES12,2,631.0
2016,NUTS,2010,ES12,2,684.0
2017,NUTS,2010,ES12,2,692.0
2018,NUTS,2010,ES12,2,717.0
2019,NUTS,2010,ES12,2,700.0
2011,NUTS,2010,ES13,2,723.0
2012,NUTS,2010,ES13,2,720.0
2013,NUTS,2010,ES13,2,615.0
2014,NUTS,2010,ES13,2,730.0
2015,NUTS,2010,ES13,2,749.0
2016,NUTS,2010,ES13,2,775.0
2017,NUTS,2010,ES13,2,672.0
2018,NUTS,2010,ES13,2,781.0
2019,NUTS,2010,ES13,2,835.0
2011,NUTS,2010,ES2,1,6026.0
2012,NUTS,2010,ES2,1,6195.0
2013,NUTS,2010,ES2,1,5913.0
2014,NUTS,2010,ES2,1,5799.0
2016,NUTS,2010,ES2,1,6126.0
2017,NUTS,2010,ES2,1,6187.0
2018,NUTS,2010,ES2,1,6511.0
2019,NUTS,2010,ES2,1,6560.0
2011,NUTS,2010,ES21,2,3099.0
2012,NUTS,2010,ES21,2,3256.0
2013,NUTS,2010,ES21,2,3078.0
2014,NUTS,2010,ES21,2,2973.0
2015,NUTS,2010,ES21,2,3250.0
2016,NUTS,2010,ES21,2,3348.0
2017,NUTS,2010,ES21,2,3290.0
2018,NUTS,2010,ES21,2,3477.0
2019,NUTS,2010,ES21,2,3514.0
2011,NUTS,2010,ES22,2,569.0
2012,NUTS,2010,ES22,2,561.0
2013,NUTS,2010,ES22,2,594.0
2014,NUTS,2010,ES22,2,661.0
2016,NUTS,2010,ES22,2,700.0
2017,NUTS,2010,ES22,2,758.0
2018,NUTS,2010,ES22,2,817.0
2019,NUTS,2010,ES22,2,815.0
2011,NUTS,2010,ES23,2,632.0
2012,NUTS,2010,ES23,2,662.0
2013,NUTS,2010,ES23,2,583.0
2014,NUTS,2010,ES23,2,511.0
2015,NUTS,2010,ES23,2,510.0
2016,NUTS,2010,ES23,2,509.0
2017,NUTS,2010,ES23,2,574.0
2018,NUTS,2010,ES23,2,595.0
2019,NUTS,2010,ES23,2,582.0
2011,NUTS,2010,ES24,2,1726.0
2012,NUTS,2010,ES24,2,1716.0
2013,NUTS,2010,ES24,2,1658.0
2014,NUTS,2010,ES24,2,1654.0
2015,NUTS,2010,ES24,2,1568.0
2016,NUTS,2010,ES24,2,1569.0
2017,NUTS,2010,ES24,2,1565.0
2018,NUTS,2010,ES24,2,1622.0
2019,NUTS,2010,ES24,2,1649.0
2011,NUTS,2010,ES3,1,17468.0
2012,NUTS,2010,ES3,1,16864.0
2013,NUTS,2010,ES3,1,15422.0
2014,NUTS,2010,ES3,1,15667.0
2015,NUTS,2010,ES3,1,15850.0
2016,NUTS,2010,ES3,1,16698.0
2017,NUTS,2010,ES3,1,16553.0
2018,NUTS,2010,ES3,1,16101.0
2019,NUTS,2010,ES3,1,16500.0
2011,NUTS,2010,ES30,2,17468.0
2012,NUTS,2010,ES30,2,16864.0
2013,NUTS,2010,ES30,2,15422.0
2014,NUTS,2010,ES30,2,15667.0
2015,NUTS,2010,ES30,2,15850.0
2016,NUTS,2010,ES30,2,16698.0
2017,NUTS,2010,ES30,2,16553.0
2018,NUTS,2010,ES30,2,16101.0
2019,NUTS,2010,ES30,2,16500.0
2011,NUTS,2010,ES4,1,4233.0
2013,NUTS,2010,ES4,1,3743.0
2014,NUTS,2010,ES4,1,3611.0
2015,NUTS,2010,ES4,1,4046.0
2016,NUTS,2010,ES4,1,3873.0
2017,NUTS,2010,ES4,1,3970.0
2018,NUTS,2010,ES4,1,4332.0
2019,NUTS,2010,ES4,1,4281.0
2012,NUTS,2010,ES41,2,1520.0
2013,NUTS,2010,ES41,2,1496.0
2014,NUTS,2010,ES41,2,1536.0
2015,NUTS,2010,ES41,2,1689.0
2016,NUTS,2010,ES41,2,1580.0
2017,NUTS,2010,ES41,2,1604.0
2018,NUTS,2010,ES41,2,1624.0
2019,NUTS,2010,ES41,2,1609.0
2013,NUTS,2010,ES42,2,1598.0
2014,NUTS,2010,ES42,2,1586.0
2015,NUTS,2010,ES42,2,1694.0
2016,NUTS,2010,ES42,2,1728.0
2017,NUTS,2010,ES42,2,1760.0
2018,NUTS,2010,ES42,2,2027.0
2019,NUTS,2010,ES42,2,1976.0
2011,NUTS,2010,ES43,2,798.0
2012,NUTS,2010,ES43,2,752.0
2013,NUTS,2010,ES43,2,649.0
2014,NUTS,2010,ES43,2,489.0
2015,NUTS,2010,ES43,2,663.0
2016,NUTS,2010,ES43,2,565.0
2017,NUTS,2010,ES43,2,606.0
2018,NUTS,2010,ES43,2,681.0
2019,NUTS,2010,ES43,2,696.0
2011,NUTS,2010,ES5,1,16709.0
2012,NUTS,2010,ES5,1,16052.0
2013,NUTS,2010,ES5,1,15864.0
2014,NUTS,2010,ES5,1,15789.0
2015,NUTS,2010,ES5,1,16295.0
2016,NUTS,2010,ES5,1,16279.0
2017,NUTS,2010,ES5,1,17194.0
2018,NUTS,2010,ES5,1,17225.0
2019,NUTS,2010,ES5,1,17621.0
2011,NUTS,2010,ES51,2,11661.0
2012,NUTS,2010,ES51,2,11581.0
2013,NUTS,2010,ES51,2,11507.0
2014,NUTS,2010,ES51,2,11462.0
2015,NUTS,2010,ES51,2,12024.0
2016,NUTS,2010,ES51,2,11752.0
2017,NUTS,2010,ES51,2,12704.0
2018,NUTS,2010,ES51,2,12945.0
2019,NUTS,2010,ES51,2,13290.0
2011,NUTS,2010,ES52,2,3833.0
2012,NUTS,2010,ES52,2,3498.0
2013,NUTS,2010,ES52,2,3453.0
2014,NUTS,2010,ES52,2,3431.0
2015,NUTS,2010,ES52,2,3266.0
2016,NUTS,2010,ES52,2,3508.0
2017,NUTS,2010,ES52,2,3322.0
2018,NUTS,2010,ES52,2,3211.0
2019,NUTS,2010,ES52,2,3124.0
2011,NUTS,2010,ES53,2,1215.0
2012,NUTS,2010,ES53,2,973.0
2013,NUTS,2010,ES53,2,904.0
2014,NUTS,2010,ES53,2,896.0
2015,NUTS,2010,ES53,2,1005.0
2016,NUTS,2010,ES53,2,1019.0
2017,NUTS,2010,ES53,2,1168.0
2018,NUTS,2010,ES53,2,1069.0
2019,NUTS,2010,ES53,2,1207.0
2011,NUTS,2010,ES6,1,8589.0
2012,NUTS,2010,ES6,1,8295.0
2013,NUTS,2010,ES6,1,8051.0
2014,NUTS,2010,ES6,1,8113.0
2015,NUTS,2010,ES6,1,9883.0
2016,NUTS,2010,ES6,1,9499.0
2017,NUTS,2010,ES6,1,9407.0
2018,NUTS,2010,ES6,1,9092.0
2019,NUTS,2010,ES6,1,9473.0
2011,NUTS,2010,ES61,2,7508.0
2012,NUTS,2010,ES61,2,7354.0
2013,NUTS,2010,ES61,2,7180.0
2014,NUTS,2010,ES61,2,7238.0
2015,NUTS,2010,ES61,2,9008.0
2016,NUTS,2010,ES61,2,8582.0
2017,NUTS,2010,ES61,2,8454.0
2018,NUTS,2010,ES61,2,8144.0
2019,NUTS,2010,ES61,2,8493.0
2012,NUTS,2010,ES62,2,939.0
2013,NUTS,2010,ES62,2,869.0
2014,NUTS,2010,ES62,2,872.0
2015,NUTS,2010,ES62,2,873.0
2016,NUTS,2010,ES62,2,917.0
2017,NUTS,2010,ES62,2,953.0
2018,NUTS,2010,ES62,2,948.0
2019,NUTS,2010,ES62,2,980.0
2011,NUTS,2010,ES7,1,1548.0
2012,NUTS,2010,ES7,1,1505.0
2013,NUTS,2010,ES7,1,1393.0
2014,NUTS,2010,ES7,1,1252.0
2015,NUTS,2010,ES7,1,1353.0
2016,NUTS,2010,ES7,1,1319.0
2017,NUTS,2010,ES7,1,1401.0
2018,NUTS,2010,ES7,1,1466.0
2019,NUTS,2010,ES7,1,1350.0
2011,NUTS,2010,ES70,2,1548.0
2012,NUTS,2010,ES70,2,1505.0
2013,NUTS,2010,ES70,2,1393.0
2014,NUTS,2010,ES70,2,1252.0
2015,NUTS,2010,ES70,2,1353.0
2016,NUTS,2010,ES70,2,1319.0
2017,NUTS,2010,ES70,2,1401.0
2018,NUTS,2010,ES70,2,1466.0
2019,NUTS,2010,ES70,2,1350.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,428826.0
2012,NUTS,2010,EU27_2020,7,437776.0
2013,NUTS,2010,EU27_2020,7,438050.0
2014,NUTS,2010,EU27_2020,7,445737.0
2015,NUTS,2010,EU27_2020,7,464100.0
2016,NUTS,2010,EU27_2020,7,450966.0
2017,NUTS,2010,EU27_2020,7,462482.0
2018,NUTS,2010,EU27_2020,7,477972.0
2019,NUTS,2010,EU27_2020,7,487328.0
2011,NUTS,2010,FI,0,8695.0
2012,NUTS,2010,FI,0,8250.0
2013,NUTS,2010,FI,0,8103.0
2014,NUTS,2010,FI,0,7377.0
2015,NUTS,2010,FI,0,6468.0
2016,NUTS,2010,FI,0,5853.0
2017,NUTS,2010,FI,0,6251.0
2018,NUTS,2010,FI,0,6284.0
2019,NUTS,2010,FI,0,6158.0
2012,NUTS,2010,FI1,1,9090.0
2015,NUTS,2010,FI1,1,7366.0
2016,NUTS,2010,FI1,1,6757.0
2017,NUTS,2010,FI1,1,6251.0
2018,NUTS,2010,FI1,1,6284.0
2019,NUTS,2010,FI1,1,6158.0
2011,NUTS,2010,FI19,2,1014.0
2012,NUTS,2010,FI19,2,971.0
2013,NUTS,2010,FI19,2,975.0
2015,NUTS,2010,FI19,2,769.0
2016,NUTS,2010,FI19,2,757.0
2017,NUTS,2010,FI19,2,441.0
2018,NUTS,2010,FI19,2,445.0
2019,NUTS,2010,FI19,2,416.0
2011,NUTS,2010,FI1B,2,6017.0
2012,NUTS,2010,FI1B,2,5680.0
2013,NUTS,2010,FI1B,2,5584.0
2015,NUTS,2010,FI1B,2,4657.0
2016,NUTS,2010,FI1B,2,4323.0
2017,NUTS,2010,FI1B,2,4243.0
2018,NUTS,2010,FI1B,2,4325.0
2019,NUTS,2010,FI1B,2,4259.0
2011,NUTS,2010,FI1C,2,943.0
2012,NUTS,2010,FI1C,2,877.0
2013,NUTS,2010,FI1C,2,896.0
2015,NUTS,2010,FI1C,2,823.0
2016,NUTS,2010,FI1C,2,670.0
2017,NUTS,2010,FI1C,2,518.0
2018,NUTS,2010,FI1C,2,501.0
2019,NUTS,2010,FI1C,2,494.0
2011,NUTS,2010,FI1D,2,1596.0
2012,NUTS,2010,FI1D,2,1562.0
2013,NUTS,2010,FI1D,2,1461.0
2015,NUTS,2010,FI1D,2,1117.0
2016,NUTS,2010,FI1D,2,1007.0
2017,NUTS,2010,FI1D,2,1049.0
2018,NUTS,2010,FI1D,2,1013.0
2019,NUTS,2010,FI1D,2,989.0
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
