year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_f_fte_rse
1998,NUTS,2010,AT,0,289.0
2002,NUTS,2010,AT,0,319.0
2004,NUTS,2010,AT,0,331.0
2006,NUTS,2010,AT,0,465.0
2007,NUTS,2010,AT,0,486.0
2009,NUTS,2010,AT,0,601.0
2011,NUTS,2010,AT,0,622.0
2013,NUTS,2010,AT,0,664.0
2015,NUTS,2010,AT,0,728.0
2017,NUTS,2010,AT,0,1313.0
2019,NUTS,2010,AT,0,1398.0
2002,NUTS,2010,AT1,1,273.0
2004,NUTS,2010,AT1,1,273.0
2011,NUTS,2010,AT1,1,489.0
2013,NUTS,2010,AT1,1,494.0
2019,NUTS,2010,AT1,1,1144.0
2002,NUTS,2010,AT11,2,3.0
2004,NUTS,2010,AT11,2,3.0
2011,NUTS,2010,AT11,2,3.0
2013,NUTS,2010,AT11,2,2.0
2002,NUTS,2010,AT12,2,13.0
2004,NUTS,2010,AT12,2,15.0
2006,NUTS,2010,AT12,2,19.0
2007,NUTS,2010,AT12,2,21.0
2009,NUTS,2010,AT12,2,26.0
2011,NUTS,2010,AT12,2,33.0
2013,NUTS,2010,AT12,2,34.0
2015,NUTS,2010,AT12,2,61.0
2017,NUTS,2010,AT12,2,78.0
2002,NUTS,2010,AT13,2,258.0
2004,NUTS,2010,AT13,2,255.0
2006,NUTS,2010,AT13,2,360.0
2007,NUTS,2010,AT13,2,382.0
2009,NUTS,2010,AT13,2,457.0
2011,NUTS,2010,AT13,2,453.0
2013,NUTS,2010,AT13,2,458.0
2015,NUTS,2010,AT13,2,494.0
2017,NUTS,2010,AT13,2,981.0
2019,NUTS,2010,AT13,2,1050.0
2002,NUTS,2010,AT2,1,19.0
2004,NUTS,2010,AT2,1,27.0
2006,NUTS,2010,AT2,1,35.0
2015,NUTS,2010,AT2,1,49.0
2019,NUTS,2010,AT2,1,104.0
2002,NUTS,2010,AT21,2,4.0
2004,NUTS,2010,AT21,2,8.0
2006,NUTS,2010,AT21,2,10.0
2011,NUTS,2010,AT21,2,10.0
2002,NUTS,2010,AT22,2,15.0
2004,NUTS,2010,AT22,2,19.0
2006,NUTS,2010,AT22,2,24.0
2009,NUTS,2010,AT22,2,33.0
2002,NUTS,2010,AT3,1,26.0
2004,NUTS,2010,AT3,1,31.0
2007,NUTS,2010,AT3,1,51.0
2019,NUTS,2010,AT3,1,150.0
2002,NUTS,2010,AT31,2,8.0
2004,NUTS,2010,AT31,2,11.0
2006,NUTS,2010,AT31,2,22.0
2007,NUTS,2010,AT31,2,20.0
2009,NUTS,2010,AT31,2,19.0
2011,NUTS,2010,AT31,2,15.0
2013,NUTS,2010,AT31,2,14.0
2015,NUTS,2010,AT31,2,24.0
2017,NUTS,2010,AT31,2,42.0
2019,NUTS,2010,AT31,2,45.0
2002,NUTS,2010,AT32,2,9.0
2004,NUTS,2010,AT32,2,12.0
2006,NUTS,2010,AT32,2,17.0
2009,NUTS,2010,AT32,2,34.0
2015,NUTS,2010,AT32,2,74.0
2017,NUTS,2010,AT32,2,74.0
2019,NUTS,2010,AT32,2,70.0
2002,NUTS,2010,AT33,2,6.0
2004,NUTS,2010,AT33,2,5.0
2006,NUTS,2010,AT33,2,7.0
2013,NUTS,2010,AT33,2,13.0
2019,NUTS,2010,AT33,2,19.0
2002,NUTS,2010,AT34,2,3.0
2004,NUTS,2010,AT34,2,3.0
2011,NUTS,2010,AT34,2,9.0
2013,NUTS,2010,AT34,2,10.0
2015,NUTS,2010,AT34,2,12.0
2017,NUTS,2010,AT34,2,11.0
2019,NUTS,2010,AT34,2,16.0
2002,NUTS,2010,ATZ,1,0.0
2004,NUTS,2010,ATZ,1,0.0
2006,NUTS,2010,ATZ,1,0.0
2007,NUTS,2010,ATZ,1,0.0
2009,NUTS,2010,ATZ,1,0.0
2011,NUTS,2010,ATZ,1,0.0
2013,NUTS,2010,ATZ,1,0.0
2002,NUTS,2010,ATZZ,2,0.0
2004,NUTS,2010,ATZZ,2,0.0
2006,NUTS,2010,ATZZ,2,0.0
2007,NUTS,2010,ATZZ,2,0.0
2009,NUTS,2010,ATZZ,2,0.0
2011,NUTS,2010,ATZZ,2,0.0
2013,NUTS,2010,ATZZ,2,0.0
2012,NUTS,2010,BA,0,13.0
2013,NUTS,2010,BA,0,24.0
2014,NUTS,2010,BA,0,21.0
2019,NUTS,2010,BA,0,16.0
2000,NUTS,2010,BE,0,559.0
2001,NUTS,2010,BE,0,580.0
2002,NUTS,2010,BE,0,576.0
2003,NUTS,2010,BE,0,595.0
2004,NUTS,2010,BE,0,656.0
2005,NUTS,2010,BE,0,682.0
2006,NUTS,2010,BE,0,731.0
2007,NUTS,2010,BE,0,789.0
2008,NUTS,2010,BE,0,864.0
2009,NUTS,2010,BE,0,916.0
2010,NUTS,2010,BE,0,876.0
2011,NUTS,2010,BE,0,934.0
2012,NUTS,2010,BE,0,1240.0
2013,NUTS,2010,BE,0,1271.0
2014,NUTS,2010,BE,0,1438.0
2015,NUTS,2010,BE,0,1459.0
2016,NUTS,2010,BE,0,1520.0
2017,NUTS,2010,BE,0,1634.0
2018,NUTS,2010,BE,0,1870.0
2019,NUTS,2010,BE,0,1923.0
2000,NUTS,2010,BE1,1,194.0
2001,NUTS,2010,BE1,1,182.0
2002,NUTS,2010,BE1,1,185.0
2003,NUTS,2010,BE1,1,185.0
2004,NUTS,2010,BE1,1,188.0
2005,NUTS,2010,BE1,1,201.0
2006,NUTS,2010,BE1,1,250.0
2007,NUTS,2010,BE1,1,265.0
2008,NUTS,2010,BE1,1,241.0
2009,NUTS,2010,BE1,1,249.0
2010,NUTS,2010,BE1,1,263.0
2011,NUTS,2010,BE1,1,263.0
2012,NUTS,2010,BE1,1,440.0
2013,NUTS,2010,BE1,1,450.0
2014,NUTS,2010,BE1,1,474.0
2015,NUTS,2010,BE1,1,505.0
2016,NUTS,2010,BE1,1,536.0
2017,NUTS,2010,BE1,1,534.0
2018,NUTS,2010,BE1,1,584.0
2019,NUTS,2010,BE1,1,619.0
2000,NUTS,2010,BE10,2,194.0
2001,NUTS,2010,BE10,2,182.0
2002,NUTS,2010,BE10,2,185.0
2003,NUTS,2010,BE10,2,185.0
2004,NUTS,2010,BE10,2,188.0
2005,NUTS,2010,BE10,2,201.0
2006,NUTS,2010,BE10,2,250.0
2007,NUTS,2010,BE10,2,265.0
2008,NUTS,2010,BE10,2,241.0
2009,NUTS,2010,BE10,2,249.0
2010,NUTS,2010,BE10,2,263.0
2011,NUTS,2010,BE10,2,263.0
2012,NUTS,2010,BE10,2,440.0
2013,NUTS,2010,BE10,2,450.0
2014,NUTS,2010,BE10,2,474.0
2015,NUTS,2010,BE10,2,505.0
2016,NUTS,2010,BE10,2,536.0
2017,NUTS,2010,BE10,2,534.0
2018,NUTS,2010,BE10,2,584.0
2019,NUTS,2010,BE10,2,619.0
2000,NUTS,2010,BE2,1,332.0
2001,NUTS,2010,BE2,1,365.0
2002,NUTS,2010,BE2,1,353.0
2003,NUTS,2010,BE2,1,372.0
2004,NUTS,2010,BE2,1,430.0
2005,NUTS,2010,BE2,1,440.0
2006,NUTS,2010,BE2,1,440.0
2007,NUTS,2010,BE2,1,482.0
2008,NUTS,2010,BE2,1,534.0
2009,NUTS,2010,BE2,1,564.0
2010,NUTS,2010,BE2,1,586.0
2011,NUTS,2010,BE2,1,629.0
2012,NUTS,2010,BE2,1,735.0
2013,NUTS,2010,BE2,1,759.0
2014,NUTS,2010,BE2,1,861.0
2015,NUTS,2010,BE2,1,849.0
2016,NUTS,2010,BE2,1,906.0
2017,NUTS,2010,BE2,1,1023.0
2018,NUTS,2010,BE2,1,1198.0
2019,NUTS,2010,BE2,1,1216.0
2000,NUTS,2010,BE3,1,33.0
2001,NUTS,2010,BE3,1,33.0
2002,NUTS,2010,BE3,1,38.0
2003,NUTS,2010,BE3,1,38.0
2004,NUTS,2010,BE3,1,37.0
2005,NUTS,2010,BE3,1,41.0
2006,NUTS,2010,BE3,1,41.0
2007,NUTS,2010,BE3,1,42.0
2008,NUTS,2010,BE3,1,89.0
2009,NUTS,2010,BE3,1,102.0
2010,NUTS,2010,BE3,1,28.0
2011,NUTS,2010,BE3,1,42.0
2012,NUTS,2010,BE3,1,65.0
2013,NUTS,2010,BE3,1,63.0
2014,NUTS,2010,BE3,1,103.0
2015,NUTS,2010,BE3,1,106.0
2016,NUTS,2010,BE3,1,78.0
2017,NUTS,2010,BE3,1,77.0
2018,NUTS,2010,BE3,1,88.0
2019,NUTS,2010,BE3,1,87.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
1993,NUTS,2010,BG,0,5698.0
1994,NUTS,2010,BG,0,3197.0
1995,NUTS,2010,BG,0,3136.0
1996,NUTS,2010,BG,0,3542.0
1997,NUTS,2010,BG,0,3697.0
1998,NUTS,2010,BG,0,3674.0
1999,NUTS,2010,BG,0,3417.0
2000,NUTS,2010,BG,0,3130.0
2001,NUTS,2010,BG,0,2995.0
2002,NUTS,2010,BG,0,3064.0
2003,NUTS,2010,BG,0,3097.0
2004,NUTS,2010,BG,0,3133.0
2005,NUTS,2010,BG,0,3060.0
2006,NUTS,2010,BG,0,3126.0
2007,NUTS,2010,BG,0,3290.0
2008,NUTS,2010,BG,0,3208.0
2009,NUTS,2010,BG,0,3138.0
2010,NUTS,2010,BG,0,3149.0
2011,NUTS,2010,BG,0,3168.0
2012,NUTS,2010,BG,0,2946.0
2013,NUTS,2010,BG,0,3020.0
2014,NUTS,2010,BG,0,2947.0
2015,NUTS,2010,BG,0,2643.0
2016,NUTS,2010,BG,0,2714.0
2017,NUTS,2010,BG,0,2648.0
2018,NUTS,2010,BG,0,2533.0
2019,NUTS,2010,BG,0,2637.0
2002,NUTS,2010,BG3,1,198.0
2003,NUTS,2010,BG3,1,214.0
2004,NUTS,2010,BG3,1,244.0
2005,NUTS,2010,BG3,1,223.0
2006,NUTS,2010,BG3,1,248.0
2007,NUTS,2010,BG3,1,261.0
2008,NUTS,2010,BG3,1,268.0
2009,NUTS,2010,BG3,1,238.0
2010,NUTS,2010,BG3,1,333.0
2011,NUTS,2010,BG3,1,255.0
2012,NUTS,2010,BG3,1,298.0
2013,NUTS,2010,BG3,1,295.0
2014,NUTS,2010,BG3,1,238.0
2015,NUTS,2010,BG3,1,219.0
2016,NUTS,2010,BG3,1,221.0
2017,NUTS,2010,BG3,1,228.0
2018,NUTS,2010,BG3,1,224.0
2002,NUTS,2010,BG31,2,63.0
2003,NUTS,2010,BG31,2,71.0
2004,NUTS,2010,BG31,2,71.0
2005,NUTS,2010,BG31,2,69.0
2006,NUTS,2010,BG31,2,71.0
2007,NUTS,2010,BG31,2,69.0
2008,NUTS,2010,BG31,2,62.0
2009,NUTS,2010,BG31,2,58.0
2010,NUTS,2010,BG31,2,93.0
2011,NUTS,2010,BG31,2,75.0
2012,NUTS,2010,BG31,2,89.0
2013,NUTS,2010,BG31,2,80.0
2014,NUTS,2010,BG31,2,69.0
2015,NUTS,2010,BG31,2,68.0
2016,NUTS,2010,BG31,2,66.0
2018,NUTS,2010,BG31,2,72.0
2002,NUTS,2010,BG32,2,23.0
2003,NUTS,2010,BG32,2,25.0
2004,NUTS,2010,BG32,2,30.0
2005,NUTS,2010,BG32,2,32.0
2006,NUTS,2010,BG32,2,26.0
2007,NUTS,2010,BG32,2,24.0
2008,NUTS,2010,BG32,2,23.0
2009,NUTS,2010,BG32,2,29.0
2010,NUTS,2010,BG32,2,29.0
2011,NUTS,2010,BG32,2,23.0
2012,NUTS,2010,BG32,2,20.0
2013,NUTS,2010,BG32,2,37.0
2014,NUTS,2010,BG32,2,19.0
2019,NUTS,2010,BG32,2,13.0
2002,NUTS,2010,BG33,2,68.0
2003,NUTS,2010,BG33,2,70.0
2004,NUTS,2010,BG33,2,90.0
2005,NUTS,2010,BG33,2,90.0
2006,NUTS,2010,BG33,2,90.0
2007,NUTS,2010,BG33,2,107.0
2008,NUTS,2010,BG33,2,125.0
2009,NUTS,2010,BG33,2,95.0
2010,NUTS,2010,BG33,2,146.0
2011,NUTS,2010,BG33,2,94.0
2012,NUTS,2010,BG33,2,118.0
2013,NUTS,2010,BG33,2,116.0
2014,NUTS,2010,BG33,2,96.0
2015,NUTS,2010,BG33,2,84.0
2017,NUTS,2010,BG33,2,86.0
2018,NUTS,2010,BG33,2,88.0
2019,NUTS,2010,BG33,2,104.0
2002,NUTS,2010,BG34,2,44.0
2003,NUTS,2010,BG34,2,48.0
2004,NUTS,2010,BG34,2,53.0
2005,NUTS,2010,BG34,2,32.0
2006,NUTS,2010,BG34,2,61.0
2007,NUTS,2010,BG34,2,61.0
2008,NUTS,2010,BG34,2,58.0
2009,NUTS,2010,BG34,2,56.0
2010,NUTS,2010,BG34,2,65.0
2011,NUTS,2010,BG34,2,63.0
2012,NUTS,2010,BG34,2,71.0
2013,NUTS,2010,BG34,2,62.0
2014,NUTS,2010,BG34,2,54.0
2016,NUTS,2010,BG34,2,53.0
2002,NUTS,2010,BG4,1,2866.0
2003,NUTS,2010,BG4,1,2883.0
2004,NUTS,2010,BG4,1,2889.0
2005,NUTS,2010,BG4,1,2837.0
2006,NUTS,2010,BG4,1,2878.0
2007,NUTS,2010,BG4,1,3029.0
2008,NUTS,2010,BG4,1,2940.0
2009,NUTS,2010,BG4,1,2900.0
2010,NUTS,2010,BG4,1,2816.0
2011,NUTS,2010,BG4,1,2913.0
2012,NUTS,2010,BG4,1,2648.0
2013,NUTS,2010,BG4,1,2725.0
2014,NUTS,2010,BG4,1,2709.0
2015,NUTS,2010,BG4,1,2424.0
2016,NUTS,2010,BG4,1,2493.0
2017,NUTS,2010,BG4,1,2420.0
2018,NUTS,2010,BG4,1,2309.0
1999,NUTS,2010,BG41,2,3108.0
2000,NUTS,2010,BG41,2,2865.0
2002,NUTS,2010,BG41,2,2776.0
2003,NUTS,2010,BG41,2,2783.0
2005,NUTS,2010,BG41,2,2723.0
2006,NUTS,2010,BG41,2,2765.0
2007,NUTS,2010,BG41,2,2907.0
2008,NUTS,2010,BG41,2,2757.0
2009,NUTS,2010,BG41,2,2757.0
2010,NUTS,2010,BG41,2,2658.0
2011,NUTS,2010,BG41,2,2728.0
2012,NUTS,2010,BG41,2,2464.0
2013,NUTS,2010,BG41,2,2547.0
2014,NUTS,2010,BG41,2,2493.0
2015,NUTS,2010,BG41,2,2259.0
2016,NUTS,2010,BG41,2,2320.0
2017,NUTS,2010,BG41,2,2243.0
2018,NUTS,2010,BG41,2,2140.0
2019,NUTS,2010,BG41,2,2200.0
2002,NUTS,2010,BG42,2,90.0
2003,NUTS,2010,BG42,2,100.0
2005,NUTS,2010,BG42,2,114.0
2006,NUTS,2010,BG42,2,113.0
2007,NUTS,2010,BG42,2,122.0
2008,NUTS,2010,BG42,2,183.0
2009,NUTS,2010,BG42,2,143.0
2010,NUTS,2010,BG42,2,158.0
2011,NUTS,2010,BG42,2,185.0
2012,NUTS,2010,BG42,2,184.0
2013,NUTS,2010,BG42,2,178.0
2014,NUTS,2010,BG42,2,216.0
2015,NUTS,2010,BG42,2,165.0
2016,NUTS,2010,BG42,2,173.0
2017,NUTS,2010,BG42,2,177.0
2018,NUTS,2010,BG42,2,169.0
2002,NUTS,2010,BGZ,1,0.0
2003,NUTS,2010,BGZ,1,0.0
2004,NUTS,2010,BGZ,1,0.0
2005,NUTS,2010,BGZ,1,0.0
2006,NUTS,2010,BGZ,1,0.0
2007,NUTS,2010,BGZ,1,0.0
2008,NUTS,2010,BGZ,1,0.0
2009,NUTS,2010,BGZ,1,0.0
2010,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2002,NUTS,2010,BGZZ,2,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1998,NUTS,2010,CY,0,24.0
1999,NUTS,2010,CY,0,27.0
2000,NUTS,2010,CY,0,30.0
2001,NUTS,2010,CY,0,35.0
2002,NUTS,2010,CY,0,36.0
2003,NUTS,2010,CY,0,43.0
2004,NUTS,2010,CY,0,46.0
2005,NUTS,2010,CY,0,48.0
2006,NUTS,2010,CY,0,48.0
2007,NUTS,2010,CY,0,48.0
2008,NUTS,2010,CY,0,53.0
2009,NUTS,2010,CY,0,48.0
2010,NUTS,2010,CY,0,49.0
2011,NUTS,2010,CY,0,45.0
2012,NUTS,2010,CY,0,42.0
2013,NUTS,2010,CY,0,42.0
2014,NUTS,2010,CY,0,45.0
2015,NUTS,2010,CY,0,45.0
2016,NUTS,2010,CY,0,42.0
2017,NUTS,2010,CY,0,49.0
2018,NUTS,2010,CY,0,48.0
2019,NUTS,2010,CY,0,56.0
2000,NUTS,2010,CZ,0,1398.0
2001,NUTS,2010,CZ,0,1553.0
2002,NUTS,2010,CZ,0,1427.0
2003,NUTS,2010,CZ,0,1633.0
2004,NUTS,2010,CZ,0,1646.0
2005,NUTS,2010,CZ,0,2388.0
2006,NUTS,2010,CZ,0,2585.0
2007,NUTS,2010,CZ,0,2761.0
2008,NUTS,2010,CZ,0,2771.0
2009,NUTS,2010,CZ,0,2505.0
2010,NUTS,2010,CZ,0,2403.0
2011,NUTS,2010,CZ,0,2485.0
2012,NUTS,2010,CZ,0,2351.0
2013,NUTS,2010,CZ,0,2572.0
2014,NUTS,2010,CZ,0,2588.0
2015,NUTS,2010,CZ,0,2813.0
2016,NUTS,2010,CZ,0,2876.0
2017,NUTS,2010,CZ,0,3075.0
2018,NUTS,2010,CZ,0,3010.0
2019,NUTS,2010,CZ,0,3111.0
2020,NUTS,2010,CZ,0,3162.0
2000,NUTS,2010,CZ0,1,1398.0
2001,NUTS,2010,CZ0,1,1553.0
2002,NUTS,2010,CZ0,1,1427.0
2003,NUTS,2010,CZ0,1,1633.0
2004,NUTS,2010,CZ0,1,1646.0
2005,NUTS,2010,CZ0,1,2388.0
2006,NUTS,2010,CZ0,1,2585.0
2007,NUTS,2010,CZ0,1,2761.0
2008,NUTS,2010,CZ0,1,2771.0
2009,NUTS,2010,CZ0,1,2505.0
2010,NUTS,2010,CZ0,1,2403.0
2011,NUTS,2010,CZ0,1,2485.0
2012,NUTS,2010,CZ0,1,2351.0
2013,NUTS,2010,CZ0,1,2572.0
2014,NUTS,2010,CZ0,1,2588.0
2015,NUTS,2010,CZ0,1,2813.0
2016,NUTS,2010,CZ0,1,2876.0
2017,NUTS,2010,CZ0,1,3075.0
2018,NUTS,2010,CZ0,1,3010.0
2019,NUTS,2010,CZ0,1,3111.0
2020,NUTS,2010,CZ0,1,3162.0
2001,NUTS,2010,CZ01,2,1089.0
2002,NUTS,2010,CZ01,2,1013.0
2003,NUTS,2010,CZ01,2,1176.0
2004,NUTS,2010,CZ01,2,1141.0
2005,NUTS,2010,CZ01,2,1760.0
2006,NUTS,2010,CZ01,2,1861.0
2007,NUTS,2010,CZ01,2,2013.0
2008,NUTS,2010,CZ01,2,2020.0
2009,NUTS,2010,CZ01,2,1947.0
2010,NUTS,2010,CZ01,2,1827.0
2011,NUTS,2010,CZ01,2,1898.0
2012,NUTS,2010,CZ01,2,1832.0
2013,NUTS,2010,CZ01,2,1855.0
2014,NUTS,2010,CZ01,2,1881.0
2015,NUTS,2010,CZ01,2,1910.0
2016,NUTS,2010,CZ01,2,1897.0
2017,NUTS,2010,CZ01,2,2112.0
2018,NUTS,2010,CZ01,2,2038.0
2019,NUTS,2010,CZ01,2,2068.0
2020,NUTS,2010,CZ01,2,2116.0
2001,NUTS,2010,CZ02,2,72.0
2002,NUTS,2010,CZ02,2,108.0
2003,NUTS,2010,CZ02,2,125.0
2004,NUTS,2010,CZ02,2,139.0
2005,NUTS,2010,CZ02,2,162.0
2006,NUTS,2010,CZ02,2,180.0
2007,NUTS,2010,CZ02,2,177.0
2008,NUTS,2010,CZ02,2,188.0
2009,NUTS,2010,CZ02,2,152.0
2010,NUTS,2010,CZ02,2,139.0
2011,NUTS,2010,CZ02,2,150.0
2012,NUTS,2010,CZ02,2,107.0
2013,NUTS,2010,CZ02,2,160.0
2014,NUTS,2010,CZ02,2,160.0
2015,NUTS,2010,CZ02,2,292.0
2016,NUTS,2010,CZ02,2,336.0
2017,NUTS,2010,CZ02,2,313.0
2018,NUTS,2010,CZ02,2,327.0
2019,NUTS,2010,CZ02,2,337.0
2020,NUTS,2010,CZ02,2,347.0
2001,NUTS,2010,CZ03,2,84.0
2002,NUTS,2010,CZ03,2,84.0
2003,NUTS,2010,CZ03,2,75.0
2004,NUTS,2010,CZ03,2,65.0
2005,NUTS,2010,CZ03,2,101.0
2006,NUTS,2010,CZ03,2,131.0
2007,NUTS,2010,CZ03,2,174.0
2008,NUTS,2010,CZ03,2,145.0
2009,NUTS,2010,CZ03,2,93.0
2010,NUTS,2010,CZ03,2,92.0
2011,NUTS,2010,CZ03,2,64.0
2012,NUTS,2010,CZ03,2,60.0
2013,NUTS,2010,CZ03,2,100.0
2014,NUTS,2010,CZ03,2,165.0
2015,NUTS,2010,CZ03,2,134.0
2016,NUTS,2010,CZ03,2,161.0
2017,NUTS,2010,CZ03,2,152.0
2018,NUTS,2010,CZ03,2,149.0
2019,NUTS,2010,CZ03,2,165.0
2020,NUTS,2010,CZ03,2,180.0
2001,NUTS,2010,CZ04,2,38.0
2002,NUTS,2010,CZ04,2,4.0
2003,NUTS,2010,CZ04,2,12.0
2004,NUTS,2010,CZ04,2,16.0
2005,NUTS,2010,CZ04,2,3.0
2006,NUTS,2010,CZ04,2,11.0
2007,NUTS,2010,CZ04,2,6.0
2008,NUTS,2010,CZ04,2,7.0
2009,NUTS,2010,CZ04,2,12.0
2010,NUTS,2010,CZ04,2,8.0
2011,NUTS,2010,CZ04,2,11.0
2012,NUTS,2010,CZ04,2,16.0
2013,NUTS,2010,CZ04,2,11.0
2014,NUTS,2010,CZ04,2,11.0
2015,NUTS,2010,CZ04,2,9.0
2016,NUTS,2010,CZ04,2,7.0
2017,NUTS,2010,CZ04,2,9.0
2018,NUTS,2010,CZ04,2,12.0
2019,NUTS,2010,CZ04,2,12.0
2020,NUTS,2010,CZ04,2,14.0
2001,NUTS,2010,CZ05,2,24.0
2002,NUTS,2010,CZ05,2,29.0
2003,NUTS,2010,CZ05,2,26.0
2004,NUTS,2010,CZ05,2,59.0
2005,NUTS,2010,CZ05,2,21.0
2006,NUTS,2010,CZ05,2,22.0
2007,NUTS,2010,CZ05,2,22.0
2008,NUTS,2010,CZ05,2,23.0
2009,NUTS,2010,CZ05,2,21.0
2010,NUTS,2010,CZ05,2,23.0
2011,NUTS,2010,CZ05,2,27.0
2012,NUTS,2010,CZ05,2,21.0
2013,NUTS,2010,CZ05,2,29.0
2014,NUTS,2010,CZ05,2,26.0
2015,NUTS,2010,CZ05,2,30.0
2016,NUTS,2010,CZ05,2,30.0
2017,NUTS,2010,CZ05,2,25.0
2018,NUTS,2010,CZ05,2,26.0
2019,NUTS,2010,CZ05,2,32.0
2020,NUTS,2010,CZ05,2,38.0
2001,NUTS,2010,CZ06,2,222.0
2002,NUTS,2010,CZ06,2,164.0
2003,NUTS,2010,CZ06,2,190.0
2004,NUTS,2010,CZ06,2,205.0
2005,NUTS,2010,CZ06,2,304.0
2006,NUTS,2010,CZ06,2,344.0
2007,NUTS,2010,CZ06,2,333.0
2008,NUTS,2010,CZ06,2,353.0
2009,NUTS,2010,CZ06,2,248.0
2010,NUTS,2010,CZ06,2,281.0
2011,NUTS,2010,CZ06,2,313.0
2012,NUTS,2010,CZ06,2,298.0
2013,NUTS,2010,CZ06,2,399.0
2014,NUTS,2010,CZ06,2,309.0
2015,NUTS,2010,CZ06,2,399.0
2016,NUTS,2010,CZ06,2,409.0
2017,NUTS,2010,CZ06,2,409.0
2018,NUTS,2010,CZ06,2,412.0
2019,NUTS,2010,CZ06,2,447.0
2020,NUTS,2010,CZ06,2,417.0
2001,NUTS,2010,CZ07,2,8.0
2002,NUTS,2010,CZ07,2,8.0
2003,NUTS,2010,CZ07,2,10.0
2004,NUTS,2010,CZ07,2,5.0
2005,NUTS,2010,CZ07,2,7.0
2006,NUTS,2010,CZ07,2,8.0
2007,NUTS,2010,CZ07,2,9.0
2008,NUTS,2010,CZ07,2,7.0
2009,NUTS,2010,CZ07,2,10.0
2010,NUTS,2010,CZ07,2,10.0
2011,NUTS,2010,CZ07,2,10.0
2012,NUTS,2010,CZ07,2,6.0
2013,NUTS,2010,CZ07,2,9.0
2014,NUTS,2010,CZ07,2,10.0
2015,NUTS,2010,CZ07,2,12.0
2016,NUTS,2010,CZ07,2,14.0
2017,NUTS,2010,CZ07,2,24.0
2018,NUTS,2010,CZ07,2,25.0
2019,NUTS,2010,CZ07,2,26.0
2020,NUTS,2010,CZ07,2,27.0
2001,NUTS,2010,CZ08,2,16.0
2002,NUTS,2010,CZ08,2,17.0
2003,NUTS,2010,CZ08,2,19.0
2004,NUTS,2010,CZ08,2,17.0
2005,NUTS,2010,CZ08,2,30.0
2006,NUTS,2010,CZ08,2,28.0
2007,NUTS,2010,CZ08,2,27.0
2008,NUTS,2010,CZ08,2,28.0
2009,NUTS,2010,CZ08,2,22.0
2010,NUTS,2010,CZ08,2,23.0
2011,NUTS,2010,CZ08,2,11.0
2012,NUTS,2010,CZ08,2,11.0
2013,NUTS,2010,CZ08,2,10.0
2014,NUTS,2010,CZ08,2,26.0
2015,NUTS,2010,CZ08,2,27.0
2016,NUTS,2010,CZ08,2,21.0
2017,NUTS,2010,CZ08,2,30.0
2018,NUTS,2010,CZ08,2,21.0
2019,NUTS,2010,CZ08,2,24.0
2020,NUTS,2010,CZ08,2,23.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1995,NUTS,2010,DE,0,7504.0
1996,NUTS,2010,DE,0,7689.0
1997,NUTS,2010,DE,0,7913.0
1998,NUTS,2010,DE,0,8077.0
1999,NUTS,2010,DE,0,8213.0
2000,NUTS,2010,DE,0,8502.0
2001,NUTS,2010,DE,0,8820.0
2002,NUTS,2010,DE,0,9176.0
2003,NUTS,2010,DE,0,9658.0
2004,NUTS,2010,DE,0,11000.0
2005,NUTS,2010,DE,0,10380.0
2006,NUTS,2010,DE,0,11191.0
2007,NUTS,2010,DE,0,12101.0
2008,NUTS,2010,DE,0,13001.0
2009,NUTS,2010,DE,0,14749.0
2010,NUTS,2010,DE,0,15779.0
2011,NUTS,2010,DE,0,16696.0
2012,NUTS,2010,DE,0,17571.0
2013,NUTS,2010,DE,0,18153.0
