year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_t_fte_total
1993,NUTS,2010,DK,0,27388.0
1995,NUTS,2010,DK,0,30212.0
1996,NUTS,2010,DK,0,32148.0
1997,NUTS,2010,DK,0,34187.0
1998,NUTS,2010,DK,0,35194.0
1999,NUTS,2010,DK,0,36452.0
2000,NUTS,2010,DK,0,37693.0
2001,NUTS,2010,DK,0,39892.0
2002,NUTS,2010,DK,0,42406.0
2003,NUTS,2010,DK,0,41607.0
2004,NUTS,2010,DK,0,42687.0
2005,NUTS,2010,DK,0,43499.0
2006,NUTS,2010,DK,0,44878.0
2007,NUTS,2010,DK,0,46897.0
2008,NUTS,2010,DK,0,58589.0
2009,NUTS,2010,DK,0,55918.0
2010,NUTS,2010,DK,0,56623.0
2011,NUTS,2010,DK,0,57585.0
2012,NUTS,2010,DK,0,57734.0
2013,NUTS,2010,DK,0,57744.0
2014,NUTS,2010,DK,0,58361.0
2015,NUTS,2010,DK,0,60243.0
2016,NUTS,2010,DK,0,62775.0
2017,NUTS,2010,DK,0,60240.0
2018,NUTS,2010,DK,0,59778.0
2019,NUTS,2010,DK,0,62229.0
2020,NUTS,2010,DK,0,62049.0
1981,NUTS,2010,DK0,1,16476.0
1982,NUTS,2010,DK0,1,17235.0
1983,NUTS,2010,DK0,1,18142.0
1984,NUTS,2010,DK0,1,19029.0
1985,NUTS,2010,DK0,1,19914.0
1986,NUTS,2010,DK0,1,20934.0
1987,NUTS,2010,DK0,1,21953.0
1988,NUTS,2010,DK0,1,23146.0
1989,NUTS,2010,DK0,1,24339.0
1990,NUTS,2010,DK0,1,25047.0
1991,NUTS,2010,DK0,1,25756.0
1992,NUTS,2010,DK0,1,26573.0
1993,NUTS,2010,DK0,1,27388.0
1995,NUTS,2010,DK0,1,30212.0
1996,NUTS,2010,DK0,1,32148.0
1997,NUTS,2010,DK0,1,34187.0
1998,NUTS,2010,DK0,1,35194.0
1999,NUTS,2010,DK0,1,36452.0
2000,NUTS,2010,DK0,1,37693.0
2001,NUTS,2010,DK0,1,39893.0
2002,NUTS,2010,DK0,1,42405.0
2003,NUTS,2010,DK0,1,41616.0
2004,NUTS,2010,DK0,1,44279.0
2007,NUTS,2010,DK0,1,46897.0
2009,NUTS,2010,DK0,1,54391.0
2010,NUTS,2010,DK0,1,56623.0
2011,NUTS,2010,DK0,1,56126.0
2012,NUTS,2010,DK0,1,57734.0
2013,NUTS,2010,DK0,1,58246.0
2014,NUTS,2010,DK0,1,58361.0
2015,NUTS,2010,DK0,1,60244.0
2016,NUTS,2010,DK0,1,62775.0
2017,NUTS,2010,DK0,1,60240.0
2018,NUTS,2010,DK0,1,59778.0
2019,NUTS,2010,DK0,1,62229.0
2007,NUTS,2010,DK01,2,31326.0
2010,NUTS,2010,DK01,2,34957.0
2011,NUTS,2010,DK01,2,34673.0
2012,NUTS,2010,DK01,2,35093.0
2013,NUTS,2010,DK01,2,35158.0
2014,NUTS,2010,DK01,2,35494.0
2015,NUTS,2010,DK01,2,36429.0
2016,NUTS,2010,DK01,2,37749.0
2017,NUTS,2010,DK01,2,37767.0
2019,NUTS,2010,DK01,2,38345.0
2007,NUTS,2010,DK02,2,2340.0
2010,NUTS,2010,DK02,2,3173.0
2011,NUTS,2010,DK02,2,2778.0
2012,NUTS,2010,DK02,2,2617.0
2013,NUTS,2010,DK02,2,2434.0
2014,NUTS,2010,DK02,2,2493.0
2015,NUTS,2010,DK02,2,2584.0
2016,NUTS,2010,DK02,2,2796.0
2017,NUTS,2010,DK02,2,3006.0
2019,NUTS,2010,DK02,2,2903.0
2007,NUTS,2010,DK03,2,3628.0
2010,NUTS,2010,DK03,2,6529.0
2011,NUTS,2010,DK03,2,6323.0
2012,NUTS,2010,DK03,2,6662.0
2013,NUTS,2010,DK03,2,6756.0
2014,NUTS,2010,DK03,2,7259.0
2015,NUTS,2010,DK03,2,7567.0
2016,NUTS,2010,DK03,2,7889.0
2017,NUTS,2010,DK03,2,5390.0
2019,NUTS,2010,DK03,2,5847.0
2007,NUTS,2010,DK04,2,7409.0
2010,NUTS,2010,DK04,2,9686.0
2011,NUTS,2010,DK04,2,9839.0
2012,NUTS,2010,DK04,2,10930.0
2013,NUTS,2010,DK04,2,11133.0
2014,NUTS,2010,DK04,2,10405.0
2015,NUTS,2010,DK04,2,10963.0
2016,NUTS,2010,DK04,2,11052.0
2017,NUTS,2010,DK04,2,10593.0
2019,NUTS,2010,DK04,2,11630.0
2007,NUTS,2010,DK05,2,2190.0
2010,NUTS,2010,DK05,2,2278.0
2011,NUTS,2010,DK05,2,2513.0
2012,NUTS,2010,DK05,2,2454.0
2013,NUTS,2010,DK05,2,2765.0
2014,NUTS,2010,DK05,2,2711.0
2015,NUTS,2010,DK05,2,2700.0
2016,NUTS,2010,DK05,2,3289.0
2017,NUTS,2010,DK05,2,3485.0
2019,NUTS,2010,DK05,2,3505.0
2007,NUTS,2010,DKZ,1,4.0
2007,NUTS,2010,DKZZ,2,0.0
2000,NUTS,2010,EA19,2,1429756.0
2001,NUTS,2010,EA19,2,1449020.0
2002,NUTS,2010,EA19,2,1471139.0
2003,NUTS,2010,EA19,2,1485764.0
2004,NUTS,2010,EA19,2,1519784.0
2005,NUTS,2010,EA19,2,1553830.0
2006,NUTS,2010,EA19,2,1632850.0
2007,NUTS,2010,EA19,2,1697613.0
2008,NUTS,2010,EA19,2,1772794.0
2009,NUTS,2010,EA19,2,1795706.0
2010,NUTS,2010,EA19,2,1837832.0
2011,NUTS,2010,EA19,2,1888457.0
2012,NUTS,2010,EA19,2,1936991.0
2013,NUTS,2010,EA19,2,1962509.0
2014,NUTS,2010,EA19,2,1990705.0
2015,NUTS,2010,EA19,2,2056908.0
2016,NUTS,2010,EA19,2,2120544.0
2017,NUTS,2010,EA19,2,2221768.0
2018,NUTS,2010,EA19,2,2317640.0
2019,NUTS,2010,EA19,2,2394394.0
2020,NUTS,2010,EA19,2,2418300.0
1998,NUTS,2010,EE,0,4600.0
1999,NUTS,2010,EE,0,4545.0
2000,NUTS,2010,EE,0,3710.0
2001,NUTS,2010,EE,0,3745.0
2002,NUTS,2010,EE,0,4129.0
2003,NUTS,2010,EE,0,4144.0
2004,NUTS,2010,EE,0,4735.0
2005,NUTS,2010,EE,0,4362.0
2006,NUTS,2010,EE,0,4741.0
2007,NUTS,2010,EE,0,5002.0
2008,NUTS,2010,EE,0,5086.0
2009,NUTS,2010,EE,0,5430.0
2010,NUTS,2010,EE,0,5277.0
2011,NUTS,2010,EE,0,5724.0
2012,NUTS,2010,EE,0,5855.0
2013,NUTS,2010,EE,0,5858.0
2014,NUTS,2010,EE,0,5790.0
2015,NUTS,2010,EE,0,5636.0
2016,NUTS,2010,EE,0,5701.0
2017,NUTS,2010,EE,0,6048.0
2018,NUTS,2010,EE,0,6183.0
2019,NUTS,2010,EE,0,6394.0
2020,NUTS,2010,EE,0,6491.0
1989,NUTS,2010,EL,0,9586.0
1991,NUTS,2010,EL,0,11059.0
1993,NUTS,2010,EL,0,14549.0
1995,NUTS,2010,EL,0,17571.0
1997,NUTS,2010,EL,0,20158.0
1999,NUTS,2010,EL,0,26382.0
2001,NUTS,2010,EL,0,30226.0
2003,NUTS,2010,EL,0,31849.0
2005,NUTS,2010,EL,0,33603.0
2006,NUTS,2010,EL,0,35140.0
2007,NUTS,2010,EL,0,35531.0
2011,NUTS,2010,EL,0,36913.0
2012,NUTS,2010,EL,0,37361.0
2013,NUTS,2010,EL,0,42188.0
2014,NUTS,2010,EL,0,43316.0
2015,NUTS,2010,EL,0,49658.0
2016,NUTS,2010,EL,0,41790.0
2017,NUTS,2010,EL,0,47585.0
2018,NUTS,2010,EL,0,51279.0
2019,NUTS,2010,EL,0,53932.0
2020,NUTS,2010,EL,0,57059.0
1989,NUTS,2010,EL3,1,5247.0
1991,NUTS,2010,EL3,1,6036.0
1993,NUTS,2010,EL3,1,7302.0
1995,NUTS,2010,EL3,1,8811.0
1997,NUTS,2010,EL3,1,9157.0
2003,NUTS,2010,EL3,1,18495.0
2005,NUTS,2010,EL3,1,18583.0
2011,NUTS,2010,EL3,1,16137.0
2013,NUTS,2010,EL3,1,20243.0
2015,NUTS,2010,EL3,1,24426.0
2017,NUTS,2010,EL3,1,23783.0
2019,NUTS,2010,EL3,1,27170.0
1989,NUTS,2010,EL30,2,5247.0
1991,NUTS,2010,EL30,2,6036.0
1993,NUTS,2010,EL30,2,7302.0
1995,NUTS,2010,EL30,2,8811.0
1997,NUTS,2010,EL30,2,9157.0
2003,NUTS,2010,EL30,2,18495.0
2005,NUTS,2010,EL30,2,18583.0
2011,NUTS,2010,EL30,2,16137.0
2013,NUTS,2010,EL30,2,20243.0
2015,NUTS,2010,EL30,2,24426.0
2017,NUTS,2010,EL30,2,23783.0
2019,NUTS,2010,EL30,2,27170.0
1989,NUTS,2010,EL4,1,805.0
1991,NUTS,2010,EL4,1,999.0
1993,NUTS,2010,EL4,1,1429.0
1995,NUTS,2010,EL4,1,1839.0
1997,NUTS,2010,EL4,1,2195.0
2003,NUTS,2010,EL4,1,2313.0
2005,NUTS,2010,EL4,1,2626.0
2011,NUTS,2010,EL4,1,5024.0
2013,NUTS,2010,EL4,1,5198.0
2015,NUTS,2010,EL4,1,5254.0
2017,NUTS,2010,EL4,1,4808.0
2019,NUTS,2010,EL4,1,5045.0
1989,NUTS,2010,EL41,2,19.0
1991,NUTS,2010,EL41,2,40.0
1993,NUTS,2010,EL41,2,100.0
1995,NUTS,2010,EL41,2,119.0
1997,NUTS,2010,EL41,2,434.0
2003,NUTS,2010,EL41,2,251.0
2005,NUTS,2010,EL41,2,269.0
2011,NUTS,2010,EL41,2,754.0
2013,NUTS,2010,EL41,2,627.0
2015,NUTS,2010,EL41,2,743.0
2017,NUTS,2010,EL41,2,655.0
2019,NUTS,2010,EL41,2,664.0
1989,NUTS,2010,EL42,2,80.0
1991,NUTS,2010,EL42,2,16.0
1993,NUTS,2010,EL42,2,141.0
1995,NUTS,2010,EL42,2,95.0
1997,NUTS,2010,EL42,2,99.0
2003,NUTS,2010,EL42,2,191.0
2005,NUTS,2010,EL42,2,147.0
2011,NUTS,2010,EL42,2,599.0
2013,NUTS,2010,EL42,2,520.0
2015,NUTS,2010,EL42,2,463.0
2017,NUTS,2010,EL42,2,447.0
2019,NUTS,2010,EL42,2,422.0
1989,NUTS,2010,EL43,2,706.0
1991,NUTS,2010,EL43,2,943.0
1993,NUTS,2010,EL43,2,1188.0
1995,NUTS,2010,EL43,2,1625.0
1997,NUTS,2010,EL43,2,1662.0
2003,NUTS,2010,EL43,2,1914.0
2005,NUTS,2010,EL43,2,2211.0
2011,NUTS,2010,EL43,2,3671.0
2013,NUTS,2010,EL43,2,4051.0
2015,NUTS,2010,EL43,2,4048.0
2017,NUTS,2010,EL43,2,3706.0
2019,NUTS,2010,EL43,2,3959.0
2011,NUTS,2010,EL5,1,9636.0
2013,NUTS,2010,EL5,1,10736.0
2015,NUTS,2010,EL5,1,11887.0
2017,NUTS,2010,EL5,1,10692.0
2019,NUTS,2010,EL5,1,12158.0
1989,NUTS,2010,EL51,2,279.0
1991,NUTS,2010,EL51,2,346.0
1993,NUTS,2010,EL51,2,627.0
1995,NUTS,2010,EL51,2,732.0
1997,NUTS,2010,EL51,2,778.0
2003,NUTS,2010,EL51,2,989.0
2005,NUTS,2010,EL51,2,1023.0
2011,NUTS,2010,EL51,2,1509.0
2013,NUTS,2010,EL51,2,1925.0
2015,NUTS,2010,EL51,2,1726.0
2017,NUTS,2010,EL51,2,1580.0
2019,NUTS,2010,EL51,2,1714.0
1989,NUTS,2010,EL52,2,1721.0
1991,NUTS,2010,EL52,2,1868.0
1993,NUTS,2010,EL52,2,3119.0
1995,NUTS,2010,EL52,2,3485.0
1997,NUTS,2010,EL52,2,4100.0
2003,NUTS,2010,EL52,2,4994.0
2005,NUTS,2010,EL52,2,6105.0
2011,NUTS,2010,EL52,2,6347.0
2013,NUTS,2010,EL52,2,6822.0
2015,NUTS,2010,EL52,2,7624.0
2017,NUTS,2010,EL52,2,7187.0
2019,NUTS,2010,EL52,2,8113.0
1989,NUTS,2010,EL53,2,41.0
1991,NUTS,2010,EL53,2,167.0
1993,NUTS,2010,EL53,2,35.0
1995,NUTS,2010,EL53,2,132.0
1997,NUTS,2010,EL53,2,522.0
2003,NUTS,2010,EL53,2,185.0
2005,NUTS,2010,EL53,2,154.0
2011,NUTS,2010,EL53,2,639.0
2013,NUTS,2010,EL53,2,473.0
2015,NUTS,2010,EL53,2,760.0
2017,NUTS,2010,EL53,2,609.0
2019,NUTS,2010,EL53,2,665.0
1989,NUTS,2010,EL54,2,286.0
1991,NUTS,2010,EL54,2,306.0
1993,NUTS,2010,EL54,2,400.0
1995,NUTS,2010,EL54,2,433.0
1997,NUTS,2010,EL54,2,812.0
2003,NUTS,2010,EL54,2,752.0
2005,NUTS,2010,EL54,2,1037.0
2011,NUTS,2010,EL54,2,1141.0
2013,NUTS,2010,EL54,2,1517.0
2015,NUTS,2010,EL54,2,1776.0
2017,NUTS,2010,EL54,2,1316.0
2019,NUTS,2010,EL54,2,1667.0
2011,NUTS,2010,EL6,1,6116.0
2013,NUTS,2010,EL6,1,6011.0
2015,NUTS,2010,EL6,1,8091.0
2017,NUTS,2010,EL6,1,8302.0
2019,NUTS,2010,EL6,1,9560.0
1989,NUTS,2010,EL61,2,201.0
1991,NUTS,2010,EL61,2,184.0
1993,NUTS,2010,EL61,2,219.0
1995,NUTS,2010,EL61,2,344.0
1997,NUTS,2010,EL61,2,386.0
2003,NUTS,2010,EL61,2,1173.0
2005,NUTS,2010,EL61,2,800.0
2011,NUTS,2010,EL61,2,2165.0
2013,NUTS,2010,EL61,2,1676.0
2015,NUTS,2010,EL61,2,1953.0
2017,NUTS,2010,EL61,2,2014.0
2019,NUTS,2010,EL61,2,2676.0
1989,NUTS,2010,EL62,2,31.0
1991,NUTS,2010,EL62,2,68.0
1993,NUTS,2010,EL62,2,47.0
1995,NUTS,2010,EL62,2,65.0
1997,NUTS,2010,EL62,2,204.0
2003,NUTS,2010,EL62,2,110.0
2005,NUTS,2010,EL62,2,149.0
2011,NUTS,2010,EL62,2,206.0
2013,NUTS,2010,EL62,2,327.0
2015,NUTS,2010,EL62,2,866.0
2017,NUTS,2010,EL62,2,708.0
2019,NUTS,2010,EL62,2,763.0
1989,NUTS,2010,EL63,2,590.0
1991,NUTS,2010,EL63,2,620.0
1993,NUTS,2010,EL63,2,1010.0
1995,NUTS,2010,EL63,2,1192.0
1997,NUTS,2010,EL63,2,1472.0
2003,NUTS,2010,EL63,2,2371.0
2005,NUTS,2010,EL63,2,2075.0
2011,NUTS,2010,EL63,2,2133.0
2013,NUTS,2010,EL63,2,2352.0
2015,NUTS,2010,EL63,2,2994.0
2017,NUTS,2010,EL63,2,3921.0
2019,NUTS,2010,EL63,2,3869.0
1989,NUTS,2010,EL64,2,138.0
1991,NUTS,2010,EL64,2,199.0
1993,NUTS,2010,EL64,2,254.0
1995,NUTS,2010,EL64,2,415.0
1997,NUTS,2010,EL64,2,240.0
2003,NUTS,2010,EL64,2,311.0
2005,NUTS,2010,EL64,2,489.0
2011,NUTS,2010,EL64,2,749.0
2013,NUTS,2010,EL64,2,777.0
2015,NUTS,2010,EL64,2,1030.0
2017,NUTS,2010,EL64,2,796.0
2019,NUTS,2010,EL64,2,958.0
1989,NUTS,2010,EL65,2,49.0
1991,NUTS,2010,EL65,2,112.0
1993,NUTS,2010,EL65,2,106.0
1995,NUTS,2010,EL65,2,124.0
1997,NUTS,2010,EL65,2,307.0
2003,NUTS,2010,EL65,2,209.0
2005,NUTS,2010,EL65,2,562.0
2011,NUTS,2010,EL65,2,864.0
2013,NUTS,2010,EL65,2,879.0
2015,NUTS,2010,EL65,2,1247.0
2017,NUTS,2010,EL65,2,864.0
2019,NUTS,2010,EL65,2,1293.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1980,NUTS,2010,ES,0,35496.0
1981,NUTS,2010,ES,0,36221.0
1982,NUTS,2010,ES,0,35530.0
1983,NUTS,2010,ES,0,36169.0
1984,NUTS,2010,ES,0,39287.0
1985,NUTS,2010,ES,0,40654.0
1986,NUTS,2010,ES,0,45261.0
1987,NUTS,2010,ES,0,48486.0
1988,NUTS,2010,ES,0,54807.0
1989,NUTS,2010,ES,0,63155.0
1990,NUTS,2010,ES,0,69684.0
1991,NUTS,2010,ES,0,72406.0
1992,NUTS,2010,ES,0,73320.0
1993,NUTS,2010,ES,0,75734.0
1994,NUTS,2010,ES,0,80399.0
1995,NUTS,2010,ES,0,79988.0
1996,NUTS,2010,ES,0,87263.0
1997,NUTS,2010,ES,0,87150.0
1998,NUTS,2010,ES,0,97098.0
1999,NUTS,2010,ES,0,102237.0
2000,NUTS,2010,ES,0,120618.0
2001,NUTS,2010,ES,0,125750.0
2002,NUTS,2010,ES,0,134258.0
2003,NUTS,2010,ES,0,151487.0
2004,NUTS,2010,ES,0,161933.0
2005,NUTS,2010,ES,0,174773.0
2006,NUTS,2010,ES,0,188978.0
2007,NUTS,2010,ES,0,201108.0
2008,NUTS,2010,ES,0,215676.0
2009,NUTS,2010,ES,0,220777.0
2010,NUTS,2010,ES,0,222022.0
2011,NUTS,2010,ES,0,215079.0
2012,NUTS,2010,ES,0,208831.0
2013,NUTS,2010,ES,0,203302.0
2014,NUTS,2010,ES,0,200233.0
2015,NUTS,2010,ES,0,200866.0
2016,NUTS,2010,ES,0,205873.0
2017,NUTS,2010,ES,0,215745.0
2018,NUTS,2010,ES,0,225696.0
2019,NUTS,2010,ES,0,231413.0
2020,NUTS,2010,ES,0,231769.0
1988,NUTS,2010,ES1,1,2926.0
1989,NUTS,2010,ES1,1,3035.0
1990,NUTS,2010,ES1,1,3485.0
1991,NUTS,2010,ES1,1,3795.0
1992,NUTS,2010,ES1,1,4229.0
1993,NUTS,2010,ES1,1,4284.0
1994,NUTS,2010,ES1,1,4594.0
1995,NUTS,2010,ES1,1,5330.0
1996,NUTS,2010,ES1,1,5253.0
1997,NUTS,2010,ES1,1,6574.0
1998,NUTS,2010,ES1,1,7261.0
1999,NUTS,2010,ES1,1,6811.0
2000,NUTS,2010,ES1,1,9368.0
2001,NUTS,2010,ES1,1,9489.0
2002,NUTS,2010,ES1,1,10051.0
2003,NUTS,2010,ES1,1,10328.0
2004,NUTS,2010,ES1,1,11617.0
2005,NUTS,2010,ES1,1,12241.0
2006,NUTS,2010,ES1,1,12873.0
2007,NUTS,2010,ES1,1,13628.0
2008,NUTS,2010,ES1,1,15181.0
2009,NUTS,2010,ES1,1,15942.0
2010,NUTS,2010,ES1,1,16705.0
2011,NUTS,2010,ES1,1,15930.0
2012,NUTS,2010,ES1,1,14954.0
2013,NUTS,2010,ES1,1,14538.0
2014,NUTS,2010,ES1,1,14301.0
2015,NUTS,2010,ES1,1,13820.0
2016,NUTS,2010,ES1,1,14331.0
2017,NUTS,2010,ES1,1,15253.0
2018,NUTS,2010,ES1,1,15809.0
2019,NUTS,2010,ES1,1,16677.0
1988,NUTS,2010,ES11,2,1267.0
1989,NUTS,2010,ES11,2,1486.0
1990,NUTS,2010,ES11,2,1764.0
1991,NUTS,2010,ES11,2,2013.0
1992,NUTS,2010,ES11,2,2564.0
1993,NUTS,2010,ES11,2,2491.0
1994,NUTS,2010,ES11,2,2451.0
1995,NUTS,2010,ES11,2,3137.0
1996,NUTS,2010,ES11,2,3196.0
1997,NUTS,2010,ES11,2,4500.0
1998,NUTS,2010,ES11,2,4464.0
1999,NUTS,2010,ES11,2,4535.0
2000,NUTS,2010,ES11,2,5667.0
2001,NUTS,2010,ES11,2,5937.0
2002,NUTS,2010,ES11,2,6225.0
2003,NUTS,2010,ES11,2,7413.0
2004,NUTS,2010,ES11,2,8286.0
2005,NUTS,2010,ES11,2,8495.0
2006,NUTS,2010,ES11,2,8281.0
2007,NUTS,2010,ES11,2,8659.0
2008,NUTS,2010,ES11,2,9681.0
2009,NUTS,2010,ES11,2,9972.0
2010,NUTS,2010,ES11,2,10809.0
2011,NUTS,2010,ES11,2,10146.0
2012,NUTS,2010,ES11,2,9509.0
2013,NUTS,2010,ES11,2,9386.0
2014,NUTS,2010,ES11,2,9405.0
2015,NUTS,2010,ES11,2,9038.0
2016,NUTS,2010,ES11,2,9367.0
2017,NUTS,2010,ES11,2,10266.0
2018,NUTS,2010,ES11,2,10631.0
2019,NUTS,2010,ES11,2,11085.0
1988,NUTS,2010,ES12,2,1022.0
1989,NUTS,2010,ES12,2,1134.0
1990,NUTS,2010,ES12,2,1262.0
1991,NUTS,2010,ES12,2,1242.0
1992,NUTS,2010,ES12,2,1151.0
1993,NUTS,2010,ES12,2,1172.0
1994,NUTS,2010,ES12,2,1417.0
1995,NUTS,2010,ES12,2,1535.0
1996,NUTS,2010,ES12,2,1128.0
1997,NUTS,2010,ES12,2,1443.0
1998,NUTS,2010,ES12,2,1517.0
1999,NUTS,2010,ES12,2,1556.0
2000,NUTS,2010,ES12,2,2889.0
2001,NUTS,2010,ES12,2,2561.0
2002,NUTS,2010,ES12,2,2974.0
2003,NUTS,2010,ES12,2,2176.0
2004,NUTS,2010,ES12,2,2341.0
2005,NUTS,2010,ES12,2,2698.0
2006,NUTS,2010,ES12,2,2990.0
2007,NUTS,2010,ES12,2,3152.0
2008,NUTS,2010,ES12,2,3577.0
2009,NUTS,2010,ES12,2,3769.0
2010,NUTS,2010,ES12,2,3781.0
2011,NUTS,2010,ES12,2,3679.0
2012,NUTS,2010,ES12,2,3426.0
2013,NUTS,2010,ES12,2,3372.0
2014,NUTS,2010,ES12,2,3115.0
2015,NUTS,2010,ES12,2,2999.0
2016,NUTS,2010,ES12,2,3127.0
2017,NUTS,2010,ES12,2,3264.0
2018,NUTS,2010,ES12,2,3331.0
2019,NUTS,2010,ES12,2,3713.0
1988,NUTS,2010,ES13,2,637.0
1989,NUTS,2010,ES13,2,415.0
1990,NUTS,2010,ES13,2,459.0
1991,NUTS,2010,ES13,2,541.0
1992,NUTS,2010,ES13,2,514.0
1993,NUTS,2010,ES13,2,621.0
1994,NUTS,2010,ES13,2,726.0
1995,NUTS,2010,ES13,2,658.0
1996,NUTS,2010,ES13,2,929.0
1997,NUTS,2010,ES13,2,631.0
1998,NUTS,2010,ES13,2,1280.0
1999,NUTS,2010,ES13,2,720.0
2000,NUTS,2010,ES13,2,812.0
2001,NUTS,2010,ES13,2,991.0
2002,NUTS,2010,ES13,2,852.0
2003,NUTS,2010,ES13,2,739.0
2004,NUTS,2010,ES13,2,990.0
2005,NUTS,2010,ES13,2,1047.0
2006,NUTS,2010,ES13,2,1601.0
2007,NUTS,2010,ES13,2,1817.0
2008,NUTS,2010,ES13,2,1923.0
2009,NUTS,2010,ES13,2,2201.0
2010,NUTS,2010,ES13,2,2114.0
2011,NUTS,2010,ES13,2,2105.0
2012,NUTS,2010,ES13,2,2019.0
2013,NUTS,2010,ES13,2,1780.0
2014,NUTS,2010,ES13,2,1781.0
2015,NUTS,2010,ES13,2,1783.0
2016,NUTS,2010,ES13,2,1836.0
2017,NUTS,2010,ES13,2,1723.0
2018,NUTS,2010,ES13,2,1847.0
2019,NUTS,2010,ES13,2,1878.0
1988,NUTS,2010,ES2,1,6482.0
1989,NUTS,2010,ES2,1,7396.0
1990,NUTS,2010,ES2,1,8306.0
1991,NUTS,2010,ES2,1,8851.0
1992,NUTS,2010,ES2,1,8514.0
1993,NUTS,2010,ES2,1,8968.0
1994,NUTS,2010,ES2,1,9103.0
1995,NUTS,2010,ES2,1,9579.0
1996,NUTS,2010,ES2,1,10615.0
1997,NUTS,2010,ES2,1,10558.0
1998,NUTS,2010,ES2,1,12135.0
1999,NUTS,2010,ES2,1,12134.0
2000,NUTS,2010,ES2,1,14238.0
2001,NUTS,2010,ES2,1,16192.0
2002,NUTS,2010,ES2,1,17713.0
2003,NUTS,2010,ES2,1,20702.0
2004,NUTS,2010,ES2,1,22393.0
2005,NUTS,2010,ES2,1,23786.0
2006,NUTS,2010,ES2,1,25869.0
2007,NUTS,2010,ES2,1,28147.0
2008,NUTS,2010,ES2,1,30327.0
2009,NUTS,2010,ES2,1,31198.0
2010,NUTS,2010,ES2,1,30725.0
2011,NUTS,2010,ES2,1,31148.0
2012,NUTS,2010,ES2,1,31015.0
2013,NUTS,2010,ES2,1,29558.0
2014,NUTS,2010,ES2,1,29116.0
2015,NUTS,2010,ES2,1,29060.0
2016,NUTS,2010,ES2,1,29407.0
2017,NUTS,2010,ES2,1,30462.0
2018,NUTS,2010,ES2,1,31922.0
2019,NUTS,2010,ES2,1,32186.0
1988,NUTS,2010,ES21,2,4565.0
1989,NUTS,2010,ES21,2,5046.0
1990,NUTS,2010,ES21,2,5178.0
1991,NUTS,2010,ES21,2,5471.0
1992,NUTS,2010,ES21,2,5104.0
1993,NUTS,2010,ES21,2,5298.0
1994,NUTS,2010,ES21,2,5250.0
1995,NUTS,2010,ES21,2,5678.0
1996,NUTS,2010,ES21,2,6103.0
1997,NUTS,2010,ES21,2,6192.0
1998,NUTS,2010,ES21,2,7292.0
1999,NUTS,2010,ES21,2,6996.0
2000,NUTS,2010,ES21,2,8354.0
2001,NUTS,2010,ES21,2,9560.0
2002,NUTS,2010,ES21,2,10187.0
2003,NUTS,2010,ES21,2,11440.0
2004,NUTS,2010,ES21,2,12384.0
2005,NUTS,2010,ES21,2,13124.0
2006,NUTS,2010,ES21,2,13714.0
2007,NUTS,2010,ES21,2,15571.0
2008,NUTS,2010,ES21,2,16683.0
2009,NUTS,2010,ES21,2,17218.0
2010,NUTS,2010,ES21,2,16921.0
2011,NUTS,2010,ES21,2,17971.0
2012,NUTS,2010,ES21,2,18591.0
2013,NUTS,2010,ES21,2,18072.0
2014,NUTS,2010,ES21,2,17843.0
2015,NUTS,2010,ES21,2,17712.0
2016,NUTS,2010,ES21,2,17831.0
2017,NUTS,2010,ES21,2,18481.0
2018,NUTS,2010,ES21,2,19571.0
2019,NUTS,2010,ES21,2,19675.0
1988,NUTS,2010,ES22,2,443.0
1989,NUTS,2010,ES22,2,559.0
1990,NUTS,2010,ES22,2,1298.0
1991,NUTS,2010,ES22,2,1505.0
1992,NUTS,2010,ES22,2,1455.0
1993,NUTS,2010,ES22,2,1533.0
1994,NUTS,2010,ES22,2,1594.0
1995,NUTS,2010,ES22,2,1361.0
1996,NUTS,2010,ES22,2,2127.0
1997,NUTS,2010,ES22,2,1685.0
1998,NUTS,2010,ES22,2,1879.0
1999,NUTS,2010,ES22,2,2136.0
2000,NUTS,2010,ES22,2,2063.0
2001,NUTS,2010,ES22,2,2557.0
2002,NUTS,2010,ES22,2,2900.0
2003,NUTS,2010,ES22,2,3920.0
2004,NUTS,2010,ES22,2,4041.0
2005,NUTS,2010,ES22,2,4493.0
2006,NUTS,2010,ES22,2,5277.0
2007,NUTS,2010,ES22,2,4881.0
2008,NUTS,2010,ES22,2,5409.0
2009,NUTS,2010,ES22,2,5511.0
2010,NUTS,2010,ES22,2,5232.0
2011,NUTS,2010,ES22,2,5221.0
2012,NUTS,2010,ES22,2,4822.0
2013,NUTS,2010,ES22,2,4625.0
2014,NUTS,2010,ES22,2,4433.0
2015,NUTS,2010,ES22,2,4565.0
2016,NUTS,2010,ES22,2,4588.0
2017,NUTS,2010,ES22,2,4831.0
2018,NUTS,2010,ES22,2,4942.0
2019,NUTS,2010,ES22,2,4982.0
1988,NUTS,2010,ES23,2,61.0
1989,NUTS,2010,ES23,2,81.0
1990,NUTS,2010,ES23,2,95.0
1991,NUTS,2010,ES23,2,111.0
1992,NUTS,2010,ES23,2,104.0
1993,NUTS,2010,ES23,2,243.0
1994,NUTS,2010,ES23,2,173.0
1995,NUTS,2010,ES23,2,292.0
