year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_fte_rse_t
2011,NUTS,2010,AT34,2,41.0
2013,NUTS,2010,AT34,2,50.0
2019,NUTS,2010,AT34,2,74.0
2011,NUTS,2010,ATZ,1,0.0
2013,NUTS,2010,ATZ,1,0.0
2011,NUTS,2010,ATZZ,2,0.0
2013,NUTS,2010,ATZZ,2,0.0
2012,NUTS,2010,BA,0,404.0
2013,NUTS,2010,BA,0,641.0
2014,NUTS,2010,BA,0,895.0
2019,NUTS,2010,BA,0,1302.0
2011,NUTS,2010,BE,0,18228.0
2012,NUTS,2010,BE,0,18361.0
2013,NUTS,2010,BE,0,18750.0
2014,NUTS,2010,BE,0,19157.0
2015,NUTS,2010,BE,0,20362.0
2016,NUTS,2010,BE,0,19601.0
2017,NUTS,2010,BE,0,19705.0
2018,NUTS,2010,BE,0,19934.0
2019,NUTS,2010,BE,0,20272.0
2020,NUTS,2010,BE,0,21890.0
2011,NUTS,2010,BE1,1,3250.0
2012,NUTS,2010,BE1,1,3303.0
2013,NUTS,2010,BE1,1,3401.0
2014,NUTS,2010,BE1,1,3715.0
2015,NUTS,2010,BE1,1,4182.0
2016,NUTS,2010,BE1,1,4017.0
2017,NUTS,2010,BE1,1,4051.0
2018,NUTS,2010,BE1,1,3795.0
2019,NUTS,2010,BE1,1,3746.0
2011,NUTS,2010,BE10,2,3250.0
2012,NUTS,2010,BE10,2,3303.0
2013,NUTS,2010,BE10,2,3401.0
2014,NUTS,2010,BE10,2,3715.0
2015,NUTS,2010,BE10,2,4182.0
2016,NUTS,2010,BE10,2,4017.0
2017,NUTS,2010,BE10,2,4051.0
2018,NUTS,2010,BE10,2,3795.0
2019,NUTS,2010,BE10,2,3746.0
2011,NUTS,2010,BE2,1,10704.0
2012,NUTS,2010,BE2,1,10970.0
2013,NUTS,2010,BE2,1,11276.0
2014,NUTS,2010,BE2,1,11402.0
2015,NUTS,2010,BE2,1,11524.0
2016,NUTS,2010,BE2,1,11309.0
2017,NUTS,2010,BE2,1,11455.0
2018,NUTS,2010,BE2,1,11992.0
2019,NUTS,2010,BE2,1,12392.0
2011,NUTS,2010,BE3,1,4274.0
2012,NUTS,2010,BE3,1,4088.0
2013,NUTS,2010,BE3,1,4073.0
2014,NUTS,2010,BE3,1,4040.0
2015,NUTS,2010,BE3,1,4656.0
2016,NUTS,2010,BE3,1,4275.0
2017,NUTS,2010,BE3,1,4199.0
2018,NUTS,2010,BE3,1,4146.0
2019,NUTS,2010,BE3,1,4135.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
2011,NUTS,2010,BG,0,4504.0
2012,NUTS,2010,BG,0,3754.0
2013,NUTS,2010,BG,0,4045.0
2014,NUTS,2010,BG,0,4498.0
2015,NUTS,2010,BG,0,3862.0
2016,NUTS,2010,BG,0,5158.0
2017,NUTS,2010,BG,0,3826.0
2018,NUTS,2010,BG,0,3886.0
2019,NUTS,2010,BG,0,3624.0
2020,NUTS,2010,BG,0,3557.0
2011,NUTS,2010,BG3,1,1586.0
2012,NUTS,2010,BG3,1,1565.0
2013,NUTS,2010,BG3,1,1641.0
2014,NUTS,2010,BG3,1,2143.0
2016,NUTS,2010,BG3,1,1636.0
2019,NUTS,2010,BG3,1,1667.0
2011,NUTS,2010,BG32,2,477.0
2012,NUTS,2010,BG32,2,449.0
2013,NUTS,2010,BG32,2,474.0
2014,NUTS,2010,BG32,2,877.0
2015,NUTS,2010,BG32,2,623.0
2019,NUTS,2010,BG32,2,409.0
2011,NUTS,2010,BG33,2,731.0
2012,NUTS,2010,BG33,2,739.0
2013,NUTS,2010,BG33,2,743.0
2014,NUTS,2010,BG33,2,922.0
2015,NUTS,2010,BG33,2,779.0
2015,NUTS,2010,BG34,2,256.0
2016,NUTS,2010,BG34,2,298.0
2017,NUTS,2010,BG34,2,284.0
2011,NUTS,2010,BG4,1,2918.0
2012,NUTS,2010,BG4,1,2189.0
2013,NUTS,2010,BG4,1,2404.0
2014,NUTS,2010,BG4,1,2355.0
2016,NUTS,2010,BG4,1,3522.0
2019,NUTS,2010,BG4,1,1957.0
2013,NUTS,2010,BG41,2,1973.0
2015,NUTS,2010,BG41,2,1748.0
2017,NUTS,2010,BG41,2,1899.0
2018,NUTS,2010,BG41,2,1757.0
2019,NUTS,2010,BG41,2,1391.0
2013,NUTS,2010,BG42,2,431.0
2019,NUTS,2010,BG42,2,566.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,CH,0,18760.0
2015,NUTS,2010,CH,0,21375.0
2017,NUTS,2010,CH,0,22724.0
2019,NUTS,2010,CH,0,24024.0
2011,NUTS,2010,CN_X_HK,5,249025.0
2012,NUTS,2010,CN_X_HK,5,262052.0
2013,NUTS,2010,CN_X_HK,5,272683.0
2014,NUTS,2010,CN_X_HK,5,282304.0
2015,NUTS,2010,CN_X_HK,5,298728.0
2016,NUTS,2010,CN_X_HK,5,307923.0
2017,NUTS,2010,CN_X_HK,5,327891.0
2018,NUTS,2010,CN_X_HK,5,352836.0
2019,NUTS,2010,CN_X_HK,5,502611.0
2011,NUTS,2010,CY,0,559.0
2012,NUTS,2010,CY,0,527.0
2013,NUTS,2010,CY,0,549.0
2014,NUTS,2010,CY,0,537.0
2015,NUTS,2010,CY,0,529.0
2016,NUTS,2010,CY,0,527.0
2017,NUTS,2010,CY,0,601.0
2018,NUTS,2010,CY,0,648.0
2019,NUTS,2010,CY,0,716.0
2020,NUTS,2010,CY,0,730.0
2011,NUTS,2010,CZ,0,10289.0
2012,NUTS,2010,CZ,0,11498.0
2013,NUTS,2010,CZ,0,10995.0
2014,NUTS,2010,CZ,0,10965.0
2015,NUTS,2010,CZ,0,11357.0
2016,NUTS,2010,CZ,0,10511.0
2017,NUTS,2010,CZ,0,10875.0
2018,NUTS,2010,CZ,0,12001.0
2019,NUTS,2010,CZ,0,12663.0
2020,NUTS,2010,CZ,0,13331.0
2011,NUTS,2010,CZ0,1,10289.0
2012,NUTS,2010,CZ0,1,11498.0
2013,NUTS,2010,CZ0,1,10995.0
2014,NUTS,2010,CZ0,1,10965.0
2015,NUTS,2010,CZ0,1,11357.0
2016,NUTS,2010,CZ0,1,10511.0
2017,NUTS,2010,CZ0,1,10875.0
2018,NUTS,2010,CZ0,1,12001.0
2019,NUTS,2010,CZ0,1,12663.0
2020,NUTS,2010,CZ0,1,13331.0
2011,NUTS,2010,CZ01,2,4375.0
2012,NUTS,2010,CZ01,2,4224.0
2013,NUTS,2010,CZ01,2,4772.0
2014,NUTS,2010,CZ01,2,4410.0
2015,NUTS,2010,CZ01,2,4446.0
2016,NUTS,2010,CZ01,2,3741.0
2017,NUTS,2010,CZ01,2,4274.0
2018,NUTS,2010,CZ01,2,4959.0
2019,NUTS,2010,CZ01,2,5489.0
2020,NUTS,2010,CZ01,2,5676.0
2011,NUTS,2010,CZ02,2,78.0
2012,NUTS,2010,CZ02,2,88.0
2013,NUTS,2010,CZ02,2,91.0
2014,NUTS,2010,CZ02,2,130.0
2015,NUTS,2010,CZ02,2,164.0
2016,NUTS,2010,CZ02,2,131.0
2017,NUTS,2010,CZ02,2,157.0
2018,NUTS,2010,CZ02,2,170.0
2019,NUTS,2010,CZ02,2,192.0
2020,NUTS,2010,CZ02,2,186.0
2011,NUTS,2010,CZ03,2,988.0
2012,NUTS,2010,CZ03,2,917.0
2013,NUTS,2010,CZ03,2,1037.0
2014,NUTS,2010,CZ03,2,1131.0
2015,NUTS,2010,CZ03,2,1022.0
2016,NUTS,2010,CZ03,2,995.0
2017,NUTS,2010,CZ03,2,1050.0
2018,NUTS,2010,CZ03,2,1115.0
2019,NUTS,2010,CZ03,2,1154.0
2020,NUTS,2010,CZ03,2,1209.0
2011,NUTS,2010,CZ04,2,134.0
2012,NUTS,2010,CZ04,2,157.0
2013,NUTS,2010,CZ04,2,204.0
2014,NUTS,2010,CZ04,2,203.0
2015,NUTS,2010,CZ04,2,230.0
2016,NUTS,2010,CZ04,2,214.0
2017,NUTS,2010,CZ04,2,252.0
2018,NUTS,2010,CZ04,2,311.0
2019,NUTS,2010,CZ04,2,225.0
2020,NUTS,2010,CZ04,2,181.0
2011,NUTS,2010,CZ05,2,1013.0
2012,NUTS,2010,CZ05,2,868.0
2013,NUTS,2010,CZ05,2,841.0
2014,NUTS,2010,CZ05,2,875.0
2015,NUTS,2010,CZ05,2,918.0
2016,NUTS,2010,CZ05,2,889.0
2017,NUTS,2010,CZ05,2,960.0
2018,NUTS,2010,CZ05,2,1033.0
2019,NUTS,2010,CZ05,2,1093.0
2020,NUTS,2010,CZ05,2,1103.0
2011,NUTS,2010,CZ06,2,1830.0
2012,NUTS,2010,CZ06,2,2635.0
2013,NUTS,2010,CZ06,2,1911.0
2014,NUTS,2010,CZ06,2,1923.0
2015,NUTS,2010,CZ06,2,2067.0
2016,NUTS,2010,CZ06,2,2057.0
2017,NUTS,2010,CZ06,2,2069.0
2018,NUTS,2010,CZ06,2,2119.0
2019,NUTS,2010,CZ06,2,2032.0
2020,NUTS,2010,CZ06,2,2443.0
2011,NUTS,2010,CZ07,2,795.0
2012,NUTS,2010,CZ07,2,1085.0
2013,NUTS,2010,CZ07,2,1259.0
2014,NUTS,2010,CZ07,2,1336.0
2015,NUTS,2010,CZ07,2,1478.0
2016,NUTS,2010,CZ07,2,1478.0
2017,NUTS,2010,CZ07,2,1096.0
2018,NUTS,2010,CZ07,2,1137.0
2019,NUTS,2010,CZ07,2,1320.0
2020,NUTS,2010,CZ07,2,1263.0
2011,NUTS,2010,CZ08,2,1077.0
2012,NUTS,2010,CZ08,2,1524.0
2013,NUTS,2010,CZ08,2,881.0
2014,NUTS,2010,CZ08,2,957.0
2015,NUTS,2010,CZ08,2,1031.0
2016,NUTS,2010,CZ08,2,1007.0
2017,NUTS,2010,CZ08,2,1017.0
2018,NUTS,2010,CZ08,2,1157.0
2019,NUTS,2010,CZ08,2,1158.0
2020,NUTS,2010,CZ08,2,1270.0
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,93811.0
2012,NUTS,2010,DE,0,97199.0
2013,NUTS,2010,DE,0,99123.0
2014,NUTS,2010,DE,0,100992.0
2015,NUTS,2010,DE,0,103148.0
2016,NUTS,2010,DE,0,109877.0
2017,NUTS,2010,DE,0,112143.0
2018,NUTS,2010,DE,0,114868.0
2019,NUTS,2010,DE,0,114512.0
2020,NUTS,2010,DE,0,118700.0
2011,NUTS,2010,DE1,1,12971.0
2012,NUTS,2010,DE1,1,13958.0
2013,NUTS,2010,DE1,1,14255.0
2014,NUTS,2010,DE1,1,14344.0
2015,NUTS,2010,DE1,1,14341.0
2016,NUTS,2010,DE1,1,15687.0
2017,NUTS,2010,DE1,1,16096.0
2018,NUTS,2010,DE1,1,16379.0
2019,NUTS,2010,DE1,1,16141.0
2011,NUTS,2010,DE11,2,2798.0
2012,NUTS,2010,DE11,2,3094.0
2013,NUTS,2010,DE11,2,3179.0
2014,NUTS,2010,DE11,2,3157.0
2015,NUTS,2010,DE11,2,3223.0
2016,NUTS,2010,DE11,2,3690.0
2017,NUTS,2010,DE11,2,3746.0
2018,NUTS,2010,DE11,2,3718.0
2019,NUTS,2010,DE11,2,3669.0
2011,NUTS,2010,DE12,2,5019.0
2012,NUTS,2010,DE12,2,5263.0
2013,NUTS,2010,DE12,2,5329.0
2014,NUTS,2010,DE12,2,5309.0
2015,NUTS,2010,DE12,2,5029.0
2016,NUTS,2010,DE12,2,5560.0
2017,NUTS,2010,DE12,2,5681.0
2018,NUTS,2010,DE12,2,5866.0
2019,NUTS,2010,DE12,2,5620.0
2011,NUTS,2010,DE13,2,2788.0
2012,NUTS,2010,DE13,2,2872.0
2013,NUTS,2010,DE13,2,2969.0
2014,NUTS,2010,DE13,2,3009.0
2015,NUTS,2010,DE13,2,3096.0
2016,NUTS,2010,DE13,2,3308.0
2017,NUTS,2010,DE13,2,3330.0
2018,NUTS,2010,DE13,2,3389.0
2019,NUTS,2010,DE13,2,3393.0
2011,NUTS,2010,DE14,2,2366.0
2012,NUTS,2010,DE14,2,2729.0
2013,NUTS,2010,DE14,2,2779.0
2014,NUTS,2010,DE14,2,2869.0
2015,NUTS,2010,DE14,2,2993.0
2016,NUTS,2010,DE14,2,3128.0
2017,NUTS,2010,DE14,2,3339.0
2018,NUTS,2010,DE14,2,3405.0
2019,NUTS,2010,DE14,2,3459.0
2011,NUTS,2010,DE2,1,12452.0
2012,NUTS,2010,DE2,1,13091.0
2013,NUTS,2010,DE2,1,13735.0
2014,NUTS,2010,DE2,1,13979.0
2015,NUTS,2010,DE2,1,14085.0
2016,NUTS,2010,DE2,1,14917.0
2017,NUTS,2010,DE2,1,15070.0
2018,NUTS,2010,DE2,1,15580.0
2019,NUTS,2010,DE2,1,16041.0
2011,NUTS,2010,DE21,2,6352.0
2012,NUTS,2010,DE21,2,6655.0
2013,NUTS,2010,DE21,2,7078.0
2014,NUTS,2010,DE21,2,7138.0
2015,NUTS,2010,DE21,2,7301.0
2016,NUTS,2010,DE21,2,7385.0
2017,NUTS,2010,DE21,2,7346.0
2018,NUTS,2010,DE21,2,7531.0
2019,NUTS,2010,DE21,2,7799.0
2011,NUTS,2010,DE22,2,250.0
2012,NUTS,2010,DE22,2,251.0
2013,NUTS,2010,DE22,2,282.0
2014,NUTS,2010,DE22,2,330.0
2015,NUTS,2010,DE22,2,331.0
2016,NUTS,2010,DE22,2,432.0
2017,NUTS,2010,DE22,2,432.0
2018,NUTS,2010,DE22,2,495.0
2019,NUTS,2010,DE22,2,502.0
2011,NUTS,2010,DE23,2,910.0
2012,NUTS,2010,DE23,2,926.0
2013,NUTS,2010,DE23,2,928.0
2014,NUTS,2010,DE23,2,987.0
2015,NUTS,2010,DE23,2,1009.0
2016,NUTS,2010,DE23,2,1074.0
2017,NUTS,2010,DE23,2,1104.0
2018,NUTS,2010,DE23,2,1136.0
2019,NUTS,2010,DE23,2,1166.0
2011,NUTS,2010,DE24,2,940.0
2012,NUTS,2010,DE24,2,969.0
2013,NUTS,2010,DE24,2,1011.0
2014,NUTS,2010,DE24,2,989.0
2015,NUTS,2010,DE24,2,987.0
2016,NUTS,2010,DE24,2,1109.0
2017,NUTS,2010,DE24,2,1142.0
2018,NUTS,2010,DE24,2,1173.0
2019,NUTS,2010,DE24,2,1232.0
2011,NUTS,2010,DE25,2,2225.0
2012,NUTS,2010,DE25,2,2418.0
2013,NUTS,2010,DE25,2,2512.0
2014,NUTS,2010,DE25,2,2578.0
2015,NUTS,2010,DE25,2,2524.0
2016,NUTS,2010,DE25,2,2720.0
2017,NUTS,2010,DE25,2,2763.0
2018,NUTS,2010,DE25,2,2807.0
2019,NUTS,2010,DE25,2,2888.0
2011,NUTS,2010,DE26,2,1322.0
2012,NUTS,2010,DE26,2,1406.0
2013,NUTS,2010,DE26,2,1431.0
2014,NUTS,2010,DE26,2,1446.0
2015,NUTS,2010,DE26,2,1390.0
2016,NUTS,2010,DE26,2,1529.0
2017,NUTS,2010,DE26,2,1591.0
2018,NUTS,2010,DE26,2,1704.0
2019,NUTS,2010,DE26,2,1663.0
2011,NUTS,2010,DE27,2,453.0
2012,NUTS,2010,DE27,2,467.0
2013,NUTS,2010,DE27,2,493.0
2014,NUTS,2010,DE27,2,510.0
2015,NUTS,2010,DE27,2,542.0
2016,NUTS,2010,DE27,2,667.0
2017,NUTS,2010,DE27,2,692.0
2018,NUTS,2010,DE27,2,734.0
2019,NUTS,2010,DE27,2,791.0
2011,NUTS,2010,DE3,1,6016.0
2012,NUTS,2010,DE3,1,6316.0
2013,NUTS,2010,DE3,1,6028.0
2014,NUTS,2010,DE3,1,6150.0
2015,NUTS,2010,DE3,1,6392.0
2016,NUTS,2010,DE3,1,6714.0
2017,NUTS,2010,DE3,1,6582.0
2018,NUTS,2010,DE3,1,6526.0
2019,NUTS,2010,DE3,1,6737.0
2011,NUTS,2010,DE30,2,6016.0
2012,NUTS,2010,DE30,2,6316.0
2013,NUTS,2010,DE30,2,6028.0
2014,NUTS,2010,DE30,2,6150.0
2015,NUTS,2010,DE30,2,6392.0
2016,NUTS,2010,DE30,2,6714.0
2017,NUTS,2010,DE30,2,6582.0
2018,NUTS,2010,DE30,2,6526.0
2019,NUTS,2010,DE30,2,6737.0
2011,NUTS,2010,DE4,1,1576.0
2012,NUTS,2010,DE4,1,1658.0
2013,NUTS,2010,DE4,1,1725.0
2014,NUTS,2010,DE4,1,1722.0
2015,NUTS,2010,DE4,1,1697.0
2016,NUTS,2010,DE4,1,1850.0
2017,NUTS,2010,DE4,1,1942.0
2018,NUTS,2010,DE4,1,1996.0
2019,NUTS,2010,DE4,1,2004.0
2011,NUTS,2010,DE40,2,1576.0
2012,NUTS,2010,DE40,2,1658.0
2013,NUTS,2010,DE40,2,1725.0
2014,NUTS,2010,DE40,2,1722.0
2015,NUTS,2010,DE40,2,1697.0
2016,NUTS,2010,DE40,2,1850.0
2017,NUTS,2010,DE40,2,1942.0
2018,NUTS,2010,DE40,2,1996.0
2019,NUTS,2010,DE40,2,2004.0
2011,NUTS,2010,DE5,1,1447.0
2012,NUTS,2010,DE5,1,1384.0
2013,NUTS,2010,DE5,1,1457.0
2014,NUTS,2010,DE5,1,1494.0
2015,NUTS,2010,DE5,1,1468.0
2016,NUTS,2010,DE5,1,1564.0
2017,NUTS,2010,DE5,1,1563.0
2018,NUTS,2010,DE5,1,1537.0
2019,NUTS,2010,DE5,1,1540.0
2011,NUTS,2010,DE50,2,1447.0
2012,NUTS,2010,DE50,2,1384.0
2013,NUTS,2010,DE50,2,1457.0
2014,NUTS,2010,DE50,2,1494.0
2015,NUTS,2010,DE50,2,1468.0
2016,NUTS,2010,DE50,2,1564.0
2017,NUTS,2010,DE50,2,1563.0
2018,NUTS,2010,DE50,2,1537.0
2019,NUTS,2010,DE50,2,1540.0
2011,NUTS,2010,DE6,1,2598.0
2012,NUTS,2010,DE6,1,2597.0
2013,NUTS,2010,DE6,1,2815.0
2014,NUTS,2010,DE6,1,2880.0
2015,NUTS,2010,DE6,1,3023.0
2016,NUTS,2010,DE6,1,3264.0
2017,NUTS,2010,DE6,1,3312.0
2018,NUTS,2010,DE6,1,3431.0
2019,NUTS,2010,DE6,1,3584.0
2011,NUTS,2010,DE60,2,2598.0
2012,NUTS,2010,DE60,2,2597.0
2013,NUTS,2010,DE60,2,2815.0
2014,NUTS,2010,DE60,2,2880.0
2015,NUTS,2010,DE60,2,3023.0
2016,NUTS,2010,DE60,2,3264.0
2017,NUTS,2010,DE60,2,3312.0
2018,NUTS,2010,DE60,2,3431.0
2019,NUTS,2010,DE60,2,3584.0
2011,NUTS,2010,DE7,1,5629.0
2012,NUTS,2010,DE7,1,5640.0
2013,NUTS,2010,DE7,1,5844.0
2014,NUTS,2010,DE7,1,5766.0
2015,NUTS,2010,DE7,1,5821.0
2016,NUTS,2010,DE7,1,6535.0
2017,NUTS,2010,DE7,1,6758.0
2018,NUTS,2010,DE7,1,7018.0
2019,NUTS,2010,DE7,1,7101.0
2011,NUTS,2010,DE71,2,3280.0
2012,NUTS,2010,DE71,2,3242.0
2013,NUTS,2010,DE71,2,3460.0
2014,NUTS,2010,DE71,2,3437.0
2015,NUTS,2010,DE71,2,3481.0
2016,NUTS,2010,DE71,2,3812.0
2017,NUTS,2010,DE71,2,3958.0
2018,NUTS,2010,DE71,2,4140.0
2019,NUTS,2010,DE71,2,4150.0
2011,NUTS,2010,DE72,2,1553.0
2012,NUTS,2010,DE72,2,1582.0
2013,NUTS,2010,DE72,2,1636.0
2014,NUTS,2010,DE72,2,1612.0
2015,NUTS,2010,DE72,2,1646.0
2016,NUTS,2010,DE72,2,1792.0
2017,NUTS,2010,DE72,2,1808.0
2018,NUTS,2010,DE72,2,1862.0
2019,NUTS,2010,DE72,2,1899.0
2011,NUTS,2010,DE73,2,796.0
2012,NUTS,2010,DE73,2,816.0
2013,NUTS,2010,DE73,2,747.0
2014,NUTS,2010,DE73,2,717.0
2015,NUTS,2010,DE73,2,694.0
2016,NUTS,2010,DE73,2,932.0
2017,NUTS,2010,DE73,2,991.0
2018,NUTS,2010,DE73,2,1016.0
2019,NUTS,2010,DE73,2,1051.0
2011,NUTS,2010,DE8,1,1327.0
2012,NUTS,2010,DE8,1,1425.0
2013,NUTS,2010,DE8,1,1438.0
2014,NUTS,2010,DE8,1,1462.0
2015,NUTS,2010,DE8,1,1354.0
2016,NUTS,2010,DE8,1,1437.0
2017,NUTS,2010,DE8,1,1514.0
2018,NUTS,2010,DE8,1,1505.0
2019,NUTS,2010,DE8,1,1568.0
2011,NUTS,2010,DE80,2,1327.0
2012,NUTS,2010,DE80,2,1425.0
2013,NUTS,2010,DE80,2,1438.0
2014,NUTS,2010,DE80,2,1462.0
2015,NUTS,2010,DE80,2,1354.0
2016,NUTS,2010,DE80,2,1437.0
2017,NUTS,2010,DE80,2,1514.0
2018,NUTS,2010,DE80,2,1505.0
2019,NUTS,2010,DE80,2,1568.0
2011,NUTS,2010,DE9,1,6946.0
2012,NUTS,2010,DE9,1,7222.0
2013,NUTS,2010,DE9,1,7566.0
2014,NUTS,2010,DE9,1,7483.0
2015,NUTS,2010,DE9,1,7444.0
2016,NUTS,2010,DE9,1,8100.0
2017,NUTS,2010,DE9,1,8508.0
2018,NUTS,2010,DE9,1,8732.0
2019,NUTS,2010,DE9,1,8740.0
2011,NUTS,2010,DE91,2,3058.0
2012,NUTS,2010,DE91,2,3172.0
2013,NUTS,2010,DE91,2,3295.0
2014,NUTS,2010,DE91,2,3203.0
2015,NUTS,2010,DE91,2,3153.0
2016,NUTS,2010,DE91,2,3494.0
2017,NUTS,2010,DE91,2,3632.0
2018,NUTS,2010,DE91,2,3750.0
2019,NUTS,2010,DE91,2,3715.0
2011,NUTS,2010,DE92,2,2510.0
2012,NUTS,2010,DE92,2,2508.0
2013,NUTS,2010,DE92,2,2668.0
2014,NUTS,2010,DE92,2,2629.0
2015,NUTS,2010,DE92,2,2693.0
2016,NUTS,2010,DE92,2,2876.0
2017,NUTS,2010,DE92,2,2954.0
2018,NUTS,2010,DE92,2,2993.0
2019,NUTS,2010,DE92,2,3043.0
2011,NUTS,2010,DE93,2,321.0
2012,NUTS,2010,DE93,2,429.0
2013,NUTS,2010,DE93,2,434.0
2014,NUTS,2010,DE93,2,398.0
2015,NUTS,2010,DE93,2,259.0
2016,NUTS,2010,DE93,2,309.0
2017,NUTS,2010,DE93,2,312.0
2018,NUTS,2010,DE93,2,315.0
2019,NUTS,2010,DE93,2,283.0
2011,NUTS,2010,DE94,2,1056.0
2012,NUTS,2010,DE94,2,1113.0
2013,NUTS,2010,DE94,2,1168.0
2014,NUTS,2010,DE94,2,1253.0
2015,NUTS,2010,DE94,2,1339.0
2016,NUTS,2010,DE94,2,1421.0
2017,NUTS,2010,DE94,2,1610.0
2018,NUTS,2010,DE94,2,1674.0
2019,NUTS,2010,DE94,2,1700.0
2011,NUTS,2010,DEA,1,17343.0
2012,NUTS,2010,DEA,1,17315.0
2013,NUTS,2010,DEA,1,17300.0
2014,NUTS,2010,DEA,1,19313.0
2015,NUTS,2010,DEA,1,19347.0
2016,NUTS,2010,DEA,1,21259.0
2017,NUTS,2010,DEA,1,22318.0
2018,NUTS,2010,DEA,1,23018.0
2019,NUTS,2010,DEA,1,23244.0
2011,NUTS,2010,DEA1,2,2824.0
2012,NUTS,2010,DEA1,2,3147.0
2013,NUTS,2010,DEA1,2,3357.0
2014,NUTS,2010,DEA1,2,3516.0
2015,NUTS,2010,DEA1,2,3536.0
2016,NUTS,2010,DEA1,2,3920.0
2017,NUTS,2010,DEA1,2,4144.0
2018,NUTS,2010,DEA1,2,4399.0
2019,NUTS,2010,DEA1,2,4317.0
2011,NUTS,2010,DEA2,2,7182.0
2012,NUTS,2010,DEA2,2,6783.0
2013,NUTS,2010,DEA2,2,6397.0
2014,NUTS,2010,DEA2,2,7973.0
2015,NUTS,2010,DEA2,2,8099.0
2016,NUTS,2010,DEA2,2,8529.0
