year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_nac
2014,NUTS,2010,DE94,2,191.058
2015,NUTS,2010,DE94,2,212.214
2016,NUTS,2010,DE94,2,262.999
2017,NUTS,2010,DE94,2,252.529
2018,NUTS,2010,DE94,2,267.326
2019,NUTS,2010,DE94,2,289.19
2011,NUTS,2010,DEA,1,2789.781
2012,NUTS,2010,DEA,1,2902.482
2013,NUTS,2010,DEA,1,2999.15
2014,NUTS,2010,DEA,1,3293.342
2015,NUTS,2010,DEA,1,3261.615
2016,NUTS,2010,DEA,1,3621.975
2017,NUTS,2010,DEA,1,3798.538
2018,NUTS,2010,DEA,1,4076.607
2019,NUTS,2010,DEA,1,4092.69
2011,NUTS,2010,DEA1,2,484.367
2012,NUTS,2010,DEA1,2,555.809
2013,NUTS,2010,DEA1,2,582.785
2014,NUTS,2010,DEA1,2,616.452
2015,NUTS,2010,DEA1,2,627.97
2016,NUTS,2010,DEA1,2,686.357
2017,NUTS,2010,DEA1,2,711.11
2018,NUTS,2010,DEA1,2,820.453
2019,NUTS,2010,DEA1,2,741.33
2011,NUTS,2010,DEA2,2,1282.89
2012,NUTS,2010,DEA2,2,1258.164
2013,NUTS,2010,DEA2,2,1295.773
2014,NUTS,2010,DEA2,2,1507.201
2015,NUTS,2010,DEA2,2,1439.987
2016,NUTS,2010,DEA2,2,1588.657
2017,NUTS,2010,DEA2,2,1635.369
2018,NUTS,2010,DEA2,2,1710.319
2019,NUTS,2010,DEA2,2,1756.93
2011,NUTS,2010,DEA3,2,338.32
2012,NUTS,2010,DEA3,2,338.146
2013,NUTS,2010,DEA3,2,346.648
2014,NUTS,2010,DEA3,2,367.845
2015,NUTS,2010,DEA3,2,368.233
2016,NUTS,2010,DEA3,2,405.776
2017,NUTS,2010,DEA3,2,444.495
2018,NUTS,2010,DEA3,2,480.133
2019,NUTS,2010,DEA3,2,493.95
2011,NUTS,2010,DEA4,2,195.834
2012,NUTS,2010,DEA4,2,225.126
2013,NUTS,2010,DEA4,2,232.419
2014,NUTS,2010,DEA4,2,251.277
2015,NUTS,2010,DEA4,2,251.13
2016,NUTS,2010,DEA4,2,287.841
2017,NUTS,2010,DEA4,2,309.751
2018,NUTS,2010,DEA4,2,334.879
2019,NUTS,2010,DEA4,2,338.19
2011,NUTS,2010,DEA5,2,488.371
2012,NUTS,2010,DEA5,2,525.238
2013,NUTS,2010,DEA5,2,541.526
2014,NUTS,2010,DEA5,2,550.568
2015,NUTS,2010,DEA5,2,574.295
2016,NUTS,2010,DEA5,2,653.344
2017,NUTS,2010,DEA5,2,697.812
2018,NUTS,2010,DEA5,2,730.823
2019,NUTS,2010,DEA5,2,762.28
2011,NUTS,2010,DEB,1,503.7
2012,NUTS,2010,DEB,1,502.225
2013,NUTS,2010,DEB,1,528.322
2014,NUTS,2010,DEB,1,529.956
2015,NUTS,2010,DEB,1,553.335
2016,NUTS,2010,DEB,1,638.687
2017,NUTS,2010,DEB,1,677.0
2018,NUTS,2010,DEB,1,723.673
2019,NUTS,2010,DEB,1,651.72
2011,NUTS,2010,DEB1,2,60.549
2012,NUTS,2010,DEB1,2,62.767
2013,NUTS,2010,DEB1,2,64.737
2014,NUTS,2010,DEB1,2,68.798
2015,NUTS,2010,DEB1,2,72.592
2016,NUTS,2010,DEB1,2,92.142
2017,NUTS,2010,DEB1,2,57.625
2018,NUTS,2010,DEB1,2,68.187
2019,NUTS,2010,DEB1,2,76.56
2011,NUTS,2010,DEB2,2,347.573
2012,NUTS,2010,DEB2,2,332.016
2013,NUTS,2010,DEB2,2,352.948
2014,NUTS,2010,DEB2,2,350.737
2015,NUTS,2010,DEB2,2,365.065
2016,NUTS,2010,DEB2,2,418.398
2017,NUTS,2010,DEB2,2,60.514
2018,NUTS,2010,DEB2,2,63.51
2019,NUTS,2010,DEB2,2,64.99
2011,NUTS,2010,DEB3,2,95.578
2012,NUTS,2010,DEB3,2,107.441
2013,NUTS,2010,DEB3,2,110.637
2014,NUTS,2010,DEB3,2,110.422
2015,NUTS,2010,DEB3,2,115.678
2016,NUTS,2010,DEB3,2,128.147
2017,NUTS,2010,DEB3,2,558.861
2018,NUTS,2010,DEB3,2,591.977
2019,NUTS,2010,DEB3,2,510.18
2011,NUTS,2010,DEC,1,166.338
2012,NUTS,2010,DEC,1,155.104
2013,NUTS,2010,DEC,1,149.136
2014,NUTS,2010,DEC,1,143.948
2015,NUTS,2010,DEC,1,180.41
2016,NUTS,2010,DEC,1,185.83
2017,NUTS,2010,DEC,1,187.097
2018,NUTS,2010,DEC,1,174.675
2019,NUTS,2010,DEC,1,204.89
2011,NUTS,2010,DEC0,2,166.338
2012,NUTS,2010,DEC0,2,155.104
2013,NUTS,2010,DEC0,2,149.136
2014,NUTS,2010,DEC0,2,143.948
2015,NUTS,2010,DEC0,2,180.41
2016,NUTS,2010,DEC0,2,185.83
2017,NUTS,2010,DEC0,2,187.097
2018,NUTS,2010,DEC0,2,174.675
2019,NUTS,2010,DEC0,2,204.89
2011,NUTS,2010,DED,1,739.518
2012,NUTS,2010,DED,1,770.781
2013,NUTS,2010,DED,1,855.974
2014,NUTS,2010,DED,1,868.175
2015,NUTS,2010,DED,1,863.248
2016,NUTS,2010,DED,1,894.64
2017,NUTS,2010,DED,1,955.045
2018,NUTS,2010,DED,1,1035.031
2019,NUTS,2010,DED,1,1095.71
2011,NUTS,2010,DED2,2,339.841
2012,NUTS,2010,DED2,2,358.03
2013,NUTS,2010,DED2,2,401.312
2014,NUTS,2010,DED2,2,397.77
2015,NUTS,2010,DED2,2,407.003
2016,NUTS,2010,DED2,2,418.749
2017,NUTS,2010,DED2,2,448.597
2018,NUTS,2010,DED2,2,496.729
2019,NUTS,2010,DED2,2,510.1
2011,NUTS,2010,DED4,2,198.613
2012,NUTS,2010,DED4,2,198.658
2013,NUTS,2010,DED4,2,223.243
2014,NUTS,2010,DED4,2,233.2
2015,NUTS,2010,DED4,2,213.28
2016,NUTS,2010,DED4,2,227.582
2017,NUTS,2010,DED4,2,240.859
2018,NUTS,2010,DED4,2,244.573
2019,NUTS,2010,DED4,2,263.92
2011,NUTS,2010,DED5,2,201.064
2012,NUTS,2010,DED5,2,213.585
2013,NUTS,2010,DED5,2,231.419
2014,NUTS,2010,DED5,2,237.206
2015,NUTS,2010,DED5,2,242.965
2016,NUTS,2010,DED5,2,248.309
2017,NUTS,2010,DED5,2,265.589
2018,NUTS,2010,DED5,2,293.729
2019,NUTS,2010,DED5,2,321.69
2011,NUTS,2010,DEE,1,252.398
2012,NUTS,2010,DEE,1,256.241
2013,NUTS,2010,DEE,1,275.986
2014,NUTS,2010,DEE,1,297.581
2015,NUTS,2010,DEE,1,313.621
2016,NUTS,2010,DEE,1,346.633
2017,NUTS,2010,DEE,1,350.844
2018,NUTS,2010,DEE,1,387.417
2019,NUTS,2010,DEE,1,380.85
2011,NUTS,2010,DEE0,2,252.398
2012,NUTS,2010,DEE0,2,256.241
2013,NUTS,2010,DEE0,2,275.986
2014,NUTS,2010,DEE0,2,297.581
2015,NUTS,2010,DEE0,2,313.621
2016,NUTS,2010,DEE0,2,346.633
2017,NUTS,2010,DEE0,2,350.844
2018,NUTS,2010,DEE0,2,387.417
2019,NUTS,2010,DEE0,2,380.85
2011,NUTS,2010,DEF,1,283.07
2012,NUTS,2010,DEF,1,295.003
2013,NUTS,2010,DEF,1,287.164
2014,NUTS,2010,DEF,1,304.239
2015,NUTS,2010,DEF,1,308.112
2016,NUTS,2010,DEF,1,352.001
2017,NUTS,2010,DEF,1,358.612
2018,NUTS,2010,DEF,1,421.327
2019,NUTS,2010,DEF,1,523.02
2011,NUTS,2010,DEF0,2,283.07
2012,NUTS,2010,DEF0,2,295.003
2013,NUTS,2010,DEF0,2,287.164
2014,NUTS,2010,DEF0,2,304.239
2015,NUTS,2010,DEF0,2,308.112
2016,NUTS,2010,DEF0,2,352.001
2017,NUTS,2010,DEF0,2,358.612
2018,NUTS,2010,DEF0,2,421.327
2019,NUTS,2010,DEF0,2,523.02
2011,NUTS,2010,DEG,1,315.324
2012,NUTS,2010,DEG,1,327.864
2013,NUTS,2010,DEG,1,332.416
2014,NUTS,2010,DEG,1,334.073
2015,NUTS,2010,DEG,1,340.779
2016,NUTS,2010,DEG,1,354.947
2017,NUTS,2010,DEG,1,376.676
2018,NUTS,2010,DEG,1,383.256
2019,NUTS,2010,DEG,1,418.87
2011,NUTS,2010,DEG0,2,315.324
2012,NUTS,2010,DEG0,2,327.864
2013,NUTS,2010,DEG0,2,332.416
2014,NUTS,2010,DEG0,2,334.073
2015,NUTS,2010,DEG0,2,340.779
2016,NUTS,2010,DEG0,2,354.947
2017,NUTS,2010,DEG0,2,376.676
2018,NUTS,2010,DEG0,2,383.256
2019,NUTS,2010,DEG0,2,418.87
2011,NUTS,2010,DEZ,1,114.357
2012,NUTS,2010,DEZ,1,116.122
2013,NUTS,2010,DEZ,1,117.261
2014,NUTS,2010,DEZ,1,114.993
2015,NUTS,2010,DEZ,1,102.925
2016,NUTS,2010,DEZ,1,104.605
2017,NUTS,2010,DEZ,1,107.731
2018,NUTS,2010,DEZ,1,105.856
2019,NUTS,2010,DEZ,1,111.31
2011,NUTS,2010,DEZZ,2,114.357
2012,NUTS,2010,DEZZ,2,116.122
2013,NUTS,2010,DEZZ,2,117.261
2014,NUTS,2010,DEZZ,2,114.993
2015,NUTS,2010,DEZZ,2,102.925
2016,NUTS,2010,DEZZ,2,104.605
2017,NUTS,2010,DEZZ,2,107.731
2018,NUTS,2010,DEZZ,2,105.856
2019,NUTS,2010,DEZZ,2,111.31
2011,NUTS,2010,DK,0,16793.6
2012,NUTS,2010,DK,0,17876.2
2013,NUTS,2010,DK,0,19424.0
2014,NUTS,2010,DK,0,19357.0
2015,NUTS,2010,DK,0,21115.0
2016,NUTS,2010,DK,0,21100.0
2017,NUTS,2010,DK,0,21354.0
2018,NUTS,2010,DK,0,22472.0
2019,NUTS,2010,DK,0,23201.0
2020,NUTS,2010,DK,0,25306.0
2011,NUTS,2010,DK0,1,16826.0
2012,NUTS,2010,DK0,1,18375.7
2013,NUTS,2010,DK0,1,19346.2
2014,NUTS,2010,DK0,1,19357.0
2015,NUTS,2010,DK0,1,21115.0
2016,NUTS,2010,DK0,1,21100.0
2017,NUTS,2010,DK0,1,21354.0
2018,NUTS,2010,DK0,1,22472.0
2019,NUTS,2010,DK0,1,23201.0
2020,NUTS,2010,DK0,1,25306.0
2011,NUTS,2010,DK01,2,8944.351
2012,NUTS,2010,DK01,2,9940.2
2013,NUTS,2010,DK01,2,10109.5
2014,NUTS,2010,DK01,2,10649.0
2015,NUTS,2010,DK01,2,11496.0
2016,NUTS,2010,DK01,2,11595.0
2017,NUTS,2010,DK01,2,11757.0
2019,NUTS,2010,DK01,2,12919.0
2011,NUTS,2010,DK02,2,877.582
2012,NUTS,2010,DK02,2,867.2
2013,NUTS,2010,DK02,2,860.5
2014,NUTS,2010,DK02,2,962.0
2015,NUTS,2010,DK02,2,1109.0
2016,NUTS,2010,DK02,2,1159.0
2017,NUTS,2010,DK02,2,1186.0
2019,NUTS,2010,DK02,2,1150.0
2011,NUTS,2010,DK03,2,1824.102
2012,NUTS,2010,DK03,2,2037.5
2013,NUTS,2010,DK03,2,2257.7
2014,NUTS,2010,DK03,2,2315.0
2015,NUTS,2010,DK03,2,2464.0
2016,NUTS,2010,DK03,2,2340.0
2017,NUTS,2010,DK03,2,1990.0
2019,NUTS,2010,DK03,2,2115.0
2011,NUTS,2010,DK04,2,3740.821
2012,NUTS,2010,DK04,2,4006.1
2013,NUTS,2010,DK04,2,4451.9
2014,NUTS,2010,DK04,2,3637.0
2015,NUTS,2010,DK04,2,4251.0
2016,NUTS,2010,DK04,2,4115.0
2017,NUTS,2010,DK04,2,4008.0
2019,NUTS,2010,DK04,2,4322.0
2011,NUTS,2010,DK05,2,1439.099
2012,NUTS,2010,DK05,2,1524.7
2013,NUTS,2010,DK05,2,1666.6
2014,NUTS,2010,DK05,2,1794.0
2015,NUTS,2010,DK05,2,1795.0
2016,NUTS,2010,DK05,2,1893.0
2017,NUTS,2010,DK05,2,2412.0
2019,NUTS,2010,DK05,2,2695.0
2011,NUTS,2010,EE,0,107.007
2012,NUTS,2010,EE,0,122.322
2013,NUTS,2010,EE,0,137.927
2014,NUTS,2010,EE,0,127.001
2015,NUTS,2010,EE,0,125.22
2016,NUTS,2010,EE,0,96.05
2017,NUTS,2010,EE,0,120.6
2018,NUTS,2010,EE,0,162.86
2019,NUTS,2010,EE,0,159.8
2020,NUTS,2010,EE,0,161.5
2011,NUTS,2010,EE0,1,107.007
2012,NUTS,2010,EE0,1,122.322
2013,NUTS,2010,EE0,1,137.927
2014,NUTS,2010,EE0,1,127.001
2015,NUTS,2010,EE0,1,125.22
2016,NUTS,2010,EE0,1,96.05
2017,NUTS,2010,EE0,1,120.6
2018,NUTS,2010,EE0,1,162.86
2019,NUTS,2010,EE0,1,159.8
2020,NUTS,2010,EE0,1,161.5
2011,NUTS,2010,EE00,2,107.007
2012,NUTS,2010,EE00,2,122.322
2013,NUTS,2010,EE00,2,137.927
2014,NUTS,2010,EE00,2,127.001
2015,NUTS,2010,EE00,2,125.22
2016,NUTS,2010,EE00,2,96.05
2017,NUTS,2010,EE00,2,120.6
2018,NUTS,2010,EE00,2,162.86
2019,NUTS,2010,EE00,2,159.8
2020,NUTS,2010,EE00,2,161.5
2011,NUTS,2010,EL,0,559.528
2012,NUTS,2010,EL,0,534.3
2013,NUTS,2010,EL,0,548.6
2014,NUTS,2010,EL,0,553.2
2015,NUTS,2010,EL,0,643.77
2016,NUTS,2010,EL,0,559.35
2017,NUTS,2010,EL,0,576.85
2018,NUTS,2010,EL,0,618.58
2019,NUTS,2010,EL,0,716.07
2020,NUTS,2010,EL,0,774.39
2011,NUTS,2010,EL3,1,222.894
2013,NUTS,2010,EL3,1,210.33
2015,NUTS,2010,EL3,1,269.85
2017,NUTS,2010,EL3,1,226.0
2018,NUTS,2010,EL3,1,249.2
2019,NUTS,2010,EL3,1,292.46
2011,NUTS,2010,EL30,2,222.894
2013,NUTS,2010,EL30,2,210.33
2015,NUTS,2010,EL30,2,269.85
2017,NUTS,2010,EL30,2,226.0
2018,NUTS,2010,EL30,2,249.2
2019,NUTS,2010,EL30,2,292.46
2011,NUTS,2010,EL4,1,67.894
2013,NUTS,2010,EL4,1,77.55
2015,NUTS,2010,EL4,1,72.28
2017,NUTS,2010,EL4,1,66.19
2018,NUTS,2010,EL4,1,67.91
2019,NUTS,2010,EL4,1,75.43
2011,NUTS,2010,EL41,2,11.192
2013,NUTS,2010,EL41,2,16.57
2015,NUTS,2010,EL41,2,10.83
2017,NUTS,2010,EL41,2,9.86
2018,NUTS,2010,EL41,2,8.81
2019,NUTS,2010,EL41,2,10.64
2011,NUTS,2010,EL42,2,5.12
2013,NUTS,2010,EL42,2,6.26
2015,NUTS,2010,EL42,2,3.99
2017,NUTS,2010,EL42,2,4.66
2018,NUTS,2010,EL42,2,3.99
2019,NUTS,2010,EL42,2,4.09
2011,NUTS,2010,EL43,2,51.582
2013,NUTS,2010,EL43,2,54.72
2015,NUTS,2010,EL43,2,57.46
2017,NUTS,2010,EL43,2,51.67
2018,NUTS,2010,EL43,2,55.11
2019,NUTS,2010,EL43,2,60.7
2011,NUTS,2010,EL5,1,169.949
2013,NUTS,2010,EL5,1,159.16
2015,NUTS,2010,EL5,1,175.39
2017,NUTS,2010,EL5,1,156.72
2018,NUTS,2010,EL5,1,166.97
2019,NUTS,2010,EL5,1,197.13
2011,NUTS,2010,EL51,2,28.533
2013,NUTS,2010,EL51,2,23.42
2015,NUTS,2010,EL51,2,31.43
2017,NUTS,2010,EL51,2,29.75
2018,NUTS,2010,EL51,2,29.8
2019,NUTS,2010,EL51,2,35.2
2011,NUTS,2010,EL52,2,103.981
2013,NUTS,2010,EL52,2,97.29
2015,NUTS,2010,EL52,2,100.94
2017,NUTS,2010,EL52,2,85.06
2018,NUTS,2010,EL52,2,92.72
2019,NUTS,2010,EL52,2,109.41
2011,NUTS,2010,EL53,2,5.942
2013,NUTS,2010,EL53,2,10.11
2015,NUTS,2010,EL53,2,6.63
2017,NUTS,2010,EL53,2,6.86
2018,NUTS,2010,EL53,2,8.47
2019,NUTS,2010,EL53,2,8.06
2011,NUTS,2010,EL54,2,31.493
2013,NUTS,2010,EL54,2,28.34
2015,NUTS,2010,EL54,2,36.39
2017,NUTS,2010,EL54,2,35.05
2018,NUTS,2010,EL54,2,35.98
2019,NUTS,2010,EL54,2,44.46
2011,NUTS,2010,EL6,1,98.792
2013,NUTS,2010,EL6,1,101.56
2015,NUTS,2010,EL6,1,126.25
2017,NUTS,2010,EL6,1,127.94
2018,NUTS,2010,EL6,1,134.5
2019,NUTS,2010,EL6,1,151.05
2011,NUTS,2010,EL61,2,29.658
2013,NUTS,2010,EL61,2,31.85
2015,NUTS,2010,EL61,2,38.41
2017,NUTS,2010,EL61,2,42.86
2018,NUTS,2010,EL61,2,47.71
2019,NUTS,2010,EL61,2,57.58
2011,NUTS,2010,EL62,2,3.361
2013,NUTS,2010,EL62,2,4.59
2015,NUTS,2010,EL62,2,9.1
2017,NUTS,2010,EL62,2,5.15
2018,NUTS,2010,EL62,2,5.86
2019,NUTS,2010,EL62,2,6.91
2011,NUTS,2010,EL63,2,56.584
2013,NUTS,2010,EL63,2,51.13
2015,NUTS,2010,EL63,2,62.01
2017,NUTS,2010,EL63,2,71.12
2018,NUTS,2010,EL63,2,70.43
2019,NUTS,2010,EL63,2,73.57
2011,NUTS,2010,EL64,2,2.345
2013,NUTS,2010,EL64,2,3.96
2015,NUTS,2010,EL64,2,6.63
2017,NUTS,2010,EL64,2,3.6
2018,NUTS,2010,EL64,2,3.91
2019,NUTS,2010,EL64,2,4.84
2011,NUTS,2010,EL65,2,6.843
2013,NUTS,2010,EL65,2,10.03
2015,NUTS,2010,EL65,2,10.1
2017,NUTS,2010,EL65,2,5.21
2018,NUTS,2010,EL65,2,6.59
2019,NUTS,2010,EL65,2,8.15
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,4002.024
2012,NUTS,2010,ES,0,3715.573
2013,NUTS,2010,ES,0,3647.407
2014,NUTS,2010,ES,0,3606.171
2015,NUTS,2010,ES,0,3704.0
2016,NUTS,2010,ES,0,3649.0
2017,NUTS,2010,ES,0,3809.0
2018,NUTS,2010,ES,0,3946.0
2019,NUTS,2010,ES,0,4141.0
2020,NUTS,2010,ES,0,4202.0
2011,NUTS,2010,ES1,1,346.055
2013,NUTS,2010,ES1,1,290.723
2015,NUTS,2010,ES1,1,298.0
2016,NUTS,2010,ES1,1,283.0
2017,NUTS,2010,ES1,1,300.0
2018,NUTS,2010,ES1,1,307.0
2011,NUTS,2010,ES11,2,195.454
2012,NUTS,2010,ES11,2,193.012
2014,NUTS,2010,ES11,2,180.197
2015,NUTS,2010,ES11,2,196.0
2016,NUTS,2010,ES11,2,181.0
2017,NUTS,2010,ES11,2,196.0
2018,NUTS,2010,ES11,2,207.0
2019,NUTS,2010,ES11,2,210.0
2011,NUTS,2010,ES12,2,86.916
2012,NUTS,2010,ES12,2,65.483
2013,NUTS,2010,ES12,2,59.108
2014,NUTS,2010,ES12,2,55.764
2015,NUTS,2010,ES12,2,58.0
2016,NUTS,2010,ES12,2,58.0
2017,NUTS,2010,ES12,2,58.0
2018,NUTS,2010,ES12,2,51.0
2019,NUTS,2010,ES12,2,57.0
2011,NUTS,2010,ES13,2,63.685
2015,NUTS,2010,ES13,2,44.0
2016,NUTS,2010,ES13,2,44.0
2017,NUTS,2010,ES13,2,46.0
2018,NUTS,2010,ES13,2,49.0
2011,NUTS,2010,ES2,1,422.997
2013,NUTS,2010,ES2,1,396.621
2019,NUTS,2010,ES2,1,431.0
2011,NUTS,2010,ES21,2,244.804
2012,NUTS,2010,ES21,2,246.314
2013,NUTS,2010,ES21,2,238.757
2014,NUTS,2010,ES21,2,237.857
2015,NUTS,2010,ES21,2,235.0
2016,NUTS,2010,ES21,2,227.0
2017,NUTS,2010,ES21,2,237.0
2018,NUTS,2010,ES21,2,250.0
2019,NUTS,2010,ES21,2,250.0
2011,NUTS,2010,ES22,2,80.929
2011,NUTS,2010,ES23,2,15.77
2012,NUTS,2010,ES23,2,16.144
2014,NUTS,2010,ES23,2,17.55
2015,NUTS,2010,ES23,2,22.0
2016,NUTS,2010,ES23,2,19.0
2017,NUTS,2010,ES23,2,20.0
2018,NUTS,2010,ES23,2,19.0
2011,NUTS,2010,ES24,2,81.495
2012,NUTS,2010,ES24,2,75.037
2013,NUTS,2010,ES24,2,68.14
2014,NUTS,2010,ES24,2,64.702
2015,NUTS,2010,ES24,2,70.0
2016,NUTS,2010,ES24,2,70.0
2017,NUTS,2010,ES24,2,72.0
2018,NUTS,2010,ES24,2,77.0
2011,NUTS,2010,ES3,1,670.509
2012,NUTS,2010,ES3,1,633.048
2013,NUTS,2010,ES3,1,622.495
2014,NUTS,2010,ES3,1,610.103
2015,NUTS,2010,ES3,1,582.0
2016,NUTS,2010,ES3,1,642.0
2017,NUTS,2010,ES3,1,675.0
2018,NUTS,2010,ES3,1,719.0
2019,NUTS,2010,ES3,1,757.0
2011,NUTS,2010,ES30,2,670.509
2012,NUTS,2010,ES30,2,633.048
2013,NUTS,2010,ES30,2,622.495
2014,NUTS,2010,ES30,2,610.103
2015,NUTS,2010,ES30,2,582.0
2016,NUTS,2010,ES30,2,642.0
2017,NUTS,2010,ES30,2,675.0
2018,NUTS,2010,ES30,2,719.0
2019,NUTS,2010,ES30,2,757.0
2011,NUTS,2010,ES4,1,354.776
2013,NUTS,2010,ES4,1,315.418
2014,NUTS,2010,ES4,1,310.309
2015,NUTS,2010,ES4,1,338.0
2016,NUTS,2010,ES4,1,315.0
2018,NUTS,2010,ES4,1,335.0
2019,NUTS,2010,ES4,1,377.0
2011,NUTS,2010,ES41,2,204.716
2012,NUTS,2010,ES41,2,181.731
2013,NUTS,2010,ES41,2,183.68
2014,NUTS,2010,ES41,2,194.223
2015,NUTS,2010,ES41,2,198.0
2016,NUTS,2010,ES41,2,193.0
2017,NUTS,2010,ES41,2,196.0
2018,NUTS,2010,ES41,2,212.0
2019,NUTS,2010,ES41,2,226.0
2011,NUTS,2010,ES42,2,76.751
2012,NUTS,2010,ES42,2,57.529
2013,NUTS,2010,ES42,2,58.323
2014,NUTS,2010,ES42,2,50.518
2015,NUTS,2010,ES42,2,68.0
2017,NUTS,2010,ES42,2,68.0
2011,NUTS,2010,ES43,2,73.309
2013,NUTS,2010,ES43,2,73.415
2014,NUTS,2010,ES43,2,65.567
2015,NUTS,2010,ES43,2,72.0
2011,NUTS,2010,ES5,1,1274.593
2012,NUTS,2010,ES5,1,1208.299
2013,NUTS,2010,ES5,1,1193.414
2014,NUTS,2010,ES5,1,1184.051
2015,NUTS,2010,ES5,1,1231.0
2016,NUTS,2010,ES5,1,1224.0
2017,NUTS,2010,ES5,1,1253.0
2018,NUTS,2010,ES5,1,1293.0
2011,NUTS,2010,ES51,2,736.763
2012,NUTS,2010,ES51,2,694.638
2013,NUTS,2010,ES51,2,681.289
2014,NUTS,2010,ES51,2,666.337
2015,NUTS,2010,ES51,2,715.0
2016,NUTS,2010,ES51,2,709.0
2017,NUTS,2010,ES51,2,723.0
2018,NUTS,2010,ES51,2,733.0
2019,NUTS,2010,ES51,2,761.0
2011,NUTS,2010,ES52,2,492.518
2012,NUTS,2010,ES52,2,471.834
2013,NUTS,2010,ES52,2,469.387
2014,NUTS,2010,ES52,2,474.409
2015,NUTS,2010,ES52,2,472.0
2016,NUTS,2010,ES52,2,472.0
2017,NUTS,2010,ES52,2,481.0
2018,NUTS,2010,ES52,2,510.0
2019,NUTS,2010,ES52,2,531.0
2011,NUTS,2010,ES53,2,45.313
2012,NUTS,2010,ES53,2,41.827
2013,NUTS,2010,ES53,2,42.738
2014,NUTS,2010,ES53,2,43.304
2015,NUTS,2010,ES53,2,44.0
2016,NUTS,2010,ES53,2,43.0
2017,NUTS,2010,ES53,2,49.0
2018,NUTS,2010,ES53,2,51.0
2011,NUTS,2010,ES6,1,819.324
2012,NUTS,2010,ES6,1,730.928
2013,NUTS,2010,ES6,1,731.425
2014,NUTS,2010,ES6,1,734.912
2015,NUTS,2010,ES6,1,757.0
2016,NUTS,2010,ES6,1,693.0
2017,NUTS,2010,ES6,1,737.0
2018,NUTS,2010,ES6,1,773.0
2019,NUTS,2010,ES6,1,817.0
2011,NUTS,2010,ES61,2,708.973
2012,NUTS,2010,ES61,2,626.914
2013,NUTS,2010,ES61,2,626.118
2014,NUTS,2010,ES61,2,631.154
2015,NUTS,2010,ES61,2,651.0
2016,NUTS,2010,ES61,2,579.0
2017,NUTS,2010,ES61,2,617.0
2018,NUTS,2010,ES61,2,645.0
2019,NUTS,2010,ES61,2,679.0
2011,NUTS,2010,ES62,2,107.843
2012,NUTS,2010,ES62,2,101.574
2013,NUTS,2010,ES62,2,102.968
2014,NUTS,2010,ES62,2,101.421
2015,NUTS,2010,ES62,2,104.0
2016,NUTS,2010,ES62,2,112.0
2018,NUTS,2010,ES62,2,125.0
2019,NUTS,2010,ES62,2,135.0
2011,NUTS,2010,ES63,2,0.989
2011,NUTS,2010,ES64,2,1.519
2011,NUTS,2010,ES7,1,113.769
2012,NUTS,2010,ES7,1,106.032
2013,NUTS,2010,ES7,1,97.312
2014,NUTS,2010,ES7,1,95.132
2015,NUTS,2010,ES7,1,102.0
2016,NUTS,2010,ES7,1,105.0
2017,NUTS,2010,ES7,1,111.0
2018,NUTS,2010,ES7,1,94.0
2011,NUTS,2010,ES70,2,113.769
2012,NUTS,2010,ES70,2,106.032
2013,NUTS,2010,ES70,2,97.312
2014,NUTS,2010,ES70,2,95.132
2015,NUTS,2010,ES70,2,102.0
2016,NUTS,2010,ES70,2,105.0
2017,NUTS,2010,ES70,2,111.0
2018,NUTS,2010,ES70,2,94.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,FI,0,1431.841
2012,NUTS,2010,FI,0,1474.642
2013,NUTS,2010,FI,0,1438.1
2014,NUTS,2010,FI,0,1489.5
2015,NUTS,2010,FI,0,1480.5
2016,NUTS,2010,FI,0,1489.8
2017,NUTS,2010,FI,0,1567.2
2018,NUTS,2010,FI,0,1623.8
2019,NUTS,2010,FI,0,1704.6
2020,NUTS,2010,FI,0,1702.8
2011,NUTS,2010,FI1,1,1431.048
2012,NUTS,2010,FI1,1,1474.0
2015,NUTS,2010,FI1,1,1479.7
2016,NUTS,2010,FI1,1,1489.2
2017,NUTS,2010,FI1,1,1566.37
2018,NUTS,2010,FI1,1,1623.1
2019,NUTS,2010,FI1,1,1704.1
2011,NUTS,2010,FI19,2,311.432
2012,NUTS,2010,FI19,2,323.758
2013,NUTS,2010,FI19,2,315.0
2015,NUTS,2010,FI19,2,327.4
2016,NUTS,2010,FI19,2,338.6
2017,NUTS,2010,FI19,2,348.56
2018,NUTS,2010,FI19,2,354.9
2019,NUTS,2010,FI19,2,365.7
2011,NUTS,2010,FI1B,2,562.821
2012,NUTS,2010,FI1B,2,592.831
2013,NUTS,2010,FI1B,2,568.0
2015,NUTS,2010,FI1B,2,599.7
2016,NUTS,2010,FI1B,2,592.6
2017,NUTS,2010,FI1B,2,611.78
2018,NUTS,2010,FI1B,2,634.0
