year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_cte
2002,NUTS,2010,EL300,3,7.28
2003,NUTS,2010,EL300,3,9.25
2004,NUTS,2010,EL300,3,7.17
2005,NUTS,2010,EL300,3,6.0
2006,NUTS,2010,EL300,3,9.17
2007,NUTS,2010,EL300,3,3.67
2008,NUTS,2010,EL300,3,5.0
2009,NUTS,2010,EL300,3,3.17
2010,NUTS,2010,EL300,3,2.07
2011,NUTS,2010,EL300,3,3.0
2012,NUTS,2010,EL300,3,1.7
1996,NUTS,2010,EL4,1,0.2
2001,NUTS,2010,EL4,1,1.0
1996,NUTS,2010,EL43,2,0.2
2001,NUTS,2010,EL43,2,1.0
2001,NUTS,2010,EL431,3,1.0
1996,NUTS,2010,EL434,3,0.2
1995,NUTS,2010,ELX,1,0.5
2009,NUTS,2010,ELX,1,1.0
1995,NUTS,2010,ELXX,2,0.5
2009,NUTS,2010,ELXX,2,1.0
1995,NUTS,2010,ELXXX,3,0.5
2009,NUTS,2010,ELXXX,3,1.0
2008,NUTS,2010,ELZ,1,1.0
2008,NUTS,2010,ELZZ,2,1.0
2008,NUTS,2010,ELZZZ,3,1.0
1978,NUTS,2010,ES,0,1.0
1979,NUTS,2010,ES,0,1.0
1983,NUTS,2010,ES,0,0.5
1984,NUTS,2010,ES,0,3.0
1985,NUTS,2010,ES,0,1.0
1986,NUTS,2010,ES,0,2.0
1987,NUTS,2010,ES,0,1.0
1988,NUTS,2010,ES,0,6.0
1989,NUTS,2010,ES,0,6.5
1990,NUTS,2010,ES,0,11.0
1991,NUTS,2010,ES,0,12.67
1992,NUTS,2010,ES,0,8.33
1993,NUTS,2010,ES,0,17.5
1994,NUTS,2010,ES,0,18.17
1995,NUTS,2010,ES,0,11.08
1996,NUTS,2010,ES,0,13.81
1997,NUTS,2010,ES,0,22.42
1998,NUTS,2010,ES,0,33.1
1999,NUTS,2010,ES,0,35.92
2000,NUTS,2010,ES,0,51.98
2001,NUTS,2010,ES,0,69.87
2002,NUTS,2010,ES,0,66.45
2003,NUTS,2010,ES,0,61.6
2004,NUTS,2010,ES,0,42.18
2005,NUTS,2010,ES,0,53.24
2006,NUTS,2010,ES,0,71.23
2007,NUTS,2010,ES,0,76.68
2008,NUTS,2010,ES,0,87.84
2009,NUTS,2010,ES,0,116.84
2010,NUTS,2010,ES,0,102.29
2011,NUTS,2010,ES,0,104.28
2012,NUTS,2010,ES,0,81.7
1985,NUTS,2010,ES1,1,1.0
1992,NUTS,2010,ES1,1,0.5
1995,NUTS,2010,ES1,1,1.0
1998,NUTS,2010,ES1,1,1.0
2000,NUTS,2010,ES1,1,1.0
2001,NUTS,2010,ES1,1,2.17
2002,NUTS,2010,ES1,1,2.0
2003,NUTS,2010,ES1,1,1.0
2005,NUTS,2010,ES1,1,4.0
2006,NUTS,2010,ES1,1,2.12
2007,NUTS,2010,ES1,1,2.0
2008,NUTS,2010,ES1,1,5.0
2009,NUTS,2010,ES1,1,5.5
2010,NUTS,2010,ES1,1,4.2
2011,NUTS,2010,ES1,1,7.0
1985,NUTS,2010,ES11,2,1.0
1995,NUTS,2010,ES11,2,1.0
1998,NUTS,2010,ES11,2,1.0
2000,NUTS,2010,ES11,2,1.0
2001,NUTS,2010,ES11,2,1.0
2002,NUTS,2010,ES11,2,2.0
2003,NUTS,2010,ES11,2,1.0
2005,NUTS,2010,ES11,2,4.0
2006,NUTS,2010,ES11,2,2.12
2007,NUTS,2010,ES11,2,1.0
2008,NUTS,2010,ES11,2,5.0
2009,NUTS,2010,ES11,2,4.0
2010,NUTS,2010,ES11,2,4.2
2011,NUTS,2010,ES11,2,7.0
1985,NUTS,2010,ES111,3,1.0
1995,NUTS,2010,ES111,3,1.0
2000,NUTS,2010,ES111,3,1.0
2002,NUTS,2010,ES111,3,1.17
2003,NUTS,2010,ES111,3,1.0
2005,NUTS,2010,ES111,3,4.0
2006,NUTS,2010,ES111,3,1.67
2007,NUTS,2010,ES111,3,1.0
2008,NUTS,2010,ES111,3,4.0
2009,NUTS,2010,ES111,3,2.0
2010,NUTS,2010,ES111,3,4.2
2011,NUTS,2010,ES111,3,7.0
2002,NUTS,2010,ES112,3,0.83
2006,NUTS,2010,ES112,3,0.13
1998,NUTS,2010,ES114,3,1.0
2001,NUTS,2010,ES114,3,1.0
2006,NUTS,2010,ES114,3,0.33
2008,NUTS,2010,ES114,3,1.0
2009,NUTS,2010,ES114,3,2.0
2007,NUTS,2010,ES12,2,1.0
2007,NUTS,2010,ES120,3,1.0
1992,NUTS,2010,ES13,2,0.5
2001,NUTS,2010,ES13,2,1.17
2009,NUTS,2010,ES13,2,1.5
1992,NUTS,2010,ES130,3,0.5
2001,NUTS,2010,ES130,3,1.17
2009,NUTS,2010,ES130,3,1.5
1988,NUTS,2010,ES2,1,1.0
1989,NUTS,2010,ES2,1,1.0
1990,NUTS,2010,ES2,1,1.0
1992,NUTS,2010,ES2,1,2.0
1993,NUTS,2010,ES2,1,2.0
1994,NUTS,2010,ES2,1,1.0
1997,NUTS,2010,ES2,1,1.0
1999,NUTS,2010,ES2,1,2.0
2000,NUTS,2010,ES2,1,3.5
2001,NUTS,2010,ES2,1,3.25
2002,NUTS,2010,ES2,1,3.0
2003,NUTS,2010,ES2,1,2.83
2004,NUTS,2010,ES2,1,3.83
2005,NUTS,2010,ES2,1,5.99
2006,NUTS,2010,ES2,1,14.83
2007,NUTS,2010,ES2,1,2.33
2008,NUTS,2010,ES2,1,7.55
2009,NUTS,2010,ES2,1,5.87
2010,NUTS,2010,ES2,1,3.5
2011,NUTS,2010,ES2,1,6.5
2012,NUTS,2010,ES2,1,3.4
1993,NUTS,2010,ES21,2,1.0
1997,NUTS,2010,ES21,2,1.0
2000,NUTS,2010,ES21,2,0.5
2001,NUTS,2010,ES21,2,2.0
2002,NUTS,2010,ES21,2,2.0
2003,NUTS,2010,ES21,2,1.0
2004,NUTS,2010,ES21,2,2.0
2005,NUTS,2010,ES21,2,1.5
2006,NUTS,2010,ES21,2,3.33
2007,NUTS,2010,ES21,2,1.0
2008,NUTS,2010,ES21,2,4.33
2009,NUTS,2010,ES21,2,3.37
2010,NUTS,2010,ES21,2,2.67
2011,NUTS,2010,ES21,2,4.5
2012,NUTS,2010,ES21,2,3.4
1997,NUTS,2010,ES211,3,0.5
2005,NUTS,2010,ES211,3,0.07
2010,NUTS,2010,ES211,3,0.5
2003,NUTS,2010,ES212,3,1.0
2004,NUTS,2010,ES212,3,1.0
2005,NUTS,2010,ES212,3,1.36
2006,NUTS,2010,ES212,3,3.0
2008,NUTS,2010,ES212,3,2.88
2009,NUTS,2010,ES212,3,1.0
2010,NUTS,2010,ES212,3,1.25
2011,NUTS,2010,ES212,3,1.0
2012,NUTS,2010,ES212,3,2.0
1993,NUTS,2010,ES213,3,1.0
1997,NUTS,2010,ES213,3,0.5
2000,NUTS,2010,ES213,3,0.5
2001,NUTS,2010,ES213,3,2.0
2002,NUTS,2010,ES213,3,2.0
2004,NUTS,2010,ES213,3,1.0
2005,NUTS,2010,ES213,3,0.07
2006,NUTS,2010,ES213,3,0.33
2007,NUTS,2010,ES213,3,1.0
2008,NUTS,2010,ES213,3,1.46
2009,NUTS,2010,ES213,3,2.37
2010,NUTS,2010,ES213,3,0.92
2011,NUTS,2010,ES213,3,3.5
2012,NUTS,2010,ES213,3,1.4
1988,NUTS,2010,ES22,2,1.0
1994,NUTS,2010,ES22,2,1.0
1999,NUTS,2010,ES22,2,1.0
2000,NUTS,2010,ES22,2,1.0
2001,NUTS,2010,ES22,2,0.5
2007,NUTS,2010,ES22,2,1.0
2008,NUTS,2010,ES22,2,2.05
2009,NUTS,2010,ES22,2,2.0
2011,NUTS,2010,ES22,2,1.0
1988,NUTS,2010,ES220,3,1.0
1994,NUTS,2010,ES220,3,1.0
1999,NUTS,2010,ES220,3,1.0
2000,NUTS,2010,ES220,3,1.0
2001,NUTS,2010,ES220,3,0.5
2007,NUTS,2010,ES220,3,1.0
2008,NUTS,2010,ES220,3,2.05
2009,NUTS,2010,ES220,3,2.0
2011,NUTS,2010,ES220,3,1.0
1990,NUTS,2010,ES23,2,1.0
2003,NUTS,2010,ES23,2,1.0
1990,NUTS,2010,ES230,3,1.0
2003,NUTS,2010,ES230,3,1.0
1989,NUTS,2010,ES24,2,1.0
1992,NUTS,2010,ES24,2,2.0
1993,NUTS,2010,ES24,2,1.0
1999,NUTS,2010,ES24,2,1.0
2000,NUTS,2010,ES24,2,2.0
2001,NUTS,2010,ES24,2,0.75
2002,NUTS,2010,ES24,2,1.0
2003,NUTS,2010,ES24,2,0.83
2004,NUTS,2010,ES24,2,1.83
2005,NUTS,2010,ES24,2,4.49
2006,NUTS,2010,ES24,2,11.5
2007,NUTS,2010,ES24,2,0.33
2008,NUTS,2010,ES24,2,1.17
2009,NUTS,2010,ES24,2,0.5
2010,NUTS,2010,ES24,2,0.83
2011,NUTS,2010,ES24,2,1.0
2004,NUTS,2010,ES241,3,0.5
2005,NUTS,2010,ES241,3,0.32
2006,NUTS,2010,ES241,3,2.0
2008,NUTS,2010,ES241,3,0.17
1989,NUTS,2010,ES243,3,1.0
1992,NUTS,2010,ES243,3,2.0
1993,NUTS,2010,ES243,3,1.0
1999,NUTS,2010,ES243,3,1.0
2000,NUTS,2010,ES243,3,2.0
2001,NUTS,2010,ES243,3,0.75
2002,NUTS,2010,ES243,3,1.0
2003,NUTS,2010,ES243,3,0.83
2004,NUTS,2010,ES243,3,1.33
2005,NUTS,2010,ES243,3,4.17
2006,NUTS,2010,ES243,3,9.5
2007,NUTS,2010,ES243,3,0.33
2008,NUTS,2010,ES243,3,1.0
2009,NUTS,2010,ES243,3,0.5
2010,NUTS,2010,ES243,3,0.83
2011,NUTS,2010,ES243,3,1.0
1978,NUTS,2010,ES3,1,1.0
1979,NUTS,2010,ES3,1,1.0
1984,NUTS,2010,ES3,1,2.5
1986,NUTS,2010,ES3,1,2.0
1988,NUTS,2010,ES3,1,2.5
1989,NUTS,2010,ES3,1,3.5
1990,NUTS,2010,ES3,1,8.0
1991,NUTS,2010,ES3,1,9.33
1992,NUTS,2010,ES3,1,4.33
1993,NUTS,2010,ES3,1,13.5
1994,NUTS,2010,ES3,1,12.3
1995,NUTS,2010,ES3,1,7.0
1996,NUTS,2010,ES3,1,4.5
1997,NUTS,2010,ES3,1,11.97
1998,NUTS,2010,ES3,1,25.77
1999,NUTS,2010,ES3,1,24.88
2000,NUTS,2010,ES3,1,24.12
2001,NUTS,2010,ES3,1,26.52
2002,NUTS,2010,ES3,1,26.75
2003,NUTS,2010,ES3,1,20.78
2004,NUTS,2010,ES3,1,20.98
2005,NUTS,2010,ES3,1,24.41
2006,NUTS,2010,ES3,1,27.89
2007,NUTS,2010,ES3,1,42.98
2008,NUTS,2010,ES3,1,48.86
2009,NUTS,2010,ES3,1,88.41
2010,NUTS,2010,ES3,1,70.4
2011,NUTS,2010,ES3,1,69.16
2012,NUTS,2010,ES3,1,54.62
1978,NUTS,2010,ES30,2,1.0
1979,NUTS,2010,ES30,2,1.0
1984,NUTS,2010,ES30,2,2.5
1986,NUTS,2010,ES30,2,2.0
1988,NUTS,2010,ES30,2,2.5
1989,NUTS,2010,ES30,2,3.5
1990,NUTS,2010,ES30,2,8.0
1991,NUTS,2010,ES30,2,9.33
1992,NUTS,2010,ES30,2,4.33
1993,NUTS,2010,ES30,2,13.5
1994,NUTS,2010,ES30,2,12.3
1995,NUTS,2010,ES30,2,7.0
1996,NUTS,2010,ES30,2,4.5
1997,NUTS,2010,ES30,2,11.97
1998,NUTS,2010,ES30,2,25.77
1999,NUTS,2010,ES30,2,24.88
2000,NUTS,2010,ES30,2,24.12
2001,NUTS,2010,ES30,2,26.52
2002,NUTS,2010,ES30,2,26.75
2003,NUTS,2010,ES30,2,20.78
2004,NUTS,2010,ES30,2,20.98
2005,NUTS,2010,ES30,2,24.41
2006,NUTS,2010,ES30,2,27.89
2007,NUTS,2010,ES30,2,42.98
2008,NUTS,2010,ES30,2,48.86
2009,NUTS,2010,ES30,2,88.41
2010,NUTS,2010,ES30,2,70.4
2011,NUTS,2010,ES30,2,69.16
2012,NUTS,2010,ES30,2,54.62
1978,NUTS,2010,ES300,3,1.0
1979,NUTS,2010,ES300,3,1.0
1984,NUTS,2010,ES300,3,2.5
1986,NUTS,2010,ES300,3,2.0
1988,NUTS,2010,ES300,3,2.5
1989,NUTS,2010,ES300,3,3.5
1990,NUTS,2010,ES300,3,8.0
1991,NUTS,2010,ES300,3,9.33
1992,NUTS,2010,ES300,3,4.33
1993,NUTS,2010,ES300,3,13.5
1994,NUTS,2010,ES300,3,12.3
1995,NUTS,2010,ES300,3,7.0
1996,NUTS,2010,ES300,3,4.5
1997,NUTS,2010,ES300,3,11.97
1998,NUTS,2010,ES300,3,25.77
1999,NUTS,2010,ES300,3,24.88
2000,NUTS,2010,ES300,3,24.12
2001,NUTS,2010,ES300,3,26.52
2002,NUTS,2010,ES300,3,26.75
2003,NUTS,2010,ES300,3,20.78
2004,NUTS,2010,ES300,3,20.98
2005,NUTS,2010,ES300,3,24.41
2006,NUTS,2010,ES300,3,27.89
2007,NUTS,2010,ES300,3,42.98
2008,NUTS,2010,ES300,3,48.86
2009,NUTS,2010,ES300,3,88.41
2010,NUTS,2010,ES300,3,70.4
2011,NUTS,2010,ES300,3,69.16
2012,NUTS,2010,ES300,3,54.62
1987,NUTS,2010,ES4,1,1.0
1989,NUTS,2010,ES4,1,1.0
1992,NUTS,2010,ES4,1,0.5
1994,NUTS,2010,ES4,1,1.53
1996,NUTS,2010,ES4,1,1.0
1997,NUTS,2010,ES4,1,0.95
1999,NUTS,2010,ES4,1,0.28
2001,NUTS,2010,ES4,1,2.37
2004,NUTS,2010,ES4,1,0.34
2005,NUTS,2010,ES4,1,0.25
2007,NUTS,2010,ES4,1,1.2
2008,NUTS,2010,ES4,1,0.67
2009,NUTS,2010,ES4,1,0.99
2010,NUTS,2010,ES4,1,3.05
2011,NUTS,2010,ES4,1,1.0
2012,NUTS,2010,ES4,1,0.33
1989,NUTS,2010,ES41,2,1.0
1994,NUTS,2010,ES41,2,1.0
1996,NUTS,2010,ES41,2,1.0
2005,NUTS,2010,ES41,2,0.25
2007,NUTS,2010,ES41,2,0.2
2009,NUTS,2010,ES41,2,0.6
2010,NUTS,2010,ES41,2,1.83
1996,NUTS,2010,ES413,3,1.0
2007,NUTS,2010,ES414,3,0.2
1994,NUTS,2010,ES415,3,1.0
2009,NUTS,2010,ES415,3,0.6
2010,NUTS,2010,ES415,3,0.67
1989,NUTS,2010,ES416,3,1.0
2005,NUTS,2010,ES418,3,0.25
2010,NUTS,2010,ES418,3,1.17
1987,NUTS,2010,ES42,2,1.0
1992,NUTS,2010,ES42,2,0.5
1994,NUTS,2010,ES42,2,0.53
1997,NUTS,2010,ES42,2,0.95
1999,NUTS,2010,ES42,2,0.28
2001,NUTS,2010,ES42,2,1.03
2004,NUTS,2010,ES42,2,0.34
2007,NUTS,2010,ES42,2,1.0
2008,NUTS,2010,ES42,2,0.67
2009,NUTS,2010,ES42,2,0.39
2010,NUTS,2010,ES42,2,0.71
2012,NUTS,2010,ES42,2,0.33
1999,NUTS,2010,ES421,3,0.08
2001,NUTS,2010,ES421,3,0.83
2008,NUTS,2010,ES421,3,0.5
2004,NUTS,2010,ES422,3,0.09
2010,NUTS,2010,ES422,3,0.71
2012,NUTS,2010,ES422,3,0.33
2001,NUTS,2010,ES423,3,0.2
1992,NUTS,2010,ES424,3,0.5
1994,NUTS,2010,ES424,3,0.2
2004,NUTS,2010,ES424,3,0.25
2008,NUTS,2010,ES424,3,0.17
2009,NUTS,2010,ES424,3,0.39
1987,NUTS,2010,ES425,3,1.0
1994,NUTS,2010,ES425,3,0.33
1997,NUTS,2010,ES425,3,0.95
1999,NUTS,2010,ES425,3,0.2
2007,NUTS,2010,ES425,3,1.0
2001,NUTS,2010,ES43,2,1.33
2010,NUTS,2010,ES43,2,0.5
2011,NUTS,2010,ES43,2,1.0
2001,NUTS,2010,ES431,3,1.33
2010,NUTS,2010,ES431,3,0.5
2011,NUTS,2010,ES431,3,1.0
1984,NUTS,2010,ES5,1,0.5
1988,NUTS,2010,ES5,1,2.5
1989,NUTS,2010,ES5,1,1.0
1991,NUTS,2010,ES5,1,2.0
1992,NUTS,2010,ES5,1,1.0
1993,NUTS,2010,ES5,1,2.0
1994,NUTS,2010,ES5,1,2.67
1995,NUTS,2010,ES5,1,3.08
1996,NUTS,2010,ES5,1,7.31
1997,NUTS,2010,ES5,1,6.5
1998,NUTS,2010,ES5,1,6.0
1999,NUTS,2010,ES5,1,6.0
2000,NUTS,2010,ES5,1,15.58
2001,NUTS,2010,ES5,1,27.58
2002,NUTS,2010,ES5,1,19.68
2003,NUTS,2010,ES5,1,30.73
2004,NUTS,2010,ES5,1,16.83
2005,NUTS,2010,ES5,1,17.43
2006,NUTS,2010,ES5,1,17.79
2007,NUTS,2010,ES5,1,26.75
2008,NUTS,2010,ES5,1,20.74
2009,NUTS,2010,ES5,1,12.55
2010,NUTS,2010,ES5,1,15.6
2011,NUTS,2010,ES5,1,17.64
2012,NUTS,2010,ES5,1,22.1
1984,NUTS,2010,ES51,2,0.5
1988,NUTS,2010,ES51,2,2.5
1989,NUTS,2010,ES51,2,1.0
1991,NUTS,2010,ES51,2,2.0
1994,NUTS,2010,ES51,2,1.33
1995,NUTS,2010,ES51,2,2.08
1996,NUTS,2010,ES51,2,3.31
1997,NUTS,2010,ES51,2,2.5
1998,NUTS,2010,ES51,2,6.0
1999,NUTS,2010,ES51,2,5.0
2000,NUTS,2010,ES51,2,12.68
2001,NUTS,2010,ES51,2,16.52
2002,NUTS,2010,ES51,2,13.98
2003,NUTS,2010,ES51,2,17.98
2004,NUTS,2010,ES51,2,9.67
2005,NUTS,2010,ES51,2,11.86
2006,NUTS,2010,ES51,2,14.46
2007,NUTS,2010,ES51,2,21.25
2008,NUTS,2010,ES51,2,15.74
2009,NUTS,2010,ES51,2,9.75
2010,NUTS,2010,ES51,2,12.7
2011,NUTS,2010,ES51,2,10.92
2012,NUTS,2010,ES51,2,17.57
1984,NUTS,2010,ES511,3,0.5
1988,NUTS,2010,ES511,3,2.5
1989,NUTS,2010,ES511,3,1.0
1991,NUTS,2010,ES511,3,2.0
1994,NUTS,2010,ES511,3,1.33
1995,NUTS,2010,ES511,3,2.08
1996,NUTS,2010,ES511,3,3.31
1997,NUTS,2010,ES511,3,1.5
1998,NUTS,2010,ES511,3,5.0
1999,NUTS,2010,ES511,3,3.0
2000,NUTS,2010,ES511,3,12.68
2001,NUTS,2010,ES511,3,11.52
2002,NUTS,2010,ES511,3,12.48
2003,NUTS,2010,ES511,3,17.73
2004,NUTS,2010,ES511,3,9.67
2005,NUTS,2010,ES511,3,10.95
2006,NUTS,2010,ES511,3,14.46
2007,NUTS,2010,ES511,3,20.25
2008,NUTS,2010,ES511,3,15.74
2009,NUTS,2010,ES511,3,9.75
2010,NUTS,2010,ES511,3,12.5
2011,NUTS,2010,ES511,3,10.33
2012,NUTS,2010,ES511,3,13.23
2001,NUTS,2010,ES512,3,2.0
2002,NUTS,2010,ES512,3,0.25
2007,NUTS,2010,ES512,3,0.5
2010,NUTS,2010,ES512,3,0.2
2012,NUTS,2010,ES512,3,0.5
1999,NUTS,2010,ES513,3,1.0
2001,NUTS,2010,ES513,3,0.75
2002,NUTS,2010,ES513,3,0.25
2005,NUTS,2010,ES513,3,0.07
2007,NUTS,2010,ES513,3,0.5
2012,NUTS,2010,ES513,3,3.0
1997,NUTS,2010,ES514,3,1.0
1998,NUTS,2010,ES514,3,1.0
1999,NUTS,2010,ES514,3,1.0
2001,NUTS,2010,ES514,3,2.25
2002,NUTS,2010,ES514,3,1.0
2003,NUTS,2010,ES514,3,0.25
2005,NUTS,2010,ES514,3,0.83
2011,NUTS,2010,ES514,3,0.58
2012,NUTS,2010,ES514,3,0.83
1992,NUTS,2010,ES52,2,1.0
1993,NUTS,2010,ES52,2,1.0
1994,NUTS,2010,ES52,2,1.33
1995,NUTS,2010,ES52,2,1.0
1996,NUTS,2010,ES52,2,3.0
1997,NUTS,2010,ES52,2,4.0
1999,NUTS,2010,ES52,2,1.0
2000,NUTS,2010,ES52,2,2.9
2001,NUTS,2010,ES52,2,11.07
2002,NUTS,2010,ES52,2,5.7
2003,NUTS,2010,ES52,2,12.75
2004,NUTS,2010,ES52,2,5.5
2005,NUTS,2010,ES52,2,5.5
2006,NUTS,2010,ES52,2,3.0
2007,NUTS,2010,ES52,2,5.5
2008,NUTS,2010,ES52,2,5.0
2009,NUTS,2010,ES52,2,2.0
2010,NUTS,2010,ES52,2,2.9
2011,NUTS,2010,ES52,2,6.73
2012,NUTS,2010,ES52,2,4.03
1995,NUTS,2010,ES521,3,1.0
1996,NUTS,2010,ES521,3,1.0
1997,NUTS,2010,ES521,3,1.0
2001,NUTS,2010,ES521,3,0.14
2002,NUTS,2010,ES521,3,1.2
2003,NUTS,2010,ES521,3,0.17
2004,NUTS,2010,ES521,3,1.0
2005,NUTS,2010,ES521,3,1.0
2006,NUTS,2010,ES521,3,1.0
2007,NUTS,2010,ES521,3,0.5
2011,NUTS,2010,ES521,3,1.53
1993,NUTS,2010,ES522,3,1.0
2001,NUTS,2010,ES522,3,0.08
2003,NUTS,2010,ES522,3,0.67
2004,NUTS,2010,ES522,3,0.25
2006,NUTS,2010,ES522,3,0.25
2007,NUTS,2010,ES522,3,0.14
2008,NUTS,2010,ES522,3,0.2
2010,NUTS,2010,ES522,3,0.4
2012,NUTS,2010,ES522,3,1.0
1992,NUTS,2010,ES523,3,1.0
1994,NUTS,2010,ES523,3,1.33
1996,NUTS,2010,ES523,3,2.0
1997,NUTS,2010,ES523,3,3.0
1999,NUTS,2010,ES523,3,1.0
2000,NUTS,2010,ES523,3,2.9
2001,NUTS,2010,ES523,3,10.84
2002,NUTS,2010,ES523,3,4.5
2003,NUTS,2010,ES523,3,11.92
2004,NUTS,2010,ES523,3,4.25
2005,NUTS,2010,ES523,3,4.5
2006,NUTS,2010,ES523,3,1.75
2007,NUTS,2010,ES523,3,4.86
2008,NUTS,2010,ES523,3,4.8
2009,NUTS,2010,ES523,3,2.0
2010,NUTS,2010,ES523,3,2.5
2011,NUTS,2010,ES523,3,5.2
2012,NUTS,2010,ES523,3,3.03
1993,NUTS,2010,ES53,2,1.0
1996,NUTS,2010,ES53,2,1.0
2004,NUTS,2010,ES53,2,1.67
2005,NUTS,2010,ES53,2,0.07
2006,NUTS,2010,ES53,2,0.33
2009,NUTS,2010,ES53,2,0.8
2012,NUTS,2010,ES53,2,0.5
1993,NUTS,2010,ES532,3,1.0
1996,NUTS,2010,ES532,3,1.0
2004,NUTS,2010,ES532,3,1.67
2005,NUTS,2010,ES532,3,0.07
2006,NUTS,2010,ES532,3,0.33
2009,NUTS,2010,ES532,3,0.8
2012,NUTS,2010,ES532,3,0.5
1990,NUTS,2010,ES6,1,1.0
1991,NUTS,2010,ES6,1,0.33
1994,NUTS,2010,ES6,1,0.67
1996,NUTS,2010,ES6,1,1.0
1997,NUTS,2010,ES6,1,1.0
1999,NUTS,2010,ES6,1,2.75
2000,NUTS,2010,ES6,1,6.78
2001,NUTS,2010,ES6,1,7.99
2002,NUTS,2010,ES6,1,15.02
2003,NUTS,2010,ES6,1,6.25
2004,NUTS,2010,ES6,1,0.2
2005,NUTS,2010,ES6,1,0.83
2006,NUTS,2010,ES6,1,6.5
2007,NUTS,2010,ES6,1,1.17
2008,NUTS,2010,ES6,1,4.47
2009,NUTS,2010,ES6,1,1.28
2010,NUTS,2010,ES6,1,4.75
2011,NUTS,2010,ES6,1,2.98
2012,NUTS,2010,ES6,1,1.25
1990,NUTS,2010,ES61,2,1.0
1991,NUTS,2010,ES61,2,0.33
1994,NUTS,2010,ES61,2,0.67
1996,NUTS,2010,ES61,2,1.0
1997,NUTS,2010,ES61,2,1.0
1999,NUTS,2010,ES61,2,2.75
2000,NUTS,2010,ES61,2,6.53
2001,NUTS,2010,ES61,2,6.99
2002,NUTS,2010,ES61,2,15.02
2003,NUTS,2010,ES61,2,6.25
2004,NUTS,2010,ES61,2,0.2
2005,NUTS,2010,ES61,2,0.83
2006,NUTS,2010,ES61,2,5.5
2007,NUTS,2010,ES61,2,0.67
2008,NUTS,2010,ES61,2,3.47
2009,NUTS,2010,ES61,2,1.28
2010,NUTS,2010,ES61,2,3.5
2011,NUTS,2010,ES61,2,2.33
2012,NUTS,2010,ES61,2,0.75
2002,NUTS,2010,ES612,3,1.0
2006,NUTS,2010,ES612,3,1.0
2002,NUTS,2010,ES613,3,1.0
1999,NUTS,2010,ES614,3,1.0
2003,NUTS,2010,ES614,3,0.33
2006,NUTS,2010,ES614,3,1.0
2008,NUTS,2010,ES614,3,0.17
2002,NUTS,2010,ES616,3,0.33
2003,NUTS,2010,ES616,3,1.0
1990,NUTS,2010,ES617,3,1.0
1994,NUTS,2010,ES617,3,0.67
1997,NUTS,2010,ES617,3,1.0
1999,NUTS,2010,ES617,3,1.5
2000,NUTS,2010,ES617,3,6.53
2001,NUTS,2010,ES617,3,5.99
2002,NUTS,2010,ES617,3,11.68
2003,NUTS,2010,ES617,3,3.92
2004,NUTS,2010,ES617,3,0.2
2005,NUTS,2010,ES617,3,0.5
2006,NUTS,2010,ES617,3,2.5
2008,NUTS,2010,ES617,3,0.59
2009,NUTS,2010,ES617,3,0.25
2010,NUTS,2010,ES617,3,3.5
2011,NUTS,2010,ES617,3,1.33
2012,NUTS,2010,ES617,3,0.25
1991,NUTS,2010,ES618,3,0.33
1996,NUTS,2010,ES618,3,1.0
1999,NUTS,2010,ES618,3,0.25
2001,NUTS,2010,ES618,3,1.0
2002,NUTS,2010,ES618,3,1.0
2003,NUTS,2010,ES618,3,1.0
2005,NUTS,2010,ES618,3,0.33
2006,NUTS,2010,ES618,3,1.0
2007,NUTS,2010,ES618,3,0.67
2008,NUTS,2010,ES618,3,2.71
2009,NUTS,2010,ES618,3,1.03
2011,NUTS,2010,ES618,3,1.0
2012,NUTS,2010,ES618,3,0.5
2000,NUTS,2010,ES62,2,0.25
2001,NUTS,2010,ES62,2,1.0
2006,NUTS,2010,ES62,2,1.0
2007,NUTS,2010,ES62,2,0.5
2008,NUTS,2010,ES62,2,1.0
2010,NUTS,2010,ES62,2,1.25
2011,NUTS,2010,ES62,2,0.65
2012,NUTS,2010,ES62,2,0.5
2000,NUTS,2010,ES620,3,0.25
2001,NUTS,2010,ES620,3,1.0
2006,NUTS,2010,ES620,3,1.0
2007,NUTS,2010,ES620,3,0.5
2008,NUTS,2010,ES620,3,1.0
2010,NUTS,2010,ES620,3,1.25
2011,NUTS,2010,ES620,3,0.65
2012,NUTS,2010,ES620,3,0.5
1983,NUTS,2010,ES7,1,0.5
1990,NUTS,2010,ES7,1,1.0
2000,NUTS,2010,ES7,1,1.0
2006,NUTS,2010,ES7,1,1.0
2007,NUTS,2010,ES7,1,0.25
2009,NUTS,2010,ES7,1,2.0
1983,NUTS,2010,ES70,2,0.5
1990,NUTS,2010,ES70,2,1.0
2000,NUTS,2010,ES70,2,1.0
2006,NUTS,2010,ES70,2,1.0
2007,NUTS,2010,ES70,2,0.25
2009,NUTS,2010,ES70,2,2.0
2009,NUTS,2010,ES704,3,1.0
1990,NUTS,2010,ES705,3,1.0
2000,NUTS,2010,ES705,3,1.0
2006,NUTS,2010,ES705,3,1.0
2007,NUTS,2010,ES705,3,0.25
1983,NUTS,2010,ES709,3,0.5
2009,NUTS,2010,ES709,3,1.0
1991,NUTS,2010,ESX,1,1.0
1997,NUTS,2010,ESX,1,1.0
1998,NUTS,2010,ESX,1,0.33
2005,NUTS,2010,ESX,1,0.33
