year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_pps_kp05
2012,NUTS,2010,BEZ,1,0.0
2013,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2012,NUTS,2010,BEZZ,2,0.0
2013,NUTS,2010,BEZZ,2,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
2011,NUTS,2010,BG,0,414.019
2012,NUTS,2010,BG,0,472.958
2013,NUTS,2010,BG,0,496.912
2014,NUTS,2010,BG,0,624.884
2015,NUTS,2010,BG,0,776.476
2016,NUTS,2010,BG,0,648.847
2017,NUTS,2010,BG,0,640.953
2018,NUTS,2010,BG,0,670.471
2019,NUTS,2010,BG,0,770.253
2020,NUTS,2010,BG,0,755.161
2011,NUTS,2010,BG3,1,44.833
2012,NUTS,2010,BG3,1,49.572
2013,NUTS,2010,BG3,1,63.62
2014,NUTS,2010,BG3,1,78.749
2015,NUTS,2010,BG3,1,130.071
2016,NUTS,2010,BG3,1,128.875
2017,NUTS,2010,BG3,1,128.346
2018,NUTS,2010,BG3,1,126.131
2019,NUTS,2010,BG3,1,133.906
2011,NUTS,2010,BG31,2,6.91
2012,NUTS,2010,BG31,2,8.75
2013,NUTS,2010,BG31,2,10.164
2014,NUTS,2010,BG31,2,11.185
2015,NUTS,2010,BG31,2,30.371
2016,NUTS,2010,BG31,2,26.291
2017,NUTS,2010,BG31,2,26.376
2018,NUTS,2010,BG31,2,30.282
2019,NUTS,2010,BG31,2,24.677
2011,NUTS,2010,BG32,2,7.642
2012,NUTS,2010,BG32,2,7.095
2013,NUTS,2010,BG32,2,9.334
2014,NUTS,2010,BG32,2,10.021
2015,NUTS,2010,BG32,2,33.98
2016,NUTS,2010,BG32,2,27.088
2017,NUTS,2010,BG32,2,25.484
2018,NUTS,2010,BG32,2,21.526
2019,NUTS,2010,BG32,2,23.414
2011,NUTS,2010,BG33,2,17.091
2012,NUTS,2010,BG33,2,18.971
2013,NUTS,2010,BG33,2,28.329
2014,NUTS,2010,BG33,2,31.734
2015,NUTS,2010,BG33,2,32.472
2016,NUTS,2010,BG33,2,45.548
2017,NUTS,2010,BG33,2,43.526
2018,NUTS,2010,BG33,2,40.241
2019,NUTS,2010,BG33,2,49.078
2011,NUTS,2010,BG34,2,13.19
2012,NUTS,2010,BG34,2,14.757
2013,NUTS,2010,BG34,2,15.793
2014,NUTS,2010,BG34,2,25.809
2015,NUTS,2010,BG34,2,33.247
2016,NUTS,2010,BG34,2,29.949
2017,NUTS,2010,BG34,2,32.96
2018,NUTS,2010,BG34,2,34.083
2019,NUTS,2010,BG34,2,36.738
2011,NUTS,2010,BG4,1,369.187
2012,NUTS,2010,BG4,1,423.387
2013,NUTS,2010,BG4,1,433.292
2014,NUTS,2010,BG4,1,546.135
2015,NUTS,2010,BG4,1,646.405
2016,NUTS,2010,BG4,1,519.972
2017,NUTS,2010,BG4,1,512.607
2018,NUTS,2010,BG4,1,544.34
2019,NUTS,2010,BG4,1,636.347
2011,NUTS,2010,BG41,2,347.499
2012,NUTS,2010,BG41,2,397.443
2013,NUTS,2010,BG41,2,409.873
2014,NUTS,2010,BG41,2,517.732
2015,NUTS,2010,BG41,2,586.952
2016,NUTS,2010,BG41,2,461.873
2017,NUTS,2010,BG41,2,454.136
2018,NUTS,2010,BG41,2,488.435
2019,NUTS,2010,BG41,2,565.729
2011,NUTS,2010,BG42,2,21.688
2012,NUTS,2010,BG42,2,25.943
2013,NUTS,2010,BG42,2,23.419
2014,NUTS,2010,BG42,2,28.403
2015,NUTS,2010,BG42,2,59.453
2016,NUTS,2010,BG42,2,58.099
2017,NUTS,2010,BG42,2,58.471
2018,NUTS,2010,BG42,2,55.905
2019,NUTS,2010,BG42,2,70.618
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,CH,0,8404.802
2015,NUTS,2010,CH,0,9513.437
2017,NUTS,2010,CH,0,9832.722
2019,NUTS,2010,CH,0,10622.628
2012,NUTS,2010,CH0,1,8404.802
2015,NUTS,2010,CH0,1,9513.437
2017,NUTS,2010,CH0,1,9832.722
2019,NUTS,2010,CH0,1,10622.628
2011,NUTS,2010,CN_X_HK,5,184630.809
2012,NUTS,2010,CN_X_HK,5,211979.146
2013,NUTS,2010,CN_X_HK,5,238132.74
2014,NUTS,2010,CN_X_HK,5,258401.986
2015,NUTS,2010,CN_X_HK,5,281721.987
2016,NUTS,2010,CN_X_HK,5,310442.064
2011,NUTS,2010,CY,0,87.24
2012,NUTS,2010,CY,0,81.449
2013,NUTS,2010,CY,0,84.295
2014,NUTS,2010,CY,0,87.439
2015,NUTS,2010,CY,0,83.936
2016,NUTS,2010,CY,0,97.81
2017,NUTS,2010,CY,0,107.972
2018,NUTS,2010,CY,0,129.093
2019,NUTS,2010,CY,0,157.718
2020,NUTS,2010,CY,0,171.999
2011,NUTS,2010,CY0,1,87.24
2012,NUTS,2010,CY0,1,81.449
2013,NUTS,2010,CY0,1,84.295
2014,NUTS,2010,CY0,1,87.439
2015,NUTS,2010,CY0,1,83.936
2016,NUTS,2010,CY0,1,97.81
2017,NUTS,2010,CY0,1,107.972
2018,NUTS,2010,CY0,1,129.093
2019,NUTS,2010,CY0,1,157.718
2020,NUTS,2010,CY0,1,171.999
2011,NUTS,2010,CY00,2,87.24
2012,NUTS,2010,CY00,2,81.449
2013,NUTS,2010,CY00,2,84.295
2014,NUTS,2010,CY00,2,87.439
2015,NUTS,2010,CY00,2,83.936
2016,NUTS,2010,CY00,2,97.81
2017,NUTS,2010,CY00,2,107.972
2018,NUTS,2010,CY00,2,129.093
2019,NUTS,2010,CY00,2,157.718
2020,NUTS,2010,CY00,2,171.999
2011,NUTS,2010,CZ,0,3282.875
2012,NUTS,2010,CZ,0,3731.33
2013,NUTS,2010,CZ,0,3960.542
2014,NUTS,2010,CZ,0,4220.594
2015,NUTS,2010,CZ,0,4353.893
2016,NUTS,2010,CZ,0,3889.402
2017,NUTS,2010,CZ,0,4331.768
2018,NUTS,2010,CZ,0,4801.2
2019,NUTS,2010,CZ,0,5020.299
2020,NUTS,2010,CZ,0,4884.746
2011,NUTS,2010,CZ0,1,3282.875
2012,NUTS,2010,CZ0,1,3731.33
2013,NUTS,2010,CZ0,1,3960.542
2014,NUTS,2010,CZ0,1,4220.594
2015,NUTS,2010,CZ0,1,4353.893
2016,NUTS,2010,CZ0,1,3889.402
2017,NUTS,2010,CZ0,1,4331.768
2018,NUTS,2010,CZ0,1,4801.2
2019,NUTS,2010,CZ0,1,5020.299
2020,NUTS,2010,CZ0,1,4884.746
2011,NUTS,2010,CZ01,2,1200.155
2012,NUTS,2010,CZ01,2,1273.123
2013,NUTS,2010,CZ01,2,1331.048
2014,NUTS,2010,CZ01,2,1460.159
2015,NUTS,2010,CZ01,2,1620.468
2016,NUTS,2010,CZ01,2,1341.564
2017,NUTS,2010,CZ01,2,1535.23
2018,NUTS,2010,CZ01,2,1722.665
2019,NUTS,2010,CZ01,2,1804.195
2020,NUTS,2010,CZ01,2,1872.245
2011,NUTS,2010,CZ02,2,332.199
2012,NUTS,2010,CZ02,2,344.332
2013,NUTS,2010,CZ02,2,494.389
2014,NUTS,2010,CZ02,2,489.922
2015,NUTS,2010,CZ02,2,490.592
2016,NUTS,2010,CZ02,2,542.576
2017,NUTS,2010,CZ02,2,688.064
2018,NUTS,2010,CZ02,2,763.637
2019,NUTS,2010,CZ02,2,753.819
2020,NUTS,2010,CZ02,2,634.146
2011,NUTS,2010,CZ03,2,279.067
2012,NUTS,2010,CZ03,2,325.702
2013,NUTS,2010,CZ03,2,339.183
2014,NUTS,2010,CZ03,2,358.347
2015,NUTS,2010,CZ03,2,357.077
2016,NUTS,2010,CZ03,2,305.541
2017,NUTS,2010,CZ03,2,313.519
2018,NUTS,2010,CZ03,2,364.601
2019,NUTS,2010,CZ03,2,398.759
2020,NUTS,2010,CZ03,2,355.864
2011,NUTS,2010,CZ04,2,50.611
2012,NUTS,2010,CZ04,2,68.49
2013,NUTS,2010,CZ04,2,61.003
2014,NUTS,2010,CZ04,2,67.807
2015,NUTS,2010,CZ04,2,63.8
2016,NUTS,2010,CZ04,2,50.244
2017,NUTS,2010,CZ04,2,53.313
2018,NUTS,2010,CZ04,2,60.747
2019,NUTS,2010,CZ04,2,74.339
2020,NUTS,2010,CZ04,2,71.04
2011,NUTS,2010,CZ05,2,314.504
2012,NUTS,2010,CZ05,2,377.602
2013,NUTS,2010,CZ05,2,353.222
2014,NUTS,2010,CZ05,2,366.764
2015,NUTS,2010,CZ05,2,351.436
2016,NUTS,2010,CZ05,2,339.531
2017,NUTS,2010,CZ05,2,374.835
2018,NUTS,2010,CZ05,2,424.614
2019,NUTS,2010,CZ05,2,438.102
2020,NUTS,2010,CZ05,2,412.244
2011,NUTS,2010,CZ06,2,626.315
2012,NUTS,2010,CZ06,2,802.733
2013,NUTS,2010,CZ06,2,882.408
2014,NUTS,2010,CZ06,2,918.147
2015,NUTS,2010,CZ06,2,944.557
2016,NUTS,2010,CZ06,2,795.089
2017,NUTS,2010,CZ06,2,808.47
2018,NUTS,2010,CZ06,2,844.274
2019,NUTS,2010,CZ06,2,918.269
2020,NUTS,2010,CZ06,2,940.988
2011,NUTS,2010,CZ07,2,222.403
2012,NUTS,2010,CZ07,2,302.946
2013,NUTS,2010,CZ07,2,270.367
2014,NUTS,2010,CZ07,2,303.798
2015,NUTS,2010,CZ07,2,270.885
2016,NUTS,2010,CZ07,2,264.846
2017,NUTS,2010,CZ07,2,322.19
2018,NUTS,2010,CZ07,2,359.092
2019,NUTS,2010,CZ07,2,383.396
2020,NUTS,2010,CZ07,2,340.879
2011,NUTS,2010,CZ08,2,257.62
2012,NUTS,2010,CZ08,2,236.402
2013,NUTS,2010,CZ08,2,228.924
2014,NUTS,2010,CZ08,2,255.65
2015,NUTS,2010,CZ08,2,255.078
2016,NUTS,2010,CZ08,2,250.011
2017,NUTS,2010,CZ08,2,236.148
2018,NUTS,2010,CZ08,2,261.57
2019,NUTS,2010,CZ08,2,249.421
2020,NUTS,2010,CZ08,2,257.34
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,66382.315
2012,NUTS,2010,DE,0,68468.751
2013,NUTS,2010,DE,0,67678.607
2014,NUTS,2010,DE,0,70194.716
2015,NUTS,2010,DE,0,72627.325
2016,NUTS,2010,DE,0,74413.801
2017,NUTS,2010,DE,0,79180.965
2018,NUTS,2010,DE,0,81637.813
2019,NUTS,2010,DE,0,84087.627
2020,NUTS,2010,DE,0,79651.01
2011,NUTS,2010,DE1,1,17092.881
2013,NUTS,2010,DE1,1,17136.398
2015,NUTS,2010,DE1,1,18584.193
2017,NUTS,2010,DE1,1,22186.825
2019,NUTS,2010,DE1,1,23127.538
2011,NUTS,2010,DE11,2,9072.688
2013,NUTS,2010,DE11,2,9022.984
2015,NUTS,2010,DE11,2,9979.518
2017,NUTS,2010,DE11,2,12661.187
2019,NUTS,2010,DE11,2,12577.498
2011,NUTS,2010,DE12,2,3699.089
2013,NUTS,2010,DE12,2,3835.88
2015,NUTS,2010,DE12,2,4220.051
2017,NUTS,2010,DE12,2,4710.99
2019,NUTS,2010,DE12,2,5220.246
2011,NUTS,2010,DE13,2,1683.942
2013,NUTS,2010,DE13,2,1638.776
2015,NUTS,2010,DE13,2,1702.524
2017,NUTS,2010,DE13,2,1839.945
2019,NUTS,2010,DE13,2,1988.481
2011,NUTS,2010,DE14,2,2637.162
2013,NUTS,2010,DE14,2,2638.674
2015,NUTS,2010,DE14,2,2682.101
2017,NUTS,2010,DE14,2,2974.782
2019,NUTS,2010,DE14,2,3341.314
2011,NUTS,2010,DE2,1,12646.549
2013,NUTS,2010,DE2,1,13515.492
2015,NUTS,2010,DE2,1,14187.184
2017,NUTS,2010,DE2,1,14860.708
2019,NUTS,2010,DE2,1,16575.163
2011,NUTS,2010,DE21,2,7602.956
2013,NUTS,2010,DE21,2,8320.106
2015,NUTS,2010,DE21,2,8629.417
2017,NUTS,2010,DE21,2,8506.915
2019,NUTS,2010,DE21,2,9616.302
2015,NUTS,2010,DE22,2,449.095
2017,NUTS,2010,DE22,2,502.366
2019,NUTS,2010,DE22,2,609.349
2015,NUTS,2010,DE23,2,690.635
2017,NUTS,2010,DE23,2,902.644
2019,NUTS,2010,DE23,2,1006.908
2011,NUTS,2010,DE24,2,496.836
2013,NUTS,2010,DE24,2,528.407
2015,NUTS,2010,DE24,2,574.445
2017,NUTS,2010,DE24,2,660.754
2019,NUTS,2010,DE24,2,809.837
2011,NUTS,2010,DE25,2,1891.286
2013,NUTS,2010,DE25,2,2068.321
2015,NUTS,2010,DE25,2,2151.41
2017,NUTS,2010,DE25,2,2183.855
2019,NUTS,2010,DE25,2,2342.377
2011,NUTS,2010,DE26,2,882.514
2013,NUTS,2010,DE26,2,898.17
2015,NUTS,2010,DE26,2,824.207
2017,NUTS,2010,DE26,2,1176.565
2019,NUTS,2010,DE26,2,1205.431
2011,NUTS,2010,DE27,2,646.903
2013,NUTS,2010,DE27,2,665.536
2015,NUTS,2010,DE27,2,866.34
2017,NUTS,2010,DE27,2,927.53
2019,NUTS,2010,DE27,2,984.958
2011,NUTS,2010,DE3,1,3160.161
2013,NUTS,2010,DE3,1,3402.152
2015,NUTS,2010,DE3,1,3596.463
2017,NUTS,2010,DE3,1,3772.0
2019,NUTS,2010,DE3,1,3990.611
2011,NUTS,2010,DE30,2,3160.161
2013,NUTS,2010,DE30,2,3402.152
2015,NUTS,2010,DE30,2,3596.463
2017,NUTS,2010,DE30,2,3772.0
2019,NUTS,2010,DE30,2,3990.611
2011,NUTS,2010,DE4,1,834.978
2013,NUTS,2010,DE4,1,791.966
2015,NUTS,2010,DE4,1,891.005
2017,NUTS,2010,DE4,1,948.365
2019,NUTS,2010,DE4,1,1036.049
2011,NUTS,2010,DE40,2,834.978
2013,NUTS,2010,DE40,2,791.966
2015,NUTS,2010,DE40,2,891.005
2017,NUTS,2010,DE40,2,948.365
2019,NUTS,2010,DE40,2,1036.049
2011,NUTS,2010,DE5,1,659.088
2013,NUTS,2010,DE5,1,671.582
2015,NUTS,2010,DE5,1,708.077
2017,NUTS,2010,DE5,1,721.697
2019,NUTS,2010,DE5,1,767.994
2011,NUTS,2010,DE50,2,659.088
2013,NUTS,2010,DE50,2,671.582
2015,NUTS,2010,DE50,2,708.077
2017,NUTS,2010,DE50,2,721.697
2019,NUTS,2010,DE50,2,767.994
2011,NUTS,2010,DE6,1,1840.32
2013,NUTS,2010,DE6,1,1955.435
2015,NUTS,2010,DE6,1,1978.227
2017,NUTS,2010,DE6,1,1985.073
2019,NUTS,2010,DE6,1,2059.266
2011,NUTS,2010,DE60,2,1840.32
2013,NUTS,2010,DE60,2,1963.923
2015,NUTS,2010,DE60,2,1978.227
2017,NUTS,2010,DE60,2,1985.073
2019,NUTS,2010,DE60,2,2059.266
2011,NUTS,2010,DE7,1,5995.05
2013,NUTS,2010,DE7,1,5819.929
2015,NUTS,2010,DE7,1,6050.103
2017,NUTS,2010,DE7,1,6501.667
2019,NUTS,2010,DE7,1,6967.244
2011,NUTS,2010,DE71,2,4874.273
2013,NUTS,2010,DE71,2,4592.237
2015,NUTS,2010,DE71,2,4836.792
2017,NUTS,2010,DE71,2,5218.447
2019,NUTS,2010,DE71,2,5620.158
2011,NUTS,2010,DE72,2,563.759
2013,NUTS,2010,DE72,2,625.01
2015,NUTS,2010,DE72,2,678.518
2017,NUTS,2010,DE72,2,716.677
2019,NUTS,2010,DE72,2,637.848
2011,NUTS,2010,DE73,2,557.108
2013,NUTS,2010,DE73,2,602.683
2015,NUTS,2010,DE73,2,533.976
2017,NUTS,2010,DE73,2,566.544
2019,NUTS,2010,DE73,2,709.23
2011,NUTS,2010,DE8,1,651.392
2013,NUTS,2010,DE8,1,578.297
2015,NUTS,2010,DE8,1,615.162
2017,NUTS,2010,DE8,1,623.568
2019,NUTS,2010,DE8,1,645.804
2011,NUTS,2010,DE80,2,651.392
2013,NUTS,2010,DE80,2,578.297
2015,NUTS,2010,DE80,2,615.162
2017,NUTS,2010,DE80,2,623.568
2019,NUTS,2010,DE80,2,645.804
2011,NUTS,2010,DE9,1,5675.624
2013,NUTS,2010,DE9,1,5941.938
2015,NUTS,2010,DE9,1,7252.521
2017,NUTS,2010,DE9,1,7095.616
2019,NUTS,2010,DE9,1,7358.292
2011,NUTS,2010,DE91,2,3560.727
2013,NUTS,2010,DE91,2,3717.838
2015,NUTS,2010,DE91,2,4829.779
2017,NUTS,2010,DE91,2,4673.512
2019,NUTS,2010,DE91,2,4760.439
2011,NUTS,2010,DE92,2,1321.896
2013,NUTS,2010,DE92,2,1363.153
2015,NUTS,2010,DE92,2,1454.646
2017,NUTS,2010,DE92,2,1441.339
2019,NUTS,2010,DE92,2,1557.662
2011,NUTS,2010,DE93,2,327.337
2013,NUTS,2010,DE93,2,365.354
2015,NUTS,2010,DE93,2,350.465
2017,NUTS,2010,DE93,2,338.761
2019,NUTS,2010,DE93,2,324.992
2011,NUTS,2010,DE94,2,465.664
2013,NUTS,2010,DE94,2,495.593
2015,NUTS,2010,DE94,2,616.812
2017,NUTS,2010,DE94,2,642.004
2019,NUTS,2010,DE94,2,715.199
2011,NUTS,2010,DEA,1,10133.606
2013,NUTS,2010,DEA,1,9965.831
2015,NUTS,2010,DEA,1,10366.822
2017,NUTS,2010,DEA,1,11388.927
2019,NUTS,2010,DEA,1,11853.067
2011,NUTS,2010,DEA1,2,2943.19
2013,NUTS,2010,DEA1,2,2700.435
2015,NUTS,2010,DEA1,2,2899.487
2017,NUTS,2010,DEA1,2,3278.122
2019,NUTS,2010,DEA1,2,3376.73
2011,NUTS,2010,DEA2,2,4129.329
2013,NUTS,2010,DEA2,2,3954.346
2015,NUTS,2010,DEA2,2,4052.005
2017,NUTS,2010,DEA2,2,4393.384
2019,NUTS,2010,DEA2,2,4528.678
2011,NUTS,2010,DEA3,2,672.265
2013,NUTS,2010,DEA3,2,699.46
2015,NUTS,2010,DEA3,2,741.972
2017,NUTS,2010,DEA3,2,830.064
2019,NUTS,2010,DEA3,2,934.059
2011,NUTS,2010,DEA4,2,1014.956
2013,NUTS,2010,DEA4,2,1107.317
2015,NUTS,2010,DEA4,2,1100.249
