year,region_type,region_year_spec,region_id,region_level,hospitalisation_lq
2020,NUTS,2016,ITC48,3,0.56
2020,NUTS,2016,ITC4C,3,0.2
2020,NUTS,2016,ITF63,3,1.66
2020,NUTS,2016,ITG13,3,1.2
2020,NUTS,2016,ITH52,3,1.1
2020,NUTS,2016,ITH55,3,0.77
2020,NUTS,2016,ITH56,3,1.31
2020,NUTS,2016,ITI14,3,1.96
2020,NUTS,2016,ITI17,3,0.49
2020,NUTS,2016,ITI19,3,1.19
2020,NUTS,2016,ITI43,3,0.22
2020,NUTS,2016,LT011,3,7.54
2020,NUTS,2016,LV006,3,2.14
2020,NUTS,2016,NL113,3,1.27
2020,NUTS,2016,NL226,3,0.36
2020,NUTS,2016,NL310,3,1.0
2020,NUTS,2016,NL329,3,0.2
2020,NUTS,2016,NL337,3,0.82
2020,NUTS,2016,NL33C,3,2.35
2020,NUTS,2016,NL423,3,2.45
2020,NUTS,2016,NO011,3,0.33
2020,NUTS,2016,NO072,3,11.78
2020,NUTS,2016,PL911,3,1.29
2020,NUTS,2016,PT16E,3,1.92
2020,NUTS,2016,PT170,3,0.95
2020,NUTS,2016,RS110,3,4.48
2020,NUTS,2016,SE110,3,2.08
2020,NUTS,2016,SE121,3,1.45
2020,NUTS,2016,SE123,3,2.83
2020,NUTS,2016,SE124,3,3.62
2020,NUTS,2016,SE224,3,1.25
2020,NUTS,2016,SE232,3,1.81
2020,NUTS,2016,SE331,3,2.59
2020,NUTS,2016,SI041,3,1.06
2020,NUTS,2016,TR100,3,0.58
2020,NUTS,2016,TR510,3,0.39
2020,NUTS,2016,UKC22,3,1.89
2020,NUTS,2016,UKD33,3,2.49
2020,NUTS,2016,UKD37,3,9.17
2020,NUTS,2016,UKD44,3,2.19
2020,NUTS,2016,UKD45,3,32.35
2020,NUTS,2016,UKD72,3,3.46
2020,NUTS,2016,UKD74,3,10.58
2020,NUTS,2016,UKE11,3,3.27
2020,NUTS,2016,UKE32,3,2.37
2020,NUTS,2016,UKE41,3,15.28
2020,NUTS,2016,UKE42,3,1.03
2020,NUTS,2016,UKF14,3,2.84
2020,NUTS,2016,UKF16,3,4.36
2020,NUTS,2016,UKF21,3,2.99
2020,NUTS,2016,UKG13,3,1.85
2020,NUTS,2016,UKG31,3,1.86
2020,NUTS,2016,UKH12,3,0.79
2020,NUTS,2016,UKH23,3,2.47
2020,NUTS,2016,UKI31,3,2.24
2020,NUTS,2016,UKI32,3,3.2
2020,NUTS,2016,UKI33,3,2.04
2020,NUTS,2016,UKI34,3,1.76
2020,NUTS,2016,UKI42,3,2.08
2020,NUTS,2016,UKI44,3,1.08
2020,NUTS,2016,UKI62,3,18.75
2020,NUTS,2016,UKI63,3,11.15
2020,NUTS,2016,UKJ14,3,2.38
2020,NUTS,2016,UKJ22,3,1.5
2020,NUTS,2016,UKJ25,3,0.61
2020,NUTS,2016,UKJ32,3,1.68
2020,NUTS,2016,UKJ36,3,5.07
2020,NUTS,2016,UKJ37,3,10.85
2020,NUTS,2016,UKK12,3,0.91
2020,NUTS,2016,UKK30,3,10.58
2020,NUTS,2016,UKK41,3,9.17
2020,NUTS,2016,UKK43,3,2.69
2020,NUTS,2016,UKL22,3,1.23
2020,NUTS,2016,UKM71,3,2.47
2020,NUTS,2016,UKM72,3,2.99
2020,NUTS,2016,UKM75,3,2.06
2020,NUTS,2016,UKM82,3,1.6
2020,NUTS,2016,UKN06,3,1.61
2020,NUTS,2016,UKN14,3,5.22
2021,NUTS,2021,BE,0,0.88
2021,NUTS,2021,CH,0,2.2
2021,NUTS,2021,DE,0,1.17
2021,NUTS,2021,DK,0,2.21
2021,NUTS,2021,EL,0,1.1
2021,NUTS,2021,ES,0,0.74
2021,NUTS,2021,IT,0,0.25
2021,NUTS,2021,NL,0,1.69
2021,NUTS,2021,PT,0,1.26
2021,NUTS,2021,SE,0,1.11
2021,NUTS,2021,TR,0,0.66
2021,NUTS,2021,UK,0,1.57
2021,NUTS,2021,BE2,1,1.63
2021,NUTS,2021,CH0,1,2.2
2021,NUTS,2021,DE1,1,1.19
2021,NUTS,2021,DE3,1,1.27
2021,NUTS,2021,DE7,1,2.12
2021,NUTS,2021,DEA,1,1.83
2021,NUTS,2021,DED,1,4.88
2021,NUTS,2021,DK0,1,2.21
2021,NUTS,2021,EL3,1,2.44
2021,NUTS,2021,ES2,1,6.75
2021,NUTS,2021,ES5,1,0.8
2021,NUTS,2021,ITC,1,0.34
2021,NUTS,2021,ITF,1,0.91
2021,NUTS,2021,NL1,1,3.89
2021,NUTS,2021,NL2,1,1.43
2021,NUTS,2021,NL3,1,1.21
2021,NUTS,2021,NL4,1,2.87
2021,NUTS,2021,PT1,1,1.27
2021,NUTS,2021,SE1,1,0.83
2021,NUTS,2021,SE3,1,8.27
2021,NUTS,2021,TR3,1,5.56
2021,NUTS,2021,UKD,1,0.68
2021,NUTS,2021,UKF,1,1.04
2021,NUTS,2021,UKG,1,3.74
2021,NUTS,2021,UKH,1,1.52
2021,NUTS,2021,UKI,1,0.88
2021,NUTS,2021,UKJ,1,1.64
2021,NUTS,2021,UKL,1,14.22
2021,NUTS,2021,UKM,1,1.29
2021,NUTS,2021,BE22,2,23.16
2021,NUTS,2021,CH01,2,4.33
2021,NUTS,2021,CH02,2,2.86
2021,NUTS,2021,DE13,2,4.36
2021,NUTS,2021,DE30,2,1.27
2021,NUTS,2021,DE71,2,5.2
2021,NUTS,2021,DEA2,2,1.69
2021,NUTS,2021,DEA5,2,6.85
2021,NUTS,2021,DED4,2,3.53
2021,NUTS,2021,DED5,2,8.53
2021,NUTS,2021,DK01,2,4.14
2021,NUTS,2021,EL30,2,2.44
2021,NUTS,2021,ES24,2,26.47
2021,NUTS,2021,ES51,2,1.11
2021,NUTS,2021,ITC4,2,0.46
2021,NUTS,2021,ITF2,2,26.22
2021,NUTS,2021,NL11,2,3.98
2021,NUTS,2021,NL22,2,1.58
2021,NUTS,2021,NL33,2,2.74
2021,NUTS,2021,NL42,2,4.47
2021,NUTS,2021,PT11,2,3.66
2021,NUTS,2021,SE11,2,1.18
2021,NUTS,2021,SE33,2,10.45
2021,NUTS,2021,TR31,2,8.69
2021,NUTS,2021,UKD7,2,1.75
2021,NUTS,2021,UKF2,2,2.27
2021,NUTS,2021,UKG3,2,5.73
2021,NUTS,2021,UKH1,2,2.12
2021,NUTS,2021,UKI3,2,0.81
2021,NUTS,2021,UKI4,2,1.63
2021,NUTS,2021,UKJ1,2,0.65
2021,NUTS,2021,UKJ3,2,6.97
2021,NUTS,2021,UKL1,2,15.5
2021,NUTS,2021,UKL2,2,13.54
2021,NUTS,2021,UKM7,2,1.18
2021,NUTS,2021,UKM8,2,1.85
2021,NUTS,2021,BE224,3,23.16
2021,NUTS,2021,CH011,3,8.51
2021,NUTS,2021,CH013,3,1.76
2021,NUTS,2021,CH022,3,42.11
2021,NUTS,2021,DE131,3,5.19
2021,NUTS,2021,DE300,3,1.27
2021,NUTS,2021,DE712,3,6.88
2021,NUTS,2021,DEA23,3,6.81
2021,NUTS,2021,DEA51,3,9.33
2021,NUTS,2021,DED41,3,3.64
2021,NUTS,2021,DED51,3,8.53
2021,NUTS,2021,DK011,3,5.0
2021,NUTS,2021,EL303,3,2.49
2021,NUTS,2021,ES243,3,26.47
2021,NUTS,2021,ES511,3,1.21
2021,NUTS,2021,ITC4C,3,0.6
2021,NUTS,2021,ITF21,3,463.22
2021,NUTS,2021,NL113,3,3.98
2021,NUTS,2021,NL226,3,1.73
2021,NUTS,2021,NL33C,3,6.19
2021,NUTS,2021,NL423,3,4.47
2021,NUTS,2021,PT11A,3,4.93
2021,NUTS,2021,SE110,3,1.18
2021,NUTS,2021,SE331,3,12.08
2021,NUTS,2021,TR310,3,8.69
2021,NUTS,2021,UKD72,3,1.82
2021,NUTS,2021,UKF21,3,2.6
2021,NUTS,2021,UKG31,3,7.25
2021,NUTS,2021,UKH12,3,2.42
2021,NUTS,2021,UKI31,3,2.36
2021,NUTS,2021,UKI44,3,8.8
2021,NUTS,2021,UKJ14,3,0.69
2021,NUTS,2021,UKJ32,3,9.72
2021,NUTS,2021,UKL12,3,28.95
2021,NUTS,2021,UKL15,3,115.81
2021,NUTS,2021,UKL18,3,6.98
2021,NUTS,2021,UKL21,3,42.76
2021,NUTS,2021,UKL22,3,9.37
2021,NUTS,2021,UKM75,3,1.54
2021,NUTS,2021,UKM82,3,1.99
