year,region_type,region_year_spec,region_id,region_level,population_impact_count
2020,NUTS,2016,ES5,1,11
2020,NUTS,2016,ES51,2,8
2020,NUTS,2016,ES511,3,7
2020,NUTS,2016,ES512,3,1
2020,NUTS,2016,ES52,2,3
2020,NUTS,2016,ES523,3,3
2020,NUTS,2016,ES6,1,4
2020,NUTS,2016,ES61,2,3
2020,NUTS,2016,ES614,3,1
2020,NUTS,2016,ES618,3,2
2020,NUTS,2016,ES62,2,1
2020,NUTS,2016,ES620,3,1
2020,NUTS,2016,FI,0,4
2020,NUTS,2016,FI1,1,4
2020,NUTS,2016,FI1B,2,4
2020,NUTS,2016,FI1B1,3,4
2020,NUTS,2016,FR,0,17
2020,NUTS,2016,FR1,1,12
2020,NUTS,2016,FR10,2,12
2020,NUTS,2016,FR101,3,2
2020,NUTS,2016,FR103,3,1
2020,NUTS,2016,FR104,3,9
2020,NUTS,2016,FRC,1,1
2020,NUTS,2016,FRC1,2,1
2020,NUTS,2016,FRC11,3,1
2020,NUTS,2016,FRF,1,1
2020,NUTS,2016,FRF3,2,1
2020,NUTS,2016,FRF31,3,1
2020,NUTS,2016,FRG,1,1
2020,NUTS,2016,FRG0,2,1
2020,NUTS,2016,FRG04,3,1
2020,NUTS,2016,FRJ,1,1
2020,NUTS,2016,FRJ1,2,1
2020,NUTS,2016,FRJ13,3,1
2020,NUTS,2016,FRK,1,1
2020,NUTS,2016,FRK2,2,1
2020,NUTS,2016,FRK26,3,1
2020,NUTS,2016,IE,0,3
2020,NUTS,2016,IE0,1,3
2020,NUTS,2016,IE05,2,1
2020,NUTS,2016,IE051,3,1
2020,NUTS,2016,IE06,2,2
2020,NUTS,2016,IE061,3,2
2020,NUTS,2016,IT,0,29
2020,NUTS,2016,ITC,1,10
2020,NUTS,2016,ITC1,2,1
2020,NUTS,2016,ITC11,3,1
2020,NUTS,2016,ITC4,2,9
2020,NUTS,2016,ITC41,3,1
2020,NUTS,2016,ITC46,3,1
2020,NUTS,2016,ITC47,3,1
2020,NUTS,2016,ITC48,3,1
2020,NUTS,2016,ITC4C,3,5
2020,NUTS,2016,ITF,1,4
2020,NUTS,2016,ITF1,2,1
2020,NUTS,2016,ITF14,3,1
2020,NUTS,2016,ITF3,2,1
2020,NUTS,2016,ITF33,3,1
2020,NUTS,2016,ITF4,2,1
2020,NUTS,2016,ITF47,3,1
2020,NUTS,2016,ITF6,2,1
2020,NUTS,2016,ITF61,3,1
2020,NUTS,2016,ITG,1,1
2020,NUTS,2016,ITG1,2,1
2020,NUTS,2016,ITG13,3,1
2020,NUTS,2016,ITH,1,11
2020,NUTS,2016,ITH3,2,5
2020,NUTS,2016,ITH31,3,2
2020,NUTS,2016,ITH36,3,3
2020,NUTS,2016,ITH4,2,2
2020,NUTS,2016,ITH44,3,2
2020,NUTS,2016,ITH5,2,4
2020,NUTS,2016,ITH54,3,1
2020,NUTS,2016,ITH55,3,2
2020,NUTS,2016,ITH56,3,1
2020,NUTS,2016,ITI,1,3
2020,NUTS,2016,ITI1,2,1
2020,NUTS,2016,ITI14,3,1
2020,NUTS,2016,ITI3,2,1
2020,NUTS,2016,ITI32,3,1
2020,NUTS,2016,ITI4,2,1
2020,NUTS,2016,ITI43,3,1
2020,NUTS,2016,MT,0,3
2020,NUTS,2016,MT0,1,3
2020,NUTS,2016,MT00,2,3
2020,NUTS,2016,MT001,3,3
2020,NUTS,2016,NL,0,15
2020,NUTS,2016,NL1,1,2
2020,NUTS,2016,NL11,2,2
2020,NUTS,2016,NL113,3,2
2020,NUTS,2016,NL2,1,3
2020,NUTS,2016,NL22,2,3
2020,NUTS,2016,NL221,3,2
2020,NUTS,2016,NL226,3,1
2020,NUTS,2016,NL3,1,10
2020,NUTS,2016,NL31,2,1
2020,NUTS,2016,NL310,3,1
2020,NUTS,2016,NL32,2,5
2020,NUTS,2016,NL329,3,5
2020,NUTS,2016,NL33,2,4
2020,NUTS,2016,NL33C,3,4
2020,NUTS,2016,NO,0,6
2020,NUTS,2016,NO0,1,6
2020,NUTS,2016,NO01,2,4
2020,NUTS,2016,NO011,3,3
2020,NUTS,2016,NO012,3,1
2020,NUTS,2016,NO04,2,1
2020,NUTS,2016,NO042,3,1
2020,NUTS,2016,NO05,2,1
2020,NUTS,2016,NO051,3,1
2020,NUTS,2016,PL,0,4
2020,NUTS,2016,PL5,1,2
2020,NUTS,2016,PL51,2,2
2020,NUTS,2016,PL514,3,2
2020,NUTS,2016,PL6,1,1
2020,NUTS,2016,PL61,2,1
2020,NUTS,2016,PL613,3,1
2020,NUTS,2016,PL9,1,1
2020,NUTS,2016,PL91,2,1
2020,NUTS,2016,PL911,3,1
2020,NUTS,2016,PT,0,7
2020,NUTS,2016,PT1,1,7
2020,NUTS,2016,PT11,2,4
2020,NUTS,2016,PT11A,3,3
2020,NUTS,2016,PT11D,3,1
2020,NUTS,2016,PT16,2,1
2020,NUTS,2016,PT16E,3,1
2020,NUTS,2016,PT17,2,2
2020,NUTS,2016,PT170,3,2
2020,NUTS,2016,RS,0,2
2020,NUTS,2016,RS1,1,2
2020,NUTS,2016,RS11,2,2
2020,NUTS,2016,RS110,3,2
2020,NUTS,2016,SE,0,24
2020,NUTS,2016,SE1,1,18
2020,NUTS,2016,SE11,2,16
2020,NUTS,2016,SE110,3,16
2020,NUTS,2016,SE12,2,2
2020,NUTS,2016,SE121,3,1
2020,NUTS,2016,SE124,3,1
2020,NUTS,2016,SE2,1,4
2020,NUTS,2016,SE22,2,2
2020,NUTS,2016,SE224,3,2
2020,NUTS,2016,SE23,2,2
2020,NUTS,2016,SE232,3,2
2020,NUTS,2016,SE3,1,2
2020,NUTS,2016,SE33,2,2
2020,NUTS,2016,SE331,3,2
2020,NUTS,2016,TR,0,1
2020,NUTS,2016,TR1,1,1
2020,NUTS,2016,TR10,2,1
2020,NUTS,2016,TR100,3,1
2020,NUTS,2016,UK,0,175
2020,NUTS,2016,UKD,1,9
2020,NUTS,2016,UKD3,2,5
2020,NUTS,2016,UKD33,3,4
2020,NUTS,2016,UKD34,3,1
2020,NUTS,2016,UKD4,2,1
2020,NUTS,2016,UKD44,3,1
2020,NUTS,2016,UKD7,2,3
2020,NUTS,2016,UKD72,3,3
2020,NUTS,2016,UKE,1,5
2020,NUTS,2016,UKE2,2,1
2020,NUTS,2016,UKE21,3,1
2020,NUTS,2016,UKE3,2,2
2020,NUTS,2016,UKE31,3,1
2020,NUTS,2016,UKE32,3,1
2020,NUTS,2016,UKE4,2,2
2020,NUTS,2016,UKE42,3,2
2020,NUTS,2016,UKF,1,5
2020,NUTS,2016,UKF2,2,5
2020,NUTS,2016,UKF21,3,4
2020,NUTS,2016,UKF22,3,1
2020,NUTS,2016,UKG,1,3
2020,NUTS,2016,UKG1,2,1
2020,NUTS,2016,UKG13,3,1
2020,NUTS,2016,UKG3,2,2
2020,NUTS,2016,UKG31,3,1
2020,NUTS,2016,UKG39,3,1
2020,NUTS,2016,UKH,1,17
2020,NUTS,2016,UKH1,2,15
2020,NUTS,2016,UKH12,3,12
2020,NUTS,2016,UKH15,3,1
2020,NUTS,2016,UKH17,3,2
2020,NUTS,2016,UKH2,2,2
2020,NUTS,2016,UKH23,3,1
2020,NUTS,2016,UKH25,3,1
2020,NUTS,2016,UKI,1,67
2020,NUTS,2016,UKI3,2,57
2020,NUTS,2016,UKI31,3,30
2020,NUTS,2016,UKI32,3,13
2020,NUTS,2016,UKI33,3,14
2020,NUTS,2016,UKI4,2,8
2020,NUTS,2016,UKI42,3,7
2020,NUTS,2016,UKI44,3,1
2020,NUTS,2016,UKI5,2,1
2020,NUTS,2016,UKI51,3,1
2020,NUTS,2016,UKI7,2,1
2020,NUTS,2016,UKI75,3,1
2020,NUTS,2016,UKJ,1,30
2020,NUTS,2016,UKJ1,2,21
2020,NUTS,2016,UKJ11,3,1
2020,NUTS,2016,UKJ14,3,20
2020,NUTS,2016,UKJ2,2,3
2020,NUTS,2016,UKJ22,3,2
2020,NUTS,2016,UKJ25,3,1
2020,NUTS,2016,UKJ3,2,6
2020,NUTS,2016,UKJ32,3,6
2020,NUTS,2016,UKK,1,16
2020,NUTS,2016,UKK1,2,9
2020,NUTS,2016,UKK11,3,8
2020,NUTS,2016,UKK12,3,1
2020,NUTS,2016,UKK4,2,7
2020,NUTS,2016,UKK43,3,7
2020,NUTS,2016,UKL,1,7
2020,NUTS,2016,UKL1,2,2
2020,NUTS,2016,UKL18,3,2
2020,NUTS,2016,UKL2,2,5
2020,NUTS,2016,UKL21,3,3
2020,NUTS,2016,UKL22,3,2
2020,NUTS,2016,UKM,1,15
2020,NUTS,2016,UKM5,2,1
2020,NUTS,2016,UKM50,3,1
2020,NUTS,2016,UKM7,2,7
2020,NUTS,2016,UKM72,3,2
2020,NUTS,2016,UKM75,3,5
2020,NUTS,2016,UKM8,2,7
2020,NUTS,2016,UKM82,3,7
2020,NUTS,2016,UKN,1,1
2020,NUTS,2016,UKN0,2,1
2020,NUTS,2016,UKN06,3,1
2021,NUTS,2021,CH,0,2
2021,NUTS,2021,CH0,1,2
2021,NUTS,2021,CH04,2,2
2021,NUTS,2021,CH040,3,2
2021,NUTS,2021,CY,0,1
2021,NUTS,2021,CY0,1,1
2021,NUTS,2021,CY00,2,1
2021,NUTS,2021,CY000,3,1
2021,NUTS,2021,DE,0,7
2021,NUTS,2021,DE1,1,3
2021,NUTS,2021,DE14,2,3
2021,NUTS,2021,DE142,3,3
2021,NUTS,2021,DE3,1,2
2021,NUTS,2021,DE30,2,2
2021,NUTS,2021,DE300,3,2
2021,NUTS,2021,DED,1,2
2021,NUTS,2021,DED5,2,2
2021,NUTS,2021,DED51,3,2
2021,NUTS,2021,FR,0,2
2021,NUTS,2021,FRF,1,1
2021,NUTS,2021,FRF1,2,1
2021,NUTS,2021,FRF11,3,1
2021,NUTS,2021,FRL,1,1
2021,NUTS,2021,FRL0,2,1
2021,NUTS,2021,FRL04,3,1
2021,NUTS,2021,IT,0,1
2021,NUTS,2021,ITH,1,1
2021,NUTS,2021,ITH3,2,1
2021,NUTS,2021,ITH36,3,1
2021,NUTS,2021,MT,0,1
2021,NUTS,2021,MT0,1,1
2021,NUTS,2021,MT00,2,1
2021,NUTS,2021,MT001,3,1
2021,NUTS,2021,NL,0,1
2021,NUTS,2021,NL4,1,1
2021,NUTS,2021,NL42,2,1
2021,NUTS,2021,NL423,3,1
2021,NUTS,2021,NO,0,1
2021,NUTS,2021,NO0,1,1
2021,NUTS,2021,NO08,2,1
2021,NUTS,2021,NO081,3,1
2021,NUTS,2021,PL,0,3
2021,NUTS,2021,PL6,1,1
2021,NUTS,2021,PL61,2,1
2021,NUTS,2021,PL613,3,1
2021,NUTS,2021,PL8,1,2
2021,NUTS,2021,PL84,2,2
2021,NUTS,2021,PL841,3,2
2021,NUTS,2021,UK,0,34
2021,NUTS,2021,UKD,1,2
2021,NUTS,2021,UKD3,2,1
2021,NUTS,2021,UKD33,3,1
2021,NUTS,2021,UKD7,2,1
2021,NUTS,2021,UKD72,3,1
2021,NUTS,2021,UKE,1,1
2021,NUTS,2021,UKE4,2,1
2021,NUTS,2021,UKE42,3,1
2021,NUTS,2021,UKF,1,1
2021,NUTS,2021,UKF2,2,1
2021,NUTS,2021,UKF21,3,1
2021,NUTS,2021,UKG,1,1
2021,NUTS,2021,UKG1,2,1
2021,NUTS,2021,UKG13,3,1
2021,NUTS,2021,UKH,1,1
2021,NUTS,2021,UKH1,2,1
2021,NUTS,2021,UKH12,3,1
2021,NUTS,2021,UKI,1,12
2021,NUTS,2021,UKI3,2,12
2021,NUTS,2021,UKI31,3,9
2021,NUTS,2021,UKI33,3,3
2021,NUTS,2021,UKJ,1,6
2021,NUTS,2021,UKJ1,2,5
2021,NUTS,2021,UKJ14,3,5
2021,NUTS,2021,UKJ3,2,1
2021,NUTS,2021,UKJ32,3,1
2021,NUTS,2021,UKK,1,2
2021,NUTS,2021,UKK1,2,1
2021,NUTS,2021,UKK11,3,1
2021,NUTS,2021,UKK4,2,1
2021,NUTS,2021,UKK43,3,1
2021,NUTS,2021,UKL,1,1
2021,NUTS,2021,UKL2,2,1
2021,NUTS,2021,UKL21,3,1
2021,NUTS,2021,UKM,1,7
2021,NUTS,2021,UKM7,2,3
2021,NUTS,2021,UKM75,3,3
2021,NUTS,2021,UKM8,2,4
2021,NUTS,2021,UKM82,3,4
