year,region_type,region_year_spec,region_id,region_level,impact_studies_3_count
2020,NUTS,2016,DE73,2,2
2020,NUTS,2016,DE731,3,2
2020,NUTS,2016,DE9,1,4
2020,NUTS,2016,DE92,2,4
2020,NUTS,2016,DE929,3,4
2020,NUTS,2016,DEA,1,20
2020,NUTS,2016,DEA1,2,4
2020,NUTS,2016,DEA13,3,4
2020,NUTS,2016,DEA2,2,15
2020,NUTS,2016,DEA22,3,12
2020,NUTS,2016,DEA23,3,1
2020,NUTS,2016,DEA2B,3,1
2020,NUTS,2016,DEA2D,3,1
2020,NUTS,2016,DEA5,2,1
2020,NUTS,2016,DEA51,3,1
2020,NUTS,2016,DED,1,5
2020,NUTS,2016,DED4,2,5
2020,NUTS,2016,DED41,3,4
2020,NUTS,2016,DED43,3,1
2020,NUTS,2016,DEF,1,2
2020,NUTS,2016,DEF0,2,2
2020,NUTS,2016,DEF03,3,2
2020,NUTS,2016,DK,0,1
2020,NUTS,2016,DK0,1,1
2020,NUTS,2016,DK04,2,1
2020,NUTS,2016,DK042,3,1
2020,NUTS,2016,EE,0,1
2020,NUTS,2016,EE0,1,1
2020,NUTS,2016,EE00,2,1
2020,NUTS,2016,EE008,3,1
2020,NUTS,2016,EL,0,8
2020,NUTS,2016,EL3,1,7
2020,NUTS,2016,EL30,2,7
2020,NUTS,2016,EL303,3,7
2020,NUTS,2016,EL6,1,1
2020,NUTS,2016,EL61,2,1
2020,NUTS,2016,EL613,3,1
2020,NUTS,2016,ES,0,30
2020,NUTS,2016,ES1,1,1
2020,NUTS,2016,ES11,2,1
2020,NUTS,2016,ES111,3,1
2020,NUTS,2016,ES2,1,2
2020,NUTS,2016,ES21,2,1
2020,NUTS,2016,ES213,3,1
2020,NUTS,2016,ES24,2,1
2020,NUTS,2016,ES243,3,1
2020,NUTS,2016,ES3,1,13
2020,NUTS,2016,ES30,2,13
2020,NUTS,2016,ES300,3,13
2020,NUTS,2016,ES4,1,2
2020,NUTS,2016,ES41,2,2
2020,NUTS,2016,ES415,3,1
2020,NUTS,2016,ES418,3,1
2020,NUTS,2016,ES5,1,8
2020,NUTS,2016,ES51,2,6
2020,NUTS,2016,ES511,3,5
2020,NUTS,2016,ES513,3,1
2020,NUTS,2016,ES52,2,2
2020,NUTS,2016,ES523,3,2
2020,NUTS,2016,ES6,1,4
2020,NUTS,2016,ES61,2,4
2020,NUTS,2016,ES614,3,1
2020,NUTS,2016,ES618,3,3
2020,NUTS,2016,FI,0,4
2020,NUTS,2016,FI1,1,4
2020,NUTS,2016,FI1B,2,3
2020,NUTS,2016,FI1B1,3,3
2020,NUTS,2016,FI1D,2,1
2020,NUTS,2016,FI1D9,3,1
2020,NUTS,2016,FR,0,19
2020,NUTS,2016,FR1,1,12
2020,NUTS,2016,FR10,2,12
2020,NUTS,2016,FR101,3,2
2020,NUTS,2016,FR104,3,9
2020,NUTS,2016,FR107,3,1
2020,NUTS,2016,FRF,1,2
2020,NUTS,2016,FRF3,2,2
2020,NUTS,2016,FRF31,3,2
2020,NUTS,2016,FRL,1,5
2020,NUTS,2016,FRL0,2,5
2020,NUTS,2016,FRL04,3,5
2020,NUTS,2016,IS,0,2
2020,NUTS,2016,IS0,1,2
2020,NUTS,2016,IS00,2,2
2020,NUTS,2016,IS001,3,2
2020,NUTS,2016,IT,0,66
2020,NUTS,2016,ITC,1,35
2020,NUTS,2016,ITC1,2,1
2020,NUTS,2016,ITC11,3,1
2020,NUTS,2016,ITC3,2,2
2020,NUTS,2016,ITC33,3,2
2020,NUTS,2016,ITC4,2,32
2020,NUTS,2016,ITC47,3,1
2020,NUTS,2016,ITC48,3,7
2020,NUTS,2016,ITC4C,3,24
2020,NUTS,2016,ITF,1,3
2020,NUTS,2016,ITF3,2,2
2020,NUTS,2016,ITF33,3,1
2020,NUTS,2016,ITF35,3,1
2020,NUTS,2016,ITF4,2,1
2020,NUTS,2016,ITF46,3,1
2020,NUTS,2016,ITH,1,13
2020,NUTS,2016,ITH2,2,3
2020,NUTS,2016,ITH20,3,3
2020,NUTS,2016,ITH3,2,3
2020,NUTS,2016,ITH31,3,2
2020,NUTS,2016,ITH36,3,1
2020,NUTS,2016,ITH4,2,1
2020,NUTS,2016,ITH44,3,1
2020,NUTS,2016,ITH5,2,6
2020,NUTS,2016,ITH55,3,5
2020,NUTS,2016,ITH56,3,1
2020,NUTS,2016,ITI,1,15
2020,NUTS,2016,ITI1,2,9
2020,NUTS,2016,ITI14,3,3
2020,NUTS,2016,ITI19,3,6
2020,NUTS,2016,ITI3,2,1
2020,NUTS,2016,ITI32,3,1
2020,NUTS,2016,ITI4,2,5
2020,NUTS,2016,ITI43,3,5
2020,NUTS,2016,LU,0,1
2020,NUTS,2016,LU0,1,1
2020,NUTS,2016,LU00,2,1
2020,NUTS,2016,LU000,3,1
2020,NUTS,2016,NL,0,40
2020,NUTS,2016,NL1,1,11
2020,NUTS,2016,NL11,2,11
2020,NUTS,2016,NL113,3,11
2020,NUTS,2016,NL2,1,12
2020,NUTS,2016,NL22,2,12
2020,NUTS,2016,NL226,3,12
2020,NUTS,2016,NL3,1,14
2020,NUTS,2016,NL31,2,5
2020,NUTS,2016,NL310,3,5
2020,NUTS,2016,NL32,2,5
2020,NUTS,2016,NL329,3,5
2020,NUTS,2016,NL33,2,4
2020,NUTS,2016,NL337,3,1
2020,NUTS,2016,NL33C,3,3
2020,NUTS,2016,NL4,1,3
2020,NUTS,2016,NL42,2,3
2020,NUTS,2016,NL423,3,3
2020,NUTS,2016,NO,0,4
2020,NUTS,2016,NO0,1,4
2020,NUTS,2016,NO01,2,3
2020,NUTS,2016,NO011,3,3
2020,NUTS,2016,NO04,2,1
2020,NUTS,2016,NO043,3,1
2020,NUTS,2016,PL,0,1
2020,NUTS,2016,PL9,1,1
2020,NUTS,2016,PL91,2,1
2020,NUTS,2016,PL911,3,1
2020,NUTS,2016,RS,0,2
2020,NUTS,2016,RS1,1,1
2020,NUTS,2016,RS11,2,1
2020,NUTS,2016,RS110,3,1
2020,NUTS,2016,RS2,1,1
2020,NUTS,2016,RS21,2,1
2020,NUTS,2016,RS214,3,1
2020,NUTS,2016,SE,0,39
2020,NUTS,2016,SE1,1,31
2020,NUTS,2016,SE11,2,26
2020,NUTS,2016,SE110,3,26
2020,NUTS,2016,SE12,2,5
2020,NUTS,2016,SE121,3,5
2020,NUTS,2016,SE2,1,8
2020,NUTS,2016,SE22,2,2
2020,NUTS,2016,SE224,3,2
2020,NUTS,2016,SE23,2,6
2020,NUTS,2016,SE232,3,6
2020,NUTS,2016,TR,0,4
2020,NUTS,2016,TR1,1,2
2020,NUTS,2016,TR10,2,2
2020,NUTS,2016,TR100,3,2
2020,NUTS,2016,TR4,1,1
2020,NUTS,2016,TR42,2,1
2020,NUTS,2016,TR421,3,1
2020,NUTS,2016,TR5,1,1
2020,NUTS,2016,TR51,2,1
2020,NUTS,2016,TR510,3,1
2020,NUTS,2016,UK,0,138
2020,NUTS,2016,UKC,1,3
2020,NUTS,2016,UKC1,2,3
2020,NUTS,2016,UKC14,3,3
2020,NUTS,2016,UKD,1,18
2020,NUTS,2016,UKD3,2,11
2020,NUTS,2016,UKD33,3,9
2020,NUTS,2016,UKD34,3,2
2020,NUTS,2016,UKD6,2,1
2020,NUTS,2016,UKD61,3,1
2020,NUTS,2016,UKD7,2,6
2020,NUTS,2016,UKD72,3,6
2020,NUTS,2016,UKE,1,1
2020,NUTS,2016,UKE4,2,1
2020,NUTS,2016,UKE42,3,1
2020,NUTS,2016,UKF,1,4
2020,NUTS,2016,UKF1,2,3
2020,NUTS,2016,UKF14,3,3
2020,NUTS,2016,UKF2,2,1
2020,NUTS,2016,UKF21,3,1
2020,NUTS,2016,UKG,1,3
2020,NUTS,2016,UKG3,2,3
2020,NUTS,2016,UKG31,3,3
2020,NUTS,2016,UKH,1,22
2020,NUTS,2016,UKH1,2,21
2020,NUTS,2016,UKH12,3,21
2020,NUTS,2016,UKH2,2,1
2020,NUTS,2016,UKH23,3,1
2020,NUTS,2016,UKI,1,39
2020,NUTS,2016,UKI3,2,36
2020,NUTS,2016,UKI31,3,14
2020,NUTS,2016,UKI32,3,5
2020,NUTS,2016,UKI33,3,17
2020,NUTS,2016,UKI4,2,3
2020,NUTS,2016,UKI42,3,3
2020,NUTS,2016,UKJ,1,17
2020,NUTS,2016,UKJ1,2,10
2020,NUTS,2016,UKJ14,3,10
2020,NUTS,2016,UKJ3,2,7
2020,NUTS,2016,UKJ32,3,5
2020,NUTS,2016,UKJ36,3,2
2020,NUTS,2016,UKK,1,2
2020,NUTS,2016,UKK1,2,2
2020,NUTS,2016,UKK11,3,2
2020,NUTS,2016,UKL,1,1
2020,NUTS,2016,UKL2,2,1
2020,NUTS,2016,UKL22,3,1
2020,NUTS,2016,UKM,1,25
2020,NUTS,2016,UKM7,2,20
2020,NUTS,2016,UKM72,3,1
2020,NUTS,2016,UKM73,3,2
2020,NUTS,2016,UKM75,3,17
2020,NUTS,2016,UKM8,2,5
2020,NUTS,2016,UKM82,3,5
2020,NUTS,2016,UKN,1,3
2020,NUTS,2016,UKN0,2,3
2020,NUTS,2016,UKN06,3,3
2021,NUTS,2021,CH,0,3
2021,NUTS,2021,CH0,1,3
2021,NUTS,2021,CH03,2,1
2021,NUTS,2021,CH031,3,1
2021,NUTS,2021,CH04,2,1
2021,NUTS,2021,CH040,3,1
2021,NUTS,2021,CH05,2,1
2021,NUTS,2021,CH055,3,1
2021,NUTS,2021,DE,0,8
2021,NUTS,2021,DE1,1,1
2021,NUTS,2021,DE14,2,1
2021,NUTS,2021,DE142,3,1
2021,NUTS,2021,DE2,1,2
2021,NUTS,2021,DE21,2,2
2021,NUTS,2021,DE212,3,2
2021,NUTS,2021,DE3,1,1
2021,NUTS,2021,DE30,2,1
2021,NUTS,2021,DE300,3,1
2021,NUTS,2021,DE7,1,1
2021,NUTS,2021,DE72,2,1
2021,NUTS,2021,DE724,3,1
2021,NUTS,2021,DEA,1,3
2021,NUTS,2021,DEA2,2,3
2021,NUTS,2021,DEA23,3,1
2021,NUTS,2021,DEA2D,3,2
2021,NUTS,2021,DK,0,1
2021,NUTS,2021,DK0,1,1
2021,NUTS,2021,DK01,2,1
2021,NUTS,2021,DK011,3,1
2021,NUTS,2021,ES,0,1
2021,NUTS,2021,ES3,1,1
2021,NUTS,2021,ES30,2,1
2021,NUTS,2021,ES300,3,1
2021,NUTS,2021,FR,0,2
2021,NUTS,2021,FR1,1,1
2021,NUTS,2021,FR10,2,1
2021,NUTS,2021,FR104,3,1
2021,NUTS,2021,FRL,1,1
2021,NUTS,2021,FRL0,2,1
2021,NUTS,2021,FRL04,3,1
2021,NUTS,2021,IE,0,1
2021,NUTS,2021,IE0,1,1
2021,NUTS,2021,IE05,2,1
2021,NUTS,2021,IE052,3,1
2021,NUTS,2021,IT,0,6
2021,NUTS,2021,ITC,1,2
2021,NUTS,2021,ITC4,2,2
2021,NUTS,2021,ITC48,3,1
2021,NUTS,2021,ITC4C,3,1
2021,NUTS,2021,ITF,1,1
2021,NUTS,2021,ITF3,2,1
2021,NUTS,2021,ITF35,3,1
2021,NUTS,2021,ITH,1,1
2021,NUTS,2021,ITH4,2,1
2021,NUTS,2021,ITH44,3,1
2021,NUTS,2021,ITI,1,2
2021,NUTS,2021,ITI1,2,1
2021,NUTS,2021,ITI19,3,1
2021,NUTS,2021,ITI2,2,1
2021,NUTS,2021,ITI21,3,1
2021,NUTS,2021,NL,0,3
2021,NUTS,2021,NL2,1,2
2021,NUTS,2021,NL22,2,2
2021,NUTS,2021,NL226,3,2
2021,NUTS,2021,NL3,1,1
2021,NUTS,2021,NL33,2,1
2021,NUTS,2021,NL33C,3,1
2021,NUTS,2021,SE,0,5
2021,NUTS,2021,SE1,1,4
2021,NUTS,2021,SE11,2,3
2021,NUTS,2021,SE110,3,3
2021,NUTS,2021,SE12,2,1
2021,NUTS,2021,SE121,3,1
2021,NUTS,2021,SE2,1,1
2021,NUTS,2021,SE23,2,1
2021,NUTS,2021,SE232,3,1
2021,NUTS,2021,SK,0,1
2021,NUTS,2021,SK0,1,1
2021,NUTS,2021,SK01,2,1
2021,NUTS,2021,SK010,3,1
2021,NUTS,2021,TR,0,1
2021,NUTS,2021,TRB,1,1
2021,NUTS,2021,TRB1,2,1
2021,NUTS,2021,TRB12,3,1
2021,NUTS,2021,UK,0,13
2021,NUTS,2021,UKE,1,3
2021,NUTS,2021,UKE4,2,3
2021,NUTS,2021,UKE42,3,3
2021,NUTS,2021,UKH,1,7
2021,NUTS,2021,UKH1,2,6
2021,NUTS,2021,UKH12,3,6
2021,NUTS,2021,UKH3,2,1
2021,NUTS,2021,UKH34,3,1
2021,NUTS,2021,UKI,1,2
2021,NUTS,2021,UKI3,2,2
2021,NUTS,2021,UKI31,3,2
2021,NUTS,2021,UKJ,1,1
2021,NUTS,2021,UKJ1,2,1
2021,NUTS,2021,UKJ14,3,1
