year,region_type,region_year_spec,region_id,region_level,repurposed_treatments_count
2020,NUTS,2016,NO012,3,1
2020,NUTS,2016,PL,0,10
2020,NUTS,2016,PL2,1,2
2020,NUTS,2016,PL22,2,2
2020,NUTS,2016,PL229,3,1
2020,NUTS,2016,PL22A,3,1
2020,NUTS,2016,PL5,1,1
2020,NUTS,2016,PL51,2,1
2020,NUTS,2016,PL514,3,1
2020,NUTS,2016,PL6,1,2
2020,NUTS,2016,PL61,2,1
2020,NUTS,2016,PL613,3,1
2020,NUTS,2016,PL63,2,1
2020,NUTS,2016,PL633,3,1
2020,NUTS,2016,PL7,1,3
2020,NUTS,2016,PL71,2,2
2020,NUTS,2016,PL711,3,2
2020,NUTS,2016,PL72,2,1
2020,NUTS,2016,PL721,3,1
2020,NUTS,2016,PL8,1,2
2020,NUTS,2016,PL81,2,1
2020,NUTS,2016,PL814,3,1
2020,NUTS,2016,PL84,2,1
2020,NUTS,2016,PL841,3,1
2020,NUTS,2016,PT,0,1
2020,NUTS,2016,PT1,1,1
2020,NUTS,2016,PT11,2,1
2020,NUTS,2016,PT11A,3,1
2020,NUTS,2016,SE,0,7
2020,NUTS,2016,SE1,1,4
2020,NUTS,2016,SE11,2,4
2020,NUTS,2016,SE110,3,4
2020,NUTS,2016,SE2,1,3
2020,NUTS,2016,SE22,2,1
2020,NUTS,2016,SE224,3,1
2020,NUTS,2016,SE23,2,2
2020,NUTS,2016,SE232,3,2
2020,NUTS,2016,TR,0,2
2020,NUTS,2016,TR1,1,1
2020,NUTS,2016,TR10,2,1
2020,NUTS,2016,TR100,3,1
2020,NUTS,2016,TRA,1,1
2020,NUTS,2016,TRA1,2,1
2020,NUTS,2016,TRA11,3,1
2020,NUTS,2016,UK,0,104
2020,NUTS,2016,UKC,1,9
2020,NUTS,2016,UKC1,2,6
2020,NUTS,2016,UKC11,3,3
2020,NUTS,2016,UKC12,3,3
2020,NUTS,2016,UKC2,2,3
2020,NUTS,2016,UKC22,3,3
2020,NUTS,2016,UKD,1,14
2020,NUTS,2016,UKD3,2,10
2020,NUTS,2016,UKD33,3,9
2020,NUTS,2016,UKD36,3,1
2020,NUTS,2016,UKD6,2,2
2020,NUTS,2016,UKD61,3,1
2020,NUTS,2016,UKD62,3,1
2020,NUTS,2016,UKD7,2,2
2020,NUTS,2016,UKD72,3,2
2020,NUTS,2016,UKE,1,3
2020,NUTS,2016,UKE2,2,2
2020,NUTS,2016,UKE21,3,2
2020,NUTS,2016,UKE3,2,1
2020,NUTS,2016,UKE32,3,1
2020,NUTS,2016,UKF,1,14
2020,NUTS,2016,UKF1,2,8
2020,NUTS,2016,UKF14,3,5
2020,NUTS,2016,UKF16,3,3
2020,NUTS,2016,UKF2,2,6
2020,NUTS,2016,UKF21,3,4
2020,NUTS,2016,UKF24,3,2
2020,NUTS,2016,UKG,1,10
2020,NUTS,2016,UKG1,2,1
2020,NUTS,2016,UKG13,3,1
2020,NUTS,2016,UKG2,2,1
2020,NUTS,2016,UKG23,3,1
2020,NUTS,2016,UKG3,2,8
2020,NUTS,2016,UKG31,3,8
2020,NUTS,2016,UKH,1,6
2020,NUTS,2016,UKH1,2,5
2020,NUTS,2016,UKH12,3,5
2020,NUTS,2016,UKH2,2,1
2020,NUTS,2016,UKH23,3,1
2020,NUTS,2016,UKI,1,23
2020,NUTS,2016,UKI3,2,20
2020,NUTS,2016,UKI31,3,3
2020,NUTS,2016,UKI32,3,13
2020,NUTS,2016,UKI33,3,4
2020,NUTS,2016,UKI4,2,2
2020,NUTS,2016,UKI42,3,2
2020,NUTS,2016,UKI7,2,1
2020,NUTS,2016,UKI74,3,1
2020,NUTS,2016,UKJ,1,12
2020,NUTS,2016,UKJ1,2,5
2020,NUTS,2016,UKJ14,3,5
2020,NUTS,2016,UKJ2,2,2
2020,NUTS,2016,UKJ22,3,1
2020,NUTS,2016,UKJ25,3,1
2020,NUTS,2016,UKJ3,2,5
2020,NUTS,2016,UKJ31,3,1
2020,NUTS,2016,UKJ32,3,1
2020,NUTS,2016,UKJ36,3,3
2020,NUTS,2016,UKK,1,6
2020,NUTS,2016,UKK1,2,3
2020,NUTS,2016,UKK11,3,3
2020,NUTS,2016,UKK3,2,3
2020,NUTS,2016,UKK30,3,3
2020,NUTS,2016,UKL,1,2
2020,NUTS,2016,UKL2,2,2
2020,NUTS,2016,UKL22,3,2
2020,NUTS,2016,UKM,1,5
2020,NUTS,2016,UKM7,2,4
2020,NUTS,2016,UKM75,3,4
2020,NUTS,2016,UKM8,2,1
2020,NUTS,2016,UKM82,3,1
2021,NUTS,2021,BE,0,1
2021,NUTS,2021,BE2,1,1
2021,NUTS,2021,BE21,2,1
2021,NUTS,2021,BE211,3,1
2021,NUTS,2021,CH,0,2
2021,NUTS,2021,CH0,1,2
2021,NUTS,2021,CH01,2,2
2021,NUTS,2021,CH013,3,2
2021,NUTS,2021,DE,0,1
2021,NUTS,2021,DEA,1,1
2021,NUTS,2021,DEA2,2,1
2021,NUTS,2021,DEA22,3,1
2021,NUTS,2021,DK,0,1
2021,NUTS,2021,DK0,1,1
2021,NUTS,2021,DK01,2,1
2021,NUTS,2021,DK011,3,1
2021,NUTS,2021,EL,0,2
2021,NUTS,2021,EL3,1,1
2021,NUTS,2021,EL30,2,1
2021,NUTS,2021,EL303,3,1
2021,NUTS,2021,EL6,1,1
2021,NUTS,2021,EL63,2,1
2021,NUTS,2021,EL632,3,1
2021,NUTS,2021,ES,0,1
2021,NUTS,2021,ES5,1,1
2021,NUTS,2021,ES51,2,1
2021,NUTS,2021,ES511,3,1
2021,NUTS,2021,FI,0,1
2021,NUTS,2021,FI1,1,1
2021,NUTS,2021,FI1B,2,1
2021,NUTS,2021,FI1B1,3,1
2021,NUTS,2021,FR,0,2
2021,NUTS,2021,FR1,1,2
2021,NUTS,2021,FR10,2,2
2021,NUTS,2021,FR104,3,2
2021,NUTS,2021,IE,0,1
2021,NUTS,2021,IE0,1,1
2021,NUTS,2021,IE06,2,1
2021,NUTS,2021,IE061,3,1
2021,NUTS,2021,NL,0,2
2021,NUTS,2021,NL3,1,2
2021,NUTS,2021,NL31,2,2
2021,NUTS,2021,NL310,3,2
2021,NUTS,2021,PL,0,9
2021,NUTS,2021,PL2,1,2
2021,NUTS,2021,PL22,2,2
2021,NUTS,2021,PL229,3,1
2021,NUTS,2021,PL22A,3,1
2021,NUTS,2021,PL5,1,1
2021,NUTS,2021,PL51,2,1
2021,NUTS,2021,PL514,3,1
2021,NUTS,2021,PL6,1,1
2021,NUTS,2021,PL61,2,1
2021,NUTS,2021,PL613,3,1
2021,NUTS,2021,PL7,1,2
2021,NUTS,2021,PL71,2,1
2021,NUTS,2021,PL711,3,1
2021,NUTS,2021,PL72,2,1
2021,NUTS,2021,PL721,3,1
2021,NUTS,2021,PL8,1,2
2021,NUTS,2021,PL81,2,1
2021,NUTS,2021,PL814,3,1
2021,NUTS,2021,PL84,2,1
2021,NUTS,2021,PL841,3,1
2021,NUTS,2021,PL9,1,1
2021,NUTS,2021,PL91,2,1
2021,NUTS,2021,PL911,3,1
2021,NUTS,2021,SI,0,1
2021,NUTS,2021,SI0,1,1
2021,NUTS,2021,SI04,2,1
2021,NUTS,2021,SI041,3,1
2021,NUTS,2021,UK,0,29
2021,NUTS,2021,UKC,1,2
2021,NUTS,2021,UKC1,2,2
2021,NUTS,2021,UKC11,3,1
2021,NUTS,2021,UKC12,3,1
2021,NUTS,2021,UKD,1,4
2021,NUTS,2021,UKD3,2,3
2021,NUTS,2021,UKD33,3,1
2021,NUTS,2021,UKD36,3,1
2021,NUTS,2021,UKD37,3,1
2021,NUTS,2021,UKD4,2,1
2021,NUTS,2021,UKD44,3,1
2021,NUTS,2021,UKF,1,4
2021,NUTS,2021,UKF1,2,2
2021,NUTS,2021,UKF14,3,2
2021,NUTS,2021,UKF2,2,2
2021,NUTS,2021,UKF21,3,2
2021,NUTS,2021,UKG,1,2
2021,NUTS,2021,UKG1,2,1
2021,NUTS,2021,UKG13,3,1
2021,NUTS,2021,UKG3,2,1
2021,NUTS,2021,UKG31,3,1
2021,NUTS,2021,UKH,1,1
2021,NUTS,2021,UKH2,2,1
2021,NUTS,2021,UKH23,3,1
2021,NUTS,2021,UKI,1,6
2021,NUTS,2021,UKI3,2,5
2021,NUTS,2021,UKI32,3,4
2021,NUTS,2021,UKI33,3,1
2021,NUTS,2021,UKI6,2,1
2021,NUTS,2021,UKI63,3,1
2021,NUTS,2021,UKJ,1,6
2021,NUTS,2021,UKJ1,2,5
2021,NUTS,2021,UKJ14,3,5
2021,NUTS,2021,UKJ3,2,1
2021,NUTS,2021,UKJ36,3,1
2021,NUTS,2021,UKK,1,2
2021,NUTS,2021,UKK1,2,2
2021,NUTS,2021,UKK11,3,2
2021,NUTS,2021,UKM,1,1
2021,NUTS,2021,UKM7,2,1
2021,NUTS,2021,UKM75,3,1
2021,NUTS,2021,UKN,1,1
2021,NUTS,2021,UKN0,2,1
2021,NUTS,2021,UKN06,3,1
