year,region_type,region_year_spec,region_id,region_level,lockdown_social_distancing_count
2020,NUTS,2016,ITF3,2,1
2020,NUTS,2016,ITF33,3,1
2020,NUTS,2016,ITF4,2,6
2020,NUTS,2016,ITF46,3,1
2020,NUTS,2016,ITF47,3,5
2020,NUTS,2016,ITF5,2,1
2020,NUTS,2016,ITF51,3,1
2020,NUTS,2016,ITF6,2,1
2020,NUTS,2016,ITF61,3,1
2020,NUTS,2016,ITG,1,2
2020,NUTS,2016,ITG1,2,2
2020,NUTS,2016,ITG13,3,1
2020,NUTS,2016,ITG17,3,1
2020,NUTS,2016,ITH,1,22
2020,NUTS,2016,ITH2,2,7
2020,NUTS,2016,ITH20,3,7
2020,NUTS,2016,ITH3,2,10
2020,NUTS,2016,ITH31,3,2
2020,NUTS,2016,ITH35,3,2
2020,NUTS,2016,ITH36,3,6
2020,NUTS,2016,ITH5,2,5
2020,NUTS,2016,ITH52,3,1
2020,NUTS,2016,ITH54,3,1
2020,NUTS,2016,ITH56,3,3
2020,NUTS,2016,ITI,1,10
2020,NUTS,2016,ITI1,2,2
2020,NUTS,2016,ITI14,3,1
2020,NUTS,2016,ITI17,3,1
2020,NUTS,2016,ITI3,2,3
2020,NUTS,2016,ITI32,3,2
2020,NUTS,2016,ITI33,3,1
2020,NUTS,2016,ITI4,2,5
2020,NUTS,2016,ITI43,3,5
2020,NUTS,2016,LU,0,2
2020,NUTS,2016,LU0,1,2
2020,NUTS,2016,LU00,2,2
2020,NUTS,2016,LU000,3,2
2020,NUTS,2016,MK,0,3
2020,NUTS,2016,MK0,1,3
2020,NUTS,2016,MK00,2,3
2020,NUTS,2016,MK008,3,3
2020,NUTS,2016,NL,0,11
2020,NUTS,2016,NL1,1,1
2020,NUTS,2016,NL11,2,1
2020,NUTS,2016,NL113,3,1
2020,NUTS,2016,NL2,1,2
2020,NUTS,2016,NL22,2,2
2020,NUTS,2016,NL226,3,2
2020,NUTS,2016,NL3,1,7
2020,NUTS,2016,NL32,2,3
2020,NUTS,2016,NL329,3,3
2020,NUTS,2016,NL33,2,4
2020,NUTS,2016,NL332,3,1
2020,NUTS,2016,NL333,3,1
2020,NUTS,2016,NL337,3,1
2020,NUTS,2016,NL33C,3,1
2020,NUTS,2016,NL4,1,1
2020,NUTS,2016,NL41,2,1
2020,NUTS,2016,NL414,3,1
2020,NUTS,2016,NO,0,3
2020,NUTS,2016,NO0,1,3
2020,NUTS,2016,NO05,2,2
2020,NUTS,2016,NO051,3,2
2020,NUTS,2016,NO06,2,1
2020,NUTS,2016,NO060,3,1
2020,NUTS,2016,PL,0,8
2020,NUTS,2016,PL2,1,1
2020,NUTS,2016,PL21,2,1
2020,NUTS,2016,PL213,3,1
2020,NUTS,2016,PL5,1,2
2020,NUTS,2016,PL51,2,2
2020,NUTS,2016,PL514,3,2
2020,NUTS,2016,PL7,1,2
2020,NUTS,2016,PL71,2,2
2020,NUTS,2016,PL711,3,2
2020,NUTS,2016,PL9,1,3
2020,NUTS,2016,PL91,2,3
2020,NUTS,2016,PL911,3,3
2020,NUTS,2016,PT,0,12
2020,NUTS,2016,PT1,1,12
2020,NUTS,2016,PT11,2,4
2020,NUTS,2016,PT11A,3,4
2020,NUTS,2016,PT16,2,4
2020,NUTS,2016,PT16D,3,3
2020,NUTS,2016,PT16E,3,1
2020,NUTS,2016,PT17,2,4
2020,NUTS,2016,PT170,3,4
2020,NUTS,2016,SE,0,22
2020,NUTS,2016,SE1,1,18
2020,NUTS,2016,SE11,2,14
2020,NUTS,2016,SE110,3,14
2020,NUTS,2016,SE12,2,4
2020,NUTS,2016,SE121,3,3
2020,NUTS,2016,SE123,3,1
2020,NUTS,2016,SE2,1,4
2020,NUTS,2016,SE21,2,3
2020,NUTS,2016,SE213,3,3
2020,NUTS,2016,SE22,2,1
2020,NUTS,2016,SE224,3,1
2020,NUTS,2016,SK,0,1
2020,NUTS,2016,SK0,1,1
2020,NUTS,2016,SK01,2,1
2020,NUTS,2016,SK010,3,1
2020,NUTS,2016,TR,0,6
2020,NUTS,2016,TR1,1,2
2020,NUTS,2016,TR10,2,2
2020,NUTS,2016,TR100,3,2
2020,NUTS,2016,TR3,1,1
2020,NUTS,2016,TR31,2,1
2020,NUTS,2016,TR310,3,1
2020,NUTS,2016,TR4,1,1
2020,NUTS,2016,TR42,2,1
2020,NUTS,2016,TR421,3,1
2020,NUTS,2016,TR5,1,1
2020,NUTS,2016,TR51,2,1
2020,NUTS,2016,TR510,3,1
2020,NUTS,2016,TR8,1,1
2020,NUTS,2016,TR83,2,1
2020,NUTS,2016,TR831,3,1
2020,NUTS,2016,UK,0,216
2020,NUTS,2016,UKC,1,3
2020,NUTS,2016,UKC1,2,3
2020,NUTS,2016,UKC14,3,3
2020,NUTS,2016,UKD,1,16
2020,NUTS,2016,UKD3,2,11
2020,NUTS,2016,UKD33,3,10
2020,NUTS,2016,UKD34,3,1
2020,NUTS,2016,UKD4,2,3
2020,NUTS,2016,UKD44,3,3
2020,NUTS,2016,UKD7,2,2
2020,NUTS,2016,UKD72,3,2
2020,NUTS,2016,UKE,1,8
2020,NUTS,2016,UKE2,2,1
2020,NUTS,2016,UKE21,3,1
2020,NUTS,2016,UKE3,2,3
2020,NUTS,2016,UKE32,3,3
2020,NUTS,2016,UKE4,2,4
2020,NUTS,2016,UKE42,3,2
2020,NUTS,2016,UKE44,3,2
2020,NUTS,2016,UKF,1,12
2020,NUTS,2016,UKF1,2,9
2020,NUTS,2016,UKF11,3,1
2020,NUTS,2016,UKF14,3,8
2020,NUTS,2016,UKF2,2,1
2020,NUTS,2016,UKF21,3,1
2020,NUTS,2016,UKF3,2,2
2020,NUTS,2016,UKF30,3,2
2020,NUTS,2016,UKG,1,17
2020,NUTS,2016,UKG1,2,12
2020,NUTS,2016,UKG13,3,12
2020,NUTS,2016,UKG2,2,1
2020,NUTS,2016,UKG24,3,1
2020,NUTS,2016,UKG3,2,4
2020,NUTS,2016,UKG31,3,3
2020,NUTS,2016,UKG39,3,1
2020,NUTS,2016,UKH,1,19
2020,NUTS,2016,UKH1,2,15
2020,NUTS,2016,UKH12,3,13
2020,NUTS,2016,UKH17,3,2
2020,NUTS,2016,UKH2,2,2
2020,NUTS,2016,UKH23,3,2
2020,NUTS,2016,UKH3,2,2
2020,NUTS,2016,UKH34,3,2
2020,NUTS,2016,UKI,1,56
2020,NUTS,2016,UKI3,2,50
2020,NUTS,2016,UKI31,3,23
2020,NUTS,2016,UKI32,3,13
2020,NUTS,2016,UKI33,3,13
2020,NUTS,2016,UKI34,3,1
2020,NUTS,2016,UKI4,2,4
2020,NUTS,2016,UKI42,3,3
2020,NUTS,2016,UKI44,3,1
2020,NUTS,2016,UKI5,2,1
2020,NUTS,2016,UKI51,3,1
2020,NUTS,2016,UKI7,2,1
2020,NUTS,2016,UKI74,3,1
2020,NUTS,2016,UKJ,1,46
2020,NUTS,2016,UKJ1,2,32
2020,NUTS,2016,UKJ11,3,1
2020,NUTS,2016,UKJ14,3,31
2020,NUTS,2016,UKJ2,2,9
2020,NUTS,2016,UKJ22,3,5
2020,NUTS,2016,UKJ25,3,4
2020,NUTS,2016,UKJ3,2,4
2020,NUTS,2016,UKJ32,3,4
2020,NUTS,2016,UKJ4,2,1
2020,NUTS,2016,UKJ44,3,1
2020,NUTS,2016,UKK,1,16
2020,NUTS,2016,UKK1,2,9
2020,NUTS,2016,UKK11,3,7
2020,NUTS,2016,UKK12,3,2
2020,NUTS,2016,UKK2,2,2
2020,NUTS,2016,UKK21,3,2
2020,NUTS,2016,UKK4,2,5
2020,NUTS,2016,UKK43,3,5
2020,NUTS,2016,UKL,1,5
2020,NUTS,2016,UKL1,2,2
2020,NUTS,2016,UKL18,3,2
2020,NUTS,2016,UKL2,2,3
2020,NUTS,2016,UKL22,3,3
2020,NUTS,2016,UKM,1,16
2020,NUTS,2016,UKM5,2,1
2020,NUTS,2016,UKM50,3,1
2020,NUTS,2016,UKM7,2,10
2020,NUTS,2016,UKM75,3,10
2020,NUTS,2016,UKM8,2,5
2020,NUTS,2016,UKM82,3,5
2020,NUTS,2016,UKN,1,2
2020,NUTS,2016,UKN0,2,2
2020,NUTS,2016,UKN06,3,2
2021,NUTS,2021,AT,0,1
2021,NUTS,2021,AT1,1,1
2021,NUTS,2021,AT12,2,1
2021,NUTS,2021,AT126,3,1
2021,NUTS,2021,BE,0,3
2021,NUTS,2021,BE1,1,2
2021,NUTS,2021,BE10,2,2
2021,NUTS,2021,BE100,3,2
2021,NUTS,2021,BE2,1,1
2021,NUTS,2021,BE23,2,1
2021,NUTS,2021,BE234,3,1
2021,NUTS,2021,BG,0,2
2021,NUTS,2021,BG4,1,2
2021,NUTS,2021,BG41,2,2
2021,NUTS,2021,BG411,3,2
2021,NUTS,2021,CH,0,8
2021,NUTS,2021,CH0,1,8
2021,NUTS,2021,CH01,2,2
2021,NUTS,2021,CH011,3,1
2021,NUTS,2021,CH013,3,1
2021,NUTS,2021,CH02,2,1
2021,NUTS,2021,CH021,3,1
2021,NUTS,2021,CH03,2,3
2021,NUTS,2021,CH031,3,3
2021,NUTS,2021,CH04,2,2
2021,NUTS,2021,CH040,3,2
2021,NUTS,2021,DE,0,7
2021,NUTS,2021,DE2,1,1
2021,NUTS,2021,DE21,2,1
2021,NUTS,2021,DE212,3,1
2021,NUTS,2021,DE3,1,2
2021,NUTS,2021,DE30,2,2
2021,NUTS,2021,DE300,3,2
2021,NUTS,2021,DEC,1,1
2021,NUTS,2021,DEC0,2,1
2021,NUTS,2021,DEC01,3,1
2021,NUTS,2021,DED,1,3
2021,NUTS,2021,DED4,2,2
2021,NUTS,2021,DED41,3,1
2021,NUTS,2021,DED43,3,1
2021,NUTS,2021,DED5,2,1
2021,NUTS,2021,DED51,3,1
2021,NUTS,2021,DK,0,4
2021,NUTS,2021,DK0,1,4
2021,NUTS,2021,DK01,2,2
2021,NUTS,2021,DK012,3,2
2021,NUTS,2021,DK04,2,2
2021,NUTS,2021,DK042,3,2
2021,NUTS,2021,ES,0,4
2021,NUTS,2021,ES3,1,3
2021,NUTS,2021,ES30,2,3
2021,NUTS,2021,ES300,3,3
2021,NUTS,2021,ES5,1,1
2021,NUTS,2021,ES51,2,1
2021,NUTS,2021,ES514,3,1
2021,NUTS,2021,FR,0,7
2021,NUTS,2021,FR1,1,3
2021,NUTS,2021,FR10,2,3
2021,NUTS,2021,FR101,3,1
2021,NUTS,2021,FR104,3,2
2021,NUTS,2021,FRF,1,1
2021,NUTS,2021,FRF1,2,1
2021,NUTS,2021,FRF11,3,1
2021,NUTS,2021,FRI,1,1
2021,NUTS,2021,FRI1,2,1
2021,NUTS,2021,FRI12,3,1
2021,NUTS,2021,FRJ,1,1
2021,NUTS,2021,FRJ1,2,1
2021,NUTS,2021,FRJ13,3,1
2021,NUTS,2021,FRL,1,1
2021,NUTS,2021,FRL0,2,1
2021,NUTS,2021,FRL04,3,1
2021,NUTS,2021,IT,0,12
2021,NUTS,2021,ITC,1,5
2021,NUTS,2021,ITC1,2,3
2021,NUTS,2021,ITC11,3,3
2021,NUTS,2021,ITC4,2,2
2021,NUTS,2021,ITC48,3,1
2021,NUTS,2021,ITC4C,3,1
2021,NUTS,2021,ITG,1,1
2021,NUTS,2021,ITG1,2,1
2021,NUTS,2021,ITG17,3,1
2021,NUTS,2021,ITH,1,4
2021,NUTS,2021,ITH2,2,3
2021,NUTS,2021,ITH20,3,3
2021,NUTS,2021,ITH5,2,1
2021,NUTS,2021,ITH56,3,1
2021,NUTS,2021,ITI,1,2
2021,NUTS,2021,ITI1,2,1
2021,NUTS,2021,ITI19,3,1
2021,NUTS,2021,ITI4,2,1
2021,NUTS,2021,ITI43,3,1
2021,NUTS,2021,LU,0,1
2021,NUTS,2021,LU0,1,1
2021,NUTS,2021,LU00,2,1
2021,NUTS,2021,LU000,3,1
2021,NUTS,2021,NL,0,1
2021,NUTS,2021,NL1,1,1
2021,NUTS,2021,NL11,2,1
2021,NUTS,2021,NL113,3,1
2021,NUTS,2021,NO,0,1
2021,NUTS,2021,NO0,1,1
2021,NUTS,2021,NO06,2,1
2021,NUTS,2021,NO060,3,1
2021,NUTS,2021,PT,0,2
2021,NUTS,2021,PT1,1,2
2021,NUTS,2021,PT11,2,1
2021,NUTS,2021,PT11A,3,1
2021,NUTS,2021,PT16,2,1
2021,NUTS,2021,PT16D,3,1
2021,NUTS,2021,SE,0,4
2021,NUTS,2021,SE1,1,2
2021,NUTS,2021,SE11,2,2
2021,NUTS,2021,SE110,3,2
2021,NUTS,2021,SE2,1,2
2021,NUTS,2021,SE22,2,1
2021,NUTS,2021,SE224,3,1
2021,NUTS,2021,SE23,2,1
2021,NUTS,2021,SE232,3,1
2021,NUTS,2021,SI,0,1
2021,NUTS,2021,SI0,1,1
2021,NUTS,2021,SI04,2,1
2021,NUTS,2021,SI041,3,1
2021,NUTS,2021,TR,0,1
2021,NUTS,2021,TR4,1,1
2021,NUTS,2021,TR42,2,1
2021,NUTS,2021,TR423,3,1
2021,NUTS,2021,UK,0,13
2021,NUTS,2021,UKG,1,2
2021,NUTS,2021,UKG1,2,2
2021,NUTS,2021,UKG13,3,2
2021,NUTS,2021,UKI,1,6
2021,NUTS,2021,UKI3,2,4
2021,NUTS,2021,UKI31,3,1
2021,NUTS,2021,UKI32,3,1
2021,NUTS,2021,UKI33,3,2
2021,NUTS,2021,UKI4,2,1
2021,NUTS,2021,UKI44,3,1
2021,NUTS,2021,UKI5,2,1
2021,NUTS,2021,UKI51,3,1
2021,NUTS,2021,UKJ,1,1
2021,NUTS,2021,UKJ1,2,1
2021,NUTS,2021,UKJ14,3,1
2021,NUTS,2021,UKL,1,1
2021,NUTS,2021,UKL1,2,1
2021,NUTS,2021,UKL18,3,1
2021,NUTS,2021,UKM,1,2
2021,NUTS,2021,UKM7,2,2
2021,NUTS,2021,UKM75,3,2
2021,NUTS,2021,UKN,1,1
2021,NUTS,2021,UKN0,2,1
2021,NUTS,2021,UKN06,3,1
