year,region_type,region_year_spec,region_id,region_level,healthcare_count
2020,NUTS,2016,EL5,1,2
2020,NUTS,2016,EL51,2,1
2020,NUTS,2016,EL512,3,1
2020,NUTS,2016,EL52,2,1
2020,NUTS,2016,EL522,3,1
2020,NUTS,2016,EL6,1,1
2020,NUTS,2016,EL65,2,1
2020,NUTS,2016,EL651,3,1
2020,NUTS,2016,ES,0,5
2020,NUTS,2016,ES2,1,1
2020,NUTS,2016,ES21,2,1
2020,NUTS,2016,ES213,3,1
2020,NUTS,2016,ES3,1,2
2020,NUTS,2016,ES30,2,2
2020,NUTS,2016,ES300,3,2
2020,NUTS,2016,ES5,1,1
2020,NUTS,2016,ES51,2,1
2020,NUTS,2016,ES511,3,1
2020,NUTS,2016,ES6,1,1
2020,NUTS,2016,ES61,2,1
2020,NUTS,2016,ES614,3,1
2020,NUTS,2016,FI,0,1
2020,NUTS,2016,FI1,1,1
2020,NUTS,2016,FI1B,2,1
2020,NUTS,2016,FI1B1,3,1
2020,NUTS,2016,FR,0,10
2020,NUTS,2016,FR1,1,5
2020,NUTS,2016,FR10,2,5
2020,NUTS,2016,FR101,3,1
2020,NUTS,2016,FR103,3,1
2020,NUTS,2016,FR104,3,3
2020,NUTS,2016,FRF,1,1
2020,NUTS,2016,FRF1,2,1
2020,NUTS,2016,FRF11,3,1
2020,NUTS,2016,FRG,1,1
2020,NUTS,2016,FRG0,2,1
2020,NUTS,2016,FRG01,3,1
2020,NUTS,2016,FRH,1,1
2020,NUTS,2016,FRH0,2,1
2020,NUTS,2016,FRH03,3,1
2020,NUTS,2016,FRJ,1,1
2020,NUTS,2016,FRJ1,2,1
2020,NUTS,2016,FRJ13,3,1
2020,NUTS,2016,FRL,1,1
2020,NUTS,2016,FRL0,2,1
2020,NUTS,2016,FRL04,3,1
2020,NUTS,2016,HR,0,1
2020,NUTS,2016,HR0,1,1
2020,NUTS,2016,HR04,2,1
2020,NUTS,2016,HR041,3,1
2020,NUTS,2016,IE,0,5
2020,NUTS,2016,IE0,1,5
2020,NUTS,2016,IE04,2,2
2020,NUTS,2016,IE042,3,2
2020,NUTS,2016,IE05,2,2
2020,NUTS,2016,IE051,3,2
2020,NUTS,2016,IE06,2,1
2020,NUTS,2016,IE061,3,1
2020,NUTS,2016,IT,0,15
2020,NUTS,2016,ITC,1,2
2020,NUTS,2016,ITC4,2,2
2020,NUTS,2016,ITC48,3,1
2020,NUTS,2016,ITC4C,3,1
2020,NUTS,2016,ITF,1,1
2020,NUTS,2016,ITF6,2,1
2020,NUTS,2016,ITF61,3,1
2020,NUTS,2016,ITG,1,1
2020,NUTS,2016,ITG1,2,1
2020,NUTS,2016,ITG13,3,1
2020,NUTS,2016,ITH,1,6
2020,NUTS,2016,ITH3,2,1
2020,NUTS,2016,ITH36,3,1
2020,NUTS,2016,ITH5,2,5
2020,NUTS,2016,ITH55,3,5
2020,NUTS,2016,ITI,1,5
2020,NUTS,2016,ITI1,2,2
2020,NUTS,2016,ITI14,3,2
2020,NUTS,2016,ITI4,2,3
2020,NUTS,2016,ITI43,3,3
2020,NUTS,2016,LU,0,1
2020,NUTS,2016,LU0,1,1
2020,NUTS,2016,LU00,2,1
2020,NUTS,2016,LU000,3,1
2020,NUTS,2016,MT,0,2
2020,NUTS,2016,MT0,1,2
2020,NUTS,2016,MT00,2,2
2020,NUTS,2016,MT001,3,2
2020,NUTS,2016,NL,0,14
2020,NUTS,2016,NL2,1,5
2020,NUTS,2016,NL22,2,5
2020,NUTS,2016,NL226,3,5
2020,NUTS,2016,NL3,1,9
2020,NUTS,2016,NL32,2,4
2020,NUTS,2016,NL329,3,4
2020,NUTS,2016,NL33,2,5
2020,NUTS,2016,NL333,3,1
2020,NUTS,2016,NL33C,3,4
2020,NUTS,2016,NO,0,3
2020,NUTS,2016,NO0,1,3
2020,NUTS,2016,NO04,2,1
2020,NUTS,2016,NO043,3,1
2020,NUTS,2016,NO06,2,2
2020,NUTS,2016,NO060,3,2
2020,NUTS,2016,PT,0,3
2020,NUTS,2016,PT1,1,3
2020,NUTS,2016,PT11,2,1
2020,NUTS,2016,PT11A,3,1
2020,NUTS,2016,PT17,2,2
2020,NUTS,2016,PT170,3,2
2020,NUTS,2016,SE,0,1
2020,NUTS,2016,SE3,1,1
2020,NUTS,2016,SE33,2,1
2020,NUTS,2016,SE331,3,1
2020,NUTS,2016,SI,0,2
2020,NUTS,2016,SI0,1,2
2020,NUTS,2016,SI04,2,2
2020,NUTS,2016,SI041,3,2
2020,NUTS,2016,UK,0,127
2020,NUTS,2016,UKD,1,11
2020,NUTS,2016,UKD3,2,2
2020,NUTS,2016,UKD33,3,2
2020,NUTS,2016,UKD4,2,2
2020,NUTS,2016,UKD44,3,1
2020,NUTS,2016,UKD47,3,1
2020,NUTS,2016,UKD6,2,2
2020,NUTS,2016,UKD61,3,2
2020,NUTS,2016,UKD7,2,5
2020,NUTS,2016,UKD72,3,5
2020,NUTS,2016,UKE,1,10
2020,NUTS,2016,UKE3,2,5
2020,NUTS,2016,UKE32,3,5
2020,NUTS,2016,UKE4,2,5
2020,NUTS,2016,UKE42,3,5
2020,NUTS,2016,UKF,1,4
2020,NUTS,2016,UKF2,2,3
2020,NUTS,2016,UKF21,3,3
2020,NUTS,2016,UKF3,2,1
2020,NUTS,2016,UKF30,3,1
2020,NUTS,2016,UKG,1,6
2020,NUTS,2016,UKG1,2,2
2020,NUTS,2016,UKG13,3,2
2020,NUTS,2016,UKG3,2,4
2020,NUTS,2016,UKG31,3,2
2020,NUTS,2016,UKG33,3,2
2020,NUTS,2016,UKH,1,18
2020,NUTS,2016,UKH1,2,10
2020,NUTS,2016,UKH12,3,7
2020,NUTS,2016,UKH15,3,1
2020,NUTS,2016,UKH17,3,2
2020,NUTS,2016,UKH2,2,7
2020,NUTS,2016,UKH23,3,7
2020,NUTS,2016,UKH3,2,1
2020,NUTS,2016,UKH36,3,1
2020,NUTS,2016,UKI,1,41
2020,NUTS,2016,UKI3,2,38
2020,NUTS,2016,UKI31,3,8
2020,NUTS,2016,UKI32,3,15
2020,NUTS,2016,UKI33,3,14
2020,NUTS,2016,UKI34,3,1
2020,NUTS,2016,UKI4,2,3
2020,NUTS,2016,UKI42,3,2
2020,NUTS,2016,UKI44,3,1
2020,NUTS,2016,UKJ,1,19
2020,NUTS,2016,UKJ1,2,14
2020,NUTS,2016,UKJ13,3,1
2020,NUTS,2016,UKJ14,3,13
2020,NUTS,2016,UKJ2,2,3
2020,NUTS,2016,UKJ22,3,1
2020,NUTS,2016,UKJ26,3,2
2020,NUTS,2016,UKJ3,2,2
2020,NUTS,2016,UKJ32,3,1
2020,NUTS,2016,UKJ36,3,1
2020,NUTS,2016,UKK,1,5
2020,NUTS,2016,UKK1,2,4
2020,NUTS,2016,UKK11,3,2
2020,NUTS,2016,UKK12,3,2
2020,NUTS,2016,UKK3,2,1
2020,NUTS,2016,UKK30,3,1
2020,NUTS,2016,UKL,1,3
2020,NUTS,2016,UKL1,2,2
2020,NUTS,2016,UKL18,3,2
2020,NUTS,2016,UKL2,2,1
2020,NUTS,2016,UKL21,3,1
2020,NUTS,2016,UKM,1,10
2020,NUTS,2016,UKM7,2,5
2020,NUTS,2016,UKM72,3,3
2020,NUTS,2016,UKM75,3,2
2020,NUTS,2016,UKM8,2,4
2020,NUTS,2016,UKM82,3,4
2020,NUTS,2016,UKM9,2,1
2020,NUTS,2016,UKM95,3,1
2021,NUTS,2021,BE,0,1
2021,NUTS,2021,BE2,1,1
2021,NUTS,2021,BE23,2,1
2021,NUTS,2021,BE234,3,1
2021,NUTS,2021,CH,0,1
2021,NUTS,2021,CH0,1,1
2021,NUTS,2021,CH03,2,1
2021,NUTS,2021,CH031,3,1
2021,NUTS,2021,DE,0,1
2021,NUTS,2021,DE2,1,1
2021,NUTS,2021,DE21,2,1
2021,NUTS,2021,DE212,3,1
2021,NUTS,2021,EL,0,1
2021,NUTS,2021,EL3,1,1
2021,NUTS,2021,EL30,2,1
2021,NUTS,2021,EL303,3,1
2021,NUTS,2021,IT,0,1
2021,NUTS,2021,ITI,1,1
2021,NUTS,2021,ITI4,2,1
2021,NUTS,2021,ITI43,3,1
2021,NUTS,2021,UK,0,18
2021,NUTS,2021,UKD,1,1
2021,NUTS,2021,UKD3,2,1
2021,NUTS,2021,UKD34,3,1
2021,NUTS,2021,UKF,1,1
2021,NUTS,2021,UKF2,2,1
2021,NUTS,2021,UKF21,3,1
2021,NUTS,2021,UKH,1,1
2021,NUTS,2021,UKH1,2,1
2021,NUTS,2021,UKH12,3,1
2021,NUTS,2021,UKI,1,4
2021,NUTS,2021,UKI3,2,3
2021,NUTS,2021,UKI31,3,3
2021,NUTS,2021,UKI7,2,1
2021,NUTS,2021,UKI73,3,1
2021,NUTS,2021,UKJ,1,3
2021,NUTS,2021,UKJ1,2,3
2021,NUTS,2021,UKJ14,3,3
2021,NUTS,2021,UKL,1,2
2021,NUTS,2021,UKL1,2,1
2021,NUTS,2021,UKL18,3,1
2021,NUTS,2021,UKL2,2,1
2021,NUTS,2021,UKL21,3,1
2021,NUTS,2021,UKM,1,6
2021,NUTS,2021,UKM7,2,2
2021,NUTS,2021,UKM72,3,1
2021,NUTS,2021,UKM75,3,1
2021,NUTS,2021,UKM8,2,3
2021,NUTS,2021,UKM82,3,3
2021,NUTS,2021,UKM9,2,1
2021,NUTS,2021,UKM93,3,1
