year,region_type,region_year_spec,region_id,region_level,genetic_analysis_count
2020,NUTS,2016,DE91,2,4
2020,NUTS,2016,DE911,3,2
2020,NUTS,2016,DE91C,3,2
2020,NUTS,2016,DEA,1,9
2020,NUTS,2016,DEA2,2,8
2020,NUTS,2016,DEA22,3,4
2020,NUTS,2016,DEA23,3,3
2020,NUTS,2016,DEA26,3,1
2020,NUTS,2016,DEA3,2,1
2020,NUTS,2016,DEA33,3,1
2020,NUTS,2016,DED,1,3
2020,NUTS,2016,DED4,2,3
2020,NUTS,2016,DED41,3,3
2020,NUTS,2016,DEE,1,3
2020,NUTS,2016,DEE0,2,3
2020,NUTS,2016,DEE02,3,1
2020,NUTS,2016,DEE03,3,2
2020,NUTS,2016,DK,0,8
2020,NUTS,2016,DK0,1,8
2020,NUTS,2016,DK01,2,8
2020,NUTS,2016,DK011,3,4
2020,NUTS,2016,DK012,3,4
2020,NUTS,2016,EE,0,3
2020,NUTS,2016,EE0,1,3
2020,NUTS,2016,EE00,2,3
2020,NUTS,2016,EE001,3,1
2020,NUTS,2016,EE008,3,2
2020,NUTS,2016,EL,0,6
2020,NUTS,2016,EL3,1,3
2020,NUTS,2016,EL30,2,3
2020,NUTS,2016,EL303,3,3
2020,NUTS,2016,EL4,1,2
2020,NUTS,2016,EL43,2,2
2020,NUTS,2016,EL431,3,1
2020,NUTS,2016,EL433,3,1
2020,NUTS,2016,EL6,1,1
2020,NUTS,2016,EL63,2,1
2020,NUTS,2016,EL632,3,1
2020,NUTS,2016,ES,0,19
2020,NUTS,2016,ES2,1,5
2020,NUTS,2016,ES21,2,4
2020,NUTS,2016,ES213,3,4
2020,NUTS,2016,ES23,2,1
2020,NUTS,2016,ES230,3,1
2020,NUTS,2016,ES3,1,9
2020,NUTS,2016,ES30,2,9
2020,NUTS,2016,ES300,3,9
2020,NUTS,2016,ES5,1,4
2020,NUTS,2016,ES51,2,3
2020,NUTS,2016,ES511,3,3
2020,NUTS,2016,ES52,2,1
2020,NUTS,2016,ES523,3,1
2020,NUTS,2016,ES6,1,1
2020,NUTS,2016,ES62,2,1
2020,NUTS,2016,ES620,3,1
2020,NUTS,2016,FI,0,1
2020,NUTS,2016,FI1,1,1
2020,NUTS,2016,FI1B,2,1
2020,NUTS,2016,FI1B1,3,1
2020,NUTS,2016,FR,0,18
2020,NUTS,2016,FR1,1,9
2020,NUTS,2016,FR10,2,9
2020,NUTS,2016,FR101,3,5
2020,NUTS,2016,FR104,3,4
2020,NUTS,2016,FRB,1,1
2020,NUTS,2016,FRB0,2,1
2020,NUTS,2016,FRB04,3,1
2020,NUTS,2016,FRE,1,1
2020,NUTS,2016,FRE1,2,1
2020,NUTS,2016,FRE11,3,1
2020,NUTS,2016,FRF,1,2
2020,NUTS,2016,FRF1,2,1
2020,NUTS,2016,FRF11,3,1
2020,NUTS,2016,FRF3,2,1
2020,NUTS,2016,FRF31,3,1
2020,NUTS,2016,FRG,1,2
2020,NUTS,2016,FRG0,2,2
2020,NUTS,2016,FRG01,3,1
2020,NUTS,2016,FRG04,3,1
2020,NUTS,2016,FRJ,1,1
2020,NUTS,2016,FRJ1,2,1
2020,NUTS,2016,FRJ13,3,1
2020,NUTS,2016,FRL,1,1
2020,NUTS,2016,FRL0,2,1
2020,NUTS,2016,FRL04,3,1
2020,NUTS,2016,FRY,1,1
2020,NUTS,2016,FRY4,2,1
2020,NUTS,2016,FRY40,3,1
2020,NUTS,2016,HU,0,1
2020,NUTS,2016,HU1,1,1
2020,NUTS,2016,HU11,2,1
2020,NUTS,2016,HU110,3,1
2020,NUTS,2016,IE,0,3
2020,NUTS,2016,IE0,1,3
2020,NUTS,2016,IE05,2,1
2020,NUTS,2016,IE051,3,1
2020,NUTS,2016,IE06,2,2
2020,NUTS,2016,IE061,3,1
2020,NUTS,2016,IE062,3,1
2020,NUTS,2016,IT,0,43
2020,NUTS,2016,ITC,1,9
2020,NUTS,2016,ITC1,2,2
2020,NUTS,2016,ITC11,3,2
2020,NUTS,2016,ITC4,2,7
2020,NUTS,2016,ITC48,3,2
2020,NUTS,2016,ITC4C,3,5
2020,NUTS,2016,ITF,1,3
2020,NUTS,2016,ITF3,2,1
2020,NUTS,2016,ITF33,3,1
2020,NUTS,2016,ITF4,2,2
2020,NUTS,2016,ITF47,3,2
2020,NUTS,2016,ITG,1,2
2020,NUTS,2016,ITG1,2,2
2020,NUTS,2016,ITG17,3,2
2020,NUTS,2016,ITH,1,13
2020,NUTS,2016,ITH2,2,1
2020,NUTS,2016,ITH20,3,1
2020,NUTS,2016,ITH3,2,5
2020,NUTS,2016,ITH36,3,5
2020,NUTS,2016,ITH4,2,1
2020,NUTS,2016,ITH44,3,1
2020,NUTS,2016,ITH5,2,6
2020,NUTS,2016,ITH55,3,4
2020,NUTS,2016,ITH56,3,2
2020,NUTS,2016,ITI,1,16
2020,NUTS,2016,ITI1,2,7
2020,NUTS,2016,ITI14,3,3
2020,NUTS,2016,ITI19,3,4
2020,NUTS,2016,ITI3,2,1
2020,NUTS,2016,ITI32,3,1
2020,NUTS,2016,ITI4,2,8
2020,NUTS,2016,ITI43,3,8
2020,NUTS,2016,NL,0,21
2020,NUTS,2016,NL1,1,3
2020,NUTS,2016,NL11,2,3
2020,NUTS,2016,NL113,3,3
2020,NUTS,2016,NL2,1,1
2020,NUTS,2016,NL22,2,1
2020,NUTS,2016,NL226,3,1
2020,NUTS,2016,NL3,1,17
2020,NUTS,2016,NL31,2,8
2020,NUTS,2016,NL310,3,8
2020,NUTS,2016,NL32,2,3
2020,NUTS,2016,NL329,3,3
2020,NUTS,2016,NL33,2,6
2020,NUTS,2016,NL337,3,3
2020,NUTS,2016,NL33C,3,3
2020,NUTS,2016,NO,0,3
2020,NUTS,2016,NO0,1,3
2020,NUTS,2016,NO01,2,2
2020,NUTS,2016,NO011,3,1
2020,NUTS,2016,NO012,3,1
2020,NUTS,2016,NO06,2,1
2020,NUTS,2016,NO060,3,1
2020,NUTS,2016,PL,0,5
2020,NUTS,2016,PL2,1,2
2020,NUTS,2016,PL21,2,2
2020,NUTS,2016,PL213,3,2
2020,NUTS,2016,PL9,1,3
2020,NUTS,2016,PL91,2,3
2020,NUTS,2016,PL911,3,3
2020,NUTS,2016,RS,0,1
2020,NUTS,2016,RS1,1,1
2020,NUTS,2016,RS11,2,1
2020,NUTS,2016,RS110,3,1
2020,NUTS,2016,SE,0,9
2020,NUTS,2016,SE1,1,9
2020,NUTS,2016,SE11,2,8
2020,NUTS,2016,SE110,3,8
2020,NUTS,2016,SE12,2,1
2020,NUTS,2016,SE121,3,1
2020,NUTS,2016,SI,0,2
2020,NUTS,2016,SI0,1,2
2020,NUTS,2016,SI04,2,2
2020,NUTS,2016,SI041,3,2
2020,NUTS,2016,TR,0,11
2020,NUTS,2016,TR1,1,2
2020,NUTS,2016,TR10,2,2
2020,NUTS,2016,TR100,3,2
2020,NUTS,2016,TR3,1,7
2020,NUTS,2016,TR31,2,6
2020,NUTS,2016,TR310,3,6
2020,NUTS,2016,TR33,2,1
2020,NUTS,2016,TR332,3,1
2020,NUTS,2016,TR5,1,1
2020,NUTS,2016,TR51,2,1
2020,NUTS,2016,TR510,3,1
2020,NUTS,2016,TR6,1,1
2020,NUTS,2016,TR61,2,1
2020,NUTS,2016,TR611,3,1
2020,NUTS,2016,UK,0,103
2020,NUTS,2016,UKD,1,6
2020,NUTS,2016,UKD3,2,2
2020,NUTS,2016,UKD33,3,2
2020,NUTS,2016,UKD7,2,4
2020,NUTS,2016,UKD72,3,4
2020,NUTS,2016,UKE,1,1
2020,NUTS,2016,UKE3,2,1
2020,NUTS,2016,UKE32,3,1
2020,NUTS,2016,UKF,1,4
2020,NUTS,2016,UKF1,2,3
2020,NUTS,2016,UKF14,3,3
2020,NUTS,2016,UKF2,2,1
2020,NUTS,2016,UKF21,3,1
2020,NUTS,2016,UKG,1,3
2020,NUTS,2016,UKG1,2,1
2020,NUTS,2016,UKG12,3,1
2020,NUTS,2016,UKG2,2,1
2020,NUTS,2016,UKG24,3,1
2020,NUTS,2016,UKG3,2,1
2020,NUTS,2016,UKG31,3,1
2020,NUTS,2016,UKH,1,31
2020,NUTS,2016,UKH1,2,25
2020,NUTS,2016,UKH12,3,24
2020,NUTS,2016,UKH17,3,1
2020,NUTS,2016,UKH2,2,6
2020,NUTS,2016,UKH23,3,5
2020,NUTS,2016,UKH25,3,1
2020,NUTS,2016,UKI,1,18
2020,NUTS,2016,UKI3,2,15
2020,NUTS,2016,UKI31,3,11
2020,NUTS,2016,UKI32,3,1
2020,NUTS,2016,UKI33,3,3
2020,NUTS,2016,UKI4,2,3
2020,NUTS,2016,UKI42,3,3
2020,NUTS,2016,UKJ,1,24
2020,NUTS,2016,UKJ1,2,21
2020,NUTS,2016,UKJ11,3,1
2020,NUTS,2016,UKJ14,3,20
2020,NUTS,2016,UKJ2,2,2
2020,NUTS,2016,UKJ25,3,2
2020,NUTS,2016,UKJ4,2,1
2020,NUTS,2016,UKJ41,3,1
2020,NUTS,2016,UKK,1,4
2020,NUTS,2016,UKK1,2,4
2020,NUTS,2016,UKK11,3,3
2020,NUTS,2016,UKK14,3,1
2020,NUTS,2016,UKL,1,1
2020,NUTS,2016,UKL1,2,1
2020,NUTS,2016,UKL14,3,1
2020,NUTS,2016,UKM,1,11
2020,NUTS,2016,UKM7,2,5
2020,NUTS,2016,UKM75,3,5
2020,NUTS,2016,UKM8,2,6
2020,NUTS,2016,UKM82,3,6
2021,NUTS,2021,AT,0,2
2021,NUTS,2021,AT1,1,1
2021,NUTS,2021,AT13,2,1
2021,NUTS,2021,AT130,3,1
2021,NUTS,2021,AT3,1,1
2021,NUTS,2021,AT33,2,1
2021,NUTS,2021,AT332,3,1
2021,NUTS,2021,BG,0,1
2021,NUTS,2021,BG4,1,1
2021,NUTS,2021,BG41,2,1
2021,NUTS,2021,BG411,3,1
2021,NUTS,2021,CH,0,6
2021,NUTS,2021,CH0,1,6
2021,NUTS,2021,CH01,2,2
2021,NUTS,2021,CH011,3,1
2021,NUTS,2021,CH013,3,1
2021,NUTS,2021,CH02,2,1
2021,NUTS,2021,CH021,3,1
2021,NUTS,2021,CH03,2,2
2021,NUTS,2021,CH031,3,2
2021,NUTS,2021,CH04,2,1
2021,NUTS,2021,CH040,3,1
2021,NUTS,2021,DE,0,13
2021,NUTS,2021,DE1,1,2
2021,NUTS,2021,DE12,2,1
2021,NUTS,2021,DE125,3,1
2021,NUTS,2021,DE13,2,1
2021,NUTS,2021,DE131,3,1
2021,NUTS,2021,DE2,1,2
2021,NUTS,2021,DE21,2,2
2021,NUTS,2021,DE212,3,2
2021,NUTS,2021,DE3,1,2
2021,NUTS,2021,DE30,2,2
2021,NUTS,2021,DE300,3,2
2021,NUTS,2021,DE7,1,2
2021,NUTS,2021,DE71,2,2
2021,NUTS,2021,DE712,3,2
2021,NUTS,2021,DE9,1,2
2021,NUTS,2021,DE91,2,2
2021,NUTS,2021,DE91C,3,2
2021,NUTS,2021,DEA,1,3
2021,NUTS,2021,DEA2,2,3
2021,NUTS,2021,DEA22,3,2
2021,NUTS,2021,DEA23,3,1
2021,NUTS,2021,DK,0,2
2021,NUTS,2021,DK0,1,2
2021,NUTS,2021,DK01,2,2
2021,NUTS,2021,DK011,3,2
2021,NUTS,2021,ES,0,1
2021,NUTS,2021,ES5,1,1
2021,NUTS,2021,ES51,2,1
2021,NUTS,2021,ES511,3,1
2021,NUTS,2021,FR,0,4
2021,NUTS,2021,FR1,1,4
2021,NUTS,2021,FR10,2,4
2021,NUTS,2021,FR101,3,2
2021,NUTS,2021,FR104,3,2
2021,NUTS,2021,IT,0,3
2021,NUTS,2021,ITC,1,1
2021,NUTS,2021,ITC4,2,1
2021,NUTS,2021,ITC4C,3,1
2021,NUTS,2021,ITF,1,1
2021,NUTS,2021,ITF4,2,1
2021,NUTS,2021,ITF45,3,1
2021,NUTS,2021,ITH,1,1
2021,NUTS,2021,ITH2,2,1
2021,NUTS,2021,ITH20,3,1
2021,NUTS,2021,NL,0,7
2021,NUTS,2021,NL1,1,1
2021,NUTS,2021,NL11,2,1
2021,NUTS,2021,NL113,3,1
2021,NUTS,2021,NL2,1,1
2021,NUTS,2021,NL22,2,1
2021,NUTS,2021,NL226,3,1
2021,NUTS,2021,NL3,1,5
2021,NUTS,2021,NL32,2,4
2021,NUTS,2021,NL329,3,4
2021,NUTS,2021,NL33,2,1
2021,NUTS,2021,NL33C,3,1
2021,NUTS,2021,PL,0,1
2021,NUTS,2021,PL9,1,1
2021,NUTS,2021,PL91,2,1
2021,NUTS,2021,PL911,3,1
2021,NUTS,2021,SE,0,1
2021,NUTS,2021,SE1,1,1
2021,NUTS,2021,SE11,2,1
2021,NUTS,2021,SE110,3,1
2021,NUTS,2021,TR,0,3
2021,NUTS,2021,TR1,1,1
2021,NUTS,2021,TR10,2,1
2021,NUTS,2021,TR100,3,1
2021,NUTS,2021,TR3,1,2
2021,NUTS,2021,TR31,2,2
2021,NUTS,2021,TR310,3,2
2021,NUTS,2021,UK,0,20
2021,NUTS,2021,UKD,1,2
2021,NUTS,2021,UKD3,2,1
2021,NUTS,2021,UKD34,3,1
2021,NUTS,2021,UKD7,2,1
2021,NUTS,2021,UKD72,3,1
2021,NUTS,2021,UKH,1,3
2021,NUTS,2021,UKH1,2,3
2021,NUTS,2021,UKH12,3,3
2021,NUTS,2021,UKI,1,10
2021,NUTS,2021,UKI3,2,10
2021,NUTS,2021,UKI31,3,5
2021,NUTS,2021,UKI32,3,4
2021,NUTS,2021,UKI33,3,1
2021,NUTS,2021,UKJ,1,2
2021,NUTS,2021,UKJ1,2,2
2021,NUTS,2021,UKJ14,3,2
2021,NUTS,2021,UKM,1,3
2021,NUTS,2021,UKM7,2,1
2021,NUTS,2021,UKM75,3,1
2021,NUTS,2021,UKM8,2,2
2021,NUTS,2021,UKM82,3,2
