year,region_type,region_year_spec,region_id,region_level,antibodies_count
2020,NUTS,2016,DEA51,3,3
2020,NUTS,2016,DEC,1,2
2020,NUTS,2016,DEC0,2,2
2020,NUTS,2016,DEC01,3,2
2020,NUTS,2016,DED,1,1
2020,NUTS,2016,DED4,2,1
2020,NUTS,2016,DED41,3,1
2020,NUTS,2016,DK,0,5
2020,NUTS,2016,DK0,1,5
2020,NUTS,2016,DK01,2,3
2020,NUTS,2016,DK011,3,2
2020,NUTS,2016,DK012,3,1
2020,NUTS,2016,DK04,2,2
2020,NUTS,2016,DK042,3,2
2020,NUTS,2016,EL,0,2
2020,NUTS,2016,EL5,1,1
2020,NUTS,2016,EL52,2,1
2020,NUTS,2016,EL522,3,1
2020,NUTS,2016,EL6,1,1
2020,NUTS,2016,EL63,2,1
2020,NUTS,2016,EL632,3,1
2020,NUTS,2016,ES,0,17
2020,NUTS,2016,ES2,1,2
2020,NUTS,2016,ES22,2,2
2020,NUTS,2016,ES220,3,2
2020,NUTS,2016,ES3,1,9
2020,NUTS,2016,ES30,2,9
2020,NUTS,2016,ES300,3,9
2020,NUTS,2016,ES5,1,6
2020,NUTS,2016,ES51,2,4
2020,NUTS,2016,ES511,3,4
2020,NUTS,2016,ES52,2,2
2020,NUTS,2016,ES523,3,2
2020,NUTS,2016,FI,0,2
2020,NUTS,2016,FI1,1,2
2020,NUTS,2016,FI1B,2,2
2020,NUTS,2016,FI1B1,3,2
2020,NUTS,2016,FR,0,12
2020,NUTS,2016,FR1,1,7
2020,NUTS,2016,FR10,2,7
2020,NUTS,2016,FR101,3,3
2020,NUTS,2016,FR104,3,4
2020,NUTS,2016,FRB,1,1
2020,NUTS,2016,FRB0,2,1
2020,NUTS,2016,FRB04,3,1
2020,NUTS,2016,FRE,1,1
2020,NUTS,2016,FRE2,2,1
2020,NUTS,2016,FRE23,3,1
2020,NUTS,2016,FRF,1,1
2020,NUTS,2016,FRF1,2,1
2020,NUTS,2016,FRF11,3,1
2020,NUTS,2016,FRL,1,1
2020,NUTS,2016,FRL0,2,1
2020,NUTS,2016,FRL04,3,1
2020,NUTS,2016,FRY,1,1
2020,NUTS,2016,FRY4,2,1
2020,NUTS,2016,FRY40,3,1
2020,NUTS,2016,IS,0,3
2020,NUTS,2016,IS0,1,3
2020,NUTS,2016,IS00,2,3
2020,NUTS,2016,IS001,3,3
2020,NUTS,2016,IT,0,18
2020,NUTS,2016,ITC,1,10
2020,NUTS,2016,ITC4,2,10
2020,NUTS,2016,ITC47,3,1
2020,NUTS,2016,ITC48,3,1
2020,NUTS,2016,ITC4C,3,8
2020,NUTS,2016,ITH,1,3
2020,NUTS,2016,ITH3,2,2
2020,NUTS,2016,ITH35,3,1
2020,NUTS,2016,ITH36,3,1
2020,NUTS,2016,ITH5,2,1
2020,NUTS,2016,ITH55,3,1
2020,NUTS,2016,ITI,1,5
2020,NUTS,2016,ITI1,2,2
2020,NUTS,2016,ITI19,3,2
2020,NUTS,2016,ITI4,2,3
2020,NUTS,2016,ITI43,3,3
2020,NUTS,2016,NL,0,13
2020,NUTS,2016,NL2,1,1
2020,NUTS,2016,NL22,2,1
2020,NUTS,2016,NL226,3,1
2020,NUTS,2016,NL3,1,10
2020,NUTS,2016,NL31,2,4
2020,NUTS,2016,NL310,3,4
2020,NUTS,2016,NL32,2,1
2020,NUTS,2016,NL329,3,1
2020,NUTS,2016,NL33,2,5
2020,NUTS,2016,NL33C,3,5
2020,NUTS,2016,NL4,1,2
2020,NUTS,2016,NL41,2,2
2020,NUTS,2016,NL414,3,2
2020,NUTS,2016,SE,0,18
2020,NUTS,2016,SE1,1,13
2020,NUTS,2016,SE11,2,13
2020,NUTS,2016,SE110,3,13
2020,NUTS,2016,SE2,1,3
2020,NUTS,2016,SE22,2,1
2020,NUTS,2016,SE224,3,1
2020,NUTS,2016,SE23,2,2
2020,NUTS,2016,SE232,3,2
2020,NUTS,2016,SE3,1,2
2020,NUTS,2016,SE33,2,2
2020,NUTS,2016,SE331,3,2
2020,NUTS,2016,UK,0,85
2020,NUTS,2016,UKD,1,10
2020,NUTS,2016,UKD3,2,4
2020,NUTS,2016,UKD33,3,4
2020,NUTS,2016,UKD7,2,6
2020,NUTS,2016,UKD72,3,6
2020,NUTS,2016,UKE,1,4
2020,NUTS,2016,UKE2,2,1
2020,NUTS,2016,UKE21,3,1
2020,NUTS,2016,UKE3,2,3
2020,NUTS,2016,UKE32,3,3
2020,NUTS,2016,UKF,1,3
2020,NUTS,2016,UKF1,2,3
2020,NUTS,2016,UKF14,3,2
2020,NUTS,2016,UKF16,3,1
2020,NUTS,2016,UKG,1,5
2020,NUTS,2016,UKG1,2,1
2020,NUTS,2016,UKG13,3,1
2020,NUTS,2016,UKG3,2,4
2020,NUTS,2016,UKG31,3,4
2020,NUTS,2016,UKH,1,11
2020,NUTS,2016,UKH1,2,3
2020,NUTS,2016,UKH12,3,3
2020,NUTS,2016,UKH2,2,8
2020,NUTS,2016,UKH23,3,8
2020,NUTS,2016,UKI,1,24
2020,NUTS,2016,UKI3,2,22
2020,NUTS,2016,UKI31,3,11
2020,NUTS,2016,UKI32,3,2
2020,NUTS,2016,UKI33,3,7
2020,NUTS,2016,UKI34,3,2
2020,NUTS,2016,UKI4,2,2
2020,NUTS,2016,UKI42,3,2
2020,NUTS,2016,UKJ,1,18
2020,NUTS,2016,UKJ1,2,12
2020,NUTS,2016,UKJ11,3,1
2020,NUTS,2016,UKJ14,3,11
2020,NUTS,2016,UKJ2,2,1
2020,NUTS,2016,UKJ27,3,1
2020,NUTS,2016,UKJ3,2,1
2020,NUTS,2016,UKJ32,3,1
2020,NUTS,2016,UKJ4,2,4
2020,NUTS,2016,UKJ41,3,2
2020,NUTS,2016,UKJ44,3,2
2020,NUTS,2016,UKL,1,2
2020,NUTS,2016,UKL2,2,2
2020,NUTS,2016,UKL22,3,2
2020,NUTS,2016,UKM,1,8
2020,NUTS,2016,UKM7,2,7
2020,NUTS,2016,UKM71,3,1
2020,NUTS,2016,UKM75,3,6
2020,NUTS,2016,UKM8,2,1
2020,NUTS,2016,UKM84,3,1
2021,NUTS,2021,AT,0,6
2021,NUTS,2021,AT1,1,4
2021,NUTS,2021,AT12,2,1
2021,NUTS,2021,AT127,3,1
2021,NUTS,2021,AT13,2,3
2021,NUTS,2021,AT130,3,3
2021,NUTS,2021,AT3,1,2
2021,NUTS,2021,AT33,2,2
2021,NUTS,2021,AT332,3,2
2021,NUTS,2021,CH,0,1
2021,NUTS,2021,CH0,1,1
2021,NUTS,2021,CH04,2,1
2021,NUTS,2021,CH040,3,1
2021,NUTS,2021,CY,0,1
2021,NUTS,2021,CY0,1,1
2021,NUTS,2021,CY00,2,1
2021,NUTS,2021,CY000,3,1
2021,NUTS,2021,DE,0,5
2021,NUTS,2021,DE1,1,2
2021,NUTS,2021,DE14,2,2
2021,NUTS,2021,DE142,3,2
2021,NUTS,2021,DE6,1,1
2021,NUTS,2021,DE60,2,1
2021,NUTS,2021,DE600,3,1
2021,NUTS,2021,DEA,1,2
2021,NUTS,2021,DEA2,2,2
2021,NUTS,2021,DEA23,3,2
2021,NUTS,2021,DK,0,1
2021,NUTS,2021,DK0,1,1
2021,NUTS,2021,DK01,2,1
2021,NUTS,2021,DK011,3,1
2021,NUTS,2021,ES,0,2
2021,NUTS,2021,ES5,1,2
2021,NUTS,2021,ES51,2,1
2021,NUTS,2021,ES511,3,1
2021,NUTS,2021,ES52,2,1
2021,NUTS,2021,ES523,3,1
2021,NUTS,2021,FI,0,1
2021,NUTS,2021,FI1,1,1
2021,NUTS,2021,FI1B,2,1
2021,NUTS,2021,FI1B1,3,1
2021,NUTS,2021,IE,0,1
2021,NUTS,2021,IE0,1,1
2021,NUTS,2021,IE06,2,1
2021,NUTS,2021,IE061,3,1
2021,NUTS,2021,NL,0,4
2021,NUTS,2021,NL2,1,1
2021,NUTS,2021,NL22,2,1
2021,NUTS,2021,NL226,3,1
2021,NUTS,2021,NL3,1,3
2021,NUTS,2021,NL31,2,2
2021,NUTS,2021,NL310,3,2
2021,NUTS,2021,NL32,2,1
2021,NUTS,2021,NL329,3,1
2021,NUTS,2021,SE,0,5
2021,NUTS,2021,SE1,1,5
2021,NUTS,2021,SE11,2,4
2021,NUTS,2021,SE110,3,4
2021,NUTS,2021,SE12,2,1
2021,NUTS,2021,SE121,3,1
2021,NUTS,2021,UK,0,4
2021,NUTS,2021,UKG,1,1
2021,NUTS,2021,UKG3,2,1
2021,NUTS,2021,UKG31,3,1
2021,NUTS,2021,UKH,1,1
2021,NUTS,2021,UKH1,2,1
2021,NUTS,2021,UKH12,3,1
2021,NUTS,2021,UKI,1,1
2021,NUTS,2021,UKI3,2,1
2021,NUTS,2021,UKI33,3,1
2021,NUTS,2021,UKJ,1,1
2021,NUTS,2021,UKJ1,2,1
2021,NUTS,2021,UKJ14,3,1
