year,region_type,region_year_spec,region_id,region_level,mental_health_count
2020,NUTS,2016,UKC2,2,1
2020,NUTS,2016,UKC22,3,1
2020,NUTS,2016,UKD,1,14
2020,NUTS,2016,UKD3,2,4
2020,NUTS,2016,UKD33,3,3
2020,NUTS,2016,UKD35,3,1
2020,NUTS,2016,UKD4,2,3
2020,NUTS,2016,UKD42,3,1
2020,NUTS,2016,UKD44,3,2
2020,NUTS,2016,UKD7,2,7
2020,NUTS,2016,UKD72,3,7
2020,NUTS,2016,UKE,1,10
2020,NUTS,2016,UKE2,2,4
2020,NUTS,2016,UKE21,3,4
2020,NUTS,2016,UKE3,2,4
2020,NUTS,2016,UKE32,3,4
2020,NUTS,2016,UKE4,2,2
2020,NUTS,2016,UKE42,3,1
2020,NUTS,2016,UKE44,3,1
2020,NUTS,2016,UKF,1,16
2020,NUTS,2016,UKF1,2,10
2020,NUTS,2016,UKF14,3,8
2020,NUTS,2016,UKF15,3,1
2020,NUTS,2016,UKF16,3,1
2020,NUTS,2016,UKF2,2,6
2020,NUTS,2016,UKF21,3,4
2020,NUTS,2016,UKF22,3,2
2020,NUTS,2016,UKG,1,16
2020,NUTS,2016,UKG1,2,4
2020,NUTS,2016,UKG12,3,1
2020,NUTS,2016,UKG13,3,3
2020,NUTS,2016,UKG2,2,3
2020,NUTS,2016,UKG23,3,1
2020,NUTS,2016,UKG24,3,2
2020,NUTS,2016,UKG3,2,9
2020,NUTS,2016,UKG31,3,9
2020,NUTS,2016,UKH,1,31
2020,NUTS,2016,UKH1,2,15
2020,NUTS,2016,UKH12,3,13
2020,NUTS,2016,UKH17,3,2
2020,NUTS,2016,UKH2,2,13
2020,NUTS,2016,UKH21,3,1
2020,NUTS,2016,UKH23,3,12
2020,NUTS,2016,UKH3,2,3
2020,NUTS,2016,UKH34,3,2
2020,NUTS,2016,UKH35,3,1
2020,NUTS,2016,UKI,1,101
2020,NUTS,2016,UKI3,2,95
2020,NUTS,2016,UKI31,3,32
2020,NUTS,2016,UKI32,3,42
2020,NUTS,2016,UKI33,3,19
2020,NUTS,2016,UKI34,3,2
2020,NUTS,2016,UKI4,2,5
2020,NUTS,2016,UKI42,3,3
2020,NUTS,2016,UKI43,3,1
2020,NUTS,2016,UKI44,3,1
2020,NUTS,2016,UKI7,2,1
2020,NUTS,2016,UKI74,3,1
2020,NUTS,2016,UKJ,1,38
2020,NUTS,2016,UKJ1,2,21
2020,NUTS,2016,UKJ11,3,1
2020,NUTS,2016,UKJ14,3,20
2020,NUTS,2016,UKJ2,2,7
2020,NUTS,2016,UKJ22,3,7
2020,NUTS,2016,UKJ3,2,7
2020,NUTS,2016,UKJ32,3,4
2020,NUTS,2016,UKJ36,3,1
2020,NUTS,2016,UKJ37,3,2
2020,NUTS,2016,UKJ4,2,3
2020,NUTS,2016,UKJ44,3,3
2020,NUTS,2016,UKK,1,13
2020,NUTS,2016,UKK1,2,9
2020,NUTS,2016,UKK11,3,8
2020,NUTS,2016,UKK12,3,1
2020,NUTS,2016,UKK2,2,1
2020,NUTS,2016,UKK21,3,1
2020,NUTS,2016,UKK3,2,1
2020,NUTS,2016,UKK30,3,1
2020,NUTS,2016,UKK4,2,2
2020,NUTS,2016,UKK43,3,2
2020,NUTS,2016,UKL,1,6
2020,NUTS,2016,UKL1,2,4
2020,NUTS,2016,UKL12,3,1
2020,NUTS,2016,UKL18,3,3
2020,NUTS,2016,UKL2,2,2
2020,NUTS,2016,UKL22,3,2
2020,NUTS,2016,UKM,1,12
2020,NUTS,2016,UKM7,2,5
2020,NUTS,2016,UKM75,3,5
2020,NUTS,2016,UKM8,2,7
2020,NUTS,2016,UKM82,3,7
2021,NUTS,2021,CH,0,1
2021,NUTS,2021,CH0,1,1
2021,NUTS,2021,CH04,2,1
2021,NUTS,2021,CH040,3,1
2021,NUTS,2021,CY,0,1
2021,NUTS,2021,CY0,1,1
2021,NUTS,2021,CY00,2,1
2021,NUTS,2021,CY000,3,1
2021,NUTS,2021,CZ,0,2
2021,NUTS,2021,CZ0,1,2
2021,NUTS,2021,CZ06,2,1
2021,NUTS,2021,CZ064,3,1
2021,NUTS,2021,CZ08,2,1
2021,NUTS,2021,CZ080,3,1
2021,NUTS,2021,DE,0,5
2021,NUTS,2021,DE2,1,2
2021,NUTS,2021,DE21,2,2
2021,NUTS,2021,DE212,3,2
2021,NUTS,2021,DEA,1,2
2021,NUTS,2021,DEA4,2,2
2021,NUTS,2021,DEA41,3,2
2021,NUTS,2021,DED,1,1
2021,NUTS,2021,DED4,2,1
2021,NUTS,2021,DED41,3,1
2021,NUTS,2021,DK,0,1
2021,NUTS,2021,DK0,1,1
2021,NUTS,2021,DK03,2,1
2021,NUTS,2021,DK031,3,1
2021,NUTS,2021,EL,0,2
2021,NUTS,2021,EL3,1,1
2021,NUTS,2021,EL30,2,1
2021,NUTS,2021,EL303,3,1
2021,NUTS,2021,EL4,1,1
2021,NUTS,2021,EL41,2,1
2021,NUTS,2021,EL411,3,1
2021,NUTS,2021,ES,0,1
2021,NUTS,2021,ES4,1,1
2021,NUTS,2021,ES42,2,1
2021,NUTS,2021,ES421,3,1
2021,NUTS,2021,IT,0,2
2021,NUTS,2021,ITF,1,1
2021,NUTS,2021,ITF1,2,1
2021,NUTS,2021,ITF11,3,1
2021,NUTS,2021,ITH,1,1
2021,NUTS,2021,ITH5,2,1
2021,NUTS,2021,ITH54,3,1
2021,NUTS,2021,LV,0,1
2021,NUTS,2021,LV0,1,1
2021,NUTS,2021,LV00,2,1
2021,NUTS,2021,LV006,3,1
2021,NUTS,2021,ME,0,1
2021,NUTS,2021,ME0,1,1
2021,NUTS,2021,ME00,2,1
2021,NUTS,2021,ME000,3,1
2021,NUTS,2021,NL,0,4
2021,NUTS,2021,NL3,1,4
2021,NUTS,2021,NL31,2,1
2021,NUTS,2021,NL310,3,1
2021,NUTS,2021,NL32,2,2
2021,NUTS,2021,NL329,3,2
2021,NUTS,2021,NL33,2,1
2021,NUTS,2021,NL33C,3,1
2021,NUTS,2021,SE,0,1
2021,NUTS,2021,SE1,1,1
2021,NUTS,2021,SE11,2,1
2021,NUTS,2021,SE110,3,1
2021,NUTS,2021,UK,0,60
2021,NUTS,2021,UKC,1,2
2021,NUTS,2021,UKC1,2,1
2021,NUTS,2021,UKC14,3,1
2021,NUTS,2021,UKC2,2,1
2021,NUTS,2021,UKC22,3,1
2021,NUTS,2021,UKD,1,1
2021,NUTS,2021,UKD4,2,1
2021,NUTS,2021,UKD44,3,1
2021,NUTS,2021,UKE,1,10
2021,NUTS,2021,UKE1,2,1
2021,NUTS,2021,UKE11,3,1
2021,NUTS,2021,UKE2,2,1
2021,NUTS,2021,UKE21,3,1
2021,NUTS,2021,UKE3,2,5
2021,NUTS,2021,UKE32,3,5
2021,NUTS,2021,UKE4,2,3
2021,NUTS,2021,UKE41,3,2
2021,NUTS,2021,UKE42,3,1
2021,NUTS,2021,UKF,1,6
2021,NUTS,2021,UKF1,2,1
2021,NUTS,2021,UKF14,3,1
2021,NUTS,2021,UKF2,2,4
2021,NUTS,2021,UKF21,3,3
2021,NUTS,2021,UKF22,3,1
2021,NUTS,2021,UKF3,2,1
2021,NUTS,2021,UKF30,3,1
2021,NUTS,2021,UKG,1,1
2021,NUTS,2021,UKG3,2,1
2021,NUTS,2021,UKG31,3,1
2021,NUTS,2021,UKH,1,5
2021,NUTS,2021,UKH1,2,3
2021,NUTS,2021,UKH11,3,1
2021,NUTS,2021,UKH12,3,2
2021,NUTS,2021,UKH3,2,2
2021,NUTS,2021,UKH34,3,2
2021,NUTS,2021,UKI,1,10
2021,NUTS,2021,UKI3,2,8
2021,NUTS,2021,UKI31,3,3
2021,NUTS,2021,UKI32,3,2
2021,NUTS,2021,UKI33,3,2
2021,NUTS,2021,UKI34,3,1
2021,NUTS,2021,UKI4,2,2
2021,NUTS,2021,UKI42,3,1
2021,NUTS,2021,UKI44,3,1
2021,NUTS,2021,UKJ,1,9
2021,NUTS,2021,UKJ1,2,5
2021,NUTS,2021,UKJ14,3,5
2021,NUTS,2021,UKJ2,2,1
2021,NUTS,2021,UKJ22,3,1
2021,NUTS,2021,UKJ3,2,2
2021,NUTS,2021,UKJ32,3,2
2021,NUTS,2021,UKJ4,2,1
2021,NUTS,2021,UKJ45,3,1
2021,NUTS,2021,UKK,1,6
2021,NUTS,2021,UKK1,2,5
2021,NUTS,2021,UKK11,3,3
2021,NUTS,2021,UKK12,3,1
2021,NUTS,2021,UKK15,3,1
2021,NUTS,2021,UKK4,2,1
2021,NUTS,2021,UKK41,3,1
2021,NUTS,2021,UKL,1,1
2021,NUTS,2021,UKL1,2,1
2021,NUTS,2021,UKL18,3,1
2021,NUTS,2021,UKM,1,7
2021,NUTS,2021,UKM7,2,4
2021,NUTS,2021,UKM72,3,1
2021,NUTS,2021,UKM75,3,2
2021,NUTS,2021,UKM77,3,1
2021,NUTS,2021,UKM8,2,3
2021,NUTS,2021,UKM82,3,3
2021,NUTS,2021,UKN,1,2
2021,NUTS,2021,UKN0,2,2
2021,NUTS,2021,UKN06,3,2
