year,region_type,region_year_spec,region_id,region_level,patient_impact_count
2020,NUTS,2016,IE0,1,2
2020,NUTS,2016,IE04,2,1
2020,NUTS,2016,IE042,3,1
2020,NUTS,2016,IE05,2,1
2020,NUTS,2016,IE053,3,1
2020,NUTS,2016,IS,0,1
2020,NUTS,2016,IS0,1,1
2020,NUTS,2016,IS00,2,1
2020,NUTS,2016,IS001,3,1
2020,NUTS,2016,IT,0,22
2020,NUTS,2016,ITC,1,11
2020,NUTS,2016,ITC1,2,1
2020,NUTS,2016,ITC11,3,1
2020,NUTS,2016,ITC4,2,10
2020,NUTS,2016,ITC46,3,1
2020,NUTS,2016,ITC47,3,2
2020,NUTS,2016,ITC48,3,3
2020,NUTS,2016,ITC4C,3,4
2020,NUTS,2016,ITG,1,1
2020,NUTS,2016,ITG1,2,1
2020,NUTS,2016,ITG13,3,1
2020,NUTS,2016,ITH,1,5
2020,NUTS,2016,ITH3,2,2
2020,NUTS,2016,ITH31,3,2
2020,NUTS,2016,ITH5,2,3
2020,NUTS,2016,ITH54,3,1
2020,NUTS,2016,ITH55,3,2
2020,NUTS,2016,ITI,1,5
2020,NUTS,2016,ITI1,2,3
2020,NUTS,2016,ITI14,3,2
2020,NUTS,2016,ITI19,3,1
2020,NUTS,2016,ITI4,2,2
2020,NUTS,2016,ITI43,3,2
2020,NUTS,2016,LV,0,1
2020,NUTS,2016,LV0,1,1
2020,NUTS,2016,LV00,2,1
2020,NUTS,2016,LV006,3,1
2020,NUTS,2016,NL,0,13
2020,NUTS,2016,NL1,1,1
2020,NUTS,2016,NL11,2,1
2020,NUTS,2016,NL113,3,1
2020,NUTS,2016,NL3,1,12
2020,NUTS,2016,NL31,2,4
2020,NUTS,2016,NL310,3,4
2020,NUTS,2016,NL32,2,1
2020,NUTS,2016,NL329,3,1
2020,NUTS,2016,NL33,2,7
2020,NUTS,2016,NL337,3,3
2020,NUTS,2016,NL33C,3,4
2020,NUTS,2016,NO,0,6
2020,NUTS,2016,NO0,1,6
2020,NUTS,2016,NO01,2,3
2020,NUTS,2016,NO011,3,3
2020,NUTS,2016,NO03,2,1
2020,NUTS,2016,NO032,3,1
2020,NUTS,2016,NO05,2,1
2020,NUTS,2016,NO051,3,1
2020,NUTS,2016,NO06,2,1
2020,NUTS,2016,NO060,3,1
2020,NUTS,2016,PT,0,5
2020,NUTS,2016,PT1,1,5
2020,NUTS,2016,PT11,2,3
2020,NUTS,2016,PT11A,3,3
2020,NUTS,2016,PT17,2,2
2020,NUTS,2016,PT170,3,2
2020,NUTS,2016,SE,0,17
2020,NUTS,2016,SE1,1,10
2020,NUTS,2016,SE11,2,10
2020,NUTS,2016,SE110,3,10
2020,NUTS,2016,SE2,1,7
2020,NUTS,2016,SE22,2,2
2020,NUTS,2016,SE224,3,2
2020,NUTS,2016,SE23,2,5
2020,NUTS,2016,SE232,3,5
2020,NUTS,2016,TR,0,6
2020,NUTS,2016,TR1,1,3
2020,NUTS,2016,TR10,2,3
2020,NUTS,2016,TR100,3,3
2020,NUTS,2016,TR4,1,1
2020,NUTS,2016,TR42,2,1
2020,NUTS,2016,TR423,3,1
2020,NUTS,2016,TR5,1,1
2020,NUTS,2016,TR51,2,1
2020,NUTS,2016,TR510,3,1
2020,NUTS,2016,TR8,1,1
2020,NUTS,2016,TR83,2,1
2020,NUTS,2016,TR834,3,1
2020,NUTS,2016,UK,0,140
2020,NUTS,2016,UKC,1,3
2020,NUTS,2016,UKC1,2,1
2020,NUTS,2016,UKC14,3,1
2020,NUTS,2016,UKC2,2,2
2020,NUTS,2016,UKC22,3,2
2020,NUTS,2016,UKD,1,10
2020,NUTS,2016,UKD3,2,5
2020,NUTS,2016,UKD33,3,4
2020,NUTS,2016,UKD34,3,1
2020,NUTS,2016,UKD4,2,1
2020,NUTS,2016,UKD45,3,1
2020,NUTS,2016,UKD7,2,4
2020,NUTS,2016,UKD72,3,4
2020,NUTS,2016,UKE,1,8
2020,NUTS,2016,UKE1,2,1
2020,NUTS,2016,UKE11,3,1
2020,NUTS,2016,UKE2,2,1
2020,NUTS,2016,UKE21,3,1
2020,NUTS,2016,UKE3,2,1
2020,NUTS,2016,UKE32,3,1
2020,NUTS,2016,UKE4,2,5
2020,NUTS,2016,UKE42,3,5
2020,NUTS,2016,UKF,1,8
2020,NUTS,2016,UKF1,2,5
2020,NUTS,2016,UKF14,3,4
2020,NUTS,2016,UKF16,3,1
2020,NUTS,2016,UKF2,2,3
2020,NUTS,2016,UKF21,3,3
2020,NUTS,2016,UKG,1,9
2020,NUTS,2016,UKG1,2,1
2020,NUTS,2016,UKG13,3,1
2020,NUTS,2016,UKG2,2,4
2020,NUTS,2016,UKG24,3,4
2020,NUTS,2016,UKG3,2,4
2020,NUTS,2016,UKG31,3,4
2020,NUTS,2016,UKH,1,9
2020,NUTS,2016,UKH1,2,6
2020,NUTS,2016,UKH12,3,6
2020,NUTS,2016,UKH2,2,1
2020,NUTS,2016,UKH23,3,1
2020,NUTS,2016,UKH3,2,2
2020,NUTS,2016,UKH31,3,1
2020,NUTS,2016,UKH37,3,1
2020,NUTS,2016,UKI,1,42
2020,NUTS,2016,UKI3,2,36
2020,NUTS,2016,UKI31,3,16
2020,NUTS,2016,UKI32,3,8
2020,NUTS,2016,UKI33,3,9
2020,NUTS,2016,UKI34,3,3
2020,NUTS,2016,UKI4,2,6
2020,NUTS,2016,UKI42,3,5
2020,NUTS,2016,UKI44,3,1
2020,NUTS,2016,UKJ,1,24
2020,NUTS,2016,UKJ1,2,14
2020,NUTS,2016,UKJ11,3,1
2020,NUTS,2016,UKJ14,3,13
2020,NUTS,2016,UKJ2,2,3
2020,NUTS,2016,UKJ22,3,1
2020,NUTS,2016,UKJ25,3,2
2020,NUTS,2016,UKJ3,2,7
2020,NUTS,2016,UKJ32,3,5
2020,NUTS,2016,UKJ36,3,1
2020,NUTS,2016,UKJ37,3,1
2020,NUTS,2016,UKK,1,12
2020,NUTS,2016,UKK1,2,5
2020,NUTS,2016,UKK11,3,5
2020,NUTS,2016,UKK2,2,1
2020,NUTS,2016,UKK21,3,1
2020,NUTS,2016,UKK3,2,1
2020,NUTS,2016,UKK30,3,1
2020,NUTS,2016,UKK4,2,5
2020,NUTS,2016,UKK43,3,5
2020,NUTS,2016,UKL,1,6
2020,NUTS,2016,UKL2,2,6
2020,NUTS,2016,UKL22,3,6
2020,NUTS,2016,UKM,1,9
2020,NUTS,2016,UKM7,2,6
2020,NUTS,2016,UKM73,3,1
2020,NUTS,2016,UKM75,3,5
2020,NUTS,2016,UKM8,2,3
2020,NUTS,2016,UKM82,3,3
2021,NUTS,2021,BG,0,1
2021,NUTS,2021,BG3,1,1
2021,NUTS,2021,BG31,2,1
2021,NUTS,2021,BG314,3,1
2021,NUTS,2021,CH,0,3
2021,NUTS,2021,CH0,1,3
2021,NUTS,2021,CH01,2,3
2021,NUTS,2021,CH011,3,2
2021,NUTS,2021,CH013,3,1
2021,NUTS,2021,DE,0,1
2021,NUTS,2021,DED,1,1
2021,NUTS,2021,DED5,2,1
2021,NUTS,2021,DED51,3,1
2021,NUTS,2021,DK,0,2
2021,NUTS,2021,DK0,1,2
2021,NUTS,2021,DK01,2,2
2021,NUTS,2021,DK011,3,2
2021,NUTS,2021,EL,0,1
2021,NUTS,2021,EL5,1,1
2021,NUTS,2021,EL52,2,1
2021,NUTS,2021,EL522,3,1
2021,NUTS,2021,ES,0,1
2021,NUTS,2021,ES3,1,1
2021,NUTS,2021,ES30,2,1
2021,NUTS,2021,ES300,3,1
2021,NUTS,2021,FI,0,1
2021,NUTS,2021,FI1,1,1
2021,NUTS,2021,FI1B,2,1
2021,NUTS,2021,FI1B1,3,1
2021,NUTS,2021,IT,0,7
2021,NUTS,2021,ITC,1,4
2021,NUTS,2021,ITC1,2,1
2021,NUTS,2021,ITC11,3,1
2021,NUTS,2021,ITC3,2,1
2021,NUTS,2021,ITC33,3,1
2021,NUTS,2021,ITC4,2,2
2021,NUTS,2021,ITC47,3,1
2021,NUTS,2021,ITC4C,3,1
2021,NUTS,2021,ITH,1,2
2021,NUTS,2021,ITH3,2,1
2021,NUTS,2021,ITH36,3,1
2021,NUTS,2021,ITH5,2,1
2021,NUTS,2021,ITH55,3,1
2021,NUTS,2021,ITI,1,1
2021,NUTS,2021,ITI1,2,1
2021,NUTS,2021,ITI14,3,1
2021,NUTS,2021,NL,0,1
2021,NUTS,2021,NL3,1,1
2021,NUTS,2021,NL31,2,1
2021,NUTS,2021,NL310,3,1
2021,NUTS,2021,NO,0,3
2021,NUTS,2021,NO0,1,3
2021,NUTS,2021,NO08,2,2
2021,NUTS,2021,NO081,3,2
2021,NUTS,2021,NO0A,2,1
2021,NUTS,2021,NO0A2,3,1
2021,NUTS,2021,SE,0,5
2021,NUTS,2021,SE1,1,3
2021,NUTS,2021,SE11,2,3
2021,NUTS,2021,SE110,3,3
2021,NUTS,2021,SE2,1,2
2021,NUTS,2021,SE22,2,1
2021,NUTS,2021,SE224,3,1
2021,NUTS,2021,SE23,2,1
2021,NUTS,2021,SE232,3,1
2021,NUTS,2021,UK,0,15
2021,NUTS,2021,UKE,1,2
2021,NUTS,2021,UKE3,2,1
2021,NUTS,2021,UKE32,3,1
2021,NUTS,2021,UKE4,2,1
2021,NUTS,2021,UKE42,3,1
2021,NUTS,2021,UKG,1,1
2021,NUTS,2021,UKG3,2,1
2021,NUTS,2021,UKG31,3,1
2021,NUTS,2021,UKH,1,1
2021,NUTS,2021,UKH1,2,1
2021,NUTS,2021,UKH12,3,1
2021,NUTS,2021,UKI,1,5
2021,NUTS,2021,UKI3,2,5
2021,NUTS,2021,UKI32,3,2
2021,NUTS,2021,UKI33,3,3
2021,NUTS,2021,UKJ,1,4
2021,NUTS,2021,UKJ1,2,4
2021,NUTS,2021,UKJ14,3,4
2021,NUTS,2021,UKL,1,1
2021,NUTS,2021,UKL2,2,1
2021,NUTS,2021,UKL22,3,1
2021,NUTS,2021,UKM,1,1
2021,NUTS,2021,UKM8,2,1
2021,NUTS,2021,UKM82,3,1
