year,region_type,region_year_spec,region_id,region_level,deep_learning_count
2011,NUTS,2010,ITH,1,3
2011,NUTS,2010,ITH3,2,1
2011,NUTS,2010,ITH36,3,1
2011,NUTS,2010,ITH5,2,2
2011,NUTS,2010,ITH55,3,2
2011,NUTS,2010,ITI,1,1
2011,NUTS,2010,ITI1,2,1
2011,NUTS,2010,ITI14,3,1
2011,NUTS,2010,NL,0,2
2011,NUTS,2010,NL2,1,1
2011,NUTS,2010,NL22,2,1
2011,NUTS,2010,NL226,3,1
2011,NUTS,2010,NL3,1,1
2011,NUTS,2010,NL32,2,1
2011,NUTS,2010,NL326,3,1
2011,NUTS,2010,PT,0,2
2011,NUTS,2010,PT1,1,2
2011,NUTS,2010,PT11,2,1
2011,NUTS,2010,PT113,3,1
2011,NUTS,2010,PT17,2,1
2011,NUTS,2010,PT171,3,1
2011,NUTS,2010,RO,0,2
2011,NUTS,2010,RO3,1,2
2011,NUTS,2010,RO32,2,2
2011,NUTS,2010,RO321,3,2
2011,NUTS,2010,SE,0,1
2011,NUTS,2010,SE1,1,1
2011,NUTS,2010,SE12,2,1
2011,NUTS,2010,SE123,3,1
2011,NUTS,2010,UK,0,5
2011,NUTS,2010,UKH,1,1
2011,NUTS,2010,UKH1,2,1
2011,NUTS,2010,UKH12,3,1
2011,NUTS,2010,UKJ,1,1
2011,NUTS,2010,UKJ2,2,1
2011,NUTS,2010,UKJ23,3,1
2011,NUTS,2010,UKK,1,1
2011,NUTS,2010,UKK1,2,1
2011,NUTS,2010,UKK11,3,1
2011,NUTS,2010,UKM,1,2
2011,NUTS,2010,UKM2,2,2
2011,NUTS,2010,UKM25,3,2
2012,NUTS,2010,AT,0,1
2012,NUTS,2010,AT2,1,1
2012,NUTS,2010,AT22,2,1
2012,NUTS,2010,AT221,3,1
2012,NUTS,2010,BE,0,5
2012,NUTS,2010,BE1,1,1
2012,NUTS,2010,BE10,2,1
2012,NUTS,2010,BE100,3,1
2012,NUTS,2010,BE2,1,2
2012,NUTS,2010,BE23,2,2
2012,NUTS,2010,BE234,3,2
2012,NUTS,2010,BE3,1,2
2012,NUTS,2010,BE33,2,2
2012,NUTS,2010,BE332,3,2
2012,NUTS,2010,CH,0,10
2012,NUTS,2010,CH0,1,10
2012,NUTS,2010,CH01,2,5
2012,NUTS,2010,CH011,3,4
2012,NUTS,2010,CH013,3,1
2012,NUTS,2010,CH02,2,3
2012,NUTS,2010,CH021,3,1
2012,NUTS,2010,CH025,3,2
2012,NUTS,2010,CH07,2,2
2012,NUTS,2010,CH070,3,2
2012,NUTS,2010,CZ,0,1
2012,NUTS,2010,CZ0,1,1
2012,NUTS,2010,CZ01,2,1
2012,NUTS,2010,CZ010,3,1
2012,NUTS,2010,DE,0,12
2012,NUTS,2010,DE2,1,5
2012,NUTS,2010,DE21,2,3
2012,NUTS,2010,DE212,3,3
2012,NUTS,2010,DE22,2,1
2012,NUTS,2010,DE222,3,1
2012,NUTS,2010,DE26,2,1
2012,NUTS,2010,DE263,3,1
2012,NUTS,2010,DE3,1,3
2012,NUTS,2010,DE30,2,3
2012,NUTS,2010,DE300,3,3
2012,NUTS,2010,DE7,1,1
2012,NUTS,2010,DE71,2,1
2012,NUTS,2010,DE712,3,1
2012,NUTS,2010,DE9,1,1
2012,NUTS,2010,DE92,2,1
2012,NUTS,2010,DE925,3,1
2012,NUTS,2010,DEC,1,2
2012,NUTS,2010,DEC0,2,2
2012,NUTS,2010,DEC01,3,2
2012,NUTS,2010,DK,0,2
2012,NUTS,2010,DK0,1,2
2012,NUTS,2010,DK05,2,2
2012,NUTS,2010,DK050,3,2
2012,NUTS,2010,EL,0,1
2012,NUTS,2010,EL4,1,1
2012,NUTS,2010,EL43,2,1
2012,NUTS,2010,EL433,3,1
2012,NUTS,2010,ES,0,2
2012,NUTS,2010,ES5,1,1
2012,NUTS,2010,ES51,2,1
2012,NUTS,2010,ES511,3,1
2012,NUTS,2010,ES6,1,1
2012,NUTS,2010,ES62,2,1
2012,NUTS,2010,ES620,3,1
2012,NUTS,2010,FI,0,2
2012,NUTS,2010,FI1,1,2
2012,NUTS,2010,FI1B,2,2
2012,NUTS,2010,FI1B1,3,2
2012,NUTS,2010,FR,0,10
2012,NUTS,2010,FR1,1,8
2012,NUTS,2010,FR10,2,8
2012,NUTS,2010,FR101,3,2
2012,NUTS,2010,FR103,3,3
2012,NUTS,2010,FR104,3,2
2012,NUTS,2010,FR105,3,1
2012,NUTS,2010,FR5,1,1
2012,NUTS,2010,FR52,2,1
2012,NUTS,2010,FR523,3,1
2012,NUTS,2010,FR9,1,1
2012,NUTS,2010,FR94,2,1
2012,NUTS,2010,FR940,3,1
2012,NUTS,2010,IT,0,5
2012,NUTS,2010,ITC,1,2
2012,NUTS,2010,ITC4,2,2
2012,NUTS,2010,ITC4C,3,2
2012,NUTS,2010,ITI,1,3
2012,NUTS,2010,ITI1,2,3
2012,NUTS,2010,ITI14,3,3
2012,NUTS,2010,NL,0,8
2012,NUTS,2010,NL2,1,2
2012,NUTS,2010,NL22,2,2
2012,NUTS,2010,NL226,3,2
2012,NUTS,2010,NL3,1,6
2012,NUTS,2010,NL31,2,4
2012,NUTS,2010,NL310,3,4
2012,NUTS,2010,NL33,2,2
2012,NUTS,2010,NL339,3,2
2012,NUTS,2010,PT,0,2
2012,NUTS,2010,PT1,1,2
2012,NUTS,2010,PT11,2,1
2012,NUTS,2010,PT114,3,1
2012,NUTS,2010,PT17,2,1
2012,NUTS,2010,PT171,3,1
2012,NUTS,2010,TR,0,1
2012,NUTS,2010,TR1,1,1
2012,NUTS,2010,TR10,2,1
2012,NUTS,2010,TR100,3,1
2012,NUTS,2010,UK,0,11
2012,NUTS,2010,UKE,1,1
2012,NUTS,2010,UKE3,2,1
2012,NUTS,2010,UKE32,3,1
2012,NUTS,2010,UKF,1,2
2012,NUTS,2010,UKF1,2,2
2012,NUTS,2010,UKF14,3,2
2012,NUTS,2010,UKH,1,1
2012,NUTS,2010,UKH1,2,1
2012,NUTS,2010,UKH12,3,1
2012,NUTS,2010,UKJ,1,1
2012,NUTS,2010,UKJ2,2,1
2012,NUTS,2010,UKJ23,3,1
2012,NUTS,2010,UKK,1,3
2012,NUTS,2010,UKK1,2,2
2012,NUTS,2010,UKK12,3,2
2012,NUTS,2010,UKK4,2,1
2012,NUTS,2010,UKK43,3,1
2012,NUTS,2010,UKM,1,3
2012,NUTS,2010,UKM2,2,3
2012,NUTS,2010,UKM25,3,3
2013,NUTS,2013,BE,0,3
2013,NUTS,2013,BE1,1,1
2013,NUTS,2013,BE10,2,1
2013,NUTS,2013,BE100,3,1
2013,NUTS,2013,BE3,1,2
2013,NUTS,2013,BE31,2,1
2013,NUTS,2013,BE310,3,1
2013,NUTS,2013,BE33,2,1
2013,NUTS,2013,BE332,3,1
2013,NUTS,2013,CH,0,9
2013,NUTS,2013,CH0,1,9
2013,NUTS,2013,CH01,2,5
2013,NUTS,2013,CH011,3,3
2013,NUTS,2013,CH012,3,2
2013,NUTS,2013,CH02,2,1
2013,NUTS,2013,CH022,3,1
2013,NUTS,2013,CH04,2,1
2013,NUTS,2013,CH040,3,1
2013,NUTS,2013,CH07,2,2
2013,NUTS,2013,CH070,3,2
2013,NUTS,2013,CZ,0,1
2013,NUTS,2013,CZ0,1,1
2013,NUTS,2013,CZ01,2,1
2013,NUTS,2013,CZ010,3,1
2013,NUTS,2013,DE,0,16
2013,NUTS,2013,DE1,1,1
2013,NUTS,2013,DE11,2,1
2013,NUTS,2013,DE111,3,1
2013,NUTS,2013,DE2,1,8
2013,NUTS,2013,DE21,2,8
2013,NUTS,2013,DE212,3,8
2013,NUTS,2013,DE3,1,2
2013,NUTS,2013,DE30,2,2
2013,NUTS,2013,DE300,3,2
2013,NUTS,2013,DE7,1,2
2013,NUTS,2013,DE71,2,2
2013,NUTS,2013,DE712,3,2
2013,NUTS,2013,DEA,1,1
2013,NUTS,2013,DEA3,2,1
2013,NUTS,2013,DEA36,3,1
2013,NUTS,2013,DED,1,2
2013,NUTS,2013,DED4,2,2
2013,NUTS,2013,DED41,3,2
2013,NUTS,2013,DK,0,4
2013,NUTS,2013,DK0,1,4
2013,NUTS,2013,DK01,2,1
2013,NUTS,2013,DK012,3,1
2013,NUTS,2013,DK05,2,3
2013,NUTS,2013,DK050,3,3
2013,NUTS,2013,EL,0,2
2013,NUTS,2013,EL5,1,2
2013,NUTS,2013,EL52,2,1
2013,NUTS,2013,EL522,3,1
2013,NUTS,2013,EL54,2,1
2013,NUTS,2013,EL543,3,1
2013,NUTS,2013,ES,0,5
2013,NUTS,2013,ES2,1,1
2013,NUTS,2013,ES21,2,1
2013,NUTS,2013,ES213,3,1
2013,NUTS,2013,ES3,1,1
2013,NUTS,2013,ES30,2,1
2013,NUTS,2013,ES300,3,1
2013,NUTS,2013,ES5,1,2
2013,NUTS,2013,ES51,2,1
2013,NUTS,2013,ES511,3,1
2013,NUTS,2013,ES52,2,1
2013,NUTS,2013,ES523,3,1
2013,NUTS,2013,ES6,1,1
2013,NUTS,2013,ES61,2,1
2013,NUTS,2013,ES614,3,1
2013,NUTS,2013,FI,0,3
2013,NUTS,2013,FI1,1,3
2013,NUTS,2013,FI1B,2,2
2013,NUTS,2013,FI1B1,3,2
2013,NUTS,2013,FI1C,2,1
2013,NUTS,2013,FI1C1,3,1
2013,NUTS,2013,FR,0,15
2013,NUTS,2013,FR1,1,12
2013,NUTS,2013,FR10,2,12
2013,NUTS,2013,FR101,3,2
2013,NUTS,2013,FR102,3,1
2013,NUTS,2013,FR103,3,5
2013,NUTS,2013,FR104,3,2
2013,NUTS,2013,FR105,3,2
2013,NUTS,2013,FR5,1,1
2013,NUTS,2013,FR52,2,1
2013,NUTS,2013,FR523,3,1
2013,NUTS,2013,FR7,1,1
2013,NUTS,2013,FR71,2,1
2013,NUTS,2013,FR715,3,1
2013,NUTS,2013,FR8,1,1
2013,NUTS,2013,FR81,2,1
2013,NUTS,2013,FR813,3,1
2013,NUTS,2013,IT,0,12
2013,NUTS,2013,ITG,1,2
2013,NUTS,2013,ITG1,2,1
2013,NUTS,2013,ITG17,3,1
2013,NUTS,2013,ITG2,2,1
2013,NUTS,2013,ITG25,3,1
2013,NUTS,2013,ITH,1,1
2013,NUTS,2013,ITH5,2,1
2013,NUTS,2013,ITH56,3,1
2013,NUTS,2013,ITI,1,9
2013,NUTS,2013,ITI1,2,8
2013,NUTS,2013,ITI14,3,8
2013,NUTS,2013,ITI4,2,1
2013,NUTS,2013,ITI43,3,1
2013,NUTS,2013,LU,0,1
2013,NUTS,2013,LU0,1,1
2013,NUTS,2013,LU00,2,1
2013,NUTS,2013,LU000,3,1
2013,NUTS,2013,NL,0,6
2013,NUTS,2013,NL3,1,6
2013,NUTS,2013,NL31,2,5
2013,NUTS,2013,NL310,3,5
2013,NUTS,2013,NL32,2,1
2013,NUTS,2013,NL326,3,1
2013,NUTS,2013,NO,0,2
2013,NUTS,2013,NO0,1,2
2013,NUTS,2013,NO01,2,1
2013,NUTS,2013,NO011,3,1
2013,NUTS,2013,NO05,2,1
2013,NUTS,2013,NO051,3,1
2013,NUTS,2013,PT,0,4
2013,NUTS,2013,PT1,1,4
2013,NUTS,2013,PT11,2,1
2013,NUTS,2013,PT11A,3,1
2013,NUTS,2013,PT16,2,1
2013,NUTS,2013,PT16E,3,1
2013,NUTS,2013,PT17,2,2
2013,NUTS,2013,PT170,3,2
2013,NUTS,2013,SE,0,1
2013,NUTS,2013,SE2,1,1
2013,NUTS,2013,SE23,2,1
2013,NUTS,2013,SE232,3,1
2013,NUTS,2013,TR,0,2
2013,NUTS,2013,TR1,1,2
2013,NUTS,2013,TR10,2,2
2013,NUTS,2013,TR100,3,2
2013,NUTS,2013,UK,0,20
2013,NUTS,2013,UKE,1,1
2013,NUTS,2013,UKE2,2,1
2013,NUTS,2013,UKE21,3,1
2013,NUTS,2013,UKF,1,3
2013,NUTS,2013,UKF1,2,3
2013,NUTS,2013,UKF14,3,3
2013,NUTS,2013,UKG,1,1
2013,NUTS,2013,UKG1,2,1
2013,NUTS,2013,UKG13,3,1
2013,NUTS,2013,UKH,1,4
2013,NUTS,2013,UKH1,2,4
2013,NUTS,2013,UKH12,3,4
2013,NUTS,2013,UKI,1,5
2013,NUTS,2013,UKI3,2,3
2013,NUTS,2013,UKI31,3,1
2013,NUTS,2013,UKI33,3,2
2013,NUTS,2013,UKI4,2,2
2013,NUTS,2013,UKI42,3,2
2013,NUTS,2013,UKJ,1,2
2013,NUTS,2013,UKJ1,2,2
2013,NUTS,2013,UKJ14,3,2
2013,NUTS,2013,UKK,1,2
2013,NUTS,2013,UKK1,2,2
2013,NUTS,2013,UKK11,3,1
2013,NUTS,2013,UKK12,3,1
2013,NUTS,2013,UKM,1,2
2013,NUTS,2013,UKM2,2,2
2013,NUTS,2013,UKM25,3,2
2014,NUTS,2013,AT,0,9
2014,NUTS,2013,AT1,1,7
2014,NUTS,2013,AT12,2,3
2014,NUTS,2013,AT126,3,3
2014,NUTS,2013,AT13,2,4
2014,NUTS,2013,AT130,3,4
2014,NUTS,2013,AT2,1,1
2014,NUTS,2013,AT22,2,1
2014,NUTS,2013,AT221,3,1
2014,NUTS,2013,AT3,1,1
2014,NUTS,2013,AT33,2,1
2014,NUTS,2013,AT332,3,1
2014,NUTS,2013,BE,0,2
2014,NUTS,2013,BE2,1,1
2014,NUTS,2013,BE22,2,1
2014,NUTS,2013,BE221,3,1
2014,NUTS,2013,BE3,1,1
2014,NUTS,2013,BE33,2,1
2014,NUTS,2013,BE332,3,1
2014,NUTS,2013,CH,0,7
2014,NUTS,2013,CH0,1,7
2014,NUTS,2013,CH01,2,2
2014,NUTS,2013,CH011,3,1
2014,NUTS,2013,CH013,3,1
2014,NUTS,2013,CH02,2,1
2014,NUTS,2013,CH025,3,1
2014,NUTS,2013,CH03,2,1
2014,NUTS,2013,CH031,3,1
2014,NUTS,2013,CH04,2,1
2014,NUTS,2013,CH040,3,1
2014,NUTS,2013,CH07,2,2
2014,NUTS,2013,CH070,3,2
2014,NUTS,2013,CZ,0,3
2014,NUTS,2013,CZ0,1,3
2014,NUTS,2013,CZ01,2,1
2014,NUTS,2013,CZ010,3,1
2014,NUTS,2013,CZ06,2,2
2014,NUTS,2013,CZ064,3,2
2014,NUTS,2013,DE,0,22
2014,NUTS,2013,DE1,1,4
2014,NUTS,2013,DE13,2,4
2014,NUTS,2013,DE131,3,4
2014,NUTS,2013,DE2,1,9
2014,NUTS,2013,DE21,2,9
2014,NUTS,2013,DE212,3,9
2014,NUTS,2013,DE5,1,2
2014,NUTS,2013,DE50,2,2
2014,NUTS,2013,DE501,3,2
2014,NUTS,2013,DE6,1,1
2014,NUTS,2013,DE60,2,1
2014,NUTS,2013,DE600,3,1
2014,NUTS,2013,DE7,1,1
2014,NUTS,2013,DE71,2,1
2014,NUTS,2013,DE712,3,1
2014,NUTS,2013,DE9,1,1
2014,NUTS,2013,DE91,2,1
2014,NUTS,2013,DE915,3,1
2014,NUTS,2013,DEA,1,2
2014,NUTS,2013,DEA2,2,1
2014,NUTS,2013,DEA23,3,1
2014,NUTS,2013,DEA5,2,1
2014,NUTS,2013,DEA51,3,1
2014,NUTS,2013,DEB,1,1
2014,NUTS,2013,DEB3,2,1
2014,NUTS,2013,DEB33,3,1
2014,NUTS,2013,DED,1,1
2014,NUTS,2013,DED4,2,1
2014,NUTS,2013,DED41,3,1
2014,NUTS,2013,DK,0,2
2014,NUTS,2013,DK0,1,2
2014,NUTS,2013,DK01,2,2
2014,NUTS,2013,DK011,3,2
2014,NUTS,2013,EL,0,1
2014,NUTS,2013,EL4,1,1
2014,NUTS,2013,EL43,2,1
2014,NUTS,2013,EL433,3,1
2014,NUTS,2013,ES,0,6
2014,NUTS,2013,ES3,1,3
2014,NUTS,2013,ES30,2,3
2014,NUTS,2013,ES300,3,3
2014,NUTS,2013,ES4,1,1
2014,NUTS,2013,ES41,2,1
2014,NUTS,2013,ES413,3,1
2014,NUTS,2013,ES5,1,1
2014,NUTS,2013,ES51,2,1
2014,NUTS,2013,ES511,3,1
2014,NUTS,2013,ES6,1,1
2014,NUTS,2013,ES62,2,1
2014,NUTS,2013,ES620,3,1
2014,NUTS,2013,FI,0,1
2014,NUTS,2013,FI1,1,1
2014,NUTS,2013,FI1B,2,1
2014,NUTS,2013,FI1B1,3,1
2014,NUTS,2013,FR,0,14
2014,NUTS,2013,FR1,1,11
2014,NUTS,2013,FR10,2,11
2014,NUTS,2013,FR101,3,5
2014,NUTS,2013,FR103,3,4
2014,NUTS,2013,FR104,3,2
2014,NUTS,2013,FR2,1,1
2014,NUTS,2013,FR24,2,1
2014,NUTS,2013,FR246,3,1
2014,NUTS,2013,FR5,1,1
2014,NUTS,2013,FR51,2,1
2014,NUTS,2013,FR514,3,1
2014,NUTS,2013,FR7,1,1
2014,NUTS,2013,FR71,2,1
2014,NUTS,2013,FR717,3,1
2014,NUTS,2013,HU,0,3
2014,NUTS,2013,HU1,1,2
2014,NUTS,2013,HU10,2,2
2014,NUTS,2013,HU101,3,2
2014,NUTS,2013,HU3,1,1
2014,NUTS,2013,HU32,2,1
2014,NUTS,2013,HU321,3,1
2014,NUTS,2013,IT,0,22
2014,NUTS,2013,ITG,1,3
2014,NUTS,2013,ITG1,2,3
2014,NUTS,2013,ITG17,3,3
2014,NUTS,2013,ITH,1,2
2014,NUTS,2013,ITH2,2,2
2014,NUTS,2013,ITH20,3,2
2014,NUTS,2013,ITI,1,17
2014,NUTS,2013,ITI1,2,15
2014,NUTS,2013,ITI14,3,15
2014,NUTS,2013,ITI4,2,2
2014,NUTS,2013,ITI43,3,2
2014,NUTS,2013,NL,0,6
2014,NUTS,2013,NL2,1,2
2014,NUTS,2013,NL22,2,2
2014,NUTS,2013,NL226,3,2
2014,NUTS,2013,NL3,1,3
2014,NUTS,2013,NL32,2,3
2014,NUTS,2013,NL326,3,3
2014,NUTS,2013,NL4,1,1
2014,NUTS,2013,NL42,2,1
2014,NUTS,2013,NL423,3,1
2014,NUTS,2013,PL,0,4
2014,NUTS,2013,PL1,1,3
2014,NUTS,2013,PL11,2,1
2014,NUTS,2013,PL113,3,1
2014,NUTS,2013,PL12,2,2
2014,NUTS,2013,PL127,3,2
2014,NUTS,2013,PL2,1,1
2014,NUTS,2013,PL21,2,1
2014,NUTS,2013,PL213,3,1
2014,NUTS,2013,PT,0,4
2014,NUTS,2013,PT1,1,4
2014,NUTS,2013,PT11,2,2
2014,NUTS,2013,PT11A,3,2
2014,NUTS,2013,PT17,2,2
2014,NUTS,2013,PT170,3,2
2014,NUTS,2013,SE,0,4
2014,NUTS,2013,SE1,1,4
2014,NUTS,2013,SE11,2,2
2014,NUTS,2013,SE110,3,2
2014,NUTS,2013,SE12,2,2
2014,NUTS,2013,SE121,3,1
2014,NUTS,2013,SE123,3,1
2014,NUTS,2013,SI,0,1
2014,NUTS,2013,SI0,1,1
2014,NUTS,2013,SI03,2,1
2014,NUTS,2013,SI032,3,1
2014,NUTS,2013,TR,0,2
2014,NUTS,2013,TR5,1,2
2014,NUTS,2013,TR51,2,2
2014,NUTS,2013,TR510,3,2
2014,NUTS,2013,UK,0,30
2014,NUTS,2013,UKC,1,1
2014,NUTS,2013,UKC2,2,1
2014,NUTS,2013,UKC22,3,1
2014,NUTS,2013,UKD,1,2
2014,NUTS,2013,UKD3,2,1
2014,NUTS,2013,UKD33,3,1
2014,NUTS,2013,UKD7,2,1
2014,NUTS,2013,UKD72,3,1
2014,NUTS,2013,UKF,1,1
2014,NUTS,2013,UKF1,2,1
2014,NUTS,2013,UKF14,3,1
2014,NUTS,2013,UKG,1,1
2014,NUTS,2013,UKG1,2,1
2014,NUTS,2013,UKG13,3,1
2014,NUTS,2013,UKH,1,2
2014,NUTS,2013,UKH1,2,2
2014,NUTS,2013,UKH12,3,2
2014,NUTS,2013,UKI,1,2
2014,NUTS,2013,UKI3,2,1
2014,NUTS,2013,UKI33,3,1
2014,NUTS,2013,UKI4,2,1
2014,NUTS,2013,UKI42,3,1
2014,NUTS,2013,UKJ,1,16
2014,NUTS,2013,UKJ1,2,14
2014,NUTS,2013,UKJ14,3,14
2014,NUTS,2013,UKJ2,2,2
2014,NUTS,2013,UKJ22,3,1
2014,NUTS,2013,UKJ25,3,1
2014,NUTS,2013,UKK,1,1
2014,NUTS,2013,UKK1,2,1
2014,NUTS,2013,UKK11,3,1
2014,NUTS,2013,UKM,1,3
2014,NUTS,2013,UKM2,2,3
2014,NUTS,2013,UKM25,3,3
2014,NUTS,2013,UKN,1,1
2014,NUTS,2013,UKN0,2,1
2014,NUTS,2013,UKN01,3,1
2015,NUTS,2013,AT,0,8
2015,NUTS,2013,AT1,1,3
2015,NUTS,2013,AT12,2,2
2015,NUTS,2013,AT123,3,1
2015,NUTS,2013,AT126,3,1
2015,NUTS,2013,AT13,2,1
2015,NUTS,2013,AT130,3,1
2015,NUTS,2013,AT2,1,1
2015,NUTS,2013,AT22,2,1
2015,NUTS,2013,AT221,3,1
2015,NUTS,2013,AT3,1,4
2015,NUTS,2013,AT31,2,4
2015,NUTS,2013,AT312,3,4
2015,NUTS,2013,BE,0,8
2015,NUTS,2013,BE1,1,1
2015,NUTS,2013,BE10,2,1
2015,NUTS,2013,BE100,3,1
2015,NUTS,2013,BE2,1,6
2015,NUTS,2013,BE21,2,1
2015,NUTS,2013,BE211,3,1
2015,NUTS,2013,BE22,2,1
2015,NUTS,2013,BE221,3,1
2015,NUTS,2013,BE23,2,4
2015,NUTS,2013,BE234,3,4
2015,NUTS,2013,BE3,1,1
2015,NUTS,2013,BE33,2,1
2015,NUTS,2013,BE332,3,1
2015,NUTS,2013,BG,0,1
2015,NUTS,2013,BG4,1,1
2015,NUTS,2013,BG41,2,1
2015,NUTS,2013,BG411,3,1
2015,NUTS,2013,CH,0,16
2015,NUTS,2013,CH0,1,16
2015,NUTS,2013,CH01,2,9
2015,NUTS,2013,CH011,3,7
2015,NUTS,2013,CH012,3,2
2015,NUTS,2013,CH03,2,2
2015,NUTS,2013,CH031,3,2
2015,NUTS,2013,CH04,2,3
2015,NUTS,2013,CH040,3,3
2015,NUTS,2013,CH07,2,2
2015,NUTS,2013,CH070,3,2
2015,NUTS,2013,CZ,0,12
2015,NUTS,2013,CZ0,1,12
2015,NUTS,2013,CZ01,2,7
2015,NUTS,2013,CZ010,3,7
2015,NUTS,2013,CZ05,2,1
2015,NUTS,2013,CZ052,3,1
2015,NUTS,2013,CZ06,2,2
