year,region_type,region_year_spec,region_id,region_level,cord_count
2010,NUTS,2010,EE008,3,1
2010,NUTS,2010,EL,0,23
2010,NUTS,2010,EL1,1,9
2010,NUTS,2010,EL12,2,6
2010,NUTS,2010,EL122,3,6
2010,NUTS,2010,EL14,2,3
2010,NUTS,2010,EL143,3,3
2010,NUTS,2010,EL2,1,1
2010,NUTS,2010,EL21,2,1
2010,NUTS,2010,EL213,3,1
2010,NUTS,2010,EL3,1,11
2010,NUTS,2010,EL30,2,11
2010,NUTS,2010,EL300,3,11
2010,NUTS,2010,EL4,1,2
2010,NUTS,2010,EL41,2,1
2010,NUTS,2010,EL411,3,1
2010,NUTS,2010,EL43,2,1
2010,NUTS,2010,EL433,3,1
2010,NUTS,2010,ES,0,64
2010,NUTS,2010,ES1,1,2
2010,NUTS,2010,ES12,2,2
2010,NUTS,2010,ES120,3,2
2010,NUTS,2010,ES2,1,3
2010,NUTS,2010,ES21,2,1
2010,NUTS,2010,ES213,3,1
2010,NUTS,2010,ES22,2,2
2010,NUTS,2010,ES220,3,2
2010,NUTS,2010,ES3,1,29
2010,NUTS,2010,ES30,2,29
2010,NUTS,2010,ES300,3,29
2010,NUTS,2010,ES4,1,6
2010,NUTS,2010,ES41,2,6
2010,NUTS,2010,ES413,3,6
2010,NUTS,2010,ES5,1,20
2010,NUTS,2010,ES51,2,17
2010,NUTS,2010,ES511,3,17
2010,NUTS,2010,ES52,2,3
2010,NUTS,2010,ES523,3,3
2010,NUTS,2010,ES6,1,2
2010,NUTS,2010,ES61,2,1
2010,NUTS,2010,ES614,3,1
2010,NUTS,2010,ES62,2,1
2010,NUTS,2010,ES620,3,1
2010,NUTS,2010,ES7,1,2
2010,NUTS,2010,ES70,2,2
2010,NUTS,2010,ES705,3,1
2010,NUTS,2010,ES709,3,1
2010,NUTS,2010,FI,0,17
2010,NUTS,2010,FI1,1,17
2010,NUTS,2010,FI1B,2,10
2010,NUTS,2010,FI1B1,3,10
2010,NUTS,2010,FI1C,2,5
2010,NUTS,2010,FI1C1,3,5
2010,NUTS,2010,FI1D,2,2
2010,NUTS,2010,FI1D2,3,1
2010,NUTS,2010,FI1D6,3,1
2010,NUTS,2010,FR,0,47
2010,NUTS,2010,FR1,1,22
2010,NUTS,2010,FR10,2,22
2010,NUTS,2010,FR101,3,13
2010,NUTS,2010,FR103,3,1
2010,NUTS,2010,FR104,3,7
2010,NUTS,2010,FR107,3,1
2010,NUTS,2010,FR2,1,5
2010,NUTS,2010,FR21,2,1
2010,NUTS,2010,FR213,3,1
2010,NUTS,2010,FR22,2,1
2010,NUTS,2010,FR223,3,1
2010,NUTS,2010,FR23,2,1
2010,NUTS,2010,FR232,3,1
2010,NUTS,2010,FR24,2,1
2010,NUTS,2010,FR244,3,1
2010,NUTS,2010,FR26,2,1
2010,NUTS,2010,FR261,3,1
2010,NUTS,2010,FR3,1,2
2010,NUTS,2010,FR30,2,2
2010,NUTS,2010,FR301,3,2
2010,NUTS,2010,FR4,1,2
2010,NUTS,2010,FR42,2,2
2010,NUTS,2010,FR421,3,2
2010,NUTS,2010,FR5,1,5
2010,NUTS,2010,FR51,2,3
2010,NUTS,2010,FR511,3,1
2010,NUTS,2010,FR512,3,2
2010,NUTS,2010,FR52,2,1
2010,NUTS,2010,FR522,3,1
2010,NUTS,2010,FR53,2,1
2010,NUTS,2010,FR534,3,1
2010,NUTS,2010,FR6,1,2
2010,NUTS,2010,FR61,2,1
2010,NUTS,2010,FR612,3,1
2010,NUTS,2010,FR62,2,1
2010,NUTS,2010,FR623,3,1
2010,NUTS,2010,FR7,1,4
2010,NUTS,2010,FR71,2,4
2010,NUTS,2010,FR714,3,1
2010,NUTS,2010,FR716,3,3
2010,NUTS,2010,FR8,1,4
2010,NUTS,2010,FR81,2,4
2010,NUTS,2010,FR813,3,4
2010,NUTS,2010,FR9,1,1
2010,NUTS,2010,FR91,2,1
2010,NUTS,2010,FR910,3,1
2010,NUTS,2010,HR,0,3
2010,NUTS,2010,HR0,1,3
2010,NUTS,2010,HR03,2,1
2010,NUTS,2010,HR031,3,1
2010,NUTS,2010,HR04,2,2
2010,NUTS,2010,HR041,3,2
2010,NUTS,2010,HU,0,8
2010,NUTS,2010,HU1,1,7
2010,NUTS,2010,HU10,2,7
2010,NUTS,2010,HU101,3,6
2010,NUTS,2010,HU102,3,1
2010,NUTS,2010,HU3,1,1
2010,NUTS,2010,HU33,2,1
2010,NUTS,2010,HU333,3,1
2010,NUTS,2010,IE,0,17
2010,NUTS,2010,IE0,1,17
2010,NUTS,2010,IE01,2,1
2010,NUTS,2010,IE013,3,1
2010,NUTS,2010,IE02,2,16
2010,NUTS,2010,IE021,3,10
2010,NUTS,2010,IE022,3,1
2010,NUTS,2010,IE024,3,1
2010,NUTS,2010,IE025,3,4
2010,NUTS,2010,IS,0,3
2010,NUTS,2010,IS0,1,3
2010,NUTS,2010,IS00,2,3
2010,NUTS,2010,IS001,3,3
2010,NUTS,2010,IT,0,111
2010,NUTS,2010,ITC,1,40
2010,NUTS,2010,ITC1,2,5
2010,NUTS,2010,ITC11,3,4
2010,NUTS,2010,ITC12,3,1
2010,NUTS,2010,ITC3,2,3
2010,NUTS,2010,ITC33,3,3
2010,NUTS,2010,ITC4,2,32
2010,NUTS,2010,ITC41,3,2
2010,NUTS,2010,ITC47,3,3
2010,NUTS,2010,ITC48,3,2
2010,NUTS,2010,ITC4C,3,25
2010,NUTS,2010,ITF,1,14
2010,NUTS,2010,ITF1,2,1
2010,NUTS,2010,ITF12,3,1
2010,NUTS,2010,ITF3,2,3
2010,NUTS,2010,ITF33,3,3
2010,NUTS,2010,ITF4,2,10
2010,NUTS,2010,ITF45,3,2
2010,NUTS,2010,ITF46,3,1
2010,NUTS,2010,ITF47,3,7
2010,NUTS,2010,ITG,1,4
2010,NUTS,2010,ITG1,2,1
2010,NUTS,2010,ITG13,3,1
2010,NUTS,2010,ITG2,2,3
2010,NUTS,2010,ITG25,3,3
2010,NUTS,2010,ITH,1,18
2010,NUTS,2010,ITH3,2,5
2010,NUTS,2010,ITH31,3,1
2010,NUTS,2010,ITH36,3,4
2010,NUTS,2010,ITH4,2,4
2010,NUTS,2010,ITH42,3,2
2010,NUTS,2010,ITH44,3,2
2010,NUTS,2010,ITH5,2,9
2010,NUTS,2010,ITH52,3,2
2010,NUTS,2010,ITH54,3,1
2010,NUTS,2010,ITH55,3,4
2010,NUTS,2010,ITH56,3,2
2010,NUTS,2010,ITI,1,35
2010,NUTS,2010,ITI1,2,20
2010,NUTS,2010,ITI14,3,3
2010,NUTS,2010,ITI17,3,5
2010,NUTS,2010,ITI19,3,12
2010,NUTS,2010,ITI2,2,2
2010,NUTS,2010,ITI21,3,2
2010,NUTS,2010,ITI4,2,13
2010,NUTS,2010,ITI43,3,13
2010,NUTS,2010,LT,0,1
2010,NUTS,2010,LT0,1,1
2010,NUTS,2010,LT00,2,1
2010,NUTS,2010,LT00A,3,1
2010,NUTS,2010,LV,0,1
2010,NUTS,2010,LV0,1,1
2010,NUTS,2010,LV00,2,1
2010,NUTS,2010,LV006,3,1
2010,NUTS,2010,NL,0,131
2010,NUTS,2010,NL1,1,4
2010,NUTS,2010,NL11,2,4
2010,NUTS,2010,NL113,3,4
2010,NUTS,2010,NL2,1,25
2010,NUTS,2010,NL22,2,25
2010,NUTS,2010,NL221,3,2
2010,NUTS,2010,NL226,3,23
2010,NUTS,2010,NL3,1,96
2010,NUTS,2010,NL31,2,34
2010,NUTS,2010,NL310,3,34
2010,NUTS,2010,NL32,2,21
2010,NUTS,2010,NL321,3,1
2010,NUTS,2010,NL326,3,20
2010,NUTS,2010,NL33,2,41
2010,NUTS,2010,NL332,3,3
2010,NUTS,2010,NL333,3,1
2010,NUTS,2010,NL337,3,19
2010,NUTS,2010,NL339,3,18
2010,NUTS,2010,NL4,1,6
2010,NUTS,2010,NL41,2,1
2010,NUTS,2010,NL412,3,1
2010,NUTS,2010,NL42,2,5
2010,NUTS,2010,NL423,3,5
2010,NUTS,2010,NO,0,34
2010,NUTS,2010,NO0,1,34
2010,NUTS,2010,NO01,2,21
2010,NUTS,2010,NO011,3,15
2010,NUTS,2010,NO012,3,6
2010,NUTS,2010,NO05,2,7
2010,NUTS,2010,NO051,3,7
2010,NUTS,2010,NO06,2,6
2010,NUTS,2010,NO061,3,6
2010,NUTS,2010,PL,0,16
2010,NUTS,2010,PL1,1,8
2010,NUTS,2010,PL12,2,8
2010,NUTS,2010,PL127,3,8
2010,NUTS,2010,PL2,1,2
2010,NUTS,2010,PL21,2,2
2010,NUTS,2010,PL213,3,2
2010,NUTS,2010,PL3,1,2
2010,NUTS,2010,PL31,2,1
2010,NUTS,2010,PL314,3,1
2010,NUTS,2010,PL34,2,1
2010,NUTS,2010,PL343,3,1
2010,NUTS,2010,PL4,1,2
2010,NUTS,2010,PL41,2,1
2010,NUTS,2010,PL415,3,1
2010,NUTS,2010,PL42,2,1
2010,NUTS,2010,PL424,3,1
2010,NUTS,2010,PL5,1,1
2010,NUTS,2010,PL51,2,1
2010,NUTS,2010,PL514,3,1
2010,NUTS,2010,PL6,1,1
2010,NUTS,2010,PL63,2,1
2010,NUTS,2010,PL633,3,1
2010,NUTS,2010,PT,0,10
2010,NUTS,2010,PT1,1,10
2010,NUTS,2010,PT11,2,8
2010,NUTS,2010,PT114,3,8
2010,NUTS,2010,PT17,2,2
2010,NUTS,2010,PT171,3,2
2010,NUTS,2010,RO,0,1
2010,NUTS,2010,RO3,1,1
2010,NUTS,2010,RO32,2,1
2010,NUTS,2010,RO321,3,1
2010,NUTS,2010,SE,0,66
2010,NUTS,2010,SE1,1,49
2010,NUTS,2010,SE11,2,28
2010,NUTS,2010,SE110,3,28
2010,NUTS,2010,SE12,2,21
2010,NUTS,2010,SE121,3,20
2010,NUTS,2010,SE123,3,1
2010,NUTS,2010,SE2,1,15
2010,NUTS,2010,SE21,2,1
2010,NUTS,2010,SE213,3,1
2010,NUTS,2010,SE22,2,7
2010,NUTS,2010,SE224,3,7
2010,NUTS,2010,SE23,2,7
2010,NUTS,2010,SE232,3,7
2010,NUTS,2010,SE3,1,2
2010,NUTS,2010,SE31,2,1
2010,NUTS,2010,SE312,3,1
2010,NUTS,2010,SE33,2,1
2010,NUTS,2010,SE331,3,1
2010,NUTS,2010,SI,0,10
2010,NUTS,2010,SI0,1,10
2010,NUTS,2010,SI01,2,2
2010,NUTS,2010,SI012,3,2
2010,NUTS,2010,SI02,2,8
2010,NUTS,2010,SI021,3,7
2010,NUTS,2010,SI024,3,1
2010,NUTS,2010,SK,0,5
2010,NUTS,2010,SK0,1,5
2010,NUTS,2010,SK01,2,5
2010,NUTS,2010,SK010,3,5
2010,NUTS,2010,TR,0,17
2010,NUTS,2010,TR1,1,8
2010,NUTS,2010,TR10,2,8
2010,NUTS,2010,TR100,3,8
2010,NUTS,2010,TR3,1,1
2010,NUTS,2010,TR31,2,1
2010,NUTS,2010,TR310,3,1
2010,NUTS,2010,TR4,1,2
2010,NUTS,2010,TR41,2,2
2010,NUTS,2010,TR411,3,1
2010,NUTS,2010,TR412,3,1
2010,NUTS,2010,TR5,1,6
2010,NUTS,2010,TR51,2,6
2010,NUTS,2010,TR510,3,6
2010,NUTS,2010,UK,0,286
2010,NUTS,2010,UKC,1,7
2010,NUTS,2010,UKC1,2,4
2010,NUTS,2010,UKC12,3,1
2010,NUTS,2010,UKC14,3,3
2010,NUTS,2010,UKC2,2,3
2010,NUTS,2010,UKC22,3,3
2010,NUTS,2010,UKD,1,17
2010,NUTS,2010,UKD1,2,1
2010,NUTS,2010,UKD11,3,1
2010,NUTS,2010,UKD3,2,1
2010,NUTS,2010,UKD31,3,1
2010,NUTS,2010,UKD4,2,1
2010,NUTS,2010,UKD43,3,1
2010,NUTS,2010,UKD7,2,14
2010,NUTS,2010,UKD72,3,14
2010,NUTS,2010,UKE,1,23
2010,NUTS,2010,UKE2,2,3
2010,NUTS,2010,UKE21,3,1
2010,NUTS,2010,UKE22,3,2
2010,NUTS,2010,UKE3,2,4
2010,NUTS,2010,UKE31,3,1
2010,NUTS,2010,UKE32,3,3
2010,NUTS,2010,UKE4,2,16
2010,NUTS,2010,UKE42,3,15
2010,NUTS,2010,UKE44,3,1
2010,NUTS,2010,UKF,1,12
2010,NUTS,2010,UKF1,2,8
2010,NUTS,2010,UKF14,3,8
2010,NUTS,2010,UKF2,2,4
2010,NUTS,2010,UKF21,3,3
2010,NUTS,2010,UKF22,3,1
2010,NUTS,2010,UKG,1,12
2010,NUTS,2010,UKG1,2,7
2010,NUTS,2010,UKG13,3,7
2010,NUTS,2010,UKG3,2,5
2010,NUTS,2010,UKG31,3,4
2010,NUTS,2010,UKG33,3,1
2010,NUTS,2010,UKH,1,20
2010,NUTS,2010,UKH1,2,17
2010,NUTS,2010,UKH12,3,15
2010,NUTS,2010,UKH13,3,2
2010,NUTS,2010,UKH2,2,3
2010,NUTS,2010,UKH23,3,3
2010,NUTS,2010,UKI,1,80
2010,NUTS,2010,UKI1,2,78
2010,NUTS,2010,UKI11,3,64
2010,NUTS,2010,UKI12,3,14
2010,NUTS,2010,UKI2,2,2
2010,NUTS,2010,UKI23,3,2
2010,NUTS,2010,UKJ,1,40
2010,NUTS,2010,UKJ1,2,23
2010,NUTS,2010,UKJ11,3,2
2010,NUTS,2010,UKJ14,3,21
2010,NUTS,2010,UKJ2,2,13
2010,NUTS,2010,UKJ21,3,3
2010,NUTS,2010,UKJ23,3,9
2010,NUTS,2010,UKJ24,3,1
2010,NUTS,2010,UKJ3,2,3
2010,NUTS,2010,UKJ32,3,3
2010,NUTS,2010,UKJ4,2,1
2010,NUTS,2010,UKJ42,3,1
2010,NUTS,2010,UKK,1,21
2010,NUTS,2010,UKK1,2,17
2010,NUTS,2010,UKK11,3,15
2010,NUTS,2010,UKK12,3,2
2010,NUTS,2010,UKK4,2,4
2010,NUTS,2010,UKK41,3,2
2010,NUTS,2010,UKK43,3,2
2010,NUTS,2010,UKL,1,10
2010,NUTS,2010,UKL1,2,1
2010,NUTS,2010,UKL12,3,1
2010,NUTS,2010,UKL2,2,9
2010,NUTS,2010,UKL22,3,9
2010,NUTS,2010,UKM,1,41
2010,NUTS,2010,UKM2,2,20
2010,NUTS,2010,UKM25,3,19
2010,NUTS,2010,UKM26,3,1
2010,NUTS,2010,UKM3,2,18
2010,NUTS,2010,UKM31,3,1
2010,NUTS,2010,UKM34,3,16
2010,NUTS,2010,UKM36,3,1
2010,NUTS,2010,UKM5,2,3
2010,NUTS,2010,UKM50,3,3
2010,NUTS,2010,UKN,1,3
2010,NUTS,2010,UKN0,2,3
2010,NUTS,2010,UKN01,3,3
2011,NUTS,2010,AT,0,22
2011,NUTS,2010,AT1,1,15
2011,NUTS,2010,AT13,2,15
2011,NUTS,2010,AT130,3,15
2011,NUTS,2010,AT2,1,4
2011,NUTS,2010,AT22,2,4
2011,NUTS,2010,AT221,3,4
2011,NUTS,2010,AT3,1,3
2011,NUTS,2010,AT32,2,1
2011,NUTS,2010,AT323,3,1
2011,NUTS,2010,AT33,2,2
2011,NUTS,2010,AT332,3,2
2011,NUTS,2010,BE,0,58
2011,NUTS,2010,BE1,1,10
2011,NUTS,2010,BE10,2,10
2011,NUTS,2010,BE100,3,10
2011,NUTS,2010,BE2,1,41
2011,NUTS,2010,BE21,2,5
2011,NUTS,2010,BE211,3,5
2011,NUTS,2010,BE22,2,1
2011,NUTS,2010,BE221,3,1
2011,NUTS,2010,BE23,2,14
2011,NUTS,2010,BE234,3,14
2011,NUTS,2010,BE24,2,21
2011,NUTS,2010,BE241,3,2
2011,NUTS,2010,BE242,3,19
2011,NUTS,2010,BE3,1,7
2011,NUTS,2010,BE31,2,3
2011,NUTS,2010,BE310,3,3
2011,NUTS,2010,BE33,2,4
2011,NUTS,2010,BE332,3,4
2011,NUTS,2010,BG,0,3
2011,NUTS,2010,BG4,1,3
2011,NUTS,2010,BG41,2,3
2011,NUTS,2010,BG411,3,3
2011,NUTS,2010,CH,0,91
2011,NUTS,2010,CH0,1,91
2011,NUTS,2010,CH01,2,33
2011,NUTS,2010,CH011,3,14
2011,NUTS,2010,CH013,3,19
2011,NUTS,2010,CH02,2,12
2011,NUTS,2010,CH021,3,12
2011,NUTS,2010,CH03,2,9
2011,NUTS,2010,CH031,3,6
2011,NUTS,2010,CH033,3,3
2011,NUTS,2010,CH04,2,31
2011,NUTS,2010,CH040,3,31
2011,NUTS,2010,CH05,2,5
2011,NUTS,2010,CH055,3,5
2011,NUTS,2010,CH06,2,1
2011,NUTS,2010,CH061,3,1
2011,NUTS,2010,CY,0,1
2011,NUTS,2010,CY0,1,1
2011,NUTS,2010,CY00,2,1
2011,NUTS,2010,CY000,3,1
2011,NUTS,2010,CZ,0,7
2011,NUTS,2010,CZ0,1,7
2011,NUTS,2010,CZ01,2,4
2011,NUTS,2010,CZ010,3,4
2011,NUTS,2010,CZ03,2,1
2011,NUTS,2010,CZ031,3,1
2011,NUTS,2010,CZ06,2,2
2011,NUTS,2010,CZ064,3,2
2011,NUTS,2010,DE,0,207
2011,NUTS,2010,DE1,1,28
2011,NUTS,2010,DE11,2,1
2011,NUTS,2010,DE111,3,1
2011,NUTS,2010,DE12,2,4
2011,NUTS,2010,DE122,3,1
2011,NUTS,2010,DE125,3,3
2011,NUTS,2010,DE13,2,14
2011,NUTS,2010,DE131,3,13
2011,NUTS,2010,DE138,3,1
2011,NUTS,2010,DE14,2,9
2011,NUTS,2010,DE142,3,5
2011,NUTS,2010,DE144,3,4
2011,NUTS,2010,DE2,1,43
2011,NUTS,2010,DE21,2,26
2011,NUTS,2010,DE212,3,26
2011,NUTS,2010,DE23,2,7
2011,NUTS,2010,DE232,3,7
2011,NUTS,2010,DE25,2,5
2011,NUTS,2010,DE252,3,5
2011,NUTS,2010,DE26,2,5
2011,NUTS,2010,DE263,3,5
2011,NUTS,2010,DE3,1,26
2011,NUTS,2010,DE30,2,26
2011,NUTS,2010,DE300,3,26
2011,NUTS,2010,DE5,1,1
2011,NUTS,2010,DE50,2,1
2011,NUTS,2010,DE501,3,1
2011,NUTS,2010,DE6,1,2
2011,NUTS,2010,DE60,2,2
2011,NUTS,2010,DE600,3,2
2011,NUTS,2010,DE7,1,31
2011,NUTS,2010,DE71,2,9
2011,NUTS,2010,DE712,3,6
2011,NUTS,2010,DE71C,3,3
2011,NUTS,2010,DE72,2,17
2011,NUTS,2010,DE721,3,12
2011,NUTS,2010,DE724,3,5
2011,NUTS,2010,DE73,2,5
2011,NUTS,2010,DE731,3,5
2011,NUTS,2010,DE8,1,4
2011,NUTS,2010,DE80,2,4
2011,NUTS,2010,DE801,3,3
2011,NUTS,2010,DE803,3,1
2011,NUTS,2010,DE9,1,22
2011,NUTS,2010,DE91,2,5
2011,NUTS,2010,DE915,3,5
2011,NUTS,2010,DE92,2,16
2011,NUTS,2010,DE929,3,16
2011,NUTS,2010,DE94,2,1
2011,NUTS,2010,DE943,3,1
2011,NUTS,2010,DEA,1,28
2011,NUTS,2010,DEA1,2,3
2011,NUTS,2010,DEA13,3,3
2011,NUTS,2010,DEA2,2,20
2011,NUTS,2010,DEA22,3,12
2011,NUTS,2010,DEA23,3,3
2011,NUTS,2010,DEA2B,3,1
2011,NUTS,2010,DEA2D,3,4
2011,NUTS,2010,DEA3,2,2
2011,NUTS,2010,DEA33,3,2
2011,NUTS,2010,DEA5,2,3
2011,NUTS,2010,DEA51,3,2
2011,NUTS,2010,DEA56,3,1
2011,NUTS,2010,DEB,1,1
2011,NUTS,2010,DEB3,2,1
2011,NUTS,2010,DEB35,3,1
2011,NUTS,2010,DEC,1,1
2011,NUTS,2010,DEC0,2,1
2011,NUTS,2010,DEC01,3,1
2011,NUTS,2010,DED,1,9
2011,NUTS,2010,DED4,2,6
2011,NUTS,2010,DED41,3,6
2011,NUTS,2010,DED5,2,3
2011,NUTS,2010,DED51,3,3
2011,NUTS,2010,DEE,1,8
2011,NUTS,2010,DEE0,2,8
2011,NUTS,2010,DEE02,3,4
2011,NUTS,2010,DEE03,3,4
2011,NUTS,2010,DEF,1,3
2011,NUTS,2010,DEF0,2,3
2011,NUTS,2010,DEF03,3,3
2011,NUTS,2010,DK,0,45
2011,NUTS,2010,DK0,1,45
2011,NUTS,2010,DK01,2,30
2011,NUTS,2010,DK011,3,22
2011,NUTS,2010,DK012,3,8
2011,NUTS,2010,DK02,2,1
2011,NUTS,2010,DK021,3,1
2011,NUTS,2010,DK03,2,1
2011,NUTS,2010,DK031,3,1
2011,NUTS,2010,DK04,2,10
2011,NUTS,2010,DK042,3,10
2011,NUTS,2010,DK05,2,3
2011,NUTS,2010,DK050,3,3
2011,NUTS,2010,EE,0,2
2011,NUTS,2010,EE0,1,2
2011,NUTS,2010,EE00,2,2
2011,NUTS,2010,EE008,3,2
2011,NUTS,2010,EL,0,26
2011,NUTS,2010,EL1,1,10
2011,NUTS,2010,EL11,2,2
2011,NUTS,2010,EL112,3,2
2011,NUTS,2010,EL12,2,7
2011,NUTS,2010,EL122,3,7
2011,NUTS,2010,EL14,2,1
2011,NUTS,2010,EL143,3,1
2011,NUTS,2010,EL2,1,3
2011,NUTS,2010,EL21,2,1
2011,NUTS,2010,EL213,3,1
2011,NUTS,2010,EL23,2,2
2011,NUTS,2010,EL232,3,2
2011,NUTS,2010,EL3,1,12
2011,NUTS,2010,EL30,2,12
2011,NUTS,2010,EL300,3,12
2011,NUTS,2010,EL4,1,1
2011,NUTS,2010,EL43,2,1
2011,NUTS,2010,EL433,3,1
2011,NUTS,2010,ES,0,106
2011,NUTS,2010,ES1,1,1
2011,NUTS,2010,ES11,2,1
2011,NUTS,2010,ES114,3,1
2011,NUTS,2010,ES2,1,6
2011,NUTS,2010,ES21,2,3
2011,NUTS,2010,ES213,3,3
2011,NUTS,2010,ES22,2,1
2011,NUTS,2010,ES220,3,1
2011,NUTS,2010,ES24,2,2
2011,NUTS,2010,ES243,3,2
2011,NUTS,2010,ES3,1,47
2011,NUTS,2010,ES30,2,47
2011,NUTS,2010,ES300,3,47
2011,NUTS,2010,ES4,1,11
2011,NUTS,2010,ES41,2,10
2011,NUTS,2010,ES413,3,10
2011,NUTS,2010,ES42,2,1
2011,NUTS,2010,ES421,3,1
2011,NUTS,2010,ES5,1,34
2011,NUTS,2010,ES51,2,27
