year,region_type,region_year_spec,region_id,region_level,antiviral_drugs_count
2020,NUTS,2016,FRK,1,2
2020,NUTS,2016,FRK2,2,2
2020,NUTS,2016,FRK24,3,1
2020,NUTS,2016,FRK26,3,1
2020,NUTS,2016,FRL,1,4
2020,NUTS,2016,FRL0,2,4
2020,NUTS,2016,FRL04,3,4
2020,NUTS,2016,HU,0,2
2020,NUTS,2016,HU1,1,2
2020,NUTS,2016,HU11,2,2
2020,NUTS,2016,HU110,3,2
2020,NUTS,2016,IE,0,3
2020,NUTS,2016,IE0,1,3
2020,NUTS,2016,IE05,2,3
2020,NUTS,2016,IE051,3,1
2020,NUTS,2016,IE052,3,1
2020,NUTS,2016,IE053,3,1
2020,NUTS,2016,IT,0,12
2020,NUTS,2016,ITC,1,1
2020,NUTS,2016,ITC4,2,1
2020,NUTS,2016,ITC4C,3,1
2020,NUTS,2016,ITF,1,1
2020,NUTS,2016,ITF3,2,1
2020,NUTS,2016,ITF33,3,1
2020,NUTS,2016,ITG,1,3
2020,NUTS,2016,ITG1,2,2
2020,NUTS,2016,ITG17,3,2
2020,NUTS,2016,ITG2,2,1
2020,NUTS,2016,ITG27,3,1
2020,NUTS,2016,ITH,1,3
2020,NUTS,2016,ITH3,2,1
2020,NUTS,2016,ITH35,3,1
2020,NUTS,2016,ITH4,2,1
2020,NUTS,2016,ITH44,3,1
2020,NUTS,2016,ITH5,2,1
2020,NUTS,2016,ITH55,3,1
2020,NUTS,2016,ITI,1,4
2020,NUTS,2016,ITI1,2,1
2020,NUTS,2016,ITI14,3,1
2020,NUTS,2016,ITI4,2,3
2020,NUTS,2016,ITI43,3,3
2020,NUTS,2016,LU,0,1
2020,NUTS,2016,LU0,1,1
2020,NUTS,2016,LU00,2,1
2020,NUTS,2016,LU000,3,1
2020,NUTS,2016,NL,0,24
2020,NUTS,2016,NL1,1,2
2020,NUTS,2016,NL11,2,2
2020,NUTS,2016,NL113,3,2
2020,NUTS,2016,NL2,1,3
2020,NUTS,2016,NL22,2,3
2020,NUTS,2016,NL226,3,3
2020,NUTS,2016,NL3,1,19
2020,NUTS,2016,NL31,2,1
2020,NUTS,2016,NL310,3,1
2020,NUTS,2016,NL32,2,6
2020,NUTS,2016,NL329,3,6
2020,NUTS,2016,NL33,2,12
2020,NUTS,2016,NL333,3,1
2020,NUTS,2016,NL337,3,9
2020,NUTS,2016,NL33C,3,2
2020,NUTS,2016,NO,0,1
2020,NUTS,2016,NO0,1,1
2020,NUTS,2016,NO05,2,1
2020,NUTS,2016,NO051,3,1
2020,NUTS,2016,PL,0,5
2020,NUTS,2016,PL2,1,3
2020,NUTS,2016,PL21,2,1
2020,NUTS,2016,PL213,3,1
2020,NUTS,2016,PL22,2,2
2020,NUTS,2016,PL229,3,1
2020,NUTS,2016,PL22A,3,1
2020,NUTS,2016,PL6,1,1
2020,NUTS,2016,PL63,2,1
2020,NUTS,2016,PL633,3,1
2020,NUTS,2016,PL9,1,1
2020,NUTS,2016,PL91,2,1
2020,NUTS,2016,PL911,3,1
2020,NUTS,2016,RO,0,1
2020,NUTS,2016,RO3,1,1
2020,NUTS,2016,RO32,2,1
2020,NUTS,2016,RO321,3,1
2020,NUTS,2016,SE,0,3
2020,NUTS,2016,SE1,1,2
2020,NUTS,2016,SE11,2,1
2020,NUTS,2016,SE110,3,1
2020,NUTS,2016,SE12,2,1
2020,NUTS,2016,SE121,3,1
2020,NUTS,2016,SE2,1,1
2020,NUTS,2016,SE23,2,1
2020,NUTS,2016,SE232,3,1
2020,NUTS,2016,SI,0,2
2020,NUTS,2016,SI0,1,2
2020,NUTS,2016,SI04,2,2
2020,NUTS,2016,SI041,3,2
2020,NUTS,2016,TR,0,5
2020,NUTS,2016,TR1,1,2
2020,NUTS,2016,TR10,2,2
2020,NUTS,2016,TR100,3,2
2020,NUTS,2016,TR4,1,1
2020,NUTS,2016,TR42,2,1
2020,NUTS,2016,TR421,3,1
2020,NUTS,2016,TR6,1,1
2020,NUTS,2016,TR62,2,1
2020,NUTS,2016,TR622,3,1
2020,NUTS,2016,TR7,1,1
2020,NUTS,2016,TR72,2,1
2020,NUTS,2016,TR721,3,1
2020,NUTS,2016,UK,0,69
2020,NUTS,2016,UKD,1,3
2020,NUTS,2016,UKD3,2,2
2020,NUTS,2016,UKD33,3,2
2020,NUTS,2016,UKD7,2,1
2020,NUTS,2016,UKD72,3,1
2020,NUTS,2016,UKE,1,6
2020,NUTS,2016,UKE2,2,3
2020,NUTS,2016,UKE21,3,3
2020,NUTS,2016,UKE3,2,2
2020,NUTS,2016,UKE32,3,2
2020,NUTS,2016,UKE4,2,1
2020,NUTS,2016,UKE42,3,1
2020,NUTS,2016,UKF,1,1
2020,NUTS,2016,UKF3,2,1
2020,NUTS,2016,UKF30,3,1
2020,NUTS,2016,UKG,1,2
2020,NUTS,2016,UKG1,2,2
2020,NUTS,2016,UKG13,3,2
2020,NUTS,2016,UKH,1,17
2020,NUTS,2016,UKH1,2,17
2020,NUTS,2016,UKH12,3,16
2020,NUTS,2016,UKH17,3,1
2020,NUTS,2016,UKI,1,9
2020,NUTS,2016,UKI3,2,7
2020,NUTS,2016,UKI31,3,4
2020,NUTS,2016,UKI32,3,1
2020,NUTS,2016,UKI33,3,2
2020,NUTS,2016,UKI4,2,2
2020,NUTS,2016,UKI42,3,2
2020,NUTS,2016,UKJ,1,24
2020,NUTS,2016,UKJ1,2,16
2020,NUTS,2016,UKJ14,3,16
2020,NUTS,2016,UKJ2,2,3
2020,NUTS,2016,UKJ25,3,3
2020,NUTS,2016,UKJ3,2,4
2020,NUTS,2016,UKJ32,3,4
2020,NUTS,2016,UKJ4,2,1
2020,NUTS,2016,UKJ44,3,1
2020,NUTS,2016,UKK,1,4
2020,NUTS,2016,UKK1,2,4
2020,NUTS,2016,UKK11,3,2
2020,NUTS,2016,UKK12,3,1
2020,NUTS,2016,UKK14,3,1
2020,NUTS,2016,UKM,1,2
2020,NUTS,2016,UKM7,2,1
2020,NUTS,2016,UKM75,3,1
2020,NUTS,2016,UKM8,2,1
2020,NUTS,2016,UKM82,3,1
2020,NUTS,2016,UKN,1,1
2020,NUTS,2016,UKN0,2,1
2020,NUTS,2016,UKN06,3,1
2021,NUTS,2021,BE,0,1
2021,NUTS,2021,BE3,1,1
2021,NUTS,2021,BE33,2,1
2021,NUTS,2021,BE332,3,1
2021,NUTS,2021,CH,0,2
2021,NUTS,2021,CH0,1,2
2021,NUTS,2021,CH04,2,2
2021,NUTS,2021,CH040,3,2
2021,NUTS,2021,DE,0,1
2021,NUTS,2021,DEA,1,1
2021,NUTS,2021,DEA5,2,1
2021,NUTS,2021,DEA51,3,1
2021,NUTS,2021,DK,0,1
2021,NUTS,2021,DK0,1,1
2021,NUTS,2021,DK01,2,1
2021,NUTS,2021,DK011,3,1
2021,NUTS,2021,EE,0,1
2021,NUTS,2021,EE0,1,1
2021,NUTS,2021,EE00,2,1
2021,NUTS,2021,EE008,3,1
2021,NUTS,2021,ES,0,2
2021,NUTS,2021,ES4,1,1
2021,NUTS,2021,ES41,2,1
2021,NUTS,2021,ES413,3,1
2021,NUTS,2021,ES5,1,1
2021,NUTS,2021,ES52,2,1
2021,NUTS,2021,ES523,3,1
2021,NUTS,2021,IT,0,2
2021,NUTS,2021,ITC,1,1
2021,NUTS,2021,ITC3,2,1
2021,NUTS,2021,ITC33,3,1
2021,NUTS,2021,ITH,1,1
2021,NUTS,2021,ITH3,2,1
2021,NUTS,2021,ITH36,3,1
2021,NUTS,2021,NL,0,4
2021,NUTS,2021,NL2,1,1
2021,NUTS,2021,NL22,2,1
2021,NUTS,2021,NL221,3,1
2021,NUTS,2021,NL3,1,3
2021,NUTS,2021,NL31,2,1
2021,NUTS,2021,NL310,3,1
2021,NUTS,2021,NL33,2,2
2021,NUTS,2021,NL333,3,1
2021,NUTS,2021,NL337,3,1
2021,NUTS,2021,NO,0,1
2021,NUTS,2021,NO0,1,1
2021,NUTS,2021,NO07,2,1
2021,NUTS,2021,NO071,3,1
2021,NUTS,2021,SE,0,2
2021,NUTS,2021,SE1,1,2
2021,NUTS,2021,SE11,2,1
2021,NUTS,2021,SE110,3,1
2021,NUTS,2021,SE12,2,1
2021,NUTS,2021,SE121,3,1
2021,NUTS,2021,UK,0,10
2021,NUTS,2021,UKD,1,2
2021,NUTS,2021,UKD7,2,2
2021,NUTS,2021,UKD72,3,2
2021,NUTS,2021,UKE,1,1
2021,NUTS,2021,UKE3,2,1
2021,NUTS,2021,UKE32,3,1
2021,NUTS,2021,UKH,1,3
2021,NUTS,2021,UKH1,2,3
2021,NUTS,2021,UKH12,3,3
2021,NUTS,2021,UKI,1,1
2021,NUTS,2021,UKI3,2,1
2021,NUTS,2021,UKI33,3,1
2021,NUTS,2021,UKJ,1,2
2021,NUTS,2021,UKJ1,2,1
2021,NUTS,2021,UKJ14,3,1
2021,NUTS,2021,UKJ3,2,1
2021,NUTS,2021,UKJ32,3,1
2021,NUTS,2021,UKM,1,1
2021,NUTS,2021,UKM7,2,1
2021,NUTS,2021,UKM75,3,1
