year,region_type,region_year_spec,region_id,region_level,ai_covid_count
2020,NUTS,2016,UKG,1,6
2020,NUTS,2016,UKG1,2,1
2020,NUTS,2016,UKG13,3,1
2020,NUTS,2016,UKG3,2,5
2020,NUTS,2016,UKG31,3,4
2020,NUTS,2016,UKG39,3,1
2020,NUTS,2016,UKH,1,7
2020,NUTS,2016,UKH1,2,5
2020,NUTS,2016,UKH12,3,5
2020,NUTS,2016,UKH2,2,1
2020,NUTS,2016,UKH25,3,1
2020,NUTS,2016,UKH3,2,1
2020,NUTS,2016,UKH34,3,1
2020,NUTS,2016,UKI,1,5
2020,NUTS,2016,UKI3,2,4
2020,NUTS,2016,UKI32,3,1
2020,NUTS,2016,UKI33,3,3
2020,NUTS,2016,UKI7,2,1
2020,NUTS,2016,UKI74,3,1
2020,NUTS,2016,UKJ,1,6
2020,NUTS,2016,UKJ1,2,5
2020,NUTS,2016,UKJ14,3,5
2020,NUTS,2016,UKJ2,2,1
2020,NUTS,2016,UKJ22,3,1
2020,NUTS,2016,UKK,1,1
2020,NUTS,2016,UKK1,2,1
2020,NUTS,2016,UKK11,3,1
2020,NUTS,2016,UKL,1,1
2020,NUTS,2016,UKL1,2,1
2020,NUTS,2016,UKL18,3,1
2020,NUTS,2016,UKM,1,3
2020,NUTS,2016,UKM7,2,2
2020,NUTS,2016,UKM75,3,2
2020,NUTS,2016,UKM8,2,1
2020,NUTS,2016,UKM82,3,1
2021,NUTS,2021,AT,0,1
2021,NUTS,2021,AT2,1,1
2021,NUTS,2021,AT22,2,1
2021,NUTS,2021,AT221,3,1
2021,NUTS,2021,CH,0,1
2021,NUTS,2021,CH0,1,1
2021,NUTS,2021,CH04,2,1
2021,NUTS,2021,CH040,3,1
2021,NUTS,2021,CY,0,1
2021,NUTS,2021,CY0,1,1
2021,NUTS,2021,CY00,2,1
2021,NUTS,2021,CY000,3,1
2021,NUTS,2021,DE,0,1
2021,NUTS,2021,DE3,1,1
2021,NUTS,2021,DE30,2,1
2021,NUTS,2021,DE300,3,1
2021,NUTS,2021,ES,0,1
2021,NUTS,2021,ES6,1,1
2021,NUTS,2021,ES61,2,1
2021,NUTS,2021,ES614,3,1
2021,NUTS,2021,IT,0,3
2021,NUTS,2021,ITC,1,2
2021,NUTS,2021,ITC1,2,1
2021,NUTS,2021,ITC11,3,1
2021,NUTS,2021,ITC4,2,1
2021,NUTS,2021,ITC4C,3,1
2021,NUTS,2021,ITH,1,1
2021,NUTS,2021,ITH5,2,1
2021,NUTS,2021,ITH55,3,1
2021,NUTS,2021,PT,0,1
2021,NUTS,2021,PT1,1,1
2021,NUTS,2021,PT17,2,1
2021,NUTS,2021,PT170,3,1
2021,NUTS,2021,SK,0,2
2021,NUTS,2021,SK0,1,2
2021,NUTS,2021,SK04,2,2
2021,NUTS,2021,SK042,3,2
2021,NUTS,2021,UK,0,8
2021,NUTS,2021,UKD,1,1
2021,NUTS,2021,UKD3,2,1
2021,NUTS,2021,UKD33,3,1
2021,NUTS,2021,UKE,1,1
2021,NUTS,2021,UKE3,2,1
2021,NUTS,2021,UKE32,3,1
2021,NUTS,2021,UKG,1,2
2021,NUTS,2021,UKG1,2,2
2021,NUTS,2021,UKG13,3,2
2021,NUTS,2021,UKI,1,4
2021,NUTS,2021,UKI3,2,4
2021,NUTS,2021,UKI31,3,2
2021,NUTS,2021,UKI32,3,1
2021,NUTS,2021,UKI33,3,1
