year,region_type,region_year_spec,region_id,region_level,lockdown_social_distancing_2_count
2020,NUTS,2016,ITC4,2,10
2020,NUTS,2016,ITC41,3,1
2020,NUTS,2016,ITC46,3,2
2020,NUTS,2016,ITC4C,3,7
2020,NUTS,2016,ITF,1,2
2020,NUTS,2016,ITF3,2,1
2020,NUTS,2016,ITF33,3,1
2020,NUTS,2016,ITF4,2,1
2020,NUTS,2016,ITF47,3,1
2020,NUTS,2016,ITH,1,5
2020,NUTS,2016,ITH2,2,1
2020,NUTS,2016,ITH20,3,1
2020,NUTS,2016,ITH3,2,3
2020,NUTS,2016,ITH36,3,3
2020,NUTS,2016,ITH4,2,1
2020,NUTS,2016,ITH44,3,1
2020,NUTS,2016,ITI,1,3
2020,NUTS,2016,ITI1,2,1
2020,NUTS,2016,ITI14,3,1
2020,NUTS,2016,ITI4,2,2
2020,NUTS,2016,ITI43,3,2
2020,NUTS,2016,NL,0,21
2020,NUTS,2016,NL2,1,4
2020,NUTS,2016,NL22,2,4
2020,NUTS,2016,NL221,3,2
2020,NUTS,2016,NL226,3,2
2020,NUTS,2016,NL3,1,16
2020,NUTS,2016,NL31,2,8
2020,NUTS,2016,NL310,3,8
2020,NUTS,2016,NL33,2,8
2020,NUTS,2016,NL333,3,2
2020,NUTS,2016,NL337,3,3
2020,NUTS,2016,NL33C,3,3
2020,NUTS,2016,NL4,1,1
2020,NUTS,2016,NL41,2,1
2020,NUTS,2016,NL414,3,1
2020,NUTS,2016,NO,0,6
2020,NUTS,2016,NO0,1,6
2020,NUTS,2016,NO01,2,3
2020,NUTS,2016,NO011,3,2
2020,NUTS,2016,NO012,3,1
2020,NUTS,2016,NO03,2,1
2020,NUTS,2016,NO032,3,1
2020,NUTS,2016,NO05,2,1
2020,NUTS,2016,NO051,3,1
2020,NUTS,2016,NO07,2,1
2020,NUTS,2016,NO072,3,1
2020,NUTS,2016,PL,0,5
2020,NUTS,2016,PL2,1,2
2020,NUTS,2016,PL21,2,1
2020,NUTS,2016,PL213,3,1
2020,NUTS,2016,PL22,2,1
2020,NUTS,2016,PL22A,3,1
2020,NUTS,2016,PL7,1,1
2020,NUTS,2016,PL72,2,1
2020,NUTS,2016,PL721,3,1
2020,NUTS,2016,PL8,1,1
2020,NUTS,2016,PL84,2,1
2020,NUTS,2016,PL841,3,1
2020,NUTS,2016,PL9,1,1
2020,NUTS,2016,PL91,2,1
2020,NUTS,2016,PL911,3,1
2020,NUTS,2016,SE,0,12
2020,NUTS,2016,SE1,1,12
2020,NUTS,2016,SE11,2,10
2020,NUTS,2016,SE110,3,10
2020,NUTS,2016,SE12,2,2
2020,NUTS,2016,SE121,3,2
2020,NUTS,2016,SI,0,2
2020,NUTS,2016,SI0,1,2
2020,NUTS,2016,SI04,2,2
2020,NUTS,2016,SI041,3,2
2020,NUTS,2016,SK,0,1
2020,NUTS,2016,SK0,1,1
2020,NUTS,2016,SK04,2,1
2020,NUTS,2016,SK042,3,1
2020,NUTS,2016,TR,0,5
2020,NUTS,2016,TR1,1,1
2020,NUTS,2016,TR10,2,1
2020,NUTS,2016,TR100,3,1
2020,NUTS,2016,TR5,1,2
2020,NUTS,2016,TR51,2,2
2020,NUTS,2016,TR510,3,2
2020,NUTS,2016,TR7,1,1
2020,NUTS,2016,TR72,2,1
2020,NUTS,2016,TR722,3,1
2020,NUTS,2016,TR8,1,1
2020,NUTS,2016,TR83,2,1
2020,NUTS,2016,TR832,3,1
2020,NUTS,2016,UK,0,175
2020,NUTS,2016,UKD,1,8
2020,NUTS,2016,UKD3,2,3
2020,NUTS,2016,UKD33,3,3
2020,NUTS,2016,UKD4,2,3
2020,NUTS,2016,UKD44,3,3
2020,NUTS,2016,UKD7,2,2
2020,NUTS,2016,UKD72,3,2
2020,NUTS,2016,UKE,1,2
2020,NUTS,2016,UKE2,2,1
2020,NUTS,2016,UKE21,3,1
2020,NUTS,2016,UKE4,2,1
2020,NUTS,2016,UKE42,3,1
2020,NUTS,2016,UKF,1,3
2020,NUTS,2016,UKF1,2,2
2020,NUTS,2016,UKF14,3,2
2020,NUTS,2016,UKF2,2,1
2020,NUTS,2016,UKF24,3,1
2020,NUTS,2016,UKG,1,10
2020,NUTS,2016,UKG1,2,9
2020,NUTS,2016,UKG13,3,9
2020,NUTS,2016,UKG3,2,1
2020,NUTS,2016,UKG33,3,1
2020,NUTS,2016,UKH,1,22
2020,NUTS,2016,UKH1,2,10
2020,NUTS,2016,UKH12,3,8
2020,NUTS,2016,UKH17,3,2
2020,NUTS,2016,UKH2,2,11
2020,NUTS,2016,UKH23,3,11
2020,NUTS,2016,UKH3,2,1
2020,NUTS,2016,UKH34,3,1
2020,NUTS,2016,UKI,1,69
2020,NUTS,2016,UKI3,2,68
2020,NUTS,2016,UKI31,3,39
2020,NUTS,2016,UKI32,3,5
2020,NUTS,2016,UKI33,3,24
2020,NUTS,2016,UKI4,2,1
2020,NUTS,2016,UKI44,3,1
2020,NUTS,2016,UKJ,1,33
2020,NUTS,2016,UKJ1,2,25
2020,NUTS,2016,UKJ14,3,25
2020,NUTS,2016,UKJ2,2,4
2020,NUTS,2016,UKJ22,3,3
2020,NUTS,2016,UKJ25,3,1
2020,NUTS,2016,UKJ3,2,4
2020,NUTS,2016,UKJ32,3,4
2020,NUTS,2016,UKK,1,14
2020,NUTS,2016,UKK1,2,8
2020,NUTS,2016,UKK11,3,7
2020,NUTS,2016,UKK12,3,1
2020,NUTS,2016,UKK2,2,1
2020,NUTS,2016,UKK21,3,1
2020,NUTS,2016,UKK4,2,5
2020,NUTS,2016,UKK43,3,5
2020,NUTS,2016,UKL,1,3
2020,NUTS,2016,UKL1,2,3
2020,NUTS,2016,UKL12,3,1
2020,NUTS,2016,UKL18,3,2
2020,NUTS,2016,UKM,1,11
2020,NUTS,2016,UKM7,2,8
2020,NUTS,2016,UKM72,3,2
2020,NUTS,2016,UKM75,3,6
2020,NUTS,2016,UKM8,2,3
2020,NUTS,2016,UKM82,3,3
2021,NUTS,2021,AT,0,8
2021,NUTS,2021,AT1,1,4
2021,NUTS,2021,AT13,2,4
2021,NUTS,2021,AT130,3,4
2021,NUTS,2021,AT2,1,2
2021,NUTS,2021,AT22,2,2
2021,NUTS,2021,AT221,3,2
2021,NUTS,2021,AT3,1,2
2021,NUTS,2021,AT31,2,1
2021,NUTS,2021,AT312,3,1
2021,NUTS,2021,AT33,2,1
2021,NUTS,2021,AT332,3,1
2021,NUTS,2021,BE,0,1
2021,NUTS,2021,BE1,1,1
2021,NUTS,2021,BE10,2,1
2021,NUTS,2021,BE100,3,1
2021,NUTS,2021,CY,0,3
2021,NUTS,2021,CY0,1,3
2021,NUTS,2021,CY00,2,3
2021,NUTS,2021,CY000,3,3
2021,NUTS,2021,DE,0,7
2021,NUTS,2021,DE2,1,3
2021,NUTS,2021,DE21,2,3
2021,NUTS,2021,DE212,3,3
2021,NUTS,2021,DE3,1,3
2021,NUTS,2021,DE30,2,3
2021,NUTS,2021,DE300,3,3
2021,NUTS,2021,DE4,1,1
2021,NUTS,2021,DE40,2,1
2021,NUTS,2021,DE404,3,1
2021,NUTS,2021,DK,0,2
2021,NUTS,2021,DK0,1,2
2021,NUTS,2021,DK01,2,2
2021,NUTS,2021,DK011,3,2
2021,NUTS,2021,EL,0,1
2021,NUTS,2021,EL3,1,1
2021,NUTS,2021,EL30,2,1
2021,NUTS,2021,EL303,3,1
2021,NUTS,2021,ES,0,3
2021,NUTS,2021,ES3,1,3
2021,NUTS,2021,ES30,2,3
2021,NUTS,2021,ES300,3,3
2021,NUTS,2021,FR,0,3
2021,NUTS,2021,FRH,1,1
2021,NUTS,2021,FRH0,2,1
2021,NUTS,2021,FRH03,3,1
2021,NUTS,2021,FRK,1,2
2021,NUTS,2021,FRK2,2,2
2021,NUTS,2021,FRK26,3,2
2021,NUTS,2021,NO,0,1
2021,NUTS,2021,NO0,1,1
2021,NUTS,2021,NO0A,2,1
2021,NUTS,2021,NO0A1,3,1
2021,NUTS,2021,PT,0,1
2021,NUTS,2021,PT1,1,1
2021,NUTS,2021,PT11,2,1
2021,NUTS,2021,PT119,3,1
2021,NUTS,2021,SI,0,1
2021,NUTS,2021,SI0,1,1
2021,NUTS,2021,SI04,2,1
2021,NUTS,2021,SI041,3,1
2021,NUTS,2021,UK,0,19
2021,NUTS,2021,UKD,1,3
2021,NUTS,2021,UKD3,2,2
2021,NUTS,2021,UKD33,3,2
2021,NUTS,2021,UKD7,2,1
2021,NUTS,2021,UKD72,3,1
2021,NUTS,2021,UKH,1,2
2021,NUTS,2021,UKH1,2,2
2021,NUTS,2021,UKH12,3,2
2021,NUTS,2021,UKI,1,6
2021,NUTS,2021,UKI3,2,5
2021,NUTS,2021,UKI31,3,3
2021,NUTS,2021,UKI32,3,1
2021,NUTS,2021,UKI33,3,1
2021,NUTS,2021,UKI5,2,1
2021,NUTS,2021,UKI51,3,1
2021,NUTS,2021,UKK,1,2
2021,NUTS,2021,UKK1,2,1
2021,NUTS,2021,UKK11,3,1
2021,NUTS,2021,UKK4,2,1
2021,NUTS,2021,UKK43,3,1
2021,NUTS,2021,UKL,1,1
2021,NUTS,2021,UKL1,2,1
2021,NUTS,2021,UKL18,3,1
2021,NUTS,2021,UKM,1,5
2021,NUTS,2021,UKM7,2,1
2021,NUTS,2021,UKM75,3,1
2021,NUTS,2021,UKM8,2,4
2021,NUTS,2021,UKM82,3,4
