year,region_type,region_year_spec,region_id,region_level,impact_studies_count
2020,NUTS,2016,FRE11,3,1
2020,NUTS,2016,FRJ,1,1
2020,NUTS,2016,FRJ1,2,1
2020,NUTS,2016,FRJ13,3,1
2020,NUTS,2016,FRK,1,3
2020,NUTS,2016,FRK2,2,3
2020,NUTS,2016,FRK25,3,1
2020,NUTS,2016,FRK26,3,2
2020,NUTS,2016,FRL,1,3
2020,NUTS,2016,FRL0,2,3
2020,NUTS,2016,FRL04,3,3
2020,NUTS,2016,HU,0,2
2020,NUTS,2016,HU1,1,1
2020,NUTS,2016,HU11,2,1
2020,NUTS,2016,HU110,3,1
2020,NUTS,2016,HU2,1,1
2020,NUTS,2016,HU23,2,1
2020,NUTS,2016,HU231,3,1
2020,NUTS,2016,IE,0,2
2020,NUTS,2016,IE0,1,2
2020,NUTS,2016,IE05,2,1
2020,NUTS,2016,IE053,3,1
2020,NUTS,2016,IE06,2,1
2020,NUTS,2016,IE061,3,1
2020,NUTS,2016,IT,0,19
2020,NUTS,2016,ITC,1,8
2020,NUTS,2016,ITC1,2,2
2020,NUTS,2016,ITC11,3,2
2020,NUTS,2016,ITC4,2,6
2020,NUTS,2016,ITC4C,3,6
2020,NUTS,2016,ITF,1,3
2020,NUTS,2016,ITF3,2,3
2020,NUTS,2016,ITF33,3,3
2020,NUTS,2016,ITG,1,1
2020,NUTS,2016,ITG1,2,1
2020,NUTS,2016,ITG17,3,1
2020,NUTS,2016,ITH,1,2
2020,NUTS,2016,ITH3,2,1
2020,NUTS,2016,ITH36,3,1
2020,NUTS,2016,ITH4,2,1
2020,NUTS,2016,ITH44,3,1
2020,NUTS,2016,ITI,1,5
2020,NUTS,2016,ITI1,2,2
2020,NUTS,2016,ITI14,3,2
2020,NUTS,2016,ITI2,2,1
2020,NUTS,2016,ITI21,3,1
2020,NUTS,2016,ITI4,2,2
2020,NUTS,2016,ITI43,3,2
2020,NUTS,2016,NL,0,17
2020,NUTS,2016,NL1,1,1
2020,NUTS,2016,NL11,2,1
2020,NUTS,2016,NL113,3,1
2020,NUTS,2016,NL2,1,7
2020,NUTS,2016,NL22,2,7
2020,NUTS,2016,NL226,3,7
2020,NUTS,2016,NL3,1,9
2020,NUTS,2016,NL32,2,5
2020,NUTS,2016,NL329,3,5
2020,NUTS,2016,NL33,2,4
2020,NUTS,2016,NL337,3,2
2020,NUTS,2016,NL33C,3,2
2020,NUTS,2016,NO,0,3
2020,NUTS,2016,NO0,1,3
2020,NUTS,2016,NO06,2,2
2020,NUTS,2016,NO060,3,2
2020,NUTS,2016,NO07,2,1
2020,NUTS,2016,NO071,3,1
2020,NUTS,2016,PL,0,7
2020,NUTS,2016,PL2,1,4
2020,NUTS,2016,PL21,2,2
2020,NUTS,2016,PL213,3,2
2020,NUTS,2016,PL22,2,2
2020,NUTS,2016,PL22A,3,2
2020,NUTS,2016,PL4,1,1
2020,NUTS,2016,PL41,2,1
2020,NUTS,2016,PL415,3,1
2020,NUTS,2016,PL6,1,1
2020,NUTS,2016,PL63,2,1
2020,NUTS,2016,PL633,3,1
2020,NUTS,2016,PL8,1,1
2020,NUTS,2016,PL84,2,1
2020,NUTS,2016,PL841,3,1
2020,NUTS,2016,SE,0,2
2020,NUTS,2016,SE1,1,1
2020,NUTS,2016,SE11,2,1
2020,NUTS,2016,SE110,3,1
2020,NUTS,2016,SE2,1,1
2020,NUTS,2016,SE23,2,1
2020,NUTS,2016,SE232,3,1
2020,NUTS,2016,SI,0,1
2020,NUTS,2016,SI0,1,1
2020,NUTS,2016,SI04,2,1
2020,NUTS,2016,SI041,3,1
2020,NUTS,2016,SK,0,1
2020,NUTS,2016,SK0,1,1
2020,NUTS,2016,SK01,2,1
2020,NUTS,2016,SK010,3,1
2020,NUTS,2016,TR,0,3
2020,NUTS,2016,TR1,1,2
2020,NUTS,2016,TR10,2,2
2020,NUTS,2016,TR100,3,2
2020,NUTS,2016,TR5,1,1
2020,NUTS,2016,TR51,2,1
2020,NUTS,2016,TR510,3,1
2020,NUTS,2016,UK,0,83
2020,NUTS,2016,UKD,1,10
2020,NUTS,2016,UKD4,2,1
2020,NUTS,2016,UKD44,3,1
2020,NUTS,2016,UKD7,2,9
2020,NUTS,2016,UKD72,3,9
2020,NUTS,2016,UKE,1,4
2020,NUTS,2016,UKE2,2,1
2020,NUTS,2016,UKE21,3,1
2020,NUTS,2016,UKE3,2,2
2020,NUTS,2016,UKE32,3,2
2020,NUTS,2016,UKE4,2,1
2020,NUTS,2016,UKE44,3,1
2020,NUTS,2016,UKF,1,1
2020,NUTS,2016,UKF1,2,1
2020,NUTS,2016,UKF14,3,1
2020,NUTS,2016,UKG,1,5
2020,NUTS,2016,UKG2,2,5
2020,NUTS,2016,UKG24,3,5
2020,NUTS,2016,UKH,1,21
2020,NUTS,2016,UKH1,2,11
2020,NUTS,2016,UKH12,3,11
2020,NUTS,2016,UKH2,2,10
2020,NUTS,2016,UKH23,3,10
2020,NUTS,2016,UKI,1,22
2020,NUTS,2016,UKI3,2,20
2020,NUTS,2016,UKI31,3,11
2020,NUTS,2016,UKI32,3,4
2020,NUTS,2016,UKI33,3,5
2020,NUTS,2016,UKI7,2,2
2020,NUTS,2016,UKI74,3,2
2020,NUTS,2016,UKJ,1,16
2020,NUTS,2016,UKJ1,2,11
2020,NUTS,2016,UKJ14,3,11
2020,NUTS,2016,UKJ2,2,3
2020,NUTS,2016,UKJ25,3,3
2020,NUTS,2016,UKJ4,2,2
2020,NUTS,2016,UKJ44,3,2
2020,NUTS,2016,UKK,1,2
2020,NUTS,2016,UKK1,2,2
2020,NUTS,2016,UKK11,3,2
2020,NUTS,2016,UKM,1,2
2020,NUTS,2016,UKM8,2,2
2020,NUTS,2016,UKM82,3,2
2021,NUTS,2021,BE,0,4
2021,NUTS,2021,BE2,1,4
2021,NUTS,2021,BE21,2,3
2021,NUTS,2021,BE213,3,3
2021,NUTS,2021,BE23,2,1
2021,NUTS,2021,BE234,3,1
2021,NUTS,2021,CH,0,1
2021,NUTS,2021,CH0,1,1
2021,NUTS,2021,CH01,2,1
2021,NUTS,2021,CH011,3,1
2021,NUTS,2021,DE,0,5
2021,NUTS,2021,DE2,1,2
2021,NUTS,2021,DE21,2,2
2021,NUTS,2021,DE212,3,2
2021,NUTS,2021,DE3,1,1
2021,NUTS,2021,DE30,2,1
2021,NUTS,2021,DE300,3,1
2021,NUTS,2021,DE9,1,1
2021,NUTS,2021,DE92,2,1
2021,NUTS,2021,DE929,3,1
2021,NUTS,2021,DEA,1,1
2021,NUTS,2021,DEA1,2,1
2021,NUTS,2021,DEA13,3,1
2021,NUTS,2021,DK,0,1
2021,NUTS,2021,DK0,1,1
2021,NUTS,2021,DK01,2,1
2021,NUTS,2021,DK011,3,1
2021,NUTS,2021,EE,0,1
2021,NUTS,2021,EE0,1,1
2021,NUTS,2021,EE00,2,1
2021,NUTS,2021,EE008,3,1
2021,NUTS,2021,EL,0,3
2021,NUTS,2021,EL3,1,1
2021,NUTS,2021,EL30,2,1
2021,NUTS,2021,EL303,3,1
2021,NUTS,2021,EL4,1,1
2021,NUTS,2021,EL43,2,1
2021,NUTS,2021,EL433,3,1
2021,NUTS,2021,EL5,1,1
2021,NUTS,2021,EL51,2,1
2021,NUTS,2021,EL512,3,1
2021,NUTS,2021,FR,0,4
2021,NUTS,2021,FR1,1,1
2021,NUTS,2021,FR10,2,1
2021,NUTS,2021,FR104,3,1
2021,NUTS,2021,FRG,1,1
2021,NUTS,2021,FRG0,2,1
2021,NUTS,2021,FRG01,3,1
2021,NUTS,2021,FRI,1,1
2021,NUTS,2021,FRI1,2,1
2021,NUTS,2021,FRI12,3,1
2021,NUTS,2021,FRJ,1,1
2021,NUTS,2021,FRJ2,2,1
2021,NUTS,2021,FRJ23,3,1
2021,NUTS,2021,IE,0,1
2021,NUTS,2021,IE0,1,1
2021,NUTS,2021,IE05,2,1
2021,NUTS,2021,IE053,3,1
2021,NUTS,2021,IT,0,2
2021,NUTS,2021,ITC,1,1
2021,NUTS,2021,ITC4,2,1
2021,NUTS,2021,ITC4C,3,1
2021,NUTS,2021,ITI,1,1
2021,NUTS,2021,ITI4,2,1
2021,NUTS,2021,ITI43,3,1
2021,NUTS,2021,LU,0,1
2021,NUTS,2021,LU0,1,1
2021,NUTS,2021,LU00,2,1
2021,NUTS,2021,LU000,3,1
2021,NUTS,2021,NL,0,6
2021,NUTS,2021,NL2,1,2
2021,NUTS,2021,NL22,2,2
2021,NUTS,2021,NL226,3,2
2021,NUTS,2021,NL3,1,4
2021,NUTS,2021,NL33,2,4
2021,NUTS,2021,NL337,3,1
2021,NUTS,2021,NL33C,3,3
2021,NUTS,2021,NO,0,2
2021,NUTS,2021,NO0,1,2
2021,NUTS,2021,NO06,2,1
2021,NUTS,2021,NO060,3,1
2021,NUTS,2021,NO08,2,1
2021,NUTS,2021,NO081,3,1
2021,NUTS,2021,PL,0,1
2021,NUTS,2021,PL8,1,1
2021,NUTS,2021,PL84,2,1
2021,NUTS,2021,PL841,3,1
2021,NUTS,2021,PT,0,1
2021,NUTS,2021,PT1,1,1
2021,NUTS,2021,PT11,2,1
2021,NUTS,2021,PT11A,3,1
2021,NUTS,2021,SE,0,4
2021,NUTS,2021,SE1,1,3
2021,NUTS,2021,SE11,2,3
2021,NUTS,2021,SE110,3,3
2021,NUTS,2021,SE3,1,1
2021,NUTS,2021,SE33,2,1
2021,NUTS,2021,SE331,3,1
2021,NUTS,2021,UK,0,18
2021,NUTS,2021,UKD,1,6
2021,NUTS,2021,UKD3,2,2
2021,NUTS,2021,UKD33,3,2
2021,NUTS,2021,UKD4,2,1
2021,NUTS,2021,UKD44,3,1
2021,NUTS,2021,UKD7,2,3
2021,NUTS,2021,UKD72,3,3
2021,NUTS,2021,UKE,1,1
2021,NUTS,2021,UKE4,2,1
2021,NUTS,2021,UKE44,3,1
2021,NUTS,2021,UKG,1,2
2021,NUTS,2021,UKG2,2,1
2021,NUTS,2021,UKG24,3,1
2021,NUTS,2021,UKG3,2,1
2021,NUTS,2021,UKG31,3,1
2021,NUTS,2021,UKH,1,3
2021,NUTS,2021,UKH1,2,1
2021,NUTS,2021,UKH12,3,1
2021,NUTS,2021,UKH2,2,2
2021,NUTS,2021,UKH23,3,2
2021,NUTS,2021,UKI,1,1
2021,NUTS,2021,UKI3,2,1
2021,NUTS,2021,UKI33,3,1
2021,NUTS,2021,UKJ,1,5
2021,NUTS,2021,UKJ1,2,3
2021,NUTS,2021,UKJ14,3,3
2021,NUTS,2021,UKJ2,2,1
2021,NUTS,2021,UKJ25,3,1
2021,NUTS,2021,UKJ4,2,1
2021,NUTS,2021,UKJ44,3,1
