year,region_type,region_year_spec,region_id,region_level,hospitalisation_count
2020,NUTS,2016,NL11,2,3
2020,NUTS,2016,NL113,3,3
2020,NUTS,2016,NL2,1,2
2020,NUTS,2016,NL22,2,2
2020,NUTS,2016,NL226,3,2
2020,NUTS,2016,NL3,1,12
2020,NUTS,2016,NL31,2,3
2020,NUTS,2016,NL310,3,3
2020,NUTS,2016,NL32,2,1
2020,NUTS,2016,NL329,3,1
2020,NUTS,2016,NL33,2,8
2020,NUTS,2016,NL337,3,2
2020,NUTS,2016,NL33C,3,6
2020,NUTS,2016,NL4,1,4
2020,NUTS,2016,NL42,2,4
2020,NUTS,2016,NL423,3,4
2020,NUTS,2016,NO,0,2
2020,NUTS,2016,NO0,1,2
2020,NUTS,2016,NO01,2,1
2020,NUTS,2016,NO011,3,1
2020,NUTS,2016,NO07,2,1
2020,NUTS,2016,NO072,3,1
2020,NUTS,2016,PL,0,4
2020,NUTS,2016,PL9,1,4
2020,NUTS,2016,PL91,2,4
2020,NUTS,2016,PL911,3,4
2020,NUTS,2016,PT,0,3
2020,NUTS,2016,PT1,1,3
2020,NUTS,2016,PT16,2,1
2020,NUTS,2016,PT16E,3,1
2020,NUTS,2016,PT17,2,2
2020,NUTS,2016,PT170,3,2
2020,NUTS,2016,RS,0,3
2020,NUTS,2016,RS1,1,3
2020,NUTS,2016,RS11,2,3
2020,NUTS,2016,RS110,3,3
2020,NUTS,2016,SE,0,28
2020,NUTS,2016,SE1,1,20
2020,NUTS,2016,SE11,2,14
2020,NUTS,2016,SE110,3,14
2020,NUTS,2016,SE12,2,6
2020,NUTS,2016,SE121,3,3
2020,NUTS,2016,SE123,3,2
2020,NUTS,2016,SE124,3,1
2020,NUTS,2016,SE2,1,6
2020,NUTS,2016,SE22,2,2
2020,NUTS,2016,SE224,3,2
2020,NUTS,2016,SE23,2,4
2020,NUTS,2016,SE232,3,4
2020,NUTS,2016,SE3,1,2
2020,NUTS,2016,SE33,2,2
2020,NUTS,2016,SE331,3,2
2020,NUTS,2016,SI,0,1
2020,NUTS,2016,SI0,1,1
2020,NUTS,2016,SI04,2,1
2020,NUTS,2016,SI041,3,1
2020,NUTS,2016,TR,0,2
2020,NUTS,2016,TR1,1,1
2020,NUTS,2016,TR10,2,1
2020,NUTS,2016,TR100,3,1
2020,NUTS,2016,TR5,1,1
2020,NUTS,2016,TR51,2,1
2020,NUTS,2016,TR510,3,1
2020,NUTS,2016,UK,0,256
2020,NUTS,2016,UKC,1,2
2020,NUTS,2016,UKC2,2,2
2020,NUTS,2016,UKC22,3,2
2020,NUTS,2016,UKD,1,35
2020,NUTS,2016,UKD3,2,13
2020,NUTS,2016,UKD33,3,12
2020,NUTS,2016,UKD37,3,1
2020,NUTS,2016,UKD4,2,6
2020,NUTS,2016,UKD44,3,2
2020,NUTS,2016,UKD45,3,4
2020,NUTS,2016,UKD7,2,16
2020,NUTS,2016,UKD72,3,15
2020,NUTS,2016,UKD74,3,1
2020,NUTS,2016,UKE,1,13
2020,NUTS,2016,UKE1,2,1
2020,NUTS,2016,UKE11,3,1
2020,NUTS,2016,UKE3,2,5
2020,NUTS,2016,UKE32,3,5
2020,NUTS,2016,UKE4,2,7
2020,NUTS,2016,UKE41,3,4
2020,NUTS,2016,UKE42,3,3
2020,NUTS,2016,UKF,1,18
2020,NUTS,2016,UKF1,2,10
2020,NUTS,2016,UKF14,3,8
2020,NUTS,2016,UKF16,3,2
2020,NUTS,2016,UKF2,2,8
2020,NUTS,2016,UKF21,3,8
2020,NUTS,2016,UKG,1,12
2020,NUTS,2016,UKG1,2,4
2020,NUTS,2016,UKG13,3,4
2020,NUTS,2016,UKG3,2,8
2020,NUTS,2016,UKG31,3,8
2020,NUTS,2016,UKH,1,16
2020,NUTS,2016,UKH1,2,9
2020,NUTS,2016,UKH12,3,9
2020,NUTS,2016,UKH2,2,7
2020,NUTS,2016,UKH23,3,7
2020,NUTS,2016,UKI,1,83
2020,NUTS,2016,UKI3,2,73
2020,NUTS,2016,UKI31,3,22
2020,NUTS,2016,UKI32,3,32
2020,NUTS,2016,UKI33,3,17
2020,NUTS,2016,UKI34,3,2
2020,NUTS,2016,UKI4,2,8
2020,NUTS,2016,UKI42,3,7
2020,NUTS,2016,UKI44,3,1
2020,NUTS,2016,UKI6,2,2
2020,NUTS,2016,UKI62,3,1
2020,NUTS,2016,UKI63,3,1
2020,NUTS,2016,UKJ,1,42
2020,NUTS,2016,UKJ1,2,31
2020,NUTS,2016,UKJ14,3,31
2020,NUTS,2016,UKJ2,2,3
2020,NUTS,2016,UKJ22,3,2
2020,NUTS,2016,UKJ25,3,1
2020,NUTS,2016,UKJ3,2,8
2020,NUTS,2016,UKJ32,3,4
2020,NUTS,2016,UKJ36,3,3
2020,NUTS,2016,UKJ37,3,1
2020,NUTS,2016,UKK,1,8
2020,NUTS,2016,UKK1,2,1
2020,NUTS,2016,UKK12,3,1
2020,NUTS,2016,UKK3,2,1
2020,NUTS,2016,UKK30,3,1
2020,NUTS,2016,UKK4,2,6
2020,NUTS,2016,UKK41,3,1
2020,NUTS,2016,UKK43,3,5
2020,NUTS,2016,UKL,1,3
2020,NUTS,2016,UKL2,2,3
2020,NUTS,2016,UKL22,3,3
2020,NUTS,2016,UKM,1,21
2020,NUTS,2016,UKM7,2,15
2020,NUTS,2016,UKM71,3,1
2020,NUTS,2016,UKM72,3,2
2020,NUTS,2016,UKM75,3,12
2020,NUTS,2016,UKM8,2,6
2020,NUTS,2016,UKM82,3,6
2020,NUTS,2016,UKN,1,3
2020,NUTS,2016,UKN0,2,3
2020,NUTS,2016,UKN06,3,2
2020,NUTS,2016,UKN14,3,1
2021,NUTS,2021,BE,0,1
2021,NUTS,2021,BE2,1,1
2021,NUTS,2021,BE22,2,1
2021,NUTS,2021,BE224,3,1
2021,NUTS,2021,CH,0,5
2021,NUTS,2021,CH0,1,5
2021,NUTS,2021,CH01,2,4
2021,NUTS,2021,CH011,3,3
2021,NUTS,2021,CH013,3,1
2021,NUTS,2021,CH02,2,1
2021,NUTS,2021,CH022,3,1
2021,NUTS,2021,DE,0,7
2021,NUTS,2021,DE1,1,1
2021,NUTS,2021,DE13,2,1
2021,NUTS,2021,DE131,3,1
2021,NUTS,2021,DE3,1,1
2021,NUTS,2021,DE30,2,1
2021,NUTS,2021,DE300,3,1
2021,NUTS,2021,DE7,1,1
2021,NUTS,2021,DE71,2,1
2021,NUTS,2021,DE712,3,1
2021,NUTS,2021,DEA,1,2
2021,NUTS,2021,DEA2,2,1
2021,NUTS,2021,DEA23,3,1
2021,NUTS,2021,DEA5,2,1
2021,NUTS,2021,DEA51,3,1
2021,NUTS,2021,DED,1,2
2021,NUTS,2021,DED4,2,1
2021,NUTS,2021,DED41,3,1
2021,NUTS,2021,DED5,2,1
2021,NUTS,2021,DED51,3,1
2021,NUTS,2021,DK,0,3
2021,NUTS,2021,DK0,1,3
2021,NUTS,2021,DK01,2,3
2021,NUTS,2021,DK011,3,3
2021,NUTS,2021,EL,0,1
2021,NUTS,2021,EL3,1,1
2021,NUTS,2021,EL30,2,1
2021,NUTS,2021,EL303,3,1
2021,NUTS,2021,ES,0,3
2021,NUTS,2021,ES2,1,2
2021,NUTS,2021,ES24,2,2
2021,NUTS,2021,ES243,3,2
2021,NUTS,2021,ES5,1,1
2021,NUTS,2021,ES51,2,1
2021,NUTS,2021,ES511,3,1
2021,NUTS,2021,IT,0,2
2021,NUTS,2021,ITC,1,1
2021,NUTS,2021,ITC4,2,1
2021,NUTS,2021,ITC4C,3,1
2021,NUTS,2021,ITF,1,1
2021,NUTS,2021,ITF2,2,1
2021,NUTS,2021,ITF21,3,1
2021,NUTS,2021,NL,0,5
2021,NUTS,2021,NL1,1,1
2021,NUTS,2021,NL11,2,1
2021,NUTS,2021,NL113,3,1
2021,NUTS,2021,NL2,1,1
2021,NUTS,2021,NL22,2,1
2021,NUTS,2021,NL226,3,1
2021,NUTS,2021,NL3,1,2
2021,NUTS,2021,NL33,2,2
2021,NUTS,2021,NL33C,3,2
2021,NUTS,2021,NL4,1,1
2021,NUTS,2021,NL42,2,1
2021,NUTS,2021,NL423,3,1
2021,NUTS,2021,PT,0,1
2021,NUTS,2021,PT1,1,1
2021,NUTS,2021,PT11,2,1
2021,NUTS,2021,PT11A,3,1
2021,NUTS,2021,SE,0,2
2021,NUTS,2021,SE1,1,1
2021,NUTS,2021,SE11,2,1
2021,NUTS,2021,SE110,3,1
2021,NUTS,2021,SE3,1,1
2021,NUTS,2021,SE33,2,1
2021,NUTS,2021,SE331,3,1
2021,NUTS,2021,TR,0,1
2021,NUTS,2021,TR3,1,1
2021,NUTS,2021,TR31,2,1
2021,NUTS,2021,TR310,3,1
2021,NUTS,2021,UK,0,27
2021,NUTS,2021,UKD,1,1
2021,NUTS,2021,UKD7,2,1
2021,NUTS,2021,UKD72,3,1
2021,NUTS,2021,UKF,1,1
2021,NUTS,2021,UKF2,2,1
2021,NUTS,2021,UKF21,3,1
2021,NUTS,2021,UKG,1,4
2021,NUTS,2021,UKG3,2,4
2021,NUTS,2021,UKG31,3,4
2021,NUTS,2021,UKH,1,3
2021,NUTS,2021,UKH1,2,3
2021,NUTS,2021,UKH12,3,3
2021,NUTS,2021,UKI,1,4
2021,NUTS,2021,UKI3,2,3
2021,NUTS,2021,UKI31,3,3
2021,NUTS,2021,UKI4,2,1
2021,NUTS,2021,UKI44,3,1
2021,NUTS,2021,UKJ,1,4
2021,NUTS,2021,UKJ1,2,1
2021,NUTS,2021,UKJ14,3,1
2021,NUTS,2021,UKJ3,2,3
2021,NUTS,2021,UKJ32,3,3
2021,NUTS,2021,UKL,1,8
2021,NUTS,2021,UKL1,2,3
2021,NUTS,2021,UKL12,3,1
2021,NUTS,2021,UKL15,3,1
2021,NUTS,2021,UKL18,3,1
2021,NUTS,2021,UKL2,2,5
2021,NUTS,2021,UKL21,3,2
2021,NUTS,2021,UKL22,3,3
2021,NUTS,2021,UKM,1,2
2021,NUTS,2021,UKM7,2,1
2021,NUTS,2021,UKM75,3,1
2021,NUTS,2021,UKM8,2,1
2021,NUTS,2021,UKM82,3,1
